MEIP,MEI Pharma,NASDAQ
1.56,1.54,1.57,1.53
1.53,1.56,1.58,1.51
1.56,1.58,1.60,1.56
1.59,1.52,1.59,1.50
1.52,1.47,1.53,1.46
1.48,1.44,1.48,1.42
1.43,1.43,1.47,1.42
1.44,1.44,1.48,1.40
1.45,1.44,1.49,1.43
1.45,1.43,1.50,1.42
1.45,1.43,1.45,1.42
1.43,1.42,1.44,1.39
1.40,1.41,1.45,1.39
1.38,1.39,1.45,1.38
1.40,1.35,1.44,1.35
1.38,1.36,1.38,1.34
1.36,1.44,1.45,1.36
1.44,1.40,1.47,1.40
1.40,1.45,1.48,1.40
1.46,1.46,1.55,1.44
1.47,1.50,1.53,1.47
1.50,1.50,1.53,1.46
1.50,1.50,1.53,1.49
1.51,1.47,1.52,1.45
1.50,1.47,1.50,1.45
1.46,1.51,1.51,1.45
