VMW,Vmware,NASDAQ
81.00,80.58,81.34,80.15
80.43,80.34,80.71,79.59
80.47,80.02,81.31,79.94
80.01,80.92,81.22,79.68
80.99,82.58,83.00,80.57
82.43,80.79,82.58,80.42
80.82,81.38,81.78,80.62
81.66,81.86,82.40,81.60
81.77,81.91,82.20,81.06
81.74,79.54,81.74,79.23
79.45,80.12,80.20,79.18
80.35,80.21,80.68,79.89
80.23,79.47,80.89,79.16
79.45,79.11,79.65,78.27
79.00,78.73,79.39,78.46
78.33,78.88,79.51,77.94
79.18,79.49,79.77,78.92
79.29,79.46,79.60,78.56
79.69,81.50,81.55,79.69
80.71,80.55,80.99,79.49
80.95,81.48,82.06,80.54
81.61,82.10,82.26,81.31
82.18,81.78,82.18,80.90
81.54,82.01,82.38,81.48
