HMNY,Helios and Matheson Analytics Inc - Common Stock,NASDAQ
4.14,4.14,4.14,4.14
4.14,4.14,4.14,4.14
4.31,4.47,4.47,4.31
4.34,4.44,4.44,4.34
4.44,4.44,4.44,4.44
4.44,4.44,4.44,4.44
4.44,4.44,4.44,4.44
4.44,4.44,4.44,4.44
4.02,4.23,4.23,4.02
4.48,4.48,4.48,4.48
4.48,4.48,4.48,4.48
4.48,4.48,4.48,4.48
4.50,4.50,4.50,4.48
4.83,4.75,4.98,4.73
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.70,4.70,4.72,4.68
5.15,4.36,5.15,4.36
4.41,4.18,4.41,4.18
4.14,4.15,4.15,4.14
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.15,4.15,4.15,4.15
4.21,4.21,4.21,4.21
4.21,4.21,4.21,4.21
4.21,4.21,4.21,4.21
4.00,4.46,4.46,4.00
4.45,4.35,4.49,4.35
4.35,4.35,4.35,4.35
4.25,4.50,4.53,4.25
4.50,4.50,4.50,4.50
3.82,4.52,4.97,3.82
4.57,8.40,8.50,4.57
9.28,6.99,9.50,6.01
6.36,6.80,8.24,5.60
6.65,6.90,7.40,6.50
6.64,6.47,7.19,6.20
6.29,6.22,6.60,6.21
6.22,6.17,6.30,5.95
5.11,5.30,5.50,5.05
5.31,6.05,6.07,5.31
5.78,5.20,5.78,5.06
5.12,5.12,5.28,5.05
5.11,5.07,5.35,5.00
5.06,4.83,5.06,4.83
4.87,4.85,5.16,4.82
5.10,5.04,5.10,5.03
5.55,5.21,5.59,5.11
5.02,5.72,5.95,5.01
6.00,5.77,6.38,5.46
5.66,5.90,6.20,5.50
5.50,5.30,5.71,5.25
5.19,5.50,5.50,5.19
5.50,6.32,6.38,5.50
6.29,7.15,7.35,6.29
7.20,8.30,8.48,7.17
8.30,8.30,9.43,7.84
8.31,7.92,8.31,7.81
8.08,7.56,8.12,7.51
7.70,7.70,7.96,7.67
7.82,7.81,7.82,7.58
7.76,7.42,7.78,7.10
7.35,7.02,7.59,6.88
6.90,6.63,7.27,6.56
6.71,6.70,7.20,6.64
6.63,6.53,7.00,6.52
6.77,6.80,7.14,6.25
6.75,6.92,7.00,6.75
7.00,6.80,7.09,6.69
6.90,6.53,7.00,6.37
6.50,6.50,6.70,6.31
6.55,6.54,7.08,6.49
6.70,6.93,6.98,6.56
7.08,6.70,7.08,6.40
6.63,6.95,6.95,6.51
7.10,6.81,7.10,6.51
7.17,6.87,7.17,6.67
7.00,7.00,7.09,6.70
7.15,7.06,7.53,7.06
7.72,7.13,7.72,7.11
7.21,7.35,7.60,7.21
7.15,7.15,7.15,7.15
7.13,6.96,7.15,6.56
7.03,6.73,7.03,6.73
6.73,6.83,6.99,6.61
6.91,6.89,6.97,6.66
6.89,6.89,6.89,6.89
6.98,6.68,6.98,6.55
6.85,6.81,6.85,6.63
6.60,6.53,6.65,6.50
6.35,5.91,6.40,5.87
5.74,5.80,5.80,5.65
5.78,5.78,5.79,5.45
5.78,5.44,5.78,5.37
5.40,5.10,5.40,5.00
5.19,5.19,5.19,5.19
5.19,5.18,5.19,5.18
5.19,5.61,5.91,5.18
5.68,5.51,5.90,5.36
5.43,5.46,5.99,5.43
5.50,5.54,5.60,5.50
5.75,5.16,5.75,5.16
5.24,5.67,5.70,5.24
5.32,5.59,5.59,5.32
5.72,6.27,6.34,5.51
6.21,7.04,7.86,6.21
6.89,6.77,7.50,6.53
7.15,6.48,7.15,6.31
6.42,6.07,6.71,6.01
6.20,6.17,6.40,6.10
6.17,5.75,6.25,5.75
5.86,6.17,6.25,5.85
6.25,6.17,6.80,6.15
6.12,6.61,7.00,6.10
6.70,6.21,6.76,6.21
6.21,5.90,6.21,5.85
5.90,6.05,6.30,5.90
6.10,6.27,6.50,6.02
6.49,6.72,6.80,6.15
6.49,6.48,6.49,6.48
6.47,6.47,6.53,6.47
6.47,6.48,6.48,6.47
6.47,6.20,6.47,6.00
6.17,6.11,6.17,6.05
6.04,6.11,6.11,5.67
6.17,6.49,6.49,6.17
6.30,6.33,6.33,5.85
6.00,5.92,6.20,5.81
6.10,6.47,6.47,5.95
6.38,6.18,6.45,6.18
6.26,6.03,6.26,6.02
6.02,6.01,6.02,6.00
6.01,6.01,6.01,6.01
6.10,5.85,6.10,5.85
5.44,5.75,5.76,5.44
5.70,5.67,5.70,5.67
5.61,5.59,5.61,5.59
5.60,5.55,5.60,5.55
5.55,5.80,5.88,5.55
5.80,5.89,6.02,5.80
5.65,5.94,5.94,5.65
5.81,6.04,6.04,5.80
6.05,5.85,6.24,5.77
5.81,6.20,6.30,5.60
6.00,6.20,6.23,6.00
6.20,6.18,6.20,5.95
5.89,6.72,7.27,5.89
6.80,6.55,6.80,6.52
6.80,6.86,7.30,6.54
6.76,6.65,6.80,6.48
6.59,6.20,6.59,6.20
6.92,6.16,6.92,6.05
6.16,6.16,6.16,6.16
6.12,6.00,6.12,6.00
6.08,6.08,6.08,6.08
5.89,5.68,5.98,5.55
5.82,5.84,5.98,5.64
6.21,6.27,6.49,5.90
6.28,5.96,6.32,5.91
6.01,5.85,6.10,5.85
5.95,5.77,5.95,5.54
6.54,5.70,6.54,5.60
5.58,5.85,6.01,5.58
5.65,5.87,5.96,5.51
5.64,5.76,5.81,5.60
5.60,5.64,5.65,5.50
5.63,5.72,5.72,5.63
5.68,5.57,5.69,5.57
5.58,5.50,5.64,5.50
5.52,5.29,5.52,5.29
5.29,5.29,5.29,5.29
5.35,5.35,5.40,5.30
5.35,5.35,5.35,5.35
5.50,5.50,5.89,5.50
5.72,5.54,5.72,5.52
5.51,5.70,5.70,5.51
5.70,5.70,5.70,5.70
5.51,5.78,5.80,5.51
5.40,5.69,5.69,5.40
5.99,5.58,5.99,5.40
5.58,5.58,5.58,5.58
5.65,5.61,5.65,5.59
5.38,5.65,5.65,5.38
5.41,5.43,5.43,5.37
5.43,5.43,5.43,5.43
5.43,5.43,5.43,5.43
5.14,5.35,5.55,5.14
5.39,5.15,5.39,5.13
5.08,5.15,5.32,5.05
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.32,5.27,5.38,5.15
5.05,5.12,5.12,5.05
4.99,5.01,5.07,4.99
5.06,5.15,5.15,5.00
4.99,5.11,5.11,4.99
5.10,5.10,5.10,5.10
5.04,5.04,5.04,5.04
5.04,5.04,5.04,5.04
5.04,5.04,5.04,5.04
5.28,5.28,5.28,5.28
5.25,5.25,5.25,5.25
4.82,5.13,5.13,4.82
5.13,5.13,5.13,5.13
5.06,4.71,5.06,4.47
4.73,4.84,4.84,4.73
4.81,4.49,4.81,4.37
4.34,4.33,4.68,4.32
4.33,4.33,4.33,4.33
4.30,4.29,4.49,4.29
4.50,4.44,4.50,4.30
4.44,4.44,4.44,4.44
4.40,4.30,4.49,4.30
4.15,3.91,4.15,3.91
3.95,3.71,3.95,3.64
3.60,4.36,4.36,3.49
4.36,4.36,4.36,4.36
4.46,4.49,4.50,4.46
4.49,4.49,4.49,4.49
4.36,4.16,4.36,3.97
4.05,4.05,4.05,4.05
4.05,4.05,4.05,4.05
3.95,3.95,3.95,3.95
4.14,4.13,4.21,4.10
4.13,4.13,4.13,4.13
4.01,4.03,4.03,4.01
4.03,4.03,4.03,4.03
3.97,3.78,3.97,3.75
3.78,3.78,3.78,3.78
3.86,3.61,3.86,3.61
3.68,4.12,4.80,3.68
4.20,4.51,5.35,4.18
4.99,4.52,4.99,4.37
4.62,4.50,4.62,4.40
4.38,4.11,4.38,4.04
4.12,4.15,4.23,4.06
4.06,4.06,4.06,4.06
4.06,4.04,4.06,4.04
3.83,3.72,3.98,3.66
3.72,3.72,3.72,3.72
3.72,3.72,3.72,3.72
3.72,3.64,4.13,3.55
3.73,3.80,4.14,3.73
3.73,3.85,4.05,3.73
3.85,4.01,4.13,3.74
3.91,4.19,4.45,3.91
4.20,3.90,4.20,3.90
3.86,4.10,4.15,3.86
4.09,4.12,4.35,4.09
3.85,4.35,4.35,3.85
3.85,4.09,4.15,3.85
3.90,3.98,4.15,3.90
3.98,4.18,4.18,3.98
3.94,3.94,4.13,3.92
3.90,4.10,4.10,3.88
3.90,4.07,4.07,3.90
3.88,4.00,4.00,3.88
4.01,3.97,4.01,3.85
3.86,3.97,3.98,3.86
4.00,4.26,4.41,4.00
3.94,4.80,4.85,3.94
4.91,4.44,4.91,4.32
4.82,4.38,4.82,4.20
4.17,4.30,4.31,4.17
4.11,4.30,4.60,4.11
4.47,4.29,4.47,4.08
4.29,4.29,4.29,4.29
4.29,4.29,4.29,4.29
4.02,4.14,4.32,4.00
4.18,3.94,4.18,3.75
3.78,3.99,4.05,3.69
3.66,3.95,4.01,3.66
3.71,3.94,3.94,3.63
3.93,3.92,3.93,3.54
3.77,3.91,3.93,3.52
3.82,3.98,4.43,3.59
3.88,3.81,3.97,3.76
3.75,4.05,4.29,3.70
3.84,3.84,3.88,3.72
3.87,3.89,4.70,3.71
3.78,3.70,3.78,3.61
3.84,3.67,4.00,3.51
3.60,3.68,4.04,3.60
3.68,3.68,3.68,3.68
3.65,3.78,3.82,3.65
3.60,3.75,3.75,3.60
3.62,3.65,3.81,3.61
3.62,3.50,3.62,3.50
3.50,3.41,3.50,3.31
3.35,3.87,3.99,3.23
3.65,3.61,3.65,3.61
3.43,3.61,3.61,3.43
3.61,3.61,3.61,3.61
3.61,3.61,3.61,3.61
3.59,3.59,3.59,3.59
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.50,3.55,3.55,3.50
3.54,3.58,3.67,3.54
3.82,3.82,3.82,3.82
3.78,3.71,3.78,3.70
3.70,3.70,3.70,3.70
3.54,3.67,3.67,3.42
3.40,3.53,3.53,3.40
3.40,3.60,3.65,3.40
3.64,3.67,4.09,3.64
3.60,3.70,3.80,3.60
3.71,3.66,3.71,3.66
3.65,3.68,3.74,3.65
3.66,3.66,3.66,3.66
3.60,3.60,3.60,3.60
3.57,3.49,3.57,3.49
3.36,3.45,3.45,3.26
3.21,3.01,3.21,2.91
3.01,3.01,3.01,2.83
2.88,2.88,2.88,2.88
2.55,2.94,2.94,2.55
2.94,2.94,2.94,2.94
2.57,2.70,2.84,2.57
2.57,2.61,2.61,2.57
2.61,2.51,2.61,2.51
2.50,2.61,2.68,2.26
2.61,2.61,2.61,2.61
2.03,2.75,2.75,2.03
2.61,2.61,2.61,2.60
2.60,2.60,2.60,2.60
2.50,2.44,2.59,2.44
2.44,2.44,2.44,2.43
2.47,2.47,2.47,2.47
2.47,2.58,2.58,2.40
2.57,2.57,2.57,2.57
2.56,2.45,2.56,2.45
2.44,2.44,2.44,2.44
2.45,2.42,2.45,2.42
2.51,2.52,2.52,2.51
2.54,2.54,2.54,2.54
2.52,2.52,2.52,2.52
2.53,2.49,2.53,2.49
2.54,2.54,2.54,2.54
2.54,2.54,2.54,2.54
2.54,2.53,2.54,2.37
2.35,2.46,2.50,2.35
2.52,2.52,2.52,2.52
2.24,2.54,2.54,2.21
2.24,2.30,2.52,2.05
2.41,2.50,2.51,2.41
2.52,2.66,2.96,2.50
2.96,2.71,2.96,2.71
2.78,3.00,3.00,2.71
3.00,3.00,3.00,3.00
3.29,2.91,3.39,2.90
3.30,3.30,3.30,3.30
2.89,3.14,3.14,2.81
3.29,3.20,3.29,2.91
3.07,3.03,3.07,2.70
2.87,3.04,3.04,2.87
2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94
2.98,2.98,2.98,2.98
2.93,3.00,3.00,2.93
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
2.91,2.63,2.91,2.62
2.74,2.45,2.74,2.45
2.31,2.47,2.47,2.31
2.12,2.34,2.34,2.12
2.10,2.10,2.10,2.10
2.21,2.16,2.24,2.16
2.16,2.16,2.16,2.16
2.05,2.18,2.18,2.05
2.18,2.18,2.18,2.18
2.11,1.98,2.11,1.98
1.97,1.89,1.97,1.89
1.85,1.96,1.98,1.85
1.81,1.90,1.91,1.81
1.74,1.96,1.96,1.73
1.96,1.96,1.96,1.96
2.04,2.04,2.04,1.82
2.05,2.25,2.41,2.05
2.07,1.77,2.07,1.70
1.83,1.83,1.83,1.83
1.83,1.75,2.35,1.70
1.78,1.82,1.99,1.76
1.76,1.80,1.80,1.76
1.80,1.80,1.80,1.77
1.85,2.00,2.00,1.85
1.83,1.83,1.83,1.83
1.90,1.76,1.90,1.76
1.76,1.76,1.76,1.76
1.77,1.77,1.77,1.77
1.73,1.73,1.73,1.73
1.73,1.73,1.73,1.73
1.73,1.73,1.73,1.73
1.73,1.73,1.73,1.73
1.74,1.72,1.96,1.70
1.72,1.72,1.72,1.72
1.65,1.72,1.72,1.53
1.52,1.52,1.52,1.52
1.53,1.60,1.60,1.40
1.43,1.53,1.53,1.43
1.50,1.43,1.50,1.43
2.00,1.65,2.01,1.60
1.84,1.82,1.84,1.81
1.95,1.63,1.95,1.63
1.63,1.63,1.63,1.63
1.63,1.63,1.63,1.63
1.85,1.85,1.85,1.85
1.84,1.80,1.84,1.70
1.69,1.74,1.81,1.69
1.80,1.69,1.80,1.66
1.71,1.75,1.75,1.64
1.71,1.79,1.79,1.71
1.93,1.80,1.93,1.80
1.73,1.64,1.73,1.64
1.66,1.66,1.66,1.66
1.55,1.55,1.55,1.55
1.51,1.47,1.69,1.47
1.46,1.46,1.46,1.46
1.46,1.46,1.46,1.46
1.50,1.79,1.79,1.50
2.15,2.47,2.47,1.75
2.49,3.50,4.22,2.30
4.80,4.80,5.70,4.10
4.35,3.50,4.48,3.50
3.59,4.15,4.15,3.55
4.12,4.15,4.24,3.75
4.15,3.62,4.16,3.36
3.52,3.45,3.59,3.37
3.40,3.04,3.40,3.00
2.83,3.26,3.45,2.66
2.91,2.63,3.15,2.63
2.65,3.05,3.23,2.65
3.00,2.82,3.00,2.68
2.73,2.80,3.00,2.70
2.83,2.83,2.83,2.83
2.85,2.89,2.91,2.85
2.85,2.82,2.90,2.82
2.75,2.76,2.77,2.75
2.75,2.78,2.78,2.75
2.75,2.55,2.75,2.55
2.50,2.51,2.55,2.50
2.55,2.55,2.55,2.55
2.55,2.65,2.65,2.36
2.64,2.53,2.64,2.45
2.50,2.42,2.50,2.42
2.43,2.42,2.43,2.42
2.50,2.50,2.59,2.50
2.54,2.55,2.55,2.54
2.50,2.50,2.63,2.50
2.55,2.50,2.55,2.50
2.50,2.50,2.70,2.50
2.50,2.55,2.55,2.50
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.50,2.35,2.56,2.30
2.34,2.30,2.34,2.24
2.30,2.35,2.56,2.30
2.45,2.30,2.45,2.30
2.42,2.42,2.42,2.42
2.36,2.36,2.38,2.36
2.37,3.53,3.67,2.36
3.55,2.90,3.68,2.79
3.03,2.80,3.03,2.72
2.77,2.89,3.10,2.76
3.17,2.76,3.17,2.62
2.72,2.60,2.72,2.55
2.66,2.60,2.67,2.60
2.55,2.41,2.55,2.38
2.68,2.54,2.68,2.54
2.54,2.54,2.54,2.54
2.42,2.42,2.56,2.40
2.38,2.37,2.38,2.32
2.31,2.55,2.70,2.31
2.53,2.50,2.53,2.50
2.40,2.37,2.52,2.36
2.63,2.41,2.63,2.41
2.41,2.57,2.58,2.41
2.46,2.58,2.58,2.46
2.56,2.56,2.56,2.56
2.46,2.41,2.46,2.41
2.42,2.41,2.43,2.40
2.31,2.47,2.47,2.26
2.43,2.30,2.45,2.30
2.27,2.30,2.30,2.27
2.35,2.29,2.37,2.28
2.27,2.28,2.28,2.27
2.18,2.35,2.96,2.18
2.38,2.47,2.47,2.30
2.44,2.43,2.44,2.33
2.31,2.46,2.48,2.31
2.48,2.42,2.48,2.36
2.32,2.45,2.45,2.32
2.28,2.33,2.43,2.28
2.40,2.45,2.45,2.40
2.31,2.31,2.31,2.31
2.31,2.31,2.31,2.31
2.27,2.22,2.27,2.22
2.22,2.23,2.24,2.22
2.07,2.16,2.17,2.07
2.22,2.22,2.22,2.22
2.22,2.28,2.28,2.22
2.28,2.28,2.28,2.28
2.28,2.28,2.28,2.28
2.28,2.22,2.28,2.18
2.28,2.44,2.44,2.28
2.47,2.47,2.47,2.47
2.48,2.48,2.48,2.48
2.49,2.49,2.49,2.49
2.19,2.48,2.48,2.19
2.21,2.43,2.43,2.20
2.35,2.35,2.35,2.35
2.20,2.26,2.30,2.20
2.26,2.37,2.53,2.21
2.18,2.18,2.18,2.18
2.18,2.18,2.18,2.18
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.21,2.21,2.21,2.21
2.46,2.20,2.46,2.20
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.21,2.15,2.23,2.15
2.15,2.15,2.15,2.15
2.05,2.20,2.20,2.05
2.20,2.24,2.24,2.20
2.22,2.15,2.22,2.15
2.03,2.17,2.17,2.03
2.08,2.09,2.25,2.06
2.08,2.15,2.15,2.06
2.15,2.15,2.15,2.15
2.07,2.07,2.07,2.07
2.07,2.07,2.07,2.07
2.07,2.07,2.07,2.07
2.10,2.10,2.10,2.10
2.06,2.05,2.06,2.05
2.05,2.05,2.05,2.05
2.09,2.08,2.09,2.08
2.27,2.31,2.54,2.27
2.39,2.30,2.40,2.25
2.39,2.39,2.39,2.39
2.27,2.44,2.44,2.27
2.28,2.28,2.28,2.28
2.29,2.28,2.29,2.27
2.31,2.44,2.44,2.31
2.43,2.27,2.43,2.27
2.28,2.23,2.28,2.19
2.28,2.54,2.54,2.19
2.59,2.50,2.59,2.15
2.27,2.27,2.27,2.27
2.27,2.27,2.27,2.27
2.19,2.19,2.19,2.19
2.18,2.18,2.18,2.18
2.18,2.18,2.18,2.18
2.18,2.18,2.18,2.18
2.18,2.18,2.18,2.18
2.18,2.18,2.18,2.18
2.15,2.15,2.15,2.14
2.15,2.15,2.15,2.15
2.36,2.34,2.36,2.17
2.35,2.35,2.35,2.18
2.35,2.35,2.35,2.35
2.22,2.24,2.33,2.16
2.28,2.34,2.34,2.28
2.35,2.32,2.37,2.32
2.14,2.14,2.32,2.13
2.14,2.14,2.14,2.14
2.09,2.09,2.09,2.09
2.12,2.14,2.14,2.12
2.14,2.14,2.14,2.14
2.14,2.14,2.14,2.14
2.14,2.14,2.14,2.14
2.12,2.08,2.17,2.08
2.08,2.08,2.08,2.08
2.08,2.08,2.08,2.08
2.03,2.03,2.03,2.03
2.06,2.06,2.06,2.06
2.06,2.12,2.12,2.06
2.12,2.12,2.12,2.12
2.12,2.12,2.12,2.12
2.12,2.12,2.12,2.12
2.12,2.12,2.12,2.12
2.03,2.03,2.03,2.03
2.03,2.03,2.03,2.03
2.03,2.03,2.03,2.03
2.03,2.03,2.03,2.03
2.03,2.03,2.03,2.03
2.03,2.03,2.03,2.03
2.03,2.11,2.11,2.03
2.11,2.11,2.11,2.11
2.10,2.17,2.17,2.10
2.08,2.08,2.09,2.08
2.20,2.14,2.20,2.14
2.14,2.14,2.14,2.14
2.14,2.14,2.14,2.14
2.14,2.14,2.14,2.14
2.14,2.14,2.14,2.14
2.10,2.11,2.11,2.10
2.11,2.11,2.11,2.11
2.11,2.20,2.20,2.02
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.17,2.14,2.17,2.14
2.10,2.10,2.10,2.10
2.06,2.00,2.08,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.90,1.82,1.91,1.82
1.84,1.86,1.89,1.82
1.85,1.85,1.85,1.85
1.80,1.75,1.80,1.72
1.84,1.85,1.95,1.81
1.84,1.75,1.84,1.70
1.72,1.69,1.72,1.62
1.69,1.69,1.69,1.69
1.64,1.62,1.64,1.62
1.66,1.56,1.69,1.56
1.57,1.73,1.75,1.56
1.75,1.73,1.75,1.70
1.73,1.73,1.73,1.73
1.67,1.60,1.77,1.57
1.55,1.59,1.80,1.55
1.57,1.60,1.86,1.53
1.78,1.65,1.78,1.60
1.64,1.44,1.77,1.44
1.59,1.56,1.59,1.56
1.70,1.50,1.70,1.44
1.50,1.47,1.68,1.44
1.47,1.55,1.55,1.47
1.44,1.45,1.49,1.32
1.45,1.36,1.46,1.36
1.36,1.31,1.68,1.31
1.44,1.36,1.44,1.36
1.33,1.37,1.50,1.33
1.35,1.35,1.35,1.33
1.40,1.50,1.51,1.40
1.36,1.39,1.49,1.36
1.39,1.39,1.39,1.39
1.65,1.63,1.65,1.63
1.56,1.79,1.99,1.56
1.75,1.78,1.78,1.56
1.73,1.73,1.73,1.73
1.61,1.56,1.61,1.56
1.56,1.70,1.70,1.50
1.84,1.71,1.99,1.58
1.66,1.94,1.94,1.66
1.94,1.94,1.94,1.94
1.67,2.00,2.00,1.67
1.85,1.99,1.99,1.85
1.99,1.99,1.99,1.99
1.69,1.40,1.69,1.35
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.62,1.50,1.62,1.49
1.30,1.46,1.46,1.23
1.35,1.60,1.76,1.35
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.71,1.69,1.71,1.69
1.69,1.69,1.69,1.69
1.35,1.49,1.52,1.25
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.31,1.43,1.43,1.31
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.34,1.34,1.34,1.34
1.30,1.32,1.34,1.30
1.16,1.16,1.16,1.16
1.30,1.17,1.31,1.17
1.50,1.28,1.50,1.20
1.21,1.08,1.21,1.08
1.19,1.30,1.43,1.19
1.30,1.30,1.30,1.30
1.50,1.41,1.50,1.40
1.53,1.52,1.53,1.52
1.47,1.47,1.47,1.47
1.29,1.33,1.33,1.29
1.45,1.40,1.45,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.34,1.20,1.42,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.36,1.26,1.49,1.21
1.34,1.26,1.34,1.26
1.26,1.26,1.26,1.26
1.47,1.36,1.66,1.36
1.37,1.32,1.37,1.32
1.30,1.46,1.55,1.30
1.67,1.41,1.67,1.41
1.43,1.43,1.43,1.43
1.50,1.50,1.50,1.50
1.39,1.30,1.39,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.54,1.40,1.66,1.28
1.45,1.56,1.56,1.45
1.40,1.40,1.40,1.40
1.45,1.45,1.45,1.45
1.61,1.35,1.61,1.35
1.40,1.40,1.40,1.40
1.35,1.33,1.35,1.33
1.29,1.32,1.32,1.29
1.35,1.32,1.35,1.32
1.40,1.42,1.42,1.40
1.42,1.42,1.42,1.42
1.42,1.42,1.42,1.42
1.42,1.42,1.42,1.42
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.37,1.33,1.37,1.33
1.33,1.33,1.33,1.33
1.26,1.24,1.30,1.23
1.34,1.34,1.34,1.34
1.38,1.35,1.43,1.32
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.27,1.13,1.27,1.13
1.15,1.10,1.15,1.10
1.03,1.19,1.19,1.03
1.19,1.19,1.21,1.19
1.05,1.11,1.11,1.04
1.11,1.11,1.11,1.11
1.21,7.22,10.00,1.21
6.13,11.25,15.56,6.13
14.07,13.75,17.00,11.91
13.40,11.10,13.91,10.55
10.45,9.29,10.80,9.01
10.00,10.35,11.50,9.40
10.34,9.89,10.72,9.44
9.90,13.27,14.42,9.89
13.73,12.27,14.60,11.99
12.02,12.20,13.29,11.82
13.48,12.30,13.48,11.89
12.05,11.49,12.19,11.06
11.25,10.53,11.25,10.50
11.24,10.47,11.24,9.85
10.00,10.10,10.25,9.32
9.70,9.41,9.88,8.53
9.40,9.83,10.00,8.89
9.76,9.07,9.76,8.66
9.49,9.15,9.49,8.67
8.89,8.55,9.14,8.50
8.60,7.60,8.60,7.36
9.09,7.90,9.09,7.70
7.67,8.30,8.64,7.38
8.31,9.72,10.40,8.31
9.60,9.47,10.12,8.61
11.02,9.77,11.25,9.71
9.47,8.92,9.47,8.88
8.85,9.65,10.62,8.64
9.40,9.08,9.40,8.76
9.46,8.09,9.46,8.00
8.02,8.21,8.36,8.02
8.90,7.74,8.90,7.65
7.85,7.36,7.85,7.12
7.12,7.86,7.97,7.12
7.96,8.19,8.22,7.25
7.95,7.98,8.07,7.51
8.28,8.20,8.28,7.76
8.00,8.15,8.20,7.88
7.80,7.98,8.15,7.80
8.35,7.75,8.35,7.34
8.20,7.80,8.20,7.58
7.57,7.74,8.00,7.55
7.99,10.83,16.00,7.80
11.10,10.39,13.70,10.20
10.15,9.39,10.15,9.10
9.10,9.39,9.92,9.08
9.20,8.99,9.35,8.80
8.80,9.40,9.41,8.47
9.21,9.10,9.35,8.80
9.40,8.96,9.40,8.54
8.69,9.53,9.78,8.69
9.37,10.40,12.50,9.37
10.13,10.18,11.70,9.70
9.73,9.95,10.44,9.68
9.91,10.10,10.24,9.85
10.20,10.60,10.70,10.11
10.50,10.31,11.04,10.31
10.31,10.20,10.44,10.04
10.20,10.31,10.53,10.05
10.29,10.02,10.40,10.00
10.00,9.35,10.23,9.25
9.35,9.22,9.99,9.10
9.29,9.01,9.30,8.58
9.00,9.02,9.26,9.00
9.05,9.46,9.68,9.00
9.70,10.00,10.69,8.79
9.90,9.64,10.24,9.10
9.63,9.13,9.81,9.02
8.92,9.30,9.30,8.78
9.34,8.96,9.46,8.70
9.24,8.65,9.33,8.57
8.73,8.63,9.02,8.53
8.53,8.28,8.79,8.11
8.28,8.50,8.69,8.00
8.46,8.00,8.46,8.00
8.16,8.33,8.50,8.11
8.35,8.59,9.48,8.35
8.80,8.60,9.64,8.46
8.71,8.35,9.48,8.35
8.34,8.98,9.50,8.24
9.28,8.35,9.47,8.11
8.21,8.31,8.49,8.21
8.34,8.14,8.47,8.10
8.32,8.18,8.55,7.95
8.17,8.16,8.42,8.01
8.33,7.90,8.33,7.49
8.19,7.52,8.24,7.52
7.53,7.55,7.62,7.41
7.37,7.51,7.66,7.37
7.66,7.31,7.89,7.30
7.29,7.30,7.56,7.20
7.24,7.49,7.49,7.21
7.43,7.04,7.43,6.61
6.89,6.36,6.89,6.02
6.58,6.00,6.65,5.92
5.68,5.69,5.76,5.68
5.52,5.61,5.79,5.35
5.85,9.90,13.15,5.82
9.22,9.80,11.90,9.22
9.51,7.11,9.76,6.71
6.74,7.32,8.20,6.69
7.25,6.60,8.04,6.36
6.40,6.44,6.67,6.11
6.41,6.90,7.68,6.29
6.79,6.20,6.80,6.02
6.17,5.60,6.21,5.60
5.58,5.40,5.58,4.84
5.25,5.54,6.08,5.13
5.60,5.30,5.81,5.15
5.18,5.41,5.59,5.11
5.84,5.35,6.36,5.16
5.23,5.30,5.34,5.07
5.20,5.87,6.50,5.15
6.00,5.82,6.46,5.50
5.63,6.55,7.06,5.45
6.76,6.14,7.40,5.48
5.88,5.93,6.39,5.71
5.82,5.62,6.00,5.32
5.62,5.76,5.94,5.40
6.68,5.62,6.70,5.46
5.44,5.34,5.68,5.11
5.22,5.45,5.51,5.17
5.35,5.40,5.54,5.28
5.31,5.23,5.37,5.15
5.16,4.82,5.35,4.60
4.69,4.27,5.04,4.19
