SSYS,Stratasys,NASDAQ
87.30,82.15,87.47,79.69
82.10,79.19,82.10,77.79
80.00,80.67,81.93,79.83
81.34,82.52,83.00,80.20
83.98,83.19,84.13,81.60
83.06,83.74,84.27,82.04
84.40,85.12,86.62,83.15
85.98,84.90,86.01,83.41
84.44,84.30,85.15,83.03
85.93,90.92,91.00,84.83
94.00,90.35,94.00,90.28
91.00,87.73,91.00,87.40
88.12,93.13,93.13,87.15
93.90,93.47,95.75,91.42
93.82,92.32,94.00,91.59
92.48,95.16,96.44,91.60
95.16,89.42,95.16,89.18
90.75,91.09,91.98,90.03
91.95,89.54,91.95,89.10
89.50,90.07,90.10,87.65
90.80,90.27,92.18,88.76
90.60,87.69,91.03,87.20
88.60,86.67,89.47,85.95
86.47,89.55,89.58,86.11
89.73,88.15,89.73,87.87
89.49,92.32,93.45,88.40
92.96,87.45,92.96,86.91
88.97,88.65,90.00,88.08
90.05,90.40,90.88,88.78
91.40,90.00,91.50,88.57
90.45,90.59,91.65,89.71
90.65,87.02,91.13,86.51
86.51,86.16,87.11,83.00
88.10,98.26,99.50,87.15
97.51,95.04,97.80,94.76
94.50,103.11,103.50,94.50
103.00,102.44,104.34,100.50
101.90,100.35,102.36,100.21
98.13,96.78,99.50,95.43
97.60,99.23,100.00,96.70
100.99,105.20,107.13,100.05
106.10,105.12,106.16,103.50
104.90,104.51,105.16,102.94
105.19,105.78,105.97,103.93
106.34,105.82,107.00,104.96
108.37,110.04,113.49,108.21
108.64,104.24,108.64,103.04
104.78,104.88,108.11,104.50
106.37,109.24,109.72,106.01
109.80,107.27,110.00,106.51
111.00,110.26,112.83,108.00
109.23,107.45,109.97,104.25
108.99,107.06,109.79,106.81
108.07,106.38,108.95,104.35
107.47,105.22,107.96,102.34
104.31,103.80,104.40,102.26
103.79,102.99,104.00,101.81
102.31,97.79,103.00,97.15
93.15,92.32,94.70,91.95
93.51,93.45,97.39,92.50
95.00,96.82,96.84,93.60
97.95,97.71,98.50,95.33
98.45,99.15,99.59,96.62
100.01,99.49,101.14,98.51
101.00,98.23,101.00,96.28
98.20,100.56,102.00,97.80
100.73,101.62,102.41,100.03
102.50,103.94,105.38,101.55
104.22,101.47,104.22,100.55
99.98,101.26,103.20,98.00
101.28,104.09,104.24,100.73
103.48,103.50,104.94,102.42
103.50,99.81,103.81,97.40
100.83,99.61,101.15,99.01
98.63,97.39,99.41,95.67
98.12,93.92,98.70,92.89
94.93,92.78,94.96,89.90
96.34,99.24,100.10,96.00
99.50,102.94,103.56,97.21
102.50,104.37,106.50,102.00
104.35,107.51,107.83,103.33
106.88,109.72,109.86,106.57
109.00,109.64,111.72,107.02
110.00,110.85,112.00,108.11
111.43,111.38,112.94,110.54
111.25,109.40,112.27,105.91
108.58,107.32,108.58,105.81
108.03,109.81,110.15,106.80
110.25,108.01,110.49,107.88
108.27,106.14,108.99,105.82
106.11,108.93,109.45,104.51
110.68,112.67,112.75,109.13
112.16,113.28,115.00,110.09
114.20,117.60,117.72,113.34
118.00,115.49,118.50,113.85
115.67,118.39,120.25,115.66
120.00,114.35,120.00,113.04
119.20,118.15,124.16,117.40
119.42,119.05,121.20,116.00
119.70,127.12,128.75,119.54
125.84,124.27,126.17,122.75
122.90,125.35,126.60,122.33
127.28,124.10,127.49,123.25
125.82,124.98,126.96,124.32
127.00,128.17,134.00,125.72
127.79,116.92,128.50,115.58
120.06,112.24,121.04,108.00
113.47,117.01,118.00,113.00
120.00,116.97,120.50,114.38
118.53,117.78,119.38,115.80
117.07,118.15,119.05,114.58
118.61,118.57,120.35,117.25
119.75,117.77,119.75,116.22
117.94,118.84,119.83,116.50
120.90,122.49,123.52,119.06
123.00,122.82,124.81,120.23
122.87,120.59,123.44,119.66
121.99,117.00,122.50,116.62
117.17,117.67,118.97,115.27
119.70,121.26,121.96,118.75
123.55,118.76,124.36,118.41
119.12,119.51,121.48,118.19
120.48,119.99,122.90,118.27
120.26,117.92,120.94,117.00
117.95,118.46,118.94,115.89
118.01,120.11,120.13,116.64
120.00,122.81,123.93,119.21
122.82,125.87,128.92,122.27
127.50,131.27,132.38,127.50
131.00,125.92,131.21,124.22
127.78,130.33,131.09,127.00
132.20,129.00,132.81,127.67
129.27,130.53,131.19,129.00
131.38,134.70,134.87,130.78
135.07,134.01,135.52,130.50
134.55,136.46,138.10,134.55
136.47,127.98,136.53,127.66
130.99,130.95,131.47,128.29
132.24,133.21,133.60,130.07
135.87,133.25,135.88,131.40
134.00,133.65,134.40,131.72
134.40,130.00,135.37,129.28
124.33,119.37,126.41,113.00
119.41,122.88,124.97,119.01
123.76,124.29,125.56,122.36
124.84,120.56,125.00,119.92
123.23,123.45,123.96,120.75
124.75,125.80,126.14,123.08
125.59,126.06,127.23,123.70
124.64,121.41,124.64,118.25
119.05,118.03,119.96,111.55
118.40,121.37,121.91,117.37
120.83,119.00,122.26,117.62
120.87,121.72,122.97,119.99
120.16,120.56,122.90,119.11
120.09,114.31,121.92,110.84
114.65,118.03,118.50,112.80
108.06,110.75,116.12,102.21
109.85,112.20,114.49,109.51
113.05,112.43,114.85,110.47
112.96,112.56,114.34,111.04
113.33,110.78,113.57,110.59
111.26,114.80,115.60,111.25
113.96,118.23,118.98,113.39
120.15,123.69,124.56,120.11
124.94,125.89,129.26,124.64
127.58,125.84,127.80,123.82
124.54,127.11,128.34,124.21
128.00,126.52,128.89,126.26
126.79,125.31,127.00,123.32
126.21,127.61,128.94,125.78
127.54,126.60,128.71,125.02
125.98,127.15,128.46,125.75
129.12,127.13,131.09,125.42
125.09,123.99,128.15,122.36
125.77,123.05,127.70,122.76
123.19,119.08,123.31,117.09
120.19,116.05,120.68,115.55
117.01,114.50,117.50,112.50
110.17,112.41,113.38,110.11
113.01,113.10,115.20,112.10
112.77,114.64,116.06,111.26
115.22,112.69,116.49,110.57
111.66,111.94,113.11,109.42
112.41,113.54,114.50,112.21
113.97,117.29,117.54,113.97
117.92,116.23,117.96,115.03
113.24,114.33,116.85,112.30
114.01,106.45,114.50,106.12
110.28,107.02,111.49,106.01
108.00,107.80,108.67,106.51
108.00,103.64,108.20,103.45
102.89,104.05,106.63,100.46
103.50,104.43,106.75,102.74
105.68,106.09,107.68,104.75
108.45,110.97,111.70,108.04
113.00,111.81,114.41,109.75
112.65,112.32,115.64,112.20
113.55,109.37,115.75,109.20
107.07,101.54,108.38,98.45
100.11,102.28,104.20,99.09
102.95,104.37,104.64,101.37
104.50,97.29,105.00,95.66
95.70,94.58,98.24,93.70
97.16,96.78,100.57,95.55
97.37,97.50,98.32,94.81
98.43,100.46,100.52,96.28
100.20,100.21,102.35,97.34
100.25,101.36,101.60,99.59
101.33,105.40,105.91,101.29
105.40,102.40,105.55,101.07
103.16,102.71,103.35,100.34
101.26,99.38,102.43,99.03
101.29,97.08,101.31,94.25
94.43,94.26,95.65,90.65
93.36,96.87,97.35,93.36
96.32,98.80,102.16,96.05
98.00,97.54,98.79,96.01
96.88,99.05,99.09,96.37
98.99,96.95,100.88,96.54
97.03,94.22,97.87,92.88
93.35,94.32,97.90,92.56
88.27,89.90,89.92,85.30
89.64,89.42,90.54,87.02
89.04,89.60,91.67,88.28
89.60,90.31,92.04,89.36
89.31,88.44,90.07,86.00
89.44,89.27,89.64,86.50
88.79,89.31,90.47,88.10
89.52,88.04,90.61,87.42
88.12,88.20,89.40,87.80
88.21,94.57,95.85,88.21
95.03,94.82,95.79,92.60
95.67,94.79,98.05,94.71
94.00,94.66,95.33,93.10
95.01,94.03,96.28,93.26
94.40,93.02,95.05,91.74
92.95,93.25,93.31,91.32
92.49,91.50,93.09,90.78
91.34,90.30,91.49,90.09
90.78,91.64,92.16,89.06
92.08,91.75,93.49,90.29
91.55,89.96,92.69,89.93
90.89,91.39,92.76,89.75
90.57,93.12,93.39,90.45
92.58,94.07,95.28,92.09
94.24,95.60,96.02,93.53
95.29,97.79,98.51,95.02
98.07,102.30,104.40,98.07
103.54,102.53,103.69,100.83
102.37,101.62,103.26,100.00
102.80,102.12,102.90,100.89
102.28,108.66,108.90,102.15
107.74,107.92,109.90,105.78
107.40,108.51,109.21,106.59
108.81,109.13,109.60,107.16
109.00,112.14,112.85,108.61
112.00,113.63,115.38,111.82
114.52,116.22,128.59,114.49
115.99,116.28,118.84,114.11
116.19,116.20,116.95,114.12
116.50,113.58,116.93,113.20
112.65,105.31,112.82,102.67
106.19,104.98,108.40,104.39
102.53,103.30,105.73,101.00
103.86,104.37,105.68,103.40
106.03,104.62,107.47,103.66
107.06,104.04,107.53,102.90
105.00,102.70,105.89,102.60
102.50,102.28,105.00,101.74
101.95,104.40,105.00,101.80
104.41,103.11,104.41,102.33
103.75,103.16,105.11,102.10
103.74,103.50,106.14,103.04
103.76,104.26,104.50,102.77
103.73,103.94,105.42,103.20
103.90,101.68,104.82,101.32
102.15,102.98,104.60,101.76
103.73,104.95,105.55,103.15
101.75,100.58,103.46,99.88
99.70,98.12,100.50,96.43
98.42,98.30,100.37,97.01
98.00,97.13,98.71,95.38
96.48,98.91,99.68,96.26
109.85,113.69,120.86,109.00
114.51,114.39,115.65,112.56
114.57,115.11,117.20,113.07
114.50,114.24,115.49,112.04
114.33,112.57,114.49,110.82
112.40,109.45,112.52,108.23
109.71,109.24,110.86,107.53
109.99,110.62,110.90,108.33
110.90,110.71,111.92,109.75
110.05,110.61,111.54,109.72
111.20,111.10,111.40,110.00
111.01,115.57,115.94,110.90
116.44,114.96,117.00,114.25
114.96,115.94,116.90,114.61
116.38,117.95,118.47,114.50
117.06,117.79,119.23,116.50
119.70,119.96,121.65,118.82
120.54,120.78,121.75,119.65
121.13,119.90,121.50,118.21
121.01,121.08,122.83,120.14
121.00,120.76,121.05,116.71
120.35,120.63,124.50,120.00
121.78,119.14,123.05,118.47
119.46,123.55,123.71,119.10
123.45,125.63,126.56,122.55
125.00,124.16,125.24,122.88
124.00,121.58,124.00,120.16
121.00,124.13,124.42,120.40
124.00,128.65,130.59,123.73
128.81,129.28,130.83,126.31
129.51,126.06,129.80,124.54
125.36,122.37,125.50,120.72
120.33,122.50,124.04,120.33
123.48,124.41,124.78,122.69
123.71,120.52,123.94,119.07
121.03,122.13,122.66,121.01
120.34,122.15,122.98,120.01
122.35,120.78,122.74,120.00
120.62,116.26,120.99,113.72
116.92,115.05,118.47,112.89
115.84,116.81,118.94,115.25
117.70,114.98,118.00,114.38
114.73,113.54,115.96,113.50
114.39,117.39,117.75,113.08
116.90,112.19,117.25,111.49
110.44,105.67,112.11,105.57
105.70,107.19,109.98,104.86
108.47,110.70,114.23,108.47
109.00,113.82,114.40,108.41
111.89,117.50,119.38,111.45
118.50,118.15,120.76,117.06
118.35,117.23,118.35,114.27
118.51,119.98,121.20,117.40
116.68,115.82,117.76,114.64
117.05,117.48,118.42,115.01
117.90,117.53,118.75,116.99
117.11,116.25,117.50,114.14
117.20,117.80,118.50,116.52
117.59,116.83,117.99,110.31
115.32,115.41,116.96,114.13
117.06,120.36,120.50,116.25
120.36,122.57,125.00,119.51
122.10,121.25,123.50,120.48
112.50,108.16,113.49,103.13
108.82,106.33,109.11,105.00
105.88,103.07,106.32,101.65
103.80,104.89,105.39,103.00
105.00,102.08,105.75,100.89
100.94,102.07,102.11,98.84
101.50,101.11,103.23,100.70
101.15,104.85,105.91,101.15
105.17,104.16,106.78,103.45
104.57,104.80,106.86,104.51
104.80,103.21,105.38,102.91
102.62,101.95,103.55,101.17
103.30,102.42,103.50,101.72
102.72,104.54,105.16,102.61
105.34,104.53,106.00,103.73
104.51,102.06,106.44,101.46
101.88,101.97,102.94,100.60
101.52,97.32,102.36,97.14
97.00,96.80,98.57,96.27
96.25,92.99,96.70,91.77
92.90,92.49,94.80,92.36
92.59,93.25,94.54,92.45
93.12,88.05,94.17,88.00
86.57,88.31,88.52,85.00
88.13,86.13,89.06,85.51
86.60,86.98,91.42,86.30
86.50,86.31,87.89,85.51
87.17,83.91,87.75,83.70
83.76,79.07,83.76,78.94
79.20,81.01,81.98,78.53
82.96,78.64,82.96,76.91
78.00,81.15,81.41,76.60
82.01,82.60,83.28,80.43
82.60,80.88,83.74,80.58
80.88,81.12,81.29,79.40
81.46,83.88,84.91,80.41
84.01,82.65,84.81,82.33
82.00,81.64,83.79,81.23
81.92,83.11,83.92,80.54
83.71,81.05,84.47,80.13
80.38,77.01,81.00,76.08
77.33,76.38,78.58,73.77
77.41,77.76,78.76,77.07
79.11,79.25,80.13,77.98
79.51,77.76,79.92,76.85
79.58,75.65,79.58,74.79
76.60,74.86,77.00,73.87
73.77,73.19,74.35,72.25
73.11,70.02,73.42,70.00
70.05,72.74,72.99,70.04
73.01,71.63,73.30,71.54
71.33,75.19,75.29,71.33
76.07,76.01,76.41,74.23
76.18,77.11,77.16,75.88
77.34,79.35,80.60,77.11
78.51,80.17,80.26,78.00
81.64,79.04,82.79,78.87
79.32,78.31,80.75,76.33
77.35,79.49,80.23,77.25
80.36,80.08,81.00,78.70
57.00,57.36,57.75,51.55
57.68,58.38,59.60,56.52
59.00,62.34,63.01,58.80
62.61,61.37,63.30,60.53
60.86,62.97,63.54,60.63
63.58,63.88,64.43,62.91
64.33,65.96,66.09,63.30
66.02,67.50,67.55,65.52
67.13,67.16,67.75,65.55
67.00,63.54,67.25,63.04
63.13,61.49,63.46,61.13
61.35,62.59,63.46,61.13
62.75,63.88,63.96,62.18
63.74,62.60,63.88,62.15
62.83,62.32,63.30,61.50
61.93,61.19,62.30,60.10
60.50,61.45,63.15,60.31
61.83,62.06,62.52,61.05
64.76,62.90,65.23,62.45
62.59,61.77,63.39,61.75
61.46,61.87,62.09,59.58
62.15,64.31,64.96,61.80
63.92,62.34,64.19,61.96
62.01,61.41,63.31,60.45
60.61,60.12,61.35,59.65
59.54,61.09,61.82,58.90
60.70,59.41,60.85,58.30
58.86,57.79,59.39,57.64
57.77,57.95,58.11,56.55
57.44,57.61,58.20,57.37
57.17,59.25,60.91,56.69
59.07,58.39,59.15,57.73
58.61,58.89,59.01,57.92
58.49,59.33,59.91,58.00
59.33,59.87,60.41,59.07
59.58,58.24,60.10,58.03
58.04,57.38,58.40,56.90
57.25,54.72,57.41,54.39
54.72,53.66,54.90,52.84
53.20,52.78,53.35,51.50
52.43,53.20,53.77,52.18
53.23,52.89,54.14,52.37
52.34,53.38,53.89,51.86
53.38,54.63,55.77,53.38
54.45,56.65,56.95,54.45
56.47,56.78,57.17,55.80
56.86,57.06,57.37,56.21
57.00,56.96,57.80,56.91
56.60,58.06,58.30,55.82
58.03,61.43,61.79,57.82
61.40,58.00,62.58,57.93
57.50,55.59,57.57,54.67
55.74,56.37,56.83,55.40
56.36,53.43,56.85,53.06
53.66,53.60,54.10,52.59
53.81,54.57,54.72,53.43
52.25,51.28,53.57,50.70
50.42,49.23,51.21,49.12
49.02,51.30,51.66,48.39
41.21,39.93,43.20,39.75
39.75,37.45,40.73,36.78
37.87,36.71,37.89,36.66
36.90,37.71,38.30,36.89
38.00,36.95,38.15,36.80
37.07,36.29,37.25,36.02
36.18,34.97,36.55,34.83
35.30,35.33,35.60,34.78
36.39,35.54,36.59,35.34
35.91,34.88,35.97,34.66
35.14,35.07,35.45,34.82
35.19,34.66,35.54,34.52
34.71,34.78,34.84,33.85
34.72,35.26,35.32,34.08
35.50,35.68,36.70,35.38
35.69,34.97,36.05,34.93
36.33,37.31,38.10,36.00
37.35,36.25,37.66,36.24
36.19,35.80,36.73,35.53
35.87,35.83,36.56,35.36
35.96,36.42,36.72,35.33
36.49,35.56,36.64,35.52
35.63,35.32,35.97,34.83
35.15,35.37,35.99,35.10
35.42,35.82,36.22,35.41
35.62,35.65,36.40,35.37
35.48,37.99,38.02,35.30
38.06,37.06,38.08,36.92
37.31,37.06,37.80,36.74
37.20,37.07,38.44,37.00
37.25,36.22,37.35,36.07
36.19,35.33,36.40,34.99
35.00,35.37,35.62,34.52
35.31,35.90,35.91,35.14
36.04,37.01,37.38,36.01
37.01,37.41,37.64,36.90
37.30,36.98,37.54,36.70
37.12,37.98,38.38,37.00
37.95,38.93,39.45,37.84
38.69,37.74,38.89,37.35
38.06,37.54,38.06,37.15
37.38,36.66,37.50,36.19
36.02,35.80,36.85,35.30
36.00,34.93,36.63,34.87
35.11,34.33,35.63,34.10
34.41,34.56,34.80,33.68
34.14,34.04,34.44,33.71
34.02,34.49,34.53,32.11
34.15,34.03,34.77,33.80
34.18,32.07,34.34,31.88
32.50,33.06,33.61,32.48
33.42,33.80,34.49,32.90
33.87,34.63,34.75,33.17
34.51,33.76,34.58,33.42
33.94,34.20,34.47,33.76
34.13,33.59,34.18,33.53
33.55,31.44,33.59,31.06
31.17,33.53,33.59,30.95
33.11,32.87,33.50,32.37
32.79,33.63,33.71,32.79
33.75,34.47,34.99,33.50
35.40,36.11,36.20,34.62
36.14,37.73,37.82,34.42
37.44,36.49,37.54,36.14
30.50,32.67,33.70,30.25
31.38,30.73,32.91,30.42
30.41,28.95,30.41,28.06
29.97,28.40,29.97,27.66
28.37,28.00,28.87,27.97
28.70,30.61,30.85,28.61
30.40,29.75,31.68,29.66
29.75,32.62,32.93,29.75
32.03,31.34,33.13,30.86
30.75,31.71,31.72,30.21
31.68,31.30,32.00,30.98
31.20,31.41,32.36,31.10
31.49,30.69,31.65,30.60
30.83,29.76,30.83,29.44
29.53,28.35,29.65,28.12
28.05,27.12,28.23,27.01
26.66,28.27,28.86,26.54
26.00,27.89,29.71,25.31
28.93,26.84,29.07,26.75
27.41,27.66,27.77,27.07
27.92,29.21,29.30,27.67
29.19,30.02,30.60,29.19
29.96,30.66,31.12,29.55
30.05,28.90,30.98,28.66
29.18,29.45,29.48,27.91
29.39,28.92,29.95,28.44
28.60,28.39,29.07,28.30
28.83,29.57,29.95,28.41
29.82,28.78,30.15,28.74
28.85,28.91,29.86,28.65
28.89,28.95,29.20,28.22
28.96,30.18,30.33,28.47
30.38,29.76,30.82,29.22
29.89,29.72,30.62,29.64
29.64,29.89,30.75,29.32
29.49,28.84,29.58,28.55
28.98,28.83,29.55,28.71
28.68,30.62,30.88,28.32
30.71,29.16,31.16,28.80
29.00,29.73,30.29,28.75
30.30,28.84,30.32,28.50
28.76,28.84,29.75,28.50
28.96,26.17,29.09,26.03
26.60,26.49,27.37,26.00
26.57,25.60,26.81,25.05
25.09,26.60,26.61,24.82
26.77,28.35,28.97,26.77
27.92,29.66,29.84,27.66
30.08,30.26,30.90,28.98
30.67,31.89,31.98,30.34
32.16,31.90,32.35,31.31
32.33,30.82,32.52,30.16
30.80,30.99,31.74,30.24
31.00,30.71,31.60,30.34
30.89,31.00,31.03,30.10
31.25,30.94,31.25,29.88
30.60,29.70,31.02,29.54
29.32,30.49,31.25,29.32
30.34,29.32,30.56,29.25
29.62,30.87,31.35,29.49
25.17,27.67,27.79,24.80
27.37,26.41,27.79,26.22
26.01,25.64,26.26,25.21
25.64,26.69,26.73,25.50
26.35,26.13,26.87,26.11
26.05,25.50,26.35,25.50
25.64,26.83,27.17,25.49
26.73,27.22,28.64,26.70
26.01,28.67,29.85,25.36
28.50,27.33,28.66,26.55
27.14,27.59,27.85,25.73
27.01,26.73,27.54,26.31
26.34,25.29,26.56,24.93
25.25,23.97,25.28,23.73
23.43,23.37,23.98,23.00
23.14,22.86,23.23,22.40
22.24,22.99,23.10,22.24
23.00,22.58,23.19,22.15
22.87,23.41,24.04,22.85
23.54,23.13,23.75,22.91
23.31,23.08,23.58,23.02
22.97,23.78,24.40,22.78
23.84,23.75,24.10,23.27
23.66,25.18,25.41,23.44
25.18,24.38,25.20,24.23
24.41,25.00,25.41,24.26
24.70,24.67,25.38,24.34
24.57,24.99,25.19,24.57
25.18,25.12,25.86,24.81
25.18,25.09,25.53,24.75
25.00,24.53,25.00,23.81
24.23,24.75,25.10,23.94
24.56,24.91,25.58,24.52
24.86,25.58,25.97,24.61
25.16,24.26,25.34,23.92
23.62,23.52,24.31,23.08
23.78,24.61,24.88,23.55
24.65,24.88,25.59,23.81
24.96,25.85,26.29,24.95
25.79,25.82,26.21,25.42
25.82,24.99,26.09,24.50
24.92,25.52,25.66,24.51
25.59,26.78,26.99,25.58
26.75,26.79,27.69,26.70
26.70,25.18,26.86,24.99
25.15,24.81,25.57,24.25
24.48,23.98,25.13,23.80
23.88,23.48,24.46,23.36
23.25,24.55,24.91,23.08
24.82,24.56,24.86,23.80
24.38,23.61,24.56,23.51
23.20,22.44,23.48,22.00
22.71,21.77,23.48,21.50
22.19,21.00,22.44,20.74
21.31,20.57,21.76,20.03
20.50,19.52,21.18,19.30
19.64,19.12,20.00,18.88
18.61,18.67,18.90,17.85
18.95,17.59,18.96,17.36
17.23,17.21,17.62,16.26
17.29,18.07,18.88,17.00
18.51,17.85,18.93,17.56
17.85,16.81,17.85,16.50
16.28,16.13,16.46,14.88
16.08,16.12,16.97,15.67
16.23,15.24,16.74,15.21
15.38,16.30,16.43,15.37
16.20,16.16,16.52,15.41
16.10,15.66,16.18,15.63
15.86,16.43,16.52,15.71
16.42,16.99,17.68,16.40
16.85,16.84,17.37,16.36
16.65,16.09,16.80,15.50
15.77,15.94,16.38,15.35
16.00,15.51,16.29,15.38
15.90,15.51,16.24,15.46
15.75,15.61,15.96,14.48
15.91,16.66,16.77,15.47
16.83,17.11,17.70,16.72
17.18,17.56,17.65,16.75
17.39,17.60,17.91,16.92
17.84,18.49,19.02,17.76
18.98,17.90,18.98,17.72
17.59,18.28,18.32,16.92
18.20,18.11,18.64,17.63
18.32,18.85,19.23,18.29
19.15,18.85,19.49,18.73
19.04,20.27,20.56,18.85
20.15,20.89,21.67,19.76
23.17,24.53,25.07,21.93
25.24,27.64,29.60,25.10
26.23,27.82,27.82,24.51
27.71,24.89,27.71,24.82
25.24,25.44,26.00,24.69
25.52,23.49,26.42,23.36
23.95,24.19,24.37,23.01
25.58,25.16,26.44,24.86
24.80,22.19,25.00,22.04
22.25,23.10,23.34,22.11
23.16,23.71,24.05,22.90
23.98,25.01,25.34,23.98
24.98,24.98,25.88,24.65
24.78,25.44,25.80,24.63
25.70,23.25,25.70,23.12
23.00,23.80,23.94,22.06
23.96,23.99,24.52,23.53
23.75,25.14,25.41,23.25
25.40,25.13,25.84,24.69
24.99,25.92,26.10,24.80
25.52,25.40,25.76,25.13
25.40,27.65,27.76,25.38
27.50,27.15,28.00,26.63
27.25,27.25,27.57,26.56
27.25,27.28,28.26,27.08
27.54,26.51,28.05,26.40
26.64,27.06,27.23,26.33
27.94,27.27,27.94,26.21
27.30,27.71,28.01,27.10
28.91,29.35,30.46,28.40
28.40,25.48,28.67,25.29
25.42,26.14,26.53,25.11
26.25,25.82,27.27,25.79
25.74,26.66,27.75,25.56
26.70,27.29,27.83,26.70
26.89,26.21,27.80,25.90
26.21,25.83,26.44,25.59
25.46,26.00,26.22,24.92
25.84,27.13,27.21,25.60
26.88,25.73,27.67,25.59
25.72,24.47,26.04,24.35
24.67,23.83,24.89,23.14
23.58,22.84,23.67,22.17
22.84,21.87,22.96,21.82
22.40,21.28,22.40,20.85
20.88,21.06,21.28,20.00
23.55,20.79,23.55,19.81
20.65,21.69,22.28,20.59
21.39,21.14,22.02,21.00
21.32,20.01,21.68,19.73
20.60,20.37,21.71,20.03
20.64,20.66,21.10,20.37
20.28,21.06,21.78,19.85
20.46,20.43,21.35,20.04
20.24,19.74,20.42,19.40
19.80,20.16,20.30,19.76
20.10,20.46,20.90,20.06
21.11,22.08,22.65,21.05
22.18,22.33,22.55,21.65
22.86,22.77,23.30,22.34
22.76,22.26,23.30,22.23
22.30,22.82,23.12,22.27
22.42,22.88,22.93,22.23
22.45,23.29,23.34,22.38
23.19,23.05,23.40,22.67
22.93,23.68,23.77,22.86
23.80,23.00,24.17,22.97
22.90,22.95,23.49,22.80
22.80,21.90,22.89,21.90
21.50,21.05,21.71,20.63
20.84,21.19,21.88,20.80
21.04,21.45,21.56,20.92
21.62,22.04,22.60,21.50
21.73,21.55,22.21,20.80
21.50,22.10,22.85,21.42
22.49,22.35,22.90,22.28
22.29,22.55,22.73,22.05
22.46,21.80,22.86,21.77
22.02,23.26,23.32,21.97
21.66,21.59,22.67,21.25
21.29,20.02,21.48,19.92
20.46,20.91,21.14,20.14
21.05,21.83,22.07,20.91
21.90,22.89,23.10,21.80
23.15,22.79,23.50,22.62
22.43,22.34,22.63,21.82
22.08,22.04,22.37,21.71
22.25,22.25,22.39,22.03
22.45,23.19,23.25,22.22
23.50,22.54,23.51,22.54
22.91,23.57,23.68,22.76
23.67,23.47,24.14,23.29
23.67,23.54,24.30,23.44
23.55,23.29,23.96,22.73
21.55,21.17,21.92,20.13
21.00,20.35,21.09,20.17
20.37,20.52,20.71,20.32
20.40,20.15,21.09,20.08
20.12,20.05,20.62,19.77
20.20,19.65,20.36,19.47
19.74,20.15,20.25,19.57
20.22,20.40,20.64,20.00
20.54,20.43,20.69,20.14
20.46,20.94,21.03,20.17
21.09,20.09,21.13,19.80
19.85,19.36,20.20,19.31
20.01,20.40,20.91,19.70
22.00,19.55,22.00,19.36
19.52,20.15,20.45,19.39
20.20,20.90,21.59,20.16
21.02,20.74,21.05,20.44
20.69,20.91,21.37,20.65
21.01,21.18,21.28,20.70
21.01,20.99,21.63,20.76
21.00,21.29,21.40,20.75
21.29,21.32,21.50,20.86
21.30,21.36,21.70,20.91
21.46,21.78,22.00,21.28
21.60,21.77,21.90,21.40
21.65,22.40,23.31,21.55
22.53,22.53,22.68,22.00
22.68,23.17,23.85,22.51
23.12,23.19,23.43,22.92
23.33,23.05,23.88,22.87
23.22,23.04,23.31,22.91
22.91,22.79,23.26,22.72
22.51,21.34,22.79,21.21
22.00,21.33,22.00,20.88
21.58,21.93,22.37,21.41
23.00,22.76,23.73,22.72
23.00,21.97,23.07,21.75
21.85,22.31,22.69,21.78
22.01,21.69,22.20,21.65
21.50,21.52,21.58,20.91
21.22,21.36,21.55,20.64
21.27,21.53,21.89,21.13
21.75,22.03,22.27,21.66
21.93,21.71,22.39,21.54
21.88,22.00,22.35,21.78
22.14,21.99,22.19,21.80
22.02,22.22,22.37,21.94
22.48,22.45,22.60,22.20
22.54,22.03,22.59,21.89
22.13,22.96,23.36,22.12
23.02,23.04,23.38,22.63
23.10,23.85,24.13,23.07
23.71,23.95,24.28,23.65
24.20,24.09,25.16,24.00
24.41,23.78,24.45,23.63
23.99,23.72,24.22,23.40
23.87,24.33,24.44,23.84
24.35,24.14,24.44,23.86
24.12,23.27,24.27,23.23
23.39,23.74,23.83,23.31
23.82,22.76,23.99,22.69
22.86,22.00,22.95,21.96
21.26,21.23,21.82,20.83
21.37,20.79,21.73,20.47
20.72,20.59,20.93,19.91
20.60,20.39,20.93,20.34
20.39,20.35,20.74,20.00
20.27,20.30,20.44,19.95
20.27,19.93,20.90,19.81
19.97,20.06,20.33,19.97
20.11,19.75,20.20,19.62
19.68,19.92,20.25,19.64
19.94,19.45,20.17,19.36
19.47,19.00,19.69,18.94
18.86,19.12,19.29,18.77
19.23,18.95,19.34,18.75
18.86,18.56,19.03,18.36
18.81,18.74,19.42,18.52
18.69,18.28,18.91,18.20
18.41,19.07,19.44,18.41
19.01,19.04,19.19,18.53
18.65,19.62,19.68,18.50
19.92,19.95,20.59,19.67
19.95,20.98,21.09,19.91
21.00,20.50,21.05,19.70
18.36,17.95,19.10,16.93
17.81,17.98,18.61,17.45
18.03,18.66,18.70,17.55
18.63,18.64,18.90,18.41
18.58,18.65,18.98,18.45
18.72,19.18,19.20,18.66
19.13,19.18,19.29,18.94
19.18,19.02,19.18,18.73
18.89,18.60,19.00,18.39
18.56,18.17,18.70,18.12
18.26,18.05,18.43,17.93
18.05,17.53,18.27,17.36
17.43,17.83,17.92,17.42
18.00,19.05,19.09,18.00
19.06,19.15,19.30,18.91
