BCLI,Brainstorm Cell Therapeutics Inc. - Common Stock,NASDAQ
2.30,2.26,2.30,2.21
2.24,2.20,2.29,2.18
2.10,2.16,2.26,2.10
2.12,2.15,2.21,2.12
2.13,2.16,2.17,2.10
2.38,2.62,2.88,2.27
2.52,2.48,2.66,2.37
2.46,2.67,2.70,2.40
3.04,2.88,3.08,2.76
2.85,2.69,2.85,2.61
2.68,2.71,2.82,2.68
2.69,2.50,2.75,2.50
2.55,2.58,2.60,2.50
2.60,2.68,2.73,2.60
2.69,2.56,2.69,2.53
2.50,2.54,2.56,2.50
2.50,2.54,2.59,2.48
2.52,2.56,2.57,2.48
2.54,2.52,2.60,2.49
2.53,2.52,2.60,2.52
2.54,2.53,2.58,2.52
2.53,2.75,2.75,2.53
2.73,2.64,2.80,2.60
2.70,2.64,2.73,2.55
2.56,2.69,2.71,2.48
2.68,2.77,2.78,2.62
