LANC,Lancaster Colony Corporation - Common Stock,NASDAQ
133.69,133.22,137.20,131.13
131.92,136.15,136.89,131.92
135.53,138.63,138.80,133.72
139.30,139.81,140.14,138.34
139.39,139.27,140.84,135.69
139.72,139.32,140.78,138.44
138.63,137.94,140.60,137.15
138.24,138.76,139.67,137.32
139.20,136.17,139.58,135.96
136.44,137.04,138.89,136.14
137.50,137.96,138.03,135.86
138.74,142.30,143.67,138.74
141.77,139.98,142.38,139.88
139.82,140.69,140.84,139.00
140.79,141.61,142.75,140.26
141.78,139.71,141.78,138.97
139.64,142.34,142.40,138.54
142.82,141.39,143.40,139.09
140.28,141.69,142.70,140.28
141.61,143.56,143.96,141.26
143.39,142.65,145.99,142.44
142.92,140.99,142.92,140.93
140.80,140.67,141.50,139.55
140.60,141.35,141.60,139.37
141.51,140.90,141.79,140.45
140.59,140.09,140.59,138.38
140.54,141.02,141.50,139.71
