ALX,Alexander's,NASDAQ
441.00,441.00,441.10,439.00
440.74,442.30,443.49,438.10
445.00,442.43,451.99,440.00
440.00,437.70,441.00,435.59
437.26,432.81,441.00,430.54
435.41,432.48,436.98,422.80
432.60,433.56,433.56,427.50
430.33,434.50,436.05,430.33
436.65,432.00,440.69,432.00
432.94,427.93,432.94,421.15
428.79,428.79,428.79,428.79
427.28,432.02,432.02,427.28
429.80,420.63,433.76,413.55
420.50,424.93,425.00,419.46
424.95,426.87,428.08,424.39
424.98,421.64,427.17,415.00
422.99,438.80,440.58,422.85
439.79,436.86,439.79,428.41
438.00,435.73,438.00,432.21
432.02,432.88,433.50,427.99
431.00,428.86,431.47,425.97
428.80,434.99,434.99,428.04
434.00,427.61,434.00,426.90
432.12,437.40,437.40,429.54
