NKE,Nike,NASDAQ
51.76,51.72,51.97,51.50
51.50,51.54,51.90,50.94
51.83,52.30,53.22,51.83
52.24,51.79,52.34,51.59
52.00,51.29,52.04,51.09
51.60,50.92,51.64,50.67
50.91,50.85,51.36,50.48
51.06,51.79,51.99,50.75
52.90,52.30,53.35,51.55
52.80,52.14,53.00,52.03
51.99,51.91,52.35,51.67
51.80,51.29,52.25,51.20
51.31,51.02,51.50,50.87
51.00,51.06,51.24,50.88
51.10,50.83,51.33,50.70
51.99,51.98,52.50,51.77
52.23,53.07,53.35,52.09
52.92,53.06,53.10,52.44
53.09,53.91,54.09,52.98
53.96,53.38,53.99,53.22
53.55,53.11,53.73,53.11
53.12,52.69,53.29,52.67
52.51,52.40,52.69,52.16
52.59,52.92,52.93,52.23
