ULTA,Ulta Salon,NASDAQ
254.01,253.94,255.65,251.08
254.57,253.29,256.63,253.17
252.68,251.14,253.45,249.83
250.02,251.61,251.61,248.55
252.00,255.02,257.21,251.58
254.42,252.93,254.90,251.25
253.20,256.69,258.19,252.43
257.80,262.13,266.57,257.80
262.13,259.97,263.87,259.04
259.80,260.89,262.55,259.12
260.29,262.95,263.35,258.20
263.10,257.31,264.00,256.36
257.25,256.86,258.46,255.83
257.99,258.73,260.40,257.69
258.90,255.75,259.47,254.25
254.91,257.34,258.21,254.91
258.16,254.94,258.16,253.62
256.20,256.68,260.58,255.61
257.08,260.92,261.83,257.08
259.84,264.14,266.06,258.42
264.64,263.30,266.80,262.28
263.18,260.79,265.31,259.53
260.98,262.50,264.14,260.78
262.50,262.15,264.38,260.42
262.03,260.95,262.07,259.00
260.74,261.40,262.25,259.71
