JKI,iShares Morningstar Mid-Cap ETF,NASDAQ
97.91,96.53,97.91,96.38
97.10,96.56,97.14,95.68
95.13,95.22,95.55,94.35
96.13,96.50,96.58,96.13
98.45,97.19,98.45,96.60
97.86,98.32,98.56,92.74
98.16,97.69,98.63,97.69
98.56,98.84,99.26,98.56
98.64,98.41,99.33,98.22
97.77,98.31,98.42,97.77
99.11,98.98,99.11,98.36
99.80,99.84,100.02,99.78
100.44,100.82,100.98,100.43
100.84,100.54,100.84,100.28
102.03,101.95,102.03,101.48
101.97,102.34,102.40,101.97
102.44,102.83,102.91,102.41
103.51,102.16,103.51,101.86
102.88,102.65,102.88,102.49
103.60,103.56,103.71,103.56
103.54,103.76,103.76,103.32
104.18,104.28,104.28,104.07
104.76,104.11,104.76,104.08
104.00,103.25,104.00,103.08
103.05,103.80,103.80,102.15
103.19,103.59,103.60,102.83
103.48,103.39,103.48,103.08
103.81,103.94,104.05,103.74
104.25,104.15,104.88,104.15
105.32,105.99,106.07,105.28
106.38,105.62,106.38,105.50
105.80,105.70,105.88,105.65
105.43,104.80,105.43,104.68
104.53,104.42,104.57,104.02
104.90,105.21,105.35,104.80
105.08,105.39,105.42,104.95
104.71,105.20,105.29,104.69
105.58,105.28,105.58,104.76
104.98,104.94,105.00,104.94
103.86,103.36,103.86,103.19
103.21,103.06,103.44,102.72
104.18,101.90,104.18,101.90
102.21,103.11,103.11,102.21
102.46,102.00,102.88,101.83
102.89,103.27,103.60,102.89
103.48,103.16,103.48,102.92
103.50,103.15,103.62,103.15
101.87,100.97,101.97,100.97
100.89,101.11,101.41,100.89
101.48,101.28,101.58,101.28
101.61,100.69,101.61,100.58
101.95,101.01,102.27,100.99
101.56,101.93,102.01,101.51
102.33,102.20,102.45,102.11
102.57,102.50,102.82,101.94
103.39,103.67,103.67,103.39
104.14,104.66,104.66,104.14
104.79,104.64,104.79,104.20
104.80,104.25,104.80,104.25
104.46,104.55,104.58,104.16
106.17,105.38,106.17,105.38
105.70,105.92,105.95,105.70
106.04,107.18,107.18,105.58
107.66,106.55,107.66,106.49
106.39,105.64,106.39,105.58
105.87,105.40,105.87,105.08
104.90,105.37,105.59,104.64
105.43,105.26,105.64,105.26
105.46,105.36,105.67,105.10
104.79,104.90,105.04,104.73
103.60,104.45,104.77,103.60
104.53,105.47,105.74,104.53
105.11,105.51,105.59,104.98
104.55,104.77,104.98,104.11
105.13,105.79,105.86,105.13
104.79,104.69,105.08,104.65
104.18,103.65,104.23,103.51
103.29,103.84,103.84,103.14
105.20,105.60,105.60,105.14
105.85,106.20,106.39,105.85
105.61,106.55,106.55,105.54
106.40,105.88,106.69,105.88
106.90,106.87,107.17,106.87
107.01,108.45,108.48,107.01
108.89,109.09,109.13,108.52
109.01,108.97,109.13,108.79
109.93,109.87,110.08,109.68
109.44,109.20,109.81,108.89
109.32,109.18,109.32,108.87
109.37,109.77,109.77,109.24
110.05,109.89,110.06,109.65
110.49,110.55,110.55,110.04
110.34,109.93,110.34,109.50
109.20,109.31,109.87,109.20
109.80,109.68,109.88,109.08
110.01,110.36,110.36,110.01
110.16,110.21,110.33,109.95
110.56,110.11,110.56,109.94
110.43,108.58,110.45,108.58
108.57,110.25,110.25,108.57
110.24,110.54,110.55,110.24
110.46,110.20,110.48,109.95
109.76,111.23,111.23,109.76
111.40,111.84,111.84,111.37
112.14,112.04,112.14,111.68
112.33,111.71,112.33,111.69
111.35,110.89,111.58,110.66
110.88,110.60,111.11,110.52
110.80,111.57,111.57,110.80
111.67,112.06,112.06,111.51
112.35,111.94,112.35,111.94
111.95,111.82,112.09,111.64
112.00,112.20,112.21,111.95
112.29,111.84,112.37,111.79
111.82,111.90,112.57,111.82
111.47,111.32,111.47,111.00
111.04,111.49,111.83,110.66
111.22,110.80,111.22,110.80
111.86,112.13,112.25,111.79
112.54,112.25,112.64,112.22
112.13,112.06,112.57,112.06
111.22,110.18,111.22,110.18
110.23,110.52,110.62,110.16
110.45,110.45,110.48,110.14
110.91,111.24,111.30,110.91
111.03,111.16,111.16,110.77
110.99,112.00,112.01,110.12
111.77,111.89,111.89,111.74
112.22,112.77,112.94,112.22
112.67,112.93,112.97,112.67
113.01,113.50,113.56,113.01
113.81,113.78,113.81,113.63
113.85,113.70,113.90,113.60
113.83,113.75,113.84,113.65
114.05,114.33,114.44,114.05
113.71,113.10,113.85,113.00
113.46,113.26,113.47,113.11
113.50,112.90,113.50,112.68
112.97,113.41,113.69,112.97
113.58,113.64,113.64,113.30
113.81,114.05,114.07,113.52
114.09,114.33,114.49,114.03
114.39,112.81,114.39,112.71
113.15,113.94,113.99,113.15
114.00,114.14,114.22,114.00
113.68,113.91,113.92,113.68
113.71,113.61,113.79,113.53
114.49,113.80,114.49,113.44
113.95,114.42,114.48,113.86
113.64,112.89,113.64,112.86
112.26,110.28,112.26,110.22
110.26,109.81,110.49,108.79
109.75,110.63,110.70,109.75
109.96,109.66,110.47,109.59
109.79,110.87,110.96,109.79
109.58,110.36,110.82,109.58
109.83,107.16,110.21,107.16
107.64,107.92,108.20,107.08
107.54,107.75,107.93,106.95
107.87,108.96,109.02,107.87
109.68,110.21,110.21,109.42
110.16,110.42,110.42,110.00
110.69,111.59,111.74,110.69
112.09,111.75,112.38,111.75
111.15,112.74,112.77,111.15
113.18,113.39,113.41,113.09
114.06,114.16,114.19,113.68
113.93,114.35,114.54,113.93
113.69,114.68,114.68,113.58
114.94,114.84,114.99,114.84
114.86,115.62,116.08,114.86
115.33,115.22,115.60,115.22
115.39,115.57,116.04,115.39
115.51,116.10,116.22,115.51
116.24,116.49,116.98,115.98
115.81,115.59,115.94,115.28
117.14,117.26,117.26,116.93
117.12,117.08,117.27,117.01
117.64,117.46,117.67,117.46
117.64,117.46,117.64,117.28
117.46,117.02,117.46,116.76
117.22,116.33,117.34,116.33
115.78,116.27,116.34,115.76
116.74,115.44,116.77,115.31
115.43,115.75,116.01,115.43
116.80,116.71,116.85,116.53
117.07,117.74,117.82,116.85
117.79,116.65,117.95,116.65
116.86,117.67,117.78,116.86
118.24,117.93,118.91,117.93
118.81,117.32,118.81,117.05
119.13,117.05,119.13,116.61
117.56,115.92,117.77,115.92
115.58,115.69,116.06,115.27
116.42,116.47,117.07,116.42
117.76,117.94,118.05,117.18
118.37,118.82,118.83,118.22
119.29,119.36,119.46,118.75
119.77,119.33,119.77,118.82
120.38,118.32,120.38,118.11
118.24,116.52,118.24,116.20
116.60,117.17,117.28,115.95
117.41,118.16,118.19,117.10
118.51,116.00,118.51,115.90
115.17,114.64,115.35,114.64
115.52,115.39,115.52,114.58
115.30,116.12,116.12,114.38
117.40,117.53,117.54,116.69
117.34,117.66,117.66,117.34
117.64,117.70,117.71,117.53
117.92,118.76,118.89,117.92
118.79,118.99,119.16,118.79
119.31,118.84,119.31,118.68
118.21,117.94,118.21,117.74
118.72,117.75,118.72,116.51
118.15,117.94,118.15,117.76
118.00,118.73,118.73,118.00
118.72,118.67,119.26,118.59
118.99,118.90,119.65,118.76
118.10,118.44,118.58,117.80
118.19,117.84,118.25,117.84
118.40,118.28,118.40,117.99
119.25,118.44,119.53,118.28
118.41,118.17,118.41,117.70
119.16,119.72,119.77,119.04
119.81,119.63,119.98,119.59
119.55,118.81,119.55,118.81
118.47,117.73,118.47,116.77
117.57,117.79,117.97,117.51
118.07,118.75,118.81,118.01
118.10,117.79,118.27,117.20
118.25,118.27,118.53,117.75
118.66,118.68,118.80,118.62
118.91,119.51,119.56,118.88
119.85,120.07,120.35,119.83
119.87,120.20,120.26,119.87
120.33,120.52,120.58,119.99
120.96,120.80,120.96,120.42
120.96,121.20,121.32,120.66
121.16,121.31,125.69,120.90
121.39,122.00,122.07,121.37
122.52,122.78,122.78,121.80
122.89,123.34,123.41,122.89
123.64,123.32,123.70,123.18
123.41,123.11,123.41,122.93
122.59,122.57,122.64,122.37
122.23,121.70,122.23,121.41
121.75,122.21,122.40,121.75
122.17,122.18,122.50,121.97
122.21,122.98,123.10,121.99
122.94,123.97,124.00,122.85
123.99,124.25,124.26,123.86
124.33,124.45,124.69,124.33
124.64,124.43,124.67,124.27
124.03,123.08,124.20,123.08
122.72,123.57,123.63,122.72
123.36,123.65,123.65,123.36
123.40,124.00,124.06,123.40
124.02,124.34,124.48,123.85
125.07,124.95,125.28,124.74
124.50,124.04,124.50,124.04
124.80,124.46,124.80,124.38
124.21,123.74,124.21,123.71
123.36,123.40,123.54,123.02
123.55,123.57,123.66,123.29
122.13,123.27,123.59,122.13
123.12,123.27,123.40,123.12
123.81,123.28,123.81,123.27
123.12,123.32,123.69,123.01
123.54,123.45,123.72,123.32
123.00,122.24,123.51,122.24
122.43,123.26,123.26,122.43
122.91,123.10,123.16,122.49
123.75,123.50,123.80,123.50
124.00,123.56,124.00,123.28
123.86,123.85,123.97,123.58
123.35,123.41,123.53,123.35
123.36,123.37,123.47,123.00
123.90,122.83,123.90,122.82
123.19,122.12,123.19,122.12
121.54,120.25,121.54,120.16
119.80,119.95,120.37,119.16
120.18,120.28,120.32,119.25
119.95,119.24,120.14,119.05
119.00,119.28,119.56,118.94
119.63,118.69,119.63,118.67
118.87,120.09,120.09,118.70
120.54,120.53,121.03,120.48
120.22,120.31,120.67,120.04
120.75,121.09,121.21,120.75
121.48,121.84,121.96,121.42
122.49,121.93,122.49,121.36
122.64,122.75,122.93,122.51
122.99,123.46,123.62,122.99
123.25,123.93,123.95,123.25
123.95,124.21,124.25,123.95
124.15,123.97,124.19,123.97
124.60,124.55,124.76,124.35
124.93,124.56,124.93,124.56
124.91,124.86,124.91,124.64
124.89,124.91,125.00,124.88
125.49,125.36,125.49,124.85
126.02,125.28,126.02,125.05
125.57,125.34,125.71,125.19
125.49,124.88,125.64,124.72
124.82,125.35,125.36,124.70
125.55,125.04,125.55,124.74
124.46,124.08,124.58,124.07
123.94,124.03,124.21,123.65
123.82,124.78,124.78,123.82
124.63,123.75,124.63,123.47
123.50,123.65,123.89,123.50
123.25,124.42,124.69,123.25
124.58,124.31,124.95,124.31
124.72,124.22,124.72,124.21
124.71,124.08,124.71,123.89
123.99,122.58,123.99,122.58
122.25,121.97,122.57,121.88
121.16,121.59,121.74,121.13
120.31,120.29,120.50,120.09
120.23,120.67,120.69,120.07
119.66,120.44,120.62,119.64
120.67,119.67,120.67,119.58
118.96,118.53,119.61,118.43
118.00,118.33,118.67,117.02
119.00,119.27,120.10,118.64
119.58,119.12,119.58,118.80
118.47,117.64,118.89,117.64
117.47,118.71,118.71,117.00
118.99,116.58,118.99,116.47
116.33,114.92,116.59,114.92
114.83,113.23,115.17,113.23
113.79,114.20,115.11,113.79
111.77,113.05,113.51,110.04
112.35,113.79,114.08,111.75
115.19,114.77,115.19,114.36
114.83,115.99,115.99,114.83
116.84,118.41,118.41,116.58
118.67,117.75,119.25,117.75
118.75,118.77,119.12,118.42
118.91,119.43,119.43,118.46
118.95,119.03,119.15,118.84
119.50,120.40,120.40,119.50
120.59,120.28,120.60,119.60
120.07,120.79,121.27,120.07
122.44,122.14,122.44,121.37
122.62,122.13,122.94,122.13
121.69,121.59,121.71,121.37
121.98,122.42,122.42,121.98
122.36,122.65,122.78,122.36
122.58,123.23,123.38,122.55
123.59,123.30,123.68,123.30
123.54,123.38,123.57,123.15
122.85,123.14,123.17,122.77
123.15,122.68,123.16,122.37
122.72,122.57,122.91,122.45
122.45,123.12,123.13,122.45
123.08,123.77,124.08,123.08
123.85,123.46,123.85,123.07
123.71,124.06,124.15,123.71
125.33,124.70,125.36,124.48
124.74,124.91,124.96,124.70
125.30,125.01,125.30,124.50
124.75,124.76,124.76,124.68
124.63,124.35,124.63,124.28
123.64,123.15,123.78,122.79
123.04,123.64,123.70,123.04
123.91,124.34,124.34,123.91
124.42,124.19,124.42,123.96
124.50,124.52,124.61,124.42
124.41,123.73,124.79,123.52
122.84,123.98,124.02,122.73
123.70,122.13,123.79,122.12
123.29,122.88,123.44,122.56
121.70,121.01,121.71,120.79
120.52,119.72,120.61,118.90
118.98,119.16,120.95,118.91
120.52,121.62,121.66,120.31
123.23,124.23,124.23,122.86
124.53,124.95,125.18,124.21
124.71,125.20,125.26,124.71
125.94,126.12,126.42,125.94
125.62,125.76,125.82,125.43
125.30,126.11,126.42,125.30
127.03,126.87,127.13,126.81
126.61,126.17,126.61,126.17
126.44,124.54,126.44,124.53
125.22,124.56,125.22,123.87
123.78,122.22,123.78,122.00
122.72,121.21,122.72,120.70
122.82,122.39,122.82,121.99
124.10,124.62,124.66,124.10
124.70,123.32,124.70,123.27
123.50,122.46,123.50,121.84
123.28,121.80,123.70,121.05
120.85,121.48,121.56,119.97
121.55,120.55,121.55,120.46
120.22,122.16,122.16,120.22
122.75,121.76,122.75,121.06
121.59,122.62,122.66,121.59
122.87,124.37,124.45,122.87
124.34,123.54,124.34,123.54
123.20,124.51,124.51,123.20
123.29,123.85,124.22,123.29
124.75,122.16,124.75,122.08
122.29,123.12,123.12,121.53
122.05,121.56,122.70,121.50
121.52,123.01,123.01,121.15
123.97,125.22,125.22,123.97
124.95,124.68,125.31,124.39
125.62,126.38,126.41,125.55
126.90,125.48,126.90,125.47
125.44,125.44,125.74,125.44
125.85,126.10,126.10,125.48
126.07,126.10,126.27,125.79
126.68,126.98,126.98,126.68
127.25,127.14,127.25,126.71
127.22,127.19,127.40,126.82
126.85,127.49,127.49,126.85
127.33,127.40,127.50,127.33
127.50,127.95,127.97,127.05
127.74,127.88,127.88,127.50
128.12,128.34,128.45,128.03
127.88,127.94,128.21,127.88
127.89,127.38,127.90,127.38
127.69,127.39,127.69,127.30
127.20,127.49,127.49,127.12
126.90,127.14,127.15,126.90
126.50,126.34,126.57,125.84
126.56,126.68,126.74,126.50
126.17,124.78,126.23,124.78
124.97,125.27,125.27,124.97
124.01,123.49,124.15,123.46
123.28,123.50,123.54,123.00
123.90,124.71,124.75,123.90
124.62,124.16,124.62,123.62
124.81,125.33,125.33,124.80
125.00,125.46,125.60,125.00
125.14,127.09,127.26,125.14
126.71,126.31,126.85,126.18
127.16,127.66,127.69,127.10
127.43,128.29,128.33,127.43
128.12,127.14,128.12,127.08
126.94,124.93,126.94,124.93
124.66,124.49,124.76,124.43
124.74,124.79,124.86,124.26
125.95,126.55,126.61,125.95
125.83,126.22,126.34,125.83
126.03,125.77,126.03,125.06
125.76,126.30,126.57,125.76
125.67,127.38,127.57,125.67
127.61,126.62,127.61,126.62
126.75,126.82,126.98,126.61
126.91,127.08,127.09,126.64
127.39,127.45,127.50,127.26
127.55,126.95,127.59,126.95
127.19,127.07,127.20,127.07
127.56,128.10,128.37,127.56
127.59,127.69,128.04,127.27
127.49,126.47,127.49,126.22
127.68,127.37,127.68,127.29
127.37,127.04,127.79,126.95
127.04,127.33,127.33,127.00
127.42,128.01,128.01,127.42
127.85,127.71,127.85,127.55
128.09,127.10,128.09,127.03
126.90,127.28,127.28,126.08
126.66,126.85,127.03,126.66
126.02,125.58,126.49,125.58
126.47,126.82,126.82,126.47
127.09,127.64,127.68,127.09
127.03,125.90,127.03,125.90
126.24,125.38,126.24,124.97
125.79,125.97,126.19,125.45
126.89,127.16,127.29,126.89
126.87,127.01,127.40,126.76
126.66,126.55,126.66,125.89
126.85,126.50,126.85,126.39
127.02,127.33,127.33,126.91
127.32,127.64,127.64,127.29
127.74,128.49,128.49,127.74
128.60,128.33,128.62,128.17
128.63,128.71,128.82,128.63
128.75,128.76,128.76,128.59
128.51,128.70,128.73,128.45
128.00,127.23,128.00,127.12
127.28,127.99,128.02,127.28
128.01,127.98,128.01,127.49
127.92,127.62,127.92,127.47
127.92,127.62,127.92,127.12
127.13,127.19,127.32,126.83
127.35,127.29,127.55,127.16
126.85,126.19,126.95,126.15
126.00,126.00,126.06,125.99
126.04,125.80,126.04,125.46
125.47,125.39,125.62,125.37
125.90,126.77,126.90,125.85
127.09,127.23,127.23,127.07
126.61,126.44,126.61,126.35
125.22,125.71,125.98,125.21
125.64,126.44,126.46,125.64
126.83,126.55,126.83,126.13
127.77,127.76,127.90,127.70
127.44,127.56,128.03,127.44
128.14,127.95,128.14,127.91
128.31,128.05,128.31,127.92
127.16,126.52,127.16,126.39
126.16,125.77,126.16,125.77
126.02,125.71,126.02,125.71
125.21,123.43,125.21,123.35
124.36,123.65,124.36,123.46
124.50,124.35,124.50,124.23
124.69,124.46,124.71,124.15
123.32,123.69,123.88,123.25
122.64,124.74,124.74,122.64
123.71,122.58,124.12,122.53
123.81,122.86,124.16,122.72
123.90,123.95,123.95,123.67
124.43,124.78,124.78,124.43
124.73,124.94,125.12,124.71
125.21,124.71,125.21,124.47
125.38,125.47,125.47,125.31
124.51,124.58,124.58,124.51
124.14,123.81,124.20,123.81
123.94,123.20,124.10,123.10
123.36,123.44,123.44,123.24
122.68,122.61,122.87,122.61
122.64,121.65,122.64,121.60
120.97,120.82,121.12,120.82
121.07,122.10,122.10,120.89
122.06,123.28,123.28,122.04
123.31,123.52,123.52,123.21
123.93,123.70,124.16,123.70
123.51,122.99,123.51,122.71
123.09,122.80,123.09,122.71
123.47,123.45,124.01,123.38
123.61,123.37,123.81,122.60
123.11,123.00,123.19,122.76
124.17,125.05,125.05,124.17
124.18,123.90,124.18,123.54
122.60,124.25,124.25,122.57
123.95,123.88,124.17,123.76
124.11,124.41,124.41,123.97
124.24,125.05,125.12,123.86
125.09,124.75,125.09,124.57
123.85,124.12,124.12,123.84
122.97,121.45,122.97,121.45
120.43,118.90,120.43,118.90
115.27,113.88,116.98,69.94
115.88,112.21,115.88,112.16
113.33,115.19,115.33,112.64
116.58,118.29,118.29,116.47
117.89,118.74,118.75,117.89
118.17,118.34,118.70,117.86
115.95,114.79,116.32,114.69
116.08,116.10,116.10,114.97
116.45,116.96,117.99,116.42
115.54,115.25,115.65,114.72
116.96,117.90,117.90,116.73
118.62,116.59,118.62,116.59
116.67,116.79,117.90,116.41
116.36,117.06,117.06,116.28
117.41,116.76,117.41,116.69
117.20,118.25,118.36,117.20
118.28,119.38,119.44,118.28
119.55,119.15,120.62,119.01
118.11,117.28,118.11,117.25
117.71,117.45,118.28,117.40
116.16,115.69,116.38,115.24
115.91,115.43,115.91,115.41
114.29,115.28,115.28,114.29
115.73,115.28,116.15,115.10
114.05,112.60,114.05,112.43
112.74,112.69,112.85,112.14
113.81,114.33,114.33,113.32
114.75,113.88,114.75,113.01
112.83,115.51,115.51,112.83
117.01,117.98,117.98,117.01
117.84,117.95,117.95,117.71
119.00,119.11,119.15,117.87
119.83,120.51,120.52,119.76
120.76,120.05,120.76,119.95
120.29,119.90,120.29,119.90
119.48,119.71,120.09,119.48
119.32,118.71,119.46,118.71
119.02,119.94,119.94,119.02
120.20,119.84,120.20,119.60
119.66,119.61,119.85,119.37
119.62,120.40,120.61,119.62
120.65,119.54,120.70,119.54
120.01,120.92,121.28,120.01
121.71,121.48,121.83,121.02
121.37,121.02,121.37,120.86
120.45,119.87,120.45,119.71
120.89,121.49,121.57,120.89
121.61,121.32,121.77,120.91
121.42,121.29,121.76,121.29
121.45,122.69,122.69,121.45
122.54,123.03,123.26,122.54
122.82,122.61,122.87,122.45
122.75,122.36,122.75,122.36
122.63,121.65,122.63,121.39
120.45,121.08,121.08,120.44
120.66,121.23,121.28,120.66
121.70,121.29,121.70,121.26
119.87,119.04,119.87,119.04
118.68,118.14,118.68,118.08
118.65,119.55,119.68,118.47
119.93,119.02,119.93,119.02
119.57,120.87,120.87,119.57
121.01,121.05,121.13,120.89
121.44,121.13,121.61,121.12
121.49,121.50,121.97,121.31
120.97,121.94,121.97,120.97
121.82,122.08,122.08,121.80
121.93,121.95,122.12,121.62
122.14,122.18,122.39,121.99
122.49,122.91,122.97,122.39
122.93,121.38,122.94,121.14
121.69,119.98,121.69,119.70
120.54,121.85,121.85,120.54
121.26,120.45,121.26,120.42
120.13,119.72,120.13,119.66
119.40,118.72,120.43,118.51
118.78,118.87,119.54,118.61
117.66,116.73,117.78,116.65
115.98,115.81,116.00,115.57
117.13,117.86,118.12,117.13
118.59,119.67,119.85,118.45
118.50,118.57,118.83,118.44
118.06,116.85,118.06,116.62
116.83,117.22,117.37,116.58
117.57,118.63,118.72,117.33
119.25,120.80,120.84,119.25
120.21,120.05,120.32,120.05
119.45,119.44,119.45,118.76
120.12,120.41,120.48,120.06
120.10,119.49,120.32,119.33
119.07,118.84,119.30,118.36
116.76,117.53,117.53,116.38
117.60,117.60,117.60,116.99
115.75,115.46,116.15,115.15
113.60,113.31,114.24,112.76
113.85,111.50,113.85,111.50
112.19,111.02,112.19,110.11
111.85,110.44,111.85,109.69
111.29,108.50,111.29,108.46
108.33,109.86,110.33,108.12
106.81,107.72,107.96,106.68
108.70,107.03,108.70,105.95
105.22,105.93,106.28,103.33
106.27,106.30,107.22,105.95
107.79,108.16,108.54,107.62
107.55,105.70,107.55,105.55
106.53,108.00,108.12,106.47
107.68,107.84,109.36,107.34
108.62,109.09,109.30,108.41
109.48,111.26,111.32,109.48
111.10,112.13,112.39,111.08
110.90,109.68,110.90,109.68
110.20,111.37,111.37,109.69
111.28,112.30,113.20,111.28
111.76,111.28,112.46,111.18
110.01,109.38,110.01,108.18
108.31,109.11,109.70,108.31
109.61,108.85,110.08,108.85
107.57,107.11,107.57,106.51
108.03,109.16,109.16,108.01
110.60,111.28,111.28,110.04
112.86,112.98,113.35,112.40
113.82,113.75,113.82,112.89
112.49,112.70,112.93,112.49
114.42,114.79,114.89,114.42
113.99,113.49,113.99,113.28
113.01,113.71,113.71,112.97
114.13,115.07,115.07,114.13
116.06,115.65,116.06,115.65
115.19,115.77,116.14,115.19
115.87,117.17,117.17,115.87
116.71,118.42,118.42,116.71
118.54,119.79,119.79,118.45
120.50,120.29,121.38,120.25
121.61,121.82,121.92,121.38
121.82,119.49,121.82,119.49
120.11,120.22,120.46,119.61
120.52,120.24,120.52,119.31
122.67,122.61,122.67,122.61
122.32,122.51,122.51,122.06
121.48,121.37,121.48,120.95
121.81,122.85,122.95,121.59
122.44,124.43,124.51,122.44
124.79,124.40,125.03,124.20
124.07,124.49,124.49,124.07
123.85,124.31,124.73,123.85
123.09,122.18,123.09,122.14
121.50,121.93,121.97,121.28
122.47,122.15,122.47,121.68
121.99,123.17,123.17,121.60
124.03,123.52,124.03,123.28
123.55,123.60,123.88,123.54
123.14,123.58,123.63,122.75
123.69,122.60,123.69,122.47
121.66,121.42,121.76,121.42
121.26,121.90,121.91,120.58
121.32,120.30,121.32,120.30
121.65,121.36,122.32,121.36
122.12,121.78,122.34,121.78
121.84,123.28,123.33,121.84
123.89,124.33,124.33,123.71
124.27,123.80,124.27,123.59
123.47,124.01,124.16,123.47
123.54,124.63,124.64,123.34
125.03,125.92,126.07,125.03
125.79,126.28,126.31,125.79
124.94,124.18,125.35,124.18
124.69,125.42,125.58,124.37
124.93,124.60,124.93,124.32
125.11,125.79,125.83,125.04
126.10,127.36,127.36,126.10
126.60,125.85,127.23,125.85
125.70,125.48,125.75,124.79
125.96,125.90,126.01,125.18
125.23,124.13,125.23,123.62
123.61,123.62,123.74,123.27
123.52,123.09,123.52,122.87
123.29,123.60,123.60,122.99
123.32,123.22,123.35,122.65
123.55,124.69,124.71,123.50
124.63,124.43,124.82,124.42
124.91,123.91,124.91,123.53
124.01,122.82,124.02,122.58
123.74,124.28,124.31,123.53
123.67,123.06,124.38,122.88
122.68,122.23,123.64,122.19
121.60,122.16,122.16,121.33
122.97,122.94,123.11,122.82
122.95,123.16,123.38,122.91
123.35,124.17,124.38,123.35
124.90,125.67,125.67,124.90
125.43,125.61,125.61,125.32
125.90,126.04,126.04,125.63
126.03,126.35,126.47,125.77
126.09,126.77,126.77,125.80
126.43,126.66,126.73,126.43
127.13,127.51,127.51,126.95
127.84,128.66,128.74,127.84
128.96,129.02,129.38,128.85
129.59,129.52,129.72,129.25
129.18,129.19,129.19,128.43
127.69,127.41,128.05,127.06
126.87,126.28,127.05,126.28
125.76,125.57,125.88,125.12
125.84,126.35,126.55,125.84
125.03,125.46,125.49,124.50
126.12,126.39,126.43,125.97
128.31,128.14,128.74,128.01
127.28,127.44,127.53,126.59
128.05,127.18,128.07,127.18
128.61,129.18,129.18,128.52
124.20,123.55,126.25,123.55
122.24,119.37,122.24,119.16
121.00,121.95,122.06,120.71
123.29,124.26,124.27,123.29
124.55,126.14,126.14,124.28
126.22,126.90,127.21,126.22
125.93,124.41,125.93,123.71
123.86,124.83,124.98,123.00
125.67,125.02,125.71,124.59
126.38,127.32,127.57,126.38
128.17,128.00,128.20,127.73
128.21,130.38,130.59,128.20
130.61,130.01,130.61,129.71
130.99,130.54,130.99,130.28
130.90,130.67,131.19,130.49
130.95,131.12,131.16,130.75
131.18,130.34,131.18,129.94
129.88,130.85,131.03,129.88
131.00,130.29,131.23,130.19
130.28,130.94,130.94,130.28
130.72,130.57,130.72,130.20
131.09,130.90,131.20,130.53
130.61,130.79,130.79,130.23
130.59,131.20,131.20,130.59
130.60,131.14,131.17,129.87
131.29,129.83,131.29,129.72
129.00,128.21,129.00,127.92
128.27,129.42,129.68,128.27
129.79,130.02,130.47,129.79
130.99,131.28,131.42,130.99
131.54,131.80,132.22,131.54
131.87,131.48,132.06,131.35
131.32,130.68,131.56,130.67
131.24,132.15,132.22,131.24
132.02,131.94,132.38,131.74
132.71,133.00,133.29,132.71
132.67,132.20,132.89,132.20
131.67,132.17,132.29,131.60
132.71,133.66,133.66,132.71
133.07,133.53,133.53,133.07
132.93,133.06,133.13,132.67
133.69,134.16,134.38,133.69
133.86,132.84,133.86,132.80
132.84,133.28,133.70,132.84
133.66,132.66,134.56,132.23
133.01,133.74,133.92,133.01
134.02,133.50,134.04,133.11
133.56,132.95,133.56,132.28
133.10,132.19,133.10,131.86
133.27,133.72,133.92,133.27
134.04,134.02,134.06,133.37
134.38,135.21,135.21,134.38
135.25,135.46,135.74,134.84
134.21,131.69,134.21,131.69
130.81,133.60,133.61,130.66
132.58,130.78,132.58,130.22
130.81,130.00,130.90,130.00
130.63,131.65,131.65,130.63
131.20,131.23,131.23,130.57
131.88,131.79,132.57,131.53
131.84,131.20,131.85,131.17
131.69,133.22,133.22,131.59
134.49,134.26,134.55,133.72
134.19,133.36,134.33,133.23
132.09,131.86,132.60,131.86
131.54,131.89,132.03,131.29
132.42,133.73,133.73,131.61
133.80,133.21,134.36,132.43
134.20,134.08,134.47,133.62
133.74,133.49,133.90,133.30
133.91,132.73,133.91,132.22
133.77,133.99,134.32,133.67
133.66,133.76,134.02,133.38
133.17,133.12,133.41,132.63
133.40,133.99,134.39,133.40
133.80,131.92,133.80,131.33
132.30,132.00,132.38,131.66
131.30,131.29,131.81,130.09
132.53,131.34,132.53,131.34
131.98,130.89,131.98,130.89
132.35,132.00,132.35,131.35
132.49,133.01,133.32,132.00
133.17,132.83,133.17,132.21
132.47,132.73,132.76,132.06
133.55,132.93,133.56,132.57
132.55,132.52,133.06,132.22
132.20,132.80,132.88,132.00
132.68,132.37,132.68,132.07
132.28,131.93,132.92,131.54
132.35,132.24,132.55,132.00
133.12,130.82,133.12,130.07
130.69,129.66,130.69,129.52
129.70,129.73,130.48,129.66
130.07,129.83,130.64,129.52
131.77,132.34,132.34,131.40
132.19,133.07,133.24,132.19
132.05,135.28,135.83,132.05
137.11,136.25,137.34,135.28
136.21,136.68,136.68,135.08
137.29,138.96,138.99,137.29
138.88,140.47,140.52,138.88
140.59,139.69,140.59,139.27
140.48,140.44,140.71,140.09
140.83,140.44,140.83,140.30
141.30,141.99,142.00,141.30
142.83,142.66,142.83,141.90
142.72,143.28,143.29,142.46
143.88,143.45,143.88,143.19
143.81,142.17,143.81,142.15
142.42,141.86,142.45,141.51
143.30,143.38,144.21,143.30
144.48,143.19,144.57,142.94
143.92,143.49,143.96,143.31
145.04,144.60,145.04,144.39
