TECH,Bio-Techne Corp - Common Stock,NASDAQ
106.27,108.25,108.34,105.26
107.69,106.59,107.75,105.30
106.84,108.04,108.22,105.44
108.08,107.50,109.36,107.34
107.31,105.10,107.50,104.68
105.50,105.39,105.97,104.44
105.15,105.08,105.67,104.07
105.59,105.34,105.60,103.87
105.12,104.83,106.85,104.01
104.38,104.23,106.01,103.65
104.80,104.71,105.17,103.69
104.78,102.53,104.78,102.31
102.62,102.25,102.89,101.71
102.04,103.22,103.52,102.04
102.89,104.04,104.72,102.70
103.74,103.31,104.14,102.88
103.07,103.46,104.51,102.81
103.86,102.83,103.94,102.38
103.26,102.61,104.68,102.10
102.99,104.98,106.03,102.69
104.67,103.17,105.53,103.00
103.09,103.72,105.28,103.06
103.35,103.24,103.79,102.49
103.48,104.01,104.90,102.87
104.37,101.66,104.70,100.59
101.36,102.01,102.32,100.56
102.34,101.39,103.20,101.34
