FPP,FieldPoint Petroleum Corporation Common Stock,NASDAQ
3.47,3.40,3.47,3.29
3.30,3.55,3.55,3.27
3.43,3.52,3.55,3.40
3.55,3.64,3.75,3.52
3.57,3.62,3.68,3.48
3.67,3.71,3.71,3.51
3.63,3.70,3.72,3.61
3.66,3.75,3.75,3.66
3.71,3.71,3.75,3.64
3.65,3.74,3.74,3.64
3.78,3.77,3.80,3.73
3.78,3.79,3.79,3.71
3.76,3.86,3.86,3.75
3.80,3.83,3.86,3.66
3.71,3.86,3.86,3.71
3.80,3.84,3.85,3.79
3.84,3.83,3.84,3.72
3.78,3.83,3.83,3.75
3.74,3.84,3.84,3.74
3.81,3.95,3.95,3.77
3.95,3.93,3.95,3.75
3.88,3.82,3.95,3.81
3.88,3.88,3.88,3.85
3.89,3.90,3.92,3.81
3.94,3.91,3.94,3.87
3.89,3.90,3.91,3.83
3.90,4.07,4.07,3.90
4.06,4.17,4.17,3.97
4.16,4.24,4.24,4.16
4.20,4.35,4.35,4.19
4.30,4.30,4.30,4.26
4.21,4.34,4.34,4.18
4.29,4.35,4.35,4.24
4.37,4.42,4.46,4.31
4.43,4.62,4.70,4.38
4.55,4.74,4.75,4.07
4.21,4.69,4.83,4.21
4.71,4.72,4.83,4.37
4.60,4.42,4.60,4.40
4.45,4.57,4.60,4.45
4.49,4.53,4.60,4.49
4.54,4.55,4.56,4.48
4.53,4.45,4.53,4.37
4.40,4.44,4.55,4.37
4.44,4.48,4.52,4.38
4.41,4.51,4.51,4.40
4.49,4.39,4.51,4.31
4.38,4.60,4.60,4.38
4.60,4.73,4.73,4.37
4.71,4.67,4.71,4.43
4.65,4.60,4.70,4.47
4.60,4.64,4.65,4.50
4.63,4.63,4.69,4.50
4.67,4.63,4.67,4.51
4.61,4.62,4.65,4.50
4.51,4.59,4.59,4.51
4.62,4.57,4.62,4.42
4.56,4.65,4.65,4.56
4.54,4.65,4.65,4.54
4.50,4.62,4.73,4.50
4.56,4.65,4.65,4.42
4.57,4.61,4.62,4.51
4.60,4.53,4.61,4.42
4.49,4.57,4.57,4.41
4.48,4.59,4.59,4.39
4.55,4.56,4.56,4.51
4.53,4.49,4.56,4.37
4.46,4.51,4.54,4.46
4.49,4.50,4.52,4.48
4.50,4.50,4.53,4.37
4.20,4.50,4.50,4.20
4.45,4.57,4.57,4.40
4.56,4.57,4.57,4.52
4.55,4.54,4.55,4.50
4.52,4.55,4.56,4.50
4.46,4.55,4.56,4.35
4.55,4.55,4.55,4.55
4.41,4.56,4.56,4.41
4.53,4.56,4.56,4.40
4.50,4.55,4.56,4.35
4.48,4.58,4.58,4.41
4.56,4.57,4.58,4.50
4.50,4.79,4.79,4.48
4.78,5.18,5.34,4.70
5.18,5.07,5.20,4.93
5.10,5.10,5.13,4.64
5.13,5.00,5.13,4.64
5.00,4.88,5.00,4.68
4.73,4.79,4.86,4.61
4.76,4.98,4.98,4.66
4.98,4.97,4.98,4.81
4.93,4.90,4.97,4.65
4.86,4.87,4.95,4.62
4.80,4.80,4.84,4.65
4.77,4.88,4.88,4.67
4.78,4.85,4.87,4.62
4.79,4.88,4.88,4.77
4.86,4.83,4.86,4.69
4.59,4.75,4.80,4.51
4.68,4.82,4.84,4.68
4.65,4.71,4.80,4.48
4.83,4.79,4.85,4.45
4.70,4.93,4.93,4.68
4.89,4.54,4.98,4.45
4.71,4.46,4.71,4.03
4.24,4.20,4.47,4.11
4.15,4.16,4.30,4.00
4.16,4.04,4.18,3.96
3.98,3.90,4.08,3.90
3.99,3.98,3.99,3.90
4.00,3.98,4.05,3.92
4.00,4.03,4.03,3.99
4.00,4.21,4.23,4.00
4.14,4.04,4.17,3.98
4.16,4.02,4.16,3.95
4.02,4.01,4.05,4.00
3.98,4.07,4.07,3.86
4.01,4.05,4.15,4.01
4.05,4.08,4.08,3.88
4.00,3.92,4.09,3.92
3.96,3.97,4.05,3.92
3.91,4.05,4.06,3.91
4.01,4.10,4.12,4.00
3.96,4.07,4.17,3.93
4.09,4.17,4.19,4.03
4.12,4.17,4.18,4.11
4.15,4.15,4.15,4.15
4.11,4.18,4.18,4.09
4.21,4.07,4.21,4.07
4.05,4.14,4.18,4.05
4.16,4.16,4.29,4.15
4.21,4.15,4.21,4.09
4.26,4.11,4.26,4.07
4.12,4.16,4.17,4.05
4.11,4.13,4.13,4.07
4.08,4.16,4.17,4.08
4.06,4.17,4.17,4.03
4.13,4.07,4.17,4.01
4.05,4.08,4.09,4.00
4.05,4.07,4.10,3.96
4.05,4.05,4.08,4.05
4.10,4.12,4.12,4.05
4.12,4.12,4.12,4.08
4.12,4.25,4.25,4.12
4.18,4.23,4.23,4.18
4.12,4.20,4.21,4.09
4.17,4.21,4.21,4.17
4.20,4.21,4.22,4.06
4.20,4.30,4.38,4.20
4.31,4.21,4.31,4.15
4.07,4.28,4.28,4.06
4.32,4.19,4.32,4.09
4.37,4.39,4.39,4.16
4.40,4.44,4.46,4.19
4.44,4.43,4.44,4.29
4.38,4.44,4.44,4.38
4.44,4.36,4.44,4.16
4.20,4.44,4.44,4.20
4.35,4.44,4.44,4.30
4.42,4.44,4.44,4.32
4.44,4.41,4.44,4.33
4.43,4.59,4.59,4.36
4.59,4.63,4.63,4.56
4.62,4.68,4.73,4.62
4.66,4.67,4.70,4.62
4.67,4.73,4.73,4.62
4.67,4.62,4.67,4.61
4.56,4.57,4.65,4.56
4.56,4.60,4.64,4.47
4.60,4.60,4.60,4.55
4.58,4.71,4.71,4.55
4.60,4.64,4.65,4.53
4.60,4.56,4.65,4.53
4.53,4.62,4.62,4.46
4.58,4.58,4.58,4.35
4.55,4.60,4.60,4.45
4.58,4.64,4.64,4.51
4.65,4.71,4.71,4.59
4.65,4.69,4.71,4.64
4.66,4.77,4.79,4.41
4.77,4.75,4.77,4.65
4.66,4.72,4.72,4.46
4.56,4.66,4.70,4.56
4.68,4.64,4.74,4.62
4.69,4.71,4.71,4.60
4.71,4.80,4.87,4.64
4.74,4.76,4.82,4.62
4.81,4.81,4.83,4.75
4.83,4.84,4.84,4.71
4.81,4.83,4.83,4.65
4.76,4.70,4.78,4.64
4.70,4.73,4.73,4.65
4.74,4.73,4.76,4.58
4.69,4.69,4.73,4.60
4.69,4.63,4.69,4.53
4.65,4.69,4.69,4.60
4.68,4.75,4.75,4.63
4.75,4.84,4.85,4.53
4.83,4.82,4.86,4.77
4.86,4.83,4.86,4.66
4.83,4.81,4.83,4.74
4.81,4.82,4.83,4.75
4.79,4.77,4.83,4.74
4.78,4.82,4.82,4.71
4.82,4.69,4.82,4.67
4.77,4.85,4.87,4.60
4.90,5.07,5.07,4.90
5.08,5.02,5.09,5.00
5.07,5.28,5.30,5.07
5.36,5.30,5.40,5.17
5.35,5.17,5.35,5.00
5.20,5.39,5.39,5.00
5.37,5.56,5.62,5.26
5.59,5.48,5.59,5.31
5.55,5.54,5.55,5.41
5.51,5.57,5.58,5.48
5.58,5.52,5.59,5.43
5.53,5.35,5.53,5.31
5.50,5.40,5.50,5.36
5.41,5.44,5.45,5.35
5.44,5.41,5.45,5.37
5.42,5.40,5.50,5.35
5.31,5.39,5.39,5.30
5.32,5.17,5.42,5.15
5.26,5.23,5.26,5.18
5.20,5.22,5.23,5.16
5.21,5.21,5.23,5.13
5.21,5.17,5.23,5.00
5.17,5.17,5.20,5.03
5.12,5.15,5.20,5.02
5.11,5.19,5.19,5.02
5.18,5.20,5.23,5.05
5.17,5.20,5.20,5.11
5.20,5.22,5.25,5.16
5.26,5.30,5.37,5.23
5.29,5.43,5.43,5.16
5.40,5.39,5.48,5.39
5.43,5.41,5.45,5.30
5.44,5.42,5.44,5.33
5.44,5.42,5.45,5.35
5.39,5.62,5.66,5.39
5.68,5.78,5.79,5.49
5.82,5.58,5.82,5.48
5.65,5.60,5.72,5.52
5.55,5.57,5.70,5.51
5.57,5.63,5.64,5.56
5.70,5.74,5.86,5.57
5.77,5.71,5.77,5.55
5.52,5.68,5.75,5.52
5.58,5.70,5.73,5.50
5.71,5.58,5.71,5.50
5.65,5.43,5.65,5.30
5.37,5.48,5.48,5.37
5.50,5.53,5.55,5.40
5.51,5.54,5.58,5.42
5.49,5.54,5.57,5.46
5.41,5.49,5.52,5.39
5.51,5.54,5.55,5.33
5.47,5.52,5.55,5.40
5.55,5.50,5.55,5.43
5.36,5.47,5.52,5.36
5.43,5.49,5.49,5.31
5.41,5.44,5.50,5.36
5.38,5.43,5.45,5.31
5.42,5.39,5.42,5.30
5.31,4.92,5.35,4.83
4.89,5.07,5.15,4.89
5.04,5.12,5.16,5.04
5.01,5.17,5.17,5.01
5.18,5.25,5.25,5.10
5.20,5.19,5.23,5.14
5.15,5.20,5.24,5.06
5.16,5.10,5.23,5.01
5.22,5.24,5.25,5.08
5.16,5.22,5.24,5.02
5.15,5.20,5.23,5.11
5.23,5.18,5.23,5.12
5.16,5.18,5.20,5.07
5.11,5.22,5.23,5.08
5.24,5.16,5.24,5.06
5.10,4.99,5.17,4.90
5.03,4.90,5.03,4.90
4.90,4.90,4.99,4.81
4.81,4.54,4.81,4.43
4.46,4.51,4.56,4.46
4.47,4.33,4.50,4.22
4.35,4.35,4.35,4.23
4.35,4.53,4.53,4.35
4.56,4.44,4.62,4.38
4.40,4.58,4.58,4.24
4.45,4.47,4.56,4.41
4.26,4.47,4.47,4.26
4.34,4.46,4.58,4.34
4.35,4.44,4.58,4.35
4.43,4.42,4.49,4.36
4.43,4.29,4.43,4.24
4.21,4.24,4.29,4.09
4.24,4.25,4.25,4.12
4.22,4.25,4.25,4.19
4.25,4.22,4.25,4.20
4.17,4.23,4.25,4.10
4.25,4.25,4.25,4.15
4.22,4.24,4.24,4.22
4.28,4.30,4.30,4.17
4.33,4.28,4.38,4.26
4.27,4.35,4.36,4.26
4.25,4.27,4.33,4.18
4.26,4.31,4.31,4.11
4.31,4.15,4.31,4.15
4.20,4.17,4.25,4.02
4.11,4.02,4.16,3.93
4.06,3.94,4.08,3.76
3.94,3.97,3.98,3.76
3.87,3.87,3.95,3.85
3.89,3.86,3.91,3.77
3.82,4.00,4.00,3.77
3.91,4.09,4.11,3.90
4.09,3.99,4.09,3.96
3.94,4.14,4.14,3.93
4.14,3.99,4.15,3.90
3.88,4.07,4.07,3.88
3.97,4.07,4.07,3.91
3.96,4.01,4.09,3.89
3.90,3.96,4.00,3.90
3.89,3.85,3.95,3.76
3.81,3.67,3.90,3.56
3.50,3.61,3.66,3.47
3.55,3.40,3.60,3.07
3.18,3.26,3.31,3.03
3.17,2.94,3.18,2.94
2.85,2.71,2.85,2.53
2.66,2.66,2.80,2.42
2.63,2.78,2.78,2.63
2.78,2.79,2.80,2.70
2.73,2.92,2.94,2.73
2.84,2.70,3.02,2.70
2.87,2.78,2.87,2.73
2.74,2.75,2.90,2.65
2.68,3.00,3.29,2.65
3.04,3.04,3.08,2.84
3.03,2.90,3.03,2.72
2.82,2.79,2.84,2.67
2.90,2.85,2.90,2.62
2.85,2.85,2.87,2.82
2.84,2.88,2.91,2.75
2.77,2.83,2.85,2.74
2.77,2.82,2.89,2.74
2.81,2.82,2.83,2.68
2.83,2.82,2.83,2.61
2.82,2.78,2.82,2.62
2.70,2.80,2.80,2.62
2.80,2.80,2.80,2.78
2.79,2.78,2.79,2.78
2.80,2.78,2.80,2.66
2.76,2.83,2.83,2.69
2.80,2.77,2.90,2.75
2.82,2.82,2.82,2.80
2.78,2.88,2.88,2.78
2.81,2.81,2.88,2.75
2.80,2.81,2.81,2.80
2.85,2.88,2.88,2.81
2.70,2.77,2.84,2.70
2.77,2.81,2.85,2.77
2.75,2.82,2.83,2.72
2.72,2.78,2.82,2.70
2.71,2.71,2.75,2.62
2.65,2.60,2.70,2.60
2.60,2.50,2.60,2.50
2.47,2.17,2.56,2.03
2.27,2.06,2.27,1.97
2.01,2.05,2.06,1.95
1.95,2.15,2.22,1.86
2.14,2.05,2.17,1.96
2.18,2.10,2.18,1.96
1.95,1.99,1.99,1.90
1.99,1.98,1.99,1.85
1.96,1.87,2.05,1.68
1.80,1.95,1.99,1.68
2.00,1.94,2.14,1.85
1.92,1.94,2.09,1.86
1.92,2.04,2.09,1.91
2.02,1.98,2.04,1.97
2.00,1.96,2.00,1.95
1.95,1.90,1.95,1.79
1.93,1.85,1.93,1.78
1.81,1.84,1.85,1.80
1.84,1.79,1.90,1.78
1.89,1.87,1.90,1.80
1.90,1.86,1.90,1.85
1.83,1.79,1.86,1.70
1.63,1.71,1.77,1.62
1.64,1.65,1.67,1.62
1.70,1.73,1.76,1.68
1.66,1.68,1.69,1.65
1.75,1.69,1.75,1.69
1.70,1.69,1.70,1.61
1.70,1.64,1.75,1.62
1.64,1.60,1.64,1.55
1.65,1.65,1.68,1.55
1.58,1.64,1.66,1.56
1.66,1.63,1.66,1.60
1.65,1.66,1.69,1.65
1.63,1.53,1.68,1.52
1.61,1.61,1.61,1.58
1.60,1.62,1.62,1.58
1.62,1.64,1.65,1.60
1.68,1.88,1.90,1.68
1.88,1.78,1.88,1.69
1.79,1.87,2.06,1.79
2.00,1.95,2.00,1.82
1.94,1.87,1.95,1.77
2.00,1.96,2.05,1.88
2.03,2.12,2.17,2.00
2.20,2.07,2.22,1.93
2.03,2.07,2.13,2.00
2.03,2.10,2.14,2.02
2.04,2.11,2.12,2.02
2.10,2.08,2.11,2.04
2.04,2.04,2.07,2.03
2.02,1.98,2.02,1.97
2.01,2.04,2.06,2.01
2.01,2.02,2.08,2.01
2.01,2.01,2.02,1.96
1.96,2.02,2.02,1.96
1.97,2.01,2.01,1.95
1.95,1.96,2.02,1.91
1.92,1.93,1.95,1.92
1.93,1.79,1.93,1.75
1.79,1.79,1.79,1.73
1.80,1.64,1.80,1.50
1.64,1.60,1.64,1.52
1.60,1.57,1.60,1.50
1.53,1.42,1.55,1.17
1.35,1.36,1.43,1.28
1.42,1.40,1.45,1.38
1.36,1.40,1.43,1.36
1.37,1.35,1.38,1.35
1.35,1.37,1.40,1.35
1.39,1.38,1.40,1.35
1.40,1.39,1.40,1.39
1.42,1.38,1.42,1.38
1.36,1.39,1.40,1.33
1.36,1.29,1.40,1.07
1.25,1.18,1.30,1.03
1.21,1.19,1.21,1.18
1.19,1.20,1.20,1.16
1.18,1.20,1.20,1.16
1.17,0.99,1.20,0.91
1.06,1.00,1.06,0.99
1.02,1.02,1.09,1.01
1.08,1.00,1.10,0.94
1.03,1.11,1.14,0.99
1.11,1.05,1.25,1.00
0.99,1.01,1.05,0.99
0.96,1.06,1.06,0.95
1.07,1.08,1.10,1.02
1.10,1.10,1.10,1.08
1.07,1.05,1.20,1.00
1.07,1.12,1.16,1.07
1.13,1.10,1.15,1.10
1.09,1.16,1.17,1.07
1.21,1.18,1.21,1.10
1.13,1.07,1.21,1.05
1.11,1.23,1.24,1.09
1.26,1.69,1.78,1.25
1.71,1.97,2.50,1.69
1.99,2.03,2.11,1.80
2.10,2.00,2.10,1.90
2.04,1.97,2.04,1.81
1.93,2.06,2.07,1.86
2.07,2.09,2.09,1.99
2.02,1.99,2.07,1.98
2.02,2.30,2.30,2.02
2.30,2.33,2.37,2.18
2.32,2.22,2.50,2.16
2.14,2.24,2.24,2.10
2.20,2.29,2.30,2.20
2.27,2.27,2.30,2.20
2.25,2.26,2.30,2.25
2.26,2.28,2.34,2.25
2.24,2.14,2.25,2.13
2.19,2.14,2.26,2.10
2.10,2.09,2.15,2.01
2.03,2.15,2.15,2.02
2.10,2.09,2.10,2.05
2.01,2.07,2.07,2.01
2.02,2.11,2.14,2.02
2.06,2.15,2.17,2.04
2.11,2.15,2.20,2.11
2.15,2.22,2.22,2.15
2.08,2.15,2.17,1.87
2.20,2.05,2.20,2.00
2.07,1.91,2.08,1.88
1.88,1.85,2.01,1.85
1.86,1.93,1.93,1.81
1.93,1.90,1.93,1.89
1.90,1.92,1.95,1.89
1.86,1.89,1.93,1.86
1.86,1.87,1.95,1.85
1.88,1.92,1.93,1.78
1.88,1.95,2.09,1.79
1.90,1.91,2.00,1.78
1.85,1.80,1.90,1.76
1.75,1.75,1.75,1.70
1.65,1.55,1.78,1.55
1.65,1.67,1.70,1.63
1.68,1.35,1.68,1.31
1.35,1.27,1.36,1.27
1.28,1.25,1.33,1.25
1.24,1.20,1.28,1.20
1.20,1.18,1.28,1.13
1.13,1.16,1.21,1.11
1.14,1.17,1.19,1.12
1.15,1.10,1.15,1.08
1.13,1.17,1.18,1.09
1.20,1.17,1.20,1.16
1.24,1.21,1.25,1.16
1.20,1.17,1.20,1.16
1.22,1.19,1.22,1.17
1.17,1.18,1.22,1.12
1.22,1.12,1.22,1.10
1.19,1.15,1.19,1.15
1.13,1.14,1.14,1.11
1.19,1.11,1.19,1.11
1.15,1.12,1.16,1.10
1.10,1.11,1.12,1.10
1.10,1.04,1.14,1.02
1.06,1.07,1.07,1.02
1.11,1.08,1.11,1.05
1.11,1.06,1.11,1.04
1.06,1.06,1.10,1.03
1.08,1.06,1.08,1.04
1.06,1.06,1.06,1.06
1.09,1.04,1.09,1.02
1.04,1.02,1.22,1.02
1.04,1.03,1.04,1.03
1.05,1.07,1.09,1.05
1.02,1.07,1.09,1.02
1.03,1.06,1.07,1.02
1.00,1.03,1.04,1.00
1.03,1.00,1.05,0.98
1.04,1.04,1.05,0.99
1.05,1.06,1.06,1.00
1.01,1.04,1.05,1.00
0.99,1.03,1.05,0.99
1.03,1.06,1.06,1.03
1.05,1.07,1.07,1.04
1.04,0.98,1.07,0.93
1.02,1.08,1.09,1.02
1.09,1.09,1.09,1.04
1.08,1.09,1.13,1.05
1.11,1.07,1.11,1.04
1.07,1.02,1.23,1.02
1.00,0.99,1.01,0.90
0.95,0.97,0.98,0.95
1.03,0.97,1.03,0.94
0.97,1.00,1.02,0.96
1.02,1.01,1.02,0.96
0.99,0.94,1.02,0.90
0.91,0.86,0.95,0.85
0.85,0.85,0.87,0.76
0.85,0.88,0.88,0.79
0.83,0.85,0.86,0.81
0.83,0.85,0.88,0.83
0.88,1.00,1.02,0.87
1.03,1.10,1.15,0.91
0.99,1.11,1.15,0.94
1.02,1.05,1.14,0.87
1.05,1.08,1.11,0.98
1.11,1.10,1.11,1.05
1.11,1.12,1.14,1.06
1.10,0.88,1.12,0.88
0.95,1.00,1.00,0.89
1.03,1.11,1.11,1.00
1.05,1.11,1.12,1.05
1.08,1.09,1.12,1.05
1.08,1.09,1.09,1.08
1.05,1.20,1.20,1.05
1.06,1.44,1.44,1.06
1.47,1.39,1.64,1.20
1.47,1.36,1.47,1.23
1.40,1.46,1.60,1.26
1.54,1.47,1.60,1.47
1.47,1.54,1.61,1.47
1.54,1.55,1.60,1.48
1.55,1.60,1.63,1.52
1.63,1.63,1.63,1.41
1.52,1.53,1.53,1.51
1.50,1.56,1.58,1.50
1.46,1.55,1.57,1.41
1.58,1.53,1.58,1.38
1.41,1.45,1.49,1.38
1.48,1.44,1.54,1.36
1.36,1.44,1.50,1.36
1.50,1.41,1.50,1.41
1.42,1.37,1.42,1.35
1.40,1.40,1.42,1.35
1.37,1.36,1.42,1.36
1.42,1.42,1.42,1.35
1.35,1.36,1.44,1.30
1.33,1.33,1.33,1.30
1.33,1.33,1.33,1.25
1.33,1.26,1.33,1.26
1.23,1.25,1.30,1.21
1.20,1.25,1.29,1.20
1.10,1.10,1.13,1.05
1.11,1.09,1.11,1.09
1.08,1.08,1.08,1.08
1.12,1.07,1.12,1.02
1.00,1.00,1.00,0.89
0.92,0.94,1.00,0.90
0.91,0.91,0.95,0.89
0.89,0.91,0.91,0.89
0.91,0.89,0.91,0.89
0.89,0.89,0.89,0.89
0.90,0.86,0.90,0.85
0.85,0.86,0.87,0.85
0.81,0.87,0.90,0.80
0.88,0.88,0.88,0.87
0.91,0.88,0.91,0.88
0.87,0.87,0.88,0.87
0.87,0.87,0.88,0.87
0.83,1.05,1.05,0.83
1.03,0.98,1.03,0.98
1.00,0.88,1.00,0.81
0.88,0.88,0.88,0.85
0.85,0.80,0.85,0.77
0.80,0.82,0.82,0.78
0.78,0.80,0.80,0.77
0.77,0.75,0.81,0.66
0.72,0.72,0.75,0.72
0.72,0.70,0.75,0.66
0.68,0.70,0.74,0.66
0.71,0.72,0.73,0.71
0.72,0.71,0.72,0.71
0.82,0.59,0.82,0.58
0.54,0.50,0.64,0.50
0.53,0.62,0.64,0.53
0.55,0.62,0.71,0.55
0.65,0.65,0.68,0.65
0.66,0.64,0.66,0.63
0.65,0.66,0.66,0.63
0.66,0.68,0.68,0.63
0.66,0.65,0.68,0.65
0.61,0.63,0.63,0.61
0.58,0.61,0.67,0.58
0.63,0.63,0.65,0.63
0.65,0.70,0.70,0.65
0.63,0.61,0.63,0.58
0.58,0.48,0.58,0.42
0.43,0.50,0.50,0.40
0.51,0.48,0.53,0.42
0.50,0.49,0.50,0.41
0.45,0.46,0.47,0.45
0.46,0.46,0.52,0.44
0.42,0.45,0.48,0.41
0.48,0.43,0.50,0.42
0.43,0.41,0.44,0.40
0.45,0.42,0.45,0.42
0.41,0.36,0.41,0.33
0.38,0.35,0.38,0.32
0.40,0.39,0.40,0.37
0.38,0.37,0.40,0.37
0.28,0.31,0.31,0.28
0.31,0.32,0.33,0.31
0.34,0.38,0.38,0.33
0.38,0.38,0.38,0.38
0.39,0.38,0.40,0.38
0.40,0.39,0.40,0.39
0.40,0.40,0.40,0.38
0.30,0.33,0.40,0.29
0.34,0.32,0.36,0.32
0.30,0.35,0.35,0.29
0.34,0.43,0.44,0.34
0.46,0.47,0.47,0.46
0.47,0.54,0.54,0.47
0.55,0.52,0.55,0.49
0.53,0.48,0.53,0.46
0.50,0.52,0.52,0.50
0.54,0.54,0.54,0.54
0.60,0.59,0.63,0.54
0.60,0.60,0.72,0.60
0.65,0.69,0.78,0.65
0.73,0.71,0.73,0.70
0.70,0.72,0.72,0.70
0.70,0.58,0.70,0.50
0.55,0.64,0.68,0.55
0.60,0.56,0.60,0.52
0.58,0.58,0.59,0.55
0.63,0.63,0.63,0.61
0.65,0.65,0.65,0.62
0.65,0.62,0.65,0.47
0.62,0.65,0.65,0.62
0.62,0.64,0.65,0.62
0.65,0.64,0.65,0.55
0.62,0.60,0.65,0.54
0.65,0.54,0.65,0.45
0.49,0.55,0.59,0.49
0.55,0.52,0.58,0.46
0.49,0.52,0.53,0.49
0.49,0.46,0.49,0.46
0.45,0.38,0.45,0.38
0.39,0.40,0.40,0.39
0.42,0.39,0.42,0.35
0.40,0.52,0.52,0.40
0.52,0.56,0.57,0.52
0.56,0.57,0.57,0.52
0.59,0.55,0.62,0.55
0.55,0.59,0.59,0.47
0.54,0.58,0.60,0.52
0.58,0.55,0.58,0.55
0.55,0.58,0.58,0.54
0.58,0.60,0.60,0.55
0.60,0.62,0.62,0.60
0.62,0.61,0.63,0.57
0.65,0.62,0.65,0.61
0.61,0.61,0.61,0.61
0.59,0.63,0.63,0.59
0.63,0.68,0.68,0.62
0.67,0.70,0.75,0.66
0.72,0.82,0.85,0.72
1.18,0.81,1.18,0.72
0.80,0.83,0.83,0.79
0.85,0.82,0.85,0.81
0.81,0.80,0.82,0.80
0.73,0.76,0.76,0.73
0.78,0.75,0.78,0.70
0.68,0.77,0.77,0.68
0.76,0.80,0.80,0.70
0.71,0.77,0.77,0.62
0.75,0.71,0.77,0.71
0.70,0.68,0.73,0.68
0.66,0.74,0.75,0.65
0.74,0.74,0.74,0.70
0.71,0.74,0.74,0.70
0.74,0.70,0.74,0.70
0.70,0.70,0.70,0.70
0.74,0.73,0.74,0.65
0.72,0.72,0.73,0.65
0.70,0.72,0.73,0.70
0.70,0.72,0.73,0.65
0.70,0.58,0.70,0.53
0.60,0.65,0.65,0.43
0.72,0.66,0.73,0.54
0.70,0.60,0.70,0.58
0.60,0.61,0.62,0.59
0.59,0.72,0.78,0.59
0.68,0.76,0.76,0.68
0.76,0.71,0.76,0.57
0.68,0.87,0.90,0.63
0.85,0.70,0.85,0.55
0.72,0.73,0.78,0.68
0.69,0.73,0.73,0.68
0.73,0.74,0.75,0.58
0.64,0.74,0.74,0.60
0.67,0.72,0.74,0.56
0.65,0.72,0.72,0.65
0.67,0.70,0.70,0.67
0.65,0.70,0.70,0.65
0.63,0.69,0.70,0.63
0.62,0.65,0.69,0.62
0.65,0.65,0.65,0.62
0.65,0.65,0.65,0.65
0.65,0.65,0.65,0.65
0.62,0.63,0.63,0.55
0.63,0.55,0.68,0.55
0.66,0.68,0.72,0.64
0.68,0.71,0.71,0.67
0.68,0.68,0.70,0.55
0.53,0.67,0.71,0.53
0.51,0.69,0.69,0.51
0.65,0.69,0.69,0.65
0.68,0.68,0.68,0.67
0.68,0.70,0.73,0.51
0.70,0.68,0.70,0.56
0.66,0.67,0.68,0.62
0.65,0.65,0.65,0.65
0.68,0.65,0.68,0.63
0.64,0.67,0.71,0.64
0.69,0.68,0.70,0.66
0.70,0.77,0.78,0.68
0.75,0.78,0.84,0.74
0.73,0.70,0.73,0.67
0.66,0.76,0.90,0.64
0.76,0.72,0.81,0.71
0.77,0.77,0.78,0.71
0.75,0.73,0.78,0.70
0.73,0.64,0.75,0.64
0.64,0.81,0.82,0.64
0.80,0.90,1.00,0.80
0.92,0.89,0.93,0.72
0.85,0.91,0.94,0.85
0.91,0.91,0.99,0.90
0.91,0.88,0.93,0.80
0.86,0.85,0.98,0.80
0.79,0.87,0.89,0.76
0.87,0.83,0.87,0.79
0.79,0.79,0.84,0.77
0.81,0.70,0.85,0.68
0.71,0.75,0.77,0.65
0.79,0.76,0.79,0.70
0.75,0.76,0.76,0.75
0.73,0.75,0.75,0.73
0.72,0.69,0.72,0.66
0.72,0.71,0.75,0.64
0.71,0.72,0.75,0.67
0.67,0.70,0.70,0.64
0.70,0.70,0.70,0.70
0.67,0.65,0.67,0.64
0.68,0.69,0.70,0.64
0.69,0.68,0.69,0.64
0.70,0.66,0.72,0.64
0.64,0.61,0.66,0.60
0.61,0.61,0.62,0.59
0.61,0.61,0.61,0.57
0.58,0.61,0.61,0.56
0.57,0.61,0.61,0.55
0.57,0.61,0.61,0.56
0.61,0.61,0.61,0.58
0.61,0.59,0.61,0.57
0.60,0.60,0.60,0.55
0.60,0.57,0.60,0.57
0.58,0.55,0.58,0.55
0.57,0.58,0.59,0.55
0.55,0.58,0.58,0.55
0.57,0.55,0.58,0.55
0.55,0.60,0.65,0.55
0.56,0.58,0.61,0.55
0.59,0.58,0.60,0.58
0.55,0.58,0.60,0.55
0.56,0.55,0.56,0.52
0.54,0.54,0.55,0.54
0.54,0.52,0.56,0.52
0.51,0.51,0.51,0.51
0.51,0.63,0.63,0.44
0.57,0.60,0.63,0.57
0.60,0.59,0.63,0.47
0.62,0.59,0.63,0.56
0.60,0.56,0.60,0.56
0.56,0.59,0.59,0.54
0.59,0.57,0.59,0.57
0.55,0.50,0.55,0.50
0.50,0.50,0.51,0.49
0.50,0.51,0.53,0.46
0.48,0.51,0.51,0.48
0.49,0.53,0.53,0.48
0.53,0.53,0.53,0.51
0.53,0.55,0.55,0.52
0.51,0.58,0.60,0.51
0.57,0.57,0.57,0.52
0.53,0.57,0.59,0.48
0.48,0.55,0.55,0.48
0.60,0.59,0.60,0.59
0.56,0.57,0.58,0.52
0.56,0.57,0.58,0.51
0.54,0.58,0.58,0.54
0.62,0.56,0.62,0.52
0.59,0.56,0.59,0.53
0.55,0.55,0.58,0.55
0.54,0.60,0.60,0.54
0.60,0.59,0.60,0.49
0.55,0.57,0.60,0.49
0.55,0.57,0.57,0.54
0.57,0.58,0.62,0.50
0.60,0.58,0.62,0.53
0.58,0.59,0.61,0.57
0.57,0.56,0.57,0.52
0.55,0.57,0.58,0.55
0.46,0.55,0.57,0.46
0.55,0.60,0.62,0.52
0.62,0.62,0.65,0.60
0.55,0.54,0.62,0.54
0.60,0.60,0.61,0.57
