EET,ProShares Ultra MSCI Emerging Markets,NASDAQ
61.18,62.18,62.23,60.66
63.19,63.98,64.38,63.19
63.15,64.95,65.40,62.88
65.44,65.15,66.11,64.76
64.95,62.98,65.54,62.09
61.29,62.01,62.95,61.05
62.09,60.92,62.09,60.00
60.95,61.09,62.10,60.94
62.37,62.73,62.96,62.06
62.29,61.49,63.05,61.22
63.33,67.60,67.60,63.33
66.16,65.97,66.36,65.65
66.81,67.65,68.28,66.81
67.98,68.24,68.25,67.15
69.34,69.42,69.42,68.78
68.58,67.98,68.85,67.54
67.34,67.21,67.34,67.00
67.30,68.86,68.99,67.30
70.00,70.08,70.67,69.68
70.42,68.65,70.42,68.07
68.19,69.47,69.50,68.19
67.71,69.50,69.55,67.71
68.23,67.50,68.28,67.40
67.72,67.22,67.72,66.94
66.26,66.50,68.06,65.50
68.09,68.85,69.30,67.75
68.71,68.75,69.64,68.71
68.21,67.92,68.24,67.21
67.22,66.26,67.22,65.99
65.00,64.79,65.51,64.65
66.14,67.38,67.52,65.39
67.70,68.15,68.22,67.70
68.13,68.83,69.30,67.95
69.53,69.45,69.95,68.96
70.00,69.93,70.32,69.93
68.38,68.54,68.64,67.10
68.48,67.00,68.83,66.96
66.07,64.71,66.37,64.65
64.20,64.44,65.16,64.04
62.87,61.43,63.03,61.26
63.19,63.27,63.33,63.08
64.55,64.84,65.21,63.69
65.04,63.76,65.17,63.76
61.28,60.63,61.50,60.41
60.29,60.93,61.84,60.13
62.97,62.33,63.25,62.33
62.65,62.87,62.87,61.94
64.26,63.49,64.32,63.49
64.05,65.68,65.72,64.02
66.29,67.40,67.60,66.19
69.13,69.28,69.75,67.84
70.65,72.96,73.33,70.65
73.96,74.07,74.53,73.56
73.61,74.24,74.59,73.40
73.78,72.41,73.78,72.40
72.63,73.37,73.69,72.49
75.86,75.01,76.00,74.93
75.04,74.60,75.27,74.59
74.29,81.28,81.28,73.70
80.59,80.25,80.62,79.18
79.34,76.59,79.34,76.30
76.89,77.04,77.72,75.97
76.45,75.74,76.80,75.67
75.85,75.44,75.88,74.42
75.44,75.20,76.00,74.82
74.15,73.20,74.15,73.01
71.42,71.73,72.16,71.42
73.07,74.50,74.50,73.00
73.83,74.98,74.98,73.83
75.86,74.69,76.18,73.60
75.07,76.47,76.58,75.07
74.65,74.96,75.59,74.65
75.97,73.88,76.16,73.87
74.15,75.30,75.30,74.15
76.67,78.37,78.55,76.67
77.97,79.13,79.31,77.97
78.50,79.98,80.42,78.50
79.43,78.68,79.78,78.40
79.89,79.60,80.36,79.37
79.71,80.89,80.90,79.69
81.16,80.92,81.71,80.88
80.89,80.89,81.20,80.34
81.51,82.01,83.14,81.51
79.90,78.23,79.90,78.22
79.67,78.05,79.67,77.90
77.80,78.85,78.85,77.80
79.64,79.65,79.92,79.25
79.90,80.01,80.38,79.90
80.69,79.38,80.69,78.51
79.35,78.71,79.35,78.44
77.71,77.78,77.78,77.32
78.21,78.80,78.82,78.05
76.88,75.57,77.00,75.52
76.38,76.03,77.15,75.91
76.50,73.28,76.61,72.92
73.28,72.76,73.28,71.67
73.24,72.24,73.24,71.90
72.53,71.16,72.53,70.50
70.25,71.87,71.96,70.04
72.00,74.21,74.21,71.39
76.20,76.55,77.48,75.74
79.38,78.12,79.97,78.12
78.19,77.28,78.59,77.13
78.12,75.21,78.12,74.71
74.40,75.00,75.17,74.39
74.82,76.11,76.24,74.82
76.20,73.81,76.20,73.81
73.79,74.46,74.97,72.79
74.69,75.28,75.96,74.55
76.99,77.12,77.49,76.75
77.13,74.04,77.13,73.63
73.34,73.26,74.11,72.50
73.00,72.52,73.47,71.75
72.83,72.45,72.83,72.30
75.00,75.62,76.22,74.59
73.50,75.58,76.55,73.50
75.25,75.56,75.92,75.21
74.26,72.30,74.41,72.30
72.00,71.90,72.30,70.90
71.80,72.17,72.20,71.33
73.53,72.79,73.53,72.76
72.37,71.42,72.37,71.41
72.43,74.70,76.10,71.00
72.54,71.94,72.54,70.56
71.92,71.31,72.55,71.17
72.16,72.22,73.55,72.16
73.15,73.25,73.40,73.15
72.35,72.00,72.64,72.00
73.40,74.05,74.05,73.34
74.37,75.00,75.09,74.37
75.15,75.89,76.05,75.15
73.00,70.66,73.00,70.04
71.20,70.05,71.20,69.50
69.72,68.92,69.72,68.65
69.50,69.40,69.99,69.15
69.81,69.21,69.81,69.00
69.02,68.15,69.02,66.86
68.44,70.40,70.69,68.44
71.00,69.24,71.00,68.60
69.98,70.39,70.39,69.03
70.59,70.57,70.71,69.72
69.51,69.25,69.91,69.01
69.00,68.68,69.05,68.50
69.26,68.83,69.26,68.00
70.08,70.67,70.69,68.87
68.01,66.70,68.01,65.74
65.32,63.14,65.32,63.00
63.30,62.66,63.92,61.61
63.59,63.54,64.21,63.28
62.03,62.26,63.42,61.09
63.31,62.97,63.84,62.44
61.08,63.29,63.29,61.08
62.05,59.48,62.08,59.48
61.22,62.00,62.68,61.21
61.01,61.67,62.20,60.63
62.25,64.02,64.28,62.25
64.83,64.52,65.53,64.06
64.01,63.32,64.01,62.73
64.30,65.97,66.38,64.13
66.75,65.84,67.63,65.80
65.00,66.19,66.19,63.92
66.99,68.08,68.76,66.99
68.58,66.32,68.58,66.32
66.18,65.30,66.85,65.30
65.73,65.58,65.73,65.58
66.80,66.96,67.67,66.80
66.90,67.89,67.89,66.90
67.39,65.68,67.39,65.41
66.03,65.83,66.83,65.50
66.80,67.74,68.30,66.74
68.67,66.84,68.67,66.19
65.06,64.66,65.12,64.03
67.75,67.15,67.75,66.61
66.53,67.12,67.12,66.34
68.44,69.03,69.50,68.44
68.86,66.73,68.86,66.42
65.77,65.63,65.77,65.35
66.47,64.66,67.02,64.63
64.16,64.45,64.56,64.05
65.12,62.53,65.34,62.47
63.48,63.47,63.96,62.85
64.26,64.91,65.48,64.26
66.00,66.93,66.93,66.00
66.14,64.33,66.28,63.64
64.25,64.42,64.42,64.25
66.25,65.37,66.84,65.06
66.06,66.97,66.97,65.68
67.48,68.22,68.37,67.48
69.37,68.70,69.41,68.68
68.65,70.40,70.46,68.64
71.01,71.37,72.15,71.01
73.49,72.72,73.49,72.08
74.00,73.74,74.00,73.21
73.80,74.42,74.42,73.54
73.00,73.44,73.74,72.39
75.50,73.48,76.49,73.25
73.75,74.48,74.49,73.26
76.23,76.08,76.91,75.10
76.99,76.90,76.99,75.00
76.41,74.82,77.32,74.67
74.03,75.71,75.71,74.00
75.76,74.68,75.76,74.06
74.05,72.10,74.41,70.51
73.10,74.56,74.66,73.10
75.20,76.23,76.30,74.50
76.50,75.31,76.50,74.50
75.00,74.38,75.00,74.28
73.25,73.01,73.58,72.28
73.35,73.69,73.69,72.32
72.00,71.68,72.27,70.71
71.19,71.92,72.37,71.01
72.43,73.17,73.98,70.86
72.21,73.15,73.20,72.03
73.49,73.25,74.10,72.47
73.65,73.76,74.30,72.68
73.61,72.99,73.71,72.98
74.30,73.76,74.66,73.55
73.99,74.85,74.95,73.99
75.00,75.42,75.42,74.40
75.28,74.55,75.28,74.25
75.90,76.47,76.66,75.88
76.51,77.06,78.20,76.51
78.47,78.06,78.80,78.02
78.82,76.70,78.82,76.41
77.90,79.13,79.66,77.90
79.57,78.83,79.57,78.83
78.90,78.32,79.13,77.79
78.45,78.78,78.80,78.31
79.99,79.65,80.00,79.28
80.00,79.45,80.00,79.42
79.45,78.63,79.50,77.70
79.96,79.76,79.96,78.51
80.46,79.28,80.46,79.14
78.54,77.78,78.54,76.78
77.58,78.49,78.86,77.29
78.86,78.90,79.50,78.25
78.89,78.30,78.89,77.82
79.73,79.60,79.97,78.81
81.30,81.06,81.80,80.96
81.84,82.03,82.17,81.05
82.37,82.37,82.83,82.00
82.15,82.07,82.60,81.61
82.98,80.86,82.98,80.75
80.45,81.30,81.46,80.14
81.00,80.45,81.14,80.07
80.45,80.71,80.71,79.60
81.06,80.92,81.95,79.74
82.54,81.56,82.54,80.83
81.31,80.96,81.31,80.47
81.14,80.74,81.14,80.28
80.62,80.70,82.00,80.20
80.30,80.59,80.61,80.27
81.20,81.44,81.44,80.84
81.78,81.44,81.78,80.58
81.44,81.00,81.96,81.00
82.00,82.48,82.74,82.00
83.49,83.30,83.49,83.06
83.27,84.32,84.53,83.00
84.56,84.64,85.00,83.95
84.56,83.55,84.56,83.35
83.95,84.58,84.58,83.81
82.43,83.34,83.34,81.65
83.13,83.81,84.00,83.12
84.65,84.90,84.90,84.07
84.59,84.62,85.00,84.08
85.02,85.16,85.73,84.99
84.05,81.57,84.16,81.57
83.81,84.47,84.54,83.81
83.68,85.35,85.35,83.68
86.57,86.78,87.07,86.51
86.85,86.73,86.92,86.20
86.74,87.50,87.57,86.74
86.93,86.66,86.93,86.14
86.66,88.12,88.15,86.66
88.16,86.97,88.16,86.84
87.93,86.00,87.93,85.36
84.18,82.82,84.20,82.55
83.63,84.22,84.48,82.38
84.96,85.79,85.81,84.23
83.78,82.77,84.00,82.28
82.01,81.71,82.58,81.61
82.12,81.11,82.12,80.46
81.40,82.54,82.93,81.33
83.74,84.94,84.94,83.74
84.13,84.60,84.60,84.13
85.96,85.64,86.22,85.40
85.58,86.07,86.16,85.58
86.71,85.47,86.71,84.84
86.19,87.12,87.12,85.97
87.15,87.96,87.96,87.15
87.43,87.79,87.90,86.89
87.23,86.90,87.28,86.69
87.23,86.54,87.23,85.96
86.75,87.64,87.66,86.75
88.26,88.74,88.86,88.26
88.91,89.56,89.56,88.82
87.54,87.75,87.97,87.36
88.35,87.48,88.81,87.48
87.19,87.43,87.43,86.86
90.40,89.63,90.62,89.60
90.12,88.90,90.50,88.90
89.69,90.50,90.50,89.00
90.00,88.66,90.55,88.22
87.47,85.99,87.48,85.48
84.51,84.80,84.95,84.25
84.23,84.00,84.59,84.00
83.89,82.85,83.89,82.12
82.08,81.90,82.16,81.20
81.40,83.92,85.00,81.40
83.95,83.80,84.40,83.00
82.39,82.57,83.30,82.38
83.37,81.44,83.37,81.00
80.25,78.67,80.25,78.20
78.33,77.77,79.10,77.63
78.90,80.19,80.47,78.58
78.21,76.83,78.21,76.26
77.08,77.56,78.01,76.74
74.05,74.37,75.00,73.24
73.75,74.25,74.28,73.48
73.26,71.40,73.32,71.02
71.27,72.01,72.60,70.00
72.33,73.00,73.35,71.60
75.19,75.04,76.31,74.88
74.83,74.01,75.10,73.84
74.22,75.84,76.25,72.34
75.40,73.69,75.40,73.02
71.94,70.50,72.00,70.07
72.40,71.60,73.88,71.60
72.15,72.65,73.37,71.32
72.54,70.97,72.54,67.68
67.02,69.36,71.20,67.02
70.85,71.32,71.58,70.56
70.71,71.42,71.57,70.71
71.48,72.19,72.54,71.48
72.00,70.92,72.00,70.84
71.52,71.42,71.90,71.04
71.42,72.35,72.42,71.23
69.83,71.02,71.02,69.33
72.41,73.77,74.34,72.41
74.96,73.92,75.75,73.40
74.96,75.43,75.70,74.47
75.86,76.20,76.98,75.74
76.20,75.02,76.20,74.51
75.00,74.83,75.00,74.10
74.00,73.80,74.00,72.75
72.94,71.74,72.94,71.74
71.86,72.70,72.82,71.86
74.31,73.25,74.31,73.05
72.76,73.21,73.34,72.46
73.18,72.77,73.76,72.77
72.91,72.42,73.21,72.25
72.29,73.40,73.42,72.02
71.78,71.92,72.18,71.59
72.20,72.52,72.83,71.89
71.90,72.87,73.26,71.72
73.00,72.57,73.12,72.50
74.95,76.85,77.16,74.95
76.50,75.95,76.50,75.54
75.86,74.64,76.00,74.64
76.03,76.91,76.91,76.03
75.16,73.76,75.16,73.69
72.36,71.34,72.36,70.90
71.30,71.08,71.65,70.75
71.31,71.35,71.94,71.31
71.93,71.83,72.09,71.29
70.81,71.31,71.59,70.67
70.11,69.36,70.23,68.55
67.41,67.98,67.99,66.91
67.43,66.04,67.43,65.82
65.18,64.54,65.90,64.41
64.40,62.74,64.40,62.72
62.70,61.09,62.75,60.24
59.83,60.81,62.28,59.06
60.31,64.02,64.21,60.31
65.26,64.73,66.00,64.28
65.55,66.67,66.73,65.55
67.49,67.77,67.88,67.39
67.16,66.68,67.16,65.93
66.65,67.41,67.41,66.65
68.43,67.81,68.82,67.81
68.64,67.39,68.64,67.39
67.10,67.84,67.87,67.09
68.01,67.56,68.17,67.38
66.15,65.44,66.15,65.44
65.07,63.53,65.07,63.22
63.73,62.65,63.77,62.23
64.21,65.23,65.52,64.21
67.25,67.66,68.13,67.25
68.08,67.80,68.37,66.87
67.40,66.45,67.40,66.19
67.87,67.17,68.57,67.17
66.38,66.63,66.85,66.08
67.70,67.20,67.93,67.04
67.51,68.02,68.03,67.39
67.71,68.05,68.05,67.31
69.00,70.74,70.74,69.00
71.83,74.04,74.04,71.83
72.90,73.10,73.14,72.75
72.14,72.58,72.62,71.74
71.25,71.85,71.91,71.25
71.18,70.22,71.31,70.13
69.84,70.15,70.15,68.80
67.07,66.48,67.88,66.48
68.05,69.03,69.03,67.76
70.29,71.12,71.12,70.26
71.45,70.62,71.95,70.62
70.23,71.30,71.44,70.23
69.61,68.70,69.85,68.70
69.47,68.87,69.47,68.50
68.32,68.25,68.53,67.82
67.02,67.42,67.42,66.68
69.20,70.23,70.23,68.90
71.03,71.75,71.95,71.03
71.72,71.48,71.72,70.30
70.73,71.18,71.70,70.32
70.26,70.45,70.50,70.26
70.16,71.96,71.96,70.16
70.79,70.23,71.29,70.23
71.00,72.58,72.58,70.97
72.28,72.40,72.40,72.28
72.27,72.05,72.27,72.05
72.69,72.50,72.69,72.22
71.99,71.79,71.99,71.16
71.00,70.79,71.12,70.67
69.97,68.95,69.97,68.50
69.50,69.15,69.50,69.00
69.15,67.09,69.15,66.55
67.31,66.55,67.31,66.50
64.83,63.63,64.83,63.62
64.00,64.52,64.65,63.92
66.44,65.32,66.53,65.13
64.58,63.41,64.58,62.80
64.91,65.17,65.27,64.79
65.54,66.75,66.84,65.35
66.48,69.97,70.38,66.40
68.88,67.78,68.91,67.09
68.76,69.60,69.88,68.76
70.50,70.19,70.50,69.75
70.99,70.70,70.99,70.10
71.00,68.78,71.00,68.76
68.25,67.27,68.25,66.64
67.58,67.25,67.58,67.00
69.01,70.10,70.40,68.86
69.99,69.58,70.12,68.89
71.67,71.25,71.67,70.40
72.33,73.77,73.77,72.33
74.63,75.98,76.65,74.63
75.28,75.46,75.98,74.89
77.46,78.05,78.40,77.30
78.53,79.57,79.75,78.46
78.95,79.92,79.96,78.52
80.02,79.02,80.68,79.02
78.53,79.30,79.82,78.50
79.37,80.64,80.64,79.16
81.32,82.32,82.56,80.86
78.77,78.86,79.20,77.43
78.45,78.92,79.15,78.44
79.70,79.53,80.81,79.53
80.32,81.57,81.66,80.08
81.28,82.35,82.99,81.10
83.22,82.84,83.39,82.67
83.74,83.78,84.19,83.30
83.94,84.36,84.40,83.39
82.71,82.00,82.98,81.62
81.54,79.85,81.54,79.53
80.43,80.55,81.10,79.58
81.16,81.27,81.55,80.60
80.58,79.36,80.94,79.36
79.39,77.62,79.67,77.19
76.88,77.29,77.38,76.11
78.06,79.30,80.37,78.06
79.50,78.17,79.50,77.59
76.91,77.41,77.60,76.08
78.21,77.75,79.23,77.53
78.72,79.26,79.30,78.70
79.00,80.53,80.53,78.80
79.73,78.85,79.73,78.85
79.08,78.94,79.35,78.65
78.81,78.76,79.15,78.25
78.07,78.58,78.58,77.66
78.74,78.22,79.00,78.22
77.70,76.37,77.79,75.65
75.12,76.17,76.37,74.59
73.89,73.95,74.35,73.12
73.76,72.98,73.95,72.35
72.58,72.12,72.60,71.82
71.75,73.02,73.51,71.41
72.33,71.82,72.50,71.55
71.11,69.71,71.11,69.70
69.02,69.39,70.00,68.31
69.39,69.35,69.56,69.01
68.99,68.30,68.99,68.12
69.18,70.06,70.27,69.18
69.66,69.72,69.98,69.21
69.24,69.50,69.50,69.24
67.62,68.01,68.08,67.54
67.72,68.02,68.33,67.30
67.72,69.11,69.50,67.68
69.81,70.02,70.56,69.70
69.94,69.72,69.94,69.63
70.77,71.00,71.23,70.50
71.63,72.41,72.41,71.62
72.27,71.46,72.27,71.41
71.01,70.72,71.01,70.72
70.29,69.60,70.29,69.28
66.91,66.59,67.65,66.21
67.08,68.84,68.84,67.08
68.76,68.21,69.23,67.83
68.78,68.75,69.68,68.75
68.06,64.70,68.06,64.42
63.89,62.88,63.89,60.79
62.37,58.51,62.37,58.40
59.18,60.86,62.50,59.18
63.95,63.97,64.38,63.08
64.64,64.90,65.04,64.64
64.32,65.27,65.29,63.94
64.55,63.77,64.55,63.40
64.40,65.35,65.35,64.40
65.35,64.95,65.35,64.88
64.50,64.28,64.50,63.36
64.75,64.25,64.77,64.20
62.87,62.47,63.08,62.47
62.25,61.09,62.25,61.00
60.66,59.16,60.66,59.00
57.05,57.01,57.79,56.86
58.19,58.16,58.47,57.22
58.56,59.64,59.91,58.56
58.44,58.22,58.44,57.71
58.69,59.50,59.80,58.69
57.68,57.34,58.01,57.13
58.49,57.91,58.50,57.61
58.48,58.20,58.66,58.05
58.07,56.95,58.07,56.74
56.84,56.80,57.12,56.80
57.47,58.94,59.19,57.47
56.43,55.99,56.58,55.36
54.16,54.85,54.86,53.90
54.70,54.63,54.98,54.42
54.80,54.60,55.00,54.50
53.61,53.22,53.61,52.89
52.69,52.23,52.69,51.82
51.14,50.87,51.75,50.10
49.35,49.27,49.60,49.00
48.13,46.28,48.13,46.20
42.58,42.87,44.62,33.00
46.50,44.30,46.87,44.30
45.20,46.11,46.19,44.38
48.12,50.09,50.22,48.02
48.39,48.64,49.53,48.36
48.06,48.95,49.00,47.45
46.04,45.06,46.19,44.98
46.40,46.41,46.41,45.70
46.86,47.17,48.07,46.86
45.48,44.23,45.48,43.73
46.40,46.74,46.74,46.20
48.65,47.17,48.77,46.97
47.03,47.46,47.49,47.03
47.24,47.99,47.99,47.24
47.65,47.47,47.65,47.09
47.90,48.77,48.77,47.87
50.31,51.40,51.40,50.31
50.69,51.00,52.55,50.54
50.40,48.54,50.40,48.30
48.97,48.51,49.03,48.36
46.76,46.91,46.91,46.30
46.28,45.34,46.28,45.34
44.13,44.86,45.07,44.13
46.28,44.97,46.28,44.69
44.09,43.08,44.09,42.70
43.03,43.00,43.33,43.00
45.40,45.42,45.84,45.33
45.80,46.10,46.25,45.80
46.10,48.57,48.62,46.10
49.82,50.72,50.87,49.82
50.31,50.55,50.80,50.26
51.99,53.25,54.03,51.99
52.86,54.63,54.63,52.86
55.57,54.75,55.70,54.61
55.05,54.00,55.05,54.00
53.02,52.25,53.02,52.25
52.90,53.01,53.18,52.79
55.00,55.71,55.71,55.00
55.06,55.83,55.95,54.91
54.73,54.57,54.75,54.17
54.59,54.64,54.64,54.59
54.21,53.09,54.21,53.09
54.44,55.18,55.18,54.44
56.16,56.02,56.16,55.66
54.93,54.90,55.03,54.90
53.95,53.70,53.95,53.49
53.92,52.63,54.00,52.00
51.47,51.45,51.60,51.11
51.95,51.58,51.95,51.28
52.36,53.53,53.53,52.36
53.65,54.78,55.28,53.37
55.13,53.97,55.21,53.92
54.03,54.32,54.43,53.67
52.00,52.48,52.48,51.24
51.42,49.94,51.42,49.90
49.65,49.63,49.65,49.33
49.85,49.79,50.02,49.79
49.56,49.00,49.69,49.00
48.30,47.40,48.30,47.40
48.00,49.20,49.20,47.73
49.40,48.99,49.43,48.95
49.16,49.16,49.16,49.16
50.83,51.17,51.17,50.83
52.20,51.92,52.20,51.80
nan,51.92,nan,nan
51.50,51.57,51.57,51.40
51.00,50.95,51.00,50.90
49.46,48.73,49.46,48.73
48.60,48.36,48.60,48.16
49.26,49.42,49.44,49.09
48.99,48.54,48.99,48.54
48.87,47.72,48.87,47.50
47.00,48.19,48.19,47.00
47.72,46.75,47.72,46.75
45.34,45.55,45.55,44.90
45.58,45.11,46.00,45.05
44.96,44.28,44.96,44.28
42.69,41.79,42.69,41.79
42.50,43.30,43.30,42.03
44.64,44.44,44.81,44.44
45.28,46.39,46.51,45.10
46.31,45.98,46.31,45.98
44.93,45.07,45.07,44.78
45.03,45.26,45.45,45.03
45.40,46.11,46.11,45.40
47.23,47.23,47.23,47.23
46.87,47.22,47.23,46.87
46.18,46.40,46.45,46.15
46.68,46.55,46.68,46.49
45.46,45.49,45.50,45.46
45.19,44.98,45.58,44.96
43.10,42.62,43.10,41.99
42.80,42.65,42.83,42.62
40.87,41.19,41.28,40.87
39.20,38.38,39.31,38.35
39.09,37.51,39.09,37.46
37.55,37.71,37.71,37.00
38.24,37.83,38.46,37.57
38.29,36.96,38.29,36.69
36.82,38.15,38.15,36.40
35.00,34.93,35.20,34.58
36.64,35.53,36.64,35.45
34.22,33.70,34.22,32.82
34.50,34.74,35.43,34.50
36.47,36.91,37.04,36.30
36.20,36.53,36.53,36.19
36.18,36.70,36.70,36.18
36.85,36.35,37.55,36.00
37.19,37.60,37.60,37.12
39.11,39.96,39.96,38.96
38.73,39.52,39.52,38.66
37.67,36.70,37.67,36.68
37.63,38.69,38.69,37.30
40.40,40.40,40.40,40.40
39.22,38.48,39.22,38.33
37.35,36.76,37.35,36.76
36.75,36.55,36.75,36.31
37.74,37.70,37.74,37.70
35.00,35.51,35.80,35.00
36.15,36.81,36.81,35.82
38.29,38.47,38.55,37.92
40.00,39.79,40.25,39.64
39.85,39.33,39.85,39.33
39.10,39.07,39.39,39.04
40.40,40.75,40.82,40.40
39.75,39.33,39.75,39.15
38.10,39.20,39.20,38.10
38.53,38.41,38.53,38.40
39.25,39.17,39.25,39.17
39.69,39.20,39.69,39.20
40.73,42.08,42.08,40.73
42.26,43.00,43.00,42.19
43.20,44.01,44.18,43.20
45.75,45.72,46.27,45.67
45.67,45.88,46.25,45.67
43.91,44.01,44.02,43.82
44.57,44.62,45.06,44.55
nan,44.62,nan,nan
46.52,46.52,46.52,46.52
46.31,46.51,46.68,46.31
44.87,44.81,44.87,44.34
44.85,46.63,46.71,44.85
48.00,48.54,48.92,48.00
49.20,49.02,49.52,48.94
nan,49.02,nan,nan
49.00,49.37,49.49,49.00
nan,49.37,nan,nan
46.24,47.18,47.18,46.24
47.19,47.43,47.43,47.19
46.96,48.71,48.71,46.96
50.63,49.94,50.63,49.80
50.06,50.06,50.06,50.06
47.66,49.42,49.49,47.66
49.11,48.35,49.11,48.29
46.85,46.35,47.06,46.28
46.52,47.24,47.27,46.52
46.28,45.60,46.28,45.36
47.69,47.15,47.89,47.00
48.98,48.49,49.10,48.35
49.10,50.06,50.39,48.49
51.65,51.51,51.75,50.98
51.55,51.20,51.55,51.00
51.21,50.65,51.41,50.50
50.45,51.04,51.49,50.15
52.21,52.82,52.88,51.97
52.05,52.04,52.55,51.42
51.93,51.23,52.05,50.97
50.79,50.52,51.37,50.37
50.78,49.83,50.78,49.76
50.41,50.67,50.91,50.37
50.67,51.50,51.58,50.26
51.00,50.44,51.43,50.34
50.00,50.19,50.51,49.12
50.04,49.85,50.04,49.21
48.16,46.95,48.16,46.87
46.16,45.43,46.40,45.21
46.02,45.30,46.31,45.12
45.20,45.50,45.78,44.93
45.51,44.30,45.51,44.00
45.12,46.00,46.07,45.12
45.69,45.83,46.30,45.52
46.17,45.74,46.17,45.42
44.87,43.74,44.97,43.58
44.60,44.69,45.22,44.60
44.84,44.49,45.14,44.30
44.01,43.62,44.70,43.09
42.98,42.90,43.10,42.25
43.50,43.66,43.85,43.38
43.68,43.50,44.05,43.50
44.03,44.48,44.67,44.00
45.07,45.40,45.90,45.07
46.00,46.25,46.25,45.71
46.55,46.08,46.55,45.90
46.13,46.10,46.58,45.95
45.92,46.13,46.23,45.74
46.20,46.84,46.90,46.10
47.86,48.09,48.18,47.12
48.48,49.19,49.42,48.41
49.73,50.10,50.17,49.73
50.82,50.73,50.90,50.55
49.62,49.63,49.80,49.39
47.58,47.11,48.04,47.06
45.87,45.80,46.55,45.74
45.42,45.45,45.75,44.83
46.28,46.83,47.11,46.28
45.10,46.18,46.18,44.35
46.17,46.30,46.35,45.97
48.03,48.12,48.67,48.03
48.30,48.71,48.91,48.30
49.47,48.98,49.51,48.98
50.35,51.00,51.00,50.28
45.48,45.46,47.53,44.87
44.72,43.97,44.72,43.00
46.02,46.45,46.45,45.96
48.52,48.83,48.95,48.45
49.28,49.60,49.90,49.14
50.70,50.94,51.07,50.52
49.53,48.81,49.53,48.51
47.16,48.26,48.34,47.07
48.52,48.52,48.52,48.52
49.64,50.27,50.44,49.26
51.22,51.58,51.93,51.15
52.77,52.83,53.19,52.34
52.76,52.57,52.82,51.83
53.70,54.08,54.48,53.70
54.00,53.85,54.23,53.53
53.54,54.80,54.84,53.50
53.80,53.46,53.88,53.33
53.76,54.24,54.45,53.73
54.04,53.79,54.49,53.57
54.12,54.45,54.45,53.95
54.29,53.46,54.29,53.45
54.03,54.44,54.57,54.03
54.68,54.77,54.90,53.90
54.58,54.50,54.58,54.10
54.67,55.43,55.50,54.57
55.55,55.25,55.79,55.15
55.01,54.20,55.03,53.42
53.47,54.73,54.96,53.22
54.96,55.30,55.72,54.95
56.02,56.51,56.57,55.72
57.37,57.29,57.82,57.29
58.00,58.20,58.67,58.00
58.80,58.01,58.91,57.89
58.72,59.70,59.73,58.55
59.35,58.86,59.63,58.75
60.00,60.45,61.00,60.00
59.75,60.05,60.24,59.61
58.96,59.00,59.45,58.31
59.51,60.35,60.45,59.51
58.72,59.39,59.56,58.70
58.50,58.09,59.04,57.68
59.13,57.79,59.13,57.77
57.34,57.62,57.87,57.11
57.41,57.70,57.87,57.24
58.14,56.74,59.19,56.09
57.59,57.59,57.60,57.59
57.92,57.42,57.92,57.42
56.66,56.08,56.66,55.76
56.25,57.02,57.02,56.01
58.94,58.65,58.94,58.20
60.36,61.24,61.56,60.17
61.46,61.28,61.46,60.87
60.95,60.74,61.15,60.45
58.81,56.85,58.81,56.75
55.09,57.61,57.61,54.64
55.31,54.52,55.89,53.88
54.60,54.93,55.71,54.60
55.21,56.97,57.10,55.21
55.79,56.01,56.01,54.98
57.30,56.83,57.96,56.70
57.27,57.27,57.39,57.00
57.88,60.10,60.10,57.87
60.64,61.18,61.56,60.50
59.78,59.44,60.19,59.44
58.22,57.80,58.43,57.72
58.27,59.06,59.06,58.27
59.54,60.24,60.24,58.34
59.80,58.20,59.80,58.09
58.36,58.98,59.02,58.36
58.86,59.52,59.52,58.50
59.52,58.23,59.66,57.84
59.05,59.54,59.54,59.05
59.19,59.70,59.70,58.88
60.00,59.53,60.09,58.54
60.09,60.55,60.79,60.09
58.50,57.82,58.50,57.29
57.21,57.47,57.79,57.04
55.73,56.92,56.92,55.18
57.78,56.83,57.78,56.67
56.59,56.59,56.70,56.45
58.50,58.69,58.75,58.46
59.09,59.40,59.46,58.98
59.02,58.92,59.34,58.61
58.92,58.92,58.92,58.92
60.70,59.31,60.70,59.31
59.45,59.87,59.96,59.45
58.88,58.18,58.88,58.18
58.50,57.25,58.50,57.23
57.35,56.59,57.88,56.26
57.30,57.41,57.73,57.24
57.70,56.49,57.70,55.98
55.79,55.20,56.26,54.77
55.50,54.60,55.50,54.45
53.85,53.83,54.35,53.69
56.39,57.72,57.72,56.35
56.97,58.71,58.82,56.80
54.32,54.58,55.48,53.51
53.75,51.47,53.75,50.93
49.59,49.16,50.21,48.52
48.89,48.50,49.13,48.05
49.60,50.77,50.77,49.60
49.58,49.62,50.13,49.31
50.25,50.04,50.76,50.04
50.67,50.07,50.67,49.72
50.45,50.66,50.83,50.40
51.58,51.77,51.77,51.42
50.95,50.87,51.03,50.87
51.37,51.50,51.63,51.37
51.80,52.09,52.30,51.80
51.59,52.09,52.09,51.59
52.50,52.50,52.50,52.44
51.50,51.07,51.62,50.97
50.86,50.95,51.48,50.86
51.47,51.91,52.06,51.47
52.18,52.35,52.42,51.83
53.00,53.97,54.13,53.00
53.97,54.58,54.75,53.80
54.14,54.40,54.47,54.04
