ICE,Intercontinental Exchange Inc. Common Stock,NASDAQ
57.80,58.56,58.62,57.64
58.82,59.08,59.42,58.64
59.42,59.46,59.57,58.86
59.40,59.66,59.86,59.05
59.61,59.59,59.83,59.01
59.62,59.41,59.82,59.21
59.32,58.37,59.50,58.30
58.64,58.33,59.47,58.25
58.64,57.92,59.40,57.84
57.79,57.66,57.99,57.36
58.01,58.07,58.07,57.42
58.07,57.33,58.07,57.29
57.28,57.28,57.28,56.83
57.21,56.82,57.45,56.63
57.12,57.28,57.42,56.89
57.31,56.65,57.47,56.62
56.82,56.49,56.85,56.36
56.70,56.42,56.90,56.24
56.90,56.22,56.96,55.80
56.46,57.21,57.46,56.32
57.02,56.97,57.72,56.70
57.04,57.34,57.54,56.90
57.28,57.02,57.69,56.89
57.11,56.77,57.16,56.68
56.91,56.84,56.96,56.04
56.53,56.72,56.98,55.80
57.06,56.83,57.44,56.67
