FDX,FedEx Corporation Common Stock,NASDAQ
194.36,193.33,194.46,191.60
193.32,196.52,196.72,192.28
196.75,197.07,197.30,193.60
196.29,196.60,196.99,195.13
195.87,197.64,198.24,195.70
198.66,201.02,201.57,197.50
200.78,197.92,201.00,197.61
197.73,197.92,199.77,197.27
198.82,196.48,199.36,195.45
196.67,197.62,198.07,195.75
198.92,198.74,199.49,196.55
194.50,192.12,195.97,192.04
192.24,190.89,192.46,190.78
191.48,191.86,193.02,190.81
191.97,190.55,192.53,190.51
190.83,188.45,191.57,188.02
188.85,186.95,189.64,186.42
187.80,186.20,187.96,185.68
186.57,187.70,189.67,186.57
188.50,188.71,189.40,187.36
188.71,188.41,190.37,187.95
188.11,190.25,191.74,187.90
189.58,189.69,190.53,189.01
189.06,188.42,189.90,188.35
188.25,189.24,189.44,188.00
188.66,187.38,188.87,186.34
187.79,187.01,188.70,186.68
