TBIO,Transgenomic,NASDAQ
0.38,0.45,0.45,0.37
0.42,0.44,0.44,0.40
0.42,0.41,0.42,0.41
0.41,0.41,0.41,0.40
0.41,0.42,0.42,0.41
0.40,0.40,0.42,0.35
0.40,0.41,0.41,0.38
0.42,0.41,0.42,0.38
0.42,0.42,0.42,0.42
0.39,0.42,0.42,0.39
0.42,0.41,0.42,0.38
0.38,0.41,0.41,0.38
0.38,0.39,0.39,0.38
0.38,0.38,0.39,0.38
0.37,0.38,0.38,0.37
0.35,0.40,0.42,0.35
0.40,0.42,0.42,0.40
0.39,0.41,0.42,0.39
0.40,0.41,0.42,0.39
0.42,0.39,0.42,0.37
0.40,0.46,0.46,0.38
0.46,0.47,0.48,0.46
0.47,0.43,0.47,0.42
0.40,0.46,0.46,0.40
0.46,0.46,0.46,0.46
0.46,0.45,0.46,0.43
0.45,0.45,0.45,0.42
0.43,0.45,0.45,0.43
0.45,0.45,0.45,0.43
0.45,0.44,0.45,0.44
0.43,0.42,0.44,0.42
0.44,0.45,0.45,0.44
0.42,0.43,0.43,0.40
0.41,0.44,0.44,0.34
0.43,0.41,0.45,0.40
0.44,0.41,0.44,0.40
0.40,0.40,0.42,0.39
0.40,0.40,0.40,0.39
0.40,0.39,0.40,0.36
0.39,0.39,0.39,0.39
0.39,0.39,0.39,0.36
0.36,0.38,0.39,0.36
0.36,0.37,0.38,0.35
0.38,0.36,0.38,0.34
0.34,0.38,0.38,0.34
0.35,0.38,0.38,0.35
0.37,0.38,0.38,0.37
0.37,0.35,0.38,0.35
0.35,0.36,0.36,0.34
0.36,0.35,0.36,0.34
0.45,0.36,0.45,0.35
0.35,0.37,0.37,0.35
0.36,0.36,0.37,0.36
0.34,0.36,0.37,0.34
0.37,0.37,0.37,0.34
0.37,0.37,0.37,0.37
0.36,0.36,0.37,0.34
0.36,0.36,0.37,0.36
0.36,0.38,0.38,0.36
0.38,0.36,0.38,0.36
0.35,0.35,0.36,0.35
0.34,0.35,0.36,0.34
0.34,0.35,0.36,0.34
0.34,0.35,0.35,0.34
0.35,0.35,0.35,0.35
0.35,0.35,0.36,0.35
0.36,0.41,0.41,0.36
0.40,0.39,0.42,0.39
0.37,0.35,0.38,0.34
0.37,0.38,0.40,0.34
0.37,0.39,0.39,0.37
0.38,0.42,0.42,0.37
0.42,0.46,0.48,0.41
0.46,0.50,0.50,0.42
0.50,0.47,0.50,0.47
0.49,0.48,0.50,0.47
0.47,0.48,0.49,0.41
0.49,0.49,0.49,0.46
0.47,0.49,0.49,0.46
0.47,0.48,0.49,0.45
0.49,0.49,0.50,0.47
0.50,0.49,0.50,0.48
0.46,0.50,0.50,0.45
0.47,0.55,0.55,0.47
0.54,0.56,0.56,0.54
0.56,0.59,0.60,0.56
0.59,0.61,0.62,0.58
0.60,0.61,0.61,0.58
0.61,0.61,0.61,0.60
0.61,0.56,0.61,0.52
0.56,0.54,0.58,0.51
0.52,0.53,0.54,0.51
0.53,0.55,0.55,0.53
0.55,0.61,0.61,0.55
0.60,0.60,0.60,0.59
0.58,0.60,0.61,0.57
0.61,0.55,0.61,0.53
0.54,0.54,0.54,0.53
0.51,0.47,0.51,0.42
0.45,0.48,0.51,0.45
0.47,0.48,0.48,0.46
0.46,0.49,0.49,0.46
0.48,0.52,0.52,0.46
0.52,0.48,0.52,0.47
0.48,0.48,0.48,0.48
0.46,0.46,0.47,0.46
0.46,0.46,0.49,0.46
0.47,0.49,0.49,0.44
0.48,0.49,0.49,0.45
0.46,0.49,0.49,0.46
0.46,0.46,0.46,0.45
0.42,0.43,0.43,0.32
0.39,0.45,0.45,0.39
0.41,0.45,0.45,0.41
0.45,0.46,0.46,0.43
0.44,0.46,0.46,0.44
0.44,0.43,0.45,0.42
0.45,0.43,0.45,0.41
0.45,0.44,0.46,0.42
0.43,0.44,0.45,0.41
0.45,0.42,0.45,0.41
0.42,0.42,0.42,0.39
0.42,0.47,0.51,0.41
0.45,0.45,0.48,0.42
0.43,0.42,0.45,0.40
0.40,0.45,0.45,0.40
0.44,0.46,0.46,0.41
0.44,0.45,0.46,0.42
0.46,0.42,0.47,0.37
0.43,0.43,0.44,0.41
0.42,0.45,0.48,0.41
0.44,0.41,0.44,0.39
0.40,0.43,0.43,0.39
0.37,0.46,0.46,0.37
0.44,0.47,0.47,0.44
0.47,0.47,0.47,0.44
0.41,0.46,0.48,0.41
0.46,0.45,0.47,0.43
0.43,0.45,0.45,0.43
0.43,0.45,0.45,0.43
0.43,0.46,0.48,0.43
0.46,0.46,0.46,0.43
0.43,0.48,0.51,0.43
0.50,0.49,0.50,0.45
0.51,0.51,0.55,0.48
0.52,0.51,0.54,0.47
0.52,0.52,0.54,0.50
0.51,0.54,0.54,0.51
0.54,0.51,0.54,0.49
0.50,0.49,0.52,0.49
0.52,0.50,0.54,0.49
4.16,4.16,4.16,4.16
6.08,6.10,6.30,6.08
6.00,6.10,6.30,5.35
5.30,6.00,6.49,5.30
6.20,6.00,6.20,6.00
5.95,6.00,6.05,5.80
5.95,5.60,5.95,5.58
5.60,5.60,5.60,5.60
5.50,5.90,5.90,5.36
5.90,5.90,5.90,5.90
5.72,5.95,6.00,5.72
5.85,5.65,5.85,5.59
5.80,5.70,5.80,5.60
5.70,5.60,5.70,5.50
5.38,5.48,5.50,5.38
5.45,5.40,5.45,5.19
5.50,5.60,5.60,5.29
5.60,5.50,5.60,5.40
5.40,5.40,5.40,5.28
5.16,5.35,5.40,5.10
5.25,5.23,5.25,5.15
5.20,5.20,5.23,5.20
5.00,5.15,5.15,5.00
5.00,5.00,5.00,5.00
4.90,4.85,4.90,4.75
4.80,4.80,4.80,4.50
4.80,5.75,5.90,4.53
5.75,5.70,5.75,5.60
5.75,5.70,5.75,5.70
5.75,5.75,5.75,5.35
5.75,5.70,5.75,5.70
5.75,5.40,5.75,5.05
5.35,5.25,5.35,5.11
5.05,5.20,5.25,5.00
5.14,4.80,5.14,4.50
4.75,4.75,4.75,4.70
4.70,4.69,4.70,4.56
4.70,4.60,4.70,4.55
4.45,4.40,4.45,4.25
4.26,4.25,4.40,4.20
4.25,4.21,4.30,4.21
4.21,4.39,4.39,4.20
4.33,4.30,4.58,4.30
4.43,4.58,4.58,4.43
4.49,4.65,4.65,4.25
4.65,4.65,4.65,4.60
4.60,4.65,4.65,4.60
4.60,4.57,4.65,4.57
3.82,4.50,4.60,3.82
4.60,4.65,4.65,4.50
4.65,4.85,4.85,4.40
4.80,4.73,4.80,4.55
4.73,4.67,4.75,4.50
4.67,4.59,4.67,4.55
4.55,4.50,4.55,4.50
4.30,4.50,4.50,4.30
4.45,4.45,4.45,4.40
4.37,4.44,4.44,4.35
4.40,4.45,4.45,4.40
4.45,4.45,4.45,4.45
4.45,4.45,4.45,4.45
4.36,4.50,4.50,4.36
4.35,4.50,4.50,4.35
4.45,4.40,4.45,4.35
4.40,4.40,4.40,4.30
4.33,4.40,4.40,4.33
4.40,4.40,4.40,4.39
4.35,4.40,4.40,4.35
4.40,4.30,4.40,4.15
4.30,4.23,4.35,4.15
4.15,4.20,4.20,4.10
4.20,4.25,4.25,3.57
4.35,4.14,4.35,3.97
4.19,4.14,4.40,4.05
4.05,4.09,4.25,3.70
4.06,4.15,4.18,3.97
4.08,4.10,4.15,3.90
4.00,3.91,4.00,3.71
3.87,4.00,4.00,3.87
4.04,3.99,4.04,3.99
3.89,3.75,3.89,3.58
3.67,3.88,3.98,3.60
3.77,3.94,3.98,3.77
3.98,3.98,3.98,3.98
3.91,3.95,4.00,3.88
3.95,3.69,3.95,3.55
3.69,3.60,3.70,3.51
3.60,3.62,3.74,3.43
3.63,3.62,3.70,3.51
3.70,3.77,3.77,3.70
3.74,3.76,3.76,3.74
3.72,3.61,3.77,3.51
3.65,3.66,3.68,3.61
3.70,3.77,3.92,3.58
3.83,3.80,3.83,3.76
3.84,3.99,4.00,3.82
3.93,3.97,4.00,3.83
3.95,4.17,4.17,3.83
3.95,3.95,3.95,3.90
3.93,3.88,3.95,3.76
3.86,3.10,3.88,3.10
3.55,3.89,3.90,3.44
3.90,3.73,3.90,3.62
3.74,3.76,3.88,3.67
3.76,3.83,3.90,3.76
3.89,3.76,3.90,3.76
3.85,3.74,3.89,3.67
3.81,3.84,3.86,3.75
3.85,3.86,3.88,3.78
3.80,3.87,3.88,3.75
3.88,3.85,3.90,3.78
3.81,3.61,3.81,3.61
3.72,3.75,3.75,3.60
3.65,3.73,3.73,3.57
3.77,3.89,3.90,3.61
3.75,3.83,3.88,3.75
3.78,3.81,3.82,3.72
3.72,3.90,3.90,3.71
3.72,3.82,3.86,3.65
3.72,3.79,3.82,3.61
3.75,3.72,3.83,3.32
3.75,3.60,3.85,3.55
3.55,3.66,3.68,3.45
3.72,3.80,4.00,3.58
3.72,3.80,3.80,3.70
3.78,3.96,3.99,3.75
4.00,4.00,4.00,3.82
4.00,4.00,4.00,4.00
3.96,3.94,3.96,3.92
3.75,3.98,4.00,3.75
4.00,4.00,4.01,3.75
3.90,4.00,4.00,3.85
3.89,3.86,3.98,3.86
3.88,3.84,4.00,3.62
3.79,3.96,3.96,3.47
3.90,3.98,4.00,3.90
3.95,3.99,4.00,3.85
4.00,4.00,4.12,3.90
4.00,3.87,4.00,3.87
3.97,3.96,4.22,3.63
4.00,3.95,4.04,3.93
3.75,3.97,3.97,3.75
3.82,3.89,3.96,3.75
3.95,3.84,3.95,3.84
3.90,3.84,3.90,3.81
3.85,3.85,3.85,3.82
3.85,3.74,3.85,3.51
3.79,3.99,4.00,3.79
3.94,3.93,4.00,3.80
3.87,3.85,3.97,3.66
3.81,3.80,3.88,3.65
3.71,3.80,3.80,3.71
3.72,3.73,3.84,3.72
3.70,3.75,3.83,3.70
3.79,3.82,3.83,3.70
3.84,3.71,3.84,3.71
3.72,3.82,3.84,3.70
3.77,3.88,3.88,3.77
3.86,3.86,3.86,3.86
3.80,3.99,4.00,3.78
4.02,3.92,4.02,3.81
3.88,3.87,3.94,3.82
3.94,3.91,3.98,3.90
3.90,3.98,3.98,3.84
3.90,3.76,3.90,3.71
3.76,3.79,3.82,3.75
3.87,3.79,3.89,3.79
3.84,3.87,3.87,3.77
3.88,3.83,3.88,3.80
3.80,3.76,3.80,3.75
3.82,3.77,3.82,3.75
3.71,3.57,3.71,3.40
3.46,3.77,3.78,3.40
3.53,3.81,4.13,3.51
3.93,3.72,4.39,3.62
3.84,3.53,3.93,3.44
3.66,3.51,3.84,3.50
3.50,3.38,3.52,3.32
3.47,3.10,3.47,3.10
3.15,3.02,3.17,2.90
2.95,3.00,3.16,2.95
2.82,2.68,3.01,2.62
2.60,2.71,2.73,2.60
2.74,2.98,3.02,2.74
3.00,2.87,3.00,2.76
2.89,2.95,3.01,2.89
3.00,3.24,3.24,3.00
3.29,3.32,3.37,3.20
3.49,3.45,3.60,3.10
3.54,3.44,3.54,3.38
3.40,3.28,3.53,3.26
3.31,3.11,3.69,3.09
3.56,3.20,3.75,3.13
3.25,3.14,3.30,3.09
3.19,3.10,3.20,3.10
3.08,3.15,3.23,3.08
3.22,2.97,3.22,2.90
2.99,2.62,2.99,2.61
2.68,2.60,2.68,2.39
2.58,2.62,2.75,2.51
2.72,2.62,2.87,2.58
2.55,2.59,2.70,2.55
2.95,2.69,2.95,2.58
2.70,2.56,2.90,2.56
2.58,2.48,2.66,2.45
2.48,2.46,2.55,2.40
2.41,2.23,2.41,2.20
2.05,2.40,2.40,2.05
2.26,2.39,2.42,2.21
2.30,2.22,2.35,2.15
2.32,2.38,2.38,2.22
2.34,2.20,2.34,2.20
2.25,2.25,2.25,2.25
2.07,2.11,2.12,1.96
2.03,2.22,2.22,2.02
2.13,1.70,2.13,1.54
1.74,1.63,1.77,1.55
1.65,1.65,1.77,1.65
1.60,1.69,1.78,1.60
1.75,1.67,1.75,1.60
1.64,1.52,1.64,1.50
1.59,1.60,1.65,1.59
1.72,1.65,1.72,1.41
1.60,1.60,1.65,1.56
1.60,1.55,1.60,1.42
1.50,1.69,1.70,1.48
1.61,1.85,1.85,1.55
1.80,2.20,2.87,1.74
2.05,2.33,2.40,2.05
2.33,2.40,2.40,2.17
2.37,2.31,2.38,2.27
2.26,2.24,2.35,2.23
2.23,2.25,2.36,2.22
2.22,2.20,2.33,2.10
2.21,2.01,2.21,1.98
2.17,2.06,2.17,2.06
2.06,2.00,2.10,1.90
2.00,1.92,2.05,1.92
1.96,2.02,2.12,1.85
2.09,2.09,2.16,1.94
2.05,1.72,2.15,1.72
1.85,1.76,1.88,1.71
1.80,1.62,1.81,1.50
1.64,1.61,1.66,1.55
1.64,1.66,1.76,1.64
1.73,1.68,1.73,1.66
1.69,1.78,2.10,1.65
1.71,2.12,2.26,1.71
2.04,2.06,2.13,1.97
2.14,2.27,2.33,2.05
2.33,2.62,2.70,2.32
2.60,3.11,3.17,2.54
3.15,3.51,3.58,3.03
3.36,3.90,3.99,3.36
3.94,3.74,4.00,3.46
3.66,3.14,3.75,3.03
3.14,3.32,3.32,3.03
3.42,3.14,3.42,3.11
3.03,2.84,3.05,2.64
2.77,3.13,3.23,2.77
2.98,2.98,3.19,2.96
3.05,2.98,3.12,2.93
2.98,3.38,3.39,2.68
3.53,2.90,3.53,2.87
2.85,2.91,3.00,2.85
2.97,2.90,3.18,2.87
2.96,2.70,2.96,2.63
2.77,2.65,2.82,2.60
2.59,2.54,2.70,2.54
2.51,2.21,2.53,2.17
2.33,2.26,2.33,2.07
2.17,2.17,2.24,2.15
2.18,2.21,2.21,2.13
1.90,1.74,1.90,1.61
1.80,1.78,1.85,1.75
1.85,1.70,1.85,1.67
1.70,1.76,1.79,1.70
1.79,1.71,1.80,1.71
1.77,1.67,1.79,1.67
1.67,1.63,1.74,1.55
1.58,1.55,1.68,1.50
1.58,1.54,1.61,1.48
1.61,1.56,1.62,1.46
1.52,1.50,1.58,1.44
1.45,1.69,1.70,1.45
1.73,1.59,1.73,1.56
1.61,1.43,1.61,1.41
1.47,1.50,1.60,1.42
1.46,1.47,1.51,1.42
1.50,1.50,1.56,1.43
1.51,1.51,1.60,1.45
1.56,1.44,1.56,1.42
1.42,1.41,1.48,1.23
1.42,1.51,1.57,1.41
1.51,1.45,1.51,1.30
1.45,1.44,1.47,1.42
1.45,1.48,1.54,1.42
1.51,1.39,1.52,1.37
1.39,1.43,1.45,1.37
1.48,1.42,1.48,1.40
1.43,1.43,1.44,1.39
1.43,1.39,1.43,1.39
1.39,1.40,1.41,1.37
1.43,1.43,1.50,1.35
1.40,1.40,1.48,1.37
1.48,1.44,1.48,1.37
1.57,1.64,1.65,1.43
1.70,1.60,1.70,1.55
1.68,1.82,1.87,1.65
1.82,1.76,1.95,1.66
1.74,1.74,1.86,1.71
1.81,1.71,1.83,1.64
1.72,1.76,1.77,1.68
1.79,1.61,1.79,1.60
1.58,1.54,1.61,1.45
1.49,1.50,1.52,1.45
1.51,1.47,1.51,1.47
1.44,1.48,1.53,1.42
1.45,1.50,1.59,1.45
1.48,1.48,1.55,1.48
1.49,1.47,1.52,1.47
1.48,1.48,1.50,1.48
1.48,1.50,1.50,1.46
1.54,1.54,1.61,1.50
1.60,1.57,1.60,1.56
1.61,1.56,1.72,1.56
1.60,1.65,1.75,1.50
1.66,1.71,1.89,1.65
1.73,1.67,1.75,1.65
1.67,1.58,1.67,1.58
1.63,1.57,1.63,1.56
1.60,1.62,1.65,1.51
1.64,1.55,1.64,1.50
1.56,1.58,1.63,1.55
1.60,1.58,1.63,1.52
1.60,1.89,2.14,1.60
3.20,2.63,3.75,2.58
2.63,2.25,2.74,2.16
2.38,2.27,2.45,2.25
2.23,2.25,2.30,2.11
2.19,2.09,2.36,2.08
2.12,1.98,2.12,1.90
1.98,1.96,2.01,1.88
1.93,2.04,2.12,1.92
2.05,2.15,2.30,2.05
2.18,2.01,2.28,2.01
2.04,1.88,2.04,1.88
1.81,1.97,2.16,1.81
1.95,1.90,1.96,1.86
1.93,1.84,1.94,1.82
1.82,1.89,1.92,1.81
1.91,1.83,1.91,1.82
2.12,2.00,2.36,1.93
2.04,1.92,2.04,1.90
1.96,1.87,1.96,1.85
1.87,1.83,1.90,1.80
1.84,1.86,1.93,1.80
1.83,1.81,1.86,1.80
1.81,1.67,1.83,1.65
1.76,1.56,1.76,1.44
1.55,1.54,1.55,1.49
1.51,1.49,1.51,1.45
1.47,1.50,1.50,1.45
1.48,1.37,1.50,1.34
1.39,1.39,1.42,1.35
1.37,1.37,1.43,1.36
1.40,1.43,1.57,1.38
1.58,1.72,2.10,1.58
1.67,1.71,1.81,1.66
1.71,1.67,1.75,1.60
1.65,1.69,1.69,1.56
1.71,1.63,1.71,1.58
1.60,1.60,1.61,1.56
1.58,1.63,1.63,1.55
1.61,1.52,1.68,1.50
1.51,1.65,1.65,1.48
1.65,1.61,1.65,1.57
1.62,1.61,1.65,1.60
1.63,1.61,1.65,1.56
1.58,1.59,1.59,1.55
1.58,1.54,1.58,1.51
1.51,1.48,1.53,1.46
1.50,1.46,1.60,1.45
1.50,1.40,1.50,1.36
1.39,1.30,1.41,1.25
1.23,1.24,1.41,1.23
1.32,1.24,1.33,1.23
1.24,1.31,1.38,1.23
1.28,1.30,1.35,1.26
1.30,1.23,1.33,1.20
1.31,1.25,1.32,1.22
1.25,1.20,1.35,1.12
1.21,1.27,1.28,1.18
1.35,1.26,1.41,1.15
1.24,1.18,1.30,1.15
1.17,1.27,1.27,1.10
1.16,1.14,1.26,1.04
1.20,1.16,1.20,1.15
1.17,1.12,1.18,1.10
1.40,1.20,1.46,1.18
1.17,1.24,1.27,1.14
1.22,1.25,1.28,1.17
1.22,1.22,1.25,1.18
1.22,1.20,1.26,1.19
1.18,1.22,1.25,1.18
1.22,1.23,1.25,1.18
1.24,1.24,1.28,1.24
1.24,1.18,1.27,1.18
1.19,1.22,1.23,1.19
1.21,1.18,1.21,1.17
1.20,1.17,1.20,1.16
1.17,1.24,1.32,1.16
1.22,1.25,1.28,1.22
1.30,1.20,1.34,1.18
1.19,1.25,1.25,1.19
1.24,1.26,1.34,1.23
1.26,1.18,1.27,1.17
1.18,1.15,1.22,1.14
1.14,1.14,1.17,1.14
1.15,1.14,1.15,1.07
1.12,1.04,1.12,1.01
1.04,0.97,1.05,0.84
0.98,0.92,0.98,0.85
0.93,0.92,1.00,0.83
0.88,0.90,0.90,0.84
0.93,0.93,1.04,0.88
0.93,0.93,0.94,0.92
0.92,0.87,0.94,0.87
0.88,0.94,0.94,0.88
0.92,0.92,0.95,0.88
0.93,0.95,0.95,0.88
0.97,0.99,1.04,0.97
1.00,1.02,1.11,0.97
1.03,0.95,1.03,0.90
0.96,0.92,0.96,0.91
0.92,0.91,0.95,0.90
0.91,0.91,0.95,0.90
0.91,0.92,0.93,0.88
0.92,0.87,0.92,0.87
0.89,0.87,0.90,0.86
0.88,0.90,0.90,0.87
0.90,0.86,0.90,0.84
0.91,0.87,0.91,0.86
0.86,0.84,0.88,0.81
0.74,0.75,0.84,0.74
0.90,0.92,0.94,0.76
0.90,0.90,0.98,0.90
0.91,0.93,1.01,0.90
0.95,0.96,1.00,0.93
1.00,0.91,1.00,0.91
0.96,0.97,0.99,0.91
0.96,0.95,0.97,0.91
0.93,0.91,1.00,0.91
0.90,0.91,0.98,0.90
0.91,0.91,0.96,0.90
0.90,0.96,0.96,0.86
0.92,0.94,0.95,0.92
0.94,0.92,0.95,0.87
0.94,0.92,0.94,0.85
0.92,0.95,0.96,0.88
0.95,1.09,1.09,0.91
1.10,1.36,1.48,1.10
1.25,1.27,1.35,1.16
1.25,1.23,1.27,1.20
1.19,1.18,1.24,1.13
1.12,1.14,1.17,1.12
1.11,1.06,1.15,1.02
1.08,1.05,1.08,1.00
1.02,1.08,1.11,1.01
1.08,1.01,1.08,1.01
0.98,1.02,1.08,0.98
1.02,0.98,1.07,0.98
1.02,0.97,1.02,0.96
0.99,0.99,1.02,0.95
0.99,0.92,0.99,0.92
0.96,0.94,0.96,0.90
0.96,0.93,0.96,0.89
0.96,0.91,0.96,0.90
0.92,1.00,1.00,0.92
1.03,1.03,1.05,1.02
1.05,1.05,1.06,0.99
1.18,1.19,1.22,1.10
1.20,1.16,1.20,1.12
1.15,1.10,1.20,1.10
1.16,1.16,1.17,1.10
1.17,1.09,1.17,1.08
1.08,1.07,1.12,1.04
1.03,1.06,1.12,1.03
1.08,1.08,1.11,1.04
1.10,1.00,1.10,1.00
1.00,0.92,1.03,0.92
0.97,0.94,0.97,0.90
0.91,0.87,1.02,0.87
0.90,0.89,0.97,0.89
0.90,0.83,0.90,0.72
0.82,0.89,0.90,0.77
0.91,0.84,0.91,0.83
0.84,0.75,0.84,0.73
0.75,0.74,0.79,0.70
0.72,0.74,0.75,0.71
0.74,0.72,0.74,0.70
0.70,0.68,0.73,0.65
0.67,0.68,0.70,0.62
0.68,0.69,0.73,0.66
0.72,0.64,0.75,0.64
0.75,0.64,0.75,0.62
0.64,0.65,0.73,0.64
0.65,0.67,0.71,0.63
0.66,0.72,0.73,0.66
0.72,0.70,0.75,0.68
0.70,0.68,0.72,0.65
0.64,0.62,0.68,0.62
0.62,0.66,0.73,0.62
0.68,0.63,0.70,0.62
0.63,0.59,0.64,0.52
0.61,0.60,0.67,0.49
0.61,0.64,0.66,0.57
0.59,0.62,0.69,0.59
0.64,0.67,0.69,0.61
0.65,0.66,0.74,0.63
0.63,0.64,0.66,0.63
0.64,0.55,0.68,0.49
0.55,0.57,0.60,0.51
0.60,0.54,0.60,0.54
0.54,0.61,0.62,0.54
0.62,0.56,0.67,0.54
0.58,0.61,0.62,0.58
0.60,0.61,0.62,0.57
0.65,0.61,0.66,0.61
0.67,0.63,0.75,0.61
0.65,0.71,0.73,0.64
0.73,0.66,0.73,0.65
0.69,0.66,0.73,0.66
0.73,0.65,0.73,0.65
0.70,0.66,0.73,0.62
0.69,0.72,0.72,0.65
0.65,0.73,0.73,0.63
0.74,0.71,0.74,0.71
0.70,0.69,0.74,0.66
1.03,0.75,1.15,0.71
0.74,0.70,0.78,0.67
0.72,0.66,0.72,0.65
0.65,0.63,0.66,0.59
0.64,0.62,0.64,0.60
0.62,0.61,0.63,0.58
0.63,0.58,0.63,0.58
0.60,0.61,0.61,0.53
0.62,0.58,0.69,0.55
0.59,0.60,0.63,0.56
0.60,0.62,0.65,0.60
0.60,0.63,0.65,0.60
0.64,0.61,0.64,0.60
0.61,0.63,0.64,0.61
0.65,0.60,0.65,0.60
0.64,0.65,0.65,0.60
0.63,0.63,0.65,0.60
0.60,0.62,0.63,0.60
0.60,0.65,0.65,0.60
0.70,0.63,0.70,0.60
0.67,0.59,0.67,0.58
0.72,0.72,0.85,0.67
0.80,0.73,0.80,0.70
0.75,0.72,0.75,0.69
0.70,0.67,0.72,0.67
0.67,0.64,0.67,0.61
0.61,0.64,0.68,0.60
0.61,0.61,0.67,0.61
0.61,0.61,0.63,0.59
0.62,0.61,0.63,0.61
0.60,0.55,0.63,0.55
0.52,0.57,0.62,0.52
0.56,0.54,0.59,0.54
0.53,0.51,0.54,0.50
0.50,0.50,0.59,0.50
0.50,0.53,0.55,0.50
0.54,0.53,0.57,0.51
0.55,0.52,0.55,0.50
0.52,0.50,0.54,0.50
0.51,0.52,0.53,0.48
0.65,0.64,0.65,0.56
0.63,0.59,0.63,0.53
0.53,0.60,0.62,0.53
0.51,0.56,0.59,0.51
0.55,0.52,0.61,0.51
0.55,0.60,0.60,0.55
0.53,0.56,0.57,0.53
0.56,0.59,0.59,0.55
0.59,0.61,0.63,0.55
0.62,0.60,0.64,0.58
0.61,0.64,0.65,0.60
0.62,0.60,0.65,0.60
0.60,0.61,0.64,0.60
0.60,0.61,0.62,0.57
0.59,0.60,0.64,0.57
0.61,0.67,0.68,0.61
0.69,0.69,0.69,0.64
0.69,0.66,0.74,0.61
0.66,0.63,0.66,0.61
0.62,0.65,0.66,0.59
0.64,0.64,0.65,0.60
0.61,0.61,0.64,0.61
0.63,0.60,0.64,0.60
0.60,0.59,0.63,0.58
0.59,0.60,0.63,0.59
0.61,0.61,0.63,0.59
0.60,0.59,0.62,0.59
0.60,0.59,0.60,0.58
0.57,0.55,0.59,0.52
0.56,0.53,0.60,0.53
0.59,0.53,0.59,0.53
0.58,0.55,0.58,0.55
0.55,0.55,0.58,0.55
0.58,0.57,0.58,0.56
0.56,0.56,0.58,0.56
0.56,0.58,0.58,0.56
0.56,0.57,0.57,0.56
0.57,0.55,0.58,0.55
0.57,0.55,0.57,0.52
0.54,0.53,0.55,0.53
0.53,0.55,0.55,0.53
0.54,0.54,0.55,0.52
0.53,0.52,0.55,0.52
0.54,0.53,0.54,0.52
0.53,0.51,0.55,0.51
0.60,0.47,0.62,0.45
0.49,0.47,0.49,0.42
0.45,0.45,0.46,0.45
0.43,0.44,0.46,0.43
0.44,0.46,0.47,0.44
0.46,0.35,0.50,0.34
0.35,0.38,0.40,0.35
0.38,0.37,0.40,0.37
0.37,0.35,0.39,0.35
0.35,0.36,0.38,0.34
0.36,0.38,0.38,0.34
0.39,0.36,0.39,0.35
0.37,0.38,0.39,0.35
0.38,0.38,0.38,0.35
0.38,0.37,0.38,0.36
0.38,0.38,0.38,0.36
0.37,0.37,0.38,0.36
0.37,0.39,0.40,0.36
0.39,0.35,0.40,0.30
0.38,0.37,0.39,0.33
0.36,0.38,0.38,0.36
0.37,0.35,0.38,0.35
0.36,0.38,0.38,0.36
0.37,0.38,0.38,0.36
0.38,0.37,0.38,0.35
0.37,0.36,0.37,0.35
0.35,0.34,0.36,0.34
0.33,0.33,0.35,0.32
0.34,0.31,0.34,0.30
0.31,0.31,0.33,0.30
0.30,0.29,0.32,0.28
0.29,0.32,0.33,0.29
0.29,0.29,0.31,0.29
0.29,0.29,0.31,0.29
0.29,0.28,0.30,0.28
0.30,0.30,0.30,0.29
0.29,0.29,0.30,0.27
0.30,0.28,0.30,0.26
0.28,0.28,0.28,0.25
0.28,0.28,0.28,0.26
0.27,0.28,0.31,0.27
0.27,0.30,0.30,0.27
0.29,0.30,0.31,0.28
0.28,0.30,0.31,0.28
0.27,0.28,0.30,0.27
0.29,0.29,0.30,0.28
0.30,0.33,0.36,0.28
0.32,0.31,0.34,0.30
0.31,0.30,0.31,0.30
0.31,0.30,0.32,0.30
0.31,0.29,0.31,0.29
0.29,0.28,0.29,0.28
0.27,0.28,0.29,0.27
0.28,0.24,0.28,0.24
0.25,0.27,0.27,0.25
0.26,0.26,0.27,0.26
0.25,0.26,0.27,0.25
0.25,0.25,0.27,0.23
0.25,0.24,0.25,0.22
0.25,0.25,0.25,0.24
0.28,0.24,0.29,0.22
0.23,0.22,0.24,0.22
0.23,0.20,0.23,0.20
0.22,0.21,0.22,0.20
0.21,0.20,0.22,0.17
0.20,0.20,0.21,0.19
0.21,0.20,0.21,0.20
0.20,0.22,0.22,0.20
0.21,0.22,0.22,0.21
0.23,0.22,0.23,0.21
0.19,0.21,0.22,0.19
0.22,0.21,0.22,0.21
0.22,0.22,0.22,0.21
0.21,0.21,0.21,0.21
0.22,0.22,0.22,0.21
0.22,0.22,0.23,0.22
0.22,0.22,0.24,0.22
0.22,0.22,0.22,0.22
0.22,0.21,0.22,0.15
0.21,0.21,0.21,0.20
0.21,0.20,0.21,0.18
0.21,0.19,0.21,0.18
0.20,0.18,0.20,0.18
0.18,0.18,0.20,0.18
0.19,0.18,0.20,0.18
0.19,0.17,0.20,0.16
0.18,0.17,0.18,0.16
0.17,0.16,0.18,0.16
0.17,0.16,0.17,0.16
0.16,0.27,0.29,0.16
0.27,0.24,0.27,0.19
0.24,0.24,0.25,0.24
0.24,0.23,0.25,0.20
0.23,0.21,0.23,0.19
0.20,0.22,0.22,0.20
0.23,0.20,0.23,0.20
0.21,0.24,0.30,0.21
0.26,0.21,0.26,0.21
