GBL,Gamco Investors,NASDAQ
31.60,31.76,32.14,31.03
31.79,32.60,32.88,31.79
32.72,33.22,33.55,32.64
33.17,32.94,33.37,32.79
33.14,32.56,33.35,32.50
32.56,31.98,32.81,31.82
31.96,32.08,32.57,31.90
32.26,31.68,32.62,31.66
31.73,32.00,32.33,31.71
32.13,32.10,32.16,31.83
32.11,31.86,32.11,31.83
31.84,31.65,31.84,31.46
31.65,31.22,31.65,30.69
31.22,31.38,31.53,31.09
31.41,30.83,31.85,30.66
31.00,30.78,31.20,30.60
30.76,30.89,31.15,30.44
31.18,31.40,31.59,31.00
31.41,32.04,32.07,31.40
32.03,31.65,32.34,31.65
31.73,31.16,31.75,31.12
31.14,31.93,32.55,31.12
31.92,31.91,32.31,31.83
32.05,31.97,32.21,31.75
31.91,31.89,32.28,31.75
32.11,31.84,32.15,31.47
