VRTX,Vertex Pharmaceuticals Incorporated - Common Stock,NASDAQ
79.07,77.87,80.42,77.85
76.80,76.16,77.73,75.30
75.89,75.98,76.87,74.20
75.03,76.67,77.18,73.40
77.34,78.10,78.91,77.08
78.77,80.32,81.32,78.02
81.56,80.53,81.77,79.66
80.20,80.06,81.38,79.54
81.44,80.43,85.47,80.30
80.60,79.52,81.88,78.82
79.63,80.63,80.86,79.06
81.21,82.43,82.48,80.17
83.25,80.38,83.25,80.01
80.71,79.99,82.00,79.01
80.10,81.64,81.73,79.76
82.05,84.70,84.78,81.86
84.55,87.79,88.00,83.29
87.09,86.75,87.63,85.66
86.42,85.49,87.00,84.98
85.20,85.51,86.80,85.20
85.99,86.79,86.93,85.10
86.99,88.51,89.96,86.70
89.01,88.24,89.36,87.00
87.95,86.55,88.81,86.28
86.95,85.26,87.48,84.50
84.77,87.62,87.89,84.00
80.22,80.71,82.20,79.60
79.99,79.66,81.34,79.13
81.49,81.91,85.72,81.00
82.37,79.80,83.24,79.65
80.59,80.72,81.98,80.26
80.68,79.44,81.21,78.52
79.49,78.99,79.81,78.03
78.66,77.33,78.98,76.86
77.31,78.05,78.52,76.80
78.42,77.67,78.42,77.22
77.29,77.15,78.11,76.78
76.84,77.48,77.84,76.06
77.69,77.53,78.07,76.04
77.11,78.25,78.97,76.40
77.39,76.96,78.26,76.60
76.86,76.51,77.36,76.25
76.45,75.28,76.83,75.22
75.34,76.55,77.19,75.01
76.51,76.35,78.14,75.80
76.84,78.40,78.60,76.79
78.40,77.78,79.00,77.29
77.69,77.95,78.73,77.42
77.03,75.00,77.38,74.67
75.14,75.94,77.01,74.90
75.79,77.25,78.15,75.54
77.12,75.15,77.86,74.83
76.20,75.38,77.57,74.02
75.43,78.30,78.55,74.91
78.13,78.38,79.91,78.12
79.06,78.99,79.20,75.73
79.13,81.93,82.16,78.25
82.45,81.32,82.74,79.50
81.37,79.81,81.50,79.26
81.76,81.40,82.14,80.26
81.29,78.25,81.30,77.07
79.06,76.18,79.49,75.91
76.14,78.03,78.21,76.09
78.18,77.11,78.53,76.69
77.23,76.29,77.37,76.00
77.01,76.15,77.75,75.37
76.55,75.59,76.74,74.94
75.14,74.53,75.70,73.43
74.55,74.67,75.71,74.44
74.67,76.53,76.59,74.34
75.68,76.10,77.51,75.16
75.32,75.82,77.20,74.97
76.02,77.02,77.12,74.99
76.26,76.74,76.83,75.49
76.75,77.16,77.65,75.92
77.51,77.21,77.84,76.60
76.05,75.48,76.32,75.07
75.41,72.22,75.85,71.50
72.40,70.15,72.59,68.71
70.12,70.99,71.61,69.45
70.49,70.92,71.00,68.89
69.74,73.71,74.02,69.64
72.49,73.35,74.15,72.42
74.13,75.46,75.92,73.43
75.13,76.86,77.48,74.40
77.08,77.06,78.00,74.96
77.30,74.64,77.53,74.51
75.13,77.62,77.98,74.94
77.10,75.61,77.98,75.26
75.75,76.91,77.74,75.61
77.70,76.83,78.38,76.00
76.67,77.83,78.01,76.21
76.08,76.09,76.88,72.57
74.97,71.75,75.37,70.76
71.75,71.35,72.38,70.25
70.16,67.36,70.32,66.81
67.31,66.21,67.85,65.85
66.11,65.38,66.83,64.95
65.09,62.60,65.40,61.96
63.70,61.03,63.84,60.97
60.86,61.06,62.25,60.42
61.30,60.55,61.65,60.10
60.01,60.18,60.56,58.06
59.83,61.20,62.13,59.14
61.60,61.03,61.70,60.60
60.87,63.39,63.42,60.87
63.21,61.69,63.98,61.24
61.59,62.38,62.75,61.25
62.53,65.14,67.69,62.39
65.24,66.23,66.49,65.14
66.63,66.28,67.73,65.98
67.44,67.96,69.00,66.75
68.12,68.37,68.57,67.10
68.37,68.32,68.79,67.58
68.80,69.42,70.69,68.80
69.60,69.25,70.18,68.93
68.81,67.66,69.04,67.32
67.51,67.33,68.10,66.80
67.14,66.45,67.43,65.98
67.13,66.45,67.28,65.77
66.56,66.75,66.87,65.98
66.73,66.23,67.12,65.41
66.12,64.39,66.23,64.18
64.38,65.36,66.50,64.12
65.11,65.18,65.91,64.12
65.68,64.76,66.64,63.91
64.59,65.58,65.81,63.65
66.10,68.63,69.61,66.00
67.00,69.95,71.00,67.00
70.53,71.83,71.93,69.93
72.40,73.48,73.89,72.00
73.50,73.49,73.87,72.84
73.63,73.81,74.05,72.76
74.01,73.45,74.08,72.99
73.60,73.89,74.35,72.84
74.07,74.30,74.70,73.71
74.07,73.83,74.15,72.88
74.01,73.45,74.63,73.17
74.92,75.50,75.94,74.11
75.75,74.49,75.83,73.97
74.55,75.23,75.38,74.10
75.44,76.32,77.00,74.96
76.07,78.21,78.22,75.71
77.84,77.04,78.72,76.16
77.36,79.38,79.47,77.36
79.10,78.77,79.22,78.20
79.17,81.00,81.03,78.77
80.98,82.09,82.81,80.64
82.86,85.48,85.85,81.75
85.68,84.12,87.77,83.45
83.35,83.83,84.20,82.49
83.12,79.77,83.12,79.75
79.75,79.37,80.97,77.01
79.69,79.30,81.23,78.99
78.56,78.82,81.75,77.85
80.82,82.15,84.38,80.05
80.70,79.04,81.00,78.96
78.50,77.63,79.84,77.16
76.95,79.15,79.70,76.78
78.12,77.41,78.73,75.89
76.45,78.17,79.24,76.24
78.69,81.41,81.46,78.23
81.10,82.17,82.30,80.95
82.28,84.98,85.00,81.56
84.54,83.90,85.89,83.49
83.39,85.00,85.65,82.03
84.38,81.61,84.98,81.05
82.03,82.00,83.30,81.92
81.96,82.60,84.41,81.61
83.07,84.01,84.46,81.86
84.44,84.81,86.12,83.48
85.29,83.95,85.29,83.76
84.21,84.62,85.98,83.57
84.63,83.95,85.22,83.45
84.24,83.16,84.57,82.39
83.48,80.86,84.25,79.33
80.25,81.56,83.25,79.57
82.54,83.12,83.82,81.65
83.27,82.96,83.42,82.08
83.51,79.94,83.59,79.33
80.51,79.94,81.60,76.31
79.60,79.65,79.92,77.92
79.99,79.19,80.56,78.48
78.64,79.87,80.15,78.05
79.92,77.86,80.00,77.11
77.57,78.32,79.76,76.90
77.50,77.70,79.51,77.02
78.00,79.00,79.95,77.69
78.73,77.80,79.20,77.16
77.72,77.77,78.57,76.60
77.50,73.83,77.75,72.82
74.30,72.44,74.60,70.58
72.75,71.90,73.92,70.31
72.56,70.44,72.77,69.86
70.30,70.78,71.65,68.24
71.07,67.80,72.67,67.49
68.17,70.72,71.35,68.01
71.32,71.87,73.12,70.76
72.00,72.30,73.10,71.65
71.96,69.12,72.74,67.93
70.06,65.84,70.15,65.44
66.00,66.40,67.24,64.05
65.84,65.35,67.00,64.60
65.59,69.95,70.06,65.32
69.32,65.69,69.81,65.31
64.97,63.06,67.64,63.00
64.05,62.44,65.14,61.19
62.83,63.25,63.97,59.79
63.81,64.39,64.82,62.83
64.18,64.17,65.68,63.42
64.52,65.47,65.56,63.04
65.69,68.30,69.05,65.67
69.49,66.92,69.49,66.17
66.96,66.18,67.49,64.05
65.55,64.19,66.32,64.02
64.64,64.51,66.10,62.42
64.97,67.57,67.68,64.19
67.27,67.70,67.99,65.94
67.54,68.95,69.71,66.53
69.37,66.37,71.68,66.30
65.41,68.41,68.50,64.81
68.40,66.56,68.75,66.47
66.49,65.17,67.07,64.23
65.13,63.80,66.14,63.46
63.90,65.05,65.10,62.41
65.81,67.74,67.76,65.13
67.62,66.71,67.93,66.32
66.85,67.69,68.28,65.32
66.69,65.46,67.48,65.02
65.59,65.03,66.11,63.60
65.00,67.22,67.48,64.28
67.28,65.49,67.43,65.06
65.51,67.15,67.19,65.47
68.24,71.18,71.48,67.50
71.51,71.04,71.85,70.01
72.07,73.36,73.38,71.33
73.43,71.72,73.48,71.65
72.31,72.81,72.96,71.42
72.96,72.26,72.96,71.33
72.16,72.63,72.98,71.54
71.70,72.96,72.98,71.00
72.60,72.64,73.60,72.24
72.63,73.06,73.45,71.61
73.65,73.49,73.65,72.47
73.64,74.61,75.43,73.30
74.30,74.04,75.23,72.79
73.38,74.08,74.70,73.22
73.78,73.50,74.93,73.03
73.88,73.49,73.91,72.55
69.16,67.12,71.02,67.02
66.97,65.89,67.75,65.66
66.23,65.08,66.30,64.19
65.40,64.63,65.49,63.68
64.96,64.96,65.05,63.97
65.06,66.61,67.60,64.72
98.02,93.53,98.80,89.93
92.26,89.86,93.35,89.27
89.00,93.17,93.30,88.27
93.09,93.77,94.00,91.92
93.77,94.68,94.89,93.05
93.87,95.85,96.29,93.74
95.35,98.03,98.73,95.33
97.80,98.80,99.00,97.34
97.71,96.84,99.58,96.08
96.88,95.04,97.31,94.75
95.54,98.10,98.65,94.89
96.15,97.82,98.49,95.05
98.08,99.07,99.74,97.14
99.16,98.38,99.29,97.03
98.26,96.53,98.49,95.25
96.70,96.83,97.22,94.42
95.83,94.49,96.68,94.31
95.06,97.20,97.78,94.40
96.70,96.31,97.20,95.35
96.60,97.74,98.08,95.75
97.74,98.14,98.61,97.44
97.87,95.77,98.45,95.68
96.01,95.75,96.81,94.67
95.48,95.56,96.29,95.24
95.40,95.56,96.63,95.25
93.49,92.01,95.24,91.31
90.64,88.91,91.85,88.11
89.60,87.53,90.37,86.56
88.37,86.69,89.99,86.10
86.18,87.00,88.06,85.70
86.31,86.81,87.55,85.71
86.94,84.74,87.45,84.60
85.20,86.42,86.99,85.18
85.97,86.20,86.71,84.47
86.02,85.41,86.59,84.94
84.41,88.75,89.13,84.41
88.46,90.37,90.43,88.11
90.87,90.88,91.85,89.55
91.11,91.30,92.40,90.61
90.85,91.92,92.25,90.68
91.46,91.30,92.73,90.57
91.32,88.99,91.88,88.38
89.50,90.22,90.63,88.67
91.13,91.76,92.55,90.51
90.89,93.64,94.50,90.89
94.03,93.03,94.30,92.71
92.55,92.80,94.08,92.34
93.08,93.57,94.00,92.40
94.29,92.96,94.30,91.69
93.20,92.82,93.99,92.26
92.99,91.55,93.41,90.99
94.68,95.04,96.31,93.55
95.07,94.49,96.40,94.02
94.17,93.12,94.48,92.48
93.17,94.74,94.98,92.80
94.30,94.25,96.20,92.27
93.97,92.99,93.98,92.05
92.81,92.13,92.81,91.27
92.22,93.86,94.30,91.04
94.30,94.50,94.92,92.04
95.00,97.35,97.42,94.32
98.12,103.75,105.53,97.54
103.79,104.71,105.37,102.71
104.28,104.84,105.72,102.78
104.84,111.98,112.10,104.10
111.43,110.28,112.71,109.97
112.36,113.60,114.24,110.92
112.99,113.90,116.88,110.91
113.37,112.31,114.43,110.58
112.88,107.25,112.89,105.27
107.14,104.80,107.37,101.52
105.37,108.59,109.08,103.79
109.37,105.76,110.55,104.40
104.70,102.83,106.04,102.72
103.48,107.02,107.67,102.53
105.79,105.27,109.15,103.78
105.26,104.73,108.41,104.11
106.74,105.91,109.94,105.63
107.02,104.26,107.79,103.30
102.00,101.10,103.75,96.43
99.25,101.26,103.19,97.77
101.13,102.35,102.95,99.26
102.51,104.77,105.00,101.85
105.86,108.16,110.91,104.51
109.36,106.17,111.00,106.00
107.03,108.09,109.55,106.33
108.12,109.91,110.25,107.07
109.34,111.59,111.78,107.86
112.37,114.07,115.24,111.78
113.83,109.91,113.92,108.02
109.21,110.85,111.82,108.61
113.75,112.64,114.98,111.02
112.64,112.98,113.35,111.61
112.32,114.10,115.52,111.91
114.67,111.59,114.99,110.91
112.43,117.29,117.61,111.85
116.83,115.93,117.19,113.79
116.16,116.94,117.56,114.00
116.94,117.49,117.97,116.07
117.21,116.68,117.48,114.45
116.70,112.72,116.75,111.85
113.46,111.34,114.23,110.05
110.80,111.62,112.28,110.26
111.17,111.04,112.60,109.87
111.03,112.80,118.17,111.00
112.88,112.89,113.00,109.34
114.43,111.40,114.43,110.62
111.55,113.80,113.96,111.32
114.17,114.19,114.99,113.63
114.68,115.39,116.27,113.89
115.65,117.88,120.91,115.65
117.89,116.85,119.76,115.37
116.45,118.95,119.40,116.16
120.20,120.18,121.88,119.00
119.68,118.71,121.19,117.52
118.49,117.95,118.84,117.05
118.23,119.38,121.10,117.95
118.33,120.30,120.80,116.79
120.18,117.20,121.65,116.73
118.12,120.78,122.26,117.20
118.87,118.55,121.09,118.38
120.17,112.88,120.24,112.59
112.64,110.86,113.44,110.07
110.37,111.85,112.95,108.70
114.08,117.74,118.67,111.66
117.25,118.90,124.35,116.76
118.92,116.68,122.17,116.00
117.53,113.75,119.54,109.34
113.75,115.15,117.29,113.31
115.56,118.41,118.83,115.51
117.91,119.79,120.00,116.84
119.36,119.15,120.42,119.01
119.61,118.80,121.96,118.50
119.97,123.07,123.68,118.30
122.27,121.03,122.78,119.34
121.31,117.36,122.58,116.80
118.82,120.66,120.77,117.63
122.00,123.97,124.00,121.14
123.75,122.21,125.29,122.00
123.01,118.31,124.40,117.73
120.40,120.60,123.85,119.70
118.42,120.38,121.22,118.42
120.78,117.78,121.39,117.68
117.40,122.86,123.08,117.15
123.14,124.74,125.26,121.03
123.71,125.09,126.21,123.71
125.41,127.30,127.69,122.01
126.72,125.57,127.02,125.02
125.86,125.12,126.83,124.44
123.91,123.67,126.54,123.51
124.76,121.26,124.99,120.88
112.40,114.14,115.94,111.28
113.17,110.14,116.19,110.00
110.31,111.18,111.36,107.08
111.18,108.72,111.66,106.62
107.50,109.27,110.64,103.75
109.42,111.59,111.86,108.27
107.12,108.66,112.87,106.80
108.29,107.88,109.60,107.16
108.34,108.43,109.78,107.43
108.68,108.62,110.22,107.23
109.43,109.63,109.97,108.07
109.99,113.66,113.85,108.00
113.61,113.40,115.68,112.54
112.34,113.57,113.78,111.84
113.47,111.97,113.99,111.68
112.55,118.61,118.79,111.78
118.28,117.12,119.91,116.07
117.31,116.92,117.31,114.71
115.44,118.84,121.50,115.43
119.05,119.97,120.23,116.50
119.92,119.43,120.52,118.21
120.62,120.17,120.72,118.44
120.06,123.52,123.82,119.11
123.13,120.05,123.40,119.75
120.79,126.96,127.36,120.28
126.84,126.34,126.96,124.78
126.34,126.98,127.42,125.00
125.89,124.14,126.38,123.90
124.52,122.64,124.64,121.78
123.21,123.31,123.66,121.18
123.31,124.00,125.69,121.07
124.86,127.73,129.42,124.77
127.16,129.15,129.46,126.46
129.63,129.79,130.95,127.51
131.16,134.25,134.41,130.07
135.00,131.00,136.33,130.63
123.62,125.79,128.54,122.00
126.24,124.34,128.80,124.13
124.50,118.64,126.29,118.16
118.94,117.60,120.02,116.61
117.73,120.34,120.78,117.45
121.23,121.25,122.14,119.52
119.98,117.97,121.02,117.81
117.59,116.43,117.59,113.68
115.85,117.23,117.74,114.32
116.10,118.25,120.00,115.11
118.12,120.47,122.06,118.12
120.83,123.79,124.56,120.33
123.67,125.64,125.75,123.09
126.76,128.47,128.78,125.84
128.47,127.81,129.69,127.70
127.75,128.73,128.99,126.13
128.10,129.20,130.26,126.75
129.03,128.94,131.63,127.61
127.52,125.07,128.90,124.46
126.14,125.55,127.01,124.47
128.80,132.20,135.31,127.21
132.28,132.85,133.72,130.36
132.44,135.82,137.50,131.79
133.61,133.20,135.94,132.94
134.09,127.88,135.07,126.69
128.27,125.47,130.00,123.89
124.58,123.76,127.74,123.11
124.17,123.28,128.69,121.30
123.92,125.60,125.97,123.82
126.07,126.30,129.22,125.46
125.42,122.15,126.22,121.15
122.61,122.93,125.16,121.38
122.89,125.05,125.78,121.17
124.50,127.41,131.42,124.50
129.00,124.08,129.53,123.53
124.08,124.08,124.08,124.08
131.25,125.52,131.36,125.00
126.00,123.00,126.48,121.02
124.17,126.21,127.11,123.54
126.21,127.31,127.47,125.16
127.29,128.31,129.15,126.41
127.16,126.75,127.99,124.34
126.42,125.05,127.10,124.32
124.91,125.08,125.96,124.33
124.80,122.63,125.70,122.34
123.23,127.80,127.90,121.81
126.75,127.40,128.24,126.36
126.92,128.29,128.87,125.67
128.48,126.80,128.98,126.11
126.28,124.80,127.50,123.30
124.38,126.92,126.98,124.13
125.84,126.94,127.92,125.46
126.10,127.35,127.98,125.03
127.00,125.52,127.27,124.94
125.76,124.08,125.84,122.89
124.49,125.18,126.16,122.39
125.86,126.35,126.88,125.15
125.87,124.36,126.29,122.69
123.65,123.50,124.54,121.39
123.52,123.34,124.97,123.00
123.57,124.05,125.00,122.86
124.62,127.63,127.75,123.94
127.46,128.04,129.26,126.54
127.99,129.03,129.24,126.57
129.57,131.62,131.77,129.39
131.68,129.59,132.98,129.05
130.27,128.35,130.84,127.89
130.50,126.87,131.00,126.86
125.80,122.03,126.47,121.84
124.33,123.48,125.16,122.39
124.11,126.19,126.65,124.10
127.02,131.26,132.00,126.00
128.95,128.83,130.62,126.90
129.00,127.48,129.46,125.59
126.64,121.54,126.86,120.94
123.01,120.89,123.90,120.88
122.75,122.95,123.39,121.20
123.81,124.24,124.56,123.00
124.99,129.44,129.83,123.24
130.54,133.53,136.36,130.25
133.49,133.90,134.32,133.12
134.29,134.17,134.48,132.28
134.68,133.47,135.15,132.95
133.66,130.97,133.89,129.91
130.51,131.02,132.12,129.94
131.71,130.85,131.95,129.93
130.02,125.50,130.70,124.62
124.24,123.23,125.35,121.31
124.47,128.30,128.56,122.41
128.28,125.62,128.98,125.27
126.09,135.46,135.90,121.15
134.89,135.00,136.00,133.02
134.88,136.99,139.15,134.68
137.81,140.30,141.84,137.13
141.59,141.22,143.16,139.76
141.25,139.44,142.36,137.22
138.94,137.74,139.50,136.03
139.17,139.63,143.45,139.16
138.85,135.87,139.13,134.03
134.48,137.64,138.29,132.13
137.89,137.37,140.00,136.89
137.25,136.88,137.62,133.96
136.39,139.61,140.06,135.01
140.03,139.76,141.49,138.38
140.45,141.48,142.49,137.85
138.69,132.91,140.66,132.63
131.33,125.47,133.43,125.36
117.54,119.27,128.15,112.89
126.71,121.17,126.84,120.89
124.60,130.11,130.29,121.81
131.49,133.75,133.99,129.85
132.39,134.05,134.53,131.03
132.71,127.52,134.24,127.41
124.07,124.04,127.42,123.00
125.56,129.00,129.10,124.00
130.13,126.53,130.76,126.15
124.30,126.99,128.04,123.81
129.93,133.11,133.49,127.97
134.49,129.95,134.61,129.31
129.21,132.00,133.71,129.21
131.00,134.06,134.13,130.10
136.31,134.85,136.67,132.71
135.59,135.45,136.49,133.40
135.99,133.66,136.97,131.42
134.03,135.19,136.62,133.11
132.26,124.16,132.26,123.98
124.87,118.19,126.78,117.58
116.42,114.41,116.99,110.41
114.26,111.86,115.88,108.45
110.30,111.11,112.94,109.02
112.31,103.28,113.38,101.00
103.72,98.50,104.50,97.79
97.84,99.83,105.46,97.45
102.08,104.14,105.84,101.58
103.20,107.23,107.43,101.49
107.24,115.18,115.23,106.01
116.76,114.52,117.21,112.52
113.55,109.46,114.50,104.17
110.54,109.40,112.48,106.52
109.25,109.03,110.50,102.96
109.42,110.00,112.50,107.72
110.64,113.25,114.25,109.08
112.51,109.40,114.56,109.17
109.81,113.30,114.95,109.63
113.07,115.79,115.88,111.47
116.04,114.32,118.83,112.50
113.43,115.88,117.58,112.76
115.71,110.25,115.87,110.07
112.01,109.62,112.41,106.30
109.87,109.49,111.29,107.46
110.81,114.37,114.55,110.08
114.29,114.77,117.28,112.11
114.84,121.01,121.11,113.50
120.40,120.10,121.87,116.52
126.56,126.17,129.13,122.68
126.93,124.74,126.93,122.69
123.60,126.94,128.35,122.71
127.21,128.36,128.98,125.62
128.88,124.90,128.94,122.56
125.00,121.91,126.34,121.82
120.25,117.96,121.34,117.01
117.70,118.85,120.11,116.94
118.80,118.90,119.95,117.56
119.59,118.20,119.90,117.52
117.78,117.30,119.11,116.87
117.13,123.05,123.09,116.78
122.28,125.28,125.50,121.52
125.08,128.26,128.36,124.27
128.01,133.26,133.42,127.84
133.01,130.08,134.00,129.77
132.54,130.55,133.64,130.11
130.78,132.29,134.71,130.12
130.73,133.13,133.20,130.08
133.16,131.97,134.00,131.56
132.63,133.06,134.23,132.63
132.88,129.36,133.41,129.20
131.00,130.36,132.81,128.04
130.63,130.41,132.56,129.60
130.26,122.06,130.26,120.46
122.82,125.17,125.87,122.58
125.35,121.79,125.79,121.36
121.02,123.29,123.78,120.01
122.55,120.63,123.13,119.40
119.55,121.87,123.12,119.51
120.20,117.64,122.03,117.23
117.61,115.70,118.40,113.73
117.04,117.28,118.39,115.84
118.27,118.53,119.38,113.77
118.31,117.94,119.57,116.44
117.17,116.51,119.31,116.48
117.43,120.56,120.85,116.40
121.09,122.74,122.97,120.08
123.92,123.80,124.22,121.95
124.38,124.84,125.40,124.20
123.99,123.95,124.74,122.72
124.97,127.87,129.18,124.32
127.68,126.40,127.95,125.93
125.55,125.83,127.60,124.91
123.03,122.89,123.87,121.04
123.89,123.45,124.96,121.90
120.80,122.23,123.17,119.51
119.01,114.96,119.82,113.85
115.62,110.71,117.11,110.55
109.88,103.95,109.94,101.49
104.95,103.64,108.71,98.87
104.30,96.37,105.50,95.68
97.44,101.91,103.95,94.68
98.15,97.91,100.13,95.09
100.54,94.99,101.46,92.57
93.33,96.99,98.58,89.97
97.06,95.07,98.84,94.84
97.00,94.71,97.81,93.65
94.24,92.12,95.17,92.01
92.70,92.20,93.43,90.47
92.35,92.50,96.09,89.92
91.00,92.76,94.09,81.98
92.72,90.75,94.49,90.00
91.92,92.39,93.99,89.75
90.59,90.98,92.68,89.43
91.54,93.88,93.98,86.12
93.49,91.72,96.35,90.71
89.78,86.61,92.23,84.54
85.23,82.00,85.85,79.81
80.25,80.14,83.53,79.44
82.26,81.73,84.06,80.25
79.21,79.71,81.17,78.51
81.94,83.23,83.81,79.50
85.42,85.37,85.85,83.01
86.07,88.25,88.46,83.50
87.87,86.64,88.47,85.76
85.99,88.08,88.51,84.04
89.41,89.00,91.60,87.85
88.06,85.28,89.30,84.76
84.12,86.77,87.09,82.44
87.33,85.53,88.94,84.34
86.44,87.00,87.93,85.39
86.83,85.49,88.97,84.60
86.13,89.57,89.61,84.26
88.94,92.52,93.42,88.75
92.25,89.45,93.00,89.10
89.91,88.36,90.19,87.92
87.36,90.95,91.00,85.94
90.63,86.91,90.89,85.05
87.45,84.63,87.45,84.35
85.16,82.28,85.43,81.16
83.82,86.26,86.34,83.03
86.11,85.59,86.96,83.98
84.55,82.83,85.41,82.25
82.06,79.30,83.34,77.51
79.33,79.18,80.09,75.90
79.74,82.52,83.14,78.47
82.01,84.02,84.75,81.52
83.65,86.78,86.91,83.31
86.00,80.15,86.00,80.00
79.71,80.58,82.19,78.25
80.85,78.70,81.26,77.67
78.49,79.24,79.37,76.79
80.11,78.40,81.99,77.69
78.72,79.49,82.10,77.81
79.02,79.15,79.25,75.92
79.81,82.87,84.40,79.19
82.54,84.16,86.48,81.52
83.82,91.31,91.76,83.70
90.31,86.30,91.78,85.93
87.29,85.25,88.00,84.18
85.96,84.47,86.79,84.06
84.79,83.37,85.19,82.54
84.04,85.18,85.64,83.20
85.13,87.08,88.08,84.73
87.42,81.75,87.60,81.02
81.42,83.22,85.90,81.42
84.00,83.21,84.78,82.61
83.72,84.11,84.90,83.25
84.39,86.81,87.49,84.10
86.36,86.80,87.38,84.08
86.26,85.66,87.45,85.02
85.80,84.14,86.02,83.29
83.79,84.50,85.76,81.78
81.24,86.75,90.25,78.84
85.90,84.34,86.23,83.40
84.24,83.00,84.70,80.62
82.18,82.16,83.27,80.81
81.98,80.63,82.91,80.31
81.41,84.00,84.07,80.63
83.23,85.54,85.66,82.95
85.54,88.06,88.94,85.51
88.58,89.08,89.10,86.26
88.96,83.63,89.07,83.53
84.24,82.10,84.83,80.58
81.79,81.38,83.03,81.06
81.64,82.14,83.22,81.38
81.46,80.71,82.49,80.41
80.27,81.71,82.25,80.27
80.89,81.01,82.29,80.25
81.03,84.70,85.00,80.55
84.28,84.42,85.60,83.30
83.70,88.42,88.44,83.62
88.99,89.56,89.73,88.14
89.05,89.19,89.93,87.24
89.28,90.38,90.49,88.37
90.62,93.15,93.60,90.61
92.90,93.90,94.35,92.68
93.64,95.82,95.88,93.11
95.62,93.96,95.69,92.62
94.49,96.09,96.49,92.47
95.22,94.77,95.85,93.56
95.03,94.59,96.00,93.42
94.00,92.49,94.55,92.18
92.48,91.49,93.08,90.82
91.24,90.54,92.47,90.06
90.08,91.37,91.65,89.52
91.35,90.84,91.98,90.40
89.95,90.41,90.68,88.58
90.46,86.73,91.24,85.88
87.74,86.72,89.01,86.52
86.80,85.28,87.64,83.50
85.20,85.22,89.17,85.09
86.21,88.20,88.28,85.04
83.58,81.90,85.79,81.82
81.17,79.84,82.09,79.59
80.54,83.44,83.55,80.54
83.85,85.00,85.94,82.69
85.23,86.02,86.64,84.08
85.67,87.74,88.46,85.17
87.11,86.51,87.33,85.53
86.16,89.66,89.90,85.92
89.69,90.05,90.83,89.00
90.08,88.96,90.43,88.65
90.09,90.10,90.82,89.27
91.10,89.63,91.45,89.14
90.32,87.78,90.41,87.70
88.98,88.15,89.08,87.50
89.34,90.21,90.86,88.05
90.06,89.42,90.80,89.32
89.08,87.43,89.72,86.64
87.30,91.15,91.22,86.53
91.34,93.21,93.61,91.00
93.63,93.89,94.29,92.70
93.51,95.77,96.52,93.46
95.90,94.98,95.91,93.87
94.65,96.01,97.06,94.65
95.35,96.21,98.50,95.08
96.28,97.00,97.07,95.41
97.31,98.20,98.98,96.85
97.43,99.14,99.45,96.01
99.24,100.44,101.50,99.12
100.82,100.28,101.02,98.82
100.46,102.43,102.94,99.77
102.69,102.47,103.09,100.73
103.09,102.83,103.73,102.38
102.78,99.70,102.78,99.49
99.84,101.21,101.28,99.59
100.79,101.53,101.65,98.56
101.96,102.48,102.79,101.52
100.99,100.00,101.94,99.82
100.36,99.89,100.36,98.80
99.74,99.10,100.14,98.79
98.75,98.01,98.78,97.29
98.78,100.96,101.80,98.00
101.16,100.99,102.34,100.66
101.20,96.71,102.49,96.27
97.09,96.38,98.87,95.16
96.94,97.09,98.34,96.13
97.48,96.94,97.77,95.57
96.77,95.80,97.45,95.58
95.98,94.51,96.16,94.01
95.03,94.75,95.88,93.14
94.76,95.11,95.54,93.65
95.18,95.78,96.81,94.53
95.80,95.60,96.69,95.17
95.69,97.31,97.80,94.43
96.31,93.68,97.31,93.44
93.41,97.86,98.05,93.10
96.61,95.27,96.83,93.75
95.02,90.12,97.77,88.16
90.60,93.10,94.43,89.35
92.90,92.71,93.13,90.67
93.21,91.26,93.59,91.09
92.07,91.69,92.52,90.98
91.99,91.82,92.71,89.08
92.83,92.12,93.35,90.01
92.27,90.63,92.96,90.27
90.05,88.29,91.23,88.10
88.23,89.12,89.19,87.25
90.51,88.84,90.73,86.87
88.45,85.00,90.77,84.99
85.25,87.21,88.91,83.50
86.46,86.79,87.48,84.62
86.94,86.42,87.25,85.75
86.85,87.65,88.24,86.09
86.74,84.96,86.88,84.88
85.36,85.70,85.95,84.23
86.35,85.98,86.95,85.83
85.15,81.66,86.08,80.78
81.81,80.15,82.82,80.04
79.55,80.56,81.56,79.52
81.13,79.23,82.23,79.20
79.36,80.50,81.54,78.50
81.73,82.96,83.14,81.73
82.79,81.83,82.89,81.21
81.40,82.92,83.26,81.40
82.34,80.76,82.60,80.69
80.00,78.73,80.40,77.90
78.88,78.71,79.75,77.43
81.90,78.71,82.81,76.67
79.39,75.84,81.05,75.01
75.35,77.58,79.30,74.95
77.61,75.86,77.88,75.77
75.09,77.88,77.99,73.31
77.60,78.00,78.43,76.77
78.43,77.69,78.52,77.55
77.39,78.96,80.92,77.39
80.38,83.22,83.94,79.31
82.73,82.99,84.21,81.85
88.92,92.88,93.80,87.79
94.07,95.36,97.93,94.06
94.28,92.00,95.25,89.97
92.33,94.42,94.51,89.64
94.14,93.06,94.68,91.96
92.58,90.47,93.06,90.43
90.67,91.20,92.40,90.01
90.94,89.44,91.48,89.00
89.95,89.05,90.51,88.76
89.32,86.20,89.75,85.40
85.37,87.34,87.47,84.26
87.71,87.77,87.97,86.29
87.47,86.90,88.00,86.13
86.21,85.65,87.50,84.40
85.86,81.61,86.91,81.59
81.85,77.82,82.53,77.75
