VCLT,Vanguard Long-Term Corporate Bond ETF,NASDAQ
87.50,87.62,87.99,87.43
87.57,87.96,88.43,87.28
88.07,87.96,88.25,87.85
88.23,88.69,88.82,88.12
88.25,87.98,88.25,87.87
87.80,87.37,87.97,87.25
87.23,87.63,87.82,87.00
88.10,88.14,88.23,87.65
88.30,87.48,88.60,87.42
87.76,87.70,88.18,87.49
87.70,87.56,88.09,87.49
87.97,88.34,88.54,87.97
88.07,88.13,88.20,87.78
88.33,88.58,88.62,88.13
88.01,88.27,88.30,87.89
88.43,88.34,88.58,88.28
88.10,88.17,88.23,88.02
88.31,88.81,88.93,88.23
89.03,89.02,89.17,88.81
88.94,89.35,89.41,88.94
88.51,89.53,89.67,88.51
89.42,89.69,89.71,89.14
90.10,90.71,90.75,89.81
90.31,90.08,90.50,89.93
90.47,90.39,90.65,90.20
90.35,90.44,90.48,90.25
90.50,90.46,90.80,90.21
90.98,90.32,90.98,90.21
90.10,90.21,90.33,89.83
