CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,NASDAQ
49.65,49.23,49.88,49.22
48.87,49.05,49.46,48.76
49.10,49.19,49.50,48.57
49.00,49.30,49.76,48.68
49.39,49.50,49.71,48.69
49.87,50.68,50.92,49.70
50.91,50.56,51.16,50.50
50.13,49.68,50.75,49.34
49.81,50.27,50.67,49.67
50.14,49.78,50.58,49.69
49.21,50.01,50.18,48.83
50.08,51.45,52.23,50.01
51.72,50.90,51.77,50.66
50.92,51.83,51.87,50.92
51.83,52.52,52.85,51.77
52.78,54.15,54.23,52.70
54.00,54.15,54.58,53.79
53.94,53.76,53.99,53.38
53.87,53.51,53.96,53.44
53.42,53.50,54.28,53.35
55.01,56.40,57.11,54.55
56.11,56.44,57.09,56.11
56.62,55.12,56.62,54.78
55.00,53.83,55.38,53.76
54.23,55.15,55.20,53.85
54.83,55.86,55.87,54.67
55.30,56.48,56.50,54.81
56.19,56.66,56.86,55.89
56.26,56.44,56.79,56.08
56.57,56.32,57.29,56.24
56.92,57.52,57.64,56.27
57.84,58.64,58.73,57.55
58.36,59.19,59.49,58.10
58.94,58.89,59.10,57.98
58.44,57.90,58.80,57.47
58.25,58.52,58.87,57.90
58.51,58.65,58.90,58.29
58.50,58.87,58.95,58.33
58.69,58.78,59.16,58.36
58.70,57.72,58.84,57.69
57.14,56.84,57.68,56.69
56.83,56.53,56.86,56.22
56.57,56.45,57.37,56.45
56.32,56.70,57.17,55.96
56.48,56.36,57.17,56.20
56.83,57.26,57.63,56.57
57.31,57.72,57.85,57.16
57.65,56.89,57.67,56.76
56.44,55.50,56.56,55.42
55.50,55.92,56.28,55.38
55.90,56.42,56.67,55.66
56.58,56.07,56.63,55.74
56.50,56.33,56.94,56.05
56.33,56.64,56.84,56.00
56.60,56.88,57.14,56.30
57.17,56.30,57.69,56.28
56.47,56.89,57.47,56.47
57.09,58.45,58.67,57.09
58.76,58.37,58.92,58.13
58.33,57.78,58.33,57.61
58.09,57.98,58.19,57.46
58.28,58.21,58.95,57.95
58.40,58.54,58.81,58.10
58.59,58.05,58.71,57.85
58.37,57.67,58.39,57.63
57.90,58.56,58.69,57.67
58.33,57.74,58.65,57.65
57.71,57.00,57.72,56.83
57.24,56.44,57.24,56.38
56.49,56.71,57.08,56.35
56.31,56.49,56.88,56.26
56.35,56.56,56.78,56.03
56.67,57.31,57.47,56.27
56.88,57.34,57.60,56.44
57.34,56.78,57.34,56.02
56.79,57.62,57.91,56.52
56.93,56.57,57.34,56.54
56.94,56.24,57.38,55.96
56.34,55.70,56.34,55.08
56.42,57.04,57.21,56.26
57.35,59.04,59.08,57.33
58.99,59.45,59.56,58.39
59.46,57.79,59.46,57.49
57.88,57.57,58.07,57.50
57.45,57.57,57.96,56.64
57.85,58.41,59.13,57.57
61.87,59.67,62.32,59.46
60.24,58.49,60.35,58.42
58.62,58.71,59.02,57.81
58.81,58.59,59.22,58.57
58.98,58.52,59.22,58.38
58.49,58.51,58.75,57.96
58.65,58.62,59.08,58.48
58.43,58.63,59.02,58.43
58.21,58.02,58.78,58.02
58.33,58.12,58.50,57.72
58.20,58.70,58.90,58.02
58.22,59.16,59.34,58.22
59.39,60.11,60.84,59.04
60.44,59.74,61.20,59.63
59.71,59.72,60.38,59.54
59.46,59.67,60.01,59.23
59.81,61.27,62.11,59.62
61.26,61.36,61.46,60.50
61.67,62.18,62.24,60.81
61.75,62.65,62.89,61.72
62.99,62.44,63.29,62.29
62.02,61.57,62.28,61.22
61.81,60.92,62.07,60.81
61.48,61.17,61.64,61.02
61.42,61.43,61.86,61.07
61.18,60.47,61.56,60.25
60.54,60.55,60.75,59.37
60.90,61.74,61.90,60.45
61.80,61.86,62.01,61.29
61.65,62.02,62.29,61.48
62.05,62.01,62.30,61.50
61.49,61.98,62.48,61.19
61.70,61.31,61.95,61.12
61.95,61.00,61.99,60.99
60.99,60.93,61.41,60.72
60.77,60.70,60.97,60.59
60.81,59.90,60.81,59.85
59.90,60.09,60.60,59.63
60.47,60.59,60.77,59.88
60.46,60.98,61.46,60.37
60.59,61.84,61.99,60.59
61.60,62.30,62.40,61.24
62.00,61.56,62.39,61.52
61.51,62.21,62.44,61.36
62.64,62.49,62.64,62.09
62.67,63.08,63.15,62.24
63.33,63.65,63.66,63.25
63.90,63.98,64.33,63.89
63.85,64.26,64.47,63.45
64.64,64.50,64.95,64.30
63.65,64.38,64.50,63.57
64.65,64.29,64.70,63.89
64.53,63.92,64.85,63.85
63.28,63.94,64.12,63.04
64.07,64.57,64.58,63.69
64.99,64.70,65.20,64.31
64.95,65.04,65.05,64.17
64.94,63.30,64.99,63.04
63.65,65.11,65.11,63.32
65.00,65.23,65.50,64.77
65.21,64.97,65.28,64.71
64.78,64.51,65.44,64.45
65.01,64.51,65.15,64.21
64.41,64.82,64.86,64.41
64.46,65.33,65.36,64.16
65.06,64.69,65.26,64.30
64.79,63.54,64.79,63.11
65.01,65.93,67.25,64.50
65.99,65.86,66.48,65.52
66.52,67.07,68.89,66.34
66.83,65.43,66.92,65.18
64.72,63.43,65.49,62.31
63.66,63.16,64.33,63.07
63.07,63.98,64.23,62.63
64.56,64.22,64.97,63.56
64.39,64.82,65.04,64.07
64.97,64.48,65.00,64.35
64.78,65.01,65.45,64.21
64.92,65.18,65.65,64.79
64.70,65.71,65.81,64.55
65.38,66.95,67.25,65.38
66.82,66.41,66.95,66.11
66.55,66.87,67.14,66.18
67.25,67.54,67.58,66.92
68.14,67.40,68.14,67.30
67.76,66.88,67.78,66.87
66.72,66.98,67.13,66.51
67.07,67.67,68.04,66.87
67.92,68.08,68.14,67.45
68.34,67.42,68.34,67.00
66.87,67.25,67.29,66.46
67.83,68.53,68.55,67.59
68.73,68.85,68.93,68.30
68.89,69.24,69.74,68.64
69.92,69.06,69.92,68.75
69.13,68.15,69.24,67.63
68.41,67.71,68.45,67.56
67.26,67.72,67.95,66.92
67.93,66.39,67.93,66.18
66.57,67.32,67.57,66.39
67.47,69.02,69.24,67.47
68.79,68.95,69.24,68.47
68.65,68.26,68.68,67.22
68.24,67.83,68.49,67.60
67.83,66.86,68.05,66.74
67.19,66.62,67.65,66.05
66.74,66.42,67.23,66.06
66.96,65.82,66.96,65.18
65.57,66.44,66.57,65.34
66.63,66.19,66.96,65.82
66.73,67.63,67.88,66.52
67.31,68.17,68.36,67.29
68.17,67.70,68.30,67.61
67.66,67.04,68.14,66.67
67.55,65.71,67.55,65.38
65.61,66.07,66.36,65.02
65.89,67.51,67.65,65.89
67.80,67.87,68.10,67.08
67.46,66.14,67.51,66.09
65.28,65.45,66.05,65.01
65.82,65.87,66.40,65.31
65.91,66.29,66.58,65.14
66.79,66.37,66.84,65.81
66.44,66.96,67.22,66.32
67.59,67.94,68.01,67.10
67.55,68.30,68.50,67.55
68.27,67.60,68.47,67.13
68.44,67.29,68.44,66.78
66.70,65.75,67.36,65.50
66.31,65.87,66.58,64.77
62.88,63.11,63.74,60.50
63.37,64.06,64.22,63.11
64.11,64.18,64.99,64.01
64.46,63.20,64.46,63.19
63.20,63.68,64.04,62.86
63.51,63.78,64.38,63.51
63.71,63.45,63.97,62.77
63.35,64.03,64.35,63.01
63.64,64.24,64.57,63.55
64.23,65.58,65.72,64.21
65.79,65.28,65.95,65.07
64.81,65.07,65.42,64.81
65.27,64.20,65.27,63.65
64.60,63.61,64.60,63.51
63.45,64.12,64.21,63.02
64.09,64.20,64.44,63.56
64.20,64.72,64.93,63.86
64.73,65.44,66.00,64.73
65.79,65.51,66.02,65.33
65.72,66.03,66.04,65.49
66.03,65.42,66.34,65.36
65.42,65.07,65.49,64.57
65.51,64.48,65.55,64.26
64.70,64.49,64.93,64.06
64.70,64.25,64.70,64.09
64.13,64.44,64.65,64.07
64.00,65.18,65.38,63.93
65.59,65.83,65.99,65.05
65.66,65.59,65.90,65.36
65.36,65.39,65.63,65.10
65.24,65.31,65.49,64.91
64.91,65.40,65.74,64.85
65.50,65.82,65.88,65.29
65.77,66.28,66.75,65.36
66.29,66.83,67.09,66.06
66.90,67.74,67.86,66.84
67.80,68.01,68.13,67.58
68.06,67.53,68.08,67.30
67.79,67.02,67.84,66.94
67.05,66.55,67.26,66.47
66.49,66.76,66.95,66.39
66.58,66.15,66.86,66.07
66.25,66.87,67.19,66.24
66.96,67.03,67.43,66.88
67.07,67.29,67.52,66.79
67.12,67.00,67.71,66.88
67.16,67.24,67.59,67.01
66.88,65.89,66.88,65.75
65.91,65.34,66.22,65.04
65.87,65.41,65.99,65.12
64.38,64.81,64.88,64.14
65.09,64.07,65.11,63.70
64.20,64.83,65.01,64.16
64.99,64.72,65.02,64.46
64.78,64.18,64.97,64.05
64.31,63.91,64.68,63.70
64.21,64.52,64.60,63.87
64.46,64.22,64.48,63.88
64.54,64.77,65.20,64.35
66.11,66.15,67.05,65.75
66.06,67.50,67.60,66.01
67.57,68.48,68.65,67.57
68.22,68.23,68.59,68.06
68.12,68.26,68.75,67.88
68.46,68.58,68.99,68.23
67.97,67.87,68.50,67.66
67.55,66.59,67.57,66.59
66.89,66.96,67.15,66.46
66.77,66.48,66.97,66.17
66.09,66.13,66.61,65.80
66.37,65.45,66.63,65.32
65.51,65.80,65.90,65.28
65.85,66.46,66.74,65.81
65.81,66.44,66.85,65.75
66.70,66.66,67.00,66.41
66.52,66.80,66.95,66.45
67.20,67.04,67.40,66.66
67.11,67.37,67.64,67.06
67.36,67.52,67.78,67.31
67.56,67.95,68.14,67.36
67.83,68.27,68.35,67.83
68.24,68.15,68.51,68.07
68.61,68.96,69.07,68.17
69.17,69.70,69.93,68.93
70.08,70.34,70.48,69.83
70.04,70.15,70.23,69.19
70.25,71.02,71.14,70.00
72.15,70.98,72.15,70.82
71.03,71.00,71.25,70.79
71.12,71.51,71.70,70.86
71.80,71.99,72.35,71.05
71.93,71.88,72.78,71.58
71.59,71.24,72.01,71.16
70.75,71.26,71.62,70.52
71.07,71.06,71.34,70.83
71.40,71.80,71.93,71.32
71.50,70.35,71.75,69.98
70.09,70.00,70.34,69.77
70.19,70.97,71.27,69.99
71.10,70.77,71.45,70.71
70.96,70.40,71.21,70.33
70.18,69.79,70.42,69.26
69.91,69.43,70.10,69.37
69.30,70.53,70.66,69.08
70.25,69.49,70.52,69.38
69.63,69.76,69.90,69.34
69.18,69.26,69.37,68.59
68.95,69.24,69.42,68.22
69.23,67.94,69.37,67.73
67.91,68.66,68.86,67.56
68.83,70.00,70.39,68.76
70.00,69.81,70.35,69.31
69.23,69.40,70.22,69.23
69.78,70.26,70.30,68.79
70.03,68.79,70.40,68.62
68.46,66.27,69.17,66.24
65.94,66.40,66.69,65.27
66.64,66.49,67.11,66.01
65.96,67.03,67.30,65.53
66.49,67.00,67.37,66.06
67.59,68.02,68.35,67.15
68.17,68.35,68.42,67.55
68.51,68.63,68.89,68.11
68.89,67.38,68.89,67.33
70.08,71.00,71.31,69.43
71.77,72.70,72.76,71.25
72.56,72.84,73.46,72.30
73.00,73.47,73.69,72.84
73.61,73.59,74.00,73.41
73.02,73.91,73.99,73.02
74.80,74.25,74.88,74.02
74.01,73.70,74.34,73.65
73.34,73.84,73.98,73.16
74.00,73.89,74.11,73.65
73.95,74.51,74.75,73.87
74.62,74.66,74.89,74.24
74.40,74.73,74.99,74.24
74.87,74.85,75.11,74.52
75.28,75.80,76.28,74.87
76.01,76.64,76.93,75.80
76.25,76.39,77.14,75.90
76.44,76.67,77.01,76.35
76.51,76.53,77.11,76.30
76.21,76.21,76.71,75.81
76.21,76.03,76.73,75.85
77.35,76.72,77.39,76.58
77.00,76.74,77.18,76.27
77.36,76.82,77.41,76.75
76.76,76.81,76.99,76.59
76.67,77.31,77.86,75.94
76.73,76.59,77.01,76.00
76.65,76.62,76.94,76.31
76.88,76.86,77.54,75.86
76.59,76.93,77.33,76.57
77.28,77.41,77.91,76.86
77.43,77.54,77.99,76.97
76.84,77.47,77.95,76.78
77.48,77.24,78.53,77.20
77.45,77.74,78.78,77.32
76.82,76.68,77.72,76.52
76.80,76.59,77.34,75.81
76.67,75.37,76.77,75.32
76.63,77.11,77.67,75.67
78.27,78.29,78.41,77.77
78.18,78.33,79.04,77.81
78.46,79.80,80.11,78.43
79.80,79.93,80.23,79.23
80.29,80.44,80.82,80.00
80.46,80.06,80.61,80.01
79.42,79.61,80.00,79.36
79.63,79.11,79.99,78.79
79.12,78.57,79.81,78.47
78.78,78.46,79.24,78.02
78.35,78.01,78.58,77.65
78.96,77.95,78.96,77.10
78.33,78.59,79.03,77.77
78.95,80.53,80.60,78.88
80.90,80.58,81.05,80.28
81.12,80.68,81.12,79.61
80.78,79.47,81.51,79.16
78.59,79.66,79.83,78.50
79.88,79.00,80.49,78.69
79.04,80.81,80.92,78.70
81.52,80.19,81.57,80.06
80.37,80.67,80.83,79.75
79.16,79.99,80.24,77.42
79.50,80.06,81.07,79.50
80.12,80.03,80.20,78.91
79.41,79.19,80.25,78.28
79.79,77.08,79.79,77.00
78.62,78.50,80.80,77.35
78.00,77.17,78.07,76.79
77.15,76.50,77.15,75.35
77.00,77.41,77.56,76.63
77.00,76.84,77.63,76.71
77.03,77.24,77.94,76.87
77.91,76.72,78.21,76.58
76.30,76.17,76.80,75.82
76.46,76.96,77.01,76.05
77.06,77.18,77.62,77.01
78.59,78.20,78.60,77.92
79.05,80.33,80.43,78.84
80.89,80.74,80.99,80.22
80.62,81.29,81.55,80.62
81.41,82.10,82.32,81.05
82.22,82.48,82.56,81.73
82.48,82.39,82.69,81.87
82.65,82.84,83.23,82.16
82.95,83.38,83.86,82.95
83.32,83.91,84.58,83.04
83.86,83.49,84.18,83.23
83.37,84.35,84.39,82.93
84.20,83.22,84.45,83.13
83.21,82.47,83.46,82.10
82.27,83.14,83.21,81.83
83.16,82.00,83.60,81.89
82.23,82.43,82.60,81.27
81.89,82.03,82.56,81.75
81.99,81.63,82.54,81.53
81.76,81.46,82.24,81.16
80.96,81.22,81.42,80.42
81.30,83.09,83.27,81.26
82.59,83.46,83.69,82.59
83.44,84.60,85.14,82.92
84.68,84.96,85.60,84.40
86.00,85.12,86.00,85.08
85.38,84.69,85.46,84.52
84.89,83.78,85.24,83.70
84.30,81.38,84.49,81.13
80.69,82.19,82.37,80.50
82.37,82.36,82.59,81.76
82.99,83.48,83.81,82.43
83.25,81.97,83.46,81.97
81.82,81.87,82.33,81.22
81.80,82.49,82.74,81.59
81.71,82.84,83.46,81.59
83.25,83.99,84.43,83.10
83.62,85.22,85.24,83.61
85.37,85.14,85.62,84.29
85.59,84.92,85.77,84.52
85.17,82.91,85.35,82.73
83.00,83.77,83.80,82.94
83.98,84.62,84.84,83.47
84.70,84.76,85.27,84.38
83.60,81.75,83.97,81.25
83.00,85.88,86.92,82.77
87.50,86.69,88.18,85.90
87.09,87.17,87.50,86.39
86.91,87.12,87.70,86.37
87.46,87.55,87.93,87.02
87.99,87.38,88.14,87.08
87.63,87.32,87.79,86.87
87.00,85.72,87.68,85.42
85.38,83.48,86.10,83.39
83.77,83.95,84.52,83.51
84.28,83.99,84.68,83.98
83.57,84.10,84.38,83.10
84.55,84.54,84.72,83.85
84.34,85.01,85.35,84.07
86.04,85.70,87.01,85.68
84.94,86.25,86.45,84.50
85.85,86.01,86.60,85.61
86.69,86.90,87.13,86.02
86.93,88.03,88.07,86.90
88.42,86.86,88.49,86.82
86.58,86.71,86.90,85.11
87.11,86.83,87.34,86.65
86.86,87.36,87.90,86.41
87.34,86.70,87.34,86.44
86.55,87.22,87.50,86.42
87.20,85.78,87.20,85.56
84.24,83.84,84.52,82.23
83.74,85.19,85.79,83.50
85.30,84.72,85.30,83.63
85.44,84.68,85.44,84.09
84.61,83.63,84.66,83.36
84.23,83.70,84.23,83.39
83.76,83.66,84.24,83.18
83.90,83.79,84.57,82.94
83.98,83.21,84.25,82.94
83.94,83.59,83.94,82.55
84.12,84.77,84.98,83.83
85.00,84.78,85.31,84.55
84.60,83.71,84.85,83.47
83.12,82.82,83.53,82.10
82.88,83.49,83.75,82.62
83.84,83.96,84.36,83.37
84.34,84.70,85.08,84.05
84.77,83.73,85.20,83.68
84.69,83.94,84.82,83.67
84.46,83.16,84.59,83.10
83.13,81.54,83.13,80.94
81.93,80.73,81.97,80.51
80.71,79.66,80.91,79.44
78.99,78.22,79.41,78.12
78.64,79.55,80.18,78.40
80.20,80.21,80.75,79.74
79.88,80.31,80.48,79.86
79.52,79.79,80.36,79.13
79.86,79.36,80.07,78.67
78.87,78.70,79.34,78.50
79.70,80.66,81.18,79.42
81.29,80.90,81.86,80.10
80.86,79.94,81.98,79.83
79.95,80.12,80.72,79.91
80.30,80.03,80.49,79.76
79.78,78.65,79.79,78.37
78.93,78.00,79.26,77.14
78.23,77.02,78.60,76.82
76.88,78.74,78.96,76.88
84.44,84.23,86.71,82.19
84.49,84.10,85.54,84.04
83.47,83.55,84.28,82.72
82.59,82.22,83.50,81.91
82.16,82.69,83.04,81.64
82.31,81.35,82.59,80.79
81.24,80.08,81.24,79.99
80.73,80.77,83.30,79.97
80.81,79.82,80.81,79.35
79.60,81.63,81.91,79.28
81.40,82.18,82.86,81.26
82.05,81.25,82.99,81.23
81.49,80.86,81.54,80.04
81.60,82.59,82.96,81.30
81.91,81.29,82.54,80.13
80.36,80.78,81.23,80.03
80.53,80.49,81.11,80.24
79.94,80.82,80.99,79.90
80.55,82.21,82.30,80.06
82.18,82.54,82.99,81.94
81.88,81.14,82.04,80.89
80.55,79.89,80.94,79.65
78.61,76.90,80.00,76.86
72.26,74.79,77.20,65.09
76.97,77.60,78.65,75.19
79.85,79.52,80.14,77.64
79.83,79.61,80.62,78.28
79.36,78.86,79.77,78.26
78.28,78.01,78.61,77.60
76.74,77.24,78.23,76.31
77.58,78.35,78.37,77.10
78.93,78.09,78.94,77.92
76.99,77.61,78.39,76.94
78.53,78.29,78.85,77.28
79.02,77.73,79.19,77.50
77.45,78.73,79.13,77.45
78.50,79.18,79.43,77.92
79.13,78.66,79.36,78.11
78.65,79.51,79.80,78.60
79.17,79.54,79.81,78.60
79.65,79.57,80.34,79.30
78.87,79.90,80.09,78.69
80.46,80.59,81.25,79.80
79.98,80.05,80.47,79.35
79.60,80.09,80.79,79.59
79.35,79.37,79.55,78.71
80.13,79.64,80.44,79.20
79.15,78.51,79.59,78.28
78.48,78.81,79.22,78.11
79.24,79.33,79.70,77.63
79.64,79.95,80.20,79.08
79.38,80.52,80.56,78.63
80.71,82.36,82.94,80.33
82.18,80.37,82.41,78.47
80.60,79.99,80.91,79.46
79.49,79.69,80.05,78.75
79.60,79.48,80.77,78.70
79.63,80.15,80.43,79.21
80.02,79.03,80.24,78.99
78.81,78.55,79.54,78.28
78.82,79.72,80.14,78.61
80.04,80.90,81.02,79.73
81.00,80.59,81.00,80.26
80.65,81.31,81.55,80.58
81.99,80.18,81.99,80.08
80.56,82.04,82.34,80.06
81.32,80.43,82.50,79.40
82.23,80.98,82.23,77.74
80.58,83.02,83.04,80.52
83.48,84.81,85.14,83.03
84.40,84.68,85.02,84.08
85.00,84.94,85.10,84.64
85.41,84.37,85.62,83.62
84.10,84.39,84.74,83.61
84.59,83.80,84.98,83.65
83.39,81.80,83.40,81.49
81.93,83.67,83.79,81.22
82.84,81.76,83.20,80.68
81.71,82.53,82.75,81.71
83.10,82.11,83.23,81.93
81.93,82.34,83.25,81.41
81.90,80.83,82.68,80.75
81.00,81.43,81.64,80.31
81.86,82.59,83.25,81.58
82.25,81.43,82.68,80.56
81.05,83.60,83.84,80.91
84.05,84.45,85.11,83.45
84.05,84.40,84.60,83.49
83.75,84.31,84.47,83.38
84.62,85.86,86.02,84.44
85.57,86.42,86.89,85.57
85.81,87.29,87.30,85.50
86.83,86.50,87.46,85.66
85.66,86.93,87.98,85.21
86.43,84.70,87.27,84.15
84.52,86.90,87.27,84.30
86.25,86.45,87.46,85.92
85.75,86.63,87.03,85.22
86.53,85.29,86.59,85.01
85.38,84.80,85.51,84.47
83.83,84.31,85.02,83.83
83.61,85.24,85.29,83.53
85.35,86.97,87.51,85.25
87.36,86.51,87.36,85.42
86.87,82.68,86.89,82.40
82.50,80.62,83.32,80.54
81.61,81.71,81.73,80.97
82.23,82.66,82.99,81.79
83.37,82.35,83.39,82.06
82.56,82.60,82.96,82.10
81.98,82.54,82.83,81.98
83.28,83.66,84.14,83.07
83.75,82.36,83.99,82.25
82.17,81.38,82.51,81.37
78.91,79.48,79.96,78.48
80.06,79.08,80.53,78.51
77.74,77.78,78.78,76.93
76.38,77.51,78.21,76.05
77.72,76.71,78.40,76.59
77.21,76.99,77.82,76.25
77.52,78.75,79.48,76.74
79.29,76.95,80.49,76.89
76.94,77.63,77.99,75.40
75.13,75.95,76.30,74.10
77.04,75.92,77.55,75.29
74.44,74.55,75.11,71.64
74.56,72.76,74.85,72.44
74.77,75.43,75.95,73.28
75.41,75.45,76.29,75.22
76.46,76.05,76.63,74.00
76.10,75.20,76.30,74.75
78.94,76.84,79.95,75.74
77.19,78.81,78.84,77.12
79.55,80.63,80.95,78.34
79.80,78.58,80.34,78.31
80.03,79.77,80.24,78.39
79.72,79.69,79.72,78.49
79.00,78.02,79.00,77.07
76.72,76.91,77.49,75.20
75.41,76.69,77.93,75.20
77.32,77.33,78.89,76.91
75.93,77.91,78.48,75.50
78.09,78.67,78.78,77.04
79.86,80.40,80.90,79.27
80.79,81.39,81.50,80.19
81.74,81.46,81.80,80.39
81.18,81.61,81.75,80.84
82.26,82.31,83.14,81.83
82.39,82.00,82.59,81.65
81.32,82.80,82.98,81.19
83.24,83.62,83.65,82.01
84.51,82.68,84.63,82.06
82.94,83.07,84.56,82.31
83.92,84.69,85.00,83.49
84.50,83.98,84.99,83.50
85.23,85.19,85.25,82.92
85.51,84.35,85.52,84.19
84.30,83.40,84.48,82.94
82.77,83.10,83.81,82.52
83.72,83.78,84.26,83.21
84.58,82.90,84.58,81.90
82.74,83.00,83.28,81.80
82.93,82.26,83.04,81.98
82.04,82.42,82.61,81.78
81.78,82.90,83.39,81.77
82.55,82.54,83.35,82.00
82.83,82.98,83.39,81.83
83.35,83.25,83.54,82.78
82.90,83.35,83.61,82.88
83.49,83.19,83.74,82.96
82.86,82.83,83.36,82.28
82.91,83.14,83.45,82.28
83.00,83.83,84.02,83.00
84.72,86.34,86.57,84.11
85.78,87.47,87.98,85.65
86.80,86.77,86.84,85.89
87.06,85.71,87.06,85.50
84.81,84.77,85.35,84.49
85.31,86.29,86.47,84.76
86.70,85.64,87.38,85.30
85.92,85.14,86.12,84.77
84.95,84.91,85.96,84.83
85.10,85.52,86.31,84.06
85.88,88.07,88.22,85.86
87.90,88.33,89.20,87.50
88.50,88.40,89.07,88.10
87.78,89.66,89.92,87.47
89.93,88.88,89.98,87.87
83.73,86.06,86.66,83.01
86.79,84.22,86.79,84.12
83.29,82.93,84.39,82.10
82.93,84.34,84.38,82.62
84.47,83.83,84.68,83.14
83.34,83.50,84.60,83.03
83.57,82.60,84.13,82.41
82.42,82.87,84.29,81.78
82.78,82.79,83.18,82.01
82.68,82.16,82.73,81.45
81.55,82.01,82.33,81.07
82.01,81.85,82.42,81.66
81.01,81.89,81.90,80.46
83.13,82.48,83.13,81.83
81.25,82.50,82.77,81.25
82.60,81.21,82.92,81.20
81.72,81.62,82.36,81.14
81.87,82.42,83.20,81.64
82.87,82.99,83.63,82.57
83.00,82.52,83.57,82.21
82.26,83.21,83.73,82.23
82.65,82.37,83.27,81.72
82.54,83.45,83.79,82.41
83.26,83.40,84.32,83.26
83.88,86.06,86.13,83.74
86.22,85.93,86.46,85.64
85.93,85.81,86.12,85.25
84.24,83.60,84.55,82.74
83.49,84.97,85.03,82.65
84.50,84.80,84.84,83.53
84.71,85.77,86.02,84.48
85.23,84.97,85.46,84.29
85.01,85.30,85.42,84.76
85.32,84.77,85.68,84.69
84.80,85.59,85.67,84.80
85.65,85.20,85.82,84.96
84.55,84.40,84.90,84.00
83.84,84.40,85.01,83.46
83.64,84.33,84.48,83.43
84.37,84.28,84.89,84.15
82.40,81.70,82.93,81.07
81.96,81.15,82.00,80.79
81.54,81.24,81.91,80.81
81.50,81.52,81.85,81.07
81.42,80.98,82.00,80.90
81.75,81.98,82.02,81.34
79.01,78.17,80.70,78.11
77.49,77.07,77.81,76.58
78.27,77.40,78.50,76.90
77.88,77.99,78.17,76.52
78.11,79.68,79.88,77.85
80.00,79.62,80.24,79.20
79.00,79.74,79.90,78.54
79.26,81.63,81.91,79.11
81.48,81.86,81.99,81.27
82.06,83.15,83.20,81.97
82.10,82.48,82.80,81.41
82.45,81.45,82.46,81.21
81.76,81.92,82.24,80.86
82.19,81.67,82.42,81.55
82.15,81.16,82.37,81.10
81.58,81.97,82.49,81.16
81.51,81.19,82.20,80.92
81.97,82.26,82.74,81.06
81.90,81.35,82.17,81.15
81.67,81.73,81.82,80.93
81.82,83.64,84.00,81.74
79.50,80.53,81.97,78.39
80.38,78.10,80.38,78.06
78.20,77.91,78.32,77.64
77.70,76.88,78.19,76.41
76.88,76.09,77.54,75.96
75.86,75.05,75.89,74.80
74.94,75.60,75.84,74.50
75.81,75.89,75.94,75.28
76.10,75.88,76.72,75.85
76.21,75.10,76.25,75.06
75.29,74.91,75.44,74.61
74.89,74.60,75.24,74.38
74.77,75.18,75.21,74.69
74.87,74.83,75.24,74.76
74.87,75.32,75.57,74.75
75.31,75.12,75.70,74.51
75.40,74.82,75.42,74.51
75.04,75.91,76.07,74.90
75.71,75.97,76.72,75.50
75.86,75.40,75.97,75.30
75.97,76.19,76.24,75.14
75.73,76.05,76.50,75.37
75.99,75.94,76.41,75.65
76.15,77.33,77.45,75.94
77.02,76.22,77.32,76.09
76.28,76.02,76.69,75.81
76.23,76.74,77.04,75.31
76.68,76.96,77.18,76.25
77.46,77.98,78.14,76.79
78.32,77.75,79.00,77.66
77.62,77.64,77.82,77.49
77.59,76.68,77.61,76.63
76.31,76.77,77.33,76.06
75.00,77.46,77.60,75.00
76.55,76.76,77.49,76.50
76.23,75.04,76.86,75.03
74.85,75.51,75.76,74.62
75.74,75.00,75.74,74.82
75.58,75.03,75.58,74.81
75.06,74.81,75.37,74.54
75.05,75.89,76.00,74.93
76.00,76.05,76.57,75.88
76.24,75.70,76.67,75.41
75.09,74.96,75.56,74.88
74.86,76.30,76.32,74.84
76.62,77.06,77.25,76.54
77.03,76.73,77.16,76.60
76.99,77.61,77.68,76.50
77.26,77.57,77.94,77.26
77.54,78.18,78.62,77.54
78.20,78.69,79.34,78.01
78.38,77.76,78.69,77.19
78.13,78.07,79.06,77.80
78.50,77.59,78.51,77.50
77.59,76.63,77.64,76.56
75.03,76.77,77.10,74.34
76.50,76.35,76.56,75.42
76.53,76.17,77.49,76.00
75.84,76.20,76.48,75.65
76.75,77.23,77.51,76.57
77.34,77.18,77.54,76.98
77.36,77.10,77.42,76.68
77.36,77.67,77.88,76.87
77.83,78.38,78.49,77.77
78.45,78.52,78.73,78.15
78.42,78.85,78.97,78.31
79.00,79.05,79.38,78.86
78.98,80.98,81.08,78.78
83.74,84.56,84.98,82.79
84.28,83.10,84.85,81.79
83.00,83.33,84.14,82.71
83.42,82.83,83.96,82.74
82.03,82.65,83.31,81.98
83.74,84.12,84.33,83.00
83.84,83.40,83.96,82.80
82.40,84.78,85.47,81.45
84.82,85.15,85.85,83.95
84.99,84.44,85.25,83.77
84.07,84.07,84.95,83.19
84.28,82.70,84.75,82.66
82.08,83.15,83.16,82.08
83.06,83.80,83.90,82.38
83.84,83.41,84.21,83.36
83.84,83.96,84.35,83.59
83.00,83.74,84.49,82.22
83.69,83.03,84.00,82.88
83.38,83.23,83.59,83.08
82.94,82.53,83.35,82.44
82.36,81.59,82.92,81.39
81.85,82.33,82.59,81.61
82.28,81.31,82.51,81.21
