GWW,W.W. Grainger,NASDAQ
236.18,237.10,237.55,235.51
237.47,238.99,239.52,237.07
238.36,239.62,240.10,237.81
239.59,236.91,240.74,236.09
236.50,237.64,237.80,233.04
237.15,235.04,238.14,234.65
235.30,234.49,236.02,233.63
235.36,234.63,237.54,233.81
234.13,236.93,237.35,233.13
238.04,238.91,239.64,237.37
239.00,238.29,239.72,238.08
238.41,238.19,239.20,236.47
238.47,237.06,239.60,236.68
237.27,238.03,239.23,237.27
238.51,233.92,239.28,233.48
234.68,233.54,234.89,232.30
234.73,232.25,234.73,231.45
233.42,234.45,236.16,232.54
234.67,236.33,237.47,233.08
236.15,232.26,237.42,230.18
233.09,231.50,233.48,230.96
231.38,230.35,232.53,229.05
229.82,230.72,232.29,229.48
233.74,235.95,239.04,233.74
235.93,236.19,237.25,233.86
236.31,237.02,237.37,235.38
