DDS,Dillard's,NASDAQ
81.26,80.46,81.57,80.00
79.51,80.18,80.83,78.97
80.95,81.99,82.17,80.93
82.54,82.19,82.57,81.06
82.67,81.91,82.99,81.67
81.62,81.97,82.28,81.23
82.36,82.17,83.21,81.91
82.04,82.28,82.73,81.42
81.89,82.51,82.61,81.25
83.21,84.00,84.20,82.48
84.33,86.21,86.35,84.22
86.72,85.89,86.72,85.36
85.74,84.77,85.74,84.54
85.75,84.36,85.94,84.24
84.31,83.97,84.89,83.80
84.08,83.57,84.42,83.25
83.42,82.29,83.84,82.18
82.59,82.20,82.79,81.98
82.30,82.39,82.78,81.98
82.32,82.65,82.89,82.20
82.69,83.15,83.50,82.69
83.32,82.64,83.67,82.34
82.93,82.80,83.33,82.39
82.59,81.80,82.91,81.43
81.54,81.84,81.95,80.79
82.00,81.56,82.25,81.49
81.89,82.79,83.03,81.44
83.21,84.43,85.34,82.76
84.77,85.72,86.14,84.67
85.53,85.25,85.73,84.66
85.06,84.74,85.18,84.45
83.05,82.22,84.57,81.11
81.70,80.87,81.74,80.43
81.32,80.77,81.86,80.49
80.42,80.14,80.70,79.26
79.65,80.80,81.27,78.46
80.53,79.84,80.88,79.51
79.02,78.96,79.75,77.41
83.74,84.49,86.90,83.00
84.15,81.24,84.48,81.18
80.88,79.00,81.28,78.67
80.36,79.78,80.97,78.93
79.66,78.52,79.77,78.29
78.53,78.93,79.72,78.03
78.78,77.81,79.28,77.43
77.86,77.71,78.31,77.62
77.24,75.86,77.30,75.65
75.94,75.77,76.65,75.60
75.78,76.08,76.41,75.61
76.42,76.26,76.60,75.82
77.30,76.49,77.44,75.86
76.68,77.32,77.72,76.64
77.61,77.98,78.29,77.00
78.20,77.56,78.31,77.04
77.89,78.86,78.89,77.53
79.04,79.22,79.42,78.13
79.00,78.90,79.59,78.37
78.84,78.70,79.22,78.44
79.01,79.29,79.38,78.34
79.97,81.44,81.46,79.88
81.31,81.32,82.22,80.84
81.31,82.40,82.78,80.76
82.31,82.52,83.22,81.81
82.51,82.25,82.57,81.93
82.00,80.52,82.31,80.49
80.47,80.02,81.14,79.95
80.02,79.08,80.04,77.89
79.50,79.20,80.00,79.03
78.99,79.12,79.16,78.51
78.34,78.30,79.01,78.13
78.46,79.10,79.62,78.46
78.58,78.79,79.07,77.88
78.75,78.99,79.27,78.02
79.11,79.11,79.50,78.69
78.32,77.24,78.46,77.24
77.05,76.97,77.39,76.28
76.92,76.49,77.60,76.25
77.30,77.21,77.40,76.89
77.15,76.71,77.31,76.46
76.45,76.95,77.08,75.97
76.66,76.65,77.13,75.76
77.35,79.16,79.29,76.33
78.81,80.53,80.58,78.63
81.03,81.45,81.67,79.93
81.60,80.16,81.60,80.05
80.08,79.96,80.95,79.39
79.62,80.65,80.72,79.62
80.90,81.81,81.83,80.38
82.00,82.61,82.88,81.78
82.77,83.57,83.88,82.42
83.54,83.19,85.09,82.97
83.45,83.05,83.46,82.44
82.88,81.98,83.00,81.97
81.87,82.18,82.27,81.61
82.77,81.97,83.50,81.97
82.01,82.17,82.94,81.05
82.74,82.71,83.33,82.35
83.36,82.63,83.50,82.54
82.43,82.46,82.94,81.97
82.48,83.43,83.48,80.88
83.46,84.00,84.92,83.09
85.26,89.55,89.74,85.23
90.00,91.84,92.48,90.00
91.43,89.84,91.43,89.39
90.27,90.16,90.44,89.60
89.87,89.23,91.29,89.20
89.59,89.22,89.59,88.67
90.03,92.17,92.68,89.65
91.94,91.19,92.21,90.54
91.32,91.80,92.06,90.68
92.16,92.64,93.34,91.92
92.93,91.75,93.01,91.57
91.67,91.50,93.33,91.20
91.39,90.87,91.65,89.84
90.49,91.02,92.12,89.79
90.79,90.98,92.01,90.13
90.88,90.46,91.47,89.93
91.08,90.93,91.92,90.71
91.02,93.13,93.75,90.70
92.81,91.41,93.04,91.25
91.64,91.75,92.72,91.32
91.35,91.00,91.69,90.54
91.02,92.22,92.56,91.02
92.47,92.58,93.10,92.22
92.48,92.00,92.55,91.64
92.19,92.39,92.85,91.02
92.41,92.44,92.79,91.54
92.65,95.58,95.69,92.49
95.86,96.29,97.87,95.85
96.27,96.75,96.82,96.17
96.70,95.63,96.87,95.56
96.02,96.31,96.36,95.34
96.21,96.62,96.86,96.11
96.64,97.21,97.33,96.06
96.87,96.85,97.57,96.55
96.74,96.68,97.35,96.50
96.97,95.82,97.26,95.68
96.08,94.48,96.35,93.97
94.34,92.54,94.64,92.40
95.47,93.20,95.47,92.15
93.58,93.23,93.58,92.49
93.15,90.29,93.93,90.21
90.21,91.98,92.10,90.21
92.25,91.86,92.25,91.42
91.55,90.16,91.55,89.90
91.30,90.65,91.49,89.13
91.13,90.05,92.16,89.99
90.31,89.68,90.31,89.23
91.55,90.69,91.82,90.58
89.94,90.70,91.35,89.48
90.77,90.27,91.34,89.54
90.26,90.70,91.50,90.26
90.05,87.90,90.31,87.78
88.10,89.50,89.69,88.10
89.02,87.30,89.21,87.15
87.36,85.23,88.07,83.86
85.50,85.66,86.64,85.23
85.51,85.76,86.05,84.47
86.03,90.29,90.39,86.03
90.77,89.07,91.33,88.90
88.80,87.90,89.47,86.42
87.44,89.01,89.12,87.44
89.09,88.73,89.44,88.07
88.35,89.98,90.14,87.21
89.76,89.70,90.02,88.47
89.98,88.53,90.15,88.28
87.21,87.28,88.89,86.30
87.44,88.04,88.34,87.12
87.86,89.33,89.56,87.29
83.89,83.60,86.35,82.75
83.63,90.17,90.48,83.62
89.53,92.76,94.28,89.53
92.31,91.90,93.18,91.54
91.86,92.58,93.31,91.66
91.85,91.96,92.36,90.56
92.70,91.27,92.73,91.20
89.67,90.09,91.03,89.52
90.21,90.28,90.73,89.70
90.49,91.75,92.01,90.36
91.57,92.29,92.50,91.15
91.84,92.55,94.00,91.84
92.11,92.84,92.89,91.80
93.06,92.01,93.69,91.58
91.80,90.61,92.56,90.48
91.00,91.00,92.63,90.92
91.18,91.23,91.73,90.84
91.29,89.74,91.49,89.49
89.41,90.27,90.42,88.88
90.64,90.95,91.98,90.59
90.64,88.50,90.96,88.34
88.53,88.52,88.89,87.81
88.76,89.48,90.09,88.29
89.26,89.90,90.18,88.95
90.21,91.83,91.95,89.73
92.04,92.40,92.45,90.90
92.65,93.88,93.93,92.42
94.29,96.05,96.11,93.87
96.02,95.97,96.61,95.18
96.18,94.00,97.12,93.70
93.85,92.35,94.18,92.13
92.43,94.03,94.11,91.92
93.97,94.69,94.73,93.74
94.75,92.25,95.17,91.91
91.34,89.95,91.63,88.89
90.69,90.14,90.69,89.61
90.44,91.08,91.30,89.34
91.79,92.04,93.11,91.49
92.03,89.99,92.07,89.50
90.15,91.05,91.92,90.12
91.27,95.89,98.82,91.27
95.88,95.12,97.17,94.44
95.37,95.85,96.68,95.33
95.37,96.86,97.01,95.01
97.34,98.07,98.86,96.88
98.39,98.78,99.04,97.11
98.61,97.93,98.98,97.34
98.10,97.96,98.70,97.55
97.99,98.76,100.02,97.99
98.37,96.28,98.55,96.21
95.87,94.94,96.92,94.20
95.18,94.52,95.79,93.85
94.43,94.48,97.72,94.29
94.44,95.85,96.45,94.20
95.92,98.63,99.52,95.92
98.48,100.19,100.63,98.42
100.11,98.48,100.52,97.98
98.14,96.60,98.14,95.80
102.64,111.00,111.74,102.12
110.39,109.25,110.95,108.57
108.22,109.08,109.50,107.85
108.71,107.31,110.00,106.73
107.69,109.83,110.21,107.63
110.00,109.77,110.56,108.82
110.98,112.58,112.96,109.57
112.37,111.68,112.37,110.69
111.90,112.58,112.70,110.85
112.20,112.75,113.63,111.93
113.11,112.36,113.35,111.60
111.64,111.29,112.30,110.51
111.29,115.54,116.02,111.29
115.35,114.96,115.42,112.35
116.37,118.78,119.02,115.38
118.78,117.58,119.71,116.99
117.60,116.63,117.68,116.20
116.25,116.33,116.93,114.87
116.40,113.96,116.56,113.44
114.69,114.90,114.99,113.35
114.34,114.78,115.21,113.87
114.92,115.58,116.00,114.41
115.17,115.11,115.94,114.19
115.64,115.30,115.94,114.47
115.98,115.49,115.98,114.40
115.15,116.74,117.12,114.86
116.74,116.53,117.31,115.44
116.53,116.20,116.97,115.17
116.23,116.57,116.63,114.00
116.41,117.89,117.97,115.86
117.59,116.61,118.49,116.16
117.49,119.29,119.56,116.44
118.88,119.10,120.11,118.71
119.44,119.94,120.86,119.16
119.05,119.31,119.79,118.33
119.18,119.80,120.41,118.34
119.91,120.43,120.99,119.81
119.41,118.49,119.63,118.10
117.88,117.24,118.33,117.16
118.20,116.97,118.73,116.79
117.19,115.50,118.38,115.21
115.95,115.41,116.42,114.54
115.47,114.59,116.49,114.27
114.33,117.71,118.05,114.33
116.80,117.72,117.97,116.29
118.18,118.61,119.24,117.86
118.75,119.98,120.06,118.49
120.29,120.64,121.35,120.02
119.76,119.42,120.49,118.81
119.87,119.37,120.26,119.04
119.37,119.76,121.10,119.37
120.41,122.45,122.77,119.99
121.58,119.22,122.00,119.17
119.21,120.49,120.72,118.15
120.97,122.34,122.75,120.43
121.30,120.93,125.17,120.41
120.47,122.41,124.00,120.47
123.20,121.80,123.75,121.06
121.03,123.62,123.80,119.56
123.91,121.77,124.50,120.69
121.97,119.67,122.92,118.95
117.90,115.38,117.91,113.95
115.33,115.60,117.25,113.30
109.36,106.11,113.27,104.82
106.26,108.56,109.35,105.19
108.60,110.23,110.84,108.03
110.03,113.02,113.57,109.14
112.74,113.43,113.84,111.69
113.05,113.09,113.50,112.37
113.16,113.88,114.17,113.16
113.70,114.53,115.54,113.59
114.54,115.07,115.49,114.46
114.65,114.84,115.31,112.99
114.92,114.32,115.18,113.68
114.75,113.29,115.08,113.15
113.42,113.40,113.71,112.55
113.99,114.26,114.40,113.55
113.38,114.51,114.80,112.30
114.58,113.31,114.79,112.40
112.95,114.04,114.85,112.80
114.04,113.21,114.22,112.23
113.11,114.73,115.05,112.73
114.41,113.94,115.42,113.57
113.82,114.11,114.33,113.06
114.00,115.54,115.57,113.30
115.85,115.51,116.29,114.90
115.73,116.41,116.82,115.36
117.17,115.96,117.46,115.59
115.96,113.38,115.96,113.26
112.95,111.55,113.48,111.47
111.65,114.10,114.16,111.65
113.34,111.02,114.26,110.78
111.40,112.41,112.59,111.16
111.39,112.51,113.22,110.59
112.46,108.98,112.55,108.82
108.78,106.20,108.80,106.02
106.30,106.92,107.13,105.51
107.04,108.50,109.02,107.02
108.67,105.87,108.67,105.84
104.79,103.84,105.12,103.14
104.30,104.63,104.96,100.41
103.88,100.84,104.36,100.75
100.93,101.49,103.83,100.54
100.99,100.46,102.34,100.22
100.96,102.73,104.27,100.32
101.25,103.15,104.40,100.00
102.30,103.24,105.00,101.10
104.21,102.07,105.00,102.03
102.36,104.95,105.09,101.32
105.42,107.40,107.92,105.42
107.58,105.55,107.88,105.49
106.53,108.05,109.02,106.34
107.90,107.18,107.96,106.00
106.77,106.78,107.41,105.11
106.20,105.00,106.30,104.40
105.02,103.45,106.17,102.87
103.24,105.00,105.79,102.59
106.13,105.76,107.04,104.84
105.92,108.15,108.30,105.76
107.93,105.78,107.93,104.87
106.65,105.90,107.41,105.43
105.73,108.75,109.35,105.11
108.33,110.73,112.26,108.05
110.06,108.39,110.43,108.09
107.84,105.43,107.96,105.26
105.66,109.41,109.74,105.50
109.00,112.76,116.43,107.48
113.25,111.79,113.99,110.84
111.75,109.82,112.43,109.40
109.12,109.59,110.58,107.25
109.56,110.76,111.30,109.45
111.09,121.04,124.40,111.09
119.15,118.77,120.99,116.58
118.26,120.43,121.64,118.15
121.01,118.86,122.34,118.63
119.15,118.33,119.89,117.68
118.09,117.88,120.00,117.78
117.40,116.64,117.40,114.64
116.56,114.98,116.78,114.76
114.60,116.82,118.02,114.59
116.33,116.18,117.08,113.90
115.89,116.32,116.99,115.22
116.60,115.78,118.39,115.26
114.14,114.97,115.24,113.46
114.91,113.14,115.25,111.89
114.63,113.24,117.34,112.89
112.36,113.84,115.93,112.33
115.11,116.45,116.99,113.00
115.72,113.59,116.47,113.36
113.97,115.75,116.41,113.30
117.63,119.03,119.90,116.01
119.45,115.66,119.65,115.20
115.62,116.68,116.80,113.83
119.02,122.00,123.83,118.93
122.24,122.53,124.36,121.66
122.99,122.01,123.82,121.20
122.07,125.81,126.05,122.07
126.00,124.21,126.83,123.64
124.61,125.18,126.55,124.11
125.44,121.79,126.38,120.58
121.14,121.07,122.60,120.50
121.22,118.08,122.26,117.59
120.60,122.76,123.02,120.41
124.31,123.11,124.51,121.79
122.61,120.43,122.73,120.13
120.68,120.80,121.56,119.57
122.35,120.20,123.67,119.38
118.12,118.98,119.09,116.69
119.31,114.43,119.87,114.23
114.70,116.20,116.27,113.00
116.16,113.78,116.96,113.05
113.80,114.70,114.75,113.44
115.15,115.93,116.31,114.38
116.06,115.93,116.57,115.44
116.04,118.04,118.09,115.01
116.77,117.50,117.84,115.85
117.91,115.40,118.97,115.05
115.98,116.31,116.91,114.47
115.80,113.60,116.21,113.03
114.11,114.78,114.78,111.55
115.61,117.44,117.50,113.94
117.29,118.05,118.74,116.41
118.26,119.00,119.97,117.26
119.05,118.17,119.05,117.65
118.10,119.19,119.95,117.08
119.63,119.90,120.42,118.91
119.86,120.04,120.95,119.52
121.29,120.45,121.53,119.54
120.21,121.15,121.64,120.13
121.41,121.86,121.89,120.73
121.27,121.61,122.20,121.16
121.61,121.40,122.14,121.02
121.17,122.73,123.12,120.45
123.22,123.49,123.98,122.18
125.88,126.75,129.31,124.93
127.24,129.18,130.63,126.75
129.34,130.00,130.64,128.68
129.82,130.16,131.24,129.64
130.46,130.00,130.54,129.46
130.74,131.53,131.75,129.57
131.37,131.32,132.62,130.12
131.39,131.55,132.50,130.70
131.35,131.95,132.74,131.35
131.65,130.69,132.09,130.34
129.24,129.68,131.00,129.19
130.00,130.28,131.13,129.94
130.54,130.64,131.32,129.40
130.65,131.93,132.42,130.65
132.16,131.69,132.73,131.26
131.82,134.72,134.91,131.38
133.96,134.32,134.84,132.38
134.08,136.62,136.84,133.60
137.07,137.11,138.10,136.06
137.11,136.84,138.40,136.27
136.64,136.74,137.35,135.71
136.42,133.68,137.14,133.51
133.29,134.07,134.63,131.97
133.66,135.41,136.59,132.90
136.33,137.07,137.66,135.42
135.69,136.51,137.95,135.48
136.67,137.88,139.54,136.34
138.09,137.86,139.23,137.24
137.04,138.04,138.87,136.65
138.52,137.76,139.46,137.44
137.65,140.71,140.85,137.65
140.46,139.77,141.40,139.69
140.23,142.22,142.82,139.86
141.71,141.62,144.21,141.52
141.36,139.70,141.71,138.58
140.18,138.23,141.16,138.14
138.44,138.23,139.77,138.02
138.11,134.89,138.11,134.69
135.56,136.55,136.99,135.00
136.88,136.78,137.13,135.52
136.74,136.44,136.74,134.92
136.14,137.85,138.92,135.57
138.26,136.53,138.26,136.14
136.71,133.60,137.18,133.24
133.16,133.23,134.29,131.76
132.28,131.62,133.13,130.95
131.43,131.59,132.55,130.21
131.92,133.38,133.78,131.82
133.57,131.07,133.92,131.06
131.48,126.75,131.48,126.48
127.32,126.59,128.29,125.46
126.60,128.81,129.55,126.21
129.81,129.78,130.95,128.73
129.85,129.55,130.92,129.12
129.09,127.91,129.52,127.05
127.38,126.54,128.38,125.53
126.17,124.20,126.54,121.67
118.62,115.46,120.00,112.30
115.61,117.20,117.42,114.14
118.04,117.88,118.80,117.48
118.15,117.12,119.14,116.44
117.00,117.23,118.17,116.85
116.75,116.99,117.64,116.59
116.17,115.85,117.20,115.83
116.47,115.50,116.94,114.96
115.77,114.99,116.18,114.56
115.38,116.01,116.53,114.91
116.41,115.92,117.11,115.63
115.68,116.56,117.50,115.03
116.60,117.19,117.91,116.15
114.18,113.22,116.12,112.96
113.60,110.97,114.19,110.63
110.94,108.25,111.30,108.18
108.45,107.64,110.46,107.64
108.57,108.69,109.13,107.99
109.07,107.30,110.08,107.26
107.26,107.49,108.46,106.83
106.85,107.09,107.49,106.42
107.48,106.78,108.06,106.70
107.19,107.30,108.00,106.82
107.41,107.87,108.52,106.97
107.51,108.33,109.25,107.51
108.66,108.99,109.66,108.59
109.35,109.45,110.66,109.06
109.32,109.50,110.79,108.93
109.56,107.70,110.26,107.08
107.99,108.19,108.79,107.60
107.12,105.06,108.01,104.87
105.66,105.19,105.87,105.14
105.30,106.39,106.53,103.99
106.75,106.29,108.43,106.02
105.77,105.88,107.00,105.02
104.25,104.63,105.41,103.01
103.60,101.29,103.95,100.81
102.40,101.00,102.72,100.94
102.13,102.10,103.08,101.74
102.86,104.20,104.61,102.24
103.75,103.50,104.37,103.11
103.81,106.33,108.70,102.51
106.06,105.44,106.53,103.34
104.93,104.28,105.83,104.15
104.37,103.60,104.84,103.38
103.71,102.89,105.04,102.53
102.97,102.71,104.17,102.12
103.15,100.39,103.62,100.32
100.11,99.11,101.41,98.89
98.68,99.20,99.97,98.11
99.50,99.00,100.00,98.75
98.76,100.16,100.17,98.75
99.78,101.71,102.07,99.08
101.69,101.88,102.55,100.89
101.70,100.71,102.17,100.03
100.50,100.29,101.37,99.38
100.75,100.75,102.22,100.35
101.01,100.29,101.01,98.83
99.46,97.67,99.93,97.14
97.02,98.23,99.33,95.55
96.97,96.87,97.58,95.88
95.70,94.80,96.21,93.72
101.65,97.03,103.09,95.53
97.05,97.08,98.51,96.52
96.85,96.98,97.14,95.00
96.89,97.72,97.81,95.93
97.21,96.70,97.89,95.75
96.10,94.89,96.64,94.76
93.62,92.50,95.72,91.51
89.37,91.23,92.85,89.37
92.07,90.67,93.64,90.62
92.59,94.48,94.61,91.54
95.00,94.41,95.75,93.14
94.45,92.74,94.74,92.25
92.53,92.51,93.80,91.60
90.79,89.97,92.33,89.54
90.80,91.90,91.97,90.12
92.20,92.91,93.97,91.87
92.08,92.85,93.38,92.08
93.82,92.85,94.00,92.34
93.42,92.33,94.20,92.23
92.04,92.60,93.71,91.33
91.92,92.24,93.02,91.49
92.25,91.76,92.82,91.10
92.10,92.01,92.99,91.42
92.27,93.45,94.25,92.00
93.46,92.30,94.35,92.16
91.55,89.87,92.48,89.35
90.48,90.06,91.73,89.85
89.39,90.06,90.75,88.66
90.44,90.44,91.30,90.19
89.94,90.07,90.43,89.45
90.73,89.75,90.97,89.63
89.16,87.14,90.02,87.02
87.00,87.00,88.73,86.49
88.05,87.39,88.59,86.85
87.14,88.16,89.10,86.44
87.59,90.13,90.23,85.61
90.40,91.94,92.31,90.35
91.66,90.53,92.12,90.01
91.04,91.48,92.09,90.34
91.88,93.77,94.03,90.82
93.71,91.25,94.11,91.14
91.40,90.91,91.78,90.18
90.59,89.46,91.07,89.30
89.52,88.73,90.11,87.55
88.97,90.75,90.96,88.27
91.01,92.71,92.80,90.51
92.59,93.30,93.52,92.24
92.87,93.46,93.91,92.86
93.86,92.11,94.12,91.88
92.28,91.29,92.83,90.65
91.14,88.58,91.99,87.25
88.50,88.47,88.87,87.10
88.21,88.12,88.32,86.12
88.20,89.16,89.89,87.02
88.43,88.81,89.41,87.51
89.01,89.48,90.31,88.53
89.14,88.54,89.36,86.61
88.71,89.86,91.22,88.26
89.86,88.91,89.86,88.34
89.19,89.55,89.99,88.15
89.45,89.33,89.90,87.40
88.88,87.00,89.49,84.85
86.86,89.14,89.46,85.89
87.08,81.90,87.36,81.66
82.36,84.96,85.81,82.23
79.99,77.51,80.94,76.30
68.06,72.52,73.37,68.06
73.00,73.16,74.78,71.56
72.84,75.49,75.52,72.84
75.31,74.45,76.54,74.29
75.25,75.54,76.30,73.98
75.27,77.70,79.52,74.78
77.33,79.00,79.45,76.52
79.23,79.54,80.40,78.57
79.79,78.86,79.96,77.50
78.54,75.00,79.22,74.57
75.04,74.93,75.69,74.31
75.40,73.19,75.86,73.15
73.53,72.58,74.16,71.65
72.57,73.75,74.16,72.43
73.66,72.58,73.85,71.96
72.00,71.86,73.13,71.36
71.66,72.48,73.81,71.50
72.83,72.46,74.31,72.38
71.71,70.66,71.77,69.70
70.62,68.88,71.55,68.35
69.52,68.82,69.91,68.48
69.26,68.74,70.12,68.18
68.99,67.82,69.43,66.69
67.89,67.62,68.45,67.24
68.07,65.87,68.21,65.63
66.17,67.23,68.04,65.14
67.73,68.05,68.35,66.83
67.92,67.43,68.02,66.90
67.03,66.47,67.42,65.75
66.59,67.85,68.63,66.59
67.92,67.91,68.38,67.30
67.54,65.71,68.00,65.47
65.10,65.95,66.99,64.16
65.87,65.51,66.72,64.42
64.93,64.61,65.43,63.69
64.24,64.60,67.99,64.03
64.39,61.24,65.20,60.66
61.85,62.43,63.05,61.58
63.39,62.04,64.33,61.31
62.52,61.80,63.55,61.10
62.26,63.22,64.45,60.87
61.99,62.37,63.40,61.34
62.50,63.12,63.81,62.07
62.09,65.07,65.95,62.09
64.97,67.19,67.86,64.66
67.59,67.56,69.60,66.70
67.70,66.84,68.92,66.75
66.86,68.09,68.53,66.52
67.89,69.07,69.73,67.39
69.10,69.08,69.94,68.61
69.22,70.41,70.88,68.84
70.04,70.12,70.59,68.66
70.60,69.67,71.88,68.77
69.60,70.90,71.30,68.28
68.79,69.63,71.36,68.55
69.72,69.68,70.64,68.56
68.27,68.40,68.95,66.14
68.27,68.94,69.66,67.33
69.48,67.97,69.74,67.80
66.89,66.56,67.58,66.03
66.87,67.44,67.69,65.24
68.38,71.28,71.49,67.71
71.94,73.35,73.99,71.55
72.85,74.11,74.58,71.49
72.75,71.82,73.69,70.21
72.39,72.45,74.42,71.59
77.06,78.37,80.32,75.00
77.81,80.29,80.43,77.62
81.04,82.22,82.48,80.13
83.48,85.29,86.62,82.74
82.85,83.69,84.98,82.85
83.69,84.02,85.01,83.69
83.60,84.12,84.60,83.01
84.03,84.54,86.48,83.53
84.48,84.11,85.88,83.90
83.79,87.32,87.34,83.52
86.69,86.00,88.42,85.78
86.26,87.33,87.61,86.19
88.00,86.99,88.58,86.36
87.46,86.99,88.24,86.35
85.79,84.68,86.82,84.66
84.54,83.65,85.36,82.28
83.50,83.33,84.29,82.33
83.19,85.64,85.67,82.78
85.83,87.74,87.92,85.83
87.72,85.78,88.46,85.78
85.67,83.70,86.76,83.70
83.56,82.67,83.82,81.50
82.76,81.67,83.85,80.94
81.78,84.15,85.42,81.78
84.37,83.91,86.08,83.07
83.81,84.53,85.21,83.55
84.41,84.91,85.80,83.93
84.81,84.06,85.12,83.06
84.12,81.23,84.45,80.71
80.72,80.43,81.22,79.94
80.60,80.12,81.15,79.46
80.04,76.20,81.03,75.74
74.35,74.28,75.45,73.34
74.69,73.03,74.83,73.00
73.03,73.12,73.56,71.31
73.35,74.70,75.08,72.65
74.80,71.86,74.80,71.38
72.06,71.43,72.59,71.03
71.38,72.99,73.23,71.08
73.16,72.54,73.45,72.02
72.56,73.47,73.73,72.33
73.83,72.51,74.83,72.34
72.63,71.93,73.10,71.74
71.66,71.15,71.86,70.76
71.17,71.56,71.73,70.89
71.36,72.58,73.22,70.92
72.21,72.51,73.90,72.21
72.54,70.45,72.72,70.07
70.92,71.41,72.08,69.95
71.25,70.61,71.73,69.83
70.42,69.03,71.12,68.51
68.59,67.13,68.59,66.24
66.55,67.10,67.54,65.93
67.17,68.44,69.15,67.09
67.34,68.05,68.29,65.94
64.67,62.49,65.23,62.18
61.88,60.64,62.68,59.85
56.68,59.86,62.95,55.21
59.94,58.28,60.05,58.26
58.24,57.39,58.49,56.91
56.91,55.84,57.38,55.65
56.14,55.45,56.64,54.37
55.62,58.67,58.86,55.29
59.04,57.98,60.50,57.92
57.87,58.67,59.08,57.52
58.30,60.06,60.23,58.22
60.47,60.44,61.24,60.04
60.58,61.00,61.16,59.99
61.06,59.11,61.43,58.50
59.11,59.25,59.95,58.66
59.30,61.24,61.69,59.29
61.02,61.56,61.87,60.75
61.73,60.69,62.00,60.22
60.56,61.47,61.86,60.12
61.01,61.34,61.89,60.66
61.27,59.80,61.28,58.75
58.56,58.10,58.60,57.79
58.00,57.38,58.27,57.30
57.45,56.75,57.80,56.46
56.87,57.10,59.29,56.87
57.20,56.46,57.61,56.10
56.71,58.88,59.43,56.71
59.58,59.19,60.27,58.90
59.36,59.46,59.69,59.05
59.37,59.61,60.89,59.37
60.51,60.05,61.32,59.81
57.86,59.63,59.97,57.72
59.46,58.90,59.46,56.79
59.13,59.13,60.23,57.85
59.51,60.42,61.10,59.51
60.72,60.60,60.72,59.38
60.46,60.86,61.00,60.25
60.76,58.88,60.96,58.32
58.84,59.82,59.90,57.80
60.03,60.27,61.33,59.85
60.95,61.96,62.41,60.95
62.00,63.49,63.65,61.84
63.80,65.07,65.39,63.80
64.98,63.88,65.36,63.87
64.48,63.59,64.92,63.32
63.93,63.97,64.83,63.34
64.13,64.26,64.99,63.91
64.03,62.79,64.09,62.55
63.01,64.21,64.29,62.48
64.10,63.46,64.54,63.43
63.24,63.27,63.48,62.05
63.33,66.07,66.26,63.33
66.10,66.40,67.41,65.87
66.68,66.24,66.89,65.79
66.15,66.27,66.55,64.76
66.13,67.68,67.85,65.44
67.41,65.96,67.41,65.29
65.66,61.18,65.73,60.89
59.61,61.59,61.66,57.86
61.49,61.79,62.59,60.93
62.35,62.87,63.88,62.35
65.65,62.78,65.65,62.62
62.55,60.41,62.55,60.39
60.71,61.63,63.77,60.71
76.23,66.41,77.70,63.10
61.69,68.67,69.69,61.50
68.63,69.68,70.21,68.63
69.26,69.63,70.00,68.11
68.90,69.06,69.53,68.38
69.53,68.76,69.78,68.49
68.39,68.96,69.16,68.12
68.91,67.01,68.91,66.07
67.03,66.89,68.35,66.66
66.33,66.04,67.21,65.93
65.70,65.03,66.85,64.58
65.06,63.41,65.49,63.13
63.60,64.21,64.66,63.27
63.90,61.94,63.93,61.62
61.94,60.24,62.53,60.11
60.17,59.74,60.46,59.09
59.99,60.02,60.49,59.02
60.05,59.24,60.08,58.50
59.41,60.71,60.77,59.01
60.59,59.03,60.79,58.94
58.50,58.06,59.00,57.71
58.25,58.01,59.35,57.39
57.48,57.98,58.78,57.00
58.22,57.42,58.83,56.71
57.07,57.40,58.41,56.68
57.32,56.86,57.45,56.48
56.87,56.91,57.81,56.60
56.80,56.43,57.48,56.05
56.73,57.94,57.99,56.62
57.74,57.42,58.85,57.28
57.53,59.05,59.62,57.13
58.83,58.47,59.27,58.34
58.19,58.21,59.38,58.04
60.15,61.20,63.11,59.66
61.25,61.03,61.80,60.85
61.64,63.01,63.05,61.32
62.69,61.96,62.82,61.61
62.28,63.53,63.64,61.01
63.59,65.59,65.72,63.59
65.30,65.86,66.05,64.35
66.22,66.55,66.92,65.56
67.01,66.24,67.15,65.89
66.16,66.00,66.95,65.80
66.00,66.73,67.31,65.72
66.46,64.41,66.46,64.39
63.42,61.47,63.45,61.46
61.25,57.90,61.53,57.42
58.40,58.15,58.85,56.78
58.16,58.40,58.53,57.61
58.25,58.46,58.70,57.95
58.12,59.35,59.50,57.62
59.56,59.72,60.46,59.56
59.32,58.84,59.75,58.35
58.56,59.99,60.58,58.56
59.95,58.30,60.13,58.27
58.29,60.47,60.71,58.22
60.16,61.30,61.51,60.16
60.92,60.12,61.19,59.86
59.89,59.80,60.71,59.41
59.94,59.56,60.66,59.45
59.73,61.13,62.87,59.36
61.73,61.79,62.69,61.13
61.30,62.31,62.63,60.25
61.27,64.12,64.46,61.16
67.41,70.47,72.32,65.62
64.15,71.28,71.65,62.82
71.32,71.22,74.94,70.95
71.30,68.70,71.49,68.45
69.00,69.64,70.88,68.38
69.30,70.51,70.54,68.81
70.21,70.79,70.82,68.62
70.77,71.13,71.37,69.49
71.89,73.51,74.11,71.43
73.48,74.92,75.54,73.03
75.30,73.55,75.54,72.98
73.23,71.11,73.47,69.66
71.14,71.22,72.73,70.37
71.04,71.51,72.01,69.59
71.26,71.58,73.66,70.97
71.72,70.84,72.38,70.25
71.33,71.40,72.92,70.90
71.60,71.60,72.05,70.86
