ALB,Albemarle Corporation Common Stock,NASDAQ
85.74,86.32,86.63,85.60
86.24,88.80,88.87,86.24
90.00,91.80,92.24,89.31
91.68,90.69,91.68,90.13
90.90,91.32,91.60,90.66
91.47,91.12,91.74,90.29
91.15,89.94,91.80,89.88
90.34,89.82,90.79,89.32
90.05,89.23,90.51,88.08
89.46,89.00,89.66,88.38
89.10,89.34,89.81,88.67
89.34,89.28,89.99,89.08
89.00,88.42,89.53,88.21
88.48,88.82,88.85,87.72
88.89,89.01,89.46,88.60
89.05,86.58,89.41,86.50
86.73,87.07,87.14,86.31
87.34,86.08,87.74,85.60
87.15,88.05,88.12,86.98
88.72,90.70,91.15,88.69
90.64,90.39,91.39,89.73
90.62,90.81,91.00,89.86
90.73,90.48,90.98,90.37
90.86,89.88,91.17,89.09
90.57,93.30,94.13,90.08
93.53,93.75,94.31,92.20
94.17,94.00,94.94,93.34
