TRV,The Travelers Companies,NASDAQ
80.11,79.07,80.31,78.57
78.14,77.85,78.50,77.38
78.30,78.43,79.15,78.20
78.93,79.79,80.02,78.90
80.05,80.34,80.38,79.81
80.05,79.92,80.64,79.49
80.44,81.11,81.50,80.44
81.01,79.82,81.31,79.52
79.54,80.40,80.64,79.35
80.93,81.34,81.35,80.00
81.60,81.76,82.31,81.60
82.33,82.05,82.57,81.69
82.02,81.57,82.08,81.09
82.62,82.70,82.86,82.14
82.55,84.18,84.24,82.55
83.90,83.28,84.18,83.05
83.46,83.23,83.76,82.96
83.68,83.99,84.13,83.43
84.38,84.53,84.70,84.27
84.56,84.66,84.80,84.19
84.66,85.43,85.53,84.57
84.76,82.21,85.08,82.10
82.33,82.18,82.83,81.64
82.05,82.85,82.95,81.51
82.55,83.60,83.60,82.12
83.56,83.41,83.60,82.87
83.60,83.39,83.93,82.97
83.51,83.55,84.15,83.25
84.25,84.36,84.77,84.10
84.38,84.00,84.38,83.51
83.87,83.15,84.00,83.00
83.02,82.36,83.24,82.01
82.10,81.86,82.23,81.47
82.11,82.03,82.71,81.51
82.09,82.10,82.18,81.49
81.55,82.32,82.54,81.47
82.35,81.94,82.43,81.14
81.55,82.18,82.42,81.55
81.52,81.07,81.92,80.83
81.13,81.10,81.80,81.02
81.15,80.23,81.19,80.19
80.25,80.27,80.71,80.13
80.10,79.42,80.10,79.13
79.57,80.55,80.69,79.38
80.56,80.19,80.60,79.93
80.25,80.12,80.56,79.89
79.34,79.74,79.99,79.16
79.67,79.89,80.27,79.38
79.69,80.25,80.75,79.50
80.21,79.90,80.25,79.41
80.74,80.57,81.30,80.06
80.49,81.07,81.32,80.26
80.94,80.66,81.10,80.59
80.48,80.49,81.05,79.12
80.74,82.19,82.31,80.54
82.70,82.54,82.85,81.69
82.56,83.73,83.88,82.42
83.13,83.12,83.60,82.92
83.41,83.56,83.91,83.23
84.57,84.57,84.98,84.25
84.74,84.87,85.12,84.69
84.10,85.91,86.00,84.10
86.46,86.90,87.53,86.05
86.95,86.06,87.42,86.06
86.62,86.38,87.20,86.34
86.32,85.87,86.76,85.77
85.94,85.98,86.45,85.78
85.92,85.83,86.44,85.56
85.56,85.41,85.65,85.11
84.89,84.77,85.15,84.36
84.93,84.66,84.98,84.38
84.46,84.48,84.48,83.70
84.32,84.06,84.35,83.78
84.08,84.68,84.74,83.94
84.05,84.09,84.50,83.77
84.00,82.99,84.17,82.93
83.13,82.35,83.20,82.24
83.02,84.17,84.30,83.02
84.05,84.66,84.78,83.75
84.23,85.20,85.28,84.20
84.93,84.48,85.08,84.37
85.16,86.08,86.29,85.05
85.32,86.02,86.12,84.87
86.55,86.58,86.76,86.13
86.69,86.76,86.93,86.35
88.05,86.71,88.05,86.26
86.21,86.28,86.45,85.62
86.28,87.03,87.34,86.17
86.82,86.63,87.15,86.53
86.66,87.11,87.46,86.64
87.26,87.28,87.50,86.90
87.28,86.90,87.49,86.53
86.99,86.30,87.09,86.29
86.58,86.40,86.60,86.02
86.51,86.60,87.10,86.35
86.47,86.46,86.93,86.14
86.54,87.49,87.60,86.46
87.60,87.22,88.03,87.15
87.15,87.80,87.83,87.01
87.78,87.97,88.31,87.65
87.50,86.44,87.86,86.12
86.24,87.22,87.52,86.08
87.56,88.25,88.28,87.29
88.22,88.67,88.87,88.07
88.88,88.18,88.93,88.07
88.21,88.09,88.44,87.90
88.06,87.93,88.45,87.69
88.18,89.22,89.42,88.00
89.22,90.52,90.59,89.06
90.55,90.79,90.99,90.53
90.80,90.79,91.23,90.72
90.99,90.99,91.43,90.79
91.21,90.74,91.68,90.74
90.26,89.00,90.40,88.87
88.73,89.03,89.59,88.43
88.71,88.61,89.46,87.89
88.37,87.92,88.76,87.84
88.18,89.01,89.42,88.18
89.05,88.45,89.28,88.33
88.09,88.44,88.83,88.03
88.42,87.10,88.72,87.04
87.12,86.63,87.37,86.50
86.56,86.49,86.79,86.29
86.99,87.05,87.36,86.65
86.77,86.57,87.00,86.26
86.96,88.14,88.15,86.62
87.79,88.79,88.93,87.79
88.67,89.18,89.64,88.62
89.91,89.16,89.91,89.01
89.11,89.49,89.55,89.01
89.89,90.01,90.16,89.38
90.01,89.85,90.21,89.45
90.04,90.28,90.53,89.86
90.34,90.54,90.74,90.22
90.51,89.33,90.66,88.97
89.30,89.16,89.67,88.88
89.72,88.92,89.90,88.77
89.06,88.40,89.17,88.07
88.21,87.58,88.40,87.23
87.76,87.68,88.22,87.17
88.10,87.49,88.12,87.08
87.33,86.34,87.55,86.27
86.80,87.45,87.70,86.80
87.60,87.88,88.00,87.32
87.55,87.24,87.86,86.91
87.23,86.47,87.30,86.42
86.25,85.00,86.27,83.66
84.90,84.56,85.07,84.35
83.42,83.07,84.37,82.92
82.50,81.61,83.03,81.61
81.25,82.29,83.15,81.22
82.75,83.10,83.57,82.60
82.31,82.21,82.80,82.01
82.62,82.36,82.72,82.16
81.39,81.28,81.99,80.88
81.20,80.26,81.28,80.05
80.57,80.35,80.63,79.89
80.07,80.44,80.93,80.02
80.65,80.69,80.73,79.95
81.19,80.88,81.19,80.23
81.33,82.35,82.44,80.65
82.40,83.21,83.59,82.21
82.76,82.26,83.10,81.88
81.87,82.88,82.90,81.56
82.54,84.02,84.07,82.54
84.08,84.37,84.79,84.07
84.27,84.01,85.18,83.98
84.18,83.81,84.37,83.37
83.92,83.79,84.11,83.37
83.83,83.44,84.39,83.40
83.31,83.34,83.44,82.55
83.40,83.43,83.70,83.01
83.28,83.85,83.86,83.10
83.72,83.84,84.20,83.49
83.45,83.18,83.82,82.60
84.16,84.11,84.49,83.81
84.05,84.37,84.40,83.62
83.94,84.40,84.53,83.75
84.73,83.93,84.86,83.71
83.70,83.78,83.89,83.34
84.14,83.58,84.18,83.34
83.15,83.43,83.73,83.00
83.68,82.59,83.86,82.51
82.59,82.66,82.84,82.32
83.21,83.54,83.78,82.80
83.69,83.95,84.24,83.36
83.99,83.20,84.24,82.81
82.90,83.23,83.51,82.51
83.80,83.78,84.06,83.32
83.87,83.86,84.26,83.64
84.32,84.03,84.67,83.96
84.43,83.43,84.49,83.42
83.27,83.49,83.83,83.22
83.86,83.99,84.17,83.44
84.64,85.10,85.13,84.52
85.17,84.39,85.24,84.16
84.37,84.65,85.27,84.22
84.83,84.98,85.11,84.45
85.41,85.20,86.06,85.14
85.19,85.00,85.55,84.93
84.80,84.73,84.91,84.45
84.83,85.82,85.83,84.67
85.70,84.99,86.32,84.92
84.91,85.30,85.62,84.86
85.80,85.50,85.95,84.84
84.90,85.89,85.96,84.90
86.52,86.78,86.93,86.12
87.15,86.68,87.39,86.40
86.71,86.40,86.84,86.06
86.75,86.89,87.66,86.01
86.90,88.13,88.57,86.73
88.30,88.59,88.99,88.30
88.70,88.31,88.70,87.99
88.85,89.64,90.28,88.79
90.00,90.90,90.94,89.89
90.70,90.58,90.77,90.03
90.64,90.83,90.92,90.25
90.99,91.00,91.68,90.84
90.82,90.65,90.92,89.93
90.32,89.88,90.63,89.81
90.33,91.07,91.51,90.33
90.98,91.24,91.53,90.91
91.07,91.30,91.36,90.74
92.12,92.04,92.93,92.03
92.37,92.91,93.06,92.22
93.02,92.65,93.04,92.44
92.45,92.37,92.65,91.91
92.46,92.58,92.62,91.62
92.48,92.77,92.89,92.14
92.48,92.67,92.98,92.32
93.03,92.86,93.34,92.57
92.80,93.01,93.10,92.60
93.01,92.86,93.34,92.41
93.15,93.49,93.65,92.98
93.43,93.46,93.81,93.27
93.40,94.10,94.31,93.40
94.00,93.45,94.12,93.37
93.70,93.71,94.01,93.65
93.08,93.41,93.45,92.87
93.39,94.67,94.75,93.13
94.89,94.97,95.00,94.24
94.54,94.36,94.97,94.29
94.71,94.66,95.05,94.55
94.69,95.10,95.16,94.65
94.81,94.90,95.10,94.60
94.97,95.00,95.19,94.57
94.95,95.41,95.48,94.82
95.21,95.46,95.75,95.20
94.93,95.22,95.69,94.57
95.19,95.40,95.57,94.91
95.55,95.60,95.66,95.01
95.82,94.59,96.18,94.56
94.59,94.95,95.24,94.59
94.81,94.67,95.39,94.53
94.64,94.86,95.04,94.35
94.88,94.41,94.96,93.61
94.52,93.92,94.90,93.59
94.08,94.07,94.38,93.65
94.88,95.21,95.81,94.74
94.91,94.62,95.25,94.43
94.64,94.84,94.85,94.35
94.50,94.55,94.77,94.35
94.42,94.14,94.58,93.85
94.58,94.70,94.77,94.23
93.73,94.30,94.38,93.55
94.37,94.68,94.74,94.12
95.18,95.56,95.83,95.18
95.53,95.95,96.03,95.47
95.93,95.62,96.01,95.46
95.33,94.70,95.74,94.64
94.93,95.34,95.44,94.75
95.39,95.26,95.58,94.68
90.36,91.63,92.10,90.36
91.52,91.78,91.90,91.28
92.09,92.88,93.09,91.91
92.91,92.10,92.96,91.79
91.70,91.88,92.10,91.02
92.09,91.12,92.47,91.09
91.22,90.94,91.59,90.82
90.75,89.56,91.20,89.55
89.47,89.61,90.03,89.07
89.67,89.90,90.02,89.11
89.67,89.12,89.87,88.82
88.93,89.70,89.92,88.81
89.84,89.90,90.26,89.66
89.84,90.48,90.63,89.63
90.59,90.66,90.96,90.51
90.60,91.09,91.22,90.43
91.48,91.27,91.58,90.99
91.37,92.22,92.25,91.33
92.34,92.13,92.93,91.48
92.42,92.99,93.06,92.38
92.87,92.91,93.06,92.72
92.62,93.11,93.16,92.33
93.01,93.94,94.18,92.90
93.88,93.75,94.13,93.50
94.08,94.29,94.52,93.87
94.52,94.20,94.66,94.11
94.15,94.76,94.77,94.07
94.36,94.34,94.77,94.18
94.47,94.71,94.76,93.96
94.92,94.52,95.34,94.35
95.04,94.47,95.32,94.37
94.63,94.26,94.99,94.08
94.24,94.21,94.42,93.48
93.74,93.27,94.02,93.10
93.40,92.85,93.46,92.58
93.04,93.17,93.54,92.87
92.85,92.92,93.04,92.55
92.77,92.42,93.00,92.32
92.58,93.55,93.76,92.35
93.21,93.64,94.06,93.16
93.56,93.65,93.98,93.43
93.94,94.78,94.89,93.69
95.33,94.61,95.38,94.61
94.56,94.60,95.15,94.47
94.52,93.55,94.55,93.55
93.48,94.79,95.01,93.45
94.63,93.70,94.79,93.64
93.79,94.40,94.69,93.36
93.90,93.77,94.07,93.39
93.77,93.94,94.40,93.46
94.12,93.10,94.14,92.99
93.02,93.07,93.53,92.78
93.64,94.46,94.66,93.52
95.04,94.70,95.50,94.38
94.10,93.66,94.69,93.66
93.91,94.45,94.57,93.62
94.47,93.89,95.44,93.78
94.27,94.04,94.89,93.86
93.82,93.52,94.86,93.46
93.66,93.68,94.38,93.47
92.80,91.99,93.08,90.83
91.01,91.81,92.30,90.95
92.12,93.24,93.40,91.88
93.38,93.20,93.52,92.85
93.96,94.24,94.54,92.50
94.74,95.58,96.29,94.72
96.38,96.77,97.23,96.18
96.59,97.73,97.81,96.46
97.90,98.87,99.03,97.60
99.29,99.73,99.80,99.08
99.97,99.42,100.17,99.06
99.10,100.00,100.53,99.07
101.12,100.80,101.19,100.58
100.81,99.95,100.91,99.94
100.24,101.13,101.43,99.82
101.58,101.49,101.70,100.82
101.89,101.91,102.05,101.28
102.04,102.37,102.47,101.70
102.11,102.99,103.11,102.11
102.91,102.94,103.60,102.87
102.69,103.06,103.15,102.14
103.30,103.23,103.52,102.74
103.14,102.43,103.30,102.09
102.21,102.75,102.87,102.04
102.57,102.85,103.30,102.45
102.61,103.03,103.15,102.38
102.59,103.46,103.72,102.58
104.39,103.81,104.46,103.55
104.02,103.79,104.24,103.46
104.09,103.43,104.09,103.11
103.41,104.37,104.42,103.41
104.63,104.45,105.07,104.22
104.38,104.44,104.79,104.02
103.73,104.40,104.59,103.55
104.24,105.19,105.30,104.00
105.19,105.10,105.44,104.81
105.20,105.20,105.91,104.91
104.93,105.84,106.13,104.57
104.44,105.02,105.64,104.36
104.55,104.26,105.76,104.22
103.78,104.57,105.73,103.71
103.64,103.16,104.77,103.12
103.64,103.09,104.38,102.14
102.83,103.08,104.43,102.57
103.28,104.41,104.49,102.93
105.41,105.95,105.95,104.70
106.41,105.75,106.70,105.41
106.07,106.31,106.62,105.63
106.77,106.95,107.29,106.28
107.40,106.72,107.44,106.62
107.23,106.70,107.29,106.69
106.69,106.95,107.59,106.51
106.95,106.93,107.14,106.40
107.15,105.85,107.94,105.84
106.29,105.44,106.74,104.94
105.11,104.17,105.24,103.87
104.07,103.24,104.69,103.04
104.38,105.00,105.05,103.65
105.85,107.18,107.24,105.66
107.26,105.83,107.43,105.81
106.06,105.20,106.27,104.95
105.96,105.36,107.23,104.66
103.64,103.77,104.99,102.99
103.77,104.21,104.62,103.41
104.44,106.54,106.69,104.17
106.91,105.84,107.27,104.93
105.47,105.01,106.04,104.59
106.50,108.17,108.24,105.24
107.99,107.00,108.14,106.93
106.91,107.07,107.24,106.41
106.67,106.05,106.73,105.71
106.50,104.58,106.98,104.51
104.89,104.54,105.07,103.51
102.75,102.82,104.11,102.28
102.94,104.58,104.62,101.94
104.82,106.04,106.09,104.52
105.66,106.73,107.36,105.58
106.46,107.41,107.48,106.46
107.41,107.20,108.07,106.91
105.43,105.77,106.16,105.16
106.14,106.52,106.77,105.99
106.58,107.77,107.92,106.31
107.78,108.04,108.16,107.56
107.76,108.00,108.40,107.69
108.43,108.00,108.53,107.95
107.48,107.98,108.10,107.36
107.90,107.99,108.29,107.63
107.59,107.82,108.08,106.75
107.62,107.08,107.63,106.74
106.96,107.55,107.92,106.96
107.55,106.91,107.75,106.88
106.81,107.82,108.04,106.75
107.67,107.44,108.22,107.31
107.44,107.90,107.96,107.27
107.45,107.40,107.81,106.90
106.91,106.88,107.29,106.67
106.88,107.60,107.70,106.68
106.48,105.80,107.63,105.71
105.97,106.72,106.99,105.93
105.67,104.73,105.75,104.72
104.97,105.67,106.05,104.77
106.37,107.83,107.85,106.31
107.49,106.72,107.67,106.27
107.50,108.93,109.08,107.50
108.15,108.75,109.07,107.68
108.78,109.52,109.79,107.71
109.64,109.11,109.76,108.73
109.58,109.73,110.24,109.18
109.59,109.62,110.49,109.46
109.39,109.23,109.85,109.13
109.24,107.61,109.38,107.55
107.31,106.83,107.38,106.44
106.64,107.13,107.26,106.38
107.72,109.64,109.68,107.70
108.75,108.13,108.85,107.92
108.00,107.11,108.00,106.81
107.13,107.74,107.86,106.97
106.93,108.13,108.65,106.82
108.13,107.34,108.60,107.34
106.94,107.34,107.69,106.87
107.34,107.30,107.89,106.77
107.71,107.65,107.79,107.05
107.36,107.87,108.33,107.30
107.71,107.79,108.60,107.09
108.16,108.08,108.76,108.00
107.78,108.67,109.01,107.46
107.37,105.40,107.58,104.77
106.14,106.14,107.03,105.84
104.66,101.88,105.25,101.56
101.84,102.02,102.19,100.83
101.35,103.48,103.99,101.35
103.39,103.95,104.23,102.70
105.13,103.33,105.40,103.04
103.10,103.68,104.31,102.73
103.19,102.85,103.58,102.21
102.67,101.11,103.01,100.76
101.85,102.12,102.21,101.49
102.18,102.17,102.68,102.12
101.72,102.05,102.78,101.71
102.14,101.77,102.53,100.96
101.43,102.58,102.81,101.25
103.40,103.73,104.09,103.27
102.39,102.22,103.08,101.48
101.53,101.67,102.15,101.13
101.92,101.97,102.47,101.40
102.71,102.75,102.94,102.40
102.71,102.68,103.17,102.50
102.70,103.17,103.41,102.70
103.60,103.66,103.91,103.31
103.92,103.70,104.12,103.52
103.62,103.09,103.80,103.04
103.05,102.73,103.37,102.71
102.46,101.60,102.70,101.46
102.00,102.34,102.49,101.40
101.97,102.15,102.22,101.65
102.27,101.12,102.28,101.03
101.59,101.01,101.87,100.95
100.77,100.33,101.00,100.22
100.81,101.01,101.39,100.29
100.11,100.21,101.23,99.97
100.56,99.31,100.89,99.28
98.90,97.76,99.09,97.73
98.01,97.80,98.44,97.54
98.04,99.18,99.92,98.04
99.07,100.13,100.30,99.01
99.64,99.47,99.91,98.94
98.77,98.79,99.34,98.22
98.39,99.49,99.77,98.39
99.84,99.78,100.18,99.07
100.09,101.47,101.70,100.09
101.16,99.45,101.35,99.27
100.41,100.04,100.54,99.81
100.34,100.00,100.60,99.47
99.79,98.78,99.94,98.78
98.37,97.81,98.81,97.74
98.18,97.92,98.56,97.72
97.10,96.14,97.47,96.10
96.69,96.66,97.11,95.86
99.65,99.30,100.44,98.54
99.49,99.23,100.46,99.08
98.42,98.94,99.12,98.24
98.99,100.03,100.15,98.30
99.14,98.76,99.47,98.62
100.38,100.07,100.99,99.87
101.31,101.00,101.35,100.68
101.90,102.33,102.43,101.83
101.98,102.38,102.59,101.92
101.99,102.42,102.58,101.99
103.35,103.29,103.71,103.01
103.17,102.94,103.40,102.70
102.91,102.61,103.08,102.52
103.97,104.48,104.73,102.12
104.67,105.30,105.86,104.49
105.39,105.30,105.59,104.88
105.17,105.27,105.55,104.95
104.16,105.59,105.98,104.05
106.00,105.94,106.10,105.18
105.96,106.43,106.60,105.71
106.20,106.50,106.65,105.92
106.83,106.12,107.09,106.02
106.39,106.94,106.94,105.99
106.51,106.63,107.11,106.25
107.11,106.08,107.47,105.83
106.23,105.46,106.30,104.92
105.26,105.48,105.58,104.76
106.09,105.82,106.61,105.58
105.00,105.89,105.99,104.99
105.05,105.43,105.63,104.05
105.26,106.95,107.70,104.56
106.92,107.71,107.88,106.75
107.13,107.71,107.89,106.49
107.67,107.82,107.98,106.79
107.28,107.22,108.05,106.47
106.19,105.70,106.63,105.66
106.19,102.93,106.19,102.86
97.99,98.78,101.41,95.21
100.47,97.75,100.82,97.64
100.07,100.00,100.29,97.59
101.09,101.40,101.72,99.79
101.00,100.43,101.22,99.80
99.74,99.55,100.25,99.32
97.71,97.49,98.55,97.21
98.35,98.93,98.93,97.88
99.17,99.37,100.11,99.01
97.96,97.76,98.60,97.29
98.94,99.65,99.69,98.50
100.25,98.48,100.47,98.30
98.16,99.09,99.75,98.07
98.43,99.49,99.52,98.18
99.57,99.28,99.84,98.76
99.52,100.86,101.15,99.18
100.76,101.91,102.08,100.50
101.94,101.66,103.13,101.25
99.83,99.66,100.91,99.44
100.44,100.52,101.43,100.12
99.26,98.98,99.65,98.68
99.00,99.08,99.65,98.48
98.64,98.86,99.23,98.32
99.60,99.91,100.61,98.48
99.40,99.08,100.26,98.77
99.21,99.47,99.61,98.21
100.35,99.53,100.36,99.28
99.85,98.34,99.97,97.18
97.55,100.03,100.03,97.18
100.73,101.86,101.91,100.48
101.54,101.07,101.61,100.90
101.52,102.17,102.46,101.28
101.67,103.09,103.21,101.56
103.37,102.94,103.75,102.63
102.66,103.72,104.00,102.65
103.22,103.31,103.99,103.00
103.22,102.77,103.73,102.69
103.62,104.96,104.96,103.22
105.24,105.90,105.97,105.04
105.74,106.32,106.47,104.81
108.58,108.95,109.86,107.91
109.50,110.70,111.88,109.49
110.82,112.32,112.93,110.76
112.79,112.28,112.97,111.90
112.59,112.77,112.99,112.22
112.17,113.41,113.76,112.12
113.81,114.26,114.32,113.08
114.31,114.29,114.77,113.69
114.56,112.89,114.61,112.89
113.57,113.87,113.98,113.31
113.80,113.69,114.14,112.99
113.71,114.08,114.36,113.18
114.43,113.97,114.58,113.84
114.57,113.10,114.78,112.59
112.72,112.83,113.07,112.41
112.90,114.05,114.10,112.47
114.31,114.38,114.78,113.85
113.83,112.31,114.19,112.26
112.36,112.00,112.91,111.83
111.85,112.89,112.91,111.62
112.81,112.74,113.45,112.43
112.84,114.68,114.79,112.75
114.85,115.02,115.30,114.13
115.24,115.83,116.48,115.08
115.81,115.63,116.15,115.39
115.32,115.44,115.77,114.71
115.45,114.80,115.53,114.57
114.71,114.85,115.10,114.35
115.17,114.57,115.50,114.40
115.27,115.68,116.36,115.14
115.41,114.71,116.07,114.62
114.07,111.29,114.28,111.04
111.72,114.06,114.11,111.72
113.19,113.59,114.00,112.88
112.42,112.37,113.00,111.72
111.66,111.04,112.89,110.83
110.89,110.99,111.75,110.25
109.68,109.76,110.96,109.34
109.93,111.03,112.03,109.67
111.77,113.18,113.72,111.75
114.09,114.54,114.84,113.08
114.69,113.27,114.79,113.24
113.27,110.13,113.27,110.07
110.86,110.94,111.43,110.02
111.72,112.48,112.63,110.85
112.84,113.21,113.25,112.27
112.87,113.27,113.74,112.74
113.00,113.48,113.51,112.66
114.08,115.02,115.19,113.99
115.03,114.29,115.27,114.15
114.12,112.86,114.32,112.83
110.71,109.97,110.96,108.73
109.92,110.47,110.73,109.54
109.34,109.04,109.79,108.57
107.50,106.44,108.44,106.03
107.01,105.99,107.44,105.83
106.47,106.79,107.28,105.62
107.69,107.98,108.20,106.59
108.27,106.06,108.83,105.83
105.94,106.98,108.01,105.83
103.28,105.10,105.73,103.28
106.61,105.76,106.67,105.28
104.89,103.65,104.95,102.68
103.86,102.70,105.10,101.23
103.63,103.14,103.90,102.08
102.53,102.08,103.40,101.55
102.26,103.25,104.00,102.18
103.07,103.31,104.75,102.73
103.79,104.47,104.82,103.04
105.28,107.04,107.07,104.97
106.79,107.01,107.35,106.17
105.50,106.03,106.44,105.50
106.35,106.89,107.51,104.74
106.76,107.49,107.57,106.59
107.49,106.29,108.00,106.01
105.18,105.60,106.00,103.93
103.95,105.92,106.14,103.77
106.35,105.72,107.65,105.60
103.73,103.77,104.56,103.07
104.82,107.49,107.58,104.18
108.27,107.37,108.50,106.61
108.00,109.18,109.26,107.63
109.01,108.85,109.25,108.58
108.56,108.09,108.72,107.83
109.42,109.35,109.53,108.49
108.64,107.91,108.81,107.63
107.30,108.48,108.80,106.67
108.79,109.27,109.27,108.22
109.60,108.46,109.80,108.25
108.46,107.52,108.72,107.39
108.13,110.13,110.13,108.04
110.06,110.20,110.44,109.68
109.92,109.80,110.28,108.63
110.38,110.40,110.59,109.06
110.02,110.41,110.49,109.56
109.46,110.85,111.58,109.46
111.50,111.33,111.70,110.83
111.26,111.53,112.36,110.58
112.19,113.64,113.67,112.13
113.65,112.82,113.80,112.28
112.23,113.92,114.38,112.08
113.50,114.68,115.01,113.50
114.73,115.83,116.17,114.44
115.99,115.76,116.00,114.81
115.32,116.03,116.32,115.32
115.95,116.06,116.78,115.54
116.16,115.89,116.46,115.05
115.64,115.39,115.92,114.67
116.11,116.25,116.41,115.57
116.21,116.41,116.87,115.77
116.95,117.43,117.70,116.72
117.39,116.71,117.61,116.49
116.42,117.40,117.55,115.91
117.65,117.56,118.28,117.17
117.07,116.13,117.84,116.02
116.05,115.93,116.38,114.96
115.58,114.50,115.58,114.36
114.79,115.23,116.01,114.79
115.35,114.78,116.28,114.73
114.81,115.19,115.29,114.13
115.87,115.96,116.18,114.86
115.87,115.36,115.99,115.10
115.74,116.23,116.62,115.35
116.23,116.01,116.33,115.43
116.81,116.27,117.24,116.09
116.63,115.80,116.68,115.14
111.53,108.79,112.37,108.25
109.16,110.84,111.17,109.10
110.55,110.34,110.65,109.51
110.63,109.97,110.93,109.56
110.13,109.53,110.13,108.88
108.72,109.13,109.87,108.37
108.96,109.90,110.12,108.50
110.01,110.91,111.27,110.01
109.68,110.33,110.69,109.62
109.52,109.73,110.19,108.68
110.39,110.75,111.16,110.27
110.50,110.45,110.59,109.73
110.11,110.81,111.05,110.01
111.00,112.27,112.28,110.74
112.31,111.97,113.12,111.90
112.19,112.64,113.04,111.63
112.83,112.67,113.01,111.93
112.26,112.24,112.86,111.94
112.08,110.42,112.26,110.10
110.27,111.30,111.89,109.98
110.53,110.10,110.97,109.86
110.75,111.89,112.46,110.48
111.70,111.39,112.19,111.21
111.61,113.44,113.50,111.50
113.76,113.54,114.38,113.33
113.48,113.60,113.76,113.01
113.61,114.18,114.34,113.55
114.23,114.14,115.00,113.49
113.75,114.84,114.87,113.37
114.76,114.87,114.89,114.21
114.12,114.62,114.96,113.28
115.00,114.33,115.33,114.12
114.61,114.58,115.01,114.23
113.55,114.22,114.50,113.55
113.83,114.22,114.39,113.53
114.13,113.81,114.41,113.27
113.61,113.00,114.56,112.89
113.12,112.55,113.25,112.25
112.88,111.81,113.07,111.69
111.24,112.75,112.79,111.00
113.07,111.86,113.10,111.33
112.63,112.61,113.59,112.51
112.91,112.72,113.15,112.46
112.91,111.83,113.07,111.72
113.22,113.85,113.90,112.53
109.31,111.02,112.42,109.19
110.47,110.35,110.83,109.33
111.87,114.13,114.15,111.08
114.88,116.81,116.85,114.72
116.91,119.04,119.05,116.83
118.96,118.85,119.30,118.23
118.25,118.68,119.04,118.02
118.38,118.76,118.97,118.05
118.70,117.51,118.79,117.05
118.40,118.08,118.43,117.55
118.32,118.12,118.47,117.91
118.40,118.09,118.90,117.67
118.34,118.00,118.52,117.96
119.00,118.74,119.08,118.38
119.14,118.64,119.19,118.38
118.49,117.38,118.86,117.36
116.93,117.05,117.32,116.56
117.45,117.01,117.65,116.94
116.39,116.72,116.87,115.00
116.72,117.15,117.61,115.87
117.00,117.45,117.53,116.47
117.71,117.65,118.13,117.00
117.14,116.43,117.50,116.19
116.58,117.61,117.68,116.21
117.34,116.22,117.68,116.13
116.26,116.81,116.90,116.00
116.71,117.03,117.16,116.51
117.28,117.98,117.99,117.13
118.10,117.88,118.45,117.50
118.41,118.58,118.76,117.96
118.42,118.15,118.85,117.70
118.30,118.18,118.53,118.09
117.95,118.23,118.36,117.82
118.70,118.60,118.90,118.37
118.58,118.51,118.86,118.37
118.58,118.35,118.75,118.08
117.94,116.98,118.44,116.98
117.10,117.42,117.63,116.61
117.37,117.82,117.82,117.05
117.38,117.47,117.61,116.98
117.40,116.95,117.40,116.31
117.28,116.63,117.70,116.61
116.66,117.11,117.24,115.97
117.13,117.75,118.05,116.98
118.07,117.14,118.80,116.64
117.63,118.48,118.72,117.49
118.48,118.47,119.10,117.16
118.21,118.71,119.05,118.02
118.90,118.35,118.90,117.67
118.06,118.84,119.32,118.06
118.52,119.29,119.31,118.39
118.49,118.68,118.87,118.25
118.04,116.90,118.34,116.89
116.38,114.44,116.38,114.42
114.13,115.52,115.75,113.70
114.36,114.26,114.81,113.95
114.39,113.71,114.50,113.48
113.47,114.94,115.22,113.47
114.51,114.67,115.10,113.60
115.13,115.09,116.00,114.42
115.87,114.79,115.92,114.72
114.89,115.93,115.98,114.60
116.42,116.73,116.98,116.13
116.63,115.31,116.68,115.31
115.07,113.94,115.07,113.77
113.89,114.41,114.80,113.74
114.70,115.01,115.09,114.18
114.81,113.87,115.06,113.64
114.18,114.55,115.06,114.18
114.27,113.00,114.42,112.60
113.31,112.32,113.31,111.27
112.94,113.10,113.51,112.49
113.19,113.18,113.43,112.11
113.77,114.53,114.85,113.52
114.94,115.14,115.47,114.63
114.48,114.00,114.87,113.67
113.92,115.35,115.53,113.73
114.99,115.06,115.31,114.15
115.84,115.08,116.20,115.08
115.00,114.98,115.43,114.72
116.14,115.18,116.19,114.99
115.66,116.23,116.91,115.12
112.83,109.52,113.51,109.25
108.53,108.35,109.22,106.86
109.10,109.07,109.48,108.83
109.36,109.03,109.90,108.77
108.73,108.82,109.33,108.04
109.32,108.02,109.32,107.97
108.60,108.43,109.03,107.59
108.93,108.18,109.02,107.88
108.60,106.24,108.60,106.02
106.28,105.62,106.59,105.35
106.02,105.72,106.47,105.53
106.07,104.67,106.07,104.57
106.22,105.36,106.22,104.92
105.43,108.01,108.16,105.16
103.45,106.94,107.52,103.45
107.30,109.62,109.79,106.64
109.48,110.28,110.58,109.10
110.77,112.18,112.25,110.65
111.98,111.85,112.03,111.36
111.45,111.35,111.56,110.70
110.97,111.18,111.48,110.40
111.25,111.82,112.12,110.82
112.01,111.84,112.34,111.25
111.94,112.40,112.62,111.83
112.67,113.07,113.23,112.44
113.47,113.45,113.88,113.10
113.35,113.81,114.24,113.35
113.90,113.70,114.12,113.50
113.61,113.35,114.01,113.18
114.22,115.41,115.52,113.85
114.95,115.65,115.96,114.86
116.05,115.87,116.13,114.80
116.39,116.83,116.87,115.80
