ITUS,ITUS Corporation - Common Stock,NASDAQ
5.50,5.40,5.73,5.40
5.25,5.40,6.25,5.25
5.50,5.95,6.00,5.50
5.95,5.80,5.95,5.80
5.90,6.10,6.10,5.90
5.90,5.85,6.03,5.76
5.95,5.80,6.05,5.75
5.75,5.75,5.85,5.70
5.75,5.75,5.75,5.60
5.65,5.61,5.65,5.55
5.65,5.60,5.70,5.60
5.61,5.50,5.61,5.40
5.40,5.10,5.42,5.10
5.10,5.21,5.25,5.10
5.20,5.40,5.40,5.20
5.45,5.30,5.45,5.20
5.25,5.25,5.35,5.20
5.25,5.40,5.40,4.35
5.50,5.30,5.50,5.25
5.10,5.25,5.35,4.65
5.32,5.35,5.35,5.25
5.34,5.35,5.35,5.30
5.25,5.30,5.30,5.25
5.35,5.25,5.35,5.25
5.35,5.25,5.35,5.21
5.25,5.25,5.25,5.20
5.32,5.32,5.32,5.32
