DOV,Dover Corporation Common Stock,NASDAQ
74.88,76.70,76.73,74.62
76.52,76.26,76.98,75.87
76.33,76.82,76.87,75.94
77.04,76.75,78.27,76.46
77.14,77.13,77.91,76.84
76.32,75.64,77.42,75.54
75.19,76.03,76.72,75.01
76.06,75.58,76.98,75.34
75.59,75.67,76.33,74.89
76.12,76.00,76.88,75.65
76.19,75.89,76.55,75.48
75.78,75.60,75.90,75.32
75.72,75.60,75.81,75.34
75.72,76.32,76.56,75.72
76.30,75.31,76.74,75.18
75.53,75.19,75.94,74.91
75.21,74.93,75.38,74.53
76.31,76.42,77.53,75.42
76.61,76.78,76.85,76.07
76.50,76.53,77.29,75.61
77.33,77.72,78.96,77.24
77.63,76.72,77.90,76.44
77.13,77.02,77.74,76.48
77.09,79.16,79.23,76.92
79.07,78.37,79.18,77.22
79.80,79.65,81.50,78.91
