NFEC,NF Energy Saving Corporation - Common Stock,NASDAQ
0.91,0.89,0.91,0.86
0.93,0.91,0.93,0.88
0.89,0.90,0.92,0.89
0.91,0.89,0.91,0.89
0.88,0.86,0.88,0.83
0.89,0.85,0.89,0.82
0.83,0.83,0.83,0.83
0.82,0.85,0.87,0.82
0.84,0.81,0.84,0.81
0.81,0.80,0.81,0.80
0.81,0.81,0.81,0.81
0.81,0.86,0.87,0.81
0.86,0.86,0.86,0.86
0.82,0.87,0.87,0.82
0.82,0.83,0.86,0.82
0.81,0.83,0.84,0.81
0.82,0.85,1.00,0.82
0.86,0.87,0.95,0.86
0.88,0.87,0.95,0.87
0.86,0.88,0.89,0.86
0.94,0.91,0.94,0.90
0.91,0.94,0.96,0.91
0.96,0.87,0.96,0.87
0.86,0.86,0.91,0.86
0.86,0.88,0.88,0.86
0.97,0.97,1.14,0.92
0.97,0.91,1.00,0.91
