LOAN,Manhattan Bridge Capital,NASDAQ
6.90,6.70,6.90,6.60
6.65,6.80,6.85,6.65
6.65,6.75,6.85,6.65
6.80,6.86,7.10,6.75
6.95,6.85,7.00,6.75
6.95,6.90,7.15,6.81
7.00,7.06,7.20,6.85
7.05,7.15,7.15,7.00
7.20,7.05,7.20,7.00
7.05,7.00,7.10,7.00
7.05,7.05,7.05,7.00
7.07,7.00,7.10,7.00
7.05,7.15,7.20,7.00
7.15,7.35,7.35,7.10
7.35,7.25,7.35,7.00
7.25,7.30,7.30,7.15
7.40,7.40,7.40,7.25
7.35,7.60,7.60,7.35
7.65,7.20,7.65,6.90
7.25,7.15,7.33,7.09
7.15,7.00,7.23,7.00
7.00,7.05,7.15,7.00
7.10,7.30,7.30,7.10
7.15,7.36,7.65,7.15
7.40,7.35,7.50,7.35
7.35,7.15,7.45,7.15
7.20,7.15,7.25,7.10
