MLM,Martin Marietta Materials,NASDAQ
105.83,101.17,105.83,101.07
99.62,98.05,99.62,97.14
99.27,99.69,100.13,98.30
100.83,99.38,101.08,99.03
100.28,100.62,100.92,99.51
100.54,98.42,101.02,98.30
99.30,100.16,101.66,99.15
100.03,97.98,101.46,97.65
96.59,96.63,97.77,96.37
97.88,97.20,98.01,96.43
98.39,97.94,99.05,97.34
98.46,101.18,101.70,97.92
101.04,103.66,104.09,100.81
105.64,105.01,105.91,104.04
105.43,105.49,105.91,104.16
105.43,104.99,106.98,104.63
104.95,103.76,105.75,103.41
103.98,104.80,105.39,103.58
104.50,106.02,106.43,104.50
105.79,106.43,106.84,105.71
106.34,105.80,106.90,105.60
106.15,105.54,106.61,105.43
105.91,104.76,105.91,103.93
104.62,102.49,104.81,102.01
101.85,103.28,103.65,101.85
102.74,101.41,103.00,101.22
98.22,100.62,103.00,95.64
100.83,99.60,101.73,99.28
101.69,101.80,103.75,99.60
101.58,101.20,102.34,100.68
101.13,100.91,101.13,99.81
100.20,99.34,100.20,98.95
99.00,98.84,99.63,98.24
99.70,98.74,100.29,98.06
98.67,99.18,99.77,97.45
98.73,98.90,100.55,98.21
98.90,98.34,99.06,97.96
98.50,98.03,98.69,97.65
96.81,95.65,96.87,95.31
95.74,96.26,96.54,95.30
96.04,96.67,97.16,95.62
96.51,98.75,99.76,96.19
98.41,97.34,98.88,96.23
97.75,98.47,99.08,97.55
98.85,97.28,99.78,96.41
97.25,96.78,97.26,96.22
95.58,96.17,96.86,95.36
96.13,96.29,97.63,95.68
95.89,95.29,97.02,95.02
95.24,96.05,96.22,94.44
96.78,95.09,97.82,94.26
94.73,94.91,95.64,94.67
95.15,94.92,95.33,94.25
95.67,94.91,96.40,94.53
95.00,96.74,96.89,94.97
97.73,99.32,99.59,96.94
99.51,99.83,100.50,99.36
99.63,99.92,100.08,99.26
99.66,99.40,99.88,97.64
100.23,98.80,100.39,98.49
98.68,98.37,99.00,98.05
98.48,98.88,99.02,97.76
99.11,98.15,99.91,97.77
98.86,96.23,98.97,96.19
95.08,96.27,96.40,95.08
96.30,96.14,97.75,95.49
96.15,97.11,98.00,95.47
97.39,97.27,98.44,96.51
96.97,96.94,97.26,96.19
96.12,98.17,98.39,96.02
98.40,99.67,100.08,98.04
98.59,99.41,99.43,98.23
99.40,97.95,99.54,96.50
97.81,97.83,98.42,97.19
96.91,97.86,98.33,96.45
97.93,95.25,97.93,95.25
95.10,94.79,96.08,94.01
96.14,96.67,97.29,95.62
96.89,97.83,98.66,95.86
97.45,98.11,98.13,96.35
97.73,96.06,97.73,95.61
96.16,96.41,97.13,95.98
96.04,97.39,97.88,95.81
97.83,97.51,97.99,97.32
97.82,97.46,97.94,96.91
98.19,99.75,100.17,98.19
99.72,97.99,100.29,97.91
97.84,98.50,98.86,97.80
99.16,99.75,99.76,98.65
99.75,99.63,100.57,98.93
99.96,99.39,100.41,99.05
99.59,98.99,99.59,98.02
98.99,98.09,99.48,97.77
99.85,98.61,99.85,96.90
99.00,102.75,104.56,99.00
102.28,100.18,102.57,100.06
100.82,99.53,100.82,98.99
103.89,100.94,106.00,100.52
100.80,100.70,101.03,98.90
100.63,100.46,101.10,99.89
100.02,99.41,100.55,98.76
99.18,100.53,101.21,98.82
100.85,102.29,102.56,99.05
97.73,102.83,106.48,96.82
103.36,101.40,103.44,101.00
100.81,101.10,102.25,100.60
101.72,100.49,101.83,100.00
100.26,100.40,101.02,100.10
100.01,99.24,100.49,98.39
99.13,98.09,99.88,97.94
97.70,98.19,99.04,97.58
102.66,97.34,102.66,96.73
97.35,96.56,97.35,96.24
96.36,97.85,98.41,96.01
97.45,97.25,97.92,96.05
96.55,96.41,97.32,95.50
95.90,95.62,97.20,95.39
96.77,97.24,98.20,96.77
97.90,98.41,98.87,97.41
98.18,97.07,98.68,97.05
96.78,96.33,97.16,95.72
96.00,96.54,97.07,95.50
97.00,97.00,97.68,96.51
97.23,95.65,97.35,95.53
95.26,95.05,95.93,94.74
95.08,96.60,96.91,94.69
96.50,95.98,96.81,95.94
96.60,96.17,96.65,95.95
96.99,96.69,97.25,95.88
96.70,97.23,97.37,96.49
97.44,98.01,98.38,97.42
98.15,99.06,99.16,97.97
99.34,100.17,100.82,98.81
100.70,99.94,101.29,99.81
99.54,99.54,100.18,98.74
99.45,99.38,100.57,99.12
100.22,98.70,100.22,98.63
99.34,100.79,100.79,98.93
100.95,103.43,103.52,100.30
103.38,105.01,105.17,102.08
105.15,105.84,105.86,104.98
106.00,105.25,106.82,104.75
105.50,106.88,107.24,104.39
107.11,108.06,109.06,106.75
107.92,108.59,109.24,107.92
108.75,108.15,108.94,107.80
108.67,109.47,109.57,108.20
109.66,108.42,109.74,108.39
107.80,109.17,110.31,107.80
109.39,104.32,115.00,102.26
104.03,102.78,104.78,101.92
104.98,106.75,109.68,104.05
109.71,108.00,109.71,104.81
108.99,107.77,109.11,106.12
105.85,109.01,110.22,105.83
108.40,104.42,109.00,104.05
105.39,106.13,107.30,104.50
104.96,106.42,107.14,104.76
106.68,112.56,113.24,106.68
112.94,112.54,113.21,111.39
112.45,113.79,116.07,112.10
113.80,114.85,115.14,113.34
115.00,115.61,116.47,114.91
114.58,115.90,116.67,114.35
115.67,118.48,118.50,115.26
119.09,118.53,120.03,117.44
118.42,115.93,120.58,115.71
116.63,116.89,117.18,115.68
117.15,117.28,118.06,116.70
117.34,116.71,118.10,116.71
117.03,118.16,118.74,116.23
119.71,121.51,123.00,118.37
119.64,122.63,122.89,119.64
122.51,121.98,123.69,121.23
120.65,122.00,122.28,120.50
123.16,121.95,124.01,120.67
121.47,121.04,121.99,120.56
121.39,120.90,121.96,120.63
121.37,123.92,123.98,120.30
123.13,122.95,123.43,121.65
122.66,122.25,123.92,121.73
121.40,123.09,123.19,121.25
123.78,121.45,123.78,120.71
121.45,122.30,123.15,120.76
123.12,123.07,123.99,122.67
123.76,126.34,126.42,123.01
127.11,126.72,127.76,126.10
126.05,126.98,127.31,125.72
128.17,126.49,128.59,125.41
127.32,123.63,127.32,122.87
124.63,126.77,126.83,124.33
127.36,125.43,127.99,125.18
125.05,125.63,126.34,123.72
126.11,126.95,128.81,126.11
127.81,128.35,128.95,127.42
128.76,128.10,129.48,127.27
128.08,126.89,128.40,126.11
127.52,124.70,128.99,124.68
124.77,127.70,130.00,124.77
126.98,122.05,127.88,120.28
122.23,122.93,123.89,121.26
123.27,126.50,127.11,123.08
126.80,126.81,128.65,125.56
125.25,124.41,126.90,123.76
125.21,125.05,126.80,124.06
125.05,124.98,126.04,123.10
125.84,126.34,126.70,124.89
126.34,125.55,126.45,125.32
125.88,126.74,127.18,125.07
126.26,128.03,128.44,126.23
127.95,126.83,127.95,126.01
128.11,126.64,128.11,124.59
126.15,123.64,126.15,122.89
123.06,116.89,123.64,115.49
118.95,124.37,124.48,115.65
123.99,124.33,125.50,122.34
124.13,125.51,129.14,124.13
125.55,126.25,127.85,125.52
124.92,125.78,126.11,123.68
125.21,124.09,127.05,123.99
124.22,122.43,124.95,121.56
122.31,119.93,123.73,119.65
119.53,118.91,120.00,117.60
119.87,122.48,123.46,119.02
121.99,120.52,123.22,120.41
120.36,118.96,120.77,118.88
118.93,118.02,118.93,115.56
118.34,119.33,120.28,117.78
118.67,119.57,120.81,118.47
118.97,117.52,119.72,115.92
118.00,118.66,119.57,117.61
118.86,121.00,121.19,118.29
120.77,123.72,123.84,120.49
123.93,124.27,125.20,123.90
124.91,123.64,125.95,123.59
125.32,123.58,125.32,121.90
123.77,122.80,123.85,121.66
122.77,122.68,124.25,121.74
122.00,121.37,122.64,120.64
120.90,122.64,122.72,120.44
122.84,126.90,127.94,122.49
127.66,128.68,129.03,126.63
128.34,127.97,129.55,127.35
127.96,130.67,130.81,127.54
129.95,129.11,131.00,128.57
129.32,128.06,130.12,127.91
128.37,132.10,132.12,127.94
131.33,130.99,133.44,130.38
131.51,130.75,132.11,129.69
131.01,134.11,134.80,130.32
134.17,134.07,134.46,132.75
133.98,134.91,134.96,132.74
135.97,133.81,136.36,133.50
133.04,131.39,133.57,131.00
131.42,130.93,131.90,130.63
131.31,130.13,131.44,129.31
129.44,132.23,132.60,129.44
134.00,132.05,134.00,130.04
133.30,132.00,134.64,132.00
130.00,127.06,130.00,126.30
127.85,126.67,128.86,126.43
125.70,125.20,126.42,124.44
124.77,126.42,127.35,124.62
126.59,127.77,127.80,125.72
127.34,129.30,129.60,126.90
131.34,129.12,131.34,127.75
129.41,129.52,129.67,128.32
129.38,129.52,130.11,129.25
130.00,129.74,130.00,128.56
128.74,128.17,129.86,127.89
128.14,130.52,131.63,127.59
129.67,127.87,130.13,127.60
129.62,130.07,130.20,129.40
129.61,131.62,131.78,129.15
131.37,131.90,132.66,130.61
131.16,130.89,131.82,130.00
130.73,128.84,131.66,128.61
132.13,129.17,132.73,129.03
130.20,128.53,132.06,127.81
127.74,124.23,127.91,123.66
124.00,125.75,126.92,123.64
126.10,126.75,127.00,125.40
125.94,126.60,128.36,125.86
125.59,126.11,127.09,125.59
126.82,125.79,127.64,125.15
125.92,127.11,127.35,125.67
127.62,126.00,127.82,125.95
125.60,125.59,126.69,124.74
126.46,126.50,126.72,125.80
126.95,127.48,127.56,126.05
127.72,126.86,128.00,125.95
127.50,127.97,128.16,126.91
128.36,129.14,129.75,128.36
128.55,129.21,129.25,128.17
129.50,129.14,129.50,128.54
128.77,129.18,129.74,128.24
129.48,129.30,129.98,128.92
129.70,130.72,131.84,129.32
130.98,130.10,131.39,129.29
129.61,130.56,131.21,128.88
130.82,130.96,131.19,129.84
131.09,129.82,131.09,128.86
131.02,129.47,131.42,128.28
129.68,130.75,131.89,129.46
130.83,132.19,132.82,130.30
132.26,131.50,133.02,130.82
131.36,130.92,131.96,130.10
130.75,130.77,131.32,129.75
130.11,131.31,131.36,130.11
131.28,129.22,131.28,128.25
129.26,128.07,129.26,127.98
127.46,128.37,128.71,126.86
129.09,128.40,130.30,128.05
129.37,128.29,129.37,127.49
128.32,128.43,128.83,127.19
128.30,128.61,129.87,127.90
127.75,130.00,130.12,127.27
129.45,132.25,132.31,129.20
132.29,130.63,132.40,130.16
130.51,130.73,131.55,129.84
129.69,129.69,130.46,128.92
130.01,128.94,130.53,128.35
128.65,125.40,128.65,124.51
124.99,123.43,125.31,121.80
123.78,122.89,124.45,122.70
123.00,120.92,123.48,120.00
120.07,118.06,120.33,117.99
117.79,118.69,118.79,114.65
119.03,115.85,120.41,115.66
115.58,112.10,116.08,112.07
112.00,107.27,113.38,107.04
107.94,107.36,108.78,106.28
105.22,109.30,109.91,105.09
107.12,113.27,113.93,107.08
115.02,117.71,118.33,114.63
117.18,119.60,119.70,116.35
119.97,121.06,121.57,119.97
121.05,119.30,122.28,119.24
119.80,121.48,122.21,118.49
121.79,122.93,123.15,120.54
121.13,120.62,121.56,119.39
114.86,116.90,119.44,111.77
117.01,115.07,117.15,112.12
114.42,115.40,116.71,114.13
116.70,116.92,117.34,115.78
117.75,117.49,118.19,116.62
117.26,117.12,117.50,115.36
118.27,120.48,120.60,116.99
120.91,122.81,122.86,120.63
122.98,123.81,124.33,122.74
123.45,124.84,124.98,123.45
124.65,125.57,126.34,124.61
125.26,126.32,127.11,124.79
126.23,124.63,126.99,124.06
124.24,126.47,126.63,124.24
126.18,125.78,126.68,124.98
126.00,127.50,127.57,125.78
127.83,128.19,128.48,126.32
127.45,128.64,129.58,126.86
130.43,130.22,131.39,129.74
130.85,130.27,130.85,129.91
130.56,127.35,131.71,127.18
127.37,125.52,128.16,124.07
125.24,120.04,125.24,119.95
119.55,115.67,119.72,115.36
114.76,118.60,118.66,114.55
118.21,119.94,121.95,118.21
119.83,119.60,121.00,119.21
119.25,117.98,120.10,117.57
117.38,113.78,117.77,113.06
113.41,114.76,114.79,112.53
114.37,111.53,114.54,110.26
112.08,111.45,113.74,111.00
110.73,107.41,111.64,107.41
107.93,104.81,109.12,104.75
103.67,106.60,108.20,103.09
107.13,111.26,111.35,106.42
111.73,115.40,115.44,111.73
116.22,119.26,119.52,115.18
119.74,114.01,119.74,113.60
114.45,111.79,114.46,111.47
112.25,111.69,112.99,110.95
111.97,111.49,113.18,111.43
111.43,111.95,112.39,110.87
111.68,110.90,111.95,110.00
111.55,110.32,112.63,110.32
111.63,110.85,112.67,109.63
109.91,106.33,110.28,105.77
106.34,105.31,107.94,104.15
105.99,107.77,108.78,105.30
108.87,111.91,112.35,108.69
112.07,109.78,112.53,109.24
110.26,110.09,110.40,107.40
111.24,108.75,112.25,107.12
107.00,106.66,107.50,105.36
106.66,104.58,107.78,104.53
104.62,107.94,108.06,104.62
108.73,108.53,109.02,107.19
108.04,110.35,110.91,108.04
110.60,110.96,111.36,108.87
110.64,109.83,111.25,108.88
110.14,112.43,112.60,108.24
110.95,111.57,112.23,109.16
111.79,107.55,112.21,107.40
107.34,110.02,110.80,105.32
109.19,107.74,109.94,106.73
107.98,113.34,113.81,107.98
113.65,115.20,115.74,113.06
114.19,114.98,116.80,114.00
115.64,117.60,119.20,114.90
117.51,117.97,119.06,117.36
118.07,119.16,120.44,117.22
119.16,137.24,138.09,119.16
137.61,140.09,144.66,137.52
140.13,142.08,142.70,138.48
142.96,145.23,146.21,142.51
144.79,143.67,145.59,143.00
143.50,144.95,146.07,143.20
144.00,145.00,145.70,143.81
144.94,143.24,144.94,142.15
143.24,143.43,144.59,142.15
143.71,143.29,144.67,142.54
143.60,142.49,144.24,141.80
143.92,141.63,144.53,140.87
141.99,142.33,143.38,141.78
142.33,143.35,143.49,141.38
142.00,143.00,143.85,142.00
142.20,142.83,143.53,141.43
143.45,142.46,143.72,142.00
141.50,140.69,142.82,139.63
140.55,139.87,141.46,139.48
138.73,137.62,139.64,136.92
138.17,138.89,139.70,136.83
140.31,143.49,143.67,140.11
143.20,141.81,143.45,140.12
142.25,142.37,143.60,141.55
141.64,142.35,143.15,140.67
141.88,142.49,143.25,139.02
141.25,138.68,142.34,137.80
139.94,138.50,141.61,138.40
138.50,139.62,141.35,138.50
139.92,140.69,141.64,139.83
141.23,139.96,141.90,138.68
139.94,142.12,143.30,139.32
141.82,141.73,143.00,140.61
142.74,142.84,142.91,141.81
141.85,139.80,142.44,139.76
140.04,138.10,140.19,136.50
137.98,137.36,139.77,136.88
137.13,139.34,139.48,136.41
138.78,135.81,138.94,135.81
135.86,136.19,136.84,134.10
136.21,137.01,137.27,135.38
136.76,138.54,138.61,136.76
138.34,138.00,139.20,137.70
138.17,138.19,139.02,136.76
138.81,142.18,143.30,138.53
141.94,142.01,142.16,140.71
140.59,140.24,140.73,138.77
140.56,139.97,140.99,139.39
140.27,138.37,140.49,138.29
138.67,137.24,139.71,135.93
137.37,138.24,139.26,136.76
138.83,138.53,138.83,136.99
138.50,135.92,138.66,135.73
135.48,136.10,136.78,134.97
135.30,136.30,138.01,134.99
137.60,142.65,146.34,137.60
143.72,147.83,149.27,142.29
148.10,148.39,150.39,148.02
148.12,146.88,149.10,146.56
147.23,149.09,150.62,145.38
148.64,150.58,150.99,147.64
153.00,154.89,155.80,151.86
154.32,153.78,155.15,152.83
152.86,150.75,153.35,150.36
152.22,153.97,155.62,152.22
154.69,154.67,155.12,152.38
154.51,155.32,155.39,152.97
154.99,155.31,155.98,153.02
155.27,154.26,155.90,153.02
154.70,153.50,154.70,152.16
153.19,154.58,155.51,153.04
154.13,152.30,154.53,151.37
151.46,151.15,152.28,149.46
151.40,152.89,153.20,150.80
151.63,151.07,152.90,149.43
151.07,149.01,151.30,148.64
148.90,147.06,150.00,146.35
146.99,149.38,150.61,146.67
149.11,147.86,150.15,146.18
146.90,148.00,148.50,145.59
147.33,148.10,150.00,146.25
148.10,148.67,149.25,147.01
148.61,148.61,149.90,147.66
149.73,151.66,153.39,149.73
151.87,151.95,153.15,150.84
151.51,147.89,151.51,147.14
146.52,146.11,147.57,144.83
145.96,145.76,146.97,145.05
146.04,144.99,146.93,143.25
145.79,147.36,147.98,144.83
147.33,148.25,149.44,147.33
149.15,148.48,149.88,147.19
148.34,148.13,149.03,147.20
148.05,145.91,148.20,144.18
146.20,145.22,146.21,144.35
145.72,144.88,146.28,144.27
143.87,142.12,146.09,141.84
143.09,141.51,143.95,141.48
142.57,143.86,144.65,142.30
144.52,144.00,145.30,143.18
142.26,144.46,145.08,141.89
144.39,145.03,145.96,141.54
144.01,144.60,147.08,142.73
146.17,146.77,148.98,145.94
148.15,152.90,153.35,148.15
154.43,153.36,155.15,152.65
153.05,151.86,153.89,151.73
151.32,150.95,151.52,149.60
151.38,153.79,155.35,151.26
155.12,156.53,157.73,154.49
156.96,160.23,160.46,155.61
160.26,160.24,161.38,158.22
159.22,160.84,162.09,158.77
161.50,159.28,162.75,158.76
159.28,157.83,159.88,155.67
156.82,153.60,157.11,153.22
155.01,156.01,157.28,153.00
156.56,157.38,159.47,155.12
156.63,157.47,157.71,155.37
158.26,156.82,158.78,156.45
156.63,156.52,158.61,155.06
153.64,165.43,165.57,152.00
166.72,170.14,172.60,165.92
170.15,167.72,172.84,167.09
168.21,167.58,169.20,165.75
169.19,172.00,173.03,168.92
170.68,171.00,172.85,170.06
169.78,172.61,172.75,169.20
172.51,172.15,173.42,170.41
172.00,175.03,175.24,171.35
175.53,175.12,176.04,173.11
174.95,175.69,177.59,173.91
174.90,170.89,175.09,169.78
170.00,166.95,170.86,166.11
165.28,161.64,166.52,159.85
152.98,154.82,162.39,143.16
158.75,154.34,163.82,154.34
158.33,157.94,158.33,152.78
159.79,164.99,166.90,159.79
163.63,165.50,167.03,162.69
164.98,167.80,169.38,164.04
164.39,163.72,166.64,162.71
166.31,168.55,168.61,164.58
169.41,167.91,172.00,167.72
166.09,166.46,168.58,164.19
168.42,169.99,170.40,167.38
171.78,168.60,172.94,168.13
168.68,170.77,171.60,167.58
170.02,171.48,171.79,168.29
171.52,172.88,175.01,169.89
173.57,175.09,176.23,172.57
175.19,176.51,177.60,173.94
176.34,175.93,178.67,174.88
173.45,169.89,174.80,169.87
171.17,171.59,173.48,170.69
169.39,166.02,169.39,163.82
166.58,161.45,167.02,158.57
159.60,159.69,160.00,155.25
161.20,159.39,162.19,157.90
157.99,152.74,158.27,151.82
153.57,148.37,156.47,146.67
149.93,151.95,152.35,147.21
153.23,156.72,157.36,152.71
156.62,163.08,163.17,154.98
164.57,164.33,166.20,161.94
163.81,159.34,164.75,157.59
160.52,159.74,161.92,157.48
159.11,163.06,163.78,157.99
163.26,165.07,166.23,162.03
165.00,162.02,165.90,161.68
160.78,155.11,162.11,154.28
155.45,151.75,155.87,150.56
152.69,149.22,152.75,147.63
150.16,151.44,151.84,149.17
150.27,148.44,151.63,145.30
147.70,148.38,151.21,147.21
149.39,145.90,150.33,144.61
146.53,152.40,153.19,145.09
153.50,152.88,154.30,151.01
152.33,148.58,154.50,147.76
147.45,147.02,148.76,143.29
147.88,152.86,154.16,147.18
151.84,151.68,154.13,149.83
152.35,155.15,155.77,151.39
155.44,155.27,156.72,152.67
150.75,142.11,151.43,138.30
141.69,145.85,146.47,138.36
145.33,155.33,155.52,143.30
154.62,154.98,157.74,153.21
154.99,152.15,155.00,150.20
151.74,153.56,154.59,151.74
154.73,155.81,157.25,153.28
154.23,151.50,155.50,151.24
151.38,153.43,156.95,151.01
153.34,157.50,157.67,152.53
157.56,156.97,162.15,156.03
157.00,159.30,159.95,157.00
159.61,160.62,162.74,158.12
161.14,160.87,162.84,160.10
161.03,159.92,163.01,159.25
158.85,160.97,162.05,158.23
161.10,160.25,162.11,159.64
159.95,161.00,161.89,159.18
161.26,157.40,162.52,156.14
158.24,159.34,160.18,156.85
159.98,157.96,160.73,157.31
158.06,153.64,159.88,152.30
154.72,155.27,156.01,151.76
154.12,147.31,154.73,146.69
145.56,148.56,150.67,144.76
148.41,144.46,149.78,143.04
143.87,143.65,146.40,141.25
141.52,142.09,144.37,141.41
142.47,142.62,143.46,140.05
143.62,145.10,146.86,143.09
146.18,147.67,148.33,143.80
148.05,142.74,148.05,142.64
142.25,139.91,142.41,139.56
140.36,141.00,141.36,139.30
141.42,139.84,142.15,139.07
141.39,142.96,143.92,139.65
142.96,142.33,143.46,142.04
141.86,139.81,142.51,138.36
141.00,140.66,142.15,139.00
140.62,137.29,141.07,137.09
136.91,136.58,139.10,136.20
134.59,135.81,136.01,132.34
136.19,133.18,136.63,132.91
130.58,129.83,132.79,129.26
127.48,129.56,133.74,126.37
130.01,126.13,130.39,125.62
126.75,124.73,127.56,123.95
125.95,127.96,129.53,125.01
128.17,122.88,128.92,121.97
123.29,123.61,125.20,121.57
120.88,124.69,125.69,119.58
125.97,119.19,126.48,117.95
117.47,117.00,118.27,113.49
117.44,118.37,119.34,115.61
120.58,123.60,126.16,120.58
122.78,117.36,123.38,116.66
118.53,119.63,119.80,116.36
119.75,120.00,122.30,118.14
121.41,118.46,122.78,117.70
119.17,125.58,126.59,117.79
124.39,123.72,126.05,123.43
121.95,121.19,122.76,117.58
122.89,121.31,123.45,118.00
122.04,124.41,126.56,122.04
124.24,123.05,125.21,121.31
121.74,117.85,122.19,115.84
113.08,128.88,133.58,108.31
130.76,131.38,138.00,128.83
128.19,129.40,133.47,126.69
131.83,132.86,136.23,129.32
134.31,135.41,136.39,131.25
136.38,138.91,142.57,134.40
138.92,136.06,141.90,134.92
135.57,135.98,138.92,133.63
137.32,140.05,140.77,137.32
138.75,138.39,141.12,137.42
136.61,142.74,143.20,135.93
142.71,143.50,145.37,140.44
144.17,142.20,144.80,140.80
142.72,142.62,144.67,142.07
144.49,146.76,149.00,142.30
145.77,147.56,147.91,144.04
148.52,148.43,149.52,145.98
147.93,147.85,150.10,146.04
149.00,154.64,155.92,148.25
153.22,152.20,154.62,151.04
152.80,152.73,153.52,151.13
153.46,153.39,154.72,150.88
155.65,156.58,157.40,154.60
155.76,154.57,156.05,152.56
152.43,153.22,154.30,151.28
152.28,154.04,155.14,151.33
153.90,155.91,156.97,152.76
156.41,156.83,157.56,154.68
156.52,156.15,157.27,154.59
155.44,155.84,157.50,155.44
154.57,153.84,156.27,152.80
153.03,153.67,153.79,150.75
153.67,153.89,154.44,152.04
153.22,154.22,155.02,152.24
155.51,154.83,155.61,152.10
154.68,159.51,160.18,154.44
158.10,162.05,163.42,156.35
161.50,159.91,161.50,158.51
158.83,159.36,161.16,157.83
159.22,163.84,165.06,158.93
162.40,161.96,163.08,160.60
163.41,166.18,168.15,163.19
167.59,164.10,168.23,163.98
164.21,163.85,165.04,162.92
165.00,165.34,165.34,161.97
165.00,165.35,165.75,163.38
165.00,165.63,165.77,163.77
165.38,168.33,168.77,164.70
168.29,167.60,169.30,166.25
167.82,169.77,171.15,166.86
169.94,168.71,171.25,168.52
169.48,170.60,171.73,168.38
170.78,169.54,171.01,168.62
170.29,170.25,171.49,169.05
170.77,172.54,173.48,169.49
171.50,170.07,173.18,169.70
169.75,169.23,170.18,167.37
170.19,172.14,172.59,169.23
171.43,173.19,175.71,169.79
171.97,169.46,174.05,165.27
174.00,175.00,177.07,171.60
174.96,177.91,178.42,171.58
178.37,182.25,183.05,177.34
182.45,187.85,188.68,182.40
187.99,186.72,189.31,185.85
188.24,186.77,189.76,185.50
186.43,184.75,188.28,183.75
185.86,186.57,188.20,185.43
186.19,186.23,186.87,184.48
185.00,185.74,187.17,184.68
184.56,184.94,185.49,183.21
186.33,187.18,188.15,185.21
187.35,188.79,189.92,186.70
189.20,190.62,191.30,187.87
192.01,193.15,193.87,191.00
192.89,191.70,193.43,190.86
190.85,191.83,192.37,190.08
192.91,189.04,193.08,186.91
189.04,188.73,189.30,186.44
188.27,187.90,188.27,185.14
187.47,186.73,188.62,184.53
186.23,187.13,188.19,184.41
186.99,187.06,188.27,185.84
189.05,189.80,190.29,186.25
191.15,189.23,191.18,186.34
187.50,185.54,187.56,184.60
184.08,182.89,186.04,182.84
182.75,181.67,183.74,178.90
182.58,183.66,185.93,182.05
182.77,183.29,183.91,180.72
182.82,182.74,183.29,180.92
184.50,184.12,186.84,183.84
184.26,183.82,184.59,182.69
183.93,183.91,184.45,182.19
185.73,187.95,187.96,184.92
182.30,187.92,191.75,181.07
185.94,179.24,187.10,178.23
181.49,180.87,183.37,179.21
183.26,185.21,185.66,182.55
186.06,192.00,192.11,185.08
191.71,189.13,192.40,186.67
188.57,186.77,188.92,185.70
186.45,194.92,195.48,186.22
195.03,195.35,195.80,193.25
197.35,196.70,198.23,195.71
197.50,196.53,199.87,196.45
197.60,197.93,199.68,196.69
198.98,196.87,198.98,195.94
197.71,197.09,199.32,195.93
197.84,197.57,198.32,196.40
197.99,199.97,200.30,197.33
199.37,198.24,199.46,197.33
198.14,198.35,200.00,196.36
198.52,196.08,199.27,195.18
195.94,198.25,198.77,195.94
198.23,198.69,198.82,196.66
198.69,201.86,201.96,197.56
202.10,201.52,203.72,200.58
201.25,205.70,206.36,200.80
205.36,202.65,206.24,202.15
199.43,196.31,199.43,193.61
193.70,198.50,199.51,192.51
197.98,200.14,200.99,197.98
199.80,198.47,199.80,197.22
198.94,198.31,199.27,197.20
198.50,200.43,201.33,197.59
200.35,199.85,201.39,198.15
200.53,200.25,201.18,199.15
200.47,198.54,201.10,198.15
198.96,196.46,199.04,195.86
196.47,199.46,201.11,195.88
199.42,196.83,199.42,196.00
196.80,193.89,196.86,190.50
194.00,194.28,195.75,192.25
193.61,192.25,194.52,191.03
191.70,195.08,195.54,189.36
195.72,195.15,196.73,194.42
194.27,195.45,195.89,193.36
195.69,191.23,195.77,190.80
191.45,188.28,192.38,187.35
188.69,189.61,191.16,188.69
189.60,188.83,190.14,187.69
187.50,183.03,187.50,181.63
182.62,183.53,184.42,180.63
184.74,184.63,185.06,182.22
184.72,180.95,185.29,179.70
180.95,180.90,183.43,180.02
180.91,179.94,181.76,179.33
178.61,175.00,178.70,173.51
174.82,179.89,180.35,174.09
178.43,178.50,179.67,177.12
178.47,177.38,180.03,176.28
177.38,177.83,178.50,174.78
177.15,173.95,178.21,173.54
175.59,174.97,176.78,174.09
176.23,174.76,176.23,172.49
176.01,178.91,178.98,174.81
180.06,181.92,182.48,180.06
181.50,181.29,182.83,180.67
180.79,183.25,184.81,180.79
183.32,183.58,183.79,180.43
184.34,185.10,186.00,182.62
184.00,182.50,184.36,179.90
182.50,179.11,183.48,178.69
178.98,176.90,180.31,176.26
176.44,175.70,178.30,175.43
176.69,175.76,178.39,174.71
175.14,178.45,178.82,175.10
178.45,170.12,178.98,169.86
170.70,171.25,172.61,169.87
168.48,169.19,170.23,168.31
169.02,169.89,170.05,167.59
168.50,171.97,172.69,167.06
173.00,173.38,174.18,172.76
173.58,177.19,177.92,172.38
178.83,178.21,178.83,177.10
179.15,177.34,179.15,175.05
176.97,178.30,179.48,174.83
176.89,179.73,180.00,175.89
180.75,180.34,181.11,179.47
179.99,178.03,180.37,177.88
179.37,178.02,179.52,176.23
178.77,176.89,179.05,175.16
177.30,181.32,182.47,176.22
182.21,185.38,186.72,181.52
188.41,192.88,194.99,188.41
192.38,190.45,195.32,189.81
190.62,188.48,190.93,186.89
189.00,192.33,194.50,188.59
195.37,198.27,198.40,193.68
198.27,202.01,202.20,196.87
213.64,225.39,228.04,213.64
228.30,233.52,234.83,226.05
234.50,229.74,235.40,223.60
232.00,231.50,236.41,229.02
229.90,229.18,231.97,225.65
225.05,220.85,226.19,220.13
220.78,221.07,223.00,217.65
220.80,219.67,221.88,218.69
220.71,222.82,223.15,219.82
224.13,221.28,224.50,219.68
220.48,224.22,224.64,218.85
224.43,225.31,226.63,224.11
224.98,216.32,225.16,216.12
215.50,218.50,219.52,215.43
220.58,219.45,223.63,218.67
220.15,220.90,221.52,219.00
220.58,223.25,223.78,219.68
224.64,223.54,224.82,222.12
224.21,225.33,225.64,220.57
