BRS,Bristow Group Inc. Common Stock,NASDAQ
17.44,18.00,18.06,17.31
17.98,18.75,18.91,17.68
18.70,19.77,19.78,18.64
20.01,20.39,20.41,19.72
21.03,20.73,21.71,20.61
20.79,21.00,21.20,20.23
20.70,20.23,20.88,19.76
20.05,20.90,21.11,19.85
21.15,20.68,21.15,20.47
20.67,20.60,20.89,20.33
21.19,21.03,21.88,20.73
21.09,20.74,21.09,20.23
20.79,20.36,20.80,19.98
20.30,20.51,20.82,20.14
20.77,21.17,21.46,20.71
21.42,20.73,21.51,20.38
20.58,20.62,21.00,20.38
20.59,20.48,20.77,20.14
21.02,21.10,21.78,20.28
21.09,21.20,21.50,20.98
21.09,21.19,21.42,20.96
21.23,20.93,21.33,20.77
20.49,19.45,20.49,19.13
19.47,18.60,19.62,18.28
18.85,19.60,19.75,18.63
19.89,19.50,19.97,19.04
19.39,19.25,19.62,19.12
