VSS,Vanguard FTSE All-Wld ex-US SmCp Idx ETF,NASDAQ
94.26,94.40,94.57,94.11
94.64,95.00,95.22,94.64
95.23,95.41,95.41,95.01
95.66,96.45,96.54,95.56
96.34,96.48,96.56,96.09
96.20,96.24,96.31,96.10
96.20,95.99,96.49,95.92
96.54,96.55,96.79,96.35
96.28,94.76,96.48,94.66
94.67,94.59,94.74,94.31
94.60,94.60,94.81,94.46
94.70,94.38,94.74,94.37
92.88,93.08,93.11,92.77
93.11,93.19,93.25,93.07
93.00,92.70,93.01,92.63
92.77,93.08,93.08,92.77
93.24,93.18,93.31,93.12
93.44,93.29,93.55,93.17
93.55,93.91,93.96,93.44
94.55,94.03,94.56,93.87
94.43,94.78,94.78,94.42
95.45,95.97,95.97,95.30
96.34,97.08,97.14,96.34
96.75,96.53,96.75,96.37
96.21,96.21,96.39,96.00
96.34,96.47,96.76,96.34
96.41,97.07,97.14,96.06
97.36,97.16,97.37,96.93
97.14,97.56,97.56,97.00
