PBBI,PB Bancorp,NASDAQ
9.55,9.45,9.55,9.45
9.53,9.45,9.55,9.36
9.50,9.50,9.50,9.50
9.45,9.45,9.45,9.45
9.40,9.45,9.45,9.40
9.35,9.35,9.35,9.35
9.50,9.50,9.65,9.45
9.50,9.60,9.60,9.46
9.57,9.55,9.60,9.40
9.60,9.60,9.60,9.60
9.65,9.75,9.75,9.60
9.65,9.80,9.95,9.55
9.90,10.00,10.00,9.80
10.00,9.80,10.00,9.80
9.95,10.00,10.05,9.95
10.00,10.00,10.05,10.00
10.00,9.90,10.00,9.80
9.90,10.00,10.00,9.90
9.90,9.90,10.00,9.90
10.00,9.75,10.00,9.75
9.90,9.95,10.00,9.89
9.92,9.95,10.00,9.92
9.92,10.00,10.03,9.92
10.15,9.95,10.15,9.95
10.00,10.10,10.20,10.00
10.10,10.15,10.20,10.10
