EFO,ProShares Ultra MSCI EAFE,NASDAQ
94.56,94.56,94.56,94.56
95.11,95.12,95.43,94.82
94.25,94.25,94.25,94.25
93.30,93.30,93.30,93.30
91.23,92.10,92.27,91.03
nan,92.10,nan,nan
nan,92.10,nan,nan
93.61,93.61,93.61,93.61
nan,93.61,nan,nan
90.24,89.90,90.24,89.71
89.82,89.82,89.82,89.82
87.68,87.68,87.68,87.68
89.99,90.36,90.38,89.99
nan,90.36,nan,nan
nan,90.36,nan,nan
nan,90.36,nan,nan
nan,90.36,nan,nan
97.28,97.70,97.70,97.28
nan,97.70,nan,nan
97.69,97.66,98.90,97.62
97.61,97.63,97.63,97.61
100.35,99.87,100.36,99.87
100.31,100.31,100.31,100.31
100.05,105.52,105.52,100.05
105.32,104.44,105.32,103.62
nan,104.44,nan,nan
101.60,101.60,101.60,101.60
102.79,102.76,102.79,102.76
102.25,102.27,102.27,102.04
102.47,102.47,102.47,102.47
102.83,102.94,102.95,102.83
100.99,101.12,101.41,100.99
102.26,102.22,102.26,101.86
101.48,101.48,101.48,101.48
101.42,100.71,101.43,100.71
101.10,101.16,101.18,101.01
99.39,99.33,99.93,99.33
97.63,97.63,97.63,97.63
nan,97.63,nan,nan
101.24,102.97,102.97,100.86
103.77,102.50,103.77,102.50
103.75,105.09,105.21,103.75
103.90,103.90,103.90,103.90
103.30,103.43,104.67,103.05
105.32,107.43,107.43,104.94
109.41,107.52,109.50,107.52
109.13,109.93,113.05,108.41
111.53,111.53,111.53,111.53
108.19,108.19,108.19,108.19
112.43,110.32,112.43,108.52
109.54,109.85,109.85,109.00
109.33,109.64,109.64,109.02
109.50,109.50,109.50,109.50
109.43,109.43,109.43,109.43
108.10,108.10,108.10,108.10
105.68,105.44,105.68,105.36
106.91,106.32,106.92,106.32
106.04,105.83,106.04,105.83
107.00,107.41,107.41,107.00
105.76,103.32,105.76,103.32
104.19,104.49,104.60,104.19
nan,104.49,nan,nan
105.06,105.06,105.06,105.06
104.17,103.88,104.18,103.88
106.39,106.39,106.39,106.39
107.87,107.39,107.87,107.39
109.60,108.86,112.19,108.79
108.38,108.40,109.89,106.88
108.43,106.92,108.89,106.91
107.65,106.91,107.65,106.91
108.69,109.32,109.40,107.94
111.90,107.38,115.00,107.30
107.08,107.53,107.64,107.02
108.48,108.05,108.50,108.05
108.95,108.65,109.51,108.65
108.01,107.73,108.01,107.50
105.80,104.91,105.80,104.36
103.52,103.47,103.53,103.38
nan,103.47,nan,nan
104.08,105.20,105.20,104.04
105.16,105.16,105.16,105.16
104.54,104.32,104.54,104.32
103.42,102.69,103.42,102.69
101.05,100.90,101.62,100.90
100.89,101.10,101.10,100.89
102.92,102.67,102.92,102.67
101.27,101.49,101.49,101.26
103.19,102.23,103.19,102.23
nan,102.23,nan,nan
106.24,106.24,106.24,106.24
107.94,108.10,108.80,107.94
nan,108.10,nan,nan
nan,108.10,nan,nan
111.35,111.35,111.35,111.35
111.90,111.76,111.90,111.76
112.49,112.49,112.49,112.49
109.71,108.16,109.71,107.97
109.51,109.51,109.51,109.51
nan,109.51,nan,nan
109.87,109.90,110.05,109.57
109.65,109.60,109.65,109.60
nan,109.60,nan,nan
110.77,111.17,111.39,110.77
110.85,109.20,110.85,109.20
nan,109.20,nan,nan
112.00,112.00,112.00,112.00
111.50,112.26,112.30,111.41
112.10,112.00,112.10,112.00
111.80,111.80,111.80,111.80
112.67,112.68,112.68,112.67
111.65,111.00,111.65,110.67
107.42,105.91,107.51,105.91
104.82,104.47,104.82,102.78
105.35,105.85,105.85,105.35
103.61,103.23,104.39,103.23
104.06,105.02,105.02,104.06
101.50,101.95,101.99,101.50
100.41,96.61,100.85,96.53
97.91,98.59,98.72,97.91
nan,98.59,nan,nan
102.25,102.63,103.24,102.25
104.61,105.82,105.82,104.56
104.93,104.93,104.93,104.93
106.55,106.69,106.69,106.55
108.62,108.79,108.79,108.60
106.58,108.17,108.17,106.58
109.20,110.03,110.03,109.20
111.48,111.95,111.95,111.48
111.84,110.09,111.91,109.98
110.76,111.30,111.30,110.76
112.65,112.39,112.65,112.32
113.79,113.79,113.79,113.79
113.60,112.71,114.07,112.71
nan,112.71,nan,nan
nan,112.71,nan,nan
113.89,113.89,113.89,113.89
109.17,108.74,109.17,108.74
112.48,113.26,113.26,112.48
113.70,113.70,113.70,113.70
115.19,114.78,115.19,114.78
113.21,113.60,113.60,113.21
112.70,112.58,112.70,112.55
nan,112.58,nan,nan
109.30,109.19,110.17,109.19
110.19,109.20,110.19,109.20
105.01,104.85,105.11,104.85
107.81,107.81,107.81,107.81
108.18,109.05,109.06,108.18
108.54,106.83,108.54,106.83
105.09,106.22,106.22,105.09
107.03,106.00,107.03,106.00
nan,106.00,nan,nan
106.62,109.01,109.01,106.62
110.12,109.60,110.12,109.60
109.64,109.27,109.64,109.27
111.18,111.03,111.19,111.03
111.71,111.71,111.71,111.71
112.75,113.36,113.55,100.00
113.46,113.46,113.46,113.46
nan,113.46,nan,nan
114.71,113.45,114.71,113.15
nan,113.45,nan,nan
111.00,111.50,112.06,110.79
112.42,112.94,112.94,112.42
111.90,110.44,111.90,110.44
108.76,109.22,109.22,108.76
109.79,110.15,110.21,109.79
109.91,110.02,110.02,109.91
111.31,111.95,111.95,111.31
nan,111.95,nan,nan
nan,111.95,nan,nan
114.01,114.27,114.27,113.92
nan,114.27,nan,nan
nan,114.27,nan,nan
113.02,113.02,113.02,113.02
nan,113.02,nan,nan
114.70,114.70,114.70,114.70
nan,114.70,nan,nan
116.07,116.12,116.23,116.07
nan,116.12,nan,nan
114.65,115.53,115.53,114.04
115.62,114.94,115.62,114.94
115.16,114.84,115.16,114.84
116.30,116.30,116.30,116.30
115.35,115.34,115.52,114.65
nan,115.34,nan,nan
116.48,116.48,116.48,116.48
116.48,116.38,117.01,116.38
115.54,114.88,115.55,114.88
115.46,115.51,115.64,115.00
115.03,115.67,115.67,115.03
nan,115.67,nan,nan
115.21,115.41,115.41,115.21
115.90,116.28,116.28,115.39
116.15,116.80,116.80,116.15
118.00,118.21,118.21,117.94
nan,118.21,nan,nan
118.20,118.47,118.47,118.20
118.64,119.07,119.20,118.64
119.00,119.66,119.66,119.00
nan,119.66,nan,nan
118.74,118.44,118.74,118.36
nan,118.44,nan,nan
121.33,121.73,121.73,121.33
nan,121.73,nan,nan
120.63,120.82,120.82,120.63
119.86,119.37,119.86,119.26
120.38,120.39,120.39,120.38
120.07,120.07,120.07,120.07
120.16,120.20,120.20,120.16
118.90,119.91,119.96,118.90
119.49,119.49,119.49,119.49
123.49,123.43,123.49,123.43
124.37,122.62,124.37,122.62
121.58,121.14,121.58,121.14
121.05,121.05,121.05,121.05
119.74,119.74,119.74,119.74
119.76,119.70,119.76,119.70
nan,119.70,nan,nan
120.60,120.55,120.60,119.95
122.27,122.56,122.57,122.27
nan,122.56,nan,nan
123.95,123.64,123.95,123.64
121.85,121.91,121.91,121.85
nan,121.91,nan,nan
119.69,119.25,119.69,119.25
117.00,117.00,117.00,117.00
117.29,117.29,117.29,117.29
119.11,119.11,119.11,119.11
117.92,118.36,118.36,117.92
120.09,120.11,120.11,120.09
118.30,118.23,118.30,118.23
nan,118.23,nan,nan
nan,118.23,nan,nan
nan,118.23,nan,nan
119.34,119.34,119.34,119.34
120.08,120.03,120.08,120.01
nan,120.03,nan,nan
119.09,119.09,119.09,119.09
119.01,119.01,119.01,119.01
118.05,117.97,118.05,117.91
nan,117.97,nan,nan
113.04,113.08,113.08,113.04
nan,113.08,nan,nan
nan,113.08,nan,nan
109.91,109.91,109.91,109.91
110.38,108.41,111.39,108.41
108.24,108.24,108.24,108.24
nan,108.24,nan,nan
110.24,110.24,110.24,110.24
111.37,111.83,111.96,111.37
112.44,112.07,112.50,112.07
nan,112.07,nan,nan
114.15,113.71,114.15,113.71
114.45,114.47,114.47,114.08
114.03,114.27,114.27,114.03
114.90,115.17,115.17,114.90
113.99,113.99,113.99,113.99
115.42,115.42,115.42,115.42
116.04,115.73,116.12,115.73
115.96,117.50,117.50,115.80
114.34,115.84,115.84,114.23
113.83,113.83,114.18,113.51
114.92,114.55,114.94,114.34
116.44,116.25,116.44,116.25
116.70,115.96,116.70,115.96
114.76,115.33,115.33,114.65
113.56,113.56,113.56,113.56
nan,113.56,nan,nan
113.40,113.40,113.40,113.40
nan,113.40,nan,nan
nan,113.40,nan,nan
110.98,111.77,111.77,110.98
110.66,112.64,112.65,110.66
111.36,111.32,111.36,111.32
112.63,112.75,112.75,112.50
nan,112.75,nan,nan
110.08,110.08,110.08,110.08
108.87,108.86,108.87,108.86
108.75,109.82,109.82,108.75
106.56,106.56,106.56,106.56
nan,106.56,nan,nan
nan,106.56,nan,nan
104.71,104.71,104.71,104.71
103.50,102.50,103.55,102.46
101.48,100.02,101.48,99.92
100.05,100.32,100.33,100.05
nan,100.32,nan,nan
100.77,99.80,100.77,99.80
98.21,98.21,98.21,98.21
95.78,96.30,96.30,95.78
93.80,93.90,93.90,93.80
94.51,93.99,94.51,93.99
nan,93.99,nan,nan
91.76,89.69,91.85,89.69
88.68,90.57,90.84,88.59
92.90,92.94,93.17,92.78
nan,92.94,nan,nan
nan,92.94,nan,nan
96.94,96.75,96.94,96.75
97.19,97.19,97.19,97.19
98.32,99.09,99.09,98.32
97.85,98.08,98.20,97.85
99.25,99.70,99.70,99.16
nan,99.70,nan,nan
99.14,98.95,99.14,98.95
104.40,104.40,104.40,104.40
103.80,102.72,103.81,102.72
100.70,100.70,100.70,100.70
101.88,101.88,101.88,101.88
nan,101.88,nan,nan
nan,101.88,nan,nan
101.11,101.11,101.11,101.11
nan,101.11,nan,nan
nan,101.11,nan,nan
nan,101.11,nan,nan
101.16,101.16,101.16,101.16
101.32,101.58,101.58,100.80
102.58,104.26,104.26,102.58
104.01,103.12,105.18,102.80
nan,103.12,nan,nan
nan,103.12,nan,nan
nan,103.12,nan,nan
105.20,105.17,105.20,104.70
105.59,105.77,105.77,105.59
nan,105.77,nan,nan
nan,105.77,nan,nan
104.72,104.52,104.72,104.52
nan,104.52,nan,nan
nan,104.52,nan,nan
nan,104.52,nan,nan
103.31,102.85,103.31,102.81
101.34,100.11,101.34,100.06
nan,100.11,nan,nan
99.68,99.68,99.68,99.68
95.07,95.07,95.07,95.07
94.25,91.24,94.25,91.17
91.91,93.05,93.95,91.91
93.37,93.08,94.11,92.72
93.08,93.08,93.08,93.08
98.82,98.50,98.82,98.50
nan,98.50,nan,nan
99.27,99.26,99.27,98.62
nan,99.26,nan,nan
nan,99.26,nan,nan
99.23,98.41,99.23,98.41
97.44,97.44,97.44,97.44
96.14,96.14,96.14,96.14
96.14,96.14,96.14,96.14
nan,96.14,nan,nan
90.14,88.40,90.15,88.35
88.40,88.40,88.40,88.40
nan,88.40,nan,nan
nan,88.40,nan,nan
90.83,90.83,90.83,90.83
91.03,91.03,91.03,91.03
91.29,91.59,91.70,91.29
nan,91.59,nan,nan
95.92,94.74,95.92,94.74
nan,94.74,nan,nan
97.54,96.67,97.54,96.67
96.99,98.79,98.79,96.99
99.48,97.42,99.48,97.22
99.33,99.32,99.33,99.32
99.32,99.32,99.32,99.32
nan,99.32,nan,nan
98.25,99.07,99.07,98.25
97.50,97.50,97.50,97.50
98.68,97.66,98.68,97.12
nan,97.66,nan,nan
nan,97.66,nan,nan
102.50,101.75,102.50,101.75
101.24,101.24,101.24,101.24
100.12,100.20,100.20,99.20
100.28,101.34,101.34,100.27
100.44,99.98,100.44,99.98
102.75,102.75,102.75,102.75
nan,102.75,nan,nan
104.72,104.58,105.11,104.58
105.89,106.70,106.93,105.89
nan,106.70,nan,nan
105.82,109.30,109.30,105.82
109.19,108.89,109.41,108.89
108.04,108.95,108.95,108.04
109.12,108.49,109.12,108.49
nan,108.49,nan,nan
112.36,112.13,113.84,112.13
113.36,113.12,113.36,108.66
112.55,111.92,112.70,107.42
nan,111.92,nan,nan
108.50,112.17,112.17,107.03
110.00,106.00,110.98,106.00
106.80,104.37,106.80,104.31
100.98,105.69,105.69,100.67
100.12,100.12,100.12,100.12
102.70,101.83,102.70,101.83
100.85,105.40,105.40,100.85
104.05,103.39,104.05,103.39
102.74,103.37,103.37,102.74
103.69,104.20,104.20,103.69
106.11,106.00,106.11,106.00
109.78,109.83,109.83,109.78
112.93,112.93,112.93,112.93
113.00,113.00,113.00,113.00
114.70,110.25,114.70,110.25
108.00,108.49,109.00,108.00
107.76,108.20,108.20,107.76
108.17,108.17,108.17,108.17
106.00,105.79,106.00,105.69
107.16,107.61,107.61,107.16
108.00,108.01,108.01,108.00
112.93,112.78,112.93,112.78
111.01,112.25,113.24,111.01
112.95,111.19,112.95,111.19
112.79,114.75,114.75,112.30
113.21,113.21,113.21,113.21
112.83,111.15,113.00,111.15
111.58,112.98,113.90,111.58
114.75,114.74,114.75,114.74
114.75,114.75,114.75,114.75
nan,114.75,nan,nan
115.90,113.09,115.90,112.50
113.50,113.40,116.38,113.37
115.39,114.97,115.39,114.97
115.35,115.00,115.35,113.69
118.70,119.50,119.51,118.70
119.00,119.00,119.00,119.00
117.00,120.50,120.50,117.00
118.61,118.61,118.61,118.61
115.00,114.00,121.23,113.07
120.15,120.90,121.58,117.79
122.41,121.70,122.45,120.83
113.50,115.23,118.97,113.50
116.00,118.74,118.74,116.00
118.27,111.47,118.27,111.47
114.75,120.25,120.25,114.75
118.99,115.00,119.13,115.00
117.63,117.65,117.65,117.63
nan,117.65,nan,nan
118.42,120.49,120.49,118.04
120.25,119.78,120.25,119.78
120.00,120.50,120.50,118.50
120.50,119.50,120.50,117.34
119.00,119.00,119.00,119.00
nan,119.00,nan,nan
117.35,119.30,120.49,117.34
nan,119.30,nan,nan
nan,119.30,nan,nan
114.81,115.43,115.43,114.37
115.83,115.83,115.83,115.83
115.80,111.67,115.80,111.66
112.49,112.48,112.49,112.15
115.93,114.05,115.93,114.05
112.72,112.72,112.72,112.72
111.00,111.62,111.62,111.00
110.71,110.00,110.71,109.66
109.86,107.20,109.87,107.20
110.64,111.62,112.13,110.21
113.32,113.21,114.80,112.88
nan,113.21,nan,nan
108.72,109.08,109.71,108.72
109.98,110.27,110.27,108.05
110.97,111.72,111.72,110.97
110.54,110.54,110.54,110.54
110.15,110.15,110.15,110.15
113.94,116.20,116.20,113.94
115.95,114.90,115.95,114.90
115.77,115.16,115.77,115.16
114.00,113.99,114.00,113.99
114.00,113.95,114.00,113.95
107.21,106.56,107.21,106.56
N/A,N/A,N/A,N/A
106.82,107.04,107.04,106.82
106.29,106.29,106.29,106.29
105.01,102.03,105.01,101.18
102.03,101.49,102.03,100.00
98.72,98.07,98.72,98.07
nan,98.07,nan,nan
106.78,109.99,109.99,106.11
110.57,109.86,110.58,109.86
109.90,109.97,113.00,109.90
111.40,111.40,111.40,111.40
112.44,112.44,112.44,112.44
110.53,111.65,111.65,110.53
113.03,113.03,113.03,113.03
nan,113.03,nan,nan
nan,113.03,nan,nan
108.28,108.11,109.32,108.11
nan,108.11,nan,nan
105.00,105.00,105.00,105.00
105.00,105.00,105.00,105.00
108.83,108.83,108.83,108.83
108.20,107.30,108.20,107.30
106.05,109.85,110.38,106.05
110.04,108.99,110.04,108.32
nan,108.99,nan,nan
109.35,109.35,109.35,109.35
108.10,108.21,109.50,108.10
107.57,108.03,108.03,107.57
108.74,111.17,111.17,108.74
106.62,106.62,106.62,106.62
103.81,107.38,107.96,103.81
nan,107.38,nan,nan
105.30,107.90,107.90,105.26
nan,107.90,nan,nan
104.70,103.65,104.70,103.65
102.01,101.66,103.31,101.50
98.89,97.86,99.25,97.86
nan,97.86,nan,nan
84.06,85.00,90.93,84.06
94.20,93.00,94.62,92.75
nan,93.00,nan,nan
nan,93.00,nan,nan
94.07,93.92,94.07,93.71
92.39,92.91,95.46,92.39
87.35,87.35,87.35,87.35
nan,87.35,nan,nan
89.01,89.96,93.13,89.01
89.96,85.50,89.96,85.12
nan,85.50,nan,nan
nan,85.50,nan,nan
89.91,90.20,90.52,89.91
nan,90.20,nan,nan
nan,90.20,nan,nan
91.68,91.68,91.68,91.68
nan,91.68,nan,nan
94.65,94.60,97.66,94.60
90.04,90.04,90.04,90.04
89.25,88.74,89.25,88.74
84.60,84.30,85.05,83.80
85.04,84.60,85.30,84.60
82.43,82.92,84.12,82.42
nan,82.92,nan,nan
83.61,83.20,83.61,81.84
82.37,82.37,82.37,82.37
nan,82.37,nan,nan
nan,82.37,nan,nan
86.28,86.28,86.28,86.28
89.74,89.74,89.74,89.74
nan,89.74,nan,nan
nan,89.74,nan,nan
93.44,96.13,96.13,93.44
98.29,95.05,98.29,94.76
94.36,94.36,94.36,94.36
93.38,93.38,93.38,93.38
95.57,95.57,95.57,95.57
96.97,96.97,96.97,96.97
nan,96.97,nan,nan
nan,96.97,nan,nan
nan,96.97,nan,nan
94.80,95.33,95.71,94.80
nan,95.33,nan,nan
102.30,99.00,102.61,98.89
nan,99.00,nan,nan
96.50,95.86,97.30,95.86
97.00,97.85,97.85,97.00
nan,97.85,nan,nan
96.95,96.95,96.95,96.95
99.49,99.05,99.52,98.21
97.81,99.24,99.24,97.32
nan,99.24,nan,nan
nan,99.24,nan,nan
nan,99.24,nan,nan
93.51,94.72,94.93,92.40
nan,94.72,nan,nan
94.45,95.53,95.53,94.39
94.61,92.16,94.76,92.16
90.15,89.98,90.40,89.66
90.12,90.12,90.12,90.12
93.20,92.29,93.77,92.29
93.21,95.20,95.23,93.21
95.27,95.74,95.74,95.14
nan,95.74,nan,nan
nan,95.74,nan,nan
93.62,93.62,93.62,93.62
93.83,93.82,95.17,93.82
95.19,95.03,95.21,94.76
95.49,95.49,95.49,95.49
96.05,96.05,96.05,96.05
nan,96.05,nan,nan
nan,96.05,nan,nan
nan,96.05,nan,nan
92.58,92.58,92.58,92.58
90.81,90.81,90.81,90.81
90.12,89.87,90.12,89.87
nan,89.87,nan,nan
nan,89.87,nan,nan
85.69,85.69,85.69,85.69
87.40,88.16,88.16,87.40
89.91,90.29,90.29,89.75
88.87,88.87,88.87,88.87
86.71,86.71,86.71,86.71
nan,86.71,nan,nan
87.73,88.89,88.89,87.73
92.92,92.92,92.92,92.92
90.75,90.75,90.75,90.75
90.34,90.34,90.34,90.34
nan,90.34,nan,nan
91.66,91.76,92.34,91.66
90.52,90.02,91.05,90.02
86.18,86.24,86.25,85.10
nan,86.24,nan,nan
nan,86.24,nan,nan
79.56,80.78,81.38,79.56
79.33,79.22,79.46,79.22
79.86,79.41,79.86,77.56
79.78,79.31,79.78,79.30
nan,79.31,nan,nan
78.67,78.92,78.92,78.67
75.00,74.25,75.15,74.25
75.33,74.35,75.33,74.35
72.03,70.36,72.03,70.36
71.90,71.90,72.00,71.90
nan,71.90,nan,nan
nan,71.90,nan,nan
nan,71.90,nan,nan
nan,71.90,nan,nan
75.79,76.12,76.12,75.79
78.55,78.92,78.92,78.05
78.64,78.64,78.64,78.64
76.24,75.61,76.24,75.61
nan,75.61,nan,nan
76.05,76.71,77.47,76.05
nan,76.71,nan,nan
71.90,71.78,71.90,71.78
69.50,70.02,70.02,69.11
71.22,70.20,71.22,70.20
nan,70.20,nan,nan
68.02,67.72,68.02,67.72
72.27,73.35,73.35,72.19
74.92,75.41,75.55,74.59
nan,75.41,nan,nan
74.11,73.83,74.62,73.83
76.24,76.06,76.24,75.94
75.10,73.61,75.10,73.61
71.01,71.54,71.54,71.00
73.84,74.72,74.72,73.84
74.93,74.04,75.39,74.04
75.21,74.48,75.33,74.48
77.88,78.43,78.43,76.29
78.09,78.88,78.88,77.75
78.63,79.90,80.24,78.63
83.08,83.08,83.08,83.08
80.98,81.44,82.11,79.45
80.08,80.02,80.08,80.02
80.67,80.67,80.67,80.67
81.88,81.77,81.88,81.77
83.58,83.58,83.58,83.58
82.91,83.80,86.57,82.91
82.36,81.50,82.90,81.15
nan,81.50,nan,nan
83.88,85.29,85.29,83.88
85.17,85.17,85.17,85.17
85.95,84.48,85.95,84.48
nan,84.48,nan,nan
nan,84.48,nan,nan
81.96,80.72,81.96,79.02
82.08,82.08,82.08,82.08
nan,82.08,nan,nan
85.55,85.55,86.11,84.85
84.55,84.55,84.55,84.55
81.69,81.69,81.69,81.69
81.73,81.92,82.01,81.73
nan,81.92,nan,nan
nan,81.92,nan,nan
79.70,80.00,80.00,78.40
nan,80.00,nan,nan
82.50,82.58,82.67,82.05
83.26,83.81,84.20,82.58
85.71,86.73,86.73,85.71
87.11,87.24,87.83,87.05
87.03,86.93,87.30,86.90
86.52,88.19,88.38,86.52
90.88,91.36,91.53,90.72
91.42,91.40,92.24,91.21
90.78,90.48,90.90,90.12
90.56,90.31,90.56,89.75
90.05,89.24,90.05,89.18
90.19,90.12,90.19,89.84
90.73,90.46,90.73,89.58
90.64,87.73,90.64,87.55
87.21,87.23,88.03,86.59
88.20,88.65,88.68,87.94
86.03,85.65,86.44,85.65
83.45,83.71,83.71,83.45
83.10,83.39,83.39,83.07
83.16,83.57,83.80,82.60
83.44,83.53,83.79,83.44
84.65,85.80,85.80,84.65
84.94,84.57,85.35,84.42
85.82,84.39,85.87,83.60
83.25,82.55,83.60,82.26
83.54,84.52,84.52,83.54
83.99,83.35,84.69,83.35
84.26,83.37,84.94,83.23
82.39,82.20,82.39,81.96
83.49,83.28,83.84,83.22
83.04,83.11,83.48,82.99
84.43,85.41,85.45,84.37
86.80,87.40,87.43,86.38
88.05,87.73,88.05,87.49
88.21,87.37,88.21,87.16
88.44,86.68,88.48,86.50
86.04,86.56,86.56,85.79
86.23,86.17,86.23,86.17
87.97,87.57,87.97,86.64
88.47,88.64,88.87,88.09
90.10,89.80,90.23,89.80
90.85,90.39,90.85,90.17
88.12,87.97,88.12,87.71
84.50,82.93,84.54,82.50
85.28,80.31,85.28,80.17
78.92,77.91,78.92,77.24
79.15,78.78,79.60,78.77
75.70,79.30,79.30,75.70
80.00,80.85,81.22,79.08
85.39,84.83,86.21,84.83
87.10,86.68,87.38,85.73
86.63,86.30,87.40,85.85
89.97,90.60,90.60,88.73
78.50,75.24,78.78,75.20
74.99,72.19,74.99,70.81
75.78,75.90,75.90,74.75
78.67,78.89,79.38,78.51
79.92,81.12,81.12,79.92
81.31,81.57,81.59,81.09
79.03,77.91,79.03,77.91
76.11,77.74,77.74,75.49
78.33,77.25,78.63,76.75
79.12,79.69,79.69,78.79
81.29,82.30,82.46,81.29
84.30,84.77,84.77,84.14
84.67,84.11,84.70,83.85
85.50,85.51,85.76,85.30
84.65,84.49,84.74,84.21
84.35,84.97,85.11,84.35
83.62,83.50,83.62,83.22
84.49,84.98,85.05,84.49
85.02,84.34,85.02,84.22
84.49,84.65,84.97,84.49
84.63,84.43,84.66,84.43
85.20,85.29,85.66,84.96
86.08,85.64,86.18,84.75
86.34,85.68,86.34,84.84
87.25,87.57,87.93,86.65
86.82,86.50,87.42,86.31
86.14,85.60,86.15,84.97
84.17,84.92,84.93,84.08
85.28,85.98,86.01,85.24
86.19,86.66,86.77,86.10
87.07,87.12,87.20,86.86
88.06,88.44,88.93,87.92
89.56,89.06,89.57,88.96
89.88,90.36,90.71,89.76
90.32,89.77,90.32,89.74
90.54,90.48,90.55,90.42
90.45,90.37,90.45,90.37
89.25,90.28,90.31,89.24
90.03,91.03,91.03,90.03
88.80,89.80,89.80,88.80
89.01,89.90,89.90,89.01
91.22,90.69,91.38,90.62
90.80,90.36,90.80,90.36
89.50,89.38,89.50,89.38
90.29,88.27,90.60,88.26
nan,88.27,nan,nan
89.19,89.27,89.27,89.19
88.14,88.14,88.16,88.10
nan,88.14,nan,nan
91.13,91.46,91.46,90.98
91.79,92.87,92.87,91.79
93.05,92.94,93.05,92.87
92.61,92.43,92.63,92.36
90.20,89.59,90.20,89.59
89.36,88.88,89.36,88.88
87.44,86.65,87.44,85.96
86.38,86.48,86.73,86.38
86.82,87.97,87.97,86.82
85.48,85.51,85.51,85.48
87.44,86.51,87.44,86.51
88.17,88.17,88.17,88.17
89.32,90.19,90.19,89.32
93.35,92.69,93.50,92.69
nan,92.69,nan,nan
89.04,89.21,89.21,89.04
89.31,89.74,89.74,89.31
90.10,91.22,91.22,90.10
91.12,89.37,91.12,89.37
90.69,90.67,90.69,90.67
89.54,89.78,89.78,89.54
90.95,89.84,90.95,89.84
90.50,90.63,90.67,90.50
89.39,89.39,89.39,89.39
88.78,88.78,88.78,88.78
89.10,89.12,89.12,89.10
87.63,87.63,87.63,87.63
86.17,86.27,86.38,86.15
84.22,85.73,85.73,84.22
86.14,85.96,86.14,85.96
85.21,85.30,85.30,85.21
87.41,87.29,87.41,87.29
nan,87.29,nan,nan
88.00,88.04,88.04,88.00
nan,88.04,nan,nan
87.40,87.40,87.40,87.40
nan,87.40,nan,nan
87.00,86.29,87.00,86.26
86.37,86.37,86.37,86.37
86.47,86.22,86.51,86.22
86.25,86.30,86.30,86.25
85.60,85.70,85.70,85.60
85.29,84.48,85.37,84.48
84.34,84.21,84.40,84.21
82.99,82.86,83.33,82.86
84.34,84.87,84.87,84.34
85.23,85.37,85.37,85.23
84.53,85.54,86.05,84.14
84.63,84.96,85.44,84.12
83.93,83.93,83.98,83.77
82.64,82.99,82.99,82.35
82.51,82.86,82.86,82.51
82.36,82.04,82.36,82.04
nan,82.04,nan,nan
81.28,81.38,81.43,81.24
82.74,82.74,82.74,82.74
82.67,83.20,83.20,82.67
nan,83.20,nan,nan
nan,83.20,nan,nan
82.59,82.34,82.70,82.31
82.40,83.33,83.52,82.32
83.49,83.14,83.49,82.89
82.56,82.37,82.56,82.37
83.01,83.05,83.05,83.01
84.11,84.57,84.60,84.11
85.38,85.61,85.61,85.38
86.61,87.86,87.86,86.61
87.57,88.14,88.18,87.57
nan,88.14,nan,nan
88.15,88.15,88.15,88.15
90.01,90.12,90.26,89.89
88.72,87.03,88.72,87.03
86.60,86.86,86.93,86.60
86.87,86.95,86.96,86.87
87.07,86.76,87.33,86.76
87.20,87.22,87.22,87.20
87.07,87.37,87.38,87.07
87.09,87.03,87.09,87.03
87.10,87.35,87.35,87.10
87.16,87.16,87.16,87.16
86.78,86.42,86.78,86.37
86.75,86.92,87.01,86.75
88.05,87.39,88.09,87.20
88.02,88.48,88.48,87.83
89.89,90.57,90.59,89.41
91.45,92.11,92.12,91.45
91.11,91.30,91.58,91.11
90.46,91.11,91.16,90.46
91.19,91.19,91.19,91.19
90.99,92.01,92.04,90.99
92.06,92.35,92.35,92.06
92.85,92.78,92.96,92.78
