SMTX,SMTC Corporation - Common Stock,NASDAQ
1.35,1.33,1.40,1.32
1.33,1.30,1.36,1.30
1.32,1.33,1.35,1.30
1.31,1.30,1.31,1.30
1.30,1.33,1.35,1.30
1.31,1.36,1.41,1.31
1.41,1.40,1.45,1.35
1.41,1.46,1.46,1.40
1.50,1.57,1.60,1.46
1.57,1.57,1.68,1.57
1.57,1.60,1.65,1.56
1.57,1.56,1.62,1.56
1.57,1.57,1.61,1.56
1.57,1.60,1.62,1.57
1.60,1.58,1.62,1.58
1.60,1.58,1.60,1.58
1.59,1.57,1.60,1.56
1.57,1.53,1.57,1.48
1.53,1.50,1.55,1.48
1.49,1.48,1.54,1.48
1.48,1.46,1.54,1.46
1.47,1.37,1.51,1.37
1.39,1.35,1.44,1.34
1.39,1.35,1.42,1.35
1.43,1.39,1.43,1.35
1.40,1.37,1.42,1.34
1.38,1.37,1.41,1.37
