OIS,Oil States International,NASDAQ
38.35,37.90,38.90,37.08
38.05,39.30,39.60,38.05
39.55,39.70,40.40,39.40
40.55,40.10,41.75,39.90
40.65,39.65,40.65,39.05
39.00,37.85,39.60,37.53
37.65,38.10,38.58,37.50
38.60,37.50,38.60,37.45
37.40,37.45,38.35,37.35
37.95,38.00,38.75,37.80
38.10,39.30,39.48,37.90
39.30,39.15,40.40,39.00
39.15,39.55,39.70,38.85
40.00,40.35,40.80,39.55
40.45,39.10,40.70,38.92
38.90,39.05,39.33,38.73
39.10,39.00,39.40,38.83
39.85,39.65,40.80,39.10
39.55,40.45,40.70,39.45
40.55,40.50,40.95,40.15
40.60,41.20,41.25,40.30
40.65,40.45,41.25,40.15
40.40,39.70,40.45,38.85
39.85,39.75,40.75,39.45
40.15,39.10,40.20,38.55
38.95,38.85,39.35,38.63
