BGI,Birks Group Inc. Common Stock,NASDAQ
1.41,1.51,1.60,1.20
1.50,1.40,1.50,1.40
1.41,1.73,1.92,1.41
1.80,1.91,2.01,1.70
1.93,1.87,2.02,1.75
1.88,1.62,1.90,1.61
1.62,1.59,1.62,1.43
1.43,1.51,1.61,1.43
1.58,1.70,1.70,1.50
1.79,1.79,1.80,1.73
1.80,1.78,1.80,1.71
1.75,1.79,1.80,1.71
1.74,1.72,1.77,1.72
1.70,1.70,1.77,1.64
1.65,1.75,1.75,1.50
1.62,1.75,1.75,1.62
1.62,1.70,1.75,1.62
1.70,1.68,1.70,1.64
1.73,1.79,1.79,1.71
1.79,1.75,1.80,1.75
1.99,1.94,2.00,1.93
1.94,1.99,2.00,1.91
1.89,2.13,2.16,1.89
2.25,2.28,2.50,2.21
2.20,2.14,2.20,2.10
2.17,1.94,2.20,1.94
1.94,2.01,2.06,1.94
2.45,2.29,2.45,2.14
2.35,2.17,2.35,2.09
2.22,2.08,2.22,2.04
1.95,2.00,2.04,1.84
2.00,2.05,2.08,1.84
2.04,1.87,2.04,1.75
2.00,1.89,2.00,1.85
1.93,1.81,1.95,1.81
1.89,1.70,1.89,1.67
1.79,1.78,1.87,1.70
1.74,1.69,1.75,1.66
1.75,1.69,1.75,1.66
1.67,1.66,1.68,1.61
1.53,1.58,1.63,1.42
1.66,1.66,1.80,1.65
1.66,1.73,1.79,1.55
1.56,1.74,1.89,1.56
1.70,1.67,1.70,1.62
1.54,1.66,1.69,1.54
1.66,1.66,1.66,1.66
nan,1.66,nan,nan
1.68,1.68,1.68,1.68
1.71,1.72,1.72,1.68
1.89,1.74,1.89,1.74
1.75,1.72,1.75,1.71
1.72,1.78,1.78,1.72
nan,1.78,nan,nan
1.77,1.76,1.79,1.76
1.79,1.80,1.81,1.79
1.79,1.79,1.79,1.76
1.78,1.78,1.78,1.76
1.78,1.80,1.80,1.78
1.78,1.78,1.78,1.78
N/A,N/A,N/A,N/A
1.70,1.73,1.78,1.70
1.76,1.73,1.81,1.73
1.81,2.07,2.07,1.81
1.97,2.04,2.10,1.97
2.07,1.90,2.07,1.84
1.88,1.90,1.90,1.88
1.90,1.90,1.90,1.90
1.92,1.87,1.92,1.87
1.87,1.70,1.87,1.70
1.87,1.73,1.87,1.73
1.79,1.78,1.81,1.75
nan,1.78,nan,nan
1.77,1.84,1.84,1.77
1.81,1.80,1.81,1.78
1.76,1.76,1.78,1.70
nan,1.76,nan,nan
1.75,1.75,1.75,1.75
1.75,1.71,1.75,1.71
nan,1.71,nan,nan
1.70,1.62,1.70,1.62
1.69,1.54,1.69,1.54
1.63,1.67,1.70,1.63
1.65,1.65,1.65,1.65
1.77,1.68,1.77,1.68
1.67,1.87,1.95,1.67
1.88,1.99,1.99,1.88
1.95,2.06,2.06,1.84
1.90,2.04,2.06,1.90
2.02,2.03,2.05,2.02
1.90,2.00,2.01,1.90
1.87,1.99,1.99,1.86
1.98,1.97,1.98,1.95
1.90,1.90,1.92,1.90
1.86,1.72,1.88,1.69
1.69,1.69,1.69,1.69
1.70,1.74,1.78,1.65
nan,1.74,nan,nan
nan,1.74,nan,nan
nan,1.74,nan,nan
1.74,1.78,1.78,1.74
1.80,1.80,1.80,1.80
1.75,1.64,1.75,1.64
1.64,1.65,1.75,1.64
1.70,1.60,1.70,1.60
1.63,1.55,1.63,1.55
1.60,1.61,1.61,1.60
1.57,1.54,1.57,1.54
1.53,1.51,1.53,1.51
1.48,1.47,1.48,1.45
1.41,1.20,1.41,1.20
1.25,1.30,1.30,1.25
1.29,1.34,1.43,1.28
1.34,1.28,1.34,1.28
1.32,1.27,1.32,1.26
1.25,1.21,1.28,1.15
1.20,1.28,1.30,1.20
1.28,1.28,1.31,1.28
1.35,1.34,1.35,1.27
1.38,1.36,1.38,1.25
1.26,1.31,1.37,1.25
1.35,1.36,1.36,1.35
1.38,1.36,1.38,1.36
1.39,1.52,1.53,1.39
1.56,1.67,1.67,1.56
1.67,1.67,1.67,1.67
1.75,1.75,1.75,1.75
nan,1.75,nan,nan
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.62,1.64,1.64,1.56
1.64,1.64,1.64,1.64
1.60,1.60,1.60,1.60
1.49,1.31,1.49,1.15
1.37,1.16,1.37,1.12
1.28,1.08,1.28,1.08
1.08,1.17,1.17,1.08
1.25,1.21,1.25,1.20
1.22,1.25,1.28,1.15
1.23,1.27,1.27,1.14
1.17,1.32,1.35,1.17
1.39,1.34,1.39,1.34
1.35,1.32,1.35,1.17
1.33,1.34,1.34,1.28
1.33,1.24,1.33,1.20
1.18,1.19,1.19,1.18
1.18,1.18,1.19,1.18
1.13,1.26,1.36,1.11
1.28,1.34,1.34,1.26
nan,1.34,nan,nan
1.34,1.22,1.34,1.19
1.32,1.25,1.34,1.22
1.25,1.25,1.25,1.25
1.24,1.24,1.24,1.24
nan,1.24,nan,nan
1.25,1.24,1.25,1.24
1.25,1.33,1.38,1.25
1.38,1.20,1.45,1.19
1.22,1.22,1.23,1.20
1.23,1.22,1.23,1.22
1.22,1.23,1.23,1.22
1.22,1.18,1.22,1.16
1.19,1.15,1.19,1.12
N/A,N/A,N/A,N/A
1.13,1.15,1.15,1.13
1.15,1.12,1.15,1.12
1.10,1.10,1.12,1.10
1.08,1.15,1.15,1.08
1.16,1.20,1.32,1.16
1.18,1.18,1.18,1.17
1.16,1.21,1.25,1.16
nan,1.21,nan,nan
1.21,1.25,1.25,1.21
1.25,1.25,1.29,1.25
nan,1.25,nan,nan
1.24,1.24,1.24,1.24
1.23,1.22,1.23,1.22
1.28,1.25,1.28,1.24
nan,1.25,nan,nan
1.21,1.21,1.21,1.21
nan,1.21,nan,nan
1.21,1.19,1.21,1.19
1.21,1.19,1.21,1.19
1.16,1.10,1.16,1.07
1.10,1.08,1.12,1.08
1.12,1.12,1.12,1.12
1.14,1.16,1.19,1.14
1.25,1.25,1.25,1.21
1.25,1.25,1.25,1.25
1.20,1.20,1.20,1.20
1.26,1.20,1.26,1.20
1.21,1.21,1.21,1.21
1.21,1.20,1.21,1.20
1.25,1.21,1.27,1.21
nan,1.21,nan,nan
nan,1.21,nan,nan
1.27,1.22,1.27,1.21
1.25,1.24,1.25,1.24
1.26,1.17,1.26,1.15
1.21,1.24,1.26,1.21
1.23,1.23,1.26,1.23
1.24,1.24,1.24,1.24
1.22,1.23,1.23,1.22
1.23,1.22,1.23,1.21
1.20,1.20,1.20,1.20
1.23,1.21,1.23,1.21
1.22,1.22,1.22,1.22
1.20,1.20,1.25,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.15
1.19,1.22,1.22,1.19
nan,1.22,nan,nan
1.19,1.20,1.20,1.19
1.19,1.19,1.19,1.19
1.17,1.17,1.17,1.17
1.20,1.20,1.20,1.20
nan,1.20,nan,nan
nan,1.20,nan,nan
1.17,1.19,1.19,1.17
1.10,1.18,1.20,1.10
nan,1.18,nan,nan
1.17,1.18,1.19,1.17
1.18,1.16,1.19,1.16
nan,1.16,nan,nan
nan,1.16,nan,nan
nan,1.16,nan,nan
1.16,1.18,1.18,1.15
1.17,1.20,1.22,1.17
1.22,1.22,1.22,1.22
nan,1.22,nan,nan
1.19,1.22,1.22,1.19
1.22,1.23,1.23,1.22
1.20,1.18,1.20,1.15
1.15,1.15,1.15,1.15
nan,1.15,nan,nan
1.15,1.20,1.20,1.15
nan,1.20,nan,nan
1.17,1.17,1.17,1.17
1.15,1.20,1.20,1.15
1.15,1.15,1.15,1.12
1.15,1.19,1.19,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.16,1.17,1.17,1.15
1.15,1.15,1.15,1.15
1.15,1.17,1.17,1.15
nan,1.17,nan,nan
nan,1.17,nan,nan
1.14,1.14,1.14,1.14
1.13,1.15,1.15,1.13
1.18,1.18,1.18,1.18
1.15,1.19,1.19,1.15
1.15,1.15,1.15,1.15
nan,1.15,nan,nan
nan,1.15,nan,nan
nan,1.15,nan,nan
1.17,1.21,1.25,1.11
1.23,1.25,1.25,1.23
1.23,1.25,1.25,1.23
1.21,1.25,1.25,1.21
1.21,1.41,1.58,1.11
1.39,1.49,1.58,1.26
1.51,1.37,1.51,1.36
1.43,1.44,1.44,1.31
1.31,1.33,1.39,1.31
1.31,1.31,1.31,1.28
1.29,1.36,1.38,1.29
1.40,1.47,1.65,1.38
1.49,1.46,1.54,1.35
1.45,1.26,1.45,1.17
1.21,1.37,1.47,1.18
1.48,1.39,1.48,1.37
1.39,1.38,1.39,1.38
1.40,1.25,1.43,1.19
1.18,1.24,1.39,1.18
1.28,1.24,1.31,1.23
1.24,1.24,1.24,1.24
1.24,1.22,1.30,1.22
1.28,1.19,1.30,1.19
1.21,1.19,1.25,1.19
1.19,1.20,1.20,1.19
1.20,1.21,1.22,1.20
1.19,1.21,1.21,1.15
nan,1.21,nan,nan
nan,1.21,nan,nan
1.17,1.15,1.17,1.15
1.13,1.13,1.14,1.13
1.13,1.15,1.20,1.13
1.15,1.14,1.15,1.14
1.18,1.18,1.18,1.18
1.14,1.14,1.14,1.14
1.14,1.08,1.14,1.08
1.09,1.05,1.12,1.02
1.08,1.09,1.14,1.05
1.05,1.08,1.10,1.05
1.12,1.09,1.12,1.09
1.05,1.04,1.06,1.02
1.08,1.08,1.08,1.08
1.05,1.00,1.05,1.00
1.03,1.05,1.07,1.03
1.06,1.06,1.06,1.06
1.03,1.01,1.08,0.99
1.00,1.00,1.01,1.00
1.01,1.03,1.03,1.00
0.99,0.99,0.99,0.99
nan,0.99,nan,nan
1.01,0.99,1.03,0.99
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.03,0.98,1.03,0.98
0.99,1.01,1.04,0.99
nan,1.01,nan,nan
nan,1.01,nan,nan
1.00,1.16,1.17,0.85
1.18,1.30,1.32,0.97
1.41,1.28,1.41,1.16
1.36,1.21,1.36,1.18
1.27,1.20,1.27,1.15
1.18,1.12,1.24,1.12
1.28,1.06,1.28,1.04
1.06,1.01,1.10,1.01
1.01,0.96,1.01,0.90
0.97,0.97,0.99,0.97
0.98,0.96,0.98,0.96
0.97,0.96,0.97,0.96
0.97,0.97,0.97,0.97
0.97,1.26,1.30,0.81
1.20,1.01,1.28,1.01
1.09,1.03,1.42,1.00
1.08,1.08,1.15,1.08
1.06,1.06,1.07,1.06
1.06,1.06,1.07,1.06
1.09,1.10,1.10,1.09
1.10,1.09,1.10,1.09
1.12,1.06,1.12,1.06
1.07,1.09,1.10,1.06
1.09,0.92,1.09,0.92
0.93,0.95,0.99,0.93
0.95,0.97,0.97,0.95
0.95,0.94,0.95,0.94
0.95,0.96,0.97,0.95
0.94,0.94,0.94,0.94
0.95,0.96,0.96,0.94
N/A,N/A,N/A,N/A
0.96,0.99,1.10,0.96
0.96,0.98,0.98,0.96
N/A,N/A,N/A,N/A
0.99,0.96,0.99,0.96
1.05,1.33,1.40,1.04
1.30,1.48,1.70,1.20
1.56,1.50,1.59,1.46
1.49,1.45,1.59,1.38
1.50,1.53,1.55,1.48
1.55,1.50,1.55,1.47
1.47,1.54,1.55,1.47
1.53,1.53,1.53,1.53
1.56,1.62,1.67,1.54
1.62,1.44,1.62,1.24
1.39,1.28,1.43,1.28
1.29,1.40,1.40,1.28
1.29,1.29,1.37,1.28
1.34,1.42,1.42,1.34
1.43,1.48,1.49,1.42
1.43,1.40,1.48,1.37
1.40,1.41,1.41,1.33
1.40,1.41,1.41,1.40
1.48,1.39,1.57,1.31
1.35,1.49,1.50,1.30
1.48,1.44,1.55,1.38
1.43,1.43,1.43,1.43
1.46,1.46,1.47,1.40
1.43,1.66,1.80,1.43
1.57,1.85,1.85,1.57
1.87,2.10,2.15,1.73
2.09,1.91,2.09,1.88
1.90,1.91,1.97,1.90
1.97,1.94,1.97,1.94
1.85,1.70,1.85,1.65
1.73,1.73,1.73,1.73
1.74,1.74,1.74,1.51
1.77,1.81,1.95,1.71
1.80,1.77,1.80,1.74
1.35,1.55,1.68,1.35
1.55,1.44,1.76,1.39
1.51,1.44,1.51,1.42
1.70,1.46,1.70,1.45
1.53,1.41,1.53,1.40
1.45,1.50,1.50,1.44
1.35,1.48,1.48,1.35
1.50,1.44,1.52,1.44
1.48,1.40,1.48,1.29
1.36,1.41,1.41,1.35
1.36,1.42,1.42,1.36
1.41,1.41,1.41,1.41
1.37,1.37,1.44,1.37
1.39,1.33,1.39,1.33
1.35,1.27,1.35,1.27
1.25,1.32,1.32,1.25
1.33,1.20,1.43,1.15
1.23,1.27,1.27,1.23
1.26,1.36,1.40,1.26
1.37,1.36,1.37,1.36
1.41,1.43,1.44,1.40
1.44,1.44,1.44,1.44
1.44,1.46,1.46,1.44
1.47,1.41,1.47,1.41
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.35,1.36,1.36,1.35
nan,1.36,nan,nan
1.35,1.35,1.38,1.35
1.32,1.32,1.34,1.31
1.31,1.28,1.31,1.28
1.25,1.27,1.27,1.25
1.27,1.27,1.28,1.27
nan,1.27,nan,nan
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.22,1.16,1.22,1.16
1.20,1.23,1.25,1.20
1.23,1.25,1.25,1.23
1.22,1.23,1.23,1.22
1.23,1.25,1.25,1.23
1.27,1.24,1.29,1.24
nan,1.24,nan,nan
1.24,1.30,1.30,1.24
nan,1.30,nan,nan
nan,1.30,nan,nan
1.30,1.38,1.38,1.30
1.35,1.35,1.41,1.16
1.35,1.44,1.52,1.35
1.42,1.41,1.47,1.41
1.41,1.42,1.45,1.41
1.41,1.40,1.47,1.40
1.40,1.37,1.46,1.37
1.37,1.23,1.40,1.23
1.17,1.16,1.18,1.16
1.20,1.12,1.20,1.12
1.11,1.12,1.21,1.10
1.12,1.12,1.12,1.12
1.10,1.10,1.10,1.10
1.10,1.20,1.29,1.00
1.23,1.20,1.34,1.15
1.21,1.16,1.21,1.16
nan,1.16,nan,nan
nan,1.16,nan,nan
1.20,1.20,1.20,1.20
1.22,1.26,1.26,1.22
1.28,1.29,1.29,1.28
1.29,1.29,1.29,1.27
1.29,1.32,1.32,1.29
1.32,1.32,1.32,1.32
1.32,1.31,1.32,1.31
1.29,1.27,1.29,1.27
1.20,1.20,1.20,1.20
1.23,1.25,1.25,1.23
1.23,1.23,1.24,1.23
1.20,1.20,1.20,1.20
1.20,1.24,1.27,1.20
1.18,1.19,1.20,1.18
1.20,1.25,1.26,1.20
nan,1.25,nan,nan
1.27,1.27,1.27,1.27
nan,1.27,nan,nan
nan,1.27,nan,nan
nan,1.27,nan,nan
1.25,1.25,1.25,1.25
nan,1.25,nan,nan
1.26,1.25,1.26,1.25
1.24,1.24,1.24,1.24
nan,1.24,nan,nan
1.25,1.25,1.25,1.25
1.28,1.30,1.30,1.28
1.30,1.29,1.30,1.29
nan,1.29,nan,nan
1.33,1.31,1.33,1.30
1.29,1.29,1.29,1.29
1.29,1.29,1.30,1.29
1.30,1.31,1.31,1.30
1.31,1.31,1.31,1.31
nan,1.31,nan,nan
nan,1.31,nan,nan
1.31,1.31,1.31,1.31
1.34,1.34,1.34,1.34
N/A,N/A,N/A,N/A
1.31,1.31,1.31,1.31
1.30,1.30,1.30,1.30
nan,1.30,nan,nan
1.26,1.26,1.26,1.26
1.22,1.24,1.24,1.21
nan,1.24,nan,nan
1.21,1.21,1.21,1.21
nan,1.21,nan,nan
nan,1.21,nan,nan
1.21,1.21,1.21,1.21
nan,1.21,nan,nan
nan,1.21,nan,nan
nan,1.21,nan,nan
nan,1.21,nan,nan
1.17,1.17,1.17,1.17
1.17,1.10,1.17,1.10
nan,1.10,nan,nan
nan,1.10,nan,nan
nan,1.10,nan,nan
1.04,1.04,1.04,1.04
1.15,1.13,1.15,1.09
nan,1.13,nan,nan
1.20,1.14,1.20,1.10
nan,1.14,nan,nan
1.13,1.18,1.20,1.13
1.15,1.15,1.15,1.15
nan,1.15,nan,nan
1.15,1.14,1.15,1.14
1.14,1.14,1.14,1.14
1.11,1.06,1.12,1.06
1.15,1.06,1.15,1.06
1.06,0.99,1.07,0.99
1.01,1.00,1.01,1.00
1.00,0.95,1.00,0.83
0.80,0.90,0.92,0.80
nan,0.90,nan,nan
0.86,0.86,0.86,0.86
0.90,0.91,0.91,0.90
0.90,0.90,0.90,0.90
0.91,0.91,0.91,0.91
0.94,0.94,0.94,0.94
0.97,1.00,1.00,0.97
0.97,0.97,0.97,0.97
1.05,1.05,1.05,1.05
nan,1.05,nan,nan
1.03,1.00,1.03,1.00
nan,1.00,nan,nan
1.06,1.01,1.06,1.01
nan,1.01,nan,nan
1.00,1.00,1.00,1.00
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.98,0.88,0.98,0.87
nan,0.88,nan,nan
0.90,0.90,0.90,0.90
0.90,0.91,0.91,0.90
0.91,0.91,0.91,0.91
0.94,0.94,0.94,0.94
0.94,0.92,0.94,0.92
nan,0.92,nan,nan
nan,0.92,nan,nan
nan,0.92,nan,nan
0.91,0.92,0.92,0.91
0.92,0.93,0.93,0.92
nan,0.93,nan,nan
0.92,0.84,0.92,0.78
0.84,0.80,0.84,0.80
0.78,0.78,0.78,0.78
0.78,0.71,0.78,0.67
0.73,0.78,0.78,0.73
0.78,0.75,0.78,0.75
nan,0.75,nan,nan
nan,0.75,nan,nan
0.75,0.80,0.80,0.75
0.79,0.78,0.79,0.78
0.79,0.83,0.83,0.79
nan,0.83,nan,nan
0.83,0.83,0.83,0.83
nan,0.83,nan,nan
nan,0.83,nan,nan
nan,0.83,nan,nan
nan,0.83,nan,nan
nan,0.83,nan,nan
nan,0.83,nan,nan
nan,0.83,nan,nan
nan,0.83,nan,nan
nan,0.83,nan,nan
nan,0.83,nan,nan
nan,0.83,nan,nan
nan,0.83,nan,nan
nan,0.83,nan,nan
nan,0.83,nan,nan
0.80,0.80,0.80,0.80
nan,0.80,nan,nan
0.77,0.77,0.77,0.77
0.76,0.77,0.78,0.76
0.78,0.81,0.81,0.78
N/A,N/A,N/A,N/A
0.81,0.80,0.83,0.80
0.79,0.75,0.79,0.75
N/A,N/A,N/A,N/A
0.79,0.79,0.79,0.79
0.78,0.78,0.78,0.78
0.75,0.75,0.75,0.75
0.76,0.75,0.77,0.75
nan,0.75,nan,nan
0.75,0.75,0.75,0.75
0.76,0.75,0.76,0.75
N/A,N/A,N/A,N/A
0.75,0.75,0.75,0.75
0.74,0.74,0.74,0.74
0.71,0.70,0.71,0.70
0.67,0.66,0.67,0.66
0.68,0.63,0.68,0.63
0.65,0.60,0.65,0.60
0.59,0.60,0.63,0.58
0.58,0.63,0.65,0.57
0.64,0.69,0.69,0.64
0.70,0.80,0.89,0.68
0.80,0.81,0.85,0.80
0.81,0.75,0.87,0.75
0.79,0.69,0.79,0.67
0.73,0.62,0.75,0.62
0.64,0.68,0.71,0.64
0.73,0.59,0.73,0.59
0.60,0.60,0.60,0.60
0.62,0.60,0.74,0.58
0.60,0.60,0.60,0.58
0.60,0.53,0.68,0.53
0.56,0.44,0.60,0.44
0.47,0.45,0.47,0.45
0.46,0.44,0.48,0.44
0.47,0.50,0.54,0.47
0.50,0.46,0.50,0.46
0.44,0.44,0.44,0.44
0.40,0.40,0.42,0.36
0.40,0.48,0.49,0.39
0.50,0.47,0.52,0.46
nan,0.47,nan,nan
0.45,0.44,0.45,0.44
0.40,0.46,0.46,0.39
0.42,0.42,0.42,0.36
0.38,0.37,0.38,0.30
0.35,0.35,0.35,0.32
0.34,0.34,0.35,0.32
0.31,0.35,0.35,0.31
0.34,0.34,0.37,0.31
0.36,0.34,0.36,0.32
0.32,0.31,0.34,0.31
0.33,0.38,0.40,0.33
0.39,0.39,0.40,0.39
N/A,N/A,N/A,N/A
0.37,0.37,0.37,0.37
0.34,0.34,0.34,0.34
0.32,0.30,0.32,0.30
N/A,N/A,N/A,N/A
nan,0.30,nan,nan
nan,0.30,nan,nan
N/A,N/A,N/A,N/A
0.32,0.33,0.33,0.32
0.31,0.31,0.31,0.31
0.34,0.34,0.34,0.34
nan,0.34,nan,nan
0.33,0.33,0.33,0.33
nan,0.33,nan,nan
0.32,0.27,0.32,0.22
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.27,0.26,0.27,0.26
0.26,0.26,0.26,0.26
N/A,N/A,N/A,N/A
0.24,0.24,0.24,0.22
0.23,0.23,0.23,0.23
nan,0.23,nan,nan
0.22,0.23,0.23,0.22
0.24,0.24,0.26,0.22
0.25,0.30,0.30,0.25
0.28,0.28,0.30,0.28
0.27,0.25,0.27,0.25
nan,0.25,nan,nan
nan,0.25,nan,nan
0.25,0.23,0.25,0.23
0.22,0.21,0.22,0.21
0.20,0.23,0.23,0.19
0.22,0.22,0.23,0.22
0.23,0.25,0.27,0.23
0.26,0.34,0.39,0.26
0.34,0.34,0.34,0.34
0.36,0.37,0.37,0.36
0.37,0.34,0.37,0.33
0.35,0.35,0.41,0.33
0.37,0.37,0.37,0.37
0.38,0.37,0.38,0.37
0.35,0.37,0.37,0.35
0.37,0.39,0.39,0.37
0.39,0.43,0.44,0.39
0.45,0.45,0.46,0.44
0.46,0.46,0.48,0.46
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.46
0.46,0.42,0.46,0.35
0.40,0.40,0.40,0.40
0.40,0.40,0.40,0.40
0.44,0.45,0.45,0.44
N/A,N/A,N/A,N/A
0.45,0.45,0.45,0.45
nan,0.45,nan,nan
nan,0.45,nan,nan
0.45,0.44,0.45,0.44
0.45,0.47,0.47,0.45
nan,0.47,nan,nan
0.46,0.46,0.46,0.46
N/A,N/A,N/A,N/A
0.47,0.47,0.48,0.47
nan,0.47,nan,nan
0.44,0.48,0.48,0.42
0.48,0.48,0.48,0.48
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.48,0.48,0.48,0.46
nan,0.48,nan,nan
0.46,0.48,0.48,0.46
N/A,N/A,N/A,N/A
0.48,0.48,0.48,0.46
0.48,0.48,0.49,0.48
0.49,0.50,0.50,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
nan,0.49,nan,nan
0.49,0.50,0.50,0.49
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
N/A,N/A,N/A,N/A
0.52,0.52,0.52,0.51
0.53,0.53,0.53,0.53
N/A,N/A,N/A,N/A
0.50,0.50,0.50,0.50
nan,0.50,nan,nan
0.50,0.50,0.50,0.50
nan,0.50,nan,nan
N/A,N/A,N/A,N/A
0.47,0.44,0.47,0.44
nan,0.44,nan,nan
nan,0.44,nan,nan
0.47,0.47,0.47,0.47
nan,0.47,nan,nan
0.44,0.45,0.45,0.44
0.46,0.47,0.47,0.46
0.47,0.47,0.47,0.47
0.46,0.46,0.46,0.46
0.46,0.45,0.46,0.45
0.46,0.46,0.46,0.46
0.45,0.46,0.46,0.45
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.41,0.46,0.46,0.41
0.46,0.46,0.46,0.46
nan,0.46,nan,nan
nan,0.46,nan,nan
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.49,0.50,0.45
N/A,N/A,N/A,N/A
0.46,0.45,0.46,0.45
0.43,0.43,0.43,0.43
0.49,0.53,0.53,0.49
0.50,0.54,0.54,0.50
0.60,2.85,5.15,0.60
2.72,2.90,4.25,2.55
3.04,3.25,3.55,2.92
3.20,3.04,3.46,2.96
2.98,2.56,3.29,2.34
2.33,2.05,2.48,1.89
2.28,2.34,2.99,2.16
2.48,2.53,2.95,2.40
2.68,2.41,2.70,2.33
2.42,2.35,2.46,2.06
2.35,2.51,2.65,2.13
2.66,2.46,2.90,2.43
2.43,2.36,2.60,2.30
2.41,2.75,2.84,2.31
2.67,2.43,2.73,2.32
2.61,2.42,2.62,2.32
2.40,2.36,2.48,2.32
2.34,2.15,2.42,2.11
2.10,2.20,2.88,2.10
2.24,2.41,2.60,2.23
2.52,2.36,2.52,2.25
2.29,2.29,2.35,2.20
2.19,2.24,2.30,2.15
2.20,2.20,2.27,2.18
2.20,2.30,2.45,2.20
2.30,2.37,2.65,2.25
2.37,2.28,2.37,2.22
2.28,2.28,2.36,2.25
2.36,2.23,2.36,2.17
2.26,2.24,2.31,2.20
2.30,2.22,2.34,2.18
2.29,2.22,2.29,2.19
2.25,2.28,2.30,2.22
2.18,2.21,2.28,2.17
2.28,2.11,2.28,2.02
2.19,2.15,2.19,2.09
2.14,2.05,2.15,2.03
2.02,1.90,2.02,1.88
1.90,1.76,1.92,1.69
1.77,1.76,1.79,1.63
1.79,1.76,1.82,1.76
1.75,1.71,1.80,1.69
1.70,1.83,1.84,1.69
1.88,1.78,1.90,1.74
1.88,1.77,1.88,1.73
1.84,1.87,1.88,1.79
1.80,1.93,2.18,1.80
1.95,1.79,1.95,1.79
1.61,1.74,1.80,1.61
1.80,1.75,1.82,1.71
1.80,1.88,1.97,1.71
1.86,2.00,2.05,1.81
2.05,1.84,2.05,1.77
1.98,1.88,2.01,1.85
1.95,1.85,1.95,1.84
1.92,1.90,1.92,1.84
1.88,1.90,1.99,1.84
1.98,1.90,1.98,1.86
1.86,1.88,1.91,1.86
1.87,1.85,1.88,1.77
1.80,1.83,1.94,1.77
1.90,1.86,1.97,1.83
1.93,1.86,1.95,1.85
1.86,1.84,1.90,1.78
1.89,1.86,1.89,1.79
1.88,1.84,1.88,1.80
1.79,1.76,1.83,1.76
1.75,1.70,1.80,1.38
1.70,1.57,1.72,1.52
1.56,1.64,1.66,1.56
1.62,1.64,1.65,1.57
1.65,1.59,1.66,1.57
1.59,1.60,1.62,1.59
1.53,1.45,1.54,1.43
1.52,1.50,1.53,1.46
1.44,1.31,1.48,1.20
1.32,1.35,1.40,1.31
1.28,1.17,1.36,1.10
1.16,1.43,1.58,1.16
1.59,1.67,2.20,1.59
1.60,1.49,1.60,1.40
1.37,1.32,1.43,1.30
1.38,1.48,1.70,1.38
1.49,1.37,1.49,1.35
1.35,1.35,1.43,1.32
1.33,1.23,1.37,1.23
1.25,1.24,1.25,1.23
1.19,1.23,1.25,1.17
1.26,1.21,1.34,1.20
1.27,1.31,1.34,1.23
1.30,1.39,1.44,1.22
1.50,1.29,1.50,1.26
1.33,1.31,1.36,1.31
1.33,1.43,1.48,1.31
1.61,1.43,1.76,1.33
1.25,1.31,1.46,1.25
1.32,1.22,1.32,1.22
1.22,1.16,1.27,1.15
1.20,1.13,1.20,1.00
1.14,1.18,1.37,1.08
1.09,1.11,1.16,1.04
1.16,1.13,1.19,1.13
1.26,1.14,1.26,1.10
1.16,1.15,1.29,1.11
1.15,1.14,1.22,1.12
1.12,1.13,1.17,1.12
1.12,1.11,1.14,1.11
1.15,1.09,1.16,1.05
1.09,1.07,1.14,1.05
1.08,1.06,1.11,1.03
1.15,1.06,1.15,1.06
1.14,1.06,1.19,1.03
1.11,1.06,1.11,1.06
1.04,1.08,1.09,1.04
1.11,1.06,1.11,1.06
1.07,1.07,1.07,1.06
1.08,1.06,1.15,1.06
1.12,1.08,1.12,1.06
1.06,1.07,1.09,1.06
1.09,1.06,1.09,1.06
1.08,1.10,1.14,1.06
1.13,1.01,1.18,1.01
1.06,1.06,1.08,1.02
1.08,1.09,1.15,1.05
1.08,1.07,1.12,1.02
1.04,1.07,1.30,1.03
1.06,1.07,1.15,1.05
1.15,1.13,1.19,1.08
1.18,1.13,1.19,1.10
1.15,1.12,1.20,1.10
1.16,1.09,1.16,1.09
1.10,1.11,1.20,1.06
1.11,1.18,1.27,1.11
1.20,1.27,1.69,1.12
1.26,1.20,1.32,1.16
