KLDX,Klondex Mines Ltd. Common Stock,NASDAQ
5.06,5.04,5.13,5.01
5.11,4.95,5.14,4.91
4.99,4.95,4.99,4.84
4.95,4.86,5.02,4.86
4.97,4.76,4.98,4.73
4.73,4.68,4.81,4.61
4.73,4.49,4.80,4.45
4.27,4.19,4.33,4.08
4.19,4.00,4.29,4.00
4.09,4.11,4.16,4.02
3.97,4.12,4.14,3.91
4.12,4.10,4.18,4.07
4.08,4.11,4.22,4.07
4.11,4.09,4.20,4.09
4.12,4.17,4.25,4.10
4.18,4.42,4.47,4.11
4.49,4.70,4.75,4.40
4.77,4.67,4.85,4.57
4.66,4.74,4.76,4.59
4.81,4.68,4.81,4.57
4.77,4.88,4.93,4.73
4.86,4.78,4.96,4.65
4.90,4.89,5.01,4.76
4.98,4.98,5.06,4.95
4.94,5.07,5.08,4.85
5.12,4.95,5.15,4.91
4.88,5.15,5.18,4.88
