JJT,iPath Bloomberg Tin Subindex Total Return SM ETN,NASDAQ
50.00,50.00,50.00,50.00
49.92,49.92,49.99,49.92
49.92,49.92,49.92,49.92
49.92,49.92,49.92,49.92
49.92,49.92,49.92,49.92
44.95,45.99,45.99,44.95
45.60,47.40,47.50,45.60
47.40,47.40,47.40,47.40
47.40,47.40,47.40,47.40
47.62,47.62,47.62,47.62
47.60,45.85,47.86,44.88
42.75,46.87,47.25,42.75
48.16,46.43,48.16,45.31
47.25,47.25,47.26,47.25
47.25,47.25,47.25,47.25
47.25,47.25,47.25,47.25
47.25,47.25,47.25,47.25
47.25,47.25,47.25,47.25
47.25,47.25,47.25,47.25
47.51,47.48,47.51,47.42
47.78,47.78,47.78,47.78
47.19,47.19,47.19,47.19
47.19,47.19,47.19,47.19
47.19,47.19,47.19,47.19
47.31,47.31,47.31,47.31
47.04,46.90,47.08,46.88
46.90,46.90,46.90,46.90
47.62,47.62,47.62,47.62
47.62,47.62,47.62,47.62
