ACLS,Axcelis Technologies,NASDAQ
13.10,13.45,13.50,13.10
13.40,13.75,13.90,13.10
13.90,13.80,13.90,13.60
13.75,13.65,13.80,13.45
13.60,13.85,13.85,13.55
13.75,13.60,13.78,13.48
13.60,13.85,13.95,13.60
13.85,13.70,14.20,13.60
13.65,14.05,14.20,13.65
14.10,14.10,14.40,13.95
13.95,14.00,14.15,13.95
14.00,14.00,14.40,13.70
13.95,14.15,14.15,13.80
14.05,14.30,14.68,14.05
14.40,14.10,14.40,14.05
14.10,14.45,14.48,14.05
14.35,14.55,14.60,14.00
14.65,14.15,14.65,14.00
14.30,14.50,14.60,14.20
14.55,14.35,14.62,14.20
14.45,14.50,14.60,14.25
14.45,14.70,14.95,14.45
14.75,14.90,15.00,14.55
14.95,16.50,16.55,14.95
16.30,16.05,16.40,15.20
15.55,15.90,16.15,15.30
