ROK,Rockwell Automation,NASDAQ
84.22,83.85,84.80,83.19
82.79,81.81,82.90,80.60
82.67,83.27,83.64,82.30
84.12,83.48,84.45,83.44
84.31,84.21,84.64,83.96
83.84,83.14,84.38,83.13
84.11,84.99,85.19,83.59
84.81,84.81,85.31,84.19
84.54,84.79,85.23,84.00
85.68,86.74,86.79,85.33
87.47,87.48,87.92,86.94
88.01,88.16,88.62,87.93
87.93,87.50,88.21,86.80
88.34,89.96,90.09,88.34
90.00,90.91,91.03,89.57
90.83,91.35,91.44,90.67
91.50,91.01,91.98,90.71
91.50,92.22,92.37,91.19
92.24,93.29,93.38,92.00
93.21,92.82,93.38,91.95
92.20,92.70,92.79,89.26
92.99,93.04,93.07,92.10
93.30,92.02,93.30,91.60
91.54,91.39,91.71,90.63
91.00,90.81,91.45,90.24
90.40,90.55,91.72,90.15
93.24,95.63,96.34,92.50
94.85,96.85,97.43,94.85
97.68,99.18,99.68,97.60
99.00,100.10,100.13,96.69
100.00,100.10,100.19,98.88
99.98,99.39,100.18,99.20
99.32,98.70,99.61,98.13
99.05,99.52,100.22,98.91
99.40,98.72,99.93,98.42
98.36,98.88,99.46,98.00
99.07,99.14,99.53,98.53
99.23,98.80,99.23,98.36
100.13,96.70,100.13,93.47
96.33,97.04,97.83,96.20
96.74,96.86,97.35,96.46
96.91,97.31,97.66,96.31
97.01,97.22,98.09,96.63
97.61,99.80,99.95,97.60
99.83,98.80,99.89,98.23
99.18,99.03,100.15,98.70
97.81,97.06,97.84,96.97
97.10,97.04,97.61,96.77
96.92,97.77,98.39,96.92
97.94,97.23,97.94,96.86
98.55,98.00,99.53,97.07
97.85,99.08,99.49,96.98
98.79,99.77,100.00,98.47
100.18,100.04,101.22,98.51
100.42,102.25,102.59,99.98
103.00,104.02,105.22,102.69
103.39,103.74,103.81,102.18
103.90,104.50,109.22,103.14
104.56,105.04,105.24,104.08
106.93,106.97,107.63,106.09
106.40,106.35,107.37,105.38
106.09,108.47,108.62,105.87
109.10,109.13,109.72,108.40
108.72,107.40,109.42,107.21
107.20,106.93,107.77,106.46
107.10,107.20,108.29,106.61
106.81,107.35,108.42,106.73
107.91,108.15,108.39,107.28
107.65,107.18,107.93,106.77
105.62,106.94,107.69,105.62
107.24,107.96,108.77,106.73
107.11,106.96,107.70,102.98
106.91,106.24,107.35,104.88
106.57,107.13,107.60,106.06
106.01,106.68,107.58,105.91
107.10,105.76,107.88,105.68
105.76,104.39,106.45,103.95
105.73,108.36,108.77,105.34
108.02,108.59,108.68,107.57
108.11,108.77,108.96,107.84
108.55,106.35,108.55,106.07
106.31,106.37,106.90,105.82
105.59,108.08,108.20,105.59
110.19,110.42,110.69,108.76
110.40,110.13,110.88,109.46
110.81,110.26,111.87,109.95
109.73,110.43,110.43,109.01
110.45,111.75,112.08,110.34
111.36,110.60,111.88,109.90
110.30,109.69,110.88,109.34
110.23,110.91,111.03,109.89
111.13,110.06,111.66,109.97
110.09,110.41,112.26,109.64
110.63,109.43,111.22,108.84
110.01,109.77,110.81,109.54
109.08,108.79,109.57,108.12
109.06,109.03,110.13,108.69
111.11,111.56,113.95,110.01
111.32,111.72,111.89,110.87
111.82,112.69,113.18,111.42
112.48,112.95,113.40,111.91
112.47,113.75,114.07,112.02
113.27,112.60,113.87,112.53
112.91,111.98,113.75,111.93
112.61,111.45,112.75,111.00
111.61,111.12,112.13,110.82
111.18,110.96,111.76,110.30
111.07,111.44,111.99,111.03
111.67,114.07,114.17,111.08
114.21,113.29,114.35,113.03
113.02,113.90,114.32,113.02
114.49,114.36,114.49,113.48
114.74,113.58,114.76,113.40
113.14,111.85,113.56,111.67
112.56,111.16,112.56,110.28
110.50,108.89,111.21,108.35
108.98,109.21,110.20,108.50
110.50,111.70,111.88,110.01
111.44,111.96,112.37,111.11
111.62,111.88,112.95,111.38
112.36,109.67,112.36,109.44
109.61,110.53,110.95,108.78
110.57,110.52,111.45,110.04
110.81,110.96,111.90,110.73
111.03,110.53,111.46,110.26
110.32,113.11,113.32,109.63
112.59,114.03,114.13,112.31
113.89,116.51,117.11,113.89
117.26,116.35,117.67,116.21
116.50,117.10,117.38,116.19
117.49,117.81,118.00,117.03
118.73,117.98,119.03,117.56
117.76,117.70,118.49,117.40
117.97,118.16,118.81,117.79
117.62,116.38,117.99,116.01
116.61,117.83,118.01,116.45
118.20,116.52,118.74,116.12
117.57,117.04,117.57,115.78
117.28,116.47,117.28,115.71
116.75,116.43,117.33,115.03
116.82,116.96,117.30,115.96
116.46,115.07,117.32,114.77
115.43,118.24,118.83,115.03
118.32,118.86,119.03,118.20
117.68,119.66,119.71,117.64
119.66,119.23,119.66,118.66
120.18,119.83,121.01,118.30
119.37,119.06,119.76,118.06
118.22,117.01,118.50,116.49
116.61,112.99,116.72,112.87
114.21,112.96,114.72,111.79
113.70,115.01,115.31,113.32
117.03,115.09,118.03,114.18
115.50,115.10,116.32,114.61
113.10,114.84,115.43,113.10
114.90,111.97,115.66,111.77
111.94,111.18,112.06,110.18
110.82,109.91,111.05,108.83
110.28,110.64,111.31,110.09
111.38,112.35,112.59,110.64
112.58,112.04,112.68,111.60
112.44,113.48,114.01,112.33
113.50,115.56,115.80,113.43
114.32,116.45,116.47,113.71
116.37,117.00,117.12,115.54
116.89,118.50,118.72,116.89
117.99,118.00,119.07,117.65
117.96,118.99,119.30,117.50
119.04,119.32,120.40,118.50
119.35,120.56,120.97,119.06
120.38,120.85,121.48,119.66
121.03,121.73,122.58,120.63
121.50,122.18,122.40,121.18
122.18,122.84,124.11,121.90
119.90,121.59,122.12,119.90
123.31,124.00,124.18,123.11
123.81,123.49,123.86,123.22
124.11,123.46,124.36,122.70
124.18,124.72,124.78,123.76
125.20,123.74,125.20,123.25
125.60,122.07,125.60,121.39
121.22,121.80,121.82,120.60
122.29,120.25,122.68,119.19
120.14,120.00,121.16,119.57
120.94,122.25,122.67,120.94
122.52,123.28,123.47,122.33
123.18,122.23,123.80,121.43
122.03,122.80,123.50,121.82
124.22,123.04,124.74,122.96
123.70,122.13,124.36,121.78
123.27,123.67,124.77,122.25
124.46,122.17,124.60,122.16
122.02,121.78,122.57,121.07
122.12,124.25,124.67,121.51
125.42,124.55,125.66,124.47
124.79,124.84,125.37,124.12
125.19,126.10,126.69,124.82
126.22,126.88,127.12,125.77
127.73,124.51,128.13,124.27
124.17,121.99,124.43,121.57
121.99,122.97,123.31,121.31
123.39,123.94,124.06,122.50
123.88,121.57,124.20,121.36
121.12,120.80,122.19,120.14
122.09,121.45,122.39,120.35
121.54,122.43,122.71,119.85
123.59,125.70,125.73,122.97
125.95,127.02,127.40,125.34
127.00,127.75,128.03,125.11
127.85,127.67,128.46,127.61
127.79,127.16,128.11,126.85
128.19,127.64,128.26,126.60
127.47,125.10,127.47,124.61
125.51,124.53,125.82,122.41
122.11,115.63,123.00,115.21
115.83,119.18,120.50,115.66
118.71,120.22,120.91,118.40
119.92,119.57,120.73,119.25
118.97,119.84,120.20,118.57
119.26,118.82,119.84,118.69
119.18,119.58,120.30,118.10
119.23,118.35,120.36,118.02
118.39,117.89,118.73,116.33
118.59,121.42,121.66,118.59
121.78,120.69,122.00,120.58
120.58,119.63,121.42,119.39
119.72,119.77,120.02,117.30
119.93,120.19,120.36,118.47
119.47,121.42,121.63,119.43
121.22,118.91,121.68,118.04
119.27,119.60,120.35,118.33
119.42,119.88,121.20,119.42
119.53,121.26,121.44,119.53
122.21,122.29,122.90,121.44
122.69,121.14,122.98,121.07
121.20,120.37,121.29,120.04
120.70,121.08,121.33,120.23
121.05,122.66,123.00,120.94
122.57,122.48,123.60,122.27
122.54,122.35,123.00,122.14
123.23,125.30,125.39,123.10
125.50,126.34,126.53,125.42
126.00,127.83,128.57,125.92
127.83,126.64,128.00,126.18
126.24,126.17,126.30,125.57
126.08,125.30,126.46,124.88
125.18,125.62,125.91,124.35
126.07,125.66,126.47,125.01
125.30,126.93,127.20,125.10
127.14,125.69,127.27,124.95
126.27,125.34,126.27,125.07
124.83,127.24,127.26,124.55
127.88,126.48,127.88,126.10
125.83,124.28,126.74,124.27
124.30,124.74,125.62,124.30
124.88,124.71,125.23,123.89
124.10,125.84,126.03,124.10
125.45,125.16,125.84,124.72
125.67,125.69,126.84,125.15
125.83,125.25,126.06,124.62
126.01,126.19,126.82,125.11
125.86,125.25,125.89,124.53
124.86,124.08,125.28,124.02
124.37,124.57,124.98,124.09
123.00,122.93,123.46,122.60
122.52,123.19,123.83,122.21
123.71,123.56,124.39,123.46
123.65,123.24,124.00,122.65
123.52,123.24,123.70,122.85
122.59,120.67,122.84,120.65
121.05,122.50,122.78,121.02
122.22,122.48,122.84,121.58
123.03,122.96,123.69,122.92
122.85,122.64,123.37,122.37
122.81,122.66,123.70,122.43
122.66,123.06,123.72,122.13
122.52,122.37,122.70,121.25
121.97,119.97,122.95,119.91
113.38,113.33,114.27,111.24
112.13,111.66,113.14,111.54
112.09,111.56,112.09,109.80
112.28,112.88,113.12,111.37
112.10,112.31,113.66,111.70
111.79,111.77,113.22,111.04
111.97,111.55,112.68,111.19
111.94,113.15,113.32,111.62
113.61,113.73,114.54,113.53
113.62,113.26,114.32,112.99
113.75,114.20,114.42,113.64
114.54,114.81,115.28,114.14
115.47,114.29,115.47,113.30
114.78,115.67,115.85,114.78
115.74,116.28,116.49,115.74
116.29,117.46,117.68,116.03
117.74,117.39,117.74,116.76
116.91,116.45,117.29,116.27
117.16,117.35,117.81,116.38
117.37,116.36,117.76,116.32
116.24,116.37,116.52,115.72
115.93,116.37,116.86,115.50
116.45,116.61,117.04,115.98
116.51,117.18,117.51,116.28
117.05,116.49,118.21,116.31
116.48,116.98,118.77,116.01
116.65,117.19,117.37,115.75
117.03,116.57,117.67,116.41
116.31,115.93,116.81,115.50
116.08,115.82,116.67,115.33
115.46,116.16,116.38,115.05
116.03,115.40,116.21,114.76
115.43,115.49,115.98,115.06
115.32,116.29,116.37,114.43
116.81,116.14,117.58,115.59
116.60,117.72,117.90,116.50
118.42,117.13,118.75,116.56
116.87,115.00,117.00,114.68
114.23,114.27,115.21,114.11
114.00,113.30,114.14,112.78
113.15,111.49,113.15,111.28
111.44,112.84,113.20,111.23
111.60,111.48,111.91,111.03
111.50,109.88,111.85,109.84
109.39,109.39,110.10,108.38
109.44,109.44,109.67,107.70
110.24,110.30,110.59,109.49
110.66,108.82,111.08,108.77
108.10,105.88,108.30,105.88
105.96,108.06,108.06,104.34
108.02,102.95,108.14,102.68
102.80,100.52,103.12,99.93
100.98,98.60,101.41,98.55
99.04,100.97,103.12,99.04
100.03,100.78,101.51,98.72
98.84,103.12,103.53,98.61
104.68,105.17,106.70,104.63
104.67,105.12,105.23,104.16
105.94,108.96,108.99,105.73
108.82,105.13,108.82,105.09
106.50,107.67,108.79,106.50
107.70,109.31,109.31,106.61
108.63,107.94,108.63,106.78
108.97,110.88,111.25,108.52
110.61,109.22,110.98,108.53
108.83,110.25,110.31,107.97
112.14,112.35,112.54,111.37
112.35,110.84,112.78,110.67
110.73,109.25,110.79,108.96
110.26,110.23,111.09,109.37
110.37,111.77,112.26,110.30
112.04,112.29,112.34,111.12
112.32,112.75,113.05,112.25
112.63,112.86,112.93,112.00
114.25,112.44,117.37,112.27
110.85,108.16,111.85,107.25
108.20,110.12,110.26,107.70
109.50,110.18,110.89,109.30
110.36,110.89,111.44,110.20
110.43,110.19,110.89,109.78
109.34,110.36,110.84,109.16
111.74,113.64,115.13,111.74
114.37,114.26,114.68,113.81
114.75,114.81,115.42,114.04
115.18,114.65,115.20,113.90
113.75,115.41,116.11,112.13
113.23,111.62,113.69,111.17
112.25,115.69,116.88,111.90
116.21,117.93,118.32,116.21
117.67,116.30,118.03,115.90
114.54,114.29,115.58,113.54
113.94,111.66,114.18,111.38
109.81,111.06,111.17,109.19
110.49,106.87,110.87,106.62
107.37,106.89,108.31,106.57
105.58,104.80,106.86,104.77
105.64,103.38,106.19,103.15
103.69,104.83,106.46,103.10
104.96,107.93,108.16,104.27
109.69,111.44,111.47,109.32
112.09,111.79,112.64,111.17
112.00,112.39,112.55,110.98
112.95,113.29,114.06,112.52
113.54,112.93,113.76,112.40
113.00,113.01,113.69,112.87
112.79,113.09,113.57,112.19
113.26,112.35,113.26,112.07
112.65,111.20,113.36,111.08
111.93,111.04,112.58,109.95
109.66,107.31,109.93,107.08
107.25,106.08,107.77,104.89
107.18,106.26,107.55,105.92
107.34,109.39,109.41,107.17
109.97,107.51,109.97,106.21
107.24,106.00,107.28,105.18
106.45,104.48,107.09,103.26
103.00,104.87,105.02,102.60
104.87,104.80,106.31,104.30
104.49,104.69,104.77,102.31
105.39,105.45,106.01,104.22
104.97,106.39,106.49,104.97
108.21,108.52,109.02,106.47
108.25,106.86,108.85,106.73
106.62,107.25,107.32,105.49
107.73,107.24,108.26,104.69
109.51,108.56,111.42,107.49
108.78,110.02,110.11,106.82
109.03,108.92,109.68,108.05
109.38,111.89,112.17,108.95
113.05,114.33,114.55,112.24
113.73,112.10,113.73,111.81
112.14,113.04,113.27,112.08
113.12,112.65,114.25,112.25
112.00,115.03,115.11,111.46
115.47,115.00,115.67,113.56
114.78,115.33,115.84,113.74
115.94,116.88,117.05,115.32
117.05,117.90,118.24,117.01
117.90,117.82,118.19,117.03
117.75,118.45,118.96,117.12
117.91,117.83,118.52,117.01
117.62,118.20,118.30,115.86
117.40,117.71,117.90,116.16
116.79,118.42,118.53,116.79
118.28,117.58,118.32,116.87
117.84,117.41,118.32,116.75
117.58,117.04,117.82,116.34
117.04,117.73,117.78,115.38
116.94,117.13,117.72,116.40
116.34,114.85,116.34,113.88
115.07,114.20,115.37,113.73
113.13,112.36,114.29,111.95
112.61,112.33,112.92,111.96
111.22,110.70,112.10,110.67
110.66,109.98,110.92,109.70
111.46,113.24,113.65,111.22
112.55,111.52,112.82,110.98
112.35,114.60,114.76,112.12
113.48,113.02,113.61,112.59
112.76,115.69,116.61,112.02
115.00,114.50,115.48,114.11
115.57,116.15,116.59,115.01
115.99,115.25,116.40,115.21
114.82,116.13,116.69,114.75
116.00,113.71,116.11,113.70
113.35,113.40,113.91,112.89
113.72,113.14,113.72,112.66
114.21,115.52,115.98,114.00
115.14,115.99,116.27,113.76
114.91,113.23,115.39,112.91
113.11,112.80,113.87,112.47
112.59,114.38,115.59,111.89
113.89,112.81,114.71,112.73
112.01,111.55,113.49,110.27
111.48,111.70,112.26,110.97
111.51,111.55,111.64,110.17
111.46,111.28,111.80,111.07
110.01,111.52,111.80,110.00
111.71,114.14,114.44,111.71
113.74,114.33,114.68,112.73
113.37,112.31,113.69,112.00
113.14,114.14,114.58,113.03
114.14,113.72,114.45,113.11
113.83,114.02,114.28,112.15
113.45,114.02,114.27,112.38
114.03,112.13,114.19,111.46
112.57,114.84,114.96,112.17
114.15,113.54,114.70,112.94
113.15,112.33,113.46,111.40
117.12,118.60,122.66,116.44
119.15,121.24,122.06,119.15
121.50,122.21,122.66,121.09
121.48,120.20,122.48,119.88
121.06,120.85,121.80,119.77
120.67,119.44,120.99,119.07
120.81,120.08,120.98,119.60
119.63,120.65,121.39,119.38
120.13,121.66,122.70,119.65
122.26,123.62,124.46,121.77
123.42,124.41,124.70,122.86
124.34,124.37,124.41,122.82
124.00,125.06,125.53,123.96
124.83,125.01,125.62,124.13
124.98,125.00,125.46,124.37
125.10,125.67,126.29,125.10
125.46,125.13,126.00,125.13
124.70,123.74,124.86,123.51
124.00,124.66,124.84,123.78
124.04,123.82,124.70,123.64
123.83,122.89,123.83,122.25
122.79,123.83,124.48,122.32
123.83,125.53,126.56,123.24
126.30,126.30,126.67,125.26
125.69,124.53,125.78,124.20
124.10,125.17,125.34,123.38
124.79,124.99,125.31,124.54
125.03,125.12,125.92,125.00
125.99,126.72,126.92,125.56
126.50,126.89,127.05,126.02
126.75,125.87,126.89,125.62
125.27,123.90,125.27,123.08
123.82,124.09,124.59,123.28
124.28,124.61,124.84,123.28
124.88,125.59,126.32,124.80
125.40,124.37,125.71,124.30
125.27,125.85,126.23,124.73
126.18,125.59,126.18,125.23
125.50,125.17,125.93,125.02
125.17,124.02,125.29,123.79
124.35,124.72,124.83,123.97
123.60,122.91,124.79,122.81
124.00,124.64,125.95,123.81
125.99,126.27,126.77,125.40
126.35,126.13,126.71,125.90
124.90,125.42,125.97,123.82
125.24,125.20,125.99,123.18
124.07,120.72,124.24,119.97
122.36,121.49,123.05,121.19
122.67,122.17,122.91,121.32
123.17,124.40,124.92,122.94
124.38,125.00,125.39,123.75
124.77,122.89,125.60,122.71
124.06,123.50,124.80,122.97
123.41,123.74,124.07,122.77
123.56,123.38,123.89,122.56
123.14,120.81,123.32,120.14
120.51,120.30,121.33,120.16
120.09,117.90,120.57,117.83
117.90,117.52,118.22,117.11
116.60,116.32,116.75,115.17
117.51,119.23,119.40,116.49
117.57,116.36,117.57,115.00
115.39,117.10,118.11,114.65
117.94,116.78,118.46,116.56
117.05,115.31,117.13,114.67
115.65,114.96,116.41,114.73
115.51,116.03,117.39,115.51
116.28,116.42,117.34,115.19
115.96,115.90,116.89,114.91
116.78,118.94,118.99,116.42
117.58,116.74,117.88,116.28
115.68,115.84,116.40,114.56
114.91,115.19,115.63,113.51
115.09,116.17,116.49,114.79
115.33,117.00,117.15,114.57
116.37,115.68,116.70,115.35
115.00,114.01,115.99,113.43
112.96,111.23,113.95,111.23
111.00,108.94,111.73,108.85
105.90,105.17,108.85,101.46
107.91,103.57,107.91,103.52
106.26,107.10,107.30,104.63
108.16,111.22,111.44,107.94
110.66,111.67,112.18,109.14
111.34,111.83,112.42,110.69
109.00,107.55,109.83,107.01
109.17,108.35,109.21,107.24
108.54,107.99,109.57,107.63
106.72,106.26,107.28,105.84
107.75,109.62,109.64,107.45
109.78,106.19,110.48,106.01
106.00,105.15,106.46,104.50
105.04,105.90,106.75,104.48
105.74,104.94,106.28,104.69
105.76,106.55,106.60,104.76
106.47,107.58,107.84,106.27
107.35,105.84,107.61,105.51
104.58,103.79,104.77,103.30
104.03,104.01,104.98,103.68
102.45,103.10,103.54,102.07
103.60,101.40,103.64,100.76
100.09,101.05,101.64,99.00
101.55,100.28,101.99,99.61
99.33,99.90,102.00,99.19
100.23,100.36,101.23,99.93
100.84,101.47,101.95,99.84
101.42,100.36,102.00,99.77
99.24,102.41,102.42,98.47
102.18,104.03,104.07,100.30
103.89,104.33,104.91,103.73
104.00,103.12,105.14,101.58
102.80,105.42,105.83,102.52
105.80,105.58,106.62,104.87
105.76,105.52,106.05,104.72
104.45,104.54,106.90,104.40
104.45,103.85,104.92,103.66
104.07,105.24,105.32,102.96
105.36,104.28,105.36,102.61
103.52,103.16,104.29,102.62
102.96,104.35,104.53,102.17
104.91,103.92,105.99,103.85
103.94,107.05,107.58,103.57
108.26,108.04,109.19,107.85
108.29,107.57,108.96,107.41
106.58,105.24,106.96,103.99
105.84,108.72,109.00,105.45
107.32,108.56,108.60,107.19
108.88,109.16,110.47,108.70
109.20,110.56,110.77,108.18
110.02,110.14,110.96,109.16
110.64,109.63,111.03,109.13
109.45,108.95,110.05,108.74
108.68,109.00,109.43,107.69
108.98,107.79,108.98,106.95
102.11,104.18,104.72,101.82
103.25,103.91,105.37,101.27
102.44,102.38,104.41,102.00
101.87,102.64,103.99,101.75
102.10,104.65,104.74,102.06
104.90,103.05,105.37,102.55
103.50,106.07,106.19,103.40
105.72,105.76,106.52,104.28
106.28,105.18,107.09,104.94
105.26,104.47,106.17,103.97
104.30,104.01,104.48,103.63
103.91,105.13,105.67,103.78
105.03,107.01,107.24,104.82
107.54,106.44,107.73,106.30
106.42,106.92,107.70,105.78
106.71,105.27,107.51,105.17
105.99,104.08,106.15,103.18
104.33,106.73,106.75,103.81
106.04,106.84,106.98,105.94
105.44,103.91,105.66,103.82
103.64,103.81,105.91,103.22
103.73,103.70,104.95,103.19
102.41,101.58,103.23,101.38
101.84,103.34,103.41,101.44
103.62,101.54,103.81,101.51
102.78,103.38,104.00,101.72
103.31,100.02,104.06,99.97
100.02,99.62,100.63,98.92
100.69,100.75,101.24,99.58
101.33,102.01,102.60,99.74
102.80,104.20,104.47,102.22
104.05,103.82,105.00,103.39
103.52,103.23,104.13,102.63
104.06,104.96,105.18,103.61
104.55,103.98,105.47,103.91
103.73,102.61,104.15,102.61
100.71,101.52,101.55,99.03
101.18,100.61,101.94,100.10
99.10,97.92,99.56,97.02
96.08,93.43,96.39,93.22
94.15,93.47,95.49,93.22
94.02,93.45,94.57,92.45
94.76,94.32,94.97,92.75
94.78,92.97,95.50,92.64
93.37,92.59,94.26,91.30
89.90,91.68,92.42,89.48
92.63,91.26,92.85,89.85
89.47,89.71,90.75,87.53
90.59,90.06,91.51,88.11
91.45,91.58,92.46,89.94
91.46,90.66,91.83,89.68
91.42,94.47,95.42,91.13
92.07,93.87,97.46,91.99
93.86,93.13,94.58,92.15
93.55,95.57,95.74,92.70
94.36,94.47,95.20,92.92
93.12,92.73,93.80,92.07
93.79,95.06,95.17,91.86
95.31,98.64,101.67,95.31
98.63,98.83,99.74,97.38
97.62,97.40,98.09,95.92
96.01,97.27,98.10,95.81
97.58,95.55,98.32,95.42
92.93,93.99,95.01,91.65
95.25,96.33,96.70,93.98
97.62,100.26,101.07,96.34
101.05,102.25,102.78,101.05
102.50,101.92,103.15,101.50
101.26,101.60,102.05,99.67
102.90,105.07,105.40,102.68
104.36,102.66,105.29,102.62
101.39,102.41,102.57,99.94
102.45,104.04,104.06,101.94
104.79,104.88,105.45,104.26
104.87,104.09,105.81,104.08
105.11,106.80,107.60,104.50
106.67,107.34,107.43,104.28
107.50,106.98,107.75,105.72
107.01,107.38,108.56,106.47
107.02,108.84,108.88,107.02
107.61,105.38,107.61,105.34
106.07,105.22,106.67,105.03
105.52,106.09,106.50,104.48
107.00,106.61,107.47,106.28
106.13,107.55,107.74,105.69
106.44,107.18,107.37,105.11
107.09,109.54,109.75,106.67
109.87,112.98,113.61,109.52
115.62,113.51,115.62,112.38
113.17,114.07,114.19,112.92
113.24,114.06,114.69,113.03
113.56,113.05,113.99,112.84
111.95,111.57,112.17,110.52
112.03,111.89,112.30,110.88
111.24,112.75,112.84,110.51
114.15,114.35,115.26,113.20
114.15,113.75,114.71,113.31
112.25,113.56,113.73,110.93
113.22,111.95,113.54,111.92
110.97,111.37,111.86,110.42
111.62,111.58,111.69,109.43
110.83,110.98,111.89,110.40
112.43,111.49,113.35,110.95
111.81,111.98,113.49,111.68
112.00,112.99,113.64,111.99
114.00,115.55,115.80,113.55
115.41,116.41,116.73,113.79
116.21,116.86,116.96,115.45
115.63,117.06,117.26,115.63
117.32,116.19,118.19,115.71
116.65,115.62,116.75,115.34
115.04,114.99,116.23,114.68
115.26,115.11,115.74,114.52
114.56,114.77,115.93,114.56
115.52,115.92,116.09,114.87
114.54,115.69,116.30,112.50
114.86,114.24,115.96,113.86
113.96,113.47,114.40,112.85
113.53,113.24,113.91,112.28
112.51,112.36,112.54,111.66
112.02,111.05,112.57,110.45
111.70,111.68,112.62,111.01
111.44,112.19,112.27,110.76
111.76,111.29,112.28,110.93
111.59,113.80,113.99,111.32
113.74,113.92,114.63,113.18
113.59,114.01,114.16,112.72
113.80,113.08,114.70,112.54
113.38,114.58,115.10,112.75
114.37,113.74,115.50,113.31
112.96,112.25,114.24,111.66
111.22,110.23,111.37,109.32
110.96,111.17,111.64,110.76
110.96,111.79,112.28,110.40
112.09,113.67,114.31,111.78
114.40,115.75,115.93,114.13
116.03,116.77,117.21,115.59
116.77,116.51,117.09,115.96
116.69,116.05,116.99,115.32
115.43,116.16,116.30,114.24
116.00,117.47,117.47,115.43
117.35,118.18,118.40,115.54
118.60,118.91,119.59,117.99
119.25,118.83,120.00,118.77
119.30,119.02,119.99,118.66
118.16,118.74,119.04,117.79
117.34,116.70,117.88,115.92
115.83,115.94,116.77,115.22
115.48,116.12,116.90,115.00
116.37,115.58,117.11,115.45
114.75,115.89,116.25,113.87
116.11,116.70,117.23,115.53
118.41,118.00,119.64,117.83
118.03,117.22,118.08,116.51
117.63,117.99,118.46,117.53
119.59,120.52,120.60,119.15
115.37,112.37,117.00,112.08
110.34,108.11,110.64,107.17
109.19,109.86,110.35,108.60
111.28,111.62,111.87,110.62
112.03,114.82,114.83,111.53
114.53,115.89,116.80,114.02
114.84,112.68,115.08,112.03
112.35,112.85,112.98,110.89
113.37,112.97,114.18,112.11
114.27,115.70,115.95,113.76
116.47,117.51,118.00,116.15
118.15,119.03,119.27,117.83
119.39,118.84,119.89,117.97
119.95,118.73,120.75,118.47
119.28,119.16,119.85,118.60
119.65,119.33,119.65,118.36
118.78,119.00,119.39,118.59
119.18,119.51,119.67,118.55
119.20,118.46,119.94,117.80
118.18,118.53,118.57,117.38
118.19,118.18,118.85,117.41
118.29,120.64,120.74,118.29
118.46,116.93,118.67,116.29
116.20,116.23,116.92,114.98
115.87,114.40,116.17,114.00
114.21,113.97,114.55,112.87
113.59,113.05,113.88,112.05
112.90,114.66,114.91,112.38
114.58,115.05,116.47,114.42
115.26,117.14,117.15,115.26
117.70,117.99,118.45,117.54
118.10,118.57,118.97,118.04
118.70,119.33,119.36,118.13
118.95,119.02,119.56,118.80
118.99,117.64,118.99,117.42
117.90,118.86,119.21,117.88
118.78,118.94,119.26,118.25
119.04,118.95,119.24,118.52
119.00,119.31,119.33,118.68
117.25,118.43,118.77,116.99
118.22,118.15,118.38,117.18
118.80,118.84,119.34,118.48
118.74,117.82,118.98,117.55
117.57,117.69,118.20,117.25
117.92,117.87,119.36,117.38
117.96,118.30,118.76,117.76
118.45,117.35,118.45,116.75
117.12,115.93,117.25,115.48
116.13,116.43,116.57,115.14
117.16,117.08,117.76,116.62
117.38,116.50,117.57,116.22
116.50,116.44,116.95,116.14
116.41,116.21,116.84,115.89
115.28,112.50,115.49,112.50
112.36,114.72,115.06,111.52
113.36,114.18,114.71,113.31
114.04,114.55,115.07,113.28
114.74,115.45,115.65,114.33
114.59,113.89,114.59,113.27
114.51,114.94,115.59,114.38
115.62,115.04,116.75,114.98
115.67,117.03,117.13,115.20
118.11,118.58,119.19,117.67
117.94,115.77,118.08,115.76
115.41,114.59,116.07,114.49
114.16,115.62,115.68,113.50
116.04,117.70,117.82,116.04
117.37,117.12,118.33,116.84
119.50,122.34,123.11,119.27
121.61,120.57,121.94,119.14
120.99,119.19,123.48,119.01
119.83,121.24,121.42,119.48
121.20,120.67,121.20,119.95
120.13,119.70,120.21,118.55
120.02,117.04,120.13,116.90
116.45,115.20,116.63,114.46
115.39,116.27,116.71,114.48
115.48,116.30,116.88,115.09
117.40,116.80,118.17,116.78
116.37,115.52,116.96,115.36
116.76,115.97,117.12,115.72
116.07,117.45,118.30,115.66
117.14,118.01,118.20,116.43
116.94,122.99,126.15,116.28
123.91,119.67,124.50,119.08
118.72,118.62,119.45,117.90
118.49,120.62,121.18,118.36
120.50,118.21,121.02,117.88
118.49,118.80,120.06,118.03
119.48,119.72,120.37,118.53
120.24,118.96,120.73,118.13
118.83,118.31,119.43,118.00
118.89,117.47,118.89,117.24
117.79,117.56,119.36,117.51
120.46,124.24,124.90,120.46
124.50,125.03,125.76,123.69
123.09,126.85,128.01,123.07
128.11,130.75,130.85,127.30
129.85,131.71,131.72,129.28
132.00,132.22,133.28,131.84
131.99,133.48,133.54,129.69
132.36,133.38,133.47,132.12
133.50,131.95,133.68,131.83
131.55,131.20,132.49,131.05
131.99,131.71,132.50,131.49
132.15,131.71,132.15,130.88
131.13,131.86,132.03,131.13
131.93,132.92,132.96,131.85
132.34,130.50,132.89,130.40
130.45,131.34,131.92,129.66
131.92,133.71,134.27,131.92
134.48,137.19,138.76,134.21
136.70,136.79,137.80,135.49
137.22,136.22,138.00,135.54
135.70,136.40,136.47,135.47
