TFX,Teleflex Incorporated Common Stock,NASDAQ
154.99,153.40,157.28,151.66
152.87,154.43,154.46,151.22
154.46,156.61,157.48,154.46
156.37,156.03,157.66,154.81
154.73,158.45,158.59,154.32
159.39,156.32,160.25,156.15
156.54,156.62,157.85,155.27
157.19,156.17,157.19,154.77
157.06,157.29,159.29,155.47
157.36,160.12,160.49,157.36
159.59,159.56,161.67,159.21
159.97,160.39,161.90,159.01
160.57,159.74,161.56,159.48
159.33,161.43,162.27,158.60
161.96,161.53,162.82,161.06
161.54,159.99,162.41,159.32
160.21,161.58,162.47,159.50
162.23,161.15,162.83,160.63
161.32,158.86,161.32,157.80
159.68,162.85,163.07,159.64
162.85,162.06,163.81,161.57
165.80,165.32,166.65,163.62
164.91,164.97,166.14,163.79
164.83,167.88,168.87,164.83
167.18,167.99,169.77,167.06
166.50,167.68,167.79,165.80
168.64,169.37,170.52,168.18
