APH,Amphenol Corporation Common Stock,NASDAQ
67.88,67.60,68.08,67.42
67.64,68.07,68.15,67.29
68.22,68.83,68.95,68.07
68.75,68.51,68.83,68.32
68.13,67.66,68.34,67.48
67.88,67.91,68.43,67.55
67.91,67.76,68.62,67.65
67.82,67.98,68.45,67.60
68.10,67.40,68.38,67.21
67.40,68.00,68.01,67.37
68.20,68.33,68.44,67.94
68.40,68.22,68.44,68.04
68.23,68.28,68.39,67.56
68.22,68.30,68.56,68.03
68.32,68.34,68.54,68.20
68.36,67.57,68.36,67.53
67.66,67.60,68.02,67.15
67.88,67.20,67.88,66.97
67.57,67.43,68.22,67.09
67.53,67.93,68.14,67.47
68.01,67.57,68.41,67.40
67.75,68.08,68.28,67.39
68.02,67.38,68.24,67.36
67.42,67.79,67.98,67.12
67.56,67.82,67.82,67.35
67.55,67.97,68.02,66.91
68.09,68.11,68.50,68.01
