ADMP,Adamis Pharmaceuticals Corporation - Common Stock,NASDAQ
2.85,2.80,2.95,2.80
2.75,2.90,2.90,2.75
2.90,2.95,3.00,2.80
2.90,2.85,2.92,2.85
2.80,2.75,2.90,2.75
2.75,2.85,2.90,2.70
2.85,2.95,2.95,2.85
2.95,3.20,3.35,2.95
3.30,3.05,3.35,3.05
3.00,3.15,3.15,2.90
3.20,3.05,3.30,3.00
3.00,2.85,3.15,2.85
3.00,2.80,3.00,2.75
2.80,2.65,2.95,2.55
2.70,2.70,2.85,2.60
2.65,2.85,2.95,2.65
2.90,3.10,3.15,2.90
3.05,3.10,3.20,2.85
3.15,3.15,3.21,3.10
3.15,3.15,3.15,3.06
3.15,3.25,3.25,3.02
3.25,3.20,3.25,3.20
3.25,3.20,3.25,3.20
3.20,3.30,3.33,3.16
3.30,3.30,3.32,3.15
3.30,3.45,3.45,3.25
3.45,3.40,3.55,3.35
3.40,3.25,3.45,3.20
3.25,3.20,3.26,2.92
