DNB,Dun & Bradstreet Corporation (The) Common Stock,NASDAQ
99.09,97.85,99.38,97.83
97.11,96.30,97.36,95.87
96.79,95.69,96.89,94.55
95.01,94.31,95.01,93.81
95.18,95.07,95.50,94.34
95.99,96.20,96.87,95.66
96.78,97.75,98.11,96.33
97.65,97.45,98.51,96.99
97.97,98.23,99.45,97.75
98.01,98.25,98.57,97.69
97.70,98.00,98.61,97.70
98.74,99.22,99.29,97.67
99.81,101.03,101.16,99.40
101.59,102.92,103.08,101.56
102.70,105.00,105.40,102.70
106.10,107.79,108.11,106.08
107.79,107.59,108.25,106.81
107.51,106.67,108.03,106.57
106.68,106.22,107.17,105.96
106.46,105.97,107.30,105.87
106.18,106.76,107.80,106.18
106.72,107.00,107.30,105.94
106.99,106.56,107.77,106.50
106.75,106.98,107.59,106.53
107.45,106.48,107.93,106.27
106.40,106.75,107.08,106.10
106.46,103.12,112.10,102.97
102.85,102.75,104.39,102.63
103.07,102.69,103.37,102.30
102.78,103.63,104.42,102.29
104.74,105.99,107.61,104.20
105.78,107.04,107.15,105.74
106.98,106.96,107.83,106.53
106.79,105.81,106.98,105.17
105.36,104.93,105.63,103.52
105.60,107.09,107.27,105.17
106.97,107.11,107.70,106.54
106.41,106.50,107.44,106.32
106.76,107.61,108.14,106.56
107.56,105.48,108.12,105.46
104.50,102.81,104.95,101.86
103.21,102.28,103.26,101.96
101.91,101.35,103.00,101.31
101.34,102.47,102.87,101.08
101.97,101.72,102.43,101.34
102.04,103.94,104.35,102.04
104.01,104.12,104.49,103.27
104.21,103.48,104.88,103.44
102.88,100.81,103.46,100.80
100.61,100.38,101.32,100.16
100.05,100.51,101.33,99.29
100.71,99.48,100.91,99.15
100.65,99.69,101.06,98.69
99.79,100.31,100.54,99.49
100.17,100.82,101.42,99.95
100.99,100.74,101.78,99.56
101.14,102.17,102.78,100.75
102.61,103.77,103.98,102.01
103.77,103.65,104.96,103.32
103.70,103.81,104.80,103.24
104.15,104.86,105.44,103.63
106.12,105.44,106.39,105.28
105.68,107.00,107.01,105.60
106.99,107.91,108.11,105.81
108.11,107.86,108.90,107.50
107.75,103.87,107.83,103.41
103.43,104.53,105.00,102.25
104.73,103.98,104.77,103.84
104.00,104.00,104.71,103.21
103.99,104.37,105.01,103.76
103.61,104.17,104.37,103.11
103.41,103.85,104.42,103.28
104.16,104.86,105.52,103.79
104.50,104.06,104.84,103.24
103.70,102.83,103.90,102.41
102.71,103.57,104.29,102.36
102.77,102.69,103.99,102.68
102.69,101.52,103.14,100.43
101.81,100.35,102.14,99.40
101.40,103.13,103.24,101.40
102.64,104.51,104.62,102.64
103.97,104.94,105.11,103.93
104.55,103.64,105.97,103.59
104.14,106.17,106.33,104.14
105.91,107.07,107.19,104.95
107.21,106.57,107.93,106.43
106.72,106.73,107.06,106.15
107.00,107.10,107.73,105.43
106.71,106.43,107.23,105.67
106.93,106.82,108.04,106.34
107.51,108.45,109.14,106.86
108.63,109.09,109.73,108.36
109.22,109.63,109.89,108.76
110.00,107.99,110.15,107.59
107.64,108.79,109.62,107.58
108.73,108.49,109.82,107.27
108.98,109.24,110.15,108.69
114.00,106.76,114.00,106.55
107.64,108.24,108.95,107.38
108.69,108.22,109.43,108.02
108.18,111.45,111.76,108.15
111.38,111.18,112.28,110.97
111.15,110.94,111.78,110.64
110.54,110.96,111.15,110.47
111.27,110.76,111.40,110.59
110.67,113.43,113.45,110.67
113.92,116.08,116.27,113.38
116.27,115.01,117.60,114.90
115.33,115.06,115.80,114.33
115.52,116.04,116.15,115.22
116.00,116.56,116.58,115.63
116.50,115.80,116.50,115.55
115.91,116.78,117.42,115.81
117.10,117.30,117.69,116.62
117.49,116.85,117.69,116.54
116.81,117.28,117.63,116.34
116.67,117.24,117.84,116.30
116.46,115.99,117.10,114.47
115.97,116.15,116.74,115.49
117.64,119.44,119.58,117.12
119.70,118.29,120.92,118.09
118.05,116.43,118.23,116.28
116.38,115.59,116.51,115.38
115.58,116.32,116.58,115.41
116.44,115.19,116.93,115.19
115.59,115.83,116.23,115.38
115.75,115.16,115.99,115.00
115.29,116.57,116.80,113.76
116.26,117.97,118.03,116.26
118.30,120.61,120.94,117.86
121.11,122.86,123.14,120.69
122.48,122.90,123.21,122.48
122.91,123.32,123.49,121.83
124.17,123.42,124.17,122.67
123.16,122.68,123.24,122.15
122.97,122.75,122.97,122.34
122.55,120.74,122.91,120.37
121.17,121.95,122.02,120.78
122.44,120.48,123.14,120.47
121.49,121.40,122.47,120.80
121.40,122.92,123.25,120.86
122.96,123.85,124.08,122.65
123.98,122.98,124.59,122.50
122.49,119.38,123.21,119.24
120.00,119.95,120.27,119.38
120.25,119.49,121.29,119.35
119.51,119.53,120.15,118.26
119.52,118.97,120.20,118.87
119.91,118.74,120.33,118.51
119.15,118.20,119.16,118.07
117.24,115.61,117.34,115.38
115.19,113.30,115.90,113.22
113.47,111.64,113.47,110.74
112.00,111.10,112.00,110.39
110.03,109.77,111.99,109.55
110.97,111.02,111.44,110.32
109.18,110.00,111.06,109.08
109.68,106.46,110.04,106.24
115.30,95.58,115.30,95.00
94.67,97.25,97.88,94.29
97.73,97.22,98.23,96.52
97.71,97.76,98.50,97.32
97.47,97.42,97.76,96.71
97.54,96.51,97.82,96.30
96.93,97.55,97.76,96.83
99.50,97.66,99.50,96.76
97.70,97.26,98.01,96.77
97.47,96.69,98.01,96.29
96.64,95.59,97.24,95.48
95.75,94.87,96.00,94.71
94.73,95.54,95.76,94.44
96.07,99.72,100.45,95.96
99.73,98.71,100.02,97.82
98.70,98.83,99.92,98.31
98.78,98.91,99.60,98.12
99.09,99.21,99.84,98.35
98.90,98.67,99.40,97.52
99.00,98.93,99.98,98.57
98.92,99.10,99.67,98.40
99.07,99.03,99.82,98.50
99.62,99.24,100.29,99.02
99.25,99.86,100.11,98.97
100.43,99.33,100.94,99.17
98.91,98.23,98.91,97.25
98.26,96.52,98.50,96.36
96.31,98.19,98.48,96.06
98.69,99.00,100.17,98.23
98.98,101.53,101.90,98.98
101.71,101.82,102.58,100.76
101.33,102.20,102.69,101.33
102.91,101.59,102.97,101.27
101.39,101.39,101.84,100.24
101.50,100.05,101.78,99.32
100.45,99.33,101.19,99.31
99.32,98.51,99.32,98.02
98.90,99.37,100.16,98.67
99.75,99.35,100.05,98.98
99.61,104.42,104.85,99.53
104.53,101.97,104.58,101.00
101.98,102.46,102.92,101.73
102.88,101.27,103.01,101.19
101.12,100.10,101.51,100.08
100.06,102.57,102.94,100.06
102.66,102.53,103.05,101.57
102.36,100.13,103.12,100.08
99.64,98.21,100.40,98.01
99.00,99.75,99.95,98.44
99.71,102.22,102.46,99.31
102.67,103.24,103.89,102.47
103.08,105.00,105.53,103.01
104.93,104.75,105.04,103.75
104.92,105.89,107.06,104.64
105.75,106.76,107.18,105.75
107.41,105.59,107.41,104.98
105.44,103.99,105.61,103.90
104.55,102.48,105.21,101.23
103.09,103.65,104.73,102.47
103.87,110.76,110.93,103.17
110.69,106.52,110.96,106.39
105.99,106.50,107.25,105.79
106.20,105.82,106.20,105.15
105.74,104.64,105.95,104.61
104.97,106.36,106.42,103.84
106.36,106.34,107.72,105.75
106.21,107.05,107.07,105.69
107.62,108.28,108.59,107.18
108.42,107.31,108.52,106.36
107.37,105.53,107.37,105.42
105.50,104.02,105.50,103.61
104.07,103.50,104.07,102.73
103.25,104.69,105.07,103.16
104.82,103.15,105.41,102.50
103.82,104.01,104.62,103.07
103.88,105.10,105.68,103.30
105.07,104.83,105.62,104.60
104.52,106.73,106.87,103.93
106.85,103.72,106.94,103.69
103.74,104.63,104.84,103.54
104.50,103.25,104.50,102.67
103.96,102.88,103.97,102.62
102.55,102.25,102.78,101.77
102.29,102.70,103.88,102.13
102.70,104.23,104.90,102.19
104.65,106.36,106.60,104.48
106.56,105.83,107.53,105.63
105.41,103.78,105.41,102.81
103.20,103.70,104.07,102.90
103.70,103.18,103.76,102.84
103.18,103.94,104.22,102.81
104.32,104.41,104.88,103.76
104.11,105.73,106.10,104.10
105.80,106.27,106.45,105.09
106.26,106.47,106.89,105.49
106.49,107.57,107.97,106.46
107.72,109.88,110.10,107.72
109.56,109.91,110.32,109.53
109.44,110.03,110.56,109.25
110.24,110.02,110.50,109.72
109.82,110.26,110.41,109.82
110.32,110.20,110.60,109.63
110.68,111.84,112.72,110.59
111.76,111.22,111.80,110.19
111.26,112.38,112.56,111.15
111.88,111.38,112.32,110.67
111.09,110.30,111.43,109.89
110.31,110.75,111.25,109.95
109.11,110.15,110.77,108.87
110.25,110.12,110.92,109.89
111.06,110.40,111.54,109.97
110.65,110.93,111.69,110.25
111.22,111.20,111.39,110.25
111.00,110.39,111.60,110.19
110.62,111.80,112.05,110.56
111.27,110.64,111.30,109.86
111.25,111.38,111.88,110.72
111.64,110.76,111.64,110.11
110.75,110.71,111.37,110.16
110.67,111.57,111.89,110.49
111.43,110.35,111.75,109.94
110.40,110.59,112.08,110.40
111.05,112.49,112.92,110.67
111.44,110.03,112.10,109.83
109.62,110.03,110.62,109.03
110.32,110.93,111.04,109.55
105.79,111.44,111.65,105.64
110.51,110.00,110.94,109.75
110.28,112.03,115.60,109.09
111.96,112.84,113.07,111.61
113.09,113.60,114.50,112.96
113.54,113.63,114.16,113.27
114.27,115.68,115.69,113.77
116.83,117.50,117.54,115.40
117.81,116.95,118.30,115.80
117.25,118.55,119.44,117.25
118.67,118.97,119.60,118.61
118.84,118.89,119.43,117.98
118.95,118.82,119.21,118.25
118.59,118.04,118.73,117.62
118.38,118.19,118.81,117.70
118.39,118.14,119.37,117.49
118.53,117.93,118.53,117.41
117.17,117.72,117.92,116.50
118.02,117.38,118.63,117.24
118.02,118.79,119.69,118.00
118.54,119.00,119.65,118.53
118.99,119.07,119.98,118.84
119.16,120.16,120.33,118.40
119.61,116.45,119.74,116.14
116.29,115.19,116.55,114.90
115.09,116.84,117.32,114.64
116.60,117.47,118.54,116.11
117.60,116.93,118.06,116.03
116.65,116.45,116.86,115.87
116.48,118.02,118.07,116.21
117.90,117.45,118.20,116.91
117.76,117.35,117.90,116.74
117.96,117.22,118.34,117.03
118.24,117.89,118.80,117.47
117.74,116.54,118.14,116.52
116.49,116.61,116.92,115.66
116.33,115.45,116.60,115.04
116.27,116.91,117.17,115.75
115.49,117.49,117.63,115.20
117.32,117.47,118.18,117.09
117.54,117.26,117.75,117.14
117.23,117.51,117.97,116.98
117.81,119.83,119.97,117.50
120.14,119.51,120.81,118.89
119.13,117.59,119.40,117.19
117.58,119.60,119.90,117.39
119.41,117.50,119.41,117.19
117.50,114.49,118.64,114.45
114.56,112.89,115.11,112.77
113.42,112.99,114.30,112.92
111.32,110.67,111.66,109.72
109.39,112.80,113.39,108.86
114.01,115.23,115.65,113.65
114.75,115.72,116.67,114.20
116.51,118.32,118.32,115.83
118.56,117.31,118.77,117.29
118.12,118.67,119.63,118.12
118.90,119.48,119.64,118.09
119.49,119.91,120.89,118.89
120.17,121.37,121.37,119.78
121.33,120.96,121.43,119.35
120.85,122.57,122.75,120.41
124.00,122.81,124.53,122.11
122.70,123.36,123.92,122.16
123.21,122.36,124.02,121.75
123.38,121.83,123.53,121.03
121.89,122.18,122.37,121.11
122.00,123.13,123.53,121.27
123.13,124.28,124.40,122.53
124.40,123.57,124.43,123.26
122.83,125.01,125.16,122.83
125.32,125.06,125.88,124.60
124.85,125.06,125.39,124.70
124.74,125.42,125.59,124.23
125.53,126.64,127.13,125.32
126.41,125.43,126.44,124.99
125.00,125.18,125.91,124.87
126.80,125.88,127.49,125.44
125.70,126.92,127.05,125.70
126.91,127.37,128.03,126.32
127.37,126.96,127.88,126.46
126.83,126.95,127.88,126.39
126.70,125.07,126.70,124.71
125.00,125.66,126.22,124.53
125.48,125.47,126.10,123.33
125.58,123.84,125.89,123.01
123.88,124.12,125.16,123.59
124.16,122.55,124.60,121.96
121.23,120.66,121.45,118.87
120.51,117.35,121.01,117.14
117.43,116.59,118.74,116.20
116.04,113.78,116.33,113.38
114.59,114.93,115.76,113.63
114.37,114.54,115.84,114.02
114.71,116.12,116.39,114.20
117.34,119.93,120.12,117.34
120.16,121.00,121.22,119.98
120.86,122.06,122.39,120.77
122.57,123.08,123.65,122.05
123.10,122.87,123.63,122.72
123.30,122.54,123.67,122.41
122.12,122.64,122.88,121.56
122.24,122.23,122.84,121.67
122.37,120.96,122.99,120.86
121.70,121.65,122.38,120.40
120.68,117.64,121.49,117.00
117.65,117.16,118.08,116.34
117.71,117.41,118.24,116.53
118.66,119.82,119.85,118.29
118.80,119.84,120.34,118.59
120.08,116.46,120.35,116.26
117.45,116.81,119.72,115.61
115.19,115.88,116.10,114.69
115.99,115.27,116.48,114.18
115.35,117.16,117.23,114.71
117.87,117.10,118.13,115.37
115.51,115.44,116.86,114.40
115.94,118.51,118.61,115.44
118.19,118.32,119.02,117.75
118.21,119.01,119.21,117.07
117.47,116.36,117.71,115.93
117.00,114.95,117.00,114.81
114.96,116.09,116.58,114.18
115.08,115.11,117.26,115.00
115.28,118.41,118.79,113.89
119.60,121.08,121.19,118.90
120.88,121.43,122.29,120.37
122.01,123.88,124.00,121.50
124.01,122.10,124.35,121.87
122.05,119.93,122.96,119.66
120.11,125.68,125.68,118.07
126.81,129.27,131.10,124.91
130.20,132.81,133.13,129.41
132.53,133.27,133.46,131.22
132.34,135.38,135.60,131.77
134.84,135.92,137.25,134.84
135.31,135.52,136.43,134.57
135.04,135.44,135.90,133.12
135.36,134.62,135.81,134.37
134.46,134.58,135.48,134.42
134.34,135.08,135.97,133.83
135.29,134.98,136.47,134.75
135.14,132.48,135.14,132.38
133.04,132.65,133.97,132.34
131.97,131.99,132.83,130.28
131.87,131.40,132.56,131.05
131.49,130.55,131.60,130.37
129.77,129.05,130.81,128.80
129.05,129.37,130.38,129.05
128.10,126.75,128.49,126.75
126.89,126.56,127.93,126.48
126.99,127.99,128.26,126.70
127.74,127.71,127.98,126.65
128.20,128.74,129.58,128.05
128.07,129.96,131.15,127.87
129.95,130.85,131.58,129.41
130.71,130.72,131.99,129.84
131.24,130.58,131.34,130.48
130.53,128.88,130.93,128.84
128.93,126.91,128.93,126.84
126.91,125.84,127.35,125.84
125.47,125.77,126.13,124.74
125.46,126.53,127.12,125.17
126.95,129.18,129.42,126.65
128.55,128.36,130.21,128.14
128.46,129.03,129.22,126.85
129.21,129.08,130.21,128.24
127.99,129.73,130.71,127.76
129.74,128.44,129.74,128.41
128.59,129.46,129.59,128.06
129.41,130.37,130.71,129.12
130.91,130.91,131.30,130.01
130.46,130.06,130.97,129.66
129.76,132.37,132.44,129.54
132.62,134.74,134.92,132.19
134.14,134.01,134.56,133.14
132.84,131.25,132.84,130.70
132.15,132.78,133.14,132.02
133.37,132.14,133.87,131.74
132.79,132.31,132.79,131.01
131.65,132.34,132.90,131.54
132.25,131.86,132.57,131.54
132.48,130.63,132.48,130.27
130.58,130.16,130.58,127.55
129.89,128.47,130.13,127.73
128.30,127.67,129.40,127.07
127.95,128.59,128.80,127.51
128.82,129.58,129.86,128.82
128.02,126.39,129.86,125.12
127.26,124.95,127.26,124.24
124.94,125.10,125.74,124.55
126.34,125.84,127.51,125.68
125.09,126.17,126.84,125.09
125.29,124.93,125.72,124.42
125.56,125.96,126.63,125.00
126.57,129.23,129.36,126.46
129.24,128.47,129.88,127.39
128.18,129.72,129.85,128.08
129.60,129.73,130.00,129.15
129.74,128.93,129.90,128.88
128.91,129.74,129.97,128.07
129.55,128.97,129.71,128.63
128.12,127.74,128.51,127.31
127.85,129.45,129.59,127.30
129.39,128.85,129.63,128.02
128.95,127.93,128.95,127.62
128.55,128.41,128.85,126.68
128.19,128.27,129.26,127.24
128.69,129.53,129.66,127.08
128.44,126.68,128.72,126.34
126.30,126.92,127.06,125.80
126.91,126.97,127.75,126.70
126.93,128.28,128.93,126.47
129.01,130.09,130.58,128.50
130.42,130.63,130.91,130.03
130.20,129.12,130.51,128.95
127.63,127.73,128.35,126.65
127.11,126.97,127.77,125.42
127.25,127.16,128.14,126.23
127.44,128.46,128.66,126.78
128.05,128.27,128.85,128.05
129.09,128.20,129.09,127.99
128.37,128.42,128.80,127.47
128.44,127.57,128.91,127.53
128.15,126.72,128.38,126.49
127.08,126.69,127.36,125.43
125.55,122.49,125.84,122.43
123.65,122.00,123.65,121.74
122.78,123.29,123.82,122.22
123.68,123.11,123.71,122.10
121.72,122.33,122.90,121.29
122.31,122.97,123.12,120.57
121.81,120.43,122.66,120.13
122.32,121.84,122.86,121.34
123.46,124.21,124.63,122.69
125.30,125.64,125.81,124.65
125.26,126.00,126.20,125.22
125.90,124.75,126.00,124.52
125.51,125.27,125.51,123.18
125.16,124.99,125.89,124.63
124.92,124.74,125.23,124.17
124.32,122.77,124.56,122.45
122.76,122.88,123.81,122.44
122.70,122.71,124.38,122.09
123.23,122.06,123.62,121.75
121.43,121.97,122.29,121.06
122.76,123.03,123.10,120.99
123.21,125.07,125.59,122.80
124.48,125.26,125.57,123.81
125.57,124.77,125.81,124.54
125.05,124.20,125.05,123.29
124.27,124.64,125.21,123.53
125.86,125.46,126.47,125.05
124.81,116.17,124.81,115.10
115.61,116.11,117.16,114.76
117.17,117.92,118.77,116.40
116.59,116.12,117.28,115.02
115.15,115.79,117.30,114.26
115.70,116.03,116.68,114.25
116.03,116.49,116.99,115.51
116.26,115.90,116.80,114.73
115.57,116.17,116.36,115.38
115.60,114.03,115.72,113.59
112.81,111.84,113.08,111.29
110.53,106.89,111.14,106.80
100.08,102.18,104.32,100.02
104.47,101.18,105.56,101.07
103.23,104.70,104.84,100.93
105.77,107.23,107.90,105.07
106.58,107.06,107.30,105.99
106.66,105.97,107.74,105.69
103.72,102.07,104.61,101.37
103.31,104.51,104.62,102.77
104.73,104.85,105.51,104.32
103.26,103.18,103.82,102.42
105.22,107.08,107.21,104.33
108.15,106.54,109.14,106.28
106.41,105.30,106.71,104.80
104.65,104.99,105.33,103.79
105.25,104.82,105.49,103.90
105.08,106.39,106.52,104.57
106.67,107.67,108.01,106.38
107.30,106.47,108.05,106.29
105.31,104.87,106.74,104.67
105.28,105.79,106.12,104.74
104.39,105.65,105.86,104.11
105.51,105.59,106.29,105.13
104.35,104.95,105.16,103.33
106.04,105.61,106.32,105.01
105.08,102.39,106.00,102.32
102.56,102.54,102.70,101.60
103.66,105.00,105.00,102.66
105.18,106.01,106.08,104.56
104.47,107.18,107.18,103.94
107.97,108.88,109.50,107.15
108.66,108.31,109.16,107.70
109.04,111.18,111.33,108.94
110.61,113.01,113.08,110.18
113.25,113.78,114.15,112.96
113.60,113.36,113.93,112.68
112.76,111.94,113.57,111.87
112.06,110.15,112.50,109.93
110.71,111.93,112.06,110.05
112.51,111.79,112.92,111.04
111.33,111.76,111.78,110.72
111.71,113.28,113.42,111.71
113.54,110.56,113.54,110.47
111.34,111.16,111.95,110.04
112.14,112.15,113.00,111.08
111.93,112.01,112.51,111.34
111.40,111.02,111.40,109.59
111.35,112.20,112.93,110.10
111.88,111.92,112.26,110.83
112.22,113.87,114.21,111.81
114.19,115.00,115.49,113.50
108.01,108.50,111.98,106.15
108.67,111.77,112.50,108.67
111.48,111.60,112.56,110.80
111.23,113.20,113.24,111.04
112.75,111.20,112.75,110.32
110.86,109.20,111.50,108.81
109.26,110.79,110.98,108.50
110.32,108.90,110.98,108.80
108.56,106.53,109.31,106.45
106.35,107.18,107.20,105.38
107.36,107.07,109.03,106.39
107.41,108.45,108.58,106.07
108.53,108.01,108.91,107.61
108.60,107.35,108.60,106.88
106.69,108.12,109.24,106.01
107.32,107.65,108.14,106.30
107.64,107.76,108.22,106.97
107.68,108.95,109.25,107.61
109.28,107.79,109.50,107.70
108.28,108.11,108.85,106.93
107.79,106.15,108.45,105.76
106.93,104.92,106.99,103.76
105.09,108.23,108.30,105.09
107.66,107.16,107.76,106.31
105.89,106.90,107.97,105.54
106.41,104.39,107.70,103.60
104.45,105.68,106.24,104.35
103.92,103.05,104.46,102.90
103.24,101.86,104.03,101.16
102.69,102.80,103.13,101.74
103.51,105.88,106.27,103.11
105.72,104.08,105.90,103.97
103.78,100.97,103.78,100.97
101.91,103.41,103.44,101.09
103.73,104.25,104.46,102.46
104.85,106.46,106.53,104.58
106.20,106.06,106.52,105.34
105.67,106.29,106.35,104.75
106.92,107.52,107.78,106.22
107.23,105.80,107.45,105.74
105.55,103.93,105.72,103.93
102.75,101.88,102.95,100.63
102.36,101.24,102.82,100.33
99.88,99.78,100.62,98.94
97.76,96.46,98.69,95.56
97.10,94.95,97.47,94.76
95.56,94.54,95.84,93.66
95.40,94.60,95.73,93.35
94.97,92.85,95.68,92.47
93.34,95.31,95.84,91.70
93.52,95.39,95.54,92.70
96.47,95.97,96.78,94.87
94.48,97.28,97.98,92.99
97.39,95.47,97.65,94.89
96.68,96.93,97.93,96.30
96.65,95.03,96.72,94.60
95.30,97.44,97.47,95.15
97.10,96.07,98.09,95.26
96.82,95.71,97.41,95.37
96.14,98.42,98.57,95.69
97.76,98.97,99.36,97.55
97.63,94.29,97.63,94.23
95.33,95.81,96.22,92.33
95.74,97.26,97.79,95.74
96.85,94.07,96.96,93.65
92.59,87.91,92.59,86.44
86.63,88.66,89.45,85.99
89.35,89.86,91.31,89.35
88.56,89.34,89.67,86.67
91.21,95.45,102.23,89.76
96.17,93.78,96.27,90.84
94.75,94.49,95.25,93.01
94.92,93.52,95.07,93.38
92.89,92.59,93.20,91.64
93.52,94.49,94.82,93.19
93.86,93.65,94.78,93.59
92.55,93.70,94.10,91.24
94.03,95.09,95.10,93.55
95.66,96.16,97.31,95.34
95.98,95.79,97.07,95.06
96.71,98.34,98.39,96.07
98.25,99.66,99.74,98.18
99.53,101.16,101.31,99.46
101.23,100.90,102.10,98.60
100.25,99.39,100.78,98.23
98.85,98.16,99.92,97.96
98.49,98.38,99.10,97.75
98.81,97.15,99.56,96.46
97.80,100.00,100.23,97.72
99.68,99.89,101.18,99.40
99.08,98.82,99.44,98.32
98.50,100.83,101.28,98.50
100.88,102.20,102.62,100.65
102.54,103.27,103.71,102.30
103.32,103.34,103.77,102.71
102.32,102.21,102.81,101.16
102.20,101.14,102.82,101.13
100.56,101.52,101.55,100.10
101.83,101.52,102.20,100.73
100.93,102.88,103.02,100.53
104.03,103.52,104.10,102.39
103.51,103.08,103.67,102.59
102.25,104.30,104.42,102.09
104.18,104.02,104.47,102.89
103.44,103.53,104.55,102.70
103.74,104.38,104.44,102.61
103.88,103.38,103.88,102.14
104.54,103.57,104.99,102.74
104.07,102.71,104.70,102.61
103.17,103.58,103.74,100.81
104.53,106.72,106.76,103.32
106.55,106.51,107.25,105.53
106.82,106.34,106.84,104.89
105.76,107.64,107.86,105.60
108.03,108.65,108.84,107.28
108.77,109.37,109.69,108.05
109.37,108.96,110.23,108.63
108.77,110.01,110.15,108.11
109.74,110.01,110.05,108.47
110.47,111.46,112.07,110.47
111.11,111.95,112.11,110.49
111.51,111.00,112.93,110.63
110.66,110.41,110.98,109.43
110.86,111.40,111.48,110.00
110.14,110.97,111.53,109.95
110.16,110.53,111.16,109.54
110.79,109.71,111.12,109.56
109.29,111.10,111.50,108.77
111.13,111.76,112.81,110.69
112.78,119.56,120.08,111.85
119.57,118.70,120.21,118.59
119.46,118.34,119.70,117.19
117.85,119.24,120.00,117.35
119.56,120.46,121.07,118.42
119.96,119.93,121.89,119.55
119.82,119.33,121.70,118.89
118.60,119.47,119.68,118.32
120.13,120.24,120.91,119.87
119.54,120.43,120.87,118.96
121.23,122.96,123.29,120.63
123.37,125.90,126.15,123.17
126.06,125.04,126.40,124.38
125.33,126.40,126.50,125.33
126.60,126.90,127.05,125.54
126.76,126.76,127.25,125.60
126.54,127.09,127.09,124.56
126.68,126.63,126.97,124.98
127.10,128.35,128.87,126.47
128.51,127.55,128.66,127.17
127.97,128.36,128.55,126.84
127.75,127.43,128.05,127.07
125.83,125.75,126.66,125.41
125.52,125.26,127.06,125.26
125.18,125.56,126.28,123.93
125.83,125.82,127.26,125.36
124.76,125.60,125.87,124.36
125.86,125.06,126.50,125.03
126.36,127.37,128.55,126.36
127.34,127.72,128.50,126.83
127.62,126.78,128.82,126.38
128.45,127.94,128.45,126.96
123.14,121.69,124.79,121.41
120.35,116.68,121.29,116.32
119.54,118.11,119.54,117.28
119.33,119.56,119.85,118.13
119.47,121.84,121.85,118.22
121.60,123.07,123.46,121.32
122.59,122.14,123.06,121.19
121.95,123.23,123.40,121.65
123.23,123.10,124.53,122.71
124.41,123.82,125.39,123.65
124.15,123.80,124.52,123.18
124.70,125.47,126.40,124.06
126.13,126.27,126.95,125.76
128.02,126.53,128.24,125.61
127.03,127.53,128.10,126.14
127.73,128.07,128.53,127.48
127.51,128.01,128.23,127.24
128.19,129.73,130.20,127.96
129.41,129.45,130.93,128.66
129.49,131.08,131.12,129.09
131.08,131.20,132.08,130.57
131.54,131.54,131.78,130.84
131.56,131.19,132.45,130.07
131.18,130.01,131.18,129.38
130.02,129.25,130.09,128.47
128.94,128.61,129.61,127.97
135.81,138.37,139.88,132.88
138.65,140.73,140.75,138.22
140.24,139.90,140.55,138.86
140.60,140.01,141.57,139.46
140.22,139.97,140.38,139.06
140.36,139.27,140.44,139.08
139.64,139.00,139.64,138.48
139.50,138.97,139.82,138.69
139.00,138.98,139.47,138.04
139.77,139.46,139.77,139.05
139.08,138.05,139.43,137.99
138.18,138.94,139.08,137.41
138.88,138.73,138.97,137.91
138.28,138.92,139.72,137.62
138.46,138.94,139.15,137.89
139.30,138.41,139.86,138.10
138.24,137.76,138.77,137.40
137.31,137.84,138.97,136.98
137.96,137.79,139.20,136.74
137.85,138.38,139.31,137.42
138.57,137.71,138.83,136.95
137.79,137.65,138.36,136.00
137.82,137.36,138.27,136.49
138.00,138.34,138.53,137.38
139.00,138.35,139.70,137.77
137.74,137.55,138.55,136.75
137.09,137.24,137.58,136.42
135.87,132.93,136.23,132.89
132.24,134.95,135.11,131.69
134.39,134.66,135.25,133.29
134.50,133.82,135.89,133.34
133.79,135.36,135.50,133.13
134.36,133.82,134.60,132.81
134.47,133.46,135.46,133.31
134.48,132.89,134.54,132.66
133.64,133.82,134.04,132.14
134.90,135.65,136.06,134.29
135.36,135.17,135.76,134.57
134.61,134.17,135.33,134.00
134.09,135.05,135.62,133.87
135.16,135.92,136.13,134.22
135.95,134.72,136.49,134.70
135.82,136.62,137.58,134.88
136.27,135.52,136.94,135.27
135.33,133.54,135.99,133.03
133.75,133.04,134.26,132.82
132.59,132.30,132.84,131.88
132.25,130.46,132.25,129.90
130.88,130.26,131.75,130.17
129.53,127.56,129.53,126.75
127.73,128.28,128.57,127.31
127.06,126.24,127.39,125.60
126.79,126.25,127.64,125.74
126.08,125.29,126.43,125.17
126.54,125.71,127.13,125.24
125.77,125.22,126.52,124.96
124.78,125.25,125.48,123.81
124.86,125.25,125.35,123.92
125.38,126.28,127.40,125.38
126.00,125.79,126.26,124.75
125.10,125.17,126.48,124.24
125.81,123.94,125.81,123.32
123.92,123.83,125.23,123.19
124.39,124.85,126.08,124.00
125.23,123.60,125.23,122.24
123.00,118.95,123.99,117.61
118.52,117.22,118.89,117.13
116.98,116.29,118.57,116.25
118.50,118.48,118.72,117.21
118.54,118.73,119.51,116.92
117.19,117.40,119.68,116.79
117.67,115.60,118.97,115.56
115.18,117.24,117.49,115.18
117.39,116.07,117.95,115.52
116.44,116.94,117.07,115.65
116.74,118.25,118.32,115.43
118.76,121.62,121.69,118.47
121.63,121.87,123.05,121.27
122.00,122.49,122.84,121.04
122.29,123.55,123.98,122.23
123.31,123.89,124.48,122.33
124.14,123.31,124.15,123.06
122.82,122.33,123.55,121.61
122.70,123.10,123.53,121.59
123.36,121.72,124.75,121.67
121.73,120.90,121.74,120.06
