NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,NASDAQ
61.50,61.50,61.50,61.50
61.50,61.50,61.50,61.50
61.50,61.50,61.50,61.50
60.21,61.50,61.50,60.21
61.50,61.50,61.50,61.50
61.50,61.50,61.50,61.50
61.50,61.50,61.50,61.50
61.50,61.50,61.50,61.50
61.00,60.90,61.00,60.05
61.20,60.80,61.20,60.05
60.80,60.80,60.80,60.80
60.00,60.50,60.50,60.00
60.70,60.70,60.70,60.70
60.70,60.70,60.70,60.70
58.20,60.20,60.20,58.20
60.20,60.20,60.20,60.20
60.20,60.20,60.20,60.20
60.20,60.20,60.20,60.20
61.00,61.00,61.00,61.00
61.00,61.00,61.00,61.00
61.00,61.95,61.95,61.00
63.00,61.95,63.00,61.95
60.48,60.90,60.90,60.46
60.95,60.00,61.00,59.10
60.95,60.00,60.95,60.00
60.95,61.00,61.00,60.95
60.00,60.15,60.15,60.00
60.15,60.15,60.15,60.15
60.15,60.15,60.15,60.15
60.15,60.15,60.15,60.15
60.15,60.15,60.15,60.15
60.50,59.97,60.50,59.97
