MSTR,MicroStrategy Incorporated - Class A Common Stock,NASDAQ
88.26,87.94,89.70,87.36
87.04,86.64,87.18,85.83
86.64,84.27,86.93,83.88
83.76,84.83,85.87,82.72
85.40,84.31,85.40,83.55
84.74,84.08,85.12,84.08
84.49,85.58,86.02,84.22
85.00,86.96,87.41,84.87
87.50,87.77,88.34,87.12
87.95,88.80,89.73,87.51
88.19,88.61,89.63,88.07
89.82,89.74,90.14,88.72
90.22,89.96,90.34,89.11
90.23,92.23,92.43,90.00
92.33,95.28,95.48,92.07
96.61,98.34,98.80,96.25
97.97,97.71,98.88,97.65
97.75,96.59,98.62,96.10
96.67,96.61,97.03,95.50
95.68,97.03,97.62,94.94
96.99,97.26,98.35,96.85
96.71,96.77,96.95,95.93
96.34,96.37,97.07,95.51
96.11,96.92,97.04,95.96
97.31,97.35,99.42,96.82
97.32,98.20,98.31,97.15
97.25,97.37,97.93,96.23
96.97,96.57,97.47,95.19
96.04,95.94,99.41,92.99
95.77,95.01,97.33,95.00
95.62,96.77,97.61,94.00
96.28,95.10,96.28,94.46
98.50,97.35,99.04,96.44
97.45,96.18,97.45,95.41
99.08,95.75,99.08,95.52
95.93,97.25,97.89,94.84
97.13,99.35,99.87,97.00
98.62,100.23,100.23,98.34
100.57,100.92,101.31,99.86
101.11,100.49,101.11,99.29
99.79,97.52,99.79,97.01
97.10,96.31,97.31,95.89
95.74,95.11,96.56,94.17
95.24,94.90,95.52,94.29
94.88,94.13,95.56,93.87
95.00,94.90,95.17,93.68
95.03,95.10,99.59,94.90
95.88,94.85,95.88,94.24
93.97,92.47,94.64,92.35
92.50,91.88,93.10,91.50
91.64,92.33,92.59,91.52
92.21,91.81,93.00,91.46
92.64,91.70,92.70,90.16
91.67,92.64,92.81,91.50
92.67,92.84,93.67,91.71
93.41,93.40,93.89,91.75
93.69,96.52,96.74,92.96
96.55,98.22,98.36,96.55
98.33,102.86,103.23,97.01
102.68,105.39,106.16,102.28
105.65,106.17,106.72,103.96
106.77,104.55,107.00,103.82
104.83,105.21,105.70,103.36
105.37,105.56,106.48,103.69
105.56,103.95,105.56,103.69
104.40,108.55,108.88,104.40
108.50,105.05,108.50,104.72
104.84,104.77,106.28,104.06
104.51,104.61,105.71,104.44
105.51,104.42,105.76,104.00
104.20,103.83,105.12,103.40
103.13,103.76,103.86,101.57
103.80,107.11,107.12,102.76
106.01,107.06,108.05,105.48
106.78,104.19,107.21,103.75
103.99,105.56,106.31,103.32
104.32,102.39,105.48,102.09
103.77,100.98,103.77,99.15
101.00,99.06,101.63,98.34
99.98,100.45,101.26,98.99
99.98,102.59,102.62,99.21
101.81,102.45,102.99,100.80
101.64,96.19,101.66,95.22
97.10,97.39,100.50,96.55
96.67,99.80,100.39,96.60
100.39,100.18,102.13,99.99
100.15,98.72,101.02,98.64
98.82,99.91,100.81,98.69
99.40,99.14,100.42,98.55
99.72,101.33,101.60,98.79
101.45,100.24,102.74,98.47
99.98,100.62,100.97,99.30
102.65,119.17,120.77,100.00
118.70,125.35,128.40,118.00
125.00,121.99,125.00,119.81
122.55,122.28,124.26,120.38
123.21,126.56,127.12,122.30
125.64,126.68,128.39,124.80
127.92,124.38,129.72,123.87
124.54,122.88,127.20,121.57
122.81,124.23,125.52,120.00
123.64,125.66,126.78,122.55
125.07,126.40,127.11,123.95
125.29,129.00,129.15,124.66
128.53,126.75,128.53,122.60
126.52,126.98,127.66,125.61
127.10,126.12,129.78,125.60
126.53,124.50,126.58,123.78
125.24,125.07,126.48,124.24
125.71,126.51,127.74,124.65
126.86,126.63,127.24,124.44
126.66,125.20,127.72,122.62
124.97,128.82,129.59,124.64
128.68,128.75,130.00,127.22
129.00,129.33,129.79,127.24
128.81,125.43,130.00,123.01
124.00,127.12,128.00,124.00
126.85,127.25,128.11,125.00
127.21,128.16,129.80,127.15
129.59,126.58,129.59,125.60
126.77,127.63,127.88,124.92
127.50,124.04,127.50,123.31
124.24,122.95,125.01,122.23
122.68,122.19,123.15,121.66
122.57,124.19,125.49,120.52
125.03,124.99,125.31,121.92
125.19,124.00,125.37,123.91
124.00,124.80,125.24,123.00
124.67,122.36,124.67,121.46
122.27,122.32,123.31,121.60
122.32,124.95,125.60,120.80
125.59,124.89,125.59,122.91
125.12,124.53,126.15,123.16
124.97,124.71,125.76,123.96
124.45,123.81,125.35,123.05
123.68,124.24,124.60,122.75
123.89,123.53,125.18,122.36
123.67,123.26,124.03,122.71
123.50,121.44,124.17,121.10
121.67,122.96,123.65,121.44
122.84,122.44,123.47,121.79
122.64,121.27,122.78,120.55
121.24,123.07,123.44,120.69
122.63,121.14,123.85,120.63
121.40,123.62,124.10,121.40
123.80,124.04,125.00,123.54
123.64,122.84,124.32,121.88
122.52,122.93,127.26,121.19
122.74,123.90,124.68,122.00
123.95,122.35,123.95,122.35
121.02,121.91,122.16,120.50
121.50,119.12,122.00,116.88
118.91,116.25,118.91,113.89
130.16,125.99,134.00,125.00
123.78,121.03,126.73,120.20
122.14,125.63,126.71,122.14
123.34,125.70,126.37,123.00
125.54,123.41,126.00,120.71
123.85,124.09,125.28,123.50
123.24,123.85,128.56,122.19
123.83,123.73,124.90,122.78
124.68,124.02,125.62,124.01
123.72,123.12,123.72,122.20
122.56,123.32,124.28,122.31
123.50,123.01,124.62,122.52
122.15,130.24,131.83,122.15
130.19,130.17,131.92,128.39
130.39,131.23,131.99,129.41
130.40,129.54,131.99,129.29
129.20,131.63,132.24,129.20
132.31,132.11,134.85,130.47
131.33,132.00,133.60,131.19
131.85,130.70,131.96,129.91
131.14,132.10,133.20,129.74
130.41,134.45,135.83,130.41
134.62,129.13,134.62,127.22
128.34,128.90,129.74,126.94
130.89,129.99,131.99,129.41
129.70,128.07,129.70,127.62
128.00,132.34,132.94,127.25
132.78,131.36,132.78,130.05
129.86,128.91,131.00,127.61
127.73,127.39,129.40,126.62
128.20,127.56,128.77,126.48
127.34,124.55,127.40,123.91
124.44,125.69,126.87,123.00
128.59,127.06,128.59,125.30
127.67,129.21,129.46,125.53
128.63,127.22,128.88,126.42
126.10,125.72,127.97,124.85
126.73,124.35,126.75,123.45
124.24,118.69,124.60,118.12
118.93,116.29,120.00,116.00
118.05,115.22,118.64,114.72
115.00,114.02,117.01,113.06
113.79,113.50,115.12,112.66
112.38,115.39,117.55,112.38
116.14,116.26,118.46,115.39
117.76,116.73,117.87,116.14
117.39,114.95,117.68,113.77
115.50,111.66,115.50,111.16
111.40,108.78,114.17,106.54
108.78,104.60,111.10,104.18
104.22,108.42,108.60,101.66
108.61,104.05,108.61,102.80
103.09,100.54,104.62,99.68
101.42,101.09,103.29,99.47
101.09,102.09,102.86,98.79
102.57,102.84,103.30,101.38
102.49,104.50,105.00,101.08
104.44,102.04,104.44,101.41
102.51,108.21,110.17,102.51
107.82,107.21,109.68,105.57
116.99,126.76,126.89,111.50
125.69,120.80,126.25,120.71
119.74,120.00,121.70,115.01
120.98,116.37,122.57,114.90
115.58,121.43,122.90,114.09
120.86,120.88,123.55,119.54
120.90,119.02,121.34,118.23
118.45,117.85,119.57,117.09
116.95,117.86,118.99,115.87
118.21,117.56,119.44,116.00
117.44,116.18,119.59,115.71
116.02,121.42,122.00,115.23
121.87,125.29,126.11,121.05
125.16,123.95,126.12,123.04
124.15,122.04,126.72,121.57
121.51,129.27,130.50,121.51
130.15,131.63,131.63,127.22
131.71,138.88,139.09,131.67
138.20,137.89,139.98,136.09
139.23,140.73,141.55,137.21
140.60,142.01,142.79,138.73
141.41,142.62,143.53,140.42
143.77,144.81,146.13,141.92
144.73,141.98,145.87,141.06
142.48,142.55,143.22,141.30
143.06,141.12,143.23,138.58
141.13,140.07,141.58,137.60
139.10,141.84,144.15,138.22
140.48,140.20,141.57,138.90
140.39,142.20,142.64,139.14
142.87,143.04,143.46,140.51
140.14,143.32,144.78,140.14
141.87,142.09,142.47,139.34
140.91,141.28,141.71,139.24
141.28,142.74,144.15,140.00
143.30,143.28,143.85,140.47
143.84,144.22,144.92,141.70
144.16,143.43,144.91,141.30
143.97,143.20,143.97,141.47
143.91,143.98,144.47,141.00
143.98,144.60,144.99,142.67
144.20,144.08,144.85,143.36
143.44,139.87,144.46,139.69
139.53,139.93,141.49,138.60
139.78,139.44,140.80,139.04
138.48,140.75,141.10,137.75
140.53,140.62,141.07,139.11
140.79,142.39,144.35,140.68
142.38,142.24,143.27,141.82
143.02,143.60,144.49,142.38
143.48,139.80,143.48,139.16
139.00,138.95,139.39,136.76
138.91,138.88,140.80,138.19
136.13,136.60,138.85,135.65
136.92,140.55,141.18,136.92
141.89,142.14,143.68,140.05
142.62,139.90,144.52,139.25
140.77,139.27,140.85,138.36
138.42,139.36,140.17,138.42
138.92,139.55,140.70,138.92
138.76,138.06,138.76,136.17
138.85,139.90,140.59,138.67
140.04,138.37,141.00,137.52
140.84,141.45,141.69,139.39
141.47,138.65,141.47,138.10
138.92,137.53,139.17,136.93
148.00,150.37,155.86,147.83
150.65,149.74,151.46,149.00
147.77,143.13,147.77,143.02
143.54,140.21,143.54,138.79
140.36,143.88,144.18,138.83
143.00,144.32,145.00,142.15
143.04,144.20,145.59,143.00
145.29,142.90,146.61,142.03
142.81,142.86,144.10,141.43
141.44,140.51,141.48,139.10
139.85,137.79,141.07,136.77
138.25,137.01,139.35,136.35
137.71,135.52,138.82,134.75
137.01,134.86,137.41,133.02
136.00,137.96,138.50,135.99
137.70,138.68,139.95,137.20
137.79,137.33,138.33,136.34
136.75,137.04,137.64,135.77
138.00,136.74,138.00,135.25
137.62,135.90,137.99,135.26
136.49,139.58,140.00,135.66
139.56,138.67,140.05,137.39
137.93,137.73,138.99,137.31
137.99,138.93,139.60,137.25
139.68,139.11,140.13,136.68
139.40,140.83,141.65,139.20
140.95,137.77,142.51,137.27
137.61,138.21,139.17,135.94
137.69,142.91,143.45,137.69
142.35,139.99,142.40,139.59
139.00,140.37,141.20,139.00
139.60,141.62,142.45,138.80
141.97,139.26,141.97,138.06
138.20,136.66,138.20,136.42
135.87,139.01,139.86,135.11
138.50,139.28,140.00,138.50
139.75,139.63,140.27,139.00
139.90,137.29,140.67,136.70
136.74,133.88,136.74,133.33
133.75,131.75,133.85,131.44
132.31,134.73,135.44,131.89
134.83,130.30,134.83,129.48
130.10,131.22,131.95,129.95
130.25,133.60,133.94,130.25
133.88,130.84,135.17,130.83
130.33,128.59,131.33,127.46
129.10,133.74,135.59,129.10
135.01,136.79,137.79,133.23
136.79,136.54,137.74,135.14
135.50,135.69,137.93,134.38
135.00,137.19,137.85,134.50
137.16,135.62,137.95,135.00
135.65,147.56,148.22,133.53
146.47,147.03,149.76,145.25
147.88,145.41,148.79,143.13
144.04,144.53,147.11,143.00
143.00,144.92,145.70,142.69
147.12,145.30,148.69,144.73
145.02,149.88,149.99,144.15
151.28,151.34,151.66,149.00
151.38,148.65,152.50,147.83
150.22,154.26,154.74,147.48
154.72,157.50,158.53,153.00
156.49,154.20,157.71,153.26
160.00,158.11,165.00,149.04
158.98,160.00,161.03,158.02
163.08,160.00,165.73,158.90
163.55,160.88,163.99,159.99
160.57,159.39,162.60,158.11
159.21,158.41,160.00,157.12
159.18,158.75,160.26,155.97
158.62,158.38,159.41,156.96
157.91,157.44,157.96,155.10
157.51,158.52,159.13,156.40
158.60,160.21,160.64,158.01
159.42,159.98,160.00,158.51
160.36,159.98,160.99,158.95
161.00,166.75,168.96,161.00
166.20,164.19,169.27,163.46
164.14,168.82,170.40,164.02
169.11,167.02,170.81,163.74
166.07,167.00,169.27,165.56
170.00,165.78,170.00,164.61
167.00,173.89,174.74,167.00
174.07,171.07,176.42,169.56
170.64,173.87,174.60,167.76
173.83,171.74,176.96,170.48
170.94,171.25,173.59,168.48
170.79,170.51,174.44,168.47
170.26,169.58,171.96,167.84
169.25,168.84,169.75,167.09
168.59,169.76,170.67,167.00
169.18,167.50,171.07,167.28
166.60,170.27,170.75,166.47
168.80,165.75,169.76,164.03
165.40,167.41,170.29,165.40
165.16,158.24,165.52,157.27
159.43,157.09,160.39,155.11
154.99,154.03,156.45,152.82
153.63,159.22,160.00,153.02
162.19,166.10,170.40,159.76
165.27,164.06,166.53,164.06
164.22,165.09,168.64,163.28
165.36,164.10,166.76,163.51
164.63,163.53,165.49,161.96
163.28,163.78,165.85,163.28
163.33,161.69,164.79,161.09
160.72,159.13,164.39,158.65
159.10,162.40,164.72,159.10
163.80,163.12,164.49,160.87
161.75,162.98,163.44,158.72
163.00,157.97,163.04,155.08
159.46,158.00,159.46,155.31
158.89,162.41,164.20,157.40
162.84,159.62,163.88,158.09
160.02,158.68,161.02,157.27
160.38,158.06,162.48,154.65
156.86,158.70,160.06,155.12
159.61,153.66,159.61,153.02
152.94,157.89,158.21,150.01
158.35,159.98,160.39,155.41
160.12,158.90,161.90,155.37
159.36,163.58,165.00,156.09
164.26,165.21,167.19,163.76
164.65,168.30,168.41,160.32
152.50,161.45,164.61,152.50
162.95,159.03,163.75,156.37
160.53,161.88,162.95,155.72
160.75,161.60,166.96,157.72
163.42,165.01,165.36,159.79
165.99,167.50,170.91,165.67
166.47,168.96,170.00,165.02
169.49,174.22,175.68,166.76
174.85,175.16,177.36,172.67
174.98,175.33,177.13,172.54
176.90,177.83,181.50,174.30
177.03,178.06,178.50,174.16
178.92,178.75,180.00,178.04
179.40,181.24,182.24,178.80
182.03,179.66,182.62,178.48
176.80,179.66,180.08,176.80
178.88,179.62,180.95,178.47
180.08,179.55,180.63,177.34
178.43,177.39,179.78,174.77
176.90,177.33,179.59,175.50
177.79,179.30,180.73,177.41
179.58,179.51,181.73,178.08
180.01,178.34,180.50,177.18
178.60,179.59,180.44,176.21
179.12,179.19,182.18,176.38
177.96,174.68,179.52,174.59
174.76,170.30,175.49,169.48
168.00,161.72,169.99,159.75
162.00,164.86,165.51,161.18
162.60,161.04,162.84,160.00
161.95,160.21,162.99,159.10
160.54,163.03,163.03,160.54
163.27,164.26,165.02,161.23
164.86,168.41,170.87,163.25
168.26,169.96,171.99,168.03
170.53,173.24,174.00,168.32
173.00,173.78,175.05,170.97
175.16,174.76,176.48,173.51
174.87,174.35,177.54,173.46
174.96,172.50,174.96,170.41
173.04,166.96,173.04,165.61
166.18,169.54,171.01,162.72
169.54,170.13,170.45,168.00
171.68,170.91,171.68,169.75
169.30,169.19,171.33,167.86
168.72,169.16,169.99,165.91
169.38,169.52,170.57,166.58
168.91,170.02,171.73,168.83
170.65,170.28,173.62,169.60
170.20,172.07,172.96,169.71
171.38,173.99,174.42,169.40
174.51,175.99,176.90,173.76
175.57,171.96,177.03,171.11
172.00,171.12,173.01,169.19
173.05,173.39,175.25,171.37
173.25,173.35,173.83,171.10
171.47,170.65,171.97,166.33
172.03,171.22,173.72,170.00
172.87,175.39,176.56,170.68
175.29,176.32,177.13,173.02
175.72,176.63,178.08,172.50
177.21,175.09,177.21,174.75
176.37,173.56,177.05,172.81
173.20,169.70,174.33,169.01
180.00,187.07,197.89,174.23
186.74,182.12,194.43,180.35
181.75,182.68,191.94,180.29
182.82,181.30,186.54,178.92
180.81,179.00,181.46,176.12
180.25,179.35,180.37,175.07
179.39,177.54,179.92,175.81
178.84,180.84,181.94,175.81
180.27,181.06,184.17,180.27
180.82,177.58,180.82,176.80
178.64,177.43,179.22,175.04
179.92,179.82,181.98,176.99
180.00,178.80,180.73,177.11
180.28,179.10,180.28,176.57
178.88,178.69,178.93,176.00
179.50,176.45,180.47,176.11
175.03,175.38,177.25,175.00
175.29,175.30,176.74,172.71
173.16,172.79,173.90,170.20
173.86,175.31,176.49,173.00
175.46,176.68,176.97,174.50
177.05,175.98,179.04,174.05
177.61,176.14,179.61,174.37
175.99,175.88,178.64,175.65
176.85,177.80,181.17,176.04
176.65,174.89,178.05,174.45
174.52,180.43,180.64,174.52
179.59,176.87,181.37,176.41
177.38,176.78,177.38,174.75
177.84,181.76,182.36,177.71
181.54,180.64,182.82,179.16
179.75,178.75,180.98,176.94
177.35,174.09,177.35,172.93
173.58,176.20,176.97,173.58
176.46,176.80,177.59,174.61
176.81,178.64,178.95,174.53
178.51,177.69,179.05,176.48
177.70,178.62,179.84,177.29
177.95,178.62,179.23,176.43
177.96,174.23,177.96,173.89
174.60,173.89,174.80,170.00
174.37,173.86,174.37,170.00
172.11,167.88,172.11,167.18
169.02,170.08,170.90,168.23
171.21,170.06,173.58,169.06
169.56,172.57,173.09,169.01
170.87,172.47,173.08,170.01
171.96,173.60,174.00,168.63
172.02,172.22,174.24,171.01
174.14,174.44,177.00,172.26
176.54,175.70,176.77,174.55
176.40,177.10,177.92,175.97
176.80,180.70,181.75,176.03
180.36,182.87,184.47,179.20
183.22,186.30,187.10,183.22
186.60,185.63,186.60,184.23
186.78,184.00,187.39,183.28
182.38,181.50,185.51,178.05
179.88,183.72,184.85,179.88
184.59,179.82,184.90,179.33
179.61,181.43,182.09,179.35
180.67,178.17,180.67,175.85
205.00,202.01,207.27,184.24
202.88,204.48,206.90,202.03
205.28,204.81,207.80,203.16
205.82,203.85,206.99,202.32
204.38,203.50,206.99,203.07
208.26,214.86,216.62,208.26
216.74,216.25,221.29,215.51
217.25,213.04,219.67,212.50
212.04,215.61,215.77,211.59
216.21,218.85,219.29,214.66
217.32,215.41,219.04,213.24
214.50,216.98,217.08,212.48
216.71,218.71,221.66,215.96
217.87,218.80,219.99,217.18
217.61,221.60,226.48,216.27
221.22,217.73,221.40,216.80
216.73,218.62,219.91,215.59
216.72,209.59,216.78,209.12
205.56,204.00,208.46,200.68
195.02,196.06,204.70,193.01
202.91,196.03,203.56,194.12
200.80,201.14,202.81,197.19
203.82,200.87,206.60,198.02
199.57,200.99,201.39,198.50
200.99,198.70,200.99,195.58
194.00,196.04,199.13,194.00
198.66,197.02,198.66,192.21
196.87,198.37,200.57,196.12
195.47,195.43,197.54,193.23
197.49,201.25,202.51,197.06
202.20,198.34,202.45,197.52
198.00,198.41,198.91,195.99
199.00,201.14,203.42,198.79
201.06,200.95,203.22,195.21
201.12,207.95,208.69,201.12
207.80,209.87,211.41,207.60
209.14,209.90,213.21,207.91
206.40,206.68,211.20,205.98
208.01,208.50,211.03,206.38
206.91,207.07,208.41,205.60
207.88,208.28,208.85,206.59
206.99,205.19,209.10,203.90
207.31,205.19,214.58,203.45
204.01,195.28,204.01,193.37
195.71,194.72,197.79,191.99
197.60,196.47,197.60,193.70
196.18,199.30,200.37,192.86
197.57,198.84,199.68,193.81
199.85,200.99,201.70,199.22
200.31,197.58,201.79,195.71
198.87,199.58,200.62,196.78
199.58,199.53,199.98,195.37
199.84,205.25,206.41,199.84
205.43,206.11,207.15,203.03
204.87,199.38,209.77,197.76
198.94,196.75,199.62,195.26
197.25,199.79,200.61,195.75
200.40,203.11,204.18,199.80
203.02,203.73,204.79,201.76
202.73,197.11,204.40,193.93
197.30,190.36,197.67,189.74
190.72,194.92,198.63,190.72
197.70,188.18,197.70,186.74
187.65,196.26,197.04,187.09
178.00,168.24,179.47,164.19
168.25,178.85,179.93,165.95
177.72,174.38,179.61,172.02
174.44,172.07,176.68,170.80
172.81,176.16,177.38,171.28
176.04,177.12,180.84,173.05
177.95,180.23,180.58,177.66
180.56,176.92,181.68,176.25
176.80,177.65,180.00,175.70
177.86,174.86,177.86,173.51
173.98,174.45,175.71,170.74
174.45,174.85,177.68,172.57
170.52,172.72,177.46,170.52
171.93,168.87,172.73,168.21
168.88,171.58,172.01,168.11
171.81,171.93,174.37,170.32
172.12,174.82,175.77,170.71
174.34,173.00,175.74,172.34
174.14,173.21,176.25,171.55
173.48,173.68,175.64,172.02
173.16,173.30,174.27,169.30
170.55,175.40,177.80,170.55
176.04,175.56,176.27,175.06
173.80,173.37,174.43,171.36
174.88,177.19,177.78,173.37
177.69,176.19,178.38,175.17
176.40,173.58,179.00,171.82
173.79,176.84,178.20,173.79
176.00,173.73,177.41,172.29
171.91,175.49,177.07,171.02
174.52,172.53,176.71,171.17
173.09,172.75,174.09,170.54
171.37,174.14,176.00,170.84
173.92,175.25,176.10,171.81
176.53,178.93,181.22,175.81
179.70,177.12,180.12,174.32
177.22,173.51,180.34,172.68
172.52,175.74,176.96,171.14
177.34,177.37,177.74,174.54
177.99,177.14,177.99,175.12
177.96,177.45,177.96,176.35
176.94,177.61,178.40,175.97
176.61,176.41,177.86,175.36
177.31,180.64,180.88,177.31
180.24,178.92,181.80,178.86
178.49,179.29,181.28,176.85
176.17,171.13,177.98,169.01
171.13,171.77,173.58,169.17
169.97,169.27,173.80,166.84
166.42,161.03,168.38,160.42
160.57,148.15,161.74,141.06
149.82,152.45,154.24,148.46
153.78,156.19,157.04,152.10
155.96,150.34,156.77,148.22
150.72,152.53,154.88,146.90
148.01,149.93,150.14,142.95
151.21,146.34,151.25,143.23
144.32,149.69,152.17,141.01
150.12,150.22,154.08,149.28
153.25,149.91,153.60,148.84
149.21,145.88,150.65,145.00
146.89,147.15,150.29,145.61
146.80,142.39,146.80,141.54
160.83,167.26,173.77,160.83
168.32,172.51,173.00,166.11
171.08,173.34,176.16,168.78
171.96,171.89,174.46,170.65
174.13,171.48,174.13,168.70
171.02,167.84,171.02,165.43
165.87,156.46,166.05,155.81
154.53,155.00,156.01,150.59
152.54,151.96,161.71,150.06
153.32,150.15,156.40,149.67
147.21,149.57,151.91,145.55
150.45,151.90,152.66,146.40
153.71,152.36,153.71,150.77
153.45,156.60,157.39,152.18
156.49,149.32,158.24,148.63
148.00,153.25,155.49,147.62
155.32,154.60,158.20,154.10
152.51,152.59,155.30,151.99
151.41,156.58,158.71,150.27
156.71,158.15,158.71,153.01
159.57,158.58,160.00,156.01
158.35,160.89,163.54,158.00
163.21,172.39,172.83,163.21
171.51,168.24,171.51,166.69
168.20,170.78,171.44,166.03
170.78,168.98,171.74,168.10
167.98,168.75,169.14,159.37
167.06,167.65,169.59,165.86
168.19,168.24,168.94,166.59
169.26,167.12,170.93,164.30
168.34,170.59,171.11,166.48
169.59,168.04,171.30,167.92
168.04,165.81,168.59,165.10
166.22,167.38,167.95,162.21
166.51,168.98,170.43,166.14
169.92,175.12,175.58,168.91
174.84,175.55,177.30,171.18
174.50,175.77,177.22,174.50
175.80,169.48,175.80,169.17
168.94,172.82,174.43,168.54
174.18,172.02,177.00,168.48
171.90,177.79,180.49,170.95
179.33,180.87,181.35,175.84
182.30,179.72,182.30,178.71
178.44,182.75,183.09,177.46
183.42,184.71,185.70,182.02
183.07,183.10,186.65,182.50
182.85,182.34,183.15,180.43
180.89,179.10,180.89,176.72
180.57,178.80,180.87,177.06
182.12,180.72,184.81,178.97
181.37,182.65,184.50,179.73
183.55,187.07,187.31,182.56
186.70,187.95,189.41,186.05
187.14,186.17,188.87,185.41
186.32,188.25,191.11,185.23
188.69,189.35,189.78,186.07
190.04,188.28,190.94,187.38
188.86,188.26,191.72,186.59
187.43,191.80,191.84,185.73
191.90,185.50,191.90,183.15
187.87,189.83,190.34,183.45
190.76,189.97,192.40,185.71
172.18,182.57,186.57,170.26
182.51,179.32,183.40,177.33
179.82,184.10,185.94,177.51
181.97,180.34,184.08,179.68
180.00,180.07,181.98,177.51
180.40,179.83,181.60,177.58
178.48,182.57,183.48,177.96
182.44,188.16,189.60,182.44
188.37,190.50,192.18,186.21
189.79,185.19,191.18,184.35
186.08,184.45,187.71,182.29
184.30,182.15,186.10,181.25
182.60,182.49,185.42,180.58
182.14,179.00,182.46,177.47
178.09,180.26,181.61,176.94
179.34,178.84,182.90,176.36
180.21,179.28,181.87,178.05
179.60,183.52,185.03,179.58
185.12,189.39,190.33,185.12
190.16,187.09,191.51,186.72
187.12,188.03,190.10,186.45
188.20,190.93,191.14,186.74
191.10,186.54,191.10,185.52
186.84,186.47,189.01,185.70
185.41,190.70,191.01,183.82
190.55,188.69,190.70,185.56
189.75,194.71,195.96,189.46
194.77,193.88,195.99,191.31
193.50,192.30,195.24,191.86
191.46,192.09,193.08,190.47
190.68,187.76,190.68,186.69
186.58,186.32,191.01,185.15
185.72,185.50,187.37,183.65
185.57,184.86,187.05,181.09
183.37,184.72,186.25,180.08
184.56,179.18,184.56,177.39
182.01,183.97,186.25,181.56
184.59,182.20,186.02,181.27
182.24,179.62,182.40,178.93
181.86,182.94,184.00,179.94
175.00,173.12,179.58,172.60
170.73,167.13,170.73,165.02
167.82,168.15,170.26,167.03
168.83,174.32,176.96,168.51
174.70,175.02,175.34,170.16
174.48,172.39,176.60,165.99
171.18,172.88,174.71,168.00
171.26,172.90,175.55,171.26
173.94,173.84,175.60,171.87
175.91,178.29,179.91,175.04
180.07,180.55,182.04,177.97
182.01,181.60,183.20,179.18
183.04,181.58,183.04,180.77
183.93,182.21,184.78,181.96
183.35,187.21,188.06,181.44
186.78,187.40,191.54,186.20
187.61,186.55,188.98,186.52
188.10,190.48,191.76,186.61
189.81,183.79,191.40,182.25
183.53,187.84,189.45,183.53
187.66,184.51,187.66,184.36
184.90,185.21,187.49,183.21
185.07,182.98,185.34,181.11
185.36,185.08,186.76,184.39
171.14,174.89,175.14,161.90
174.32,172.01,174.32,170.00
171.20,167.24,171.29,166.89
167.67,166.84,167.67,162.94
166.67,164.49,167.33,163.52
165.24,166.32,168.02,164.65
166.11,164.44,167.08,163.50
163.86,165.06,165.20,163.21
165.22,165.58,166.13,164.00
166.05,166.13,166.53,164.92
165.80,165.43,165.89,164.14
165.43,166.75,167.60,165.22
166.45,165.40,166.74,163.81
165.18,164.02,165.32,163.18
164.27,165.58,165.85,164.12
165.46,166.64,167.04,164.20
166.60,166.88,166.96,164.04
167.40,168.42,170.00,167.04
168.45,166.78,171.82,166.45
166.76,168.32,168.70,166.07
168.42,167.47,171.61,166.00
167.30,166.00,168.17,165.62
166.07,166.96,167.18,165.09
165.73,166.79,167.25,165.12
166.47,167.32,168.27,165.18
168.27,169.78,171.26,168.10
169.49,170.63,170.72,167.50
170.20,171.71,172.63,169.58
171.33,172.65,172.99,169.45
171.13,170.70,173.67,170.64
170.88,172.45,172.89,168.21
171.18,169.93,171.80,168.07
169.55,168.39,170.75,167.40
168.49,167.62,170.07,165.56
167.60,164.84,167.60,164.02
166.14,164.25,166.75,163.58
165.76,166.55,168.85,165.30
167.48,167.63,169.96,165.99
168.88,170.30,171.43,167.65
169.88,171.78,172.31,169.60
170.94,170.87,171.70,169.71
170.40,169.06,171.71,168.00
169.73,170.25,170.66,169.23
170.59,165.74,170.70,165.59
165.86,167.44,168.41,164.52
166.97,163.84,167.27,162.72
164.86,170.50,171.00,164.10
170.30,171.01,171.32,169.00
171.42,172.77,174.27,170.65
172.38,172.98,174.26,171.30
174.22,174.69,178.00,173.54
174.65,173.06,174.65,172.26
174.26,173.16,174.26,171.85
172.78,172.37,173.43,170.07
173.76,172.20,173.76,170.65
172.50,171.85,173.34,171.09
173.55,172.58,174.25,171.38
172.06,170.14,173.64,169.55
170.19,168.44,171.08,167.79
168.40,168.61,168.72,166.67
169.84,174.04,175.07,169.04
174.19,172.29,175.97,170.14
172.09,171.80,174.64,171.47
171.74,173.53,174.40,170.31
190.00,191.47,199.01,186.45
192.77,194.81,196.79,192.77
195.71,195.04,196.62,193.75
194.04,191.87,196.52,190.41
193.08,188.96,193.21,188.44
188.62,190.16,192.34,186.54
192.98,192.31,195.38,190.99
192.49,190.00,194.02,189.10
187.81,191.88,193.76,186.44
193.90,193.16,198.12,189.48
193.20,196.75,198.00,192.57
198.79,192.11,198.79,190.83
192.07,193.10,194.90,190.75
193.58,196.48,196.83,192.02
196.83,197.47,197.73,194.57
198.41,196.68,199.14,194.90
196.00,196.93,198.46,195.65
197.28,198.57,198.90,195.39
198.50,198.21,198.50,195.58
199.16,197.85,199.70,197.33
197.27,195.03,199.27,193.39
195.66,195.23,196.99,185.02
194.85,194.03,195.43,192.02
194.08,191.60,196.64,190.78
