IEP,Icahn Enterprises L.P. - Depositary units,NASDAQ
71.85,71.39,72.25,70.70
71.31,71.02,72.21,70.00
70.77,69.40,70.77,67.35
70.49,71.00,71.22,68.02
71.73,72.87,73.67,71.73
73.50,70.53,73.64,70.32
70.52,72.77,73.35,69.48
73.50,72.54,73.99,71.35
72.13,71.41,72.56,70.80
71.05,71.05,72.25,71.05
71.99,72.03,72.50,71.05
72.90,72.25,72.94,72.06
72.75,72.45,72.75,71.06
72.06,72.60,73.00,72.06
73.10,72.94,73.10,72.70
73.34,72.39,73.40,72.28
72.16,72.52,73.76,72.03
72.51,72.22,73.31,71.53
72.38,72.20,73.35,71.82
72.71,72.33,73.19,72.15
72.28,72.12,72.79,71.55
72.48,72.20,72.54,71.70
72.51,72.91,72.98,72.20
73.45,72.74,73.45,72.53
72.50,73.05,73.57,72.00
72.98,72.79,73.29,72.51
73.00,72.79,73.49,72.40
73.00,73.89,73.94,72.65
73.86,75.03,75.25,73.38
75.82,74.69,75.99,74.01
74.93,74.86,74.96,74.25
74.82,73.80,74.88,72.85
73.50,74.50,74.50,72.51
74.74,74.80,75.35,73.23
75.19,74.26,75.19,73.50
74.71,73.75,74.84,73.51
74.03,75.00,75.25,74.03
75.63,78.22,78.45,74.53
78.35,76.56,78.35,75.10
75.88,75.18,76.20,74.05
74.66,74.48,75.75,73.64
74.48,73.67,74.48,73.04
73.67,74.24,74.37,73.65
74.37,74.96,75.10,73.99
75.17,74.66,75.50,73.50
74.95,76.11,76.49,74.68
76.25,75.56,76.25,75.50
75.18,73.88,75.40,73.24
73.80,74.78,75.34,73.25
75.20,74.85,75.34,74.50
75.31,74.08,75.43,73.93
75.00,74.63,75.00,74.15
74.93,75.44,75.60,74.58
75.70,75.84,76.50,75.00
76.19,75.70,76.65,75.50
75.70,77.37,78.00,75.70
77.43,77.40,77.99,76.60
77.00,77.08,77.77,76.75
77.64,77.80,78.77,77.18
78.31,78.55,79.66,77.26
79.66,78.01,79.94,77.92
78.61,79.41,79.48,78.30
79.73,79.87,79.87,78.50
80.00,79.80,81.46,78.55
80.14,81.93,82.31,79.95
82.49,80.01,83.00,79.55
80.01,79.17,80.19,78.23
79.01,79.85,80.75,78.80
80.73,81.79,81.79,79.98
81.92,81.23,82.00,80.09
80.50,83.27,83.98,80.07
83.94,86.10,86.48,83.43
86.49,84.67,86.49,84.06
84.73,83.60,85.75,83.14
83.67,85.65,86.55,83.64
85.75,84.00,86.73,83.65
83.54,81.00,85.00,79.01
83.61,81.63,83.61,80.51
84.24,83.80,84.25,82.50
83.59,84.87,86.00,83.11
83.67,85.21,85.79,83.60
84.64,84.80,86.01,84.37
85.82,85.53,85.93,85.00
85.65,87.61,87.66,85.49
88.88,89.70,90.15,88.00
90.50,93.16,95.33,90.03
95.99,94.34,96.23,93.31
95.00,96.89,97.12,94.58
98.04,104.47,105.33,98.00
105.70,99.03,107.73,96.01
100.15,102.29,103.49,100.15
102.84,101.89,102.84,99.14
102.71,102.68,103.30,101.51
102.86,101.70,102.92,101.70
103.12,102.10,103.25,102.00
107.06,108.78,109.48,103.15
110.17,115.74,118.78,108.95
117.66,123.00,124.66,116.00
126.96,110.27,127.00,106.17
114.50,120.25,120.99,113.02
112.95,114.92,116.62,110.00
114.50,112.35,115.50,110.02
110.77,112.67,112.89,108.25
114.12,115.39,116.00,112.79
116.54,118.52,121.99,115.85
120.73,115.69,121.85,115.01
115.84,112.04,116.59,111.00
112.00,113.39,114.99,110.60
114.73,113.25,115.49,113.00
113.91,114.02,114.64,113.00
115.00,113.40,116.00,112.81
113.76,116.00,116.93,113.00
116.48,118.27,118.75,115.98
119.60,121.07,121.50,118.78
122.62,124.54,124.84,121.08
125.00,129.42,129.63,123.75
130.00,134.41,134.93,129.50
139.38,139.74,144.92,137.12
143.12,144.39,146.70,141.36
148.05,148.53,149.77,140.09
135.00,132.67,137.42,132.21
126.16,112.44,126.40,111.21
115.00,120.17,121.93,114.94
122.00,123.41,125.47,120.00
125.15,122.55,126.00,120.04
123.80,121.01,123.80,120.05
120.14,118.40,121.11,115.18
119.32,117.00,119.32,116.00
117.91,115.30,117.91,114.13
117.71,116.44,118.50,115.77
117.06,115.70,117.20,115.06
115.17,113.28,116.45,112.50
113.52,112.57,114.23,112.00
112.00,105.44,112.86,105.00
106.00,109.41,112.00,105.01
110.00,113.28,114.45,109.55
114.82,117.24,119.22,114.78
119.19,117.26,120.05,115.06
117.89,116.63,118.99,115.98
117.64,117.26,118.00,115.50
117.75,116.40,117.99,115.20
117.16,116.97,117.40,116.10
115.80,112.42,116.43,112.01
112.59,113.61,115.19,112.59
114.08,114.93,115.50,113.10
114.56,111.92,114.90,111.57
111.75,108.96,112.75,107.55
109.59,108.48,109.99,106.17
108.15,112.99,113.25,107.56
116.00,114.92,116.49,111.53
114.94,110.38,114.94,108.40
111.48,111.39,112.54,107.19
108.00,111.09,112.00,108.00
110.00,110.00,111.19,108.10
110.39,111.57,112.92,110.00
110.00,110.43,111.72,109.10
110.00,103.10,110.80,100.54
103.34,104.66,105.78,103.20
101.54,103.12,103.93,99.00
103.47,106.73,107.21,102.16
108.00,110.75,111.41,108.00
112.52,108.70,112.52,108.00
109.99,110.22,111.94,108.70
112.82,111.03,112.82,110.22
110.00,112.53,113.15,109.58
112.64,112.46,113.19,111.30
116.47,114.93,116.90,113.38
115.49,112.35,116.00,112.08
113.23,112.37,113.82,112.00
112.28,110.29,113.19,110.00
111.00,110.78,112.24,110.69
111.00,109.65,112.29,109.60
110.00,109.74,111.50,108.78
110.16,111.20,111.62,109.02
111.28,111.22,112.51,110.54
112.26,112.52,113.59,110.06
115.00,114.83,115.80,113.10
115.65,115.45,115.68,114.50
115.89,117.80,118.68,115.55
118.00,116.69,118.81,116.00
116.84,115.91,116.84,113.07
114.09,112.94,115.09,112.33
110.83,110.24,111.82,107.95
110.08,108.07,110.98,107.78
107.32,105.65,108.87,105.30
106.25,105.54,108.25,105.20
105.11,104.96,105.96,104.50
104.50,102.19,105.00,101.28
101.05,102.50,103.90,101.03
103.51,102.60,103.90,102.45
102.79,99.94,103.98,99.01
102.64,102.97,103.14,100.50
102.93,100.56,104.00,100.39
100.50,101.31,101.92,99.96
101.77,100.84,102.66,100.05
101.54,102.73,102.99,101.07
103.23,102.73,104.20,102.64
102.89,101.16,103.84,100.28
101.76,100.70,101.98,100.38
101.26,99.80,101.75,99.05
98.51,96.02,99.50,95.00
96.50,97.31,97.82,96.11
97.68,100.22,101.24,97.50
100.07,97.95,100.84,97.22
97.00,94.97,98.55,94.80
94.55,92.01,94.90,90.57
91.97,90.76,92.48,86.09
92.38,98.29,99.47,91.67
99.47,100.28,102.21,98.53
101.00,102.00,102.00,99.08
100.82,100.48,104.00,100.11
101.04,99.92,101.25,98.31
102.78,102.25,103.00,100.09
102.99,99.33,103.00,98.66
100.00,100.21,101.50,97.50
101.46,100.94,101.54,100.02
100.72,100.98,101.95,100.58
100.98,103.03,103.50,100.95
102.15,102.91,104.98,102.15
102.86,104.06,104.50,102.30
104.95,103.27,104.95,102.57
102.50,99.72,103.53,98.67
99.50,100.79,101.25,99.25
101.00,100.90,101.00,99.60
101.50,101.99,102.25,101.23
102.00,101.44,102.98,101.25
101.31,102.03,102.46,101.31
101.00,99.61,101.00,97.64
99.07,99.09,100.00,98.50
99.42,100.33,101.16,99.29
100.72,99.31,100.72,98.60
99.32,99.77,100.44,98.72
99.99,100.02,100.58,99.62
99.75,102.24,102.53,99.75
102.70,101.96,103.50,100.45
103.00,103.40,103.41,102.11
103.34,102.50,103.75,102.06
102.33,102.40,103.33,101.06
98.50,98.29,100.38,97.59
98.35,99.74,99.75,98.32
99.48,99.88,100.40,99.13
100.80,101.00,101.00,99.74
101.75,102.21,102.40,100.61
102.21,102.38,102.66,102.00
101.97,101.20,102.38,100.51
100.70,100.41,101.17,100.00
100.02,99.70,100.98,99.03
99.81,100.55,100.84,99.06
100.60,100.85,101.75,100.02
100.21,100.15,100.85,99.81
99.76,100.20,100.54,99.53
100.62,100.10,101.20,100.01
100.39,100.19,100.81,99.95
100.00,100.03,100.71,100.00
99.84,99.91,100.46,99.50
100.31,99.27,100.56,99.06
99.99,100.34,100.65,98.36
100.11,99.72,100.56,99.44
100.00,99.70,100.49,99.58
100.51,99.58,100.51,99.15
99.36,100.95,100.99,99.36
100.87,100.28,100.94,100.08
100.86,101.45,101.46,100.35
101.50,100.67,101.50,99.74
100.59,100.21,100.99,99.91
99.77,100.09,100.75,99.05
100.22,100.10,100.77,99.76
100.10,99.94,100.83,99.85
99.95,100.12,100.83,99.62
100.69,100.74,100.83,100.13
100.89,101.11,102.88,100.56
101.55,103.15,103.30,100.87
103.15,103.33,104.00,102.70
103.13,103.21,104.21,102.26
103.80,106.87,107.21,103.52
107.59,106.13,108.64,105.39
106.06,105.87,107.08,105.42
106.85,107.81,108.00,106.10
108.50,106.71,108.50,105.82
107.48,106.22,107.48,105.06
105.00,103.95,105.90,103.54
103.55,102.51,103.99,102.26
102.94,104.76,105.56,102.82
107.00,103.51,108.09,102.76
102.00,103.73,103.79,100.20
104.07,102.45,104.65,102.06
102.53,102.43,102.58,101.62
103.11,104.21,104.74,103.00
104.23,105.30,106.50,103.78
105.24,107.85,108.46,105.24
107.09,106.50,107.96,105.43
107.00,107.06,108.93,106.26
108.95,108.29,109.25,108.01
109.15,108.15,109.15,108.00
108.48,109.44,109.68,108.30
109.95,111.90,112.19,109.25
112.00,111.08,112.25,110.50
112.50,112.20,113.13,111.09
112.81,112.36,113.00,111.57
113.08,113.44,113.52,111.88
113.00,112.37,113.86,112.15
112.00,111.65,112.78,111.63
112.50,111.32,112.50,111.00
112.07,110.71,112.39,110.30
110.96,109.36,110.96,108.65
109.50,109.26,109.50,108.49
109.92,109.81,109.97,109.02
109.80,108.84,109.99,108.84
109.14,109.38,109.99,108.71
109.00,109.68,110.09,108.62
109.76,109.43,109.89,109.10
109.50,108.46,109.87,108.00
108.00,108.72,109.47,108.00
109.20,108.60,109.99,108.40
109.67,110.56,110.70,109.05
111.00,110.23,111.00,109.78
109.75,108.09,110.22,107.25
108.00,105.58,108.02,104.39
105.34,107.06,107.16,105.02
106.51,105.51,106.78,104.10
105.57,107.08,107.44,105.20
105.57,104.35,106.90,103.90
105.15,105.84,106.25,104.06
106.47,103.99,106.47,102.81
103.27,104.21,104.76,102.55
104.76,107.10,108.50,104.66
108.00,107.30,109.43,107.15
107.25,105.14,109.25,104.10
105.00,106.53,107.00,104.20
107.07,104.35,107.13,104.31
104.39,104.38,105.57,103.35
104.10,99.67,104.67,98.56
99.89,97.26,100.75,96.42
96.08,94.57,96.92,90.50
92.00,96.00,97.55,90.83
97.58,97.15,99.34,96.75
97.15,98.36,99.30,96.50
100.04,101.31,102.50,99.00
102.02,99.83,102.40,99.50
101.00,102.08,103.48,99.84
102.73,102.25,103.00,101.23
101.42,102.91,102.99,101.40
103.00,105.19,105.96,102.26
105.64,104.49,105.64,103.28
103.74,103.53,104.95,102.95
105.82,105.58,106.50,104.14
106.61,105.26,106.66,104.74
106.25,103.31,106.25,100.20
103.95,103.37,104.75,102.00
103.00,104.36,104.43,102.62
104.42,104.63,105.49,103.50
104.13,105.29,105.38,104.13
105.50,105.39,105.95,105.05
105.05,105.34,105.97,104.95
104.39,104.40,104.77,103.46
104.08,105.31,105.90,104.04
105.31,104.80,105.85,103.93
104.80,104.60,105.65,104.01
104.22,105.07,105.99,103.71
104.00,105.13,105.80,104.00
105.91,104.27,105.91,104.15
104.39,104.85,105.59,104.25
104.87,105.41,105.50,104.87
106.00,106.11,106.50,105.49
106.25,107.93,108.00,106.14
107.40,103.54,107.66,103.13
103.25,103.24,103.63,102.06
102.78,102.99,103.71,102.60
102.99,102.34,103.00,102.00
102.45,100.57,102.45,100.01
100.00,99.06,100.49,96.62
97.09,98.76,99.05,97.00
98.25,96.64,98.94,96.40
96.80,95.87,98.44,95.20
95.01,92.56,95.49,92.00
92.50,91.84,93.46,91.26
90.51,90.77,91.49,90.01
90.66,94.27,95.58,90.66
95.94,95.88,97.48,95.31
96.61,94.93,96.61,94.51
94.90,94.53,95.95,94.23
94.72,93.69,95.17,93.08
93.61,94.25,94.88,93.61
94.40,94.11,95.60,94.01
94.00,93.82,94.50,92.39
92.75,93.65,93.99,92.50
93.45,92.47,93.99,91.86
93.42,93.02,93.94,91.55
92.10,91.26,92.73,90.77
91.79,90.76,91.81,89.60
93.05,91.52,93.07,90.41
92.50,92.67,92.83,92.00
92.79,93.10,93.36,92.25
93.10,91.01,94.46,91.00
91.49,90.66,92.34,90.27
90.00,91.50,91.60,89.60
92.56,91.50,92.85,90.76
91.81,92.85,92.92,90.85
93.26,92.23,93.99,91.88
92.00,96.52,96.53,92.00
99.00,96.44,99.94,95.90
96.80,95.33,98.07,95.09
94.95,97.69,98.47,93.79
96.76,96.87,97.98,95.36
97.50,96.75,97.97,96.13
96.75,97.24,97.77,96.24
96.86,96.87,97.82,96.59
96.70,97.39,97.57,94.75
98.00,96.91,99.95,96.90
96.91,96.68,97.79,96.00
97.48,99.01,99.40,96.69
99.00,100.44,100.99,98.25
100.08,100.83,101.35,100.08
101.00,99.82,101.00,99.52
99.45,98.95,100.32,97.79
99.46,99.93,100.43,99.00
99.83,100.21,100.43,99.14
100.00,99.37,100.11,99.00
98.61,98.60,99.25,97.90
98.45,98.25,98.96,97.89
98.10,98.95,99.64,97.50
99.17,99.41,101.35,98.67
99.00,100.15,101.50,99.00
100.93,99.80,100.93,99.07
99.88,99.51,100.60,99.06
99.27,97.67,100.38,97.50
97.31,93.20,97.67,92.50
92.77,92.89,93.67,92.64
92.75,94.43,94.53,92.67
93.65,92.66,93.92,92.06
92.08,92.42,93.30,92.05
92.00,92.74,93.69,92.00
92.05,91.46,92.62,91.03
91.10,91.38,92.29,91.06
91.10,90.26,91.93,90.04
90.05,90.98,91.76,90.05
91.16,90.43,91.68,90.05
90.00,89.12,90.30,88.51
88.92,90.77,91.65,88.60
90.58,90.11,90.96,90.00
90.78,90.23,91.50,89.87
89.77,89.14,90.90,89.01
89.34,89.67,91.00,89.10
89.66,88.05,90.81,87.85
87.83,91.60,91.65,87.58
91.48,89.81,91.60,89.69
90.50,90.91,91.65,90.12
90.26,89.66,91.75,89.52
89.43,88.53,91.21,88.25
88.97,89.74,89.75,88.03
89.30,90.29,90.72,89.30
90.85,90.61,90.85,90.26
90.42,89.90,91.20,89.68
89.69,89.96,90.30,89.57
90.10,90.61,93.08,89.86
90.45,90.68,92.46,90.13
90.85,91.50,91.88,90.36
91.50,91.28,92.19,91.05
91.22,91.61,92.49,91.02
91.05,90.99,91.91,90.50
91.52,90.77,91.94,90.55
90.98,90.70,91.36,90.50
91.22,91.11,91.48,90.58
90.88,91.50,91.96,90.88
91.70,92.38,92.98,91.40
92.36,92.43,92.93,92.07
91.95,92.75,92.79,91.64
91.80,91.95,92.45,91.45
91.81,91.55,92.24,91.01
91.85,91.83,92.14,91.44
91.66,91.54,92.32,91.25
91.19,91.90,92.09,91.12
92.38,91.45,92.39,91.27
91.26,91.55,91.98,90.55
91.92,90.66,92.40,90.27
90.66,91.26,91.71,90.66
91.19,91.49,92.14,90.66
91.75,92.20,92.27,91.66
92.45,93.12,93.95,92.21
92.15,91.85,92.15,91.03
91.87,91.87,92.15,91.03
91.54,91.38,92.34,90.51
91.90,90.89,91.99,90.72
90.67,91.93,91.94,90.67
91.75,91.50,92.25,91.37
91.18,91.52,91.72,90.95
91.50,90.80,92.20,90.51
91.10,90.91,91.10,90.50
90.81,90.51,91.14,90.29
90.62,89.96,91.02,89.75
89.06,90.71,90.90,89.06
91.10,90.51,91.19,90.46
90.05,90.10,90.52,89.76
89.92,90.17,90.54,89.76
90.30,89.30,90.44,89.00
89.24,89.03,89.49,88.50
89.11,89.15,90.45,88.90
89.19,88.83,89.19,88.33
88.03,88.93,89.17,87.75
88.65,87.80,89.12,87.59
87.00,86.05,87.79,86.00
86.00,86.37,86.48,86.00
86.30,86.59,87.22,86.30
86.66,86.76,86.87,86.11
86.17,86.48,87.22,86.04
86.50,86.60,86.71,86.29
86.50,86.42,87.00,86.40
86.63,86.73,87.82,86.50
86.95,86.99,87.66,86.71
86.50,86.35,87.77,86.29
87.22,86.72,87.35,86.05
87.25,86.46,87.50,86.13
86.25,84.37,86.49,84.08
83.35,82.77,84.10,81.01
82.63,84.63,84.96,81.15
83.36,82.10,84.00,82.10
83.41,81.80,83.58,81.55
81.80,81.16,82.30,80.56
81.09,82.27,82.50,80.84
82.27,84.65,84.98,82.11
84.75,84.68,85.40,84.17
84.82,86.17,86.54,84.31
86.20,86.57,87.75,85.69
86.30,85.35,86.57,85.29
85.01,85.84,86.39,84.04
85.05,83.19,85.62,82.25
83.37,82.31,83.64,81.61
82.50,80.85,82.50,80.35
80.57,78.10,80.71,77.00
78.52,80.98,81.00,77.51
81.00,80.48,81.28,79.70
81.10,81.95,82.99,80.49
81.93,81.22,82.29,79.85
80.22,78.50,81.18,78.31
78.60,78.40,79.00,78.00
78.65,77.95,80.00,77.95
77.95,76.50,78.63,75.15
75.86,76.73,78.45,75.21
76.43,76.83,77.97,76.00
77.35,76.25,77.47,75.50
75.50,76.04,76.29,73.77
74.95,73.40,75.19,72.35
72.60,73.43,73.93,72.50
72.81,73.62,73.78,72.50
73.66,72.85,73.77,72.12
72.73,72.14,73.43,71.47
72.00,68.80,72.00,68.56
68.66,67.43,68.70,66.50
63.22,65.96,69.52,62.66
69.50,68.25,70.48,67.25
70.05,69.70,70.10,67.71
70.80,72.36,74.05,70.75
73.68,74.24,74.35,72.33
74.34,73.28,74.45,73.14
72.90,71.00,73.04,70.81
71.53,69.16,71.65,68.30
68.93,68.80,70.73,68.72
68.59,68.61,69.30,67.55
69.56,69.43,69.98,67.78
70.29,68.59,70.29,68.25
68.70,68.77,69.90,68.25
68.86,68.24,68.86,67.56
68.43,68.61,68.75,68.00
68.94,69.59,70.66,68.67
69.94,71.12,71.33,69.49
70.77,71.02,71.92,70.77
70.75,70.90,71.69,70.02
71.70,70.23,71.80,70.18
70.00,70.76,70.77,69.00
70.57,69.00,71.00,69.00
68.59,68.68,68.99,67.69
68.96,68.34,69.23,67.68
67.69,67.11,67.99,66.67
66.92,66.21,66.99,65.13
66.89,67.02,67.50,66.55
67.11,71.03,71.71,67.00
70.43,72.53,72.82,70.02
72.82,75.03,75.30,72.79
75.40,74.53,77.00,73.92
75.10,76.05,76.56,74.72
76.30,77.42,77.90,75.60
78.43,79.92,79.92,77.82
80.25,78.93,80.62,78.68
78.80,77.56,79.41,77.40
77.58,78.10,78.74,77.58
77.47,78.22,79.26,77.26
77.86,79.22,80.28,77.86
79.11,78.86,79.61,78.00
78.90,78.43,79.20,78.20
78.74,77.00,79.50,76.80
77.94,76.00,78.14,75.93
76.68,77.04,77.98,76.58
77.30,77.00,78.06,76.54
76.75,76.90,77.25,76.02
77.69,77.13,79.45,76.31
77.02,78.61,79.00,76.03
79.20,79.21,79.94,78.20
79.14,80.92,81.35,79.14
80.88,79.30,80.91,79.10
79.67,78.64,79.67,77.77
78.69,77.66,79.90,77.40
78.00,77.17,78.00,77.00
76.75,76.55,77.50,76.31
76.21,77.70,77.80,76.11
77.75,76.82,78.25,76.82
75.69,72.90,75.69,72.90
73.08,71.72,73.50,71.57
71.20,71.09,71.70,70.67
70.96,69.71,70.99,68.50
69.87,70.88,71.35,69.87
71.28,70.47,72.94,69.34
70.83,70.21,71.83,70.07
69.88,70.42,71.55,69.88
70.50,73.22,73.42,70.15
73.40,74.37,74.85,73.01
74.56,75.30,75.50,74.51
75.50,73.69,75.50,73.51
73.73,74.50,74.96,73.44
75.01,74.55,75.76,73.86
74.56,72.84,74.99,72.25
72.60,68.15,72.60,67.50
67.82,68.49,68.60,66.50
67.20,68.96,69.34,67.20
67.78,67.10,69.57,66.20
67.08,66.98,67.51,66.10
66.01,66.05,67.05,65.00
65.57,65.51,67.50,64.82
65.65,64.01,66.37,64.00
64.39,65.58,66.43,64.01
65.14,63.80,65.80,63.80
63.50,63.29,63.93,63.09
63.44,63.42,63.94,63.00
63.42,63.95,64.80,63.09
63.95,64.95,65.00,63.74
64.42,64.98,64.98,64.40
64.26,62.97,64.52,62.24
62.93,61.52,63.50,61.14
61.14,62.12,62.48,60.01
61.50,61.30,62.00,60.51
61.03,63.77,63.82,60.33
64.29,63.56,65.14,63.18
62.73,62.37,63.65,62.27
61.66,59.69,62.64,59.50
60.48,59.81,60.78,59.69
60.00,58.86,60.14,56.71
59.01,58.82,60.10,58.07
58.92,56.83,59.44,56.25
56.61,58.39,59.14,54.49
55.90,57.82,58.11,55.30
58.43,53.55,58.43,52.48
51.75,52.98,53.18,49.00
52.96,52.59,54.00,52.40
52.85,54.25,54.32,52.85
54.21,52.90,55.01,52.00
53.00,52.56,53.83,51.62
52.44,52.43,53.00,51.58
52.87,52.03,52.88,51.62
52.03,52.65,53.70,51.88
52.70,53.55,54.20,52.45
53.34,51.41,53.54,51.13
51.41,51.41,52.02,51.00
51.19,53.05,53.61,51.00
52.77,51.06,53.08,51.01
51.00,48.07,51.34,48.07
47.33,47.15,49.29,46.55
46.98,44.70,48.00,43.42
42.50,44.43,44.98,42.50
45.34,47.00,47.22,44.20
48.00,51.01,51.19,48.00
51.75,54.25,54.60,51.19
55.00,54.85,55.49,53.17
55.46,48.75,55.46,47.11
47.76,49.93,50.46,47.76
49.93,50.59,50.89,49.93
49.63,51.26,51.64,49.16
51.81,51.85,52.07,50.21
52.00,57.39,57.46,52.00
60.33,59.50,62.65,57.02
61.75,63.29,63.75,59.01
64.24,67.46,67.63,63.67
66.50,63.44,66.70,63.00
64.10,66.47,66.49,63.56
67.00,65.40,67.44,65.03
64.97,63.10,65.92,62.14
63.15,63.38,64.76,63.05
64.00,63.05,64.13,62.16
64.05,63.99,64.77,63.55
64.06,63.02,65.18,62.94
62.60,63.15,63.96,62.20
63.15,65.81,66.20,63.15
66.29,65.51,66.92,65.51
66.03,65.12,66.13,64.51
65.06,65.29,65.62,64.78
65.09,65.39,65.84,64.35
65.83,63.51,65.98,63.50
63.00,64.49,64.67,62.12
64.30,63.24,64.50,63.20
63.00,63.95,64.59,62.11
63.95,62.47,65.11,62.11
62.27,63.05,64.09,62.27
63.05,61.94,63.49,61.50
62.46,61.15,62.49,60.59
60.70,60.48,61.69,60.00
60.68,61.40,61.71,60.00
60.82,59.87,61.55,59.06
60.47,60.81,61.99,60.09
60.87,61.03,62.28,60.54
61.62,61.76,62.13,61.10
62.00,62.25,62.73,62.00
62.35,61.77,62.50,61.40
62.35,61.32,62.45,61.00
60.88,61.95,63.19,60.74
62.10,62.73,63.00,62.10
62.75,62.66,62.93,62.10
62.84,62.16,63.14,62.00
62.70,62.04,62.70,61.65
62.00,61.37,62.34,61.15
61.99,61.62,61.99,61.01
61.51,61.29,61.81,60.85
61.50,61.95,62.74,60.71
62.41,60.87,62.49,60.50
62.00,62.49,62.84,61.38
62.20,61.01,62.47,60.84
61.55,62.57,63.83,61.12
61.00,57.45,62.37,57.01
56.77,55.25,56.77,52.24
54.79,56.99,57.73,54.76
55.76,55.78,56.38,53.52
55.58,54.20,55.99,54.00
54.16,52.66,55.37,52.66
52.65,52.75,54.40,52.25
53.20,52.75,53.25,52.48
52.75,52.53,54.17,51.53
52.22,54.10,54.14,52.01
53.66,53.92,54.34,53.57
54.29,55.03,55.53,54.09
54.59,54.54,55.48,54.18
54.24,54.29,55.49,54.24
54.00,54.52,54.98,54.00
54.17,53.97,54.99,53.78
54.00,54.32,54.49,53.25
54.64,54.32,55.32,54.32
54.72,55.20,55.20,54.21
55.01,54.60,55.32,54.25
54.30,54.67,54.73,53.50
54.43,57.18,57.49,54.02
57.18,56.70,57.50,55.87
57.03,56.43,57.23,56.01
56.17,57.09,58.41,56.01
57.09,55.53,57.21,54.71
55.13,54.58,55.45,54.26
54.05,53.54,54.32,53.25
53.45,53.41,54.56,53.40
53.24,52.86,53.63,52.81
52.69,53.73,54.15,52.69
54.72,54.26,54.99,53.85
54.62,53.56,54.93,53.18
53.69,53.44,54.29,53.12
54.66,54.86,55.53,53.95
53.50,53.15,54.77,53.15
53.12,51.25,53.12,51.01
51.28,51.55,52.71,51.01
51.67,52.94,53.63,51.67
52.80,54.00,54.00,52.52
53.86,53.93,54.72,53.56
54.02,53.05,54.02,52.79
52.53,52.30,53.57,51.77
52.27,52.67,52.90,51.88
52.96,53.99,54.16,52.73
53.99,53.69,54.52,53.48
54.26,54.64,55.59,53.91
55.37,54.78,55.49,54.27
55.00,54.46,55.20,54.27
54.46,54.79,54.84,53.99
54.40,54.51,54.80,54.11
54.22,54.31,54.70,53.60
54.38,54.00,54.38,53.84
53.90,54.06,54.75,53.30
53.66,53.34,53.99,53.02
53.17,52.64,53.70,52.55
52.64,53.30,53.80,52.58
53.33,52.75,53.80,52.65
52.79,53.66,53.74,52.79
53.24,53.49,53.69,53.00
54.00,56.63,57.27,53.76
56.85,58.34,58.74,55.65
58.84,56.22,59.00,56.00
55.60,53.31,55.65,52.85
53.08,56.00,57.49,53.00
56.42,56.38,56.73,56.00
56.40,57.59,57.92,56.40
57.98,58.15,59.79,57.98
58.00,55.83,58.73,55.31
55.85,57.18,58.90,55.85
57.48,59.17,59.23,57.43
58.75,59.90,60.49,58.28
60.50,58.36,60.50,58.36
55.59,54.65,56.65,53.90
53.41,52.68,53.64,52.09
52.15,49.87,52.40,49.09
49.75,50.55,51.44,49.75
50.13,49.45,51.10,49.31
49.30,49.00,50.31,49.00
49.00,48.00,49.76,47.08
49.46,50.71,50.99,48.44
51.45,51.92,52.71,50.75
52.08,52.08,52.70,51.01
51.75,50.70,52.44,50.68
50.40,50.87,51.97,50.40
50.84,50.90,52.20,50.63
50.92,50.25,51.48,50.14
50.12,50.99,51.57,50.12
51.00,50.18,51.31,49.52
49.58,50.11,50.26,49.52
49.95,50.21,50.53,49.86
50.00,49.04,50.66,49.00
49.50,48.95,49.69,48.66
49.00,49.87,50.17,48.66
50.15,50.03,50.21,49.61
49.85,49.67,49.99,49.30
49.43,49.88,50.00,49.12
50.02,49.86,50.49,49.72
49.50,50.34,50.38,49.50
49.58,49.87,50.70,49.58
49.80,49.22,50.75,49.00
49.59,49.76,49.91,48.82
49.65,49.86,50.00,49.30
50.34,50.55,50.68,49.57
50.20,49.85,50.99,49.80
49.87,50.17,50.35,49.81
49.81,49.61,50.04,49.55
50.04,49.02,50.04,48.80
49.22,48.19,49.46,48.05
48.11,47.53,48.59,47.40
47.50,47.73,48.45,47.39
47.69,47.01,48.22,46.89
46.66,46.54,46.98,46.12
46.02,45.99,46.94,45.99
45.74,46.08,46.35,45.42
46.55,46.84,46.88,45.50
47.00,47.07,47.34,46.53
47.20,48.01,48.39,46.40
48.10,48.19,48.91,47.82
48.19,48.25,48.70,48.00
48.02,49.00,49.00,48.02
48.77,48.98,49.34,48.73
48.68,48.31,48.98,48.26
48.25,47.76,48.92,47.75
47.88,47.88,48.94,47.75
48.02,48.00,48.74,47.94
48.20,48.01,48.55,47.25
47.16,46.90,47.72,45.87
47.35,47.70,49.67,47.01
48.42,47.89,49.02,47.57
48.00,48.05,48.27,47.10
46.94,48.92,49.64,46.50
49.30,50.66,51.90,49.05
52.50,54.41,54.52,51.05
55.13,57.00,57.00,55.13
56.73,56.08,56.73,54.10
56.00,54.61,56.00,54.21
54.74,55.38,55.77,54.57
55.61,55.68,55.97,54.97
55.98,56.27,56.52,55.62
56.51,57.06,57.22,56.28
57.14,57.64,57.64,56.32
57.66,58.50,58.63,57.51
58.50,56.52,58.50,56.00
56.45,56.00,56.45,55.53
56.43,57.81,58.10,56.00
57.74,57.46,58.70,57.42
57.14,56.45,57.25,56.30
56.99,57.14,57.45,56.79
