NEPT,Neptune Technologies & Bioresources Inc - Ordinary Shares,NASDAQ
1.04,1.01,1.04,1.00
1.02,0.99,1.04,0.99
1.00,1.04,1.12,1.00
1.04,1.07,1.11,1.04
1.05,1.01,1.08,1.01
1.01,1.00,1.03,0.99
1.00,0.99,1.00,0.97
0.97,0.96,1.03,0.96
0.96,0.96,0.99,0.96
0.96,0.95,0.98,0.94
0.95,0.96,0.98,0.94
0.95,0.96,0.98,0.95
0.95,0.98,1.00,0.95
1.00,0.95,1.02,0.95
0.95,0.97,1.00,0.94
0.95,0.96,0.97,0.94
0.96,0.97,0.97,0.94
0.97,0.96,0.97,0.95
0.98,0.97,0.98,0.96
0.96,0.97,0.98,0.96
0.98,0.97,0.98,0.97
0.98,1.04,1.04,0.97
1.05,1.03,1.05,1.01
1.04,1.04,1.05,1.01
1.05,1.07,1.08,1.02
1.11,1.09,1.11,1.06
1.09,1.11,1.12,1.08
1.14,1.16,1.16,1.05
1.25,1.05,1.25,1.04
