PNRG,PrimeEnergy Corporation - Common Stock,NASDAQ
51.50,51.50,51.50,51.50
51.50,51.50,51.50,51.50
51.50,51.50,51.50,51.50
51.50,51.50,51.50,51.50
50.00,50.95,50.95,50.00
50.95,50.95,50.95,50.95
48.50,48.50,48.75,48.50
49.50,49.50,49.50,49.50
49.50,49.50,49.50,49.50
49.50,49.50,49.50,49.50
49.50,49.50,49.50,49.50
49.50,49.50,49.50,49.50
49.50,49.50,49.50,49.50
50.50,51.00,51.00,50.50
54.80,54.80,54.80,54.80
54.80,54.80,54.80,54.80
53.04,51.00,53.04,51.00
54.50,54.00,54.50,54.00
54.00,54.00,54.00,54.00
54.00,54.00,54.00,54.00
54.00,54.00,54.00,54.00
52.20,54.00,54.00,52.20
54.00,54.00,54.05,53.95
54.00,54.00,54.05,54.00
54.00,54.00,54.00,54.00
54.00,54.00,54.00,54.00
54.00,54.00,54.00,54.00
