PEP,Pepsico,NASDAQ
101.16,102.81,102.93,101.16
102.14,102.15,102.61,102.00
102.23,103.57,104.05,102.04
103.82,104.72,104.87,103.67
104.81,105.63,106.01,104.68
105.88,104.47,106.53,104.21
104.23,105.30,105.57,104.23
105.55,105.87,105.92,105.13
105.46,105.41,105.87,105.13
104.89,104.90,105.04,104.37
104.82,104.70,105.69,104.69
104.55,105.35,105.45,104.25
104.97,105.09,105.25,104.63
105.09,105.13,105.32,104.99
104.87,104.62,105.10,104.52
104.50,104.99,105.10,104.48
104.71,104.63,105.15,104.33
104.94,104.65,105.09,104.21
105.11,104.85,105.63,104.79
104.52,104.71,105.12,104.19
104.98,104.56,105.16,104.12
104.16,103.46,104.26,103.25
103.32,101.97,103.32,101.75
101.84,101.81,102.36,101.41
101.71,101.84,102.52,101.58
101.88,101.55,102.11,101.22
