RGLD,Royal Gold,NASDAQ
70.63,69.39,71.06,68.46
69.14,69.18,69.62,68.10
68.85,67.02,69.16,66.31
67.17,67.47,68.83,67.13
67.45,69.29,69.50,67.25
69.81,66.49,70.50,66.41
64.55,62.47,64.66,62.03
62.50,61.39,63.54,61.26
61.50,62.00,62.40,61.05
61.00,61.93,61.97,60.21
62.00,62.59,63.28,61.84
62.28,61.88,63.13,61.69
62.19,62.29,62.51,61.37
63.00,63.45,63.96,62.59
63.43,63.85,63.98,62.73
64.99,66.70,67.04,64.35
67.31,63.35,68.40,63.21
63.64,64.63,65.26,63.55
65.13,64.96,65.36,63.71
66.16,67.15,67.62,65.35
66.16,65.51,66.87,64.75
66.50,65.85,67.32,65.43
65.97,66.99,67.74,65.85
65.83,66.67,67.77,65.13
67.81,66.57,68.29,65.77
66.36,67.18,67.61,65.51
