SPYG,SPDR S&P 500 Growth ETF (based on S&P 500 Growth Index symbol--SGX),NASDAQ
74.64,74.73,75.09,74.44
74.90,75.26,75.39,74.90
75.36,74.41,75.37,74.40
73.64,72.43,73.69,72.25
72.54,72.24,72.57,71.65
71.60,71.54,71.92,70.83
72.07,72.12,72.15,71.74
72.63,72.76,72.85,72.49
73.21,73.22,73.45,73.05
72.86,72.66,73.18,72.66
73.30,73.33,73.90,73.10
73.26,73.46,73.79,73.16
73.17,73.53,73.64,73.17
73.87,74.21,74.21,73.53
74.55,74.39,74.67,74.35
74.85,74.97,74.99,74.64
74.98,75.13,75.15,74.90
76.00,76.35,76.35,75.88
76.50,76.42,76.50,76.12
76.55,76.49,76.60,76.39
76.38,76.20,76.45,76.01
76.40,76.53,76.60,76.30
76.52,76.66,76.84,76.52
76.39,76.67,76.68,76.34
76.85,76.82,76.86,76.49
76.95,76.48,77.05,76.45
76.94,76.32,76.94,76.30
76.34,76.63,76.65,76.12
76.31,76.65,76.66,76.11
76.43,76.55,76.71,76.33
76.77,76.72,76.92,76.47
76.94,76.51,77.05,76.51
77.18,77.54,77.54,77.18
77.33,77.54,77.54,77.21
77.52,77.57,77.68,77.46
77.47,77.18,77.73,77.10
76.92,77.00,77.04,76.63
77.49,77.21,77.49,76.90
77.11,77.00,77.34,76.78
76.65,76.90,76.99,76.65
77.01,77.27,77.36,76.66
77.26,76.88,77.26,76.88
76.25,75.72,76.25,75.59
75.52,75.51,75.74,75.40
75.49,75.23,75.75,75.23
75.29,75.48,75.82,75.27
75.37,75.52,75.69,75.13
75.29,75.85,75.85,75.29
76.10,76.07,76.10,75.71
76.25,75.92,76.37,75.92
75.12,74.56,75.26,74.56
74.59,75.09,75.09,74.57
74.81,75.09,75.43,74.81
75.00,74.82,75.05,74.73
75.56,75.15,75.69,74.89
75.19,75.82,76.00,75.19
76.00,75.87,76.08,75.86
76.23,76.30,76.38,75.44
76.23,76.77,76.77,76.23
77.18,77.16,77.22,77.03
77.02,77.24,77.34,76.91
77.40,77.26,77.47,77.18
77.41,77.43,77.47,77.27
78.30,77.72,78.33,77.63
77.94,78.11,78.17,77.83
78.14,79.13,79.17,77.93
79.36,79.17,79.46,79.00
78.94,78.40,78.94,78.40
78.55,78.04,78.55,77.81
78.11,77.97,78.25,77.73
77.93,77.58,77.93,77.50
77.75,77.86,78.10,77.70
77.67,77.76,77.76,77.51
77.09,77.27,77.52,76.65
77.38,77.86,78.01,77.34
77.49,77.86,77.86,77.44
77.74,77.29,77.74,76.81
77.25,77.78,77.81,77.20
77.30,77.08,77.53,77.08
77.08,76.13,77.08,76.11
76.15,75.95,76.15,75.43
76.80,77.44,77.51,76.80
77.47,78.13,78.13,77.47
77.70,78.49,78.50,77.70
78.28,77.99,78.48,77.96
78.52,78.95,79.00,78.50
78.77,79.53,79.56,78.77
79.92,80.11,80.29,79.85
80.43,80.23,80.43,80.09
80.38,80.78,80.84,80.37
80.48,80.40,80.48,80.10
80.67,80.80,80.80,80.42
81.00,81.07,81.07,80.73
81.15,81.22,81.37,80.97
81.35,81.56,81.63,81.27
81.80,81.27,81.80,81.13
81.08,81.16,81.53,81.00
81.28,81.23,81.40,80.82
81.53,81.51,81.53,81.20
81.25,81.35,81.44,80.93
81.50,81.52,81.77,81.22
81.52,80.37,81.61,80.37
80.37,81.13,81.23,80.37
81.46,81.42,81.53,81.30
81.35,81.40,81.44,81.20
81.05,82.05,82.12,81.04
82.13,82.68,82.68,82.13
82.76,83.02,83.02,82.65
83.15,82.49,83.15,82.48
82.62,82.26,82.73,82.20
82.40,81.94,82.73,81.89
82.16,82.74,82.77,82.16
82.71,83.09,83.20,82.71
83.36,83.04,83.38,83.02
83.34,83.45,83.57,83.12
83.51,83.56,83.92,83.35
83.65,83.63,83.99,83.49
83.76,83.31,83.81,83.31
83.16,82.88,83.44,82.68
82.67,83.12,83.38,82.60
82.91,82.89,83.08,82.83
83.79,83.81,83.91,83.44
83.95,83.79,84.08,83.79
83.73,83.74,83.89,83.58
83.80,82.79,83.80,82.78
82.76,82.53,82.77,82.32
82.56,82.41,82.68,82.24
82.84,83.02,83.19,82.84
82.82,82.81,82.93,82.53
82.86,83.95,84.00,81.62
83.96,84.06,84.13,83.85
83.83,84.20,84.46,83.83
84.73,84.77,84.77,84.43
84.67,84.84,84.93,84.63
85.19,85.22,85.33,85.06
85.60,85.16,85.60,85.10
85.19,85.04,85.19,84.94
85.21,85.57,85.57,85.20
85.22,84.60,85.26,84.46
84.88,84.82,85.03,84.53
84.81,84.37,84.81,84.11
84.61,84.93,85.03,84.61
85.00,85.10,85.26,84.77
85.28,84.99,85.37,84.75
85.31,85.19,85.33,84.93
85.16,84.05,85.38,84.01
84.37,85.28,85.29,84.32
85.49,85.64,85.88,85.49
85.57,85.57,85.71,85.38
85.58,85.31,85.69,85.18
85.90,85.73,86.02,85.28
85.87,85.99,86.02,85.72
85.58,85.06,85.58,84.76
84.61,83.57,84.64,83.35
83.37,82.84,83.53,82.21
82.68,83.10,83.33,82.68
82.46,82.28,82.84,82.00
83.15,83.51,83.70,82.88
82.40,82.90,83.41,82.35
82.94,80.89,83.07,80.85
81.52,81.74,82.03,81.10
81.54,81.73,81.86,80.87
81.94,82.70,82.77,81.94
83.25,84.12,84.12,83.01
84.09,84.38,84.38,83.84
84.40,85.24,85.27,84.40
85.35,85.30,85.49,85.09
84.78,85.90,85.90,84.78
85.70,85.95,86.24,85.55
86.25,86.32,86.45,86.03
86.13,85.76,86.59,85.56
85.82,86.26,86.30,85.82
86.46,86.14,86.61,86.14
86.16,86.82,87.16,86.16
86.66,86.60,86.92,86.35
86.83,86.58,87.05,86.37
86.45,87.12,87.19,86.43
87.22,87.21,87.76,86.99
86.50,86.50,86.83,85.93
87.54,87.94,88.06,87.54
88.00,88.07,88.15,87.88
88.30,88.14,88.40,87.95
88.31,87.90,88.31,87.57
87.92,87.95,88.02,87.54
88.15,87.64,88.31,87.41
87.04,87.64,87.64,86.96
87.70,86.50,87.76,86.23
86.06,86.14,86.67,86.06
86.48,86.86,87.14,86.48
87.15,87.77,87.77,87.12
87.91,87.12,87.91,87.12
87.03,87.36,87.54,86.90
87.57,86.66,87.57,86.57
87.10,86.17,87.10,85.56
86.28,86.41,86.70,85.86
86.72,85.71,86.72,85.71
85.50,85.28,85.61,84.95
85.45,85.59,86.21,85.45
86.35,86.35,86.53,86.17
86.64,87.18,87.19,86.64
87.47,87.45,87.53,87.21
87.83,87.23,87.83,86.92
87.85,85.80,87.85,85.58
85.29,84.54,85.45,84.38
84.85,85.02,85.13,84.31
85.49,86.28,86.28,85.22
86.35,84.13,86.35,83.88
83.44,83.29,84.24,83.10
83.79,83.83,84.17,83.19
84.16,84.50,84.57,83.06
85.16,85.50,85.50,84.70
85.22,85.69,85.84,85.22
85.74,86.09,86.09,85.53
86.30,86.56,86.84,86.27
86.48,86.27,86.48,86.16
87.03,86.43,87.03,85.95
86.08,85.49,86.08,85.35
86.00,85.94,86.25,84.88
86.15,86.34,86.40,85.80
86.01,86.51,86.62,85.97
86.69,86.62,86.90,86.44
87.02,86.67,87.02,86.49
86.22,86.91,86.91,86.01
86.89,86.38,86.89,86.21
86.39,86.36,86.39,85.55
86.30,86.19,87.00,86.04
86.01,86.57,86.57,85.90
87.01,87.56,87.56,86.99
87.65,87.55,87.85,87.48
87.27,87.12,87.53,87.00
86.85,86.30,86.85,85.81
86.29,86.77,86.77,86.15
86.73,87.24,87.24,86.73
87.01,86.63,87.17,86.50
87.05,87.42,87.43,87.00
87.58,87.87,87.98,87.41
88.02,88.34,88.34,87.91
88.67,88.88,88.88,88.58
88.90,88.72,88.99,88.69
88.92,89.28,89.28,88.76
89.19,89.47,89.47,89.04
89.48,89.45,89.59,88.99
89.31,89.48,89.51,89.23
89.34,89.66,89.70,89.26
89.97,90.30,90.39,89.50
90.47,90.63,90.70,90.47
90.81,90.78,90.99,90.63
90.88,90.70,90.88,90.44
90.36,90.45,90.62,90.19
90.33,89.71,90.36,89.55
90.05,89.82,90.05,89.47
89.90,90.00,90.13,89.71
89.99,90.23,90.30,89.88
90.18,90.94,90.94,89.99
90.98,90.86,91.02,90.56
90.86,90.72,90.86,90.58
90.87,90.58,90.87,90.48
90.70,90.15,90.97,90.14
90.13,90.84,90.84,90.13
91.00,90.71,91.00,90.13
90.73,90.98,90.98,90.58
91.14,90.91,91.18,90.86
91.30,91.82,91.97,91.28
91.90,91.81,91.93,91.76
92.27,92.32,92.36,92.00
92.09,91.95,92.21,91.88
92.07,91.24,92.07,91.00
91.51,91.72,91.77,91.27
91.02,91.28,91.49,90.00
91.48,91.45,91.53,91.22
92.06,92.07,92.23,91.99
92.25,91.75,92.25,91.42
92.29,91.98,92.29,91.80
91.77,90.95,91.93,90.95
91.36,91.93,91.94,91.12
91.84,91.71,91.84,91.35
92.00,92.19,92.34,92.00
92.42,92.48,92.58,92.27
92.50,92.42,92.61,92.34
92.34,91.91,92.34,91.75
92.13,91.95,92.13,91.43
92.02,91.65,92.17,91.62
91.88,91.72,91.95,91.44
91.10,89.83,91.10,89.81
89.78,89.62,90.14,89.21
89.99,90.30,90.45,89.36
90.08,89.52,90.12,89.25
89.02,89.43,89.74,88.88
89.93,88.99,89.93,88.79
88.95,89.96,89.98,88.95
90.23,90.33,90.57,90.23
90.09,90.12,90.36,89.90
90.36,90.83,90.91,90.36
90.91,91.21,91.30,90.91
91.75,91.48,91.75,90.88
91.93,92.23,92.33,91.93
92.50,92.92,92.92,92.41
92.70,93.15,93.20,92.70
93.30,93.17,93.30,93.01
93.32,93.21,93.35,92.97
93.83,93.63,93.83,93.55
93.80,93.74,93.88,93.64
93.81,93.53,93.81,93.41
93.41,93.49,93.51,93.20
93.67,93.67,93.73,93.38
94.00,93.76,94.00,93.54
94.08,93.54,94.08,93.45
93.86,93.35,94.04,93.33
93.47,93.79,93.79,93.00
93.92,93.71,93.92,93.46
93.64,93.05,93.84,92.97
93.06,93.70,93.70,93.06
93.23,93.46,93.49,93.21
93.63,93.16,93.63,92.90
93.30,92.81,93.30,92.63
92.61,93.61,93.67,92.46
93.72,94.05,94.07,93.42
94.03,94.23,94.27,93.92
94.35,94.05,94.35,93.71
93.74,93.04,93.79,92.85
92.65,92.76,93.12,92.63
92.73,93.44,93.50,92.46
93.24,91.92,93.24,91.92
92.02,92.79,92.96,92.02
92.02,92.57,92.62,91.88
92.75,92.50,93.00,92.26
92.41,91.17,92.41,90.86
90.90,91.15,91.16,90.12
91.79,92.17,92.31,91.48
92.58,91.95,92.58,91.62
91.67,90.54,91.67,90.54
90.52,92.21,92.25,90.10
92.17,90.45,92.17,90.36
90.50,89.16,90.64,89.16
89.30,87.47,89.37,87.41
88.10,87.52,88.47,87.36
86.71,87.14,87.37,85.13
85.67,87.10,87.56,85.62
88.36,88.23,88.81,87.78
88.14,89.19,89.19,88.08
89.82,91.03,91.07,89.82
91.18,90.34,91.37,90.31
91.40,91.70,92.18,91.25
91.93,92.40,92.40,91.65
92.30,92.31,92.40,91.79
92.67,93.40,93.40,92.67
93.56,93.27,93.63,92.69
93.17,93.94,94.17,93.06
95.15,95.04,95.15,94.68
95.27,95.11,95.41,94.96
94.96,94.81,95.10,94.25
95.51,95.24,95.51,94.85
95.30,95.60,95.60,94.94
95.73,95.46,95.73,95.28
95.70,95.84,95.91,95.46
96.00,95.99,96.05,95.74
95.82,96.10,96.20,95.72
96.27,96.16,96.51,95.81
96.32,96.20,96.33,95.99
96.14,96.05,96.25,95.94
96.06,96.77,96.93,96.06
96.77,96.59,96.77,96.20
96.17,96.71,96.84,96.17
97.75,97.15,97.75,96.97
97.52,97.64,97.69,97.42
97.88,97.67,97.98,97.63
97.86,98.01,98.02,97.65
98.09,97.95,98.22,97.82
97.81,97.05,97.81,96.97
97.01,97.54,97.68,97.01
97.71,97.87,98.04,97.52
97.99,97.91,98.15,97.53
98.07,97.94,98.20,97.90
97.84,97.28,98.11,97.00
96.17,97.35,97.41,96.01
97.26,95.78,97.26,95.78
96.30,96.24,97.33,96.23
95.63,94.84,96.20,94.84
95.45,94.37,95.63,93.92
93.67,93.19,95.24,93.19
93.38,95.03,95.30,93.18
96.33,97.27,97.39,96.33
97.04,97.55,97.79,96.98
97.45,97.85,97.85,97.32
98.11,97.63,98.28,97.60
97.72,97.81,98.05,97.72
98.08,98.14,98.34,98.03
97.92,98.31,98.34,97.92
97.99,97.60,98.10,97.48
97.79,96.84,98.06,96.68
97.12,96.59,97.44,96.00
96.04,95.11,96.82,94.91
95.24,94.37,95.56,93.75
94.87,95.51,95.53,94.81
96.32,97.29,97.39,96.32
97.46,96.55,97.46,96.22
96.85,95.84,96.85,95.65
96.66,95.74,97.45,95.05
95.00,95.32,95.40,94.50
95.46,94.32,95.86,94.31
94.15,95.64,95.66,94.06
95.95,95.88,96.08,94.98
95.74,96.35,96.57,95.31
96.77,97.80,97.92,96.00
97.70,97.56,98.00,97.48
97.70,97.90,97.90,97.23
96.38,96.17,96.93,95.77
97.17,95.18,97.26,95.18
95.47,96.27,96.38,94.78
95.96,94.99,96.35,94.80
95.50,95.90,95.90,94.01
96.40,96.84,96.86,95.82
96.57,96.58,97.17,96.33
97.11,97.70,97.71,97.05
97.98,96.96,97.98,96.80
96.83,96.53,97.01,96.34
97.09,97.77,97.92,96.93
97.83,98.09,98.24,97.57
98.58,99.00,99.05,98.47
99.26,99.50,99.50,99.05
99.53,99.62,99.80,99.27
99.61,99.95,99.95,99.41
99.82,99.89,100.14,99.82
99.86,100.64,100.75,99.68
100.80,100.88,100.88,100.51
100.89,100.90,101.05,100.65
100.85,100.85,101.19,100.80
100.97,101.02,101.07,100.67
101.05,100.66,101.09,100.66
100.77,101.47,101.49,100.77
101.17,100.92,101.22,100.42
100.59,100.52,100.71,100.00
100.86,100.74,100.90,100.40
100.51,99.25,100.51,99.00
99.57,99.70,99.87,99.32
99.15,98.10,99.15,98.10
98.43,97.72,98.43,97.71
97.88,98.81,98.81,97.88
98.82,98.35,98.86,97.76
98.73,99.66,99.67,98.47
99.52,99.57,99.79,99.02
99.16,100.53,100.96,98.73
100.43,100.67,100.84,100.41
101.17,101.17,101.44,100.81
101.17,100.81,101.24,100.81
100.66,100.46,101.07,100.44
100.61,98.45,100.61,98.45
98.06,98.25,98.67,97.74
98.35,98.61,98.70,98.20
99.28,99.53,99.65,99.18
99.24,98.59,99.56,98.59
98.63,98.08,98.63,97.51
98.12,98.49,98.56,98.12
97.79,99.04,99.31,97.51
99.02,98.90,99.56,98.86
98.90,99.33,99.42,98.90
99.36,99.66,99.67,99.01
99.82,100.08,100.11,99.78
100.05,99.76,100.57,99.68
99.69,99.56,99.79,99.05
99.97,100.06,100.29,99.87
100.00,99.99,100.25,99.87
99.50,98.82,99.50,98.57
99.44,99.96,100.13,99.44
100.57,100.10,100.57,100.10
100.62,100.71,100.75,99.98
100.45,101.06,101.13,100.28
101.39,101.34,101.53,101.08
101.83,100.84,101.84,100.84
101.15,100.99,101.26,100.27
100.72,100.41,100.75,99.80
100.00,98.95,100.16,98.67
99.53,100.28,100.32,99.53
100.53,100.42,101.04,100.39
100.39,99.12,100.39,99.12
99.53,98.69,99.71,98.25
98.70,99.34,99.54,98.70
100.28,100.71,100.86,100.28
100.80,100.24,100.85,100.24
99.78,99.97,100.39,99.21
100.23,99.85,100.46,99.84
100.50,101.24,101.24,100.36
101.50,101.27,101.50,101.14
101.32,101.73,101.81,101.23
101.78,101.58,101.90,101.58
101.77,101.49,101.95,101.31
101.37,101.66,101.84,101.37
101.60,101.70,101.83,101.60
101.29,100.50,101.40,100.24
100.84,101.70,101.78,100.71
101.60,101.51,101.71,101.15
101.51,100.84,101.51,100.64
101.27,101.06,101.45,100.66
100.95,100.99,101.31,100.45
101.32,101.05,101.49,101.00
100.82,100.17,100.88,100.17
100.33,100.08,100.40,99.82
100.02,99.46,100.02,99.24
99.31,99.18,99.53,98.84
99.55,100.49,100.67,99.55
100.79,100.77,101.00,100.64
100.17,100.00,100.54,99.88
99.30,99.54,99.67,99.00
99.49,100.11,100.22,99.49
100.30,100.48,100.64,99.86
100.56,101.65,101.75,100.56
101.15,100.76,101.15,100.69
101.17,101.34,101.73,101.17
101.67,101.35,101.67,101.11
101.23,100.75,101.51,100.74
101.01,100.67,101.09,100.54
100.70,100.36,100.71,100.09
99.46,98.20,99.86,98.16
99.01,98.62,99.05,98.20
99.39,98.98,99.47,98.71
99.40,99.31,99.59,98.98
98.48,98.97,99.36,98.43
99.17,99.57,99.71,97.91
98.91,98.12,99.03,97.90
98.87,98.25,99.30,98.20
99.21,99.57,99.64,99.07
100.22,100.72,100.74,100.22
100.69,101.20,101.35,100.69
101.33,101.08,101.45,101.00
101.83,102.13,102.13,101.74
102.61,102.65,102.66,102.31
102.88,103.05,103.21,102.65
103.00,102.75,103.00,102.50
101.71,102.23,102.39,101.71
102.37,101.60,102.42,101.55
102.02,100.85,102.02,100.72
100.42,100.17,100.66,100.11
100.79,101.46,101.49,100.37
101.65,102.12,102.17,101.49
101.82,102.22,102.24,101.47
102.49,102.10,102.49,102.05
102.18,101.76,102.21,101.43
101.99,101.79,102.05,101.57
102.23,102.10,102.66,101.98
102.26,101.05,102.26,100.57
100.88,100.74,100.88,100.11
101.45,101.88,102.00,101.45
101.32,101.03,101.51,100.67
100.23,100.98,101.02,99.49
101.13,101.10,101.64,100.81
100.98,101.50,101.53,100.91
101.15,102.19,102.19,100.94
101.90,101.92,102.23,101.76
101.48,101.49,101.93,100.80
100.48,99.05,100.49,99.03
98.04,95.84,98.43,95.69
92.93,92.01,94.79,68.39
93.82,90.90,96.50,90.90
91.86,94.82,94.82,91.70
95.71,96.94,97.00,95.02
96.49,96.77,97.14,96.39
96.56,95.90,96.69,95.66
94.95,93.31,94.95,92.68
93.60,95.15,95.15,93.59
95.56,95.03,96.20,94.82
93.93,93.74,94.21,93.17
95.28,96.01,96.01,94.91
96.93,94.65,97.02,94.65
94.59,95.34,95.97,94.59
95.07,95.74,95.77,94.87
96.23,95.51,96.23,95.37
95.88,96.80,97.04,95.60
97.03,97.41,97.44,96.62
97.42,97.43,98.62,97.38
95.83,95.77,96.81,95.47
96.36,96.09,96.77,95.60
95.00,95.00,95.11,94.36
94.96,94.90,95.26,94.57
94.17,94.48,94.55,93.32
95.51,94.14,95.51,93.73
93.60,91.48,93.60,91.34
91.70,91.50,92.50,90.86
92.53,93.24,93.30,92.20
93.48,93.30,93.61,92.62
92.54,95.15,95.16,92.33
95.75,96.65,96.68,95.75
96.49,96.05,96.72,95.63
96.59,96.77,96.87,95.94
96.54,97.55,97.65,96.40
97.77,97.85,97.99,97.50
98.08,98.07,98.17,97.70
97.64,97.41,98.30,97.23
97.38,96.95,97.47,96.86
97.22,98.38,98.45,97.17
98.67,98.68,98.79,98.42
98.63,99.21,99.26,98.58
99.08,98.90,99.34,98.69
99.33,98.39,99.33,98.35
98.96,99.88,100.02,98.96
101.56,101.55,101.79,100.93
101.40,101.55,101.71,101.16
101.45,101.38,101.76,101.15
101.92,102.49,102.51,101.16
102.18,102.64,102.78,102.18
102.79,102.12,102.91,102.12
102.42,103.34,103.34,102.39
103.09,103.40,103.78,102.80
103.84,103.35,103.97,102.90
103.44,103.10,103.63,102.67
103.10,103.00,103.22,102.42
102.75,102.00,102.75,101.50
101.79,101.93,102.11,101.59
102.44,101.77,102.44,101.74
101.54,100.65,101.58,100.56
100.50,99.12,100.50,99.04
99.16,100.52,100.52,99.16
100.70,100.66,101.24,100.43
101.03,102.15,102.36,100.97
102.40,102.23,102.49,102.17
102.58,102.81,103.05,102.58
103.03,102.71,103.27,102.56
102.37,102.79,102.91,101.87
102.96,102.87,103.01,102.75
103.07,102.88,103.08,102.66
103.31,102.27,103.31,102.22
102.95,103.34,103.35,102.78
103.55,102.49,103.64,102.34
102.71,100.90,102.71,100.50
101.34,103.04,103.10,101.34
103.16,102.42,103.16,102.06
101.83,102.30,102.60,101.50
102.12,101.15,102.96,100.60
100.97,101.32,102.13,100.97
100.10,99.41,100.47,99.30
99.64,100.03,100.03,98.70
100.89,100.69,101.35,100.65
101.46,102.29,102.36,100.75
102.56,100.81,102.56,100.81
100.25,98.37,100.25,98.37
99.12,99.29,99.29,98.53
99.68,99.97,100.17,99.25
100.56,100.84,100.92,100.33
100.63,100.90,101.03,100.63
100.40,100.70,100.71,100.19
101.36,101.95,102.14,100.95
101.78,101.30,101.96,101.30
101.22,100.17,101.22,100.17
98.29,98.17,98.29,97.30
98.66,98.52,98.96,98.08
97.13,97.57,98.08,96.95
95.80,95.05,96.81,95.00
95.79,94.19,95.96,94.08
94.59,94.46,94.86,93.26
95.50,95.39,95.77,94.17
95.78,92.71,95.78,92.62
93.07,94.15,94.91,91.94
91.57,92.19,92.77,91.15
93.12,92.38,93.42,91.48
90.84,91.53,92.38,89.04
91.88,91.85,92.88,91.13
93.47,93.95,94.09,93.17
93.91,92.79,94.04,92.79
93.22,93.75,93.91,92.85
93.44,92.21,93.72,91.90
93.35,92.92,93.35,91.88
93.13,95.00,95.00,93.13
94.60,95.22,95.48,94.32
94.64,93.58,94.64,93.26
94.12,93.56,94.12,92.28
93.33,93.48,93.90,92.67
93.09,90.88,93.28,90.71
89.74,89.53,89.74,88.09
88.40,89.69,90.66,88.40
90.29,89.95,91.25,89.88
88.46,89.19,89.75,88.24
90.17,90.57,90.64,89.67
91.80,92.36,92.36,91.29
92.97,93.99,94.18,92.81
94.12,93.34,94.12,93.24
92.85,93.51,93.60,92.77
94.52,94.83,94.96,94.48
94.74,93.75,94.74,93.75
92.84,94.26,94.32,92.29
94.47,95.40,95.41,94.16
95.85,95.22,95.88,95.15
95.03,94.28,95.52,94.28
95.12,96.72,96.77,94.90
96.49,96.77,96.81,96.24
96.76,96.80,96.82,96.18
97.11,97.03,97.48,96.68
96.62,96.67,97.04,96.13
96.13,96.03,96.76,95.93
96.49,96.45,96.49,95.87
96.86,96.40,97.24,95.52
97.25,97.95,98.05,97.24
97.77,98.16,98.29,97.77
97.60,98.08,98.15,97.59
97.98,98.74,98.95,97.82
98.48,99.04,99.36,98.32
99.29,98.88,99.29,98.61
98.67,99.14,99.18,98.62
98.63,99.23,99.49,98.63
99.09,98.73,99.14,98.64
98.26,98.81,98.81,98.24
99.04,98.80,99.08,98.72
98.73,99.97,100.06,98.51
100.58,100.44,100.92,100.30
100.53,100.53,100.76,100.18
99.93,101.31,101.31,99.61
101.19,100.94,101.25,100.74
100.01,100.00,100.51,99.87
100.05,101.28,101.28,100.02
100.71,99.97,100.71,99.71
100.63,100.12,100.87,99.73
100.56,99.64,100.80,99.64
99.76,100.41,100.65,99.61
101.04,101.19,101.36,100.82
101.39,101.30,101.56,101.12
101.25,101.20,101.40,101.04
100.93,101.84,101.90,100.93
102.11,101.71,102.11,101.38
101.69,101.65,102.06,101.41
101.75,101.27,101.83,101.07
100.71,100.71,100.92,99.99
100.46,100.70,100.70,100.17
100.91,100.48,100.91,100.33
100.03,100.36,100.55,99.75
100.06,99.34,100.70,99.21
99.37,98.96,99.37,98.40
99.31,99.90,99.92,99.14
99.34,99.18,99.62,98.84
98.56,98.80,98.97,98.52
99.02,98.79,99.22,98.61
98.57,99.30,99.30,98.33
99.36,99.56,99.85,99.28
99.99,100.88,100.89,99.94
100.65,99.91,100.75,99.83
100.10,99.68,100.19,99.24
99.65,99.23,99.97,98.93
99.17,100.17,100.41,99.15
100.00,98.99,100.00,98.80
98.98,98.95,99.72,98.40
98.68,98.52,98.68,97.98
99.01,99.08,99.51,99.00
99.20,98.96,99.47,98.95
99.56,100.56,100.69,99.56
100.77,101.11,101.38,100.77
101.24,101.25,101.44,100.98
101.25,101.66,101.72,101.25
101.77,101.62,101.97,101.18
101.20,101.68,101.77,101.20
101.56,101.98,101.98,101.10
101.50,101.70,101.87,101.22
101.77,102.03,102.25,101.67
102.01,102.04,102.43,102.01
102.04,102.29,102.52,102.04
102.00,102.33,102.49,102.00
101.62,101.31,101.68,101.16
100.98,100.65,101.39,100.54
100.37,100.58,100.60,100.01
100.71,100.32,101.02,100.32
100.02,100.74,100.81,99.57
100.26,99.69,100.26,99.33
100.51,100.21,101.08,100.21
100.47,100.46,100.69,100.21
100.60,100.31,100.92,100.28
100.94,101.36,101.36,100.81
98.18,98.04,99.65,97.78
97.35,96.42,97.38,96.04
97.41,98.06,98.07,97.18
98.94,99.74,99.86,98.94
99.88,100.91,100.91,99.72
100.91,101.29,101.58,100.68
100.79,100.88,100.97,100.53
100.45,101.49,101.49,100.22
101.56,101.35,101.80,101.12
101.96,102.93,102.99,101.86
103.25,103.30,103.63,103.04
103.72,103.78,104.00,103.57
103.96,103.76,104.00,103.61
104.24,104.26,104.43,104.00
104.45,104.18,104.45,103.93
104.28,104.46,104.58,104.07
104.17,104.32,104.32,104.11
104.78,105.07,105.22,104.78
105.00,104.65,105.12,104.35
104.61,105.11,105.11,104.61
105.05,104.90,105.05,104.47
104.79,104.81,105.18,104.38
105.40,104.90,105.40,104.63
105.07,105.32,105.37,104.77
105.36,105.54,105.77,105.18
105.60,105.66,106.01,105.43
105.72,105.09,105.72,104.72
105.00,105.28,105.28,104.96
105.35,105.40,105.60,105.22
105.75,106.10,106.22,105.57
106.30,105.87,106.36,105.74
106.03,106.04,106.40,105.99
105.99,105.84,106.16,105.76
106.24,106.45,106.49,106.13
106.21,106.18,106.27,105.99
106.41,106.52,106.68,106.41
106.28,105.78,106.55,105.78
105.84,106.07,106.07,105.35
105.95,105.92,106.12,105.84
105.81,106.05,106.16,105.68
105.90,105.99,106.29,105.85
106.33,106.45,106.67,106.24
106.28,105.59,106.43,105.38
105.48,105.44,105.90,105.33
105.57,105.48,106.06,104.90
105.54,105.74,105.98,105.31
105.77,105.36,105.86,105.23
105.35,105.26,105.35,104.79
105.25,105.36,105.37,104.56
105.73,105.90,106.06,105.41
105.95,106.07,106.07,105.57
106.15,106.16,106.23,105.83
105.79,105.64,105.90,105.35
104.90,102.97,104.90,102.97
102.45,104.48,104.59,102.43
103.99,103.49,103.99,103.00
103.46,103.43,104.18,103.40
103.58,104.69,104.88,103.42
104.18,104.08,104.22,103.70
104.56,104.06,104.74,103.83
104.28,104.28,104.46,104.08
104.48,105.20,105.36,103.96
105.67,106.01,106.11,105.67
105.84,105.41,105.84,105.31
104.86,104.45,104.97,104.45
104.48,105.21,105.30,104.35
105.37,105.60,105.60,104.97
105.64,104.58,105.64,104.40
104.87,105.23,105.62,104.85
105.12,104.99,105.12,104.66
105.13,104.50,105.26,104.17
104.74,104.67,105.00,104.67
104.67,104.80,105.03,104.42
104.90,104.49,104.90,104.09
104.85,104.89,105.21,104.85
104.76,103.57,104.76,103.24
103.66,103.86,104.05,103.53
103.14,103.37,103.79,102.75
103.92,103.59,104.16,103.51
103.56,103.12,103.56,103.11
104.00,103.88,104.23,103.80
104.01,104.02,104.23,103.74
103.98,103.87,104.09,103.59
103.84,104.17,104.24,103.67
104.66,104.96,104.97,104.66
104.77,104.36,104.77,104.28
103.82,103.85,104.24,103.60
104.23,103.34,104.27,103.26
103.16,103.06,103.76,102.89
103.07,102.98,103.29,102.98
103.08,102.08,103.08,101.57
101.99,101.45,102.12,101.45
101.44,100.90,101.53,100.62
100.69,100.70,101.43,100.69
102.13,103.00,103.00,102.05
102.85,103.49,103.85,102.80
102.20,104.02,104.15,101.25
104.61,103.23,104.69,102.64
103.10,103.32,103.49,102.77
103.47,102.57,103.47,102.12
103.03,103.43,103.55,103.00
103.08,103.76,103.77,103.08
103.91,104.34,104.49,103.87
104.52,104.01,104.59,104.01
104.35,104.94,104.94,104.35
105.15,105.17,105.21,104.80
104.76,104.99,104.99,104.50
105.13,105.35,105.35,105.13
105.19,104.92,105.36,104.84
