USATP,USA Technologies,NASDAQ
23.00,23.00,23.00,23.00
23.00,23.00,23.00,23.00
22.06,22.00,22.50,22.00
23.25,23.25,23.25,23.25
23.25,23.25,23.25,23.25
23.25,23.25,23.25,23.25
22.16,22.02,22.16,22.02
21.80,22.21,22.21,21.80
22.21,22.21,22.21,22.21
22.21,22.21,22.21,22.21
22.21,22.21,22.21,22.21
22.21,22.21,22.21,22.21
22.21,22.21,22.21,22.21
22.21,22.21,22.21,22.21
21.65,21.90,21.90,21.65
21.90,21.90,21.90,21.90
21.90,21.90,21.90,21.90
21.90,21.90,21.90,21.90
21.90,21.90,21.90,21.90
21.90,21.90,21.90,21.90
21.90,21.90,21.90,21.90
21.56,21.88,21.90,20.86
21.88,21.88,21.88,21.88
21.89,21.85,21.89,21.85
21.85,21.85,21.85,21.85
21.40,21.88,21.88,21.20
