CKH,SEACOR Holdings Inc. Common Stock,NASDAQ
64.22,65.65,66.03,64.22
65.32,66.05,66.21,64.67
66.41,67.84,67.96,65.86
68.40,69.28,69.72,67.54
70.79,70.67,70.93,68.98
71.00,70.50,71.20,69.50
69.38,67.33,70.42,67.03
66.88,69.26,69.26,66.13
69.27,69.51,70.42,69.16
69.81,70.59,70.72,69.20
71.14,71.54,72.07,70.72
71.57,72.97,73.52,70.74
72.94,71.12,73.14,71.04
71.27,71.59,71.91,70.53
71.87,72.58,73.21,71.36
72.53,72.01,73.12,71.82
71.59,71.48,71.65,70.90
71.42,71.28,72.40,71.08
72.46,73.41,74.09,72.28
73.61,75.47,76.32,72.81
75.70,74.08,75.99,73.44
74.26,74.73,75.22,73.66
74.17,72.87,74.25,72.80
73.19,72.36,73.19,71.91
72.65,73.10,73.85,72.01
73.60,72.19,73.60,71.19
72.40,72.93,73.99,72.40
