CAW,CCA Industries,NASDAQ
2.69,2.60,2.69,2.60
2.70,2.60,2.70,2.60
2.65,2.58,2.65,2.55
2.60,2.60,2.60,2.60
2.61,2.65,2.65,2.60
2.55,2.60,2.85,2.55
2.62,2.58,2.70,2.58
2.65,2.60,2.65,2.58
2.60,2.55,2.60,2.50
2.60,2.65,2.65,2.55
2.60,2.55,2.60,2.55
2.60,2.60,2.60,2.51
2.65,2.55,2.65,2.55
2.60,2.60,2.65,2.60
2.65,2.50,2.65,2.50
2.65,2.55,2.65,2.50
nan,2.55,nan,nan
2.60,2.55,2.60,2.55
2.55,2.55,2.60,2.54
2.51,2.60,2.60,2.50
2.55,2.60,2.60,2.55
2.55,2.55,2.60,2.55
2.60,2.60,2.60,2.58
