BSPM,Biostar Pharmaceuticals,NASDAQ
5.18,5.11,5.42,4.76
5.04,5.18,5.76,5.04
4.83,4.55,4.96,4.41
4.56,4.41,4.89,4.41
4.62,4.76,4.76,4.55
4.69,4.69,4.69,4.55
4.55,4.83,4.90,4.55
5.11,4.83,5.11,4.62
4.55,5.00,5.04,4.55
4.41,4.76,4.76,4.41
4.71,4.61,5.06,4.48
7.00,5.53,7.42,5.15
5.81,5.39,5.81,5.39
4.77,5.60,5.60,4.77
5.19,5.60,5.60,4.97
5.60,5.60,5.60,5.11
5.14,5.25,5.58,4.83
4.90,5.25,5.25,4.90
5.25,5.25,5.25,5.11
5.25,5.11,5.25,4.97
5.24,5.18,5.25,5.11
5.25,5.18,5.25,5.18
5.18,4.98,5.81,4.84
5.18,5.25,5.25,4.83
5.04,5.04,5.25,4.97
5.53,5.46,5.53,5.25
5.25,5.17,5.25,4.90
5.04,5.25,5.32,4.98
4.97,5.32,5.32,4.97
5.04,5.13,5.13,5.04
4.90,5.74,5.74,4.90
5.25,5.48,5.74,5.11
5.46,5.46,5.67,5.46
5.19,5.32,5.67,5.19
5.60,5.60,5.60,5.30
5.67,5.67,5.67,5.66
5.68,5.95,5.95,5.53
5.74,5.67,5.81,5.39
5.47,6.37,6.37,5.47
6.02,6.02,6.23,6.02
5.95,6.12,6.12,5.25
6.23,6.06,6.44,5.74
6.09,6.23,6.37,5.75
6.16,6.16,6.23,5.47
6.09,6.16,6.16,5.60
5.95,5.60,6.02,5.50
5.46,5.95,6.02,5.46
5.95,5.81,5.95,5.46
5.46,5.88,5.88,5.46
5.67,5.60,5.67,5.60
5.53,5.67,5.95,5.53
5.60,5.88,5.88,5.60
5.88,5.67,5.88,5.53
5.60,5.48,5.60,5.47
5.48,5.48,5.48,5.48
5.46,5.60,5.81,5.32
5.53,5.40,5.53,5.39
5.60,5.67,5.67,5.60
5.60,5.87,5.87,5.32
5.53,5.60,5.87,5.53
5.67,5.39,5.67,5.32
5.25,5.22,5.26,5.22
5.22,5.39,5.39,5.22
5.32,5.36,5.39,5.18
5.39,5.25,5.39,5.04
5.24,5.18,5.25,5.18
5.18,5.18,5.19,5.11
5.25,5.39,5.39,5.11
5.39,5.12,5.39,5.11
5.04,5.25,5.59,5.04
5.25,5.23,5.25,5.23
5.11,5.38,5.39,5.11
5.32,5.12,5.47,5.04
5.04,5.25,5.31,5.04
5.46,5.00,5.46,4.91
5.03,5.25,5.25,5.03
5.25,5.39,5.39,5.04
5.11,5.59,5.60,5.11
5.60,5.95,6.23,5.46
6.16,5.67,6.16,5.67
5.67,5.60,5.74,5.56
5.67,5.94,6.23,5.67
6.09,7.78,8.33,5.67
7.77,7.21,8.19,7.00
7.00,6.49,7.63,6.30
6.58,6.79,7.21,6.58
6.93,7.14,7.56,6.86
7.28,7.28,7.42,7.07
7.14,6.79,7.35,6.65
7.21,8.68,9.80,7.20
9.10,8.14,9.66,7.98
8.05,8.12,8.33,7.70
7.98,7.49,8.33,7.49
7.56,7.70,8.05,7.42
8.05,7.77,8.19,7.42
7.63,7.49,7.84,7.14
7.49,7.77,8.05,7.49
8.12,7.98,8.12,7.91
7.98,8.05,8.12,7.70
8.40,9.03,9.66,8.40
9.03,9.03,9.45,8.26
8.68,8.47,9.03,8.40
9.31,9.24,9.45,8.75
9.45,14.84,15.40,9.31
15.54,18.20,24.08,15.05
20.79,16.73,20.79,15.96
15.12,14.35,16.10,13.09
14.77,13.86,15.26,13.16
13.86,13.93,14.98,13.58
13.72,14.00,14.63,13.72
14.00,13.37,14.22,13.30
13.72,12.67,13.79,12.53
12.46,12.32,12.95,12.25
12.32,12.67,12.81,12.32
13.30,17.50,17.71,13.30
16.87,15.96,17.15,14.91
15.19,15.26,16.03,15.05
15.26,15.82,15.89,14.70
16.03,15.33,16.66,15.26
15.61,15.14,16.10,15.05
14.91,14.35,15.75,13.86
14.00,14.35,14.70,14.00
14.21,13.86,14.21,13.58
13.79,14.09,14.70,13.51
14.56,14.42,14.56,14.00
14.28,14.28,14.49,14.00
14.28,15.26,15.96,14.28
15.26,15.12,15.40,14.70
14.70,14.84,15.05,14.42
15.40,14.49,15.40,13.65
14.35,14.14,14.49,14.14
14.07,13.65,14.42,13.51
13.65,13.86,14.28,12.95
13.58,14.00,14.21,13.09
14.00,14.49,14.70,13.79
14.70,14.63,14.91,14.21
15.12,16.87,17.92,14.91
16.87,15.54,17.50,15.26
15.75,15.40,15.75,14.98
15.12,16.45,16.87,15.12
17.50,16.94,17.99,16.38
17.50,16.80,17.85,16.17
17.15,16.03,17.15,15.75
15.96,16.31,16.52,15.61
17.71,16.94,18.41,16.52
16.73,17.15,17.78,16.24
17.43,17.36,18.62,17.22
17.78,17.22,17.78,16.38
16.87,16.52,17.01,16.39
16.94,15.47,16.94,15.47
15.54,14.14,15.75,14.14
14.00,12.95,14.00,12.39
13.79,14.63,15.75,13.13
13.16,13.79,14.28,13.02
13.51,13.86,14.49,13.51
13.58,14.14,14.63,13.30
14.14,13.79,14.28,13.72
13.79,13.86,13.86,13.37
13.86,13.72,14.21,13.23
13.58,13.09,13.93,13.09
13.02,14.00,14.35,13.02
13.93,14.49,14.91,13.93
14.63,14.14,14.63,14.14
14.70,15.26,15.68,14.14
15.05,15.82,16.59,15.05
16.10,15.61,16.37,15.12
15.82,15.92,16.24,15.82
16.10,16.17,17.36,15.96
17.29,17.43,18.06,16.24
18.13,16.66,18.76,15.89
16.10,17.15,17.29,16.10
17.29,16.31,17.29,16.03
16.17,17.08,17.15,15.82
17.15,19.46,19.67,16.59
20.44,18.83,20.58,18.06
17.85,18.34,18.83,17.50
18.55,18.76,19.67,18.34
19.18,18.62,19.18,18.41
20.51,20.65,24.43,19.81
22.61,20.79,22.82,19.95
19.95,16.80,19.95,16.17
16.94,16.59,17.57,16.45
16.31,15.05,16.31,14.91
15.26,15.61,16.03,15.12
15.40,15.12,15.47,14.70
15.05,14.77,15.75,14.77
15.05,16.31,17.01,14.77
16.31,16.03,16.38,15.40
16.31,15.82,16.31,15.47
15.75,15.40,16.17,15.17
15.26,14.70,15.26,14.00
14.63,14.63,15.05,14.49
14.56,13.72,14.56,13.65
13.51,13.30,13.93,13.30
14.07,14.00,14.35,13.72
14.00,14.14,14.49,13.37
14.21,15.33,16.87,14.21
15.47,14.49,15.61,14.35
14.49,13.93,14.77,13.68
14.35,13.65,14.41,13.51
13.37,12.95,13.58,12.74
12.74,13.09,13.51,12.74
13.16,13.72,13.86,13.16
13.86,13.16,14.00,13.09
13.02,12.88,13.30,12.74
12.88,12.32,13.37,12.32
12.74,11.76,13.23,11.13
11.83,12.39,12.39,11.55
12.25,12.67,12.95,11.62
12.95,12.88,12.95,11.69
13.02,12.95,13.30,11.97
12.95,13.30,13.44,12.60
13.24,13.23,13.24,12.74
13.30,12.39,13.30,12.39
12.81,12.53,13.13,12.46
12.46,12.46,12.74,12.46
12.39,11.90,12.47,11.76
11.76,11.62,12.32,11.55
11.62,12.25,12.39,11.55
12.11,11.83,12.11,11.69
11.97,11.62,11.97,11.27
11.41,10.71,11.41,10.57
10.71,9.80,10.71,9.31
9.38,9.31,9.73,8.61
9.24,9.59,9.80,8.89
9.66,9.10,9.80,9.10
9.10,9.94,10.22,9.10
9.80,9.81,10.22,9.24
10.08,9.79,10.08,9.66
9.80,9.80,9.94,9.80
9.75,9.59,10.15,9.59
9.45,9.31,9.66,9.31
9.24,9.45,9.87,9.24
9.45,9.66,9.87,9.45
9.52,10.22,10.85,9.52
10.92,10.40,10.92,10.22
10.29,10.01,10.30,9.73
10.01,9.66,10.43,9.45
9.52,9.70,9.87,9.45
9.73,9.66,10.50,9.66
9.66,9.80,9.94,9.66
10.15,9.73,10.15,9.66
9.80,9.67,9.94,9.66
9.66,10.01,10.78,9.45
10.01,10.08,10.22,9.73
9.73,9.74,10.43,9.59
9.73,9.31,9.80,9.31
9.38,9.80,9.80,9.38
9.80,10.01,10.08,9.80
10.01,10.08,10.78,9.87
9.80,10.29,10.29,9.80
10.36,10.23,10.36,10.17
10.17,10.36,10.50,9.94
10.57,10.29,10.57,10.22
10.29,10.15,10.71,10.01
10.39,10.15,10.39,9.73
10.01,9.52,10.29,9.52
9.52,9.73,9.80,9.52
9.52,10.15,10.29,9.52
9.87,9.94,10.08,9.66
10.06,9.80,10.43,9.73
9.87,9.59,9.87,9.59
9.66,9.52,9.76,9.31
9.38,9.24,9.45,8.61
9.31,9.45,9.66,9.10
9.10,9.38,9.80,9.10
9.45,9.66,9.80,9.45
9.80,9.94,10.08,9.45
9.97,10.08,10.29,9.87
10.08,10.15,10.85,9.87
10.08,9.73,10.83,9.73
9.73,9.31,9.87,9.17
9.31,9.52,9.73,9.31
9.66,9.38,9.80,9.38
9.38,9.66,10.08,9.38
9.52,9.59,9.94,9.52
9.59,9.52,9.73,9.45
9.52,9.59,9.59,9.52
9.52,9.52,9.59,9.38
9.45,9.10,9.45,8.82
8.96,8.89,9.24,8.89
8.96,9.23,9.94,8.96
9.38,9.17,9.38,8.82
8.96,9.17,9.52,8.96
9.24,9.17,9.80,8.82
9.03,8.75,9.03,8.68
8.61,8.68,8.89,8.40
9.10,11.13,12.25,9.10
11.62,10.71,11.76,10.50
10.57,10.29,10.85,10.15
11.76,11.27,12.18,10.71
11.20,11.62,11.62,10.85
11.83,12.04,12.46,11.76
12.18,11.97,12.53,11.76
11.97,13.93,14.00,11.69
14.42,14.84,15.89,14.14
14.98,13.72,14.98,13.51
13.51,13.28,13.86,13.16
13.30,13.30,14.07,13.16
13.37,14.35,14.70,13.37
14.49,14.70,15.12,13.79
14.63,14.35,14.70,14.00
14.77,14.00,15.12,14.00
14.14,13.44,14.14,13.30
13.58,13.16,13.58,12.74
13.16,12.60,13.16,12.60
12.60,12.95,13.02,11.83
12.81,12.74,13.37,12.32
12.88,11.97,13.16,11.83
11.90,11.41,11.97,11.06
11.20,11.83,12.25,11.20
11.69,11.13,11.90,11.13
10.85,11.13,11.55,10.85
11.20,11.69,11.80,11.13
12.74,12.81,13.86,11.90
12.81,11.76,13.02,11.19
11.90,12.11,12.25,11.55
11.90,12.32,13.44,11.55
12.11,12.46,13.30,12.11
12.60,12.11,12.88,11.83
11.97,11.83,12.18,11.69
11.90,11.55,11.90,11.13
11.21,11.27,11.76,11.20
11.27,11.08,11.48,11.06
11.06,10.92,11.06,10.57
10.78,11.55,11.76,10.78
11.69,11.27,11.83,11.27
11.20,11.34,11.48,11.20
11.13,11.06,11.76,10.50
11.18,10.90,11.27,10.78
10.71,10.50,10.85,10.50
10.57,9.80,10.57,9.80
9.80,10.50,10.71,9.73
10.22,10.15,10.29,9.45
10.15,10.29,10.57,10.08
10.43,10.57,10.64,10.01
10.64,10.64,10.71,10.50
10.78,10.29,10.78,10.29
10.71,10.51,10.71,10.23
10.50,10.50,10.64,10.36
10.29,9.94,10.57,9.87
10.15,10.08,10.50,10.08
10.01,10.08,10.50,9.87
9.87,10.01,10.43,9.87
10.01,10.43,10.43,9.94
10.50,10.36,10.71,10.18
10.50,10.36,11.20,10.36
10.36,10.48,11.13,9.87
10.22,10.22,10.57,10.01
10.71,10.43,10.71,10.01
10.50,11.48,11.76,10.15
11.55,11.41,11.90,11.20
11.27,11.55,11.83,11.27
11.55,11.41,11.88,11.34
11.90,12.11,12.11,11.48
10.50,9.73,10.92,9.03
9.73,9.38,9.73,9.31
9.73,9.10,9.73,9.10
9.10,9.05,9.17,8.96
9.03,9.10,9.52,8.96
9.59,9.38,9.59,9.17
9.52,9.10,9.52,8.96
9.10,9.18,9.31,9.10
9.24,9.17,9.24,8.96
9.17,8.96,9.17,8.96
8.96,7.98,9.03,7.84
8.05,7.77,8.19,7.70
7.56,7.56,7.91,7.42
7.64,7.77,8.05,7.63
7.70,8.26,8.33,7.63
8.19,8.54,8.54,7.91
8.61,8.19,8.61,7.91
8.12,7.98,8.12,7.70
7.91,7.77,7.91,7.70
7.70,7.84,7.91,7.56
7.84,7.56,7.91,7.56
7.56,7.42,7.57,7.35
7.49,7.70,7.84,7.42
7.84,8.12,8.12,7.77
8.19,8.40,8.40,7.84
8.12,7.77,8.40,7.77
7.70,7.84,8.12,7.70
7.77,7.64,7.77,7.49
7.91,7.77,7.91,7.63
7.84,8.12,8.33,7.63
7.98,8.12,8.33,7.77
7.91,8.19,8.47,7.91
8.33,7.98,8.33,7.79
7.98,7.84,8.05,7.49
7.84,7.21,7.84,7.21
7.35,7.63,7.66,7.35
7.42,7.70,8.05,7.35
7.77,7.49,7.77,7.49
7.35,7.49,7.69,7.35
7.70,7.14,7.70,7.14
7.56,7.28,7.70,7.14
7.21,7.56,7.56,7.21
7.70,7.70,7.70,7.14
7.49,7.56,7.63,7.28
7.63,7.56,7.70,7.35
7.70,7.49,7.98,7.28
7.28,7.35,7.42,7.00
7.14,7.21,7.30,7.00
7.35,7.28,7.63,7.07
7.42,7.07,7.42,7.04
7.01,7.00,7.14,7.00
6.93,6.78,7.00,6.37
6.79,6.98,7.00,6.79
6.93,7.00,7.07,6.93
7.07,7.14,7.14,7.00
7.14,7.26,7.28,7.01
7.28,7.70,7.70,7.28
7.70,7.91,8.05,7.49
8.05,7.91,8.05,7.84
7.70,7.70,7.91,7.57
7.98,7.98,8.05,7.70
8.05,7.98,8.05,7.84
7.77,8.47,8.67,7.77
8.54,8.54,8.61,8.19
8.61,8.33,8.61,8.12
8.47,8.75,8.96,7.70
8.75,8.75,8.89,8.40
8.75,8.61,8.75,8.61
8.47,8.54,8.61,8.47
8.54,8.05,8.66,7.98
8.19,7.98,8.19,7.98
8.19,8.54,8.55,8.19
8.40,8.54,8.68,8.40
8.47,8.26,8.75,7.84
8.05,8.26,8.33,8.05
8.33,8.26,8.88,8.19
8.40,8.61,8.61,8.12
8.26,8.33,8.61,7.99
8.12,8.15,8.32,8.05
8.18,8.26,8.33,7.91
8.26,8.12,8.26,7.98
8.26,8.26,8.33,8.12
8.05,9.31,9.66,8.05
9.10,9.45,9.45,8.96
9.59,9.45,9.59,8.72
9.66,9.17,9.66,9.10
9.10,9.24,9.24,9.10
9.17,8.89,9.17,8.75
8.96,8.33,8.96,8.26
8.47,8.54,8.82,8.40
8.54,9.03,9.10,8.54
9.10,9.10,9.17,8.40
8.89,8.54,8.89,8.19
8.54,8.40,8.54,8.12
8.40,8.12,8.40,8.12
8.05,8.26,8.40,8.05
8.40,8.40,8.40,8.19
8.26,8.12,8.75,7.84
8.12,8.61,9.10,8.12
8.82,8.68,8.82,8.56
8.68,8.68,8.89,8.26
8.54,8.61,8.82,8.40
8.47,8.54,8.82,8.47
9.45,10.50,12.88,9.10
10.64,10.99,11.05,9.87
11.20,10.78,11.55,10.64
10.92,10.50,11.13,10.01
10.43,10.15,10.50,9.80
10.08,10.50,10.71,10.08
10.64,10.50,10.74,10.29
10.22,10.36,11.06,9.80
10.64,10.50,10.64,10.29
10.36,10.22,10.64,10.22
10.22,10.08,10.29,9.94
10.08,9.52,10.22,9.10
9.80,9.87,9.94,8.96
9.73,9.59,9.80,9.27
9.73,9.45,9.73,9.38
9.45,9.03,9.45,8.96
8.96,9.03,9.66,8.82
9.07,9.66,9.80,9.04
9.73,9.73,9.87,9.10
9.66,9.59,9.78,9.39
9.66,9.59,9.66,9.31
9.66,9.52,9.73,9.31
8.75,8.05,9.10,7.98
7.84,8.12,8.33,7.84
8.12,8.12,8.40,7.84
7.91,7.91,8.12,7.91
7.91,7.98,8.26,7.91
8.12,7.91,8.19,7.91
7.91,8.22,8.58,7.70
8.26,8.05,8.26,7.70
8.12,7.98,8.39,7.70
8.02,7.91,8.05,7.77
7.77,8.12,8.33,7.77
8.19,8.68,8.82,8.12
8.75,8.26,8.75,8.19
8.12,8.62,8.82,7.98
8.61,8.96,9.73,8.40
8.96,9.10,9.38,8.96
9.10,8.75,9.10,8.47
8.75,8.75,8.96,8.75
8.68,9.10,9.45,8.68
9.17,9.31,9.59,8.98
9.52,9.10,9.52,8.75
9.10,8.47,9.38,8.40
8.54,8.48,8.61,8.33
8.61,8.47,8.61,8.27
8.47,8.47,8.68,8.40
8.61,8.68,9.03,8.26
8.61,8.68,8.68,8.26
8.54,8.47,8.61,8.19
8.40,8.26,8.40,7.91
8.19,7.49,8.19,7.28
7.63,7.28,7.70,7.08
7.28,7.77,7.77,7.28
7.77,7.70,7.77,7.35
7.42,7.35,7.63,7.07
7.21,6.79,7.28,6.51
6.72,6.37,6.72,6.30
6.51,6.86,7.00,6.51
7.00,7.07,7.21,7.00
6.93,6.80,7.21,6.72
6.79,6.86,7.07,6.65
6.86,6.86,6.86,6.65
6.72,6.86,6.86,6.72
6.66,6.86,7.07,6.66
6.93,6.51,6.93,6.38
6.44,6.65,6.79,6.42
6.51,6.51,6.51,6.37
6.37,6.39,6.65,6.37
6.51,6.51,6.65,6.37
6.16,6.05,6.37,5.18
6.16,5.95,6.16,5.74
5.88,5.46,5.88,5.25
5.46,5.53,5.60,5.46
5.60,5.62,5.67,5.39
5.67,5.74,5.74,5.37
5.74,5.60,5.74,5.39
5.74,5.39,5.74,5.25
5.25,5.04,5.25,4.91
5.04,5.08,5.18,4.34
4.97,5.11,5.25,4.97
5.04,5.05,5.39,4.98
5.39,4.83,5.39,4.65
4.97,5.08,5.11,4.90
5.04,4.76,5.04,4.41
4.62,4.69,4.76,4.62
4.90,4.90,4.90,4.55
4.88,4.97,5.11,4.83
5.32,4.83,5.32,4.68
5.04,4.75,5.04,4.55
4.69,4.41,4.75,4.20
4.41,4.55,4.83,4.41
4.90,4.41,4.90,4.41
4.48,4.75,4.83,4.48
4.76,4.69,4.90,4.41
4.48,4.90,4.90,4.41
4.48,4.83,4.88,4.48
4.48,4.48,4.54,4.48
4.48,4.90,4.90,4.45
4.69,4.87,5.25,4.69
4.34,4.62,4.97,4.28
4.90,4.51,4.90,4.50
4.83,4.90,5.10,4.69
4.97,4.57,5.11,4.55
4.48,4.48,4.76,4.48
4.76,4.62,4.76,4.33
4.41,4.34,4.48,4.27
4.48,4.48,4.83,4.41
4.34,4.68,5.01,4.34
4.69,4.62,5.04,4.58
4.69,4.90,4.90,4.58
4.90,4.84,5.04,4.82
4.76,5.39,5.43,4.69
5.39,5.25,5.46,5.09
5.11,4.70,5.32,4.70
4.90,5.04,5.04,4.70
5.05,4.88,5.05,4.88
4.76,4.94,4.97,4.76
4.23,4.55,4.62,4.20
4.76,4.62,4.76,4.27
4.76,4.76,4.76,4.48
4.76,4.82,4.83,4.48
4.69,4.90,4.90,4.68
4.97,5.04,5.04,4.83
5.11,5.04,5.11,4.97
4.90,5.04,5.04,4.90
4.97,5.25,5.25,4.97
5.25,5.25,5.25,5.11
5.25,5.36,5.39,5.11
5.39,5.32,5.39,5.11
5.18,4.77,5.18,4.76
5.11,4.77,5.11,4.76
4.69,4.76,4.90,4.62
4.97,4.76,4.97,4.76
4.90,4.63,4.90,4.63
4.66,4.76,4.76,4.62
4.76,4.76,4.76,4.56
4.55,4.62,4.76,4.41
4.62,4.62,4.67,4.62
4.57,4.75,4.75,4.57
4.55,4.97,4.97,4.55
4.69,5.04,5.04,4.69
5.11,4.83,5.11,4.83
4.97,4.85,4.97,4.85
5.00,4.83,5.04,4.83
4.83,4.76,5.11,4.76
4.83,4.76,4.97,4.76
4.94,4.62,4.94,4.62
4.73,4.62,4.89,4.62
4.62,4.62,4.62,4.62
4.55,4.62,4.86,4.55
4.83,4.55,4.83,4.55
4.67,4.55,4.83,4.55
4.76,4.55,4.82,4.51
4.51,4.52,4.83,4.51
4.41,3.92,4.41,3.85
3.99,4.05,4.20,3.92
3.92,3.93,4.05,3.85
3.85,3.92,4.06,3.82
3.85,4.13,4.27,3.57
4.13,4.40,4.47,4.06
4.55,4.06,4.55,3.93
4.06,4.20,4.20,3.64
3.85,3.92,4.13,3.64
3.92,4.06,4.06,3.71
3.85,3.78,3.99,3.71
3.78,3.80,3.80,3.65
3.57,3.64,3.78,3.57
3.57,3.57,3.80,3.57
3.64,3.43,3.71,3.43
3.40,3.31,3.50,3.15
3.29,3.43,3.50,3.16
3.46,3.29,3.50,3.29
3.43,3.22,3.43,3.22
3.43,3.15,3.43,3.15
3.16,3.16,3.43,3.15
3.15,3.35,3.36,2.45
3.36,3.01,3.36,2.87
3.15,2.91,3.36,2.87
2.87,2.93,3.01,2.87
2.81,2.81,2.94,2.80
2.80,2.78,2.87,2.78
2.80,2.87,2.87,2.59
2.80,2.80,2.80,2.68
2.80,2.63,2.80,2.59
2.87,2.72,2.87,2.66
2.73,2.59,2.73,2.52
2.59,2.73,2.74,2.58
2.76,2.52,2.76,2.52
2.52,2.48,2.52,2.47
2.45,2.38,2.66,2.38
2.38,2.45,2.73,2.33
2.51,2.17,2.51,2.10
2.17,2.38,2.45,2.16
2.45,2.37,2.72,2.10
2.31,2.10,2.44,2.10
2.31,2.24,2.43,2.24
2.31,2.44,2.62,2.31
2.70,2.46,2.70,2.31
2.48,2.45,2.48,2.31
2.24,3.01,3.01,2.24
3.01,2.59,3.15,2.45
N/A,N/A,N/A,N/A
2.59,2.80,2.80,2.59
2.34,2.51,2.51,2.05
2.50,2.20,2.50,2.18
2.10,1.62,2.10,1.53
1.53,1.55,1.69,1.53
1.49,1.46,1.58,1.40
1.50,1.57,1.58,1.50
1.56,1.73,1.87,1.56
1.66,1.91,2.03,1.66
2.00,2.04,2.14,1.93
2.10,2.31,2.34,2.04
2.78,2.49,3.19,2.34
2.53,2.46,2.62,2.26
2.37,2.27,2.37,2.26
2.26,2.30,2.30,2.04
2.24,2.21,2.33,2.02
2.19,2.18,2.19,2.03
2.02,2.11,2.15,2.02
2.07,2.03,2.07,2.03
2.02,2.13,2.17,2.02
2.11,2.30,2.54,2.11
2.52,2.36,2.52,2.30
2.36,2.34,2.36,2.34
2.34,2.23,2.34,2.22
2.32,2.25,2.32,2.20
2.25,2.05,2.34,2.03
2.26,2.09,2.28,2.05
2.03,2.12,2.19,2.03
2.11,2.09,2.11,2.05
N/A,N/A,N/A,N/A
2.08,2.28,2.30,2.08
2.09,2.25,2.34,2.09
2.22,2.15,2.29,2.04
2.11,2.14,2.33,2.07
2.20,2.14,2.20,2.10
2.14,2.10,2.14,2.07
2.01,2.02,2.02,2.00
2.12,2.12,2.13,2.12
2.07,1.91,2.07,1.88
2.05,2.01,2.15,1.83
1.95,1.97,1.97,1.95
N/A,N/A,N/A,N/A
1.96,1.98,2.03,1.96
1.91,1.94,2.10,1.85
1.85,1.87,1.91,1.85
1.89,1.75,1.89,1.75
1.87,1.87,2.02,1.85
1.86,1.71,1.86,1.71
1.71,1.87,1.87,1.71
1.50,1.41,1.64,1.14
1.41,1.52,1.80,1.41
1.49,1.53,1.60,1.49
1.45,1.47,1.54,1.37
1.54,1.46,1.54,1.45
1.45,1.46,1.50,1.45
1.41,1.47,1.49,1.41
1.52,1.45,1.52,1.43
1.44,1.42,1.47,1.41
1.42,1.41,1.49,1.41
1.41,1.34,1.42,1.30
1.38,1.33,1.38,1.32
1.32,1.33,1.40,1.22
1.32,1.31,1.35,1.21
1.30,1.23,1.30,1.20
1.23,1.23,1.30,1.20
1.32,1.26,1.32,1.26
1.27,1.25,1.30,1.23
1.27,1.22,1.28,1.22
1.26,1.24,1.28,1.20
1.25,1.28,1.28,1.25
1.30,1.29,1.40,1.21
1.26,1.33,1.37,1.20
1.21,1.22,1.35,1.21
1.23,1.10,1.30,1.08
1.16,1.30,1.37,1.16
1.19,1.25,1.29,1.19
1.20,1.17,1.20,1.12
1.16,1.24,1.40,1.16
1.25,1.25,1.33,1.23
1.28,1.25,1.30,1.25
1.38,1.31,1.38,1.25
1.40,1.23,1.40,1.17
1.20,1.25,1.26,1.19
1.22,1.30,1.30,1.22
1.35,1.36,1.36,1.29
1.30,1.37,1.37,1.30
1.38,4.12,5.98,1.38
4.43,3.33,4.70,3.01
3.32,3.86,4.70,3.04
3.86,3.76,3.88,3.45
3.68,4.84,6.22,3.68
4.80,5.15,6.06,4.53
5.05,5.47,6.38,4.74
5.65,5.77,6.59,5.28
5.66,4.79,6.02,4.74
4.69,4.10,4.70,4.03
4.06,4.00,4.10,3.85
3.99,3.27,3.99,3.26
3.20,4.27,5.59,3.06
4.02,4.26,5.25,3.91
4.41,4.46,5.10,4.21
4.69,4.70,5.13,4.50
4.80,4.42,5.10,4.35
4.42,4.25,4.65,4.05
4.22,4.53,4.56,4.10
4.50,4.37,4.85,4.25
4.51,5.00,5.08,4.43
5.10,4.58,5.33,4.50
4.64,4.47,4.64,4.12
4.37,4.23,4.45,4.23
4.25,4.16,4.37,4.16
4.20,3.98,4.25,3.83
3.86,3.99,4.13,3.85
3.95,4.15,4.38,3.95
4.25,3.91,4.31,3.72
3.88,3.98,4.28,3.75
4.02,3.99,4.18,3.94
3.96,4.06,4.60,3.87
4.02,4.45,5.35,4.00
4.53,4.41,4.84,4.31
4.45,4.54,4.66,4.32
4.33,4.45,4.63,4.33
4.46,4.32,4.59,4.25
4.30,4.25,4.38,4.20
4.35,4.05,4.35,4.01
4.04,4.07,4.15,3.96
4.05,4.25,4.49,3.99
4.20,4.20,4.39,4.12
4.31,4.29,4.31,4.18
4.23,4.17,4.27,4.02
4.18,4.21,4.36,4.11
4.20,4.35,4.35,4.20
4.33,4.36,4.43,4.21
4.31,4.48,4.54,4.16
4.59,4.36,4.59,4.31
4.36,4.20,4.41,4.00
4.10,4.10,4.17,4.08
4.12,4.05,4.12,4.01
4.02,4.06,4.11,4.02
3.20,2.87,3.23,2.62
2.85,2.47,2.95,2.16
2.45,2.48,2.57,2.42
2.49,2.47,2.54,2.46
2.59,2.50,2.59,2.39
2.54,2.49,2.54,2.35
2.45,2.20,2.57,2.20
2.11,2.13,2.23,2.06
2.13,2.18,2.42,2.08
2.10,2.13,2.29,2.10
2.17,2.11,2.35,2.11
2.20,2.14,2.28,2.10
2.16,2.03,2.16,2.02
2.05,2.05,2.13,2.04
2.09,2.05,2.11,2.02
2.09,3.39,3.75,2.09
3.04,2.90,3.10,2.75
2.85,2.66,2.87,2.54
2.63,2.90,3.13,2.59
2.99,3.80,4.23,2.90
3.80,3.80,3.87,3.53
4.18,3.69,4.43,3.61
3.71,3.76,3.85,3.61
3.81,3.93,3.95,3.61
3.90,3.71,3.90,3.63
3.71,3.46,4.27,3.23
3.48,4.10,4.26,3.48
4.18,3.72,4.73,3.34
3.65,3.62,3.93,3.60
3.60,3.45,3.60,3.36
3.42,3.46,3.53,3.23
3.54,3.46,3.80,3.37
3.55,3.40,3.62,3.39
3.51,3.43,3.57,3.43
3.62,5.55,7.06,3.60
4.78,4.39,5.23,4.27
4.46,4.32,4.77,4.10
4.21,4.11,4.44,4.03
4.03,3.73,4.14,3.70
3.56,4.26,5.00,3.55
4.06,4.24,4.44,4.06
4.02,4.04,4.28,3.95
3.94,3.94,4.30,3.91
3.91,3.70,4.09,3.70
3.70,3.81,4.29,3.70
3.73,3.79,3.92,3.73
3.75,3.55,3.89,3.55
3.51,3.36,3.59,3.33
3.35,3.32,3.55,3.28
3.28,3.22,3.44,3.18
3.25,3.10,3.28,3.00
3.05,2.88,3.08,2.87
2.85,2.79,2.87,2.75
2.79,2.98,3.36,2.67
2.90,2.89,3.13,2.85
2.90,2.99,3.05,2.89
3.04,3.46,3.60,2.94
3.62,3.59,3.75,3.09
3.64,3.38,3.66,3.23
3.40,3.33,3.40,3.01
3.40,3.18,3.40,3.11
3.20,3.04,3.23,3.02
3.01,3.09,3.20,3.01
3.21,3.42,3.71,3.12
3.18,3.44,3.47,3.15
3.40,3.82,3.88,3.22
3.86,3.41,3.93,3.35
3.60,3.25,3.60,3.25
3.40,3.25,3.48,3.19
3.26,3.22,3.31,3.21
3.22,3.13,3.35,3.13
3.14,3.12,3.24,3.05
3.03,3.19,3.28,3.03
