IWM,iShares Russell 2000 ETF,NASDAQ
96.71,95.69,98.21,95.29
95.64,95.97,96.18,94.63
94.91,94.71,95.52,93.83
95.59,95.62,95.84,94.87
96.52,96.07,96.63,95.65
96.65,97.56,97.74,96.61
97.40,97.00,97.96,96.85
97.65,98.58,99.10,97.64
98.16,98.08,98.85,97.45
97.73,98.28,98.64,97.59
99.38,99.67,99.75,98.31
100.13,100.07,100.44,99.89
100.70,101.00,101.20,100.30
101.04,101.28,101.38,100.74
102.42,102.47,102.59,101.94
102.48,102.68,103.11,102.47
102.95,103.58,103.68,102.84
103.62,103.06,103.67,102.82
103.64,103.46,103.95,103.24
103.73,104.15,104.59,103.66
104.06,104.31,104.31,103.74
104.48,104.53,104.76,104.13
104.91,104.46,104.95,104.25
104.91,103.59,104.98,103.44
103.47,104.54,104.65,103.33
103.96,104.12,104.17,103.36
103.84,103.39,104.27,103.00
103.69,103.48,103.87,103.11
103.89,103.66,104.68,103.61
104.68,105.07,105.35,103.75
104.72,105.16,105.28,104.56
105.05,105.52,105.63,104.90
105.22,104.46,105.32,104.15
104.12,103.72,104.34,103.47
104.30,104.15,104.60,103.58
103.93,104.04,104.57,103.52
103.33,104.59,104.63,103.33
104.68,104.45,104.68,103.78
104.48,104.04,104.64,104.01
102.84,102.11,102.96,101.89
101.81,101.68,102.38,101.55
101.64,100.65,101.88,100.59
100.77,102.10,102.33,100.71
101.69,101.48,102.50,101.01
101.82,102.91,102.99,101.79
103.19,103.17,103.25,102.45
103.36,103.18,103.82,102.77
101.94,100.76,102.39,100.56
100.62,100.96,101.36,100.50
100.89,101.97,102.36,100.81
101.99,100.38,102.05,100.24
101.86,101.06,102.37,100.13
101.16,101.95,102.01,100.75
102.03,102.11,102.53,101.85
102.70,102.39,102.89,100.74
102.74,103.94,104.03,102.73
104.58,104.96,104.98,104.20
104.79,105.01,105.22,104.53
104.91,104.24,105.02,104.21
104.59,104.81,104.83,104.10
106.05,105.04,106.08,104.85
105.06,106.08,106.08,105.04
106.05,107.09,107.61,105.26
107.36,106.98,107.43,106.62
107.24,106.59,107.28,106.55
106.72,106.60,106.87,105.80
106.46,106.67,107.42,105.79
106.77,106.47,107.48,106.33
106.75,107.06,107.47,106.36
106.39,106.58,107.05,106.21
105.43,106.61,106.84,105.24
106.56,107.85,107.93,106.45
107.09,107.41,107.75,106.85
107.21,106.31,107.36,105.60
106.34,107.02,107.32,106.15
105.99,105.77,106.66,105.72
105.84,104.06,106.03,103.92
104.30,103.64,104.36,103.00
105.01,106.14,106.31,104.92
105.84,107.68,107.73,105.83
107.06,108.22,108.35,106.93
107.99,107.16,108.23,106.92
107.91,108.49,108.60,107.64
108.00,109.44,109.46,107.97
110.22,110.69,110.77,109.83
110.85,110.47,111.08,110.27
110.95,110.76,111.49,110.37
110.24,110.39,110.55,109.77
110.47,110.98,111.26,110.33
111.24,111.08,111.45,110.57
111.13,111.03,111.29,110.46
111.33,111.35,111.62,110.53
111.40,109.83,111.48,109.52
109.77,109.19,110.18,108.89
109.41,108.72,109.63,107.92
109.24,109.97,110.15,108.83
109.55,109.59,109.93,108.86
110.35,109.12,110.37,108.91
109.62,107.28,109.81,107.14
107.44,109.23,109.46,107.39
109.04,109.38,109.60,108.64
109.07,109.47,109.51,108.67
108.66,110.52,110.55,108.62
110.47,110.41,110.60,109.74
110.60,110.83,110.99,110.16
111.32,110.05,111.42,109.75
110.11,109.37,110.69,108.99
109.93,109.33,110.20,108.85
109.81,111.30,111.36,109.68
111.29,111.85,111.97,111.10
112.13,111.99,112.28,111.63
111.99,112.82,113.02,111.90
112.84,113.45,113.57,112.64
113.94,113.51,114.16,113.45
113.70,112.37,113.76,112.06
112.13,111.83,112.60,111.27
111.31,111.53,112.42,110.37
111.49,111.61,112.02,111.15
112.62,112.48,113.10,112.19
112.63,112.45,112.89,111.89
112.23,111.43,112.58,111.24
111.53,109.60,111.55,109.32
109.70,109.84,110.25,109.36
110.05,110.20,110.53,109.42
110.62,111.51,111.57,110.15
111.45,111.35,111.54,110.62
111.53,112.88,112.90,110.36
112.72,112.04,112.85,111.89
112.10,113.93,114.22,112.09
114.18,114.78,114.82,113.95
114.91,115.22,115.44,114.87
115.63,115.23,115.97,115.10
115.47,115.16,115.74,114.78
115.11,115.09,115.37,114.85
115.36,115.36,115.71,115.17
115.09,114.11,115.12,113.64
114.53,114.69,114.90,114.11
115.22,113.76,115.27,113.71
114.19,114.71,115.16,114.11
114.78,114.86,115.08,114.07
115.25,114.89,115.39,114.16
114.92,115.52,115.53,114.40
115.30,113.94,115.49,113.26
114.44,115.34,115.51,114.18
115.64,116.20,116.29,115.56
116.05,116.34,116.38,115.83
116.31,115.93,116.43,115.69
116.73,116.62,116.87,115.78
116.69,117.21,117.37,116.50
116.72,116.42,116.78,115.66
115.69,113.45,115.74,113.22
113.78,111.79,113.84,111.15
111.93,112.97,112.99,111.79
111.88,111.34,112.58,111.02
112.33,113.00,113.65,112.04
111.25,112.16,113.00,111.17
111.87,108.65,112.20,108.15
109.19,109.47,109.95,108.40
108.81,108.65,109.15,107.27
108.88,109.51,109.97,108.85
109.97,110.75,110.84,109.50
110.79,111.04,111.09,109.96
111.12,112.03,112.34,110.87
112.20,112.47,113.01,111.97
111.38,113.90,114.07,111.36
113.64,114.06,114.21,113.14
114.40,115.25,115.45,114.14
114.90,114.07,115.64,113.98
114.20,115.30,115.54,113.91
115.62,115.66,116.11,115.40
115.84,116.51,117.31,115.76
116.66,116.63,117.24,116.18
116.71,117.35,118.11,116.43
116.96,117.99,118.06,116.76
117.96,117.52,118.71,116.80
116.52,116.89,117.26,115.58
118.20,119.83,120.58,118.18
119.86,119.76,119.96,119.47
120.12,119.74,120.25,119.42
120.41,119.70,120.47,119.03
119.36,119.30,119.58,118.49
119.41,118.06,119.81,117.51
117.39,118.42,118.44,116.92
118.85,117.05,118.96,116.38
116.63,117.54,117.87,116.62
118.22,118.06,119.10,117.88
118.22,119.78,119.88,118.10
119.68,119.00,119.74,118.10
118.73,119.16,119.54,118.16
119.72,118.61,120.26,118.56
119.07,117.26,119.23,116.19
117.67,116.93,118.31,116.14
117.63,114.69,117.68,114.65
114.71,114.40,115.38,113.69
114.48,114.29,116.00,113.98
115.04,116.34,116.68,114.63
116.63,117.87,118.06,116.59
118.29,118.40,118.48,117.71
118.40,117.20,118.44,116.68
117.96,114.49,118.12,114.02
113.95,112.82,114.24,112.08
112.81,113.61,114.20,112.20
114.00,115.25,115.25,113.50
115.10,111.96,115.11,111.40
111.04,110.41,112.24,109.86
111.55,110.72,111.97,109.65
111.03,111.15,111.72,108.66
111.93,112.36,112.44,111.23
111.99,112.92,113.41,111.72
113.13,113.45,113.53,112.28
113.63,114.62,115.02,113.47
114.48,113.90,114.77,113.77
114.59,113.61,114.67,112.68
113.17,111.61,113.21,111.21
112.01,110.96,112.54,109.32
111.42,111.24,111.98,110.90
110.88,111.98,112.06,109.95
111.75,111.94,112.77,110.54
112.09,112.03,113.12,111.68
111.12,111.89,112.18,110.53
111.41,110.07,111.71,109.99
110.23,110.14,110.45,108.43
110.03,109.03,111.24,108.69
108.69,110.03,110.06,108.28
110.68,112.53,113.04,110.51
112.38,111.43,112.85,111.34
111.10,109.62,111.12,109.42
109.07,108.88,109.21,107.44
108.93,109.57,109.62,108.03
109.27,110.75,111.04,108.95
110.48,109.06,110.51,108.42
109.65,109.62,110.13,108.55
109.96,110.76,111.05,109.62
110.69,111.97,112.02,110.51
112.71,113.58,113.84,112.65
113.33,112.99,113.46,112.53
113.33,113.37,113.59,112.70
113.33,112.86,113.43,112.34
113.07,112.25,113.10,111.36
111.64,111.98,112.36,111.11
111.48,112.42,112.57,111.16
112.72,114.78,114.88,112.09
115.27,115.88,116.24,115.11
115.88,116.90,117.48,115.66
116.63,116.67,116.83,115.96
116.02,116.10,116.33,115.40
115.78,115.39,115.92,114.91
115.67,115.59,115.91,114.66
115.49,116.15,116.15,115.10
116.04,116.97,117.45,115.78
116.90,117.76,117.81,116.50
118.17,117.86,118.23,117.10
117.87,118.25,118.30,117.56
118.50,118.02,118.55,117.69
117.74,116.76,118.91,116.65
116.06,117.75,117.79,116.05
117.79,117.55,117.82,116.59
117.06,118.34,118.51,117.03
118.16,118.81,118.88,117.83
119.26,120.02,120.97,119.20
119.56,119.10,119.96,118.89
119.58,119.82,119.91,119.25
119.44,117.77,119.47,117.70
117.51,116.34,117.70,115.70
116.67,116.49,117.09,116.02
114.13,115.25,116.05,113.97
115.18,115.10,115.38,114.51
116.42,115.69,116.46,115.40
115.56,114.55,116.00,113.87
115.05,114.24,115.09,113.82
113.52,112.48,114.27,112.20
112.69,114.23,114.45,112.46
113.51,113.77,113.99,113.01
114.47,114.73,115.25,114.19
115.01,114.87,115.44,114.51
115.22,114.64,115.65,114.34
113.77,113.60,114.01,113.21
113.86,113.03,113.88,112.23
113.39,113.34,114.11,113.03
114.18,113.79,114.31,113.31
112.63,111.19,112.99,111.05
111.16,110.68,111.70,109.86
111.16,111.66,111.80,109.89
111.11,111.38,112.23,110.56
110.67,111.73,112.47,110.63
112.09,111.19,112.52,110.77
111.33,112.27,112.40,110.99
112.89,113.34,114.22,112.62
112.94,112.56,113.47,112.04
112.92,113.44,113.65,112.70
113.52,113.61,113.73,113.23
114.45,113.39,114.45,112.26
114.50,115.04,115.14,114.09
115.13,115.44,115.73,115.06
114.85,114.95,115.22,114.41
114.88,115.20,115.40,113.84
115.04,115.21,115.63,114.61
115.96,115.75,116.41,115.32
115.88,116.80,116.92,115.80
116.89,116.51,116.94,116.29
116.03,115.91,116.23,115.51
116.16,116.56,116.81,115.65
116.98,117.20,117.50,116.50
117.76,116.46,117.80,116.27
116.78,116.01,117.49,115.72
115.78,116.38,116.42,115.17
116.26,116.56,116.80,115.83
116.36,115.18,116.39,115.00
115.16,115.86,115.93,114.71
115.17,116.61,116.73,115.14
116.55,115.37,116.56,114.97
115.36,114.11,115.40,113.71
113.78,114.43,114.76,113.40
114.49,114.73,115.47,114.19
115.24,115.43,115.53,114.91
115.89,113.97,115.91,113.61
113.44,112.37,113.53,112.05
111.90,111.32,112.62,111.19
111.15,112.02,112.11,110.60
111.73,110.13,111.83,109.75
110.55,111.12,111.22,110.20
109.82,111.03,111.35,109.72
110.92,109.35,111.03,109.31
109.29,107.80,109.39,107.43
107.79,108.83,109.28,106.94
109.75,109.65,110.32,109.08
109.95,108.71,110.07,108.51
108.02,106.92,108.50,106.85
106.68,108.97,109.04,105.76
108.89,106.03,108.90,106.01
105.77,104.74,106.89,104.59
104.84,104.32,106.11,103.86
105.23,105.54,106.99,104.86
104.19,106.60,107.00,103.54
105.15,107.80,108.57,104.95
109.16,107.48,109.22,107.04
107.01,108.74,108.74,107.00
109.33,110.53,110.59,109.01
110.80,108.95,111.06,108.86
110.04,110.88,111.58,109.77
110.92,111.07,111.32,110.44
110.42,111.01,111.09,109.51
111.51,114.17,114.21,111.30
114.36,113.90,114.89,112.98
113.49,114.87,115.38,113.14
116.91,116.56,116.96,115.88
116.75,116.36,117.37,115.90
115.90,115.82,116.50,115.28
116.67,116.03,116.74,115.55
115.98,116.53,116.53,115.56
116.39,116.71,116.71,115.70
116.68,117.29,117.31,116.46
117.12,117.37,117.44,116.87
116.69,117.90,118.08,116.66
117.94,116.90,118.25,116.62
116.94,116.69,117.21,116.37
116.59,115.72,116.93,115.68
116.16,116.39,117.12,115.75
116.25,115.15,116.25,114.37
114.62,116.44,116.46,114.62
118.08,116.58,118.12,116.16
116.74,117.97,118.05,116.58
118.22,118.06,118.78,117.53
118.07,118.45,118.50,117.84
118.48,116.69,118.52,116.57
116.32,114.87,116.47,114.81
114.99,116.25,116.64,114.98
116.28,117.37,117.71,116.02
117.19,116.81,117.30,116.22
117.25,117.69,117.98,116.96
117.27,116.22,118.37,115.85
114.96,118.17,118.27,114.74
117.74,115.66,118.16,115.56
116.21,116.12,117.68,115.87
114.78,114.71,115.99,114.60
115.26,113.55,115.74,113.16
113.32,113.39,115.34,113.03
113.64,116.89,116.99,113.49
118.46,118.63,118.74,117.47
118.65,118.90,119.48,118.14
119.20,119.71,119.71,118.80
120.44,119.86,120.44,119.45
119.63,119.76,120.07,119.26
120.14,120.54,120.83,120.07
120.63,121.05,121.38,120.61
120.79,120.34,121.24,120.27
120.80,119.62,121.41,119.54
120.07,118.93,120.56,117.89
118.23,117.34,118.71,116.79
117.62,115.31,117.77,114.36
116.06,116.73,116.76,115.48
117.66,118.71,118.85,117.45
118.81,117.57,118.84,117.31
117.70,117.18,118.01,116.23
118.09,117.27,119.39,115.82
115.98,116.80,117.10,115.55
117.23,114.83,117.38,114.48
114.41,116.70,116.94,114.20
116.85,116.21,117.08,115.16
115.80,115.84,116.82,115.29
116.56,118.20,118.24,115.10
118.24,118.12,118.77,117.55
117.88,119.26,119.27,117.07
117.86,118.69,119.25,117.62
119.18,116.69,119.45,116.32
117.02,118.30,118.32,116.09
117.48,115.70,117.96,115.60
116.12,116.76,116.84,114.38
117.33,118.85,119.00,117.27
118.42,118.41,119.24,118.10
118.77,119.94,120.25,118.60
120.10,119.81,120.82,119.35
119.40,118.86,120.22,118.72
119.53,119.62,119.84,118.10
119.37,119.45,119.82,118.62
120.16,120.81,120.92,119.84
120.91,121.53,121.69,120.65
121.66,121.91,122.06,121.26
121.56,122.04,122.05,121.13
121.76,122.05,122.38,121.54
121.85,122.38,122.54,120.90
122.10,122.50,122.53,121.27
122.47,122.66,123.05,122.19
122.57,122.80,123.04,122.23
122.69,123.25,123.30,122.33
123.03,122.58,123.36,122.55
122.55,123.47,123.78,122.53
123.19,122.74,123.19,122.26
122.21,122.36,122.61,121.61
122.53,122.72,122.92,121.91
121.98,121.17,122.69,120.88
121.37,121.70,121.92,121.12
120.61,120.30,120.70,119.83
120.47,121.04,121.14,119.88
121.82,123.05,123.15,121.74
122.94,122.61,123.19,121.21
123.11,123.33,123.58,122.88
122.97,123.66,123.78,122.77
123.40,124.65,125.12,122.85
124.36,124.89,124.96,124.31
125.36,125.99,126.16,125.31
125.95,125.88,126.32,125.79
125.77,125.85,126.31,125.66
125.53,122.47,125.60,122.38
122.09,122.32,122.91,121.54
122.38,123.10,123.23,121.86
123.72,124.77,124.99,123.70
124.28,124.37,124.71,123.90
124.23,124.42,124.42,122.90
124.36,124.65,125.26,124.29
123.91,125.20,125.48,123.88
124.97,124.40,125.50,124.37
124.38,125.47,125.66,124.38
125.36,125.02,125.73,123.77
125.44,125.62,125.79,125.22
125.69,125.70,126.39,125.58
125.74,125.67,126.08,124.78
126.16,126.55,127.13,125.92
126.47,126.48,126.75,126.16
125.12,124.43,125.55,123.82
125.05,125.65,125.95,124.83
126.05,125.52,126.25,125.42
125.52,125.71,125.88,124.47
125.48,126.28,126.54,125.26
126.33,125.86,126.46,125.69
126.21,124.47,126.91,124.04
124.54,125.16,125.37,123.25
124.47,123.80,124.90,123.63
123.06,121.18,123.44,120.66
121.52,121.97,122.16,120.91
122.13,122.41,123.35,121.80
122.35,120.85,122.62,120.28
121.11,121.27,121.49,120.24
121.14,121.73,122.23,120.57
122.93,122.64,123.25,122.40
122.60,122.71,123.66,122.44
122.35,122.49,122.92,120.87
122.76,122.49,123.21,122.00
123.08,123.79,123.86,122.45
123.56,123.65,123.72,122.94
123.40,125.05,125.16,123.17
124.80,124.88,125.05,124.31
125.17,125.11,125.46,124.34
124.98,124.97,125.47,124.48
124.76,124.43,125.24,124.00
123.94,123.24,124.04,122.52
123.36,124.75,124.87,122.79
124.45,124.64,124.71,123.77
124.61,123.89,124.73,123.32
124.69,124.28,124.90,123.03
123.80,124.52,125.31,123.48
124.76,125.76,125.93,124.42
125.08,124.50,125.62,124.08
124.23,125.40,125.52,123.32
125.28,124.82,125.62,124.57
124.71,124.44,124.86,123.50
124.93,125.99,126.48,124.85
126.17,126.31,126.54,125.91
125.92,125.93,126.15,125.43
125.11,125.53,125.80,123.94
125.38,126.42,126.65,125.32
126.74,126.23,126.96,125.97
126.82,127.92,128.24,126.74
127.82,127.86,128.16,127.60
128.42,128.74,128.84,128.15
128.68,129.01,129.09,128.40
128.76,127.92,129.10,127.73
128.35,127.85,128.42,127.25
128.10,127.50,128.34,126.82
126.63,124.28,127.07,124.11
125.18,124.86,125.32,124.29
125.77,125.23,126.16,124.06
124.81,123.78,124.96,123.37
122.94,123.74,124.51,122.82
123.88,123.88,123.99,121.53
122.80,121.99,123.35,121.28
123.35,122.43,123.53,122.27
123.84,124.13,124.34,123.36
124.77,125.53,125.64,124.75
125.46,126.23,126.50,125.40
126.31,125.56,126.48,125.27
126.11,126.31,126.74,125.97
126.31,125.76,126.38,125.36
125.78,125.08,125.86,124.76
125.07,124.49,125.80,124.11
124.08,124.95,125.09,123.88
124.99,123.57,125.39,123.30
123.48,121.58,123.71,121.49
121.13,120.57,121.32,120.27
120.92,121.60,121.81,119.34
121.36,121.94,122.33,120.97
121.63,122.29,122.44,121.01
122.45,122.96,123.67,122.22
123.03,122.35,123.16,121.46
122.39,122.06,122.96,121.61
122.59,122.34,123.53,121.91
122.47,120.69,122.66,119.78
120.14,119.88,120.44,119.07
120.33,121.26,121.52,120.31
120.48,120.22,121.09,119.65
119.57,119.99,120.34,117.97
120.10,119.59,120.59,119.39
119.49,120.36,120.49,119.02
120.03,121.63,121.68,119.60
121.46,120.66,121.46,120.52
119.90,119.41,120.50,118.74
118.34,116.39,118.61,116.39
115.13,115.03,116.66,114.37
109.51,110.54,114.92,108.26
114.05,109.69,114.10,109.56
111.83,112.48,112.69,109.42
113.30,114.49,115.12,112.36
114.36,115.62,115.70,114.21
115.10,115.20,115.98,114.76
113.11,111.90,114.12,111.60
113.41,113.91,113.97,112.08
114.08,113.73,115.13,113.55
112.53,112.87,113.70,112.28
114.56,115.45,115.57,114.11
116.17,114.12,116.42,114.01
113.75,114.64,115.28,113.73
114.16,115.18,115.20,113.66
115.52,114.65,115.54,114.43
114.86,115.94,116.19,114.73
115.95,116.94,117.02,115.79
116.92,117.34,118.89,116.68
115.76,115.72,116.84,115.40
116.54,115.51,117.30,115.08
114.45,113.76,114.73,113.05
114.02,113.42,114.42,113.07
112.79,113.23,113.42,111.87
113.82,111.42,113.91,110.93
111.05,108.30,111.15,107.88
108.25,107.53,109.11,106.99
108.48,109.20,109.43,107.91
109.37,109.01,109.68,107.43
107.98,110.63,110.63,107.12
111.66,113.27,113.45,111.54
113.21,112.49,113.67,111.78
113.10,114.48,114.50,112.63
114.38,115.51,115.75,113.95
115.72,115.74,116.14,115.40
115.79,115.57,115.99,115.07
115.11,113.99,116.30,113.93
114.04,112.87,114.75,112.71
113.19,115.57,115.57,112.66
115.80,115.42,115.80,114.43
114.90,115.64,116.21,114.65
115.58,115.48,116.30,115.03
115.92,113.72,115.98,113.65
114.41,114.72,115.42,113.73
115.65,115.85,116.05,114.73
115.60,115.06,115.87,114.93
114.59,113.80,114.87,113.10
114.14,117.12,117.14,113.92
116.74,115.87,117.11,115.56
115.56,115.34,116.03,115.08
115.45,117.74,118.07,115.42
117.59,118.35,119.03,117.39
118.65,118.29,119.00,117.69
118.24,118.38,118.60,117.09
118.01,119.22,119.36,117.29
119.07,117.82,119.29,117.27
117.32,118.17,118.17,116.96
118.31,117.14,118.34,117.08
116.33,114.90,116.49,114.73
114.44,114.07,115.34,113.66
113.96,115.05,115.09,113.36
115.15,114.61,116.15,114.45
114.93,116.55,116.65,114.52
116.44,116.06,116.65,115.74
116.48,116.81,117.36,116.38
116.71,117.39,117.89,116.68
116.88,118.25,118.42,116.56
118.30,119.17,119.32,118.11
119.27,119.62,119.90,118.88
120.02,119.10,120.07,119.05
119.61,119.89,119.91,118.90
119.73,118.60,120.04,118.45
118.93,116.60,119.45,116.14
116.60,117.78,117.93,116.34
117.64,116.01,117.67,115.51
114.96,115.37,116.01,114.46
115.03,114.08,116.17,113.60
113.89,114.46,115.08,113.65
113.27,111.91,113.34,111.53
111.87,111.11,112.38,110.28
111.73,112.71,112.96,111.60
113.49,114.43,114.65,112.83
114.91,113.21,114.94,112.97
112.66,111.48,112.89,111.44
112.17,112.32,112.63,111.50
112.64,113.35,113.52,111.79
113.92,114.78,114.96,113.73
114.44,114.50,115.16,114.15
113.98,113.97,114.07,112.96
114.48,115.20,115.29,114.07
115.05,114.04,115.35,114.00
113.56,112.62,113.97,112.51
110.61,110.01,110.83,109.08
110.41,110.25,110.58,109.55
108.70,108.57,109.60,108.00
106.72,105.67,107.50,105.49
105.87,103.85,106.49,103.66
104.21,103.40,104.78,102.31
104.22,103.71,104.99,101.94
103.91,100.38,104.42,99.65
100.86,101.77,102.71,99.19
99.08,100.12,100.29,97.51
101.07,98.77,101.20,97.74
97.43,99.18,100.33,95.06
99.33,98.95,100.91,98.38
100.65,101.37,101.61,100.13
100.74,99.12,101.08,98.85
99.52,101.10,101.40,99.18
100.59,99.71,101.59,99.06
100.55,99.69,100.95,99.22
100.04,102.96,102.98,99.96
102.14,102.49,103.09,101.25
101.33,100.28,101.47,99.77
101.06,100.41,101.07,98.14
100.00,100.80,101.97,99.97
100.35,98.04,100.44,97.96
97.01,96.43,97.01,94.94
95.13,95.78,97.13,95.02
96.45,95.83,97.92,95.68
94.08,94.79,95.40,93.64
95.66,96.59,96.79,95.19
97.79,98.88,99.10,97.22
99.57,100.43,101.09,99.53
100.51,99.95,100.64,99.54
99.56,100.45,100.56,99.11
101.34,101.57,102.01,101.24
101.24,100.64,101.49,100.55
99.62,101.61,101.82,98.97
101.79,102.54,102.60,101.39
103.06,103.19,103.47,102.70
103.13,102.73,104.03,102.72
103.62,104.94,104.94,103.07
104.79,106.02,106.09,104.59
106.05,107.13,107.15,105.92
107.07,107.72,108.32,106.67
107.21,108.89,108.99,107.21
108.29,106.26,108.29,106.14
106.62,106.80,107.01,106.07
107.10,105.93,107.49,104.81
106.79,108.20,108.33,106.66
107.87,107.92,108.34,107.40
107.21,106.24,107.28,106.03
105.73,106.99,107.33,105.73
106.99,108.63,109.10,106.33
108.77,109.61,109.95,108.70
109.44,109.35,109.94,109.08
108.78,109.22,109.69,108.47
108.54,106.88,108.59,106.80
106.24,107.20,107.22,105.74
107.43,107.33,107.78,106.55
107.04,110.31,110.34,106.77
110.89,110.32,111.12,110.05
110.48,110.63,111.17,110.34
109.61,111.12,111.22,109.48
110.91,110.19,111.32,110.10
109.37,108.94,109.86,108.84
108.93,110.17,110.27,108.59
109.37,108.68,109.88,108.13
109.61,109.11,110.07,108.63
109.74,108.77,110.55,108.75
108.79,109.94,110.18,108.43
110.58,112.31,112.43,110.51
112.26,112.17,112.70,111.88
111.90,112.45,112.63,111.86
111.98,113.30,113.39,111.87
113.51,113.39,114.13,112.89
113.39,113.56,114.21,112.97
113.47,112.99,113.92,112.66
112.98,114.11,114.19,112.98
113.80,113.30,113.91,112.81
113.67,114.41,114.53,113.17
114.48,114.81,115.05,113.90
114.27,113.50,115.00,113.19
113.01,112.48,113.46,111.72
112.83,113.48,113.51,112.18
112.55,111.62,112.56,110.93
110.99,110.70,111.99,110.37
111.15,110.26,111.33,110.10
109.80,110.91,110.93,109.54
110.92,111.23,111.89,110.63
111.66,112.35,112.40,111.07
112.10,110.96,112.27,110.87
111.19,110.37,111.49,109.50
110.06,109.64,110.94,109.36
109.92,111.03,111.52,109.87
110.88,109.27,111.42,108.77
108.81,109.84,110.66,108.79
109.04,108.96,109.77,107.99
109.29,110.79,110.79,109.23
110.77,110.66,111.39,110.50
111.31,112.94,113.22,111.27
113.30,113.60,113.90,113.08
113.77,113.47,114.02,113.25
113.56,114.60,114.60,113.51
114.82,115.00,115.54,114.50
114.61,115.78,115.95,114.42
115.49,116.67,116.67,115.37
116.47,115.97,116.47,115.00
116.08,117.22,117.58,116.01
117.29,117.56,117.98,116.96
117.66,118.43,118.64,117.65
117.94,117.67,117.94,117.29
116.58,116.07,116.88,115.69
115.65,114.81,116.18,114.59
114.39,114.48,115.11,113.67
114.89,114.56,115.56,114.46
113.72,114.55,114.59,112.89
114.41,114.06,114.92,113.68
115.80,115.30,116.45,115.30
115.34,115.08,115.41,114.33
115.30,114.63,115.88,114.49
115.82,116.82,116.91,115.73
111.94,112.38,114.04,111.50
111.07,108.69,111.07,108.19
109.65,110.37,110.88,109.57
111.70,112.88,113.05,111.53
113.12,114.98,115.02,112.57
115.05,115.39,115.95,114.80
115.02,113.69,115.26,113.07
112.54,113.89,114.01,112.31
114.22,114.13,114.99,113.41
115.25,116.79,117.09,115.15
117.56,118.14,118.43,117.47
119.00,119.72,120.42,118.83
120.33,119.25,120.39,118.95
120.30,119.37,120.36,119.30
119.89,119.70,120.04,119.28
119.53,119.90,120.35,119.33
119.76,119.30,119.97,118.93
119.55,120.08,120.44,118.94
120.01,119.51,120.60,119.25
119.58,120.40,120.65,119.35
120.15,120.22,120.46,119.76
120.20,120.80,120.97,119.92
121.00,121.14,121.47,120.35
120.88,120.83,121.24,120.53
120.71,121.07,121.76,120.05
121.20,121.17,121.70,120.44
121.16,119.48,121.21,119.10
119.37,120.45,120.50,119.10
120.45,120.56,121.19,120.26
121.34,122.30,122.58,120.97
122.35,122.24,122.85,122.03
122.27,122.37,122.63,122.14
122.38,121.49,122.60,121.15
122.03,122.07,122.40,121.57
121.83,122.19,122.46,121.63
122.46,123.40,123.69,122.43
123.08,122.40,123.12,122.26
122.44,122.04,122.50,121.33
122.08,122.94,122.97,122.04
122.77,122.94,123.07,122.28
122.68,123.22,123.34,122.33
123.61,124.08,124.46,123.61
123.94,123.07,124.25,122.77
122.62,123.31,123.69,122.61
123.45,123.06,124.41,122.30
123.27,123.70,124.17,123.24
123.83,123.93,124.17,123.38
123.78,123.23,123.89,122.55
123.34,123.32,123.63,122.02
124.01,124.51,124.53,123.63
124.92,124.63,124.97,123.97
124.55,125.41,125.44,124.48
125.31,125.16,125.41,124.77
124.18,121.25,124.21,121.21
120.69,122.94,122.97,120.58
122.06,120.58,122.16,119.88
120.77,120.60,121.47,120.29
120.68,122.04,122.19,120.51
122.04,121.86,122.04,121.10
122.32,122.67,123.55,121.99
123.20,122.15,123.23,122.15
122.58,123.92,123.97,122.10
124.73,125.70,125.80,124.66
125.56,124.81,125.88,124.81
123.80,123.23,124.17,123.10
123.17,123.73,123.88,122.81
123.95,124.68,124.76,123.07
124.62,122.86,124.64,122.70
123.42,124.21,124.78,122.86
123.83,123.82,124.10,123.13
124.02,123.21,124.31,122.65
123.69,123.95,124.68,123.65
123.75,123.82,124.02,122.82
124.04,122.83,124.32,122.23
122.83,124.30,124.74,122.83
124.05,122.03,124.11,121.34
122.09,121.93,122.61,121.53
120.99,120.92,121.41,120.11
121.36,120.43,121.84,120.40
120.58,120.29,120.85,120.16
121.52,120.98,121.58,120.66
121.17,121.49,121.95,120.50
121.14,121.13,122.00,120.41
120.26,121.07,121.37,120.10
122.04,121.84,122.61,121.45
121.81,120.93,121.99,120.60
120.11,119.73,121.00,119.46
120.12,118.36,120.14,118.09
118.31,118.03,119.03,117.75
118.18,118.50,118.64,117.80
118.66,117.05,118.70,116.28
116.87,115.56,117.00,115.39
115.91,115.00,116.24,114.88
115.30,115.74,116.90,115.05
118.00,118.57,118.82,117.71
118.30,118.88,119.46,117.71
118.08,122.54,122.83,118.05
124.26,124.50,125.40,122.62
125.03,127.36,127.72,124.55
128.95,129.15,130.26,128.39
128.85,129.55,129.89,128.30
129.25,129.54,130.00,129.03
129.95,130.30,130.83,129.75
130.69,130.99,131.09,130.30
131.31,131.60,132.00,130.61
132.12,132.80,132.90,131.67
132.48,133.63,133.65,132.10
133.73,134.07,134.10,133.54
133.97,132.33,134.00,132.15
132.51,132.26,133.09,132.10
132.92,131.61,133.09,131.50
132.25,130.97,132.55,130.29
130.94,130.90,131.47,130.52
131.97,133.15,133.33,131.89
