ITA,iShares U.S. Aerospace & Defense ETF,NASDAQ
80.85,80.40,80.94,80.23
80.58,80.30,80.64,79.94
79.70,79.40,80.08,78.91
80.13,79.53,80.13,79.38
79.71,80.43,80.57,79.71
81.64,81.83,81.93,80.97
81.90,81.55,82.10,81.38
83.38,82.56,83.38,81.90
82.75,81.33,82.89,80.98
81.29,82.04,82.20,81.13
83.81,83.38,83.81,82.57
83.86,83.99,84.16,83.77
84.48,84.60,84.98,84.22
85.15,85.14,85.35,84.62
86.08,86.42,86.47,86.04
86.55,85.85,86.82,84.91
86.57,86.70,86.72,86.22
86.79,86.01,86.79,86.00
87.25,86.42,87.25,86.23
87.24,87.29,87.39,86.74
87.47,87.65,88.35,87.06
88.01,87.74,88.05,87.60
88.52,88.37,88.56,87.95
88.79,88.31,88.95,88.26
88.86,88.78,88.86,87.88
88.78,88.34,88.78,87.91
88.25,88.01,88.32,87.82
88.38,88.22,88.54,87.85
88.36,88.50,89.06,88.30
89.23,90.20,90.24,89.20
90.20,90.85,90.87,90.15
91.00,91.04,91.13,90.46
90.75,90.21,90.81,90.15
89.88,90.36,90.40,89.81
91.10,90.52,91.10,90.33
91.35,90.14,91.35,89.80
89.78,89.82,90.09,89.69
90.00,90.33,90.51,89.71
92.48,89.71,92.48,89.64
88.78,88.11,88.90,87.90
87.92,88.17,88.46,87.84
88.88,87.95,88.88,87.90
89.05,88.30,89.05,88.00
87.91,87.90,88.56,87.86
88.14,88.94,89.37,88.14
89.79,89.23,89.79,88.78
89.26,89.04,89.66,88.94
88.23,87.10,88.56,86.81
86.82,87.32,87.58,86.82
87.25,88.03,88.29,87.25
89.34,86.93,89.34,86.91
87.30,87.82,88.65,87.30
87.79,88.78,88.78,87.79
88.74,88.98,89.07,88.48
89.34,88.62,89.79,87.90
89.32,89.70,89.82,89.18
91.97,90.88,91.97,90.07
91.00,91.59,91.59,90.89
91.60,91.43,92.14,91.43
91.46,92.00,92.09,91.28
94.25,93.35,94.25,92.81
94.99,94.52,94.99,93.34
94.80,94.75,94.98,93.28
99.29,94.76,99.29,94.70
97.05,93.33,97.05,93.32
93.00,92.62,93.75,92.17
92.37,92.79,93.26,92.17
94.33,92.38,94.33,92.38
92.50,92.95,93.11,92.50
92.60,92.73,92.82,92.27
91.87,91.89,92.41,91.55
91.86,92.73,92.84,91.86
92.32,92.02,92.32,91.49
92.05,90.65,92.05,90.08
90.50,91.04,91.21,90.50
90.19,90.88,91.30,90.10
90.65,89.87,90.99,89.72
89.88,89.54,90.01,89.02
90.76,92.31,92.31,90.66
92.38,92.96,93.00,92.10
92.26,93.35,93.43,92.16
93.82,91.94,93.82,91.92
92.49,92.66,92.82,92.22
92.85,93.95,94.08,92.49
94.24,94.61,94.62,93.95
95.10,93.80,95.10,93.67
94.21,94.36,94.89,94.13
94.91,95.89,95.89,94.60
96.22,96.58,96.61,95.86
96.58,97.05,97.05,96.26
97.46,96.52,97.46,96.35
97.13,97.19,97.19,96.40
97.35,96.86,97.65,96.58
97.00,96.88,97.64,96.59
96.88,97.45,97.87,96.77
97.94,98.07,98.15,97.71
97.75,98.28,98.59,97.44
98.52,98.76,98.98,98.13
99.14,97.44,99.25,97.39
97.66,98.96,98.96,97.51
99.37,98.71,99.37,98.43
98.80,98.52,98.80,98.17
98.50,99.21,99.21,98.00
99.35,99.56,99.62,99.01
99.77,99.71,99.77,99.08
100.27,100.31,101.19,100.23
100.48,100.07,100.63,99.80
99.81,99.61,100.34,99.44
100.00,100.82,100.98,99.91
100.97,102.07,102.11,100.97
102.58,101.96,102.79,101.55
102.50,102.75,103.06,101.95
103.09,103.63,103.71,103.07
104.47,103.07,105.00,103.07
103.43,102.43,103.57,102.20
102.24,101.75,102.46,101.43
101.51,100.76,101.77,99.89
100.46,100.84,101.18,100.41
101.71,102.16,102.16,101.70
102.74,101.98,102.74,101.88
101.77,101.65,102.34,101.49
101.86,100.22,101.86,100.06
100.24,100.63,100.82,100.15
100.80,100.78,100.99,100.45
101.74,101.95,102.37,101.16
102.74,102.19,102.74,101.95
102.70,103.58,103.58,101.23
103.46,102.96,103.59,102.75
103.18,104.67,104.92,103.13
105.08,104.63,105.08,104.58
104.69,105.18,105.24,104.69
105.49,106.07,106.19,105.49
106.48,105.53,106.48,105.39
105.71,105.26,105.71,105.00
105.58,105.68,105.94,105.48
105.68,104.52,105.68,104.33
104.82,104.99,105.45,104.63
105.69,104.84,105.69,104.65
105.24,105.63,106.10,105.15
105.80,106.09,106.23,105.14
106.67,106.95,107.20,106.31
107.28,107.44,107.44,106.59
107.70,106.87,108.18,106.60
107.31,107.49,107.57,106.77
107.58,108.35,108.73,107.53
108.34,108.57,108.66,108.16
108.58,108.39,108.77,108.15
109.44,108.87,109.87,108.60
109.74,110.49,110.59,109.35
110.38,109.04,110.38,108.74
108.26,105.35,108.36,105.35
105.29,105.30,106.06,104.52
105.66,105.91,106.00,105.42
105.54,104.06,105.54,103.64
104.89,104.57,105.31,104.21
103.72,105.24,105.98,103.00
105.75,102.11,105.76,101.96
102.21,102.34,102.83,100.92
102.35,102.32,102.54,100.58
102.56,102.83,103.22,102.21
103.47,104.81,105.00,103.39
104.96,104.32,104.96,103.92
104.61,105.65,105.92,104.35
105.89,106.37,106.44,105.89
106.21,107.06,107.26,105.46
107.00,107.83,107.90,106.30
107.96,108.41,108.47,107.70
108.00,107.34,108.94,107.19
107.87,108.86,109.05,107.35
109.26,108.72,109.26,108.47
109.20,109.75,110.77,108.89
109.62,108.77,110.05,108.54
108.92,108.28,108.97,108.03
108.17,109.50,109.53,108.17
109.73,109.64,110.41,109.04
108.93,109.68,110.05,108.58
111.95,111.85,112.17,111.15
112.54,111.74,112.54,111.73
112.32,111.78,112.32,111.47
112.37,111.76,112.50,111.53
111.70,111.01,111.70,110.53
111.88,109.64,111.88,109.47
109.09,109.49,109.56,108.58
109.93,107.96,110.15,107.62
107.74,108.15,109.03,107.74
108.64,109.30,109.65,108.64
109.40,110.04,110.64,109.40
110.29,108.94,110.39,108.27
108.96,108.98,109.44,108.44
109.46,108.46,109.70,108.46
108.57,108.03,108.98,107.15
108.94,108.51,108.97,108.02
109.72,107.33,109.72,107.33
106.90,106.54,107.33,106.16
106.67,107.32,108.07,106.67
108.06,109.16,109.32,107.95
109.31,110.53,110.60,109.31
110.96,111.14,111.24,110.62
111.10,110.81,111.26,110.41
111.14,108.15,111.35,108.15
107.95,106.60,108.46,106.18
106.38,106.02,106.42,105.25
106.95,107.89,107.96,106.17
107.91,105.26,107.91,105.09
104.78,104.10,105.41,103.80
104.76,104.83,105.18,103.96
104.83,106.08,106.08,103.87
106.43,107.65,107.66,106.36
107.83,108.89,109.13,107.58
109.09,109.03,109.30,108.37
109.62,108.66,109.96,108.66
109.00,109.77,109.89,108.75
110.18,108.64,110.18,107.87
108.33,107.18,108.33,107.11
107.74,106.70,108.23,105.70
107.68,108.05,108.35,107.44
107.72,108.68,108.70,107.31
108.69,108.35,109.36,107.93
108.32,109.09,109.70,108.32
109.03,110.34,110.56,108.62
110.32,108.98,110.40,108.98
109.59,109.82,109.91,108.28
109.92,109.42,110.51,109.22
109.00,109.61,109.93,108.80
110.74,111.25,111.59,110.14
111.48,111.25,111.92,111.08
111.39,109.72,111.39,109.51
109.70,108.01,109.70,107.69
108.47,107.73,108.86,107.10
107.80,108.06,108.49,107.33
107.90,106.37,107.99,106.02
106.87,106.92,107.26,106.45
107.32,107.49,107.68,107.00
107.55,108.45,108.59,107.55
109.12,109.27,109.28,108.62
109.13,109.00,109.84,108.97
109.41,109.67,109.74,108.99
109.80,109.92,109.96,109.42
109.81,110.47,110.59,109.28
110.49,110.38,110.60,109.89
110.25,110.71,110.71,110.15
110.71,112.43,112.43,110.71
112.50,113.25,113.30,112.50
113.38,114.19,114.42,113.06
114.09,113.42,114.09,112.87
112.99,112.11,113.03,111.86
111.78,110.72,111.91,110.43
110.75,110.99,111.35,110.50
111.19,111.15,111.33,110.70
111.18,110.99,111.56,110.50
111.00,111.20,111.30,110.30
111.25,111.16,111.59,110.77
111.50,111.39,111.71,111.20
111.31,110.49,111.59,110.31
109.85,108.36,109.99,108.27
107.93,108.34,108.41,107.76
108.31,108.06,108.31,107.51
107.75,108.53,108.53,107.75
108.37,107.84,108.37,107.55
107.99,108.85,109.32,107.77
108.82,107.87,108.87,107.87
108.18,108.46,108.65,108.18
108.30,107.80,108.30,107.63
107.43,106.44,107.51,106.19
106.17,106.81,107.15,106.17
105.63,106.58,107.01,104.68
106.46,107.10,107.23,106.37
107.54,108.06,108.23,107.54
108.28,107.91,108.72,107.44
108.36,107.67,108.36,107.47
107.42,106.30,107.80,106.30
106.52,107.65,107.73,106.52
107.23,108.21,108.29,107.01
108.63,108.46,108.74,108.26
108.52,107.34,108.52,107.34
107.32,106.39,107.32,106.26
106.00,105.38,106.05,105.14
105.34,105.32,105.54,104.70
105.31,104.44,105.43,104.41
104.98,104.74,105.30,104.09
104.04,102.66,104.04,102.45
102.50,103.33,103.88,102.50
103.86,103.26,103.86,102.68
102.69,103.31,104.20,102.00
102.53,102.21,102.83,102.06
102.64,102.32,102.97,102.09
102.40,103.98,104.00,102.38
104.53,104.54,105.12,104.32
104.33,103.83,104.71,103.59
104.16,105.39,105.51,103.93
105.62,105.73,106.09,105.51
106.19,105.70,106.50,105.10
106.58,107.29,107.33,106.45
107.45,107.73,107.77,107.37
107.58,108.56,108.60,107.58
108.56,108.93,109.01,108.22
108.98,108.77,109.11,108.56
109.27,109.30,109.92,109.10
109.48,109.43,109.69,109.36
109.44,108.94,109.48,108.80
108.52,108.51,108.61,108.28
108.75,108.67,108.75,108.12
108.92,109.08,109.25,108.52
109.63,109.05,109.63,108.87
109.24,108.71,109.73,108.63
108.86,109.08,109.08,108.44
109.02,109.37,109.64,108.95
109.45,109.26,109.85,109.18
109.39,110.04,110.10,109.17
109.62,110.06,110.15,109.57
110.10,109.72,110.11,109.29
109.76,109.66,109.76,109.05
109.63,110.12,110.37,109.11
110.23,110.20,110.71,109.85
110.54,110.96,110.96,110.46
111.30,110.74,111.65,110.53
110.40,109.13,110.40,109.10
108.91,107.96,108.91,107.75
107.82,108.06,108.17,107.44
107.98,106.87,107.98,106.66
107.14,108.37,108.48,106.97
107.97,107.95,108.49,107.23
108.17,107.58,108.35,107.30
107.37,105.35,107.37,105.04
105.07,104.77,105.43,103.90
105.64,106.19,106.51,105.48
106.75,105.72,106.96,105.50
105.28,103.35,105.28,103.27
103.42,104.94,104.94,102.48
104.96,102.83,104.96,102.54
102.92,102.44,103.36,102.00
102.47,100.93,103.33,100.87
101.51,102.51,103.61,101.39
101.64,102.11,102.62,98.40
100.68,102.37,102.97,100.35
103.78,104.18,104.90,103.78
104.03,104.22,104.33,103.50
104.68,105.85,105.99,104.35
106.32,104.75,106.85,104.75
105.17,106.44,107.19,105.17
106.36,107.23,107.24,106.20
106.38,107.38,107.41,106.22
107.84,109.72,109.75,107.79
109.60,109.29,109.94,108.72
109.23,110.05,110.29,108.31
111.24,111.20,111.63,110.67
111.49,111.17,111.65,110.65
110.93,111.14,111.90,110.84
112.20,110.99,112.20,110.87
111.16,111.49,111.54,110.80
111.39,111.04,111.39,110.47
111.31,111.31,111.31,110.71
111.60,111.10,111.84,110.95
111.13,111.50,111.57,110.82
111.47,111.81,112.50,111.47
112.29,111.61,112.29,111.61
111.41,111.10,111.69,111.09
111.00,112.45,112.76,111.00
112.61,112.37,112.61,111.79
112.00,112.61,112.66,111.76
113.64,113.02,113.75,112.94
113.21,113.76,114.00,113.21
114.33,114.29,114.59,113.84
114.47,114.29,114.56,114.15
114.30,114.15,114.78,114.02
114.06,112.98,114.06,112.93
113.05,113.37,113.75,113.05
113.23,114.21,114.31,113.23
114.28,113.68,114.28,113.34
113.87,114.65,114.82,113.87
114.24,113.76,115.18,113.46
112.71,114.55,114.61,112.02
114.33,111.70,114.33,111.64
112.18,111.65,112.71,111.57
110.97,109.24,110.97,109.18
109.72,108.83,110.07,108.20
108.89,110.16,110.93,108.51
109.35,111.02,111.10,108.93
112.56,113.53,113.72,112.33
113.68,113.90,114.24,113.61
114.00,115.36,115.38,114.00
115.95,116.00,116.47,115.89
116.09,116.18,116.39,116.00
116.63,116.55,116.79,116.29
116.50,116.65,116.99,115.97
116.26,116.13,116.35,115.81
116.37,114.69,116.54,114.69
115.63,114.48,115.63,113.63
114.33,112.78,114.46,112.26
112.93,112.06,113.35,111.12
112.83,113.05,113.37,112.44
114.48,115.27,115.34,114.42
115.35,114.51,115.40,114.45
114.52,113.63,114.65,113.19
114.71,113.90,115.76,112.96
112.65,113.56,113.85,112.64
114.00,113.08,114.45,112.80
112.14,113.44,113.44,111.69
114.00,114.02,114.48,112.80
114.01,114.32,114.80,113.67
114.77,116.58,116.81,114.49
116.36,116.82,117.22,116.10
116.86,116.52,116.86,115.68
115.12,115.22,115.90,114.37
115.87,114.97,117.18,114.81
115.05,116.16,116.23,114.00
115.75,114.41,115.75,114.40
114.29,116.09,116.09,113.46
116.11,118.00,118.07,116.11
118.24,117.48,118.43,117.35
118.02,118.41,118.51,117.52
119.20,119.50,120.02,119.20
119.08,118.63,119.71,118.45
118.90,119.30,119.61,118.46
119.60,119.19,119.60,118.74
119.75,120.24,120.33,119.53
120.77,121.07,121.12,120.15
121.51,120.85,121.51,120.55
121.00,121.84,121.84,120.62
121.63,123.38,123.39,121.63
123.02,124.85,124.85,123.02
125.19,124.55,125.19,123.31
124.83,124.80,124.87,124.30
124.75,123.88,125.00,123.51
123.76,123.41,123.76,122.93
123.20,123.33,123.96,123.20
123.37,124.96,125.20,123.37
124.77,123.90,124.77,123.47
123.51,123.38,123.72,123.10
123.28,123.57,123.90,123.20
123.69,122.15,123.69,121.85
122.09,123.26,123.64,122.09
122.23,121.30,122.30,121.30
121.90,121.69,121.91,121.40
122.09,123.21,123.25,122.09
123.20,122.16,123.23,121.37
122.66,123.63,123.69,122.66
123.57,123.63,123.74,123.01
123.60,124.86,125.21,122.72
124.86,124.31,124.86,123.90
125.12,125.14,125.53,124.58
125.17,124.69,125.31,124.68
124.43,124.73,125.25,124.31
124.51,121.83,124.51,121.82
121.25,122.12,122.33,120.67
122.22,123.27,123.38,122.22
124.06,124.84,125.25,123.68
124.54,123.78,124.54,123.71
123.61,123.22,123.61,121.97
123.87,123.46,124.31,123.10
123.08,124.60,124.89,123.07
124.70,124.28,125.34,124.28
124.41,125.12,125.27,124.40
125.25,125.16,125.67,124.30
125.33,125.41,125.58,124.85
125.34,124.62,125.85,124.49
124.51,124.46,124.73,123.69
124.48,124.66,125.22,124.40
124.46,124.48,124.88,123.95
124.00,122.41,124.00,122.17
123.21,123.94,124.16,123.16
124.40,124.07,124.71,123.68
124.09,124.02,124.09,122.95
124.14,124.02,124.40,123.44
124.24,123.13,124.24,123.11
123.54,122.81,123.96,122.73
122.81,123.03,123.04,121.93
122.89,122.25,123.18,122.02
122.56,120.10,122.56,119.75
120.82,121.16,121.24,120.30
121.10,121.45,121.91,121.08
121.24,119.98,121.47,119.78
120.36,120.04,120.52,119.47
119.89,120.06,120.32,119.52
120.96,121.75,121.85,120.96
121.61,122.02,122.61,121.61
121.43,121.87,122.22,120.82
122.17,122.15,122.45,121.95
122.87,123.78,123.86,122.73
124.00,123.68,124.00,123.28
123.88,124.07,124.14,123.42
124.31,124.20,124.48,123.90
124.14,124.11,124.60,123.94
124.01,124.57,124.72,123.94
124.72,123.63,124.72,123.39
123.26,122.19,123.26,121.95
122.47,122.82,122.84,122.14
123.04,122.57,123.04,122.11
122.53,121.56,122.53,121.00
121.76,121.69,122.18,121.01
121.23,121.96,122.43,120.86
122.57,122.86,123.29,121.94
122.76,120.76,122.76,120.56
120.61,120.84,120.93,119.58
120.72,120.30,120.91,120.30
120.31,120.01,120.57,119.87
120.41,121.67,121.93,120.41
121.77,122.43,122.53,121.77
122.00,121.99,122.06,121.52
121.47,121.17,121.64,120.28
121.11,121.84,122.01,121.11
122.21,122.17,122.52,121.31
122.55,123.48,123.88,122.15
123.26,123.05,123.61,122.99
123.79,123.45,123.79,122.96
123.46,123.46,123.60,122.86
123.01,122.07,123.01,122.05
122.48,121.56,122.48,121.56
121.86,121.54,122.04,121.22
120.65,119.12,120.91,119.06
120.02,119.14,120.02,118.79
120.04,120.09,120.54,119.59
120.28,119.17,120.52,118.95
118.43,119.00,119.35,118.00
119.27,119.58,119.58,117.53
118.53,118.17,119.03,117.83
119.07,118.67,119.76,118.67
119.80,120.01,120.20,119.61
120.76,121.26,121.41,120.76
121.38,122.05,122.16,121.30
122.13,121.40,122.13,121.17
121.89,122.33,122.41,121.89
122.64,121.90,122.64,121.51
122.17,121.88,122.17,121.66
121.00,119.22,121.00,118.69
119.01,118.11,119.25,117.94
118.30,118.16,119.62,118.03
117.95,116.42,118.16,116.34
115.80,115.13,115.88,114.92
115.66,116.61,117.03,114.90
117.35,118.74,119.06,117.35
118.48,118.15,118.63,117.82
118.56,118.04,118.66,117.98
118.10,117.36,118.10,116.86
117.51,117.54,118.05,117.38
118.31,118.34,118.99,118.14
118.49,118.50,118.99,117.91
118.30,117.90,118.47,117.32
119.64,121.07,121.25,119.64
120.10,119.85,120.32,119.32
118.97,119.37,119.64,117.97
119.30,120.09,120.45,119.15
120.09,120.89,120.99,119.83
120.54,121.36,121.38,119.99
121.25,120.96,121.36,120.87
120.55,120.14,121.04,119.59
119.04,117.10,119.30,117.10
116.01,114.37,116.01,114.36
113.45,110.65,113.79,85.34
111.75,109.59,114.20,109.59
110.68,112.26,112.39,109.50
113.25,114.23,114.85,112.69
114.02,114.55,114.90,113.95
114.16,113.48,114.30,113.39
112.35,110.58,112.35,110.36
111.70,113.10,113.10,111.51
113.46,113.56,114.27,113.19
111.47,112.00,112.52,111.45
113.45,114.76,114.86,113.45
115.63,114.02,115.80,113.86
113.87,114.04,114.74,113.67
113.55,114.35,114.43,113.34
114.67,113.73,114.67,113.55
113.83,114.81,115.01,113.80
114.89,115.21,115.21,114.66
115.19,114.95,116.47,114.72
113.45,112.69,114.17,112.55
113.24,113.17,114.00,112.78
111.79,111.26,111.79,110.69
111.39,110.05,111.39,109.81
109.17,109.72,109.90,108.03
110.54,109.29,110.54,108.77
108.57,107.26,108.61,107.21
107.44,107.63,107.74,106.94
108.50,109.02,109.24,108.07
109.09,108.62,109.28,107.51
107.53,109.50,109.50,107.14
110.24,111.91,111.98,110.24
111.75,111.83,112.66,111.75
112.51,113.45,113.78,112.51
113.22,114.81,114.98,112.96
115.12,115.41,115.80,115.04
115.50,115.42,115.66,115.00
114.94,114.25,115.22,114.22
114.30,111.92,114.70,111.81
112.36,113.07,113.09,111.82
113.35,112.78,113.46,112.21
112.43,112.72,112.73,112.05
112.52,112.96,113.66,112.12
113.55,113.33,114.12,113.13
113.49,116.15,116.56,113.49
116.83,116.64,117.20,116.05
116.62,116.28,116.77,116.02
116.06,116.51,116.90,116.06
116.92,118.76,118.80,116.92
118.49,118.89,119.12,118.23
119.00,118.24,119.00,118.24
118.36,119.66,119.77,118.36
119.45,119.35,119.69,118.85
119.81,119.08,119.94,118.88
119.18,119.50,119.61,118.69
119.17,119.24,119.25,118.35
119.00,117.73,119.02,117.46
117.60,117.65,118.13,116.78
117.85,117.26,117.92,117.22
116.61,115.44,116.71,115.43
115.35,114.64,115.60,114.51
115.15,117.40,117.41,115.15
117.82,117.44,118.35,117.21
117.87,118.45,118.62,117.58
119.12,119.25,119.44,118.51
120.08,120.28,120.82,119.75
120.46,120.26,120.66,119.89
119.96,120.82,120.98,119.80
121.07,120.63,121.22,120.46
120.71,120.67,120.91,120.27
120.92,119.95,121.31,119.66
120.50,120.60,121.13,120.31
120.75,119.64,120.75,119.52
120.15,118.26,120.18,117.89
118.67,119.95,120.09,118.50
120.02,119.81,120.09,119.31
119.12,118.50,119.12,118.04
118.17,117.50,119.47,117.00
117.65,118.49,118.97,117.50
117.56,116.70,117.79,116.50
116.71,116.31,117.20,115.61
117.14,116.67,117.30,116.47
117.45,118.32,118.59,116.73
118.87,116.93,118.93,116.93
116.55,115.15,116.55,115.07
115.74,116.74,116.82,115.74
117.19,117.89,118.19,116.67
118.52,118.81,118.92,118.15
118.49,118.59,118.89,118.38
118.23,118.16,118.36,117.32
118.61,119.78,119.96,118.61
119.65,119.13,119.87,119.04
118.95,118.22,118.95,117.76
116.37,116.77,116.79,115.78
117.26,118.22,118.33,117.26
117.01,116.88,117.63,116.16
115.22,114.07,115.91,113.75
114.50,112.46,114.89,112.29
112.52,112.88,113.27,112.08
113.68,113.80,113.93,112.37
114.32,110.70,114.32,110.54
111.13,111.11,111.72,109.31
109.04,109.05,109.38,107.54
110.03,108.35,110.13,107.37
107.02,107.51,108.42,104.37
107.60,107.08,108.47,106.78
108.37,108.79,108.83,107.56
108.59,107.55,108.59,107.40
107.60,109.40,109.51,107.57
108.17,106.66,108.38,106.23
107.15,106.98,107.55,106.48
107.27,109.42,109.42,107.10
108.73,109.03,109.50,107.79
107.89,106.58,107.97,106.35
106.92,108.32,108.49,105.71
108.18,109.02,110.36,108.00
108.62,107.47,108.62,107.25
106.46,106.67,106.89,105.45
105.62,106.04,106.90,105.15
106.52,106.27,107.58,106.18
104.56,103.24,104.80,101.10
103.73,104.12,104.25,102.88
105.29,106.31,106.36,104.44
107.04,108.08,108.34,106.91
108.32,108.62,109.00,108.07
108.17,108.32,108.79,107.62
109.10,110.11,111.00,109.10
109.90,110.14,110.44,109.81
109.32,110.08,110.33,108.46
110.25,111.90,111.92,110.25
112.54,112.40,113.04,112.18
112.78,112.17,113.07,112.16
112.29,113.06,113.19,111.76
113.17,113.53,113.59,112.88
113.58,113.94,114.00,113.18
113.96,114.66,115.38,113.86
114.14,114.32,114.72,113.97
113.61,113.19,113.93,113.13
113.63,113.73,114.12,113.27
114.15,112.94,114.24,112.35
113.81,114.65,115.00,113.81
114.36,114.35,114.78,114.02
114.37,113.99,114.37,113.13
113.84,115.24,115.47,113.66
115.13,117.06,117.33,115.00
117.36,118.46,118.60,117.36
118.41,118.63,119.07,118.16
116.39,118.30,118.80,116.39
117.91,117.29,118.08,117.18
116.61,116.32,116.91,115.47
116.50,116.00,116.63,115.82
115.68,117.47,117.53,114.97
118.16,117.59,118.45,117.31
117.51,116.89,117.51,116.41
116.20,117.28,117.37,115.44
117.18,116.34,117.56,116.25
115.71,116.41,116.83,115.71
116.42,117.44,117.47,115.93
116.86,117.09,117.61,116.82
117.90,117.31,118.48,117.01
117.70,117.20,118.26,117.04
117.29,118.07,118.38,117.25
118.52,119.69,119.72,118.47
119.82,119.47,119.94,119.10
119.40,119.57,119.66,119.19
119.25,120.26,120.42,118.96
120.58,120.35,120.97,120.19
120.38,120.46,121.12,119.98
120.63,120.05,120.92,119.90
120.15,120.73,120.96,120.06
120.49,119.64,120.49,119.37
120.00,121.68,121.75,119.98
122.17,123.50,123.83,121.59
123.95,122.49,123.95,122.24
122.00,121.87,122.33,121.05
122.15,122.65,122.71,121.22
121.60,121.79,122.13,120.66
121.77,120.85,121.77,120.48
121.26,121.53,121.78,121.06
121.39,122.40,122.40,121.39
122.41,122.32,122.81,122.08
123.02,124.90,124.97,123.02
124.79,123.70,125.16,123.61
124.01,124.20,124.60,123.41
124.14,122.81,124.26,122.58
122.96,124.28,124.57,122.73
124.00,123.38,124.56,122.82
123.10,123.28,124.34,122.88
123.16,122.16,123.16,121.30
122.84,123.34,123.44,122.60
123.51,122.42,123.51,122.30
123.00,123.72,124.12,122.84
124.36,124.18,124.47,124.10
124.46,124.53,124.84,124.32
124.82,124.74,124.85,124.35
124.98,124.03,124.98,123.71
123.79,124.68,124.89,123.08
124.43,125.10,125.10,124.38
124.99,124.99,125.27,124.11
125.05,126.17,126.31,124.92
126.47,126.60,127.24,126.47
126.98,127.23,127.30,126.63
126.95,127.37,127.43,126.79
127.37,125.89,127.37,125.59
125.53,124.30,126.00,124.28
124.01,124.24,124.53,123.36
124.53,124.30,124.90,124.16
123.85,124.10,124.30,122.73
124.32,124.06,124.55,123.49
125.64,125.21,126.04,125.17
125.24,124.60,125.24,124.37
124.64,124.43,125.26,124.36
125.55,125.64,125.78,124.96
122.24,121.72,123.67,121.55
120.92,119.00,121.00,118.73
120.67,120.10,120.67,119.11
121.45,122.12,122.26,120.84
122.61,124.93,124.93,122.49
125.01,125.17,125.77,124.66
124.73,123.39,124.73,122.92
123.13,124.12,124.14,122.31
124.15,123.97,124.69,123.42
124.94,126.47,126.54,124.89
127.00,127.39,127.92,126.95
128.03,127.66,128.29,127.30
127.33,127.50,128.03,127.29
128.21,127.77,128.33,127.73
128.07,128.09,128.34,127.84
128.17,127.91,128.36,127.79
127.96,128.46,129.45,127.64
128.76,129.05,129.28,128.40
129.14,128.02,129.32,127.63
127.89,128.28,128.39,127.03
128.26,127.89,128.26,127.54
128.29,129.31,129.37,128.29
130.02,129.87,130.46,129.27
129.95,128.98,129.95,128.48
128.79,129.51,129.73,128.36
129.50,130.07,130.19,129.36
129.77,129.14,129.98,128.73
129.19,129.86,129.86,129.03
130.38,129.83,130.60,129.38
130.32,131.04,131.30,130.32
131.29,130.60,131.45,130.39
130.93,131.09,131.20,130.28
130.95,130.49,131.01,129.85
131.00,131.34,131.66,130.80
131.20,131.27,131.43,130.88
131.60,132.73,132.95,131.60
132.41,131.24,132.41,131.13
131.29,131.52,131.94,130.76
131.74,132.31,132.33,131.63
132.05,132.29,132.37,131.75
132.22,132.38,132.71,131.87
132.75,132.05,133.15,132.04
132.02,131.75,132.17,131.40
131.60,131.75,131.96,130.99
132.04,131.10,132.27,130.55
131.30,131.88,132.15,131.11
131.88,131.24,131.88,131.01
131.13,130.21,131.13,129.60
130.94,130.75,130.94,129.41
131.67,131.70,131.96,131.19
131.87,131.56,132.22,131.18
131.60,131.32,131.60,131.00
131.00,131.03,131.29,130.62
130.35,127.78,130.88,127.78
127.19,129.02,129.30,127.19
128.19,127.15,128.39,127.00
127.13,126.36,127.89,126.11
126.35,127.61,127.73,126.12
127.14,126.07,127.14,125.98
126.67,126.82,127.46,126.59
127.37,126.36,127.37,126.29
126.71,128.21,128.26,126.71
128.84,129.81,130.16,128.84
129.67,129.45,129.84,129.25
129.63,128.73,129.63,128.39
129.34,129.45,129.78,128.72
129.81,130.20,130.28,129.17
130.09,128.47,130.20,128.13
129.05,129.06,129.61,128.14
128.70,129.15,129.29,128.33
129.40,128.39,129.77,128.01
128.94,129.22,129.55,128.91
128.82,129.20,129.28,128.24
128.59,127.61,128.59,126.79
128.09,128.14,128.87,128.09
127.89,126.17,127.90,125.70
126.23,126.35,126.86,126.05
125.46,126.15,126.40,124.70
126.69,126.17,127.23,126.17
126.14,126.44,126.87,126.14
127.39,127.43,127.72,127.00
127.65,127.35,128.50,127.11
127.16,127.07,127.52,126.87
126.23,126.64,126.75,125.67
127.50,127.92,128.49,127.50
128.36,129.35,129.50,128.36
129.52,130.75,130.97,129.15
131.05,129.34,131.05,129.07
129.25,130.09,130.47,129.25
130.20,130.27,130.48,129.88
130.53,129.65,131.24,129.11
129.70,128.49,130.22,128.46
128.75,127.67,129.00,127.39
127.83,127.82,128.90,127.72
129.69,130.15,130.27,128.63
131.17,130.25,131.17,129.91
132.92,135.87,137.00,132.50
138.75,138.15,138.75,137.00
139.00,141.17,141.17,138.15
142.00,141.59,142.29,141.05
142.10,140.70,142.17,139.75
140.75,140.15,141.68,139.40
140.60,140.24,140.86,140.11
140.41,140.07,140.42,139.70
140.77,140.57,141.06,140.00
141.15,142.37,142.46,141.08
142.70,143.20,143.29,142.10
143.87,144.08,144.13,143.37
144.09,143.73,144.23,143.36
143.89,144.16,144.73,143.82
144.87,143.31,144.99,143.30
143.65,143.88,144.34,143.25
143.96,143.99,144.35,143.54
144.99,144.38,145.33,144.00
