GXC,SPDR S&P China ETF,NASDAQ
62.61,62.61,63.16,61.59
60.74,60.90,61.44,60.01
61.72,61.84,62.16,61.17
62.91,63.23,63.39,62.66
63.37,63.87,64.20,63.37
63.88,64.10,64.60,63.64
64.29,64.03,64.61,63.78
63.92,63.28,64.29,62.83
62.41,62.68,63.12,62.13
63.20,62.90,63.22,62.33
63.20,63.17,63.82,63.07
63.47,63.51,63.79,63.27
63.51,63.21,63.66,63.03
65.33,66.44,66.48,65.30
65.44,65.16,65.51,64.91
65.32,65.97,66.19,65.32
66.24,66.30,66.30,65.87
66.60,66.43,66.76,66.30
66.31,66.27,66.57,66.08
66.06,66.32,66.50,65.95
65.87,66.35,66.53,65.82
67.72,67.96,68.23,67.49
68.01,67.52,68.04,67.03
67.90,68.52,68.57,67.86
68.05,68.71,68.74,67.73
67.84,67.60,68.02,67.54
68.00,67.70,68.08,67.53
67.82,67.61,68.26,67.32
68.54,69.32,69.66,68.54
69.22,69.55,69.65,69.18
69.28,69.00,69.28,68.62
68.95,68.61,68.95,68.25
67.88,67.64,68.06,67.54
68.01,68.65,68.94,67.79
68.66,69.06,69.32,68.66
69.94,70.67,70.76,69.94
71.48,71.80,72.06,71.18
71.80,71.67,71.99,71.57
71.23,70.98,71.34,70.66
71.49,70.89,71.66,70.87
71.19,70.73,71.39,70.60
69.90,70.03,70.35,69.78
69.20,68.90,69.49,68.45
69.96,70.68,70.79,69.96
70.53,70.53,70.68,69.90
70.88,70.36,71.00,70.13
69.84,69.26,69.93,69.15
68.96,69.19,69.75,68.66
69.63,69.59,70.19,69.46
69.94,69.66,69.94,69.19
71.76,71.13,71.90,71.07
71.72,72.12,72.34,71.60
72.51,72.89,73.07,72.39
73.23,73.21,73.72,72.56
73.97,74.72,74.88,73.80
75.28,75.77,75.78,75.09
75.04,75.45,75.60,74.89
75.04,74.51,75.20,74.44
74.38,74.86,74.89,74.31
75.83,75.33,75.86,75.16
75.50,75.27,75.50,75.11
74.91,76.75,76.86,74.67
75.87,76.22,76.35,75.55
76.24,75.22,76.45,75.16
75.42,75.82,76.08,75.32
75.36,75.16,75.57,74.86
74.96,74.85,75.44,74.74
74.97,75.09,75.18,74.65
74.55,74.70,74.81,74.41
73.67,74.03,74.10,73.37
74.31,75.12,75.12,74.24
74.74,75.34,75.34,74.62
75.68,74.92,75.76,74.47
75.61,75.97,76.30,75.48
75.00,75.29,75.70,75.00
75.82,74.70,76.01,74.64
74.99,75.21,75.47,74.44
75.31,76.37,76.43,75.31
76.15,76.83,76.86,76.05
76.17,77.18,77.36,76.13
76.62,76.16,76.86,76.02
76.31,76.35,76.78,76.28
75.90,76.41,76.52,75.70
76.99,77.01,77.33,76.82
77.52,77.28,77.52,77.06
77.42,77.19,77.90,77.12
75.50,74.88,75.50,74.82
74.99,74.44,74.99,74.30
74.17,74.20,74.42,74.00
74.22,73.97,74.53,73.89
74.41,74.71,74.90,74.41
76.11,75.44,76.11,75.10
75.81,75.48,76.14,75.38
75.93,76.02,76.35,75.44
75.68,76.10,76.30,75.68
75.25,75.19,75.36,74.86
75.75,74.97,75.75,74.94
74.71,73.77,74.76,73.60
73.62,74.05,74.13,73.30
74.51,74.62,74.95,74.51
74.52,74.06,74.61,73.70
73.06,73.87,73.95,73.00
73.88,74.74,74.87,73.84
76.56,77.53,78.37,76.56
79.50,79.34,80.17,79.22
79.22,78.95,79.51,78.84
78.73,78.31,78.98,78.15
78.39,78.78,78.83,78.13
78.77,79.12,79.21,78.66
78.74,77.67,78.74,77.54
77.74,78.30,78.49,77.54
78.94,79.66,79.72,78.78
79.65,79.89,80.03,79.50
79.96,79.14,79.99,79.00
78.74,78.69,79.15,78.18
78.85,79.24,79.52,78.39
79.43,78.78,79.43,78.72
79.81,80.14,80.34,79.65
79.82,79.68,79.96,79.63
79.24,79.92,79.96,79.13
78.77,77.62,79.04,77.42
77.00,77.04,77.29,76.82
77.94,77.56,77.94,77.25
77.88,77.54,78.28,77.49
77.24,76.66,77.24,76.60
77.35,77.95,78.39,76.24
76.47,76.51,76.87,75.85
75.88,75.67,76.04,75.60
75.66,75.69,76.16,75.51
76.33,76.85,77.02,76.33
76.45,76.18,76.47,76.03
76.96,77.34,77.45,76.90
77.00,77.14,77.35,76.80
77.50,77.93,78.02,77.25
77.19,76.14,77.19,76.10
76.26,75.32,76.26,75.17
75.07,74.46,75.07,74.42
74.11,74.68,74.81,74.11
75.20,75.53,75.70,75.13
75.12,74.37,75.21,74.01
74.77,75.54,75.74,74.77
75.03,74.22,75.28,74.11
74.76,75.26,75.32,74.34
75.01,75.22,75.36,75.01
75.12,74.80,75.12,74.69
75.12,74.82,75.16,74.55
75.00,74.77,75.33,74.32
75.46,76.10,76.20,75.38
74.56,73.34,74.64,73.14
72.20,71.32,72.34,71.26
71.26,70.88,71.65,70.38
71.40,71.95,72.16,71.32
71.32,71.35,71.89,70.87
72.23,71.86,72.58,71.72
71.34,71.56,71.84,70.67
71.12,69.53,71.14,69.52
69.89,70.69,70.99,69.89
69.85,69.74,70.26,69.36
69.89,70.82,70.98,69.85
71.45,71.53,71.85,71.12
71.62,71.30,71.63,70.86
72.31,73.15,73.21,72.31
73.73,73.16,74.07,73.08
72.73,73.74,73.85,72.73
74.07,74.31,74.56,74.04
74.36,74.35,74.63,74.06
74.48,74.63,75.12,74.21
74.05,74.34,74.54,73.59
74.10,74.28,74.42,73.98
73.60,73.69,74.14,73.60
73.07,72.30,73.11,72.09
73.11,72.78,73.39,72.70
74.16,74.55,74.72,74.01
74.92,74.25,74.99,73.84
73.21,73.56,73.70,72.89
74.47,74.60,74.67,74.28
73.71,74.08,74.16,73.53
74.51,75.10,75.40,74.51
74.87,74.16,74.87,73.79
73.41,73.18,73.41,72.50
73.39,72.10,73.47,71.92
71.19,71.96,72.04,71.02
71.90,70.26,71.90,69.82
70.06,69.82,70.57,69.74
70.47,70.06,70.74,70.03
70.61,71.15,71.40,70.61
70.76,70.26,71.16,69.81
69.64,69.94,70.11,69.21
71.11,71.35,72.25,71.06
71.50,71.33,71.94,71.01
71.72,71.52,71.91,71.32
71.85,71.15,72.10,71.15
70.95,71.13,71.37,70.73
72.13,72.38,73.08,72.13
72.87,72.71,73.22,72.54
73.13,73.50,73.61,73.10
73.65,73.77,73.84,73.45
73.54,73.44,73.54,72.66
73.54,72.52,74.18,72.41
72.58,72.20,72.72,71.76
73.02,73.43,73.97,73.02
74.00,74.61,74.85,73.42
75.30,74.36,75.86,74.22
73.50,73.47,73.78,73.25
73.72,73.52,73.92,73.24
72.32,72.05,72.57,71.20
72.66,72.90,73.12,72.36
72.99,73.24,73.54,72.59
72.90,72.86,72.99,72.33
72.86,72.93,73.18,72.82
72.21,72.28,72.38,71.85
72.26,72.00,72.30,71.43
71.18,71.46,71.52,70.81
70.81,70.24,70.81,69.88
70.95,71.05,71.36,70.90
70.37,70.45,70.50,70.05
70.26,70.71,71.10,70.25
71.01,71.10,71.39,70.83
70.32,70.61,70.66,70.20
70.56,70.44,71.07,70.36
69.89,69.70,69.90,69.40
69.70,69.20,69.87,69.19
69.11,69.25,69.42,68.90
70.53,71.04,71.10,70.49
71.10,71.17,71.33,70.70
71.84,71.89,72.21,71.81
71.74,71.49,71.74,71.01
71.55,72.01,72.06,71.23
71.54,71.87,71.92,71.54
71.43,71.55,71.89,71.26
72.25,72.53,72.53,72.21
73.00,73.15,73.30,73.00
73.28,73.31,73.42,73.12
73.22,73.13,73.46,72.85
73.69,73.54,73.85,73.34
73.43,73.53,73.64,73.26
73.88,73.49,74.10,73.36
73.99,73.96,74.15,73.79
74.05,74.42,74.59,73.96
73.74,73.85,73.94,73.52
74.31,74.38,74.60,74.00
74.15,74.40,74.49,74.15
74.80,75.03,75.12,74.72
75.47,75.47,75.58,75.29
74.97,75.08,75.35,74.97
75.38,75.03,75.38,74.74
75.46,75.83,75.89,75.45
75.76,75.86,75.89,75.49
75.35,75.72,75.89,75.25
75.82,76.31,76.38,75.37
75.50,75.61,75.75,75.33
74.36,74.50,74.69,74.36
73.76,73.90,74.05,73.60
74.07,73.69,74.50,73.61
73.79,74.30,74.36,73.79
74.91,75.00,75.26,74.75
74.82,75.11,75.21,74.75
75.11,75.24,75.43,75.09
75.46,75.71,75.98,75.46
76.56,76.69,76.86,76.44
77.05,77.57,77.61,76.82
77.26,77.51,77.51,77.15
77.24,76.60,77.24,76.31
76.06,76.51,76.66,76.04
75.31,76.15,76.15,74.97
76.10,76.53,76.62,76.10
77.18,77.42,77.46,77.18
77.28,77.42,77.55,76.94
77.80,77.84,77.97,77.65
77.23,76.70,77.47,76.53
77.14,77.33,77.55,77.09
76.75,77.53,77.61,76.75
78.58,78.76,78.93,78.58
79.39,79.41,79.47,79.02
79.98,80.15,80.39,79.85
80.34,80.77,80.86,80.34
81.27,81.94,81.98,81.03
82.34,81.56,82.34,81.52
81.68,80.90,81.80,80.70
81.04,80.18,81.06,79.93
80.44,80.60,80.91,79.95
81.10,81.51,81.60,80.72
81.03,80.57,81.07,80.33
80.28,80.35,80.76,80.24
80.49,79.90,80.56,79.55
80.70,81.30,81.36,80.49
81.83,82.20,82.35,81.72
82.15,82.15,82.26,81.75
83.02,83.07,83.21,82.87
82.36,82.35,82.53,81.99
82.72,82.38,83.03,81.94
82.76,82.95,82.96,82.51
82.95,83.08,83.10,82.80
82.73,82.77,83.00,82.65
82.35,81.94,82.45,81.73
82.13,81.94,82.19,81.81
82.35,82.57,82.61,82.24
82.30,82.50,82.64,82.30
82.09,82.00,82.24,81.95
80.79,80.75,80.84,80.51
81.17,80.77,81.18,80.72
81.26,81.51,81.75,81.26
83.74,83.59,83.85,83.25
84.01,83.56,84.25,83.44
83.83,84.38,84.38,83.63
84.12,83.98,84.32,83.68
83.87,83.15,83.87,82.98
81.92,82.25,82.39,81.67
81.46,81.95,81.95,81.46
81.69,81.55,81.73,81.28
81.04,80.17,81.18,80.07
79.49,80.79,81.67,79.49
80.86,80.53,81.09,80.47
80.50,80.60,80.75,80.30
80.80,79.92,80.80,79.60
79.23,78.22,79.23,78.09
78.14,78.13,78.76,78.03
79.11,79.61,79.83,78.90
78.71,78.17,78.93,77.88
78.22,78.47,78.78,78.21
76.62,76.59,76.83,76.40
76.35,76.65,76.84,76.30
76.34,75.10,76.48,75.00
75.08,75.29,75.57,73.73
76.59,76.35,77.15,76.16
77.93,77.54,78.09,77.49
77.59,77.02,77.78,77.02
77.35,78.37,78.47,76.88
77.91,77.13,77.91,76.87
76.33,75.44,76.49,75.41
76.20,75.59,76.57,75.56
75.51,75.75,76.17,75.06
74.93,75.71,75.78,74.01
74.25,75.56,76.23,74.25
76.53,76.28,77.02,76.28
75.99,76.50,76.59,75.79
76.75,76.94,77.20,76.67
77.22,76.62,77.49,76.55
77.15,77.04,77.49,76.96
76.91,77.32,77.56,76.91
76.26,76.34,76.37,75.99
77.52,78.11,78.25,77.49
78.78,78.28,78.78,78.01
77.96,78.63,78.97,77.96
79.51,79.59,79.94,79.49
79.31,79.08,79.31,78.80
79.37,79.58,79.67,79.06
79.29,78.98,79.35,78.91
79.05,78.96,79.25,78.63
78.42,78.74,78.84,78.35
79.42,79.26,79.53,79.18
79.30,79.50,79.50,79.03
79.65,79.66,79.93,79.41
80.22,79.91,80.22,79.56
80.81,81.56,81.56,80.81
79.56,79.49,79.71,79.36
78.71,78.75,78.85,78.52
78.18,78.24,78.36,77.81
77.72,77.89,78.01,77.39
80.12,80.57,80.96,80.12
80.47,80.25,80.66,80.03
80.37,79.63,80.44,79.58
81.02,81.60,81.60,81.02
80.94,80.76,81.29,80.54
78.86,78.59,78.87,78.19
79.51,79.87,79.97,79.49
79.01,79.29,79.56,78.91
81.02,80.70,81.06,80.50
80.92,81.25,81.36,80.68
81.19,80.36,81.24,80.14
78.26,78.28,78.33,77.63
78.62,77.57,78.75,77.53
78.06,78.19,78.94,78.06
77.77,77.32,78.06,77.18
77.63,77.04,77.73,76.42
76.22,76.59,77.85,75.91
76.76,77.84,78.52,76.45
78.28,78.45,78.71,78.01
77.61,78.32,78.48,77.48
78.92,79.31,79.42,78.92
78.84,78.36,78.84,78.14
78.00,77.96,78.22,77.83
79.80,79.87,80.41,79.80
79.79,79.36,79.88,79.36
78.70,78.65,78.94,78.53
80.07,79.64,80.08,79.52
80.44,79.69,80.44,79.44
80.17,79.52,80.32,79.37
79.65,79.04,79.89,78.54
80.50,81.12,81.25,80.27
81.72,81.76,82.01,81.51
82.00,81.32,82.07,81.22
81.28,80.48,81.28,80.27
81.72,81.21,81.93,80.41
80.27,80.36,80.81,79.92
81.50,80.37,81.50,80.35
79.47,80.25,80.29,79.07
79.57,79.80,79.99,79.41
81.09,82.15,82.15,80.75
82.31,83.30,83.35,81.98
82.89,83.01,83.26,82.80
82.79,83.12,83.29,82.79
81.45,81.87,82.14,81.37
81.80,80.49,81.80,80.38
80.83,80.97,81.05,80.03
80.06,79.26,80.41,79.20
80.02,80.30,80.35,79.61
80.64,81.43,81.52,80.64
82.33,81.83,82.81,81.75
81.11,81.47,81.62,80.79
80.17,79.75,80.40,79.62
79.46,79.44,79.85,79.04
79.95,80.00,80.21,79.65
79.49,79.94,79.95,79.47
80.46,80.61,80.76,80.03
80.74,81.15,81.42,80.74
81.46,81.38,81.69,81.05
81.17,81.27,81.36,80.95
80.98,81.13,81.34,80.76
81.09,81.72,81.73,80.91
81.55,81.04,81.58,80.90
81.39,81.86,82.12,81.39
81.96,81.58,81.96,81.41
82.24,82.30,82.39,82.12
82.32,82.10,82.44,82.05
81.85,82.29,82.29,81.82
80.96,80.80,80.99,80.27
80.14,80.37,80.43,79.79
80.34,80.47,80.72,80.05
80.22,79.68,80.31,79.50
80.07,80.08,80.37,80.02
78.99,78.50,78.99,78.39
78.55,78.57,78.78,78.36
79.38,79.00,79.61,78.92
79.38,79.15,79.54,78.67
80.04,80.29,80.45,79.99
79.98,80.55,80.82,79.66
80.80,81.94,82.25,80.58
81.92,81.95,82.29,81.60
82.24,82.40,82.68,82.19
82.26,82.30,82.52,82.12
81.93,82.19,82.27,81.85
82.11,81.14,82.11,81.14
81.23,81.19,81.50,80.94
82.18,82.41,82.56,82.08
84.00,85.24,85.41,83.79
84.15,84.64,84.82,84.00
85.62,85.99,85.99,85.40
86.72,87.12,87.21,86.72
87.21,88.04,88.38,87.15
88.25,88.08,88.74,88.06
93.21,93.87,94.02,91.90
95.40,97.40,97.75,95.40
95.84,96.44,96.61,95.44
97.40,97.47,98.80,97.26
96.50,96.23,96.62,95.24
96.16,96.44,96.48,95.72
97.12,97.77,98.36,97.00
96.80,94.54,96.80,93.18
94.49,94.82,95.32,94.32
95.76,96.78,97.32,95.76
97.74,98.66,98.95,97.74
97.21,98.05,98.42,97.17
98.33,98.40,98.74,98.14
99.64,99.77,100.10,99.39
99.56,99.67,99.86,98.90
98.68,98.34,98.92,97.83
97.90,97.25,97.93,97.14
97.53,98.05,98.17,97.01
98.05,99.01,99.19,97.96
96.53,95.73,96.66,95.46
95.44,93.62,95.50,93.47
93.00,93.29,93.36,92.75
94.13,95.64,96.00,94.13
96.19,95.20,96.39,95.20
94.32,94.79,94.85,93.99
94.51,94.22,94.90,94.07
94.82,95.43,95.56,94.79
96.10,96.75,96.83,96.03
95.79,95.77,96.02,95.49
96.74,96.87,96.94,96.55
95.93,96.34,96.51,95.79
95.67,96.11,96.32,95.67
97.92,98.72,98.96,97.92
99.49,99.06,99.96,98.71
98.52,99.04,99.09,98.23
98.05,95.82,98.05,95.33
95.52,94.53,95.70,94.52
95.47,95.96,96.81,95.47
95.55,95.95,96.42,95.05
96.32,96.46,96.58,95.80
96.62,95.68,96.62,95.35
94.67,95.26,95.34,94.30
95.59,95.14,95.64,95.04
94.19,93.57,94.19,93.00
92.64,93.34,93.67,92.26
93.92,94.01,94.25,93.69
94.59,94.72,95.11,94.59
92.60,92.37,92.68,92.18
91.45,91.58,91.69,90.47
92.19,92.01,92.40,91.37
92.00,92.47,92.59,91.82
91.02,91.01,91.27,90.82
91.93,91.74,92.25,91.71
92.62,93.54,93.69,92.62
94.00,93.50,94.35,93.49
92.74,92.08,92.74,92.08
91.16,89.64,91.19,89.55
88.88,87.01,88.88,86.98
89.24,88.94,89.35,88.51
88.58,88.38,89.11,87.88
88.76,88.11,89.05,88.07
83.52,83.18,84.08,82.92
79.51,79.56,79.65,77.09
78.77,74.62,78.77,74.45
77.92,79.43,81.01,77.92
80.22,82.90,83.28,80.22
83.63,83.61,84.16,83.47
83.08,83.52,83.58,82.63
82.17,81.30,82.23,81.15
82.83,83.02,83.04,82.40
83.85,84.03,84.29,83.85
83.39,83.71,83.92,83.23
84.31,84.02,84.53,83.84
83.16,83.30,83.53,83.05
84.04,83.41,84.19,83.32
83.16,82.46,83.18,82.03
81.64,78.87,81.64,78.35
79.36,79.42,79.45,78.52
79.66,80.49,80.70,79.41
79.69,79.67,79.79,79.19
79.90,79.30,80.07,79.18
78.73,78.15,78.73,77.73
78.80,78.82,79.22,78.49
79.60,79.56,80.04,79.20
79.29,78.86,79.29,78.50
79.60,79.42,80.11,79.24
80.23,81.36,81.57,80.23
80.59,79.75,80.59,79.11
78.95,77.95,78.95,77.04
78.61,78.31,79.06,78.31
78.46,78.73,78.89,78.44
77.77,78.43,78.50,77.71
76.78,76.88,77.21,76.58
76.15,75.33,76.15,74.63
73.85,72.96,73.99,72.89
72.13,70.85,72.56,70.77
64.68,66.18,68.86,63.41
70.63,67.66,70.93,67.63
68.33,69.32,69.65,66.84
70.70,72.62,73.07,70.70
71.90,71.11,71.90,70.73
70.57,69.62,70.65,69.57
68.93,66.73,68.93,66.31
67.18,67.31,67.40,66.42
67.88,67.83,68.98,67.70
66.50,65.86,66.63,65.35
67.98,69.76,69.91,67.98
71.31,69.91,72.09,69.77
69.71,69.95,70.51,69.54
69.90,70.64,70.64,69.52
69.73,69.71,69.91,69.14
69.62,70.54,70.64,69.62
71.77,72.79,73.03,71.73
71.38,71.85,72.94,70.87
70.95,70.31,71.34,70.12
71.34,71.21,71.67,70.99
70.17,70.17,70.19,69.36
69.61,68.90,69.70,68.84
68.13,68.76,68.83,67.71
69.43,68.44,69.65,68.35
68.00,66.99,68.00,66.76
66.86,67.28,67.55,66.65
68.68,68.95,69.18,68.35
69.48,69.41,69.65,68.69
69.76,72.25,72.26,69.52
72.61,73.16,73.43,72.47
72.38,72.41,72.85,72.11
74.74,74.73,75.31,74.05
74.15,75.18,75.35,74.15
75.26,75.01,75.53,74.78
75.71,75.42,75.71,75.22
74.87,74.59,75.40,74.59
75.19,74.55,75.33,74.39
76.29,77.17,77.17,75.92
76.84,77.41,77.41,76.50
76.77,76.76,76.99,76.42
76.77,76.82,77.00,76.50
76.47,75.35,76.47,75.25
76.31,77.42,77.55,76.31
78.42,78.79,79.06,78.21
77.51,77.79,78.05,77.51
77.44,77.64,77.71,77.17
77.72,77.10,78.24,76.38
76.54,76.77,76.88,76.34
77.17,76.93,77.22,76.79
76.88,77.72,77.80,76.83
77.23,77.83,78.10,77.23
79.40,78.68,79.48,78.34
78.73,78.86,79.04,78.36
77.90,78.55,78.59,77.64
77.84,76.80,78.01,76.51
76.66,76.57,76.74,76.04
77.16,76.48,77.16,76.36
76.71,76.31,77.16,76.22
75.65,74.78,75.65,74.57
75.01,76.24,76.48,75.01
76.00,75.82,76.40,75.69
75.68,76.65,76.65,75.68
76.68,77.02,77.43,76.68
77.86,78.09,78.41,77.86
77.77,77.76,78.19,77.61
76.96,77.69,77.91,76.81
77.68,77.63,77.80,77.44
75.93,75.92,76.11,75.58
75.87,77.01,77.04,75.84
77.35,77.60,77.62,77.17
77.72,77.01,77.72,76.87
77.53,76.53,77.53,76.09
76.37,77.27,77.49,76.32
76.97,76.71,77.00,76.41
75.05,75.73,75.73,74.88
75.22,74.99,75.88,74.59
74.49,74.47,74.95,74.25
73.04,72.19,73.08,72.11
72.85,73.20,73.23,72.22
74.27,74.37,74.87,74.27
75.19,75.58,75.85,74.66
75.63,74.62,75.82,74.62
73.69,73.55,73.89,73.18
74.09,74.08,74.17,73.47
73.90,74.44,74.57,73.77
75.14,75.65,75.65,75.00
75.04,75.25,75.52,75.04
74.12,74.18,74.20,73.80
74.39,74.56,74.72,74.36
74.08,73.78,74.30,73.71
73.58,73.49,74.02,73.36
71.38,70.75,71.38,70.12
70.87,70.88,71.05,70.68
69.39,69.61,70.11,69.39
67.53,66.66,68.49,66.63
67.29,65.79,67.44,65.79
65.99,65.30,66.07,64.73
65.75,65.67,66.22,65.15
65.95,64.18,65.96,63.89
64.10,65.19,65.37,63.45
61.51,62.37,63.24,61.00
64.24,63.76,64.61,63.21
61.85,61.98,62.57,60.47
61.85,62.32,63.06,61.35
64.18,64.01,64.28,63.50
63.36,62.78,63.61,62.76
62.55,63.13,63.34,62.48
62.53,62.09,63.26,61.87
63.02,62.36,63.28,62.03
63.53,64.11,64.11,63.23
63.00,63.19,63.39,62.72
62.97,61.74,63.16,61.48
61.97,62.27,62.36,60.58
61.98,61.82,62.57,61.55
62.05,60.99,62.10,60.75
60.15,59.75,60.15,58.89
58.79,59.03,59.72,58.58
59.78,59.56,60.58,59.54
58.00,58.56,58.92,57.88
59.02,59.93,60.00,58.95
61.76,62.52,62.52,61.76
62.86,63.64,63.73,62.86
63.90,63.13,63.95,62.90
63.25,63.35,63.56,62.93
64.34,64.99,65.14,64.34
64.22,63.38,64.31,63.31
62.36,63.43,63.58,62.02
62.49,62.91,63.05,61.98
63.86,63.19,64.02,63.19
63.24,63.21,63.93,63.11
64.19,65.44,65.44,64.19
65.86,66.30,66.35,65.51
65.68,66.19,66.22,65.67
66.64,67.76,68.03,66.64
66.76,67.11,67.47,66.44
66.21,65.74,66.27,65.66
65.90,65.96,66.20,65.67
66.19,65.55,66.46,64.83
66.76,67.70,67.80,66.76
67.69,67.81,68.07,67.60
67.01,67.30,67.33,66.75
66.54,68.11,68.13,66.50
67.81,68.61,68.67,67.81
69.25,69.32,69.57,69.20
69.55,69.69,70.03,69.44
69.07,69.31,69.52,68.96
68.93,68.28,68.93,68.20
67.41,67.99,67.99,67.28
67.97,68.24,68.25,67.96
67.87,69.13,69.17,67.75
70.00,69.91,70.43,69.91
69.91,69.79,70.27,69.61
68.55,69.56,69.71,68.20
69.52,69.00,69.80,68.87
68.28,67.71,68.30,67.60
68.08,69.02,69.02,67.90
68.38,68.00,68.48,67.62
69.06,68.57,69.11,68.42
69.63,69.32,70.10,69.27
69.74,70.29,70.59,69.37
72.12,72.45,72.45,72.05
72.41,72.25,72.41,71.95
71.77,71.55,71.87,71.44
71.34,71.97,72.19,71.24
72.17,72.55,72.63,71.97
71.54,71.93,72.35,71.34
71.85,71.41,72.07,71.18
71.32,70.97,71.71,70.71
70.66,70.36,70.66,70.20
70.38,70.50,70.59,70.06
70.13,70.66,70.80,69.92
70.44,70.02,70.76,69.94
69.60,69.41,69.81,68.92
69.70,69.11,69.70,68.78
68.32,67.65,68.46,67.65
67.25,67.02,67.58,66.88
67.87,67.41,67.95,67.23
66.70,67.18,67.42,66.70
66.67,65.93,66.75,65.89
66.26,66.94,67.01,66.26
66.46,66.31,66.71,66.22
66.76,65.98,66.76,65.81
65.63,64.85,65.77,64.80
65.72,66.45,66.67,65.72
66.54,66.21,66.64,65.94
65.66,65.76,66.56,65.48
65.29,65.11,65.31,64.79
65.75,65.92,66.11,65.75
65.73,65.65,66.15,65.64
66.12,67.17,67.28,66.12
67.39,67.33,67.64,66.97
67.17,67.50,67.58,67.14
68.12,68.22,68.37,67.81
68.84,69.35,69.51,68.57
68.73,68.60,68.87,68.44
68.44,69.04,69.18,68.44
69.20,69.11,69.26,68.68
69.44,70.06,70.26,69.44
70.58,70.53,70.89,70.53
70.42,70.38,70.70,70.23
69.73,70.01,70.01,69.73
68.25,68.20,68.63,68.00
67.09,67.03,67.73,66.94
66.93,67.24,67.52,66.60
67.69,67.63,68.10,67.52
66.57,67.55,67.58,66.13
66.68,66.69,66.92,66.31
67.64,67.73,68.19,67.63
67.93,68.23,68.42,67.77
68.79,68.61,69.09,68.55
69.50,70.01,70.05,69.28
66.46,66.61,68.05,66.02
66.65,66.06,66.65,65.34
67.36,67.51,67.71,67.01
68.55,68.89,69.02,68.55
69.44,69.89,70.06,69.13
70.16,70.30,70.94,70.12
68.86,68.92,69.25,68.65
68.19,68.86,68.89,67.84
68.97,68.75,69.25,68.50
69.32,69.84,69.92,69.19
70.12,70.67,70.92,70.12
71.46,71.69,71.95,71.46
71.58,71.22,71.58,71.01
71.93,72.19,72.29,71.78
72.09,71.93,72.11,71.70
71.61,72.43,72.45,71.61
71.81,71.42,71.87,71.35
72.19,72.35,72.45,72.02
72.46,72.22,72.63,72.03
72.34,72.61,72.68,72.32
72.57,72.09,72.57,71.98
72.53,72.88,72.95,72.53
72.77,72.63,72.85,72.31
72.33,72.31,72.42,72.10
71.89,72.08,72.20,71.48
72.28,72.11,72.41,71.95
71.91,71.69,72.12,71.29
71.51,71.92,72.04,71.51
72.13,72.26,72.50,71.95
72.99,73.31,73.39,72.96
73.73,73.65,73.86,73.61
74.06,74.22,74.47,74.06
74.43,74.15,74.47,74.05
75.13,75.73,75.86,75.13
75.63,76.16,76.25,75.63
76.99,77.45,77.54,76.99
77.49,77.32,77.49,76.96
76.98,77.17,77.26,76.43
77.52,77.89,77.92,77.36
77.39,77.73,77.83,77.11
77.40,77.05,77.40,76.75
77.23,76.91,77.60,76.90
76.74,76.51,76.87,76.39
76.18,76.52,76.68,76.11
76.89,76.53,77.61,75.98
76.70,77.00,77.15,76.69
77.45,77.53,77.75,77.35
76.83,76.70,77.02,76.43
77.27,77.45,77.60,76.98
78.30,78.66,78.95,78.30
79.55,80.56,80.62,79.55
80.24,80.22,80.47,80.15
80.57,80.71,81.03,80.47
80.40,79.06,80.40,79.00
77.84,79.52,79.60,77.75
78.14,77.78,78.44,77.25
78.19,78.08,78.60,78.08
78.82,79.76,79.86,78.64
79.36,79.29,79.46,78.83
79.56,79.21,79.94,79.21
79.76,79.38,79.78,79.34
80.21,81.38,81.38,80.19
81.75,81.91,82.08,81.61
80.96,80.83,81.11,80.59
79.61,79.08,79.61,79.00
79.68,80.12,80.17,79.65
80.35,80.73,80.75,79.66
80.51,79.72,80.59,79.38
79.67,79.91,80.09,79.43
79.69,80.05,80.17,79.52
80.40,79.83,80.61,79.47
80.75,81.29,81.36,80.63
81.17,81.37,81.47,80.86
81.06,80.73,81.17,80.29
81.03,81.74,82.00,81.03
80.39,79.55,80.39,79.18
79.32,79.46,79.57,79.13
78.18,78.46,78.72,77.41
79.08,78.81,79.40,78.71
78.37,78.36,78.60,78.29
79.69,79.38,79.69,79.34
79.47,79.50,79.73,79.29
79.26,79.33,79.59,79.11
79.00,79.40,79.41,79.00
80.05,79.91,80.17,79.74
79.99,79.59,79.99,79.55
79.11,78.80,79.25,78.73
78.70,78.25,78.80,78.18
77.88,77.52,78.06,77.36
77.61,77.25,77.67,77.25
78.19,77.20,78.19,76.70
77.02,76.22,77.20,75.90
76.44,76.00,76.47,75.92
75.41,75.37,75.75,75.32
77.22,77.70,77.98,77.22
77.26,78.10,78.57,77.13
76.50,76.64,77.45,76.34
76.83,75.62,76.83,75.00
74.27,74.64,75.01,73.93
74.12,73.61,74.21,73.25
74.17,75.16,75.31,74.17
74.47,74.52,74.79,74.31
74.70,75.05,75.22,74.70
75.05,74.89,75.10,74.72
75.21,75.24,75.49,75.11
76.25,76.06,76.25,75.82
75.51,75.70,75.80,75.40
76.40,76.33,76.41,76.20
76.78,76.59,77.07,76.54
76.59,77.03,77.25,76.51
77.19,76.91,77.27,76.88
76.85,76.42,76.85,76.11
75.97,75.96,76.31,75.74
75.77,75.82,76.09,75.64
75.79,75.85,75.91,75.62
