UCC,ProShares Ultra Consumer Services,NASDAQ
53.97,53.63,53.97,53.27
52.50,52.75,53.41,50.94
51.29,52.38,52.42,50.79
52.50,52.97,52.97,52.46
54.77,53.72,54.77,53.54
54.96,54.90,55.23,54.85
55.40,55.10,55.40,55.10
57.00,55.51,57.52,55.50
55.81,55.85,56.56,55.38
54.05,54.05,54.05,54.05
56.50,57.17,57.36,56.04
58.75,58.94,59.20,57.90
59.86,58.91,60.00,58.90
60.52,59.80,60.52,58.91
61.31,61.30,61.35,60.79
61.81,62.18,62.42,60.99
63.04,61.57,64.39,61.57
61.46,60.87,61.87,60.45
61.68,61.15,61.95,61.00
61.13,61.35,62.00,61.04
61.10,61.51,61.56,61.10
62.00,61.36,62.00,61.14
61.30,61.16,61.56,60.78
62.40,60.74,62.40,60.12
60.76,60.46,60.76,59.93
59.31,61.72,61.72,59.31
61.75,61.20,61.75,60.89
61.00,60.74,61.00,60.31
60.74,61.89,61.92,60.74
62.00,62.92,63.00,62.00
62.91,63.52,63.52,62.43
62.91,62.91,62.91,62.91
62.52,62.64,62.71,62.29
61.02,61.88,62.17,61.02
62.15,62.55,62.62,62.15
61.08,62.01,62.44,61.08
60.60,61.42,61.89,60.59
61.67,61.85,61.89,60.68
60.65,60.41,61.31,60.41
60.18,58.11,60.18,57.83
57.67,57.91,58.80,56.92
58.04,57.76,58.04,57.76
57.74,58.21,58.58,57.74
58.21,58.36,58.36,57.53
58.00,58.74,59.25,57.97
58.60,58.06,58.71,58.06
57.82,58.51,58.76,57.82
57.02,56.64,57.10,56.28
56.47,57.00,57.15,56.44
56.79,57.01,57.73,56.79
57.00,57.11,57.13,56.62
57.92,57.92,57.92,57.92
56.72,58.65,58.65,56.72
59.00,58.62,59.00,58.60
58.37,58.57,58.68,58.37
56.72,59.33,59.33,56.69
59.98,60.52,60.52,59.98
58.39,61.12,61.12,58.39
62.02,62.00,62.02,60.98
62.10,62.10,62.10,62.10
63.28,62.83,63.32,62.83
62.10,63.74,63.79,62.10
63.34,64.57,64.57,62.87
64.50,64.99,65.00,64.49
64.53,64.12,64.98,63.80
63.03,63.48,63.71,63.03
63.03,63.85,63.99,62.85
63.83,62.40,63.83,62.19
62.02,63.60,63.79,62.02
60.86,63.07,63.28,60.86
62.00,62.75,63.26,62.00
62.01,63.74,63.83,62.01
63.32,63.66,63.66,63.32
64.48,63.00,64.48,62.34
63.50,64.00,64.00,61.71
63.21,62.67,63.46,62.57
62.25,60.50,62.25,60.50
60.51,60.59,60.59,59.19
60.81,62.09,62.87,60.81
62.98,62.88,62.98,62.86
63.19,64.71,64.72,63.19
63.26,63.92,65.06,63.26
64.09,64.40,65.31,64.09
64.90,65.19,65.97,64.70
66.90,66.95,67.00,66.00
66.50,66.53,66.95,65.95
67.51,67.90,67.97,67.51
66.96,66.96,66.96,66.96
68.85,68.68,68.85,67.67
69.79,69.42,69.79,68.31
70.26,69.10,70.26,68.83
69.38,70.00,70.00,69.13
71.00,69.10,71.00,68.68
68.52,69.77,70.63,68.52
69.90,69.93,70.34,69.45
71.10,70.38,71.10,70.00
69.76,70.53,70.53,69.42
72.23,70.44,72.23,70.38
71.79,67.53,71.79,67.53
68.21,69.22,69.22,68.12
69.94,69.84,70.01,68.45
70.00,69.81,70.00,69.46
70.20,71.07,71.07,70.20
71.87,72.36,72.39,71.71
72.35,72.43,72.43,72.31
73.00,71.41,73.00,71.41
70.87,71.30,71.86,70.87
71.18,70.13,71.26,70.13
71.26,71.71,71.71,71.26
72.57,72.62,72.65,71.72
73.47,72.74,73.52,72.74
73.12,73.43,73.53,73.12
74.00,73.96,74.00,73.44
74.41,74.30,74.59,74.15
75.18,73.68,75.18,73.68
72.46,72.32,72.90,72.29
73.00,70.97,73.00,70.81
71.42,71.40,71.42,71.40
72.27,72.54,72.73,72.27
72.85,72.77,72.86,72.63
72.60,72.63,72.63,72.49
72.60,71.45,72.60,71.45
71.18,71.60,71.60,71.11
71.37,71.54,71.68,71.32
72.96,72.21,72.96,72.08
72.97,71.69,72.97,71.36
72.00,73.65,73.65,71.60
73.94,73.63,73.95,73.63
74.25,75.00,75.31,74.25
74.78,75.39,75.46,74.78
75.64,75.94,75.94,75.63
76.22,76.38,76.42,76.22
76.80,76.09,76.80,75.99
76.09,76.40,76.40,76.09
77.37,77.34,77.39,76.85
77.74,76.29,77.74,76.29
76.79,76.40,76.88,76.20
76.81,75.13,76.81,75.02
76.25,76.19,76.36,76.19
76.14,75.60,76.36,75.60
75.72,75.98,75.98,75.53
75.67,76.35,76.68,75.67
75.98,73.37,76.00,73.37
72.57,74.78,74.78,72.57
75.57,75.00,75.57,75.00
74.59,74.58,74.64,74.27
74.60,73.70,74.60,73.70
74.46,73.61,74.64,73.34
73.88,74.17,74.20,73.88
74.43,73.12,74.43,72.76
72.25,70.75,72.26,70.75
70.63,70.63,70.72,68.84
70.56,70.99,71.35,70.54
69.86,68.74,70.75,68.12
70.03,71.06,71.25,70.03
69.00,69.77,70.52,69.00
68.65,66.31,68.65,65.89
67.38,67.24,67.46,67.19
66.32,67.92,67.92,66.16
69.23,70.43,70.43,69.23
71.58,71.81,71.84,70.69
71.89,71.84,72.05,71.48
72.77,73.49,73.49,72.09
73.58,73.25,73.80,72.88
72.95,73.82,73.85,72.71
73.85,74.74,74.84,73.71
74.51,74.93,75.00,74.51
74.43,73.75,74.98,73.75
73.67,74.26,74.50,73.67
74.77,75.10,75.10,74.77
75.60,76.08,76.34,75.60
75.99,76.50,76.50,75.99
77.15,77.46,78.00,77.15
77.11,77.93,77.93,77.11
78.48,78.00,79.35,77.10
76.00,77.30,78.07,75.01
81.33,79.76,81.33,77.98
80.05,80.00,80.05,79.67
80.42,80.55,80.83,80.42
81.58,80.14,81.58,80.06
80.09,79.60,80.49,79.60
80.12,80.05,80.12,80.05
78.38,78.76,78.76,78.38
79.25,76.83,79.25,76.70
76.55,77.32,77.32,76.55
77.91,78.48,78.78,77.91
78.85,78.71,78.97,78.47
78.96,77.15,78.96,77.15
77.15,77.15,77.15,77.15
78.95,77.46,78.95,77.46
77.26,75.64,77.26,75.29
76.44,75.20,76.44,75.20
76.07,75.88,76.07,75.88
75.21,72.98,75.21,72.55
73.89,74.02,74.02,73.89
74.37,75.14,75.56,74.37
75.50,76.85,76.87,75.50
77.50,77.99,77.99,77.50
77.99,77.99,77.99,77.99
77.31,75.87,77.34,75.87
73.59,71.80,73.73,71.54
71.82,73.04,73.04,71.82
73.29,73.67,73.67,73.29
73.00,71.46,73.00,70.91
70.12,69.39,70.34,69.39
69.44,69.90,70.96,69.44
69.95,69.18,70.12,68.53
71.10,72.00,72.00,71.10
72.70,72.55,72.88,72.55
73.05,72.78,73.05,72.33
73.17,74.16,74.45,73.17
74.25,74.35,74.46,74.25
74.35,74.35,74.35,74.35
74.35,74.35,74.35,74.35
72.31,72.20,72.81,70.29
71.79,72.66,72.66,71.48
72.66,72.66,72.66,72.66
73.76,73.37,74.00,73.37
74.48,73.96,74.50,73.96
72.60,73.50,73.50,72.60
73.98,72.33,73.98,72.33
72.33,72.33,72.33,72.33
73.56,71.86,73.56,71.86
71.70,71.54,72.15,71.54
74.00,75.02,75.02,73.85
74.82,74.82,74.82,74.82
73.31,73.31,73.31,73.31
71.15,70.86,71.91,70.86
72.00,71.96,72.03,71.96
73.04,73.50,73.69,73.04
73.26,72.23,73.26,72.11
72.52,72.99,72.99,72.50
74.67,74.33,74.67,74.33
74.89,75.29,75.29,74.89
76.13,75.65,76.13,75.65
76.00,76.00,76.00,76.00
76.00,76.00,76.00,76.00
76.57,76.39,76.57,76.39
76.13,77.31,77.76,76.13
77.31,77.31,77.31,77.31
78.15,78.09,78.29,78.09
79.03,79.03,79.03,79.03
79.18,79.20,79.20,79.18
79.35,79.35,79.35,79.35
79.01,79.01,79.01,79.01
78.47,78.28,78.47,78.28
78.28,78.28,78.28,78.28
75.33,76.58,76.97,75.33
77.10,76.88,77.10,76.84
76.94,77.74,77.77,76.94
78.57,78.58,78.58,78.57
78.57,78.88,78.97,78.57
78.27,78.36,78.36,78.27
78.08,78.35,78.44,77.64
77.37,77.50,78.42,77.37
78.00,78.65,78.65,78.00
78.25,78.25,78.25,78.25
77.56,78.01,79.06,77.56
79.98,78.90,79.98,78.90
80.01,80.91,81.02,80.01
80.67,80.80,80.93,80.59
82.06,82.06,82.06,82.06
81.79,80.95,81.79,80.41
80.45,79.13,80.45,78.75
79.54,81.06,81.06,79.54
80.30,80.30,80.30,80.30
80.74,80.24,80.76,79.58
81.05,80.84,81.15,80.71
80.80,79.75,80.80,79.75
81.20,80.61,81.20,80.59
80.91,79.52,80.91,79.52
80.67,80.71,80.71,80.48
80.46,80.00,80.46,79.25
80.94,80.74,80.94,80.49
80.64,80.97,80.97,80.55
81.00,81.27,81.68,81.00
80.08,79.66,80.08,79.49
80.35,79.31,80.35,79.31
79.45,79.83,80.56,79.45
79.82,79.90,80.07,79.40
78.98,77.60,78.98,77.47
77.79,77.17,77.79,77.17
76.04,78.57,80.42,76.04
78.17,77.23,78.17,76.70
75.43,76.16,76.28,75.19
76.75,76.75,76.75,76.75
77.74,77.74,77.74,77.74
78.25,78.83,78.92,78.25
78.73,78.20,78.73,77.52
78.46,78.80,79.03,78.46
78.84,79.95,79.95,78.84
80.15,79.22,80.15,79.22
80.80,81.29,81.62,80.80
82.33,82.29,82.75,82.23
82.32,82.65,82.65,81.64
83.25,83.00,83.25,82.80
82.75,83.19,83.20,82.75
84.43,83.79,84.43,83.67
83.72,83.93,83.93,83.70
84.12,84.12,84.12,84.12
83.65,84.12,84.12,83.65
83.46,83.46,83.46,83.46
83.15,83.95,84.03,83.15
84.37,83.58,84.37,83.58
84.80,83.73,84.80,83.66
83.60,84.00,84.53,83.60
84.60,84.15,84.60,84.15
84.62,83.25,84.62,83.25
82.40,83.01,83.40,82.40
83.25,83.50,83.61,82.92
83.14,83.08,83.38,82.86
82.27,82.18,82.30,82.01
82.95,83.53,83.81,82.95
83.28,83.35,83.71,83.28
83.50,84.06,84.06,83.50
84.10,84.10,84.10,84.10
83.35,81.20,83.35,81.06
80.40,80.73,80.90,79.89
80.73,80.73,80.73,80.73
79.54,79.96,80.12,79.54
79.90,79.91,80.20,79.90
80.20,80.50,80.72,79.82
80.45,80.43,80.67,80.11
78.48,77.79,78.60,77.54
78.02,76.60,78.02,76.53
80.81,80.72,80.82,80.68
80.54,80.16,80.54,79.80
78.14,77.75,78.15,77.75
79.80,79.80,79.80,79.80
79.60,77.43,79.60,77.13
76.82,76.17,77.78,76.17
75.35,74.14,75.91,73.92
72.89,73.80,73.96,72.89
73.16,72.41,73.16,69.00
71.69,72.23,72.24,70.83
74.27,73.43,74.27,73.43
74.67,75.57,75.98,74.67
77.56,78.41,78.41,77.08
79.30,79.83,79.83,79.30
77.95,79.29,79.43,77.95
79.29,79.29,79.29,79.29
78.95,80.12,80.84,78.95
81.68,81.12,81.68,80.20
82.07,81.40,82.07,81.08
80.16,82.32,82.40,80.16
85.50,84.22,85.50,84.21
84.78,84.13,84.78,84.13
82.70,82.68,82.70,82.68
83.21,83.77,83.96,83.21
83.97,85.07,85.43,83.97
84.92,85.29,85.36,84.92
86.10,85.29,86.10,85.29
86.52,85.97,86.52,85.49
86.26,86.68,86.68,86.26
88.18,88.18,88.18,88.18
88.69,88.47,88.69,87.87
88.50,88.28,88.50,87.73
88.28,88.20,88.36,87.75
88.28,89.17,89.51,88.28
89.09,89.75,90.06,89.09
90.20,89.49,91.40,89.49
91.06,91.66,91.76,90.50
92.38,92.13,92.38,91.37
92.30,92.02,92.30,91.86
92.52,95.29,95.59,92.52
94.12,92.91,94.12,92.70
93.73,93.05,93.75,93.05
92.90,92.50,92.95,92.50
93.25,93.56,93.56,92.55
93.82,94.39,94.40,93.82
94.40,92.41,94.40,92.38
90.74,92.48,92.63,90.64
91.82,90.02,91.82,89.93
93.33,92.95,94.41,92.47
93.00,91.24,93.33,90.94
94.17,91.17,94.17,89.79
91.98,89.12,91.98,89.12
89.00,91.77,91.77,88.25
95.13,93.77,95.13,91.38
96.44,95.26,96.44,94.09
97.00,97.42,97.91,95.65
98.00,98.00,98.89,97.75
98.18,98.37,98.37,98.18
98.40,99.12,99.15,98.18
98.03,99.00,99.97,98.00
99.66,99.47,99.66,99.00
98.15,98.44,98.44,98.00
98.24,97.45,99.31,95.09
95.19,93.70,95.50,92.73
92.05,92.48,94.45,91.00
94.20,94.96,94.96,93.63
95.79,97.95,98.30,95.79
97.39,95.88,97.39,95.50
96.85,94.93,96.85,93.53
96.70,94.30,97.34,92.97
92.00,92.37,93.75,91.00
91.25,91.83,92.01,91.25
91.42,92.10,92.10,91.40
92.17,92.83,92.83,90.66
91.67,92.68,94.66,91.64
94.60,96.47,98.01,94.60
96.59,98.09,98.09,96.59
98.00,99.39,99.43,97.38
97.50,98.50,98.50,97.05
97.39,93.89,97.40,93.89
94.97,94.03,94.97,93.37
94.02,94.11,96.20,94.02
91.86,93.08,93.68,90.73
95.80,97.59,97.59,95.80
97.81,99.25,101.41,97.81
101.40,100.16,101.40,100.16
101.00,100.00,101.26,99.99
101.99,99.35,101.99,98.75
100.80,101.38,101.98,99.54
102.87,102.45,103.20,101.47
103.41,104.00,104.00,102.31
104.65,104.23,104.93,104.23
104.95,105.53,105.53,103.43
107.12,104.99,107.12,103.61
105.26,105.50,105.60,105.06
105.23,105.27,105.27,105.00
106.38,106.39,107.85,106.38
107.44,106.98,107.80,106.98
107.79,108.94,109.13,107.58
109.24,108.53,109.24,106.83
109.41,107.05,109.41,107.01
106.71,108.71,109.59,106.71
109.49,109.30,109.49,107.41
107.82,107.61,108.30,107.00
107.61,109.12,109.39,107.61
108.01,106.22,108.01,105.80
105.56,107.15,107.20,105.56
105.00,104.17,105.00,103.49
103.45,103.58,104.66,103.26
103.98,107.83,107.83,103.98
107.60,107.68,107.72,105.67
108.01,109.32,109.32,107.65
106.76,107.84,108.89,106.76
107.25,107.37,107.40,106.49
108.73,108.48,110.00,108.48
110.42,111.89,111.90,110.42
111.12,111.50,112.20,111.12
110.97,110.54,111.58,110.54
108.67,105.67,108.67,105.67
103.21,105.25,105.45,103.21
106.23,106.25,106.65,105.61
108.68,108.50,108.91,107.40
108.40,108.11,108.99,107.72
106.00,106.41,106.56,104.84
106.30,106.70,107.97,106.20
105.49,107.67,109.03,105.49
108.97,108.40,108.97,107.35
107.80,108.00,109.14,107.80
109.00,108.77,109.24,108.00
109.60,109.13,109.60,109.03
109.29,108.85,109.89,108.54
106.92,108.58,108.58,106.92
108.85,108.00,109.19,108.00
108.69,108.13,108.69,108.13
108.73,105.04,108.73,104.84
106.09,107.94,107.98,106.00
108.21,106.88,108.34,106.88
108.09,108.18,108.78,107.41
107.61,108.63,108.63,107.61
109.95,111.23,112.13,109.95
112.38,110.73,112.38,110.73
108.34,109.51,109.51,108.00
108.14,107.36,108.52,106.61
106.66,104.01,107.33,104.01
106.00,107.57,107.58,105.74
108.14,109.28,109.57,108.14
105.71,105.77,105.77,105.66
105.14,103.82,105.52,103.82
105.23,106.54,106.54,105.22
107.30,107.90,109.06,107.30
107.43,107.67,107.67,107.43
108.15,106.91,108.15,105.03
106.23,105.87,106.23,105.87
106.48,106.22,106.90,105.17
105.05,107.56,107.56,105.05
108.19,109.09,109.43,107.88
109.00,108.40,109.00,108.40
107.53,108.58,108.58,107.53
108.32,108.69,108.69,107.60
108.69,108.69,108.69,108.69
108.00,106.10,108.00,105.77
107.62,108.99,108.99,107.58
107.19,107.46,107.50,107.19
107.46,107.46,107.46,107.46
106.09,107.45,107.51,106.00
106.52,107.23,107.23,106.37
108.46,108.06,109.03,108.06
108.48,107.29,108.49,107.29
106.63,106.79,107.19,106.55
105.85,105.15,105.85,104.64
103.01,103.63,104.02,103.01
105.30,106.55,106.55,105.30
108.10,107.22,108.10,107.22
106.59,106.07,106.59,105.95
104.97,105.06,105.06,104.97
105.55,105.46,105.55,105.46
106.42,106.61,107.53,106.16
108.21,109.15,109.49,108.21
109.70,109.56,110.21,109.56
110.36,109.58,110.56,109.58
110.20,110.25,110.25,110.20
110.21,110.26,110.26,110.21
109.66,109.03,109.66,108.74
109.92,109.23,109.93,109.23
106.70,106.91,107.36,105.37
104.43,105.13,106.46,104.43
104.70,106.72,106.79,104.70
106.72,106.72,106.72,106.72
106.64,106.40,106.64,106.40
106.19,109.46,109.46,106.19
106.11,105.06,106.31,105.06
107.05,107.00,107.05,107.00
110.05,109.79,110.05,109.75
113.05,113.15,113.39,112.70
114.15,113.38,114.15,112.47
113.40,113.27,113.40,113.27
114.62,114.60,114.63,114.60
115.00,114.51,115.50,114.11
116.65,115.80,118.79,115.10
114.73,114.42,114.73,113.39
114.20,115.52,115.52,114.20
113.62,113.89,113.89,113.24
114.10,114.05,116.00,114.05
110.73,110.28,112.59,110.28
112.54,113.35,113.35,111.77
114.50,114.95,114.95,114.50
114.28,114.50,114.50,114.25
115.85,115.85,115.85,115.85
117.32,117.49,118.33,115.26
117.60,117.54,117.77,115.46
117.91,114.76,117.91,114.76
118.00,112.53,118.00,112.53
110.29,110.65,110.89,109.40
111.76,113.09,113.73,111.76
113.08,110.01,113.08,110.01
107.13,111.48,111.48,107.00
111.21,112.25,112.25,110.80
111.14,110.80,111.77,110.70
114.00,114.00,114.00,114.00
111.91,113.30,113.33,111.91
111.50,112.22,112.22,111.50
111.10,107.39,111.10,107.39
107.00,100.58,107.00,100.58
85.05,91.97,91.97,36.07
100.00,92.25,100.00,92.25
93.35,94.38,94.38,92.03
101.00,100.22,102.91,100.22
102.53,101.95,102.88,101.18
101.00,100.48,101.00,99.73
97.04,95.30,98.75,93.97
99.10,99.29,99.29,97.21
101.16,100.07,103.37,99.43
97.60,97.95,98.50,96.71
100.42,102.43,102.43,100.20
103.26,102.66,103.53,102.36
100.87,100.32,100.87,100.32
102.98,100.75,102.98,100.50
100.75,100.75,100.75,100.75
100.42,102.62,102.93,100.42
103.00,105.20,105.21,103.00
105.00,105.31,106.83,105.00
103.26,101.87,103.26,101.87
103.91,103.75,103.91,103.75
103.00,99.80,104.01,99.77
99.80,99.80,99.80,99.80
99.80,99.80,99.80,99.80
100.64,100.36,101.75,100.00
96.76,92.93,97.25,92.76
94.40,92.20,94.59,92.06
95.10,95.97,96.01,93.80
96.00,96.00,96.00,95.72
96.00,96.00,96.00,96.00
102.50,102.53,102.60,101.95
101.22,101.90,101.90,101.22
102.27,103.15,103.15,100.47
105.43,105.43,105.43,105.43
105.85,105.85,105.85,105.85
106.86,107.27,107.27,106.31
107.27,107.27,107.27,107.27
103.91,102.05,103.91,102.05
102.83,104.45,104.45,102.83
104.45,104.45,104.45,104.45
107.28,107.20,107.85,106.76
108.05,106.84,108.05,106.60
107.85,105.60,107.85,105.60
107.15,107.69,108.15,107.15
109.44,108.77,110.32,107.65
110.97,111.50,111.60,110.85
110.54,110.53,110.55,109.39
112.00,111.52,112.00,110.00
110.64,112.09,112.10,110.64
112.15,112.15,112.15,112.15
112.25,113.32,113.62,112.10
113.00,113.75,114.08,112.87
113.68,112.52,113.68,111.67
112.75,112.40,112.75,112.07
112.10,112.20,113.17,112.10
111.94,109.24,111.94,108.88
110.41,110.72,110.72,110.41
111.32,110.89,111.99,110.89
109.74,108.60,109.74,108.60
108.02,104.08,108.02,102.81
103.24,103.01,103.28,101.88
103.01,103.01,103.01,103.01
107.08,108.47,108.91,107.01
108.48,108.47,108.48,108.47
110.00,110.59,110.91,110.00
111.47,111.68,111.68,111.41
111.68,111.68,111.68,111.68
110.95,111.86,111.99,110.51
113.00,111.59,113.00,110.53
109.00,109.74,109.95,108.85
111.10,111.07,111.20,110.05
114.36,110.27,114.36,109.77
107.92,107.46,107.92,107.10
109.86,112.39,112.39,109.79
110.85,111.51,111.51,110.37
110.70,110.51,111.00,110.51
110.54,111.18,111.18,110.53
108.00,109.77,109.77,108.00
106.50,104.99,106.93,104.99
104.01,105.00,105.00,103.61
107.00,107.07,107.07,107.00
108.73,109.40,109.40,108.73
107.34,107.22,107.34,107.22
105.19,103.80,105.24,103.79
102.53,104.21,104.21,102.53
105.50,106.40,106.40,105.50
106.88,106.91,107.83,106.82
106.94,107.75,107.75,106.94
106.30,106.58,107.31,106.30
110.00,109.65,110.00,109.05
108.39,108.47,109.39,108.39
108.45,106.68,108.45,106.67
103.73,102.88,103.73,101.57
102.89,102.84,103.05,102.84
99.21,100.53,100.80,97.60
98.35,97.42,100.47,97.41
102.63,96.88,102.63,96.88
95.60,96.57,96.57,93.90
98.87,97.54,98.87,96.78
96.03,92.93,96.03,92.93
91.40,94.04,94.89,89.41
85.64,88.62,90.50,85.63
88.20,90.83,92.00,88.20
88.04,87.98,88.78,84.03
90.53,90.07,91.00,89.05
93.05,93.05,93.05,93.05
93.05,93.05,93.05,93.05
93.66,93.65,93.66,92.58
93.33,93.33,93.33,93.33
90.68,91.45,91.45,90.68
92.59,94.52,94.52,92.59
91.87,94.88,94.88,91.87
93.03,93.78,93.78,93.03
88.28,90.90,91.58,88.28
90.53,90.87,90.87,90.53
86.88,84.64,86.88,84.60
82.52,81.91,82.57,79.84
82.00,81.84,83.09,81.84
81.04,84.07,84.36,81.04
82.03,82.57,82.57,81.74
82.57,82.57,82.57,82.57
87.40,87.37,87.72,87.37
92.48,92.48,92.48,92.48
92.48,92.48,92.48,92.48
91.72,92.13,92.13,91.72
92.13,92.13,92.13,92.13
92.13,92.13,92.13,92.13
93.69,95.23,95.23,93.69
94.81,96.80,96.89,94.72
97.40,96.80,97.40,96.80
97.08,98.09,98.44,97.08
98.95,98.95,98.95,98.95
98.85,99.37,99.37,98.85
99.90,100.84,100.84,99.90
100.84,100.84,100.84,100.84
100.70,100.20,101.47,100.20
99.12,100.03,100.19,99.12
99.10,99.07,99.10,99.07
99.07,99.07,99.07,99.07
102.68,102.68,102.68,102.68
104.00,104.00,104.00,104.00
104.00,104.00,104.00,104.00
102.63,104.37,104.37,102.63
104.37,104.37,104.37,104.37
104.98,104.98,104.98,104.98
105.62,105.72,105.72,104.92
105.72,105.72,105.72,105.72
103.78,103.00,103.78,103.00
103.00,103.00,103.00,103.00
104.68,105.19,105.19,104.68
106.62,106.47,106.62,106.47
107.44,107.67,107.67,107.37
108.23,107.41,108.23,107.41
107.65,109.37,109.37,107.65
108.07,107.10,109.25,107.10
105.96,105.94,105.96,105.94
106.51,106.51,106.51,106.51
105.20,105.00,107.36,105.00
105.82,105.82,105.82,105.82
105.85,103.96,105.85,103.96
104.50,105.22,105.24,104.50
107.00,107.64,107.64,107.00
108.36,107.29,108.36,107.29
108.00,108.00,108.00,108.00
109.69,109.69,109.69,109.69
109.89,108.42,109.89,108.42
109.00,109.41,109.41,109.00
107.48,107.48,107.48,107.48
107.48,107.48,107.48,107.48
107.48,107.48,107.48,107.48
106.67,106.68,106.69,106.67
107.08,106.98,107.08,106.98
105.73,105.00,105.73,105.00
105.00,105.00,105.00,105.00
106.05,108.10,108.10,106.05
108.10,108.10,108.10,108.10
108.10,108.10,108.10,108.10
104.55,104.55,104.55,104.55
104.55,104.55,104.55,104.55
107.39,107.39,107.39,107.39
107.35,108.72,109.10,107.35
105.83,105.26,105.83,105.19
104.00,103.98,104.00,103.98
104.35,104.35,104.35,103.95
104.35,104.35,104.35,104.35
101.90,101.86,101.90,101.69
100.41,99.58,100.41,99.58
99.58,99.58,99.58,99.58
102.61,102.61,102.61,102.61
102.34,102.29,102.34,102.28
102.88,103.12,103.20,102.88
103.14,103.51,103.51,103.14
104.19,104.87,104.87,104.19
104.87,104.87,104.87,104.87
105.49,105.50,105.50,105.49
106.29,105.98,106.29,105.68
105.98,105.98,105.98,105.98
105.98,105.98,105.98,105.98
106.10,106.47,107.31,106.10
108.39,108.18,108.39,108.18
105.71,107.42,108.26,105.71
107.07,107.26,107.30,107.07
105.56,105.56,105.56,105.56
105.56,105.56,105.56,105.56
105.56,105.56,105.56,105.56
103.68,103.79,103.79,103.68
103.79,103.79,103.79,103.79
103.79,103.79,103.79,103.79
103.79,103.79,103.79,103.79
103.79,103.79,103.79,103.79
103.79,103.79,103.79,103.79
103.79,103.79,103.79,103.79
95.30,100.89,102.46,95.30
95.92,96.20,96.20,95.36
95.20,98.10,98.10,95.20
98.10,98.10,98.10,98.10
103.34,103.34,103.34,103.34
106.09,106.09,106.09,106.09
103.94,103.85,103.94,103.84
104.92,105.30,105.30,104.92
105.95,106.22,106.27,105.95
107.00,109.02,109.50,107.00
110.19,110.20,110.20,110.19
111.98,112.32,112.91,111.71
112.02,111.99,112.18,111.50
115.00,113.10,115.00,112.55
112.20,111.50,113.52,111.15
111.65,112.60,112.60,111.65
111.40,112.58,112.58,111.40
113.90,112.27,113.90,111.90
112.25,112.10,112.30,112.07
111.51,112.56,112.56,111.51
112.60,113.44,113.44,112.60
112.30,112.25,112.30,111.90
112.25,112.25,112.25,112.25
112.25,112.25,112.25,112.25
112.50,111.99,112.50,111.82
112.26,112.20,112.26,111.81
109.23,109.23,109.23,109.23
109.23,109.23,109.23,109.23
110.00,110.00,110.39,109.83
112.35,111.91,112.35,111.64
111.01,112.31,112.31,110.90
112.31,112.31,112.31,112.31
112.31,112.31,112.31,112.31
112.31,112.31,112.31,112.31
114.19,114.19,114.19,114.19
114.19,114.19,114.19,114.19
113.32,113.10,113.32,113.00
112.07,112.07,112.07,112.07
112.07,112.07,112.07,112.07
112.07,112.07,112.07,112.07
111.00,111.48,111.48,111.00
112.89,112.54,112.89,112.54
112.54,112.54,112.54,112.54
111.01,109.85,111.01,109.85
109.17,109.17,109.17,109.17
109.17,109.17,109.17,109.17
109.17,109.17,109.17,109.17
109.17,109.17,109.17,109.17
109.18,109.18,109.18,109.18
109.18,109.18,109.18,109.18
110.79,110.79,110.79,110.79
110.50,110.50,110.50,110.50
110.50,110.50,110.50,110.50
107.92,107.92,107.92,107.92
106.17,106.17,106.17,106.17
107.55,106.93,107.55,106.93
106.93,106.93,106.93,106.93
106.93,106.93,106.93,106.93
105.50,105.50,105.50,105.50
105.50,105.50,105.50,105.50
105.60,105.60,105.60,105.60
105.93,105.65,106.21,105.65
108.20,108.20,108.20,108.20
109.25,109.25,109.25,109.25
106.20,105.99,106.20,105.99
105.99,105.99,105.99,105.99
107.16,107.16,107.16,107.16
108.80,108.80,108.80,108.80
108.50,109.10,109.10,108.50
109.10,109.10,109.10,109.10
108.77,108.77,108.77,108.77
108.77,108.77,108.77,108.77
107.88,108.37,108.37,107.66
108.37,108.37,108.37,108.37
107.88,107.88,107.88,107.88
106.00,105.89,106.00,105.89
105.89,105.89,105.89,105.89
104.07,108.36,108.36,104.07
108.36,108.36,108.36,108.36
108.36,108.36,108.36,108.36
108.36,108.36,108.36,108.36
106.00,106.00,106.00,106.00
106.00,106.00,106.00,106.00
106.00,106.00,106.00,106.00
109.19,109.19,109.19,109.19
108.81,108.18,108.81,108.18
106.60,106.19,106.60,106.19
105.06,105.06,105.06,105.06
103.03,103.60,103.60,102.55
104.39,104.39,104.39,104.39
104.39,104.39,104.39,104.39
104.39,104.39,104.39,104.39
101.66,101.66,101.66,101.66
100.41,100.40,100.77,100.40
104.06,104.11,104.27,104.06
105.05,105.05,105.05,105.05
101.90,98.89,101.90,98.89
109.38,109.38,109.38,109.00
109.46,107.59,109.46,107.59
107.59,107.59,107.59,107.59
107.59,107.59,107.59,107.59
109.61,110.24,110.24,109.61
111.94,112.50,112.50,111.78
112.50,112.50,112.50,112.50
113.23,113.45,113.45,113.23
116.05,116.14,116.14,115.68
117.00,115.91,117.00,115.91
115.91,115.91,115.91,115.91
115.91,115.91,115.91,115.91
116.73,116.73,116.73,116.73
116.73,116.73,116.73,116.73
115.37,114.56,115.58,114.43
113.75,113.75,113.75,113.75
115.70,115.35,115.70,115.35
