SOHU,Sohu.com Inc. - Common Stock,NASDAQ
33.70,33.88,34.45,32.82
34.07,35.26,35.75,34.07
35.33,36.02,36.46,35.33
35.91,36.75,37.13,35.91
36.34,36.50,37.13,36.16
36.80,36.56,37.29,36.51
36.50,36.28,36.88,36.18
36.25,35.32,36.44,35.29
35.22,35.24,35.38,33.77
35.27,35.43,35.76,35.06
35.30,34.76,35.39,34.51
34.77,34.62,34.99,34.25
34.60,34.18,34.60,34.03
34.16,34.49,34.68,34.03
34.54,35.25,35.46,34.54
35.18,34.38,35.44,34.22
34.59,34.23,34.77,33.96
34.30,33.89,34.30,33.69
34.59,35.54,35.85,34.59
36.40,36.76,37.00,35.97
37.18,38.35,38.51,37.04
38.77,38.95,39.28,38.01
38.68,38.73,39.45,38.45
38.89,38.78,39.45,38.69
38.99,38.55,38.99,38.12
38.36,38.23,38.45,37.86
38.23,39.40,39.42,38.22
