IHF,iShares U.S. Health Care Providers ETF,NASDAQ
83.30,82.63,83.44,82.33
82.83,82.99,83.51,82.48
82.73,82.97,83.55,82.45
83.53,82.80,83.55,82.65
83.17,83.25,83.66,82.87
83.44,84.46,84.67,83.44
84.07,83.99,84.56,83.79
84.65,84.52,84.98,84.28
84.41,83.99,84.54,83.68
83.39,83.47,83.62,82.96
84.10,84.26,84.27,83.35
84.71,85.13,85.16,84.52
85.93,85.67,86.11,85.15
85.80,86.06,86.20,85.40
86.40,86.83,86.92,86.20
86.88,86.68,86.91,86.48
86.93,86.71,87.04,86.55
86.77,86.48,86.77,86.35
86.59,86.28,86.92,86.18
87.13,88.06,88.19,87.13
87.74,87.93,87.96,87.08
88.08,88.50,88.77,87.93
88.66,88.66,88.81,88.27
89.05,88.40,89.26,88.24
88.29,88.32,88.35,87.68
88.04,88.29,88.29,87.80
88.15,88.07,88.45,87.97
88.50,87.17,88.50,86.90
87.45,87.83,88.32,87.37
88.42,88.10,88.43,87.86
88.22,87.76,88.22,87.57
87.79,88.56,88.81,87.65
88.49,88.21,88.49,87.81
88.09,87.79,88.26,87.71
88.07,88.18,88.45,88.07
88.30,88.28,88.67,87.96
87.87,88.07,88.18,87.63
88.21,88.31,88.37,87.50
88.37,87.94,88.39,87.86
87.34,86.23,87.34,86.12
85.90,86.25,86.69,85.85
86.09,86.16,86.74,85.89
86.05,86.89,87.08,85.92
86.76,86.39,86.92,86.15
86.44,86.94,87.43,86.44
87.14,87.34,87.43,86.95
87.37,87.54,87.90,87.37
86.79,86.04,86.79,86.01
85.98,86.02,86.34,85.94
85.83,86.58,86.95,85.72
86.64,85.79,86.64,85.57
86.44,86.40,86.90,85.97
86.38,87.07,87.07,86.14
87.11,87.80,88.10,87.11
88.12,87.73,88.25,86.80
87.75,87.53,87.75,87.08
87.72,88.46,88.46,87.72
88.64,89.04,89.12,88.52
89.10,88.83,89.17,88.78
89.18,89.44,89.58,89.18
90.33,90.10,90.60,90.00
90.20,90.26,90.26,89.61
90.13,88.94,90.13,88.36
89.29,87.41,89.29,87.40
87.57,87.30,88.01,87.20
87.20,87.52,87.62,86.20
87.53,87.33,88.11,87.11
87.41,87.37,87.70,87.15
87.34,87.62,88.05,87.27
87.18,87.15,87.33,87.03
86.43,87.25,87.41,86.25
87.35,88.55,88.61,87.35
88.25,88.80,88.91,87.88
88.60,88.82,89.11,88.44
88.76,89.65,89.89,88.76
89.16,88.85,89.19,88.74
89.07,88.05,89.15,88.01
88.14,87.85,88.26,87.62
88.47,89.27,89.43,88.35
89.13,89.84,89.87,89.08
89.40,90.06,90.10,89.07
89.96,89.27,89.96,89.24
89.79,90.59,90.61,89.79
89.52,89.81,89.89,89.16
90.25,89.05,90.25,88.37
89.17,88.84,89.23,88.50
89.05,89.19,90.05,89.05
88.90,88.25,88.90,88.00
88.52,87.33,88.55,87.17
87.17,87.01,87.27,86.72
87.10,87.16,87.42,86.98
87.27,87.52,87.53,87.08
87.46,87.31,87.72,87.13
87.58,87.77,88.24,87.32
87.77,87.64,87.77,86.97
87.86,88.68,88.68,87.70
88.19,88.32,88.41,87.82
88.19,88.87,89.08,88.01
89.42,87.64,89.42,87.64
87.41,88.79,88.79,87.41
88.92,89.31,89.36,88.78
89.05,89.38,89.39,88.83
89.34,90.07,90.10,89.25
90.25,90.88,90.88,90.17
90.86,90.56,90.86,90.21
90.91,90.29,90.91,90.15
90.24,89.93,90.31,89.66
90.35,90.68,91.05,90.29
90.97,91.35,91.64,90.97
91.36,92.03,92.06,91.14
92.43,92.81,93.03,92.35
92.81,93.30,93.60,92.80
93.28,93.24,93.41,93.12
93.60,93.33,93.73,93.28
93.18,93.05,93.43,92.87
92.77,92.61,92.77,92.29
92.28,92.24,92.63,91.60
91.95,91.35,92.00,91.34
92.37,92.26,92.48,92.06
92.50,92.82,93.19,92.50
92.85,92.53,92.95,92.53
92.38,90.53,92.38,90.43
90.47,89.73,90.57,89.41
89.78,89.69,90.51,89.50
90.02,90.19,90.37,89.87
90.16,89.37,90.16,89.06
89.71,90.72,90.76,89.54
90.56,90.20,90.56,89.89
90.42,91.42,91.50,90.33
91.85,92.05,92.14,91.73
92.13,92.28,92.41,92.13
92.68,92.58,92.74,92.37
92.87,92.67,93.01,92.57
92.65,92.80,92.87,92.24
92.94,93.25,93.39,92.80
93.16,92.62,93.28,92.57
92.90,93.22,93.47,92.90
93.29,92.43,93.29,92.35
92.59,94.12,94.18,92.59
94.00,94.22,94.28,93.81
94.62,95.24,95.24,94.57
95.35,94.90,95.35,94.50
94.88,94.12,95.25,93.93
94.55,94.95,95.03,94.22
95.28,95.22,95.40,95.10
95.49,94.48,95.68,94.35
94.94,94.54,94.94,94.21
95.10,94.76,95.10,94.21
94.89,94.74,94.90,94.45
94.68,94.46,94.68,93.98
94.06,92.69,94.06,92.40
92.52,92.57,93.03,91.89
92.71,92.75,93.28,92.64
92.43,92.11,93.22,91.90
93.27,93.37,93.85,93.16
92.40,92.90,93.21,92.16
93.00,90.89,93.04,90.76
91.06,90.67,91.06,89.93
90.35,90.92,91.23,89.68
91.00,91.53,91.53,90.80
91.24,90.78,91.24,90.32
90.92,90.94,90.98,90.35
90.92,91.61,91.67,90.66
91.61,91.14,92.39,91.13
90.90,92.43,92.51,90.90
92.30,93.65,93.80,92.30
93.81,94.07,94.53,93.81
94.02,93.53,94.41,93.48
93.70,94.12,94.29,93.21
94.21,93.94,94.26,93.93
93.92,95.79,96.40,93.92
95.64,94.54,95.65,94.50
94.60,95.20,95.62,94.59
95.39,95.40,95.58,95.07
95.64,96.15,96.92,95.64
95.29,95.62,96.00,95.01
96.41,96.96,97.32,96.41
96.56,96.90,96.93,96.54
97.08,96.84,97.40,96.75
97.29,96.64,97.29,96.50
96.47,96.86,96.86,96.28
97.05,96.71,97.57,96.65
96.54,96.77,96.78,96.37
96.95,95.58,96.97,95.49
95.69,95.01,95.71,94.99
95.26,95.77,96.05,95.26
96.31,97.28,97.36,96.31
97.39,98.42,98.87,97.36
98.19,99.07,99.60,98.19
99.56,98.59,100.05,98.57
99.39,97.60,99.39,97.28
97.88,97.23,98.48,96.69
97.91,97.83,98.56,97.60
97.74,97.17,97.75,96.79
97.55,97.72,98.64,97.37
98.46,98.84,99.07,98.23
99.75,99.52,99.75,99.23
100.29,99.33,100.29,99.23
99.39,99.61,99.72,99.10
100.16,97.75,100.19,97.58
97.53,96.37,97.81,95.96
96.44,96.95,97.16,95.53
97.62,98.05,98.23,96.96
97.85,95.66,98.20,95.39
95.04,94.39,95.60,93.56
95.05,94.87,95.32,93.90
94.93,95.37,95.50,93.84
95.58,94.70,95.88,94.32
93.78,93.42,94.03,92.24
93.46,93.51,94.07,93.32
93.81,94.19,94.73,93.81
94.14,94.33,94.51,93.94
95.34,95.46,95.92,95.03
96.14,95.52,96.35,95.10
95.93,94.90,95.93,94.44
95.04,94.84,95.13,94.56
94.30,94.79,95.23,94.15
95.39,95.12,95.64,94.30
95.18,94.92,95.46,94.88
94.82,95.24,95.38,94.16
95.22,94.92,95.43,94.91
94.99,96.36,96.36,94.38
96.28,95.58,96.78,95.53
96.03,96.44,96.44,95.35
96.91,97.89,98.00,96.91
98.03,97.88,98.29,97.86
97.51,97.27,97.51,97.14
96.97,97.02,97.13,96.09
96.76,97.09,97.09,96.37
97.03,97.94,98.00,97.03
97.90,97.65,98.21,97.18
97.87,98.54,98.69,97.87
98.75,98.89,99.25,98.51
99.22,99.88,99.93,99.00
100.71,100.50,100.71,100.01
100.77,100.30,100.77,100.01
100.64,100.88,100.95,100.09
100.82,100.72,101.14,100.63
101.01,100.68,101.01,100.10
100.58,101.26,101.39,100.40
101.22,102.00,102.01,101.19
102.65,102.58,103.16,101.79
102.93,102.86,103.29,102.82
103.09,102.73,103.09,102.50
102.64,102.73,102.74,102.01
102.62,102.58,102.78,102.10
102.74,102.08,102.74,101.80
101.58,102.09,102.11,101.43
101.87,101.69,102.32,101.52
101.42,101.57,101.89,101.42
101.57,101.81,101.81,100.84
101.97,102.51,102.58,101.73
102.73,103.30,103.37,102.71
103.29,103.48,103.54,103.06
103.45,102.60,103.60,102.57
102.32,103.28,103.28,102.25
103.24,102.53,103.25,101.94
102.23,102.90,102.92,101.91
102.87,102.82,103.13,102.67
103.16,103.53,104.03,103.16
103.45,104.38,104.38,103.03
104.55,104.89,104.96,104.28
104.88,103.59,104.88,103.33
104.14,102.52,104.14,102.08
102.84,102.96,103.06,102.35
101.90,102.59,102.95,101.00
102.69,102.80,102.96,102.19
103.35,103.65,103.87,103.34
103.76,103.34,104.23,103.22
104.35,104.19,104.51,103.99
103.92,104.32,106.05,103.92
104.61,105.33,105.33,103.94
105.07,104.68,105.07,104.20
105.56,105.80,106.39,105.18
105.93,105.66,106.16,105.27
105.79,105.86,106.26,105.70
104.75,105.35,105.49,104.72
105.42,106.42,106.45,105.39
106.45,105.95,106.45,105.55
106.85,105.99,106.85,104.94
105.46,103.69,105.46,103.53
103.70,103.86,104.80,103.04
104.18,104.94,105.13,103.87
104.48,104.36,105.15,104.00
104.00,104.72,105.32,104.00
105.17,103.22,105.44,103.07
103.00,104.01,104.02,102.69
104.36,103.79,104.49,103.72
103.73,103.68,103.93,103.50
103.93,104.90,104.90,103.71
104.90,105.82,105.85,104.90
106.16,105.36,106.16,104.80
105.95,106.69,106.73,105.56
107.00,107.54,107.60,106.64
107.29,107.55,107.66,106.86
107.61,107.80,107.91,107.26
107.89,107.69,108.00,107.57
108.24,107.85,108.92,107.65
107.99,108.64,108.71,107.99
108.77,109.17,109.48,108.57
108.96,108.93,109.45,108.86
109.37,109.62,110.23,109.24
110.45,109.28,110.45,108.74
109.93,109.21,109.93,109.19
109.37,108.53,110.06,108.19
108.78,109.55,109.60,108.35
109.37,109.97,109.97,109.34
109.84,110.32,110.85,109.84
110.36,110.03,110.37,109.47
109.48,110.36,110.38,109.33
110.48,109.18,110.48,108.75
109.30,108.43,109.46,108.39
108.42,109.72,109.81,108.27
109.55,109.60,110.13,109.32
109.94,110.59,110.74,109.69
111.01,110.88,111.03,110.47
110.64,109.81,110.75,109.60
109.47,108.56,109.80,108.52
108.62,110.28,110.31,108.39
109.95,108.08,109.95,107.92
108.18,107.91,108.30,107.27
107.19,108.17,108.23,107.00
108.34,106.86,108.34,106.78
106.58,105.15,106.68,105.00
105.07,105.74,105.99,103.96
106.50,107.44,107.82,106.24
107.81,106.06,108.17,106.06
105.77,104.97,106.13,104.97
105.00,107.19,107.25,104.85
107.41,105.25,107.41,105.23
105.04,104.75,106.62,104.75
104.60,103.91,105.95,103.77
104.41,102.81,104.41,102.46
101.71,102.33,102.74,100.09
101.00,104.01,104.85,101.00
105.05,105.45,106.00,104.94
105.26,106.51,106.61,105.26
107.28,109.59,109.70,107.28
109.99,108.44,109.99,108.44
109.38,109.36,109.99,109.05
109.80,109.90,109.90,108.93
109.90,109.78,109.90,109.25
110.35,110.56,110.68,108.78
110.85,110.81,111.53,110.43
110.60,111.69,112.18,110.60
113.09,113.69,113.87,112.63
114.25,113.58,114.25,113.25
113.50,113.28,113.91,112.51
114.13,112.80,114.13,112.58
113.11,113.57,113.71,113.02
112.74,110.54,112.74,109.98
110.70,111.46,111.71,110.49
111.59,111.93,112.09,111.57
111.70,112.22,112.27,111.14
112.25,112.30,112.80,111.77
112.31,111.31,112.31,111.31
111.42,112.73,112.84,111.42
112.81,114.32,114.76,112.81
114.62,113.06,114.62,113.02
112.65,113.49,113.61,112.00
114.70,113.81,114.72,113.68
114.18,114.65,114.75,113.96
114.77,114.86,115.02,114.54
115.09,115.15,115.34,114.72
115.25,115.59,116.13,115.25
115.55,115.28,115.94,115.00
115.45,115.90,116.08,115.01
116.25,117.26,117.43,116.13
117.03,116.84,117.28,116.30
117.30,118.01,118.17,117.17
118.06,117.58,118.75,117.38
117.02,118.00,118.09,116.07
117.97,115.73,117.97,115.59
116.31,116.47,117.38,115.97
116.07,115.36,116.86,115.35
115.75,114.86,116.06,113.87
114.22,113.37,115.67,113.30
113.59,115.57,115.73,113.59
116.76,118.26,118.35,116.71
118.46,118.68,119.29,118.46
118.70,119.56,119.57,118.70
120.06,119.60,120.06,118.92
119.50,119.92,120.01,119.43
120.13,119.88,120.41,119.87
120.06,119.72,120.23,119.26
119.70,119.95,120.36,119.68
120.54,118.37,120.82,118.25
119.70,118.17,120.12,117.40
117.69,116.45,118.21,115.96
116.79,115.83,117.54,115.39
116.60,117.65,117.87,116.00
118.74,121.14,121.26,118.74
121.23,120.16,121.27,120.11
120.80,118.23,120.80,117.97
119.25,118.97,120.41,117.79
117.91,118.83,118.92,117.22
119.31,118.65,119.57,118.35
118.41,120.17,120.29,118.04
121.66,119.34,121.66,118.55
119.83,120.99,121.45,119.83
121.80,123.57,123.57,120.67
123.52,121.96,123.62,121.92
122.42,122.35,122.42,121.00
121.70,121.54,122.18,120.99
122.50,119.84,122.50,119.74
120.18,120.98,121.09,118.91
120.08,118.60,120.51,118.48
119.29,119.12,119.29,116.81
119.73,120.41,120.41,118.95
119.76,120.97,121.43,119.76
121.23,121.79,122.03,121.08
121.84,120.90,122.18,120.53
120.59,119.68,120.65,119.37
120.41,122.05,122.25,120.41
121.89,123.67,123.86,121.56
123.58,123.63,124.41,123.14
123.69,123.33,123.76,122.59
123.16,123.98,123.98,122.72
123.09,123.98,124.05,123.09
123.71,123.94,124.23,123.71
124.03,125.18,125.19,123.48
125.38,127.37,127.37,125.23
127.66,126.69,127.95,126.63
126.83,126.57,126.83,126.25
126.61,127.01,127.04,126.18
126.97,127.24,127.69,126.94
127.28,127.86,128.68,127.22
127.62,126.92,127.62,126.30
127.72,128.34,128.85,125.68
128.21,128.21,128.79,127.60
127.81,126.47,128.15,126.37
126.60,126.88,127.23,126.43
126.27,125.56,126.27,125.51
125.97,126.41,126.70,125.82
126.76,128.31,128.60,126.76
128.29,128.64,129.00,127.74
129.18,131.18,131.69,129.17
131.70,131.01,131.70,130.17
130.78,133.09,133.46,130.67
132.97,134.07,134.18,132.97
134.92,134.41,135.61,134.05
134.50,135.15,135.77,134.31
135.08,134.30,135.88,134.16
134.88,131.90,135.29,131.85
131.80,131.33,132.02,130.19
131.53,132.52,132.71,131.53
134.69,134.13,134.73,133.95
134.08,133.06,135.09,133.05
133.77,131.93,133.88,130.90
132.15,132.52,133.29,132.00
131.85,133.38,133.83,131.50
133.96,132.46,134.28,132.43
132.64,133.35,133.74,132.64
133.43,134.02,134.35,133.01
134.03,134.46,134.47,133.81
134.55,134.36,135.69,134.36
134.19,134.29,134.71,133.43
134.98,133.48,135.32,133.34
134.44,134.58,135.02,134.13
133.74,133.07,133.85,132.07
133.73,133.54,134.13,133.41
133.99,134.24,134.70,133.57
134.41,134.01,134.47,133.20
133.15,134.83,135.04,133.15
135.02,135.16,135.29,134.58
135.57,133.14,135.80,132.88
133.54,134.16,134.29,130.78
133.77,130.79,134.00,129.66
130.22,128.54,131.20,128.33
129.17,129.21,129.63,128.56
129.51,130.55,130.96,129.51
130.46,128.12,130.46,128.10
128.58,128.08,128.69,127.24
127.95,128.98,129.52,127.54
130.15,130.62,131.04,129.91
130.43,130.80,131.32,130.41
130.20,130.79,131.25,129.91
130.97,131.07,131.55,130.72
132.01,132.78,132.82,131.98
133.12,133.32,133.55,132.34
133.23,134.90,134.96,133.05
135.06,135.90,136.46,134.86
135.96,136.40,136.85,135.67
136.29,136.40,136.76,136.10
136.26,136.79,138.00,135.86
136.51,135.40,136.51,135.13
135.79,136.63,136.88,135.79
136.37,136.62,137.01,135.67
136.59,138.56,139.94,135.15
138.88,138.81,139.35,137.46
138.44,137.44,138.44,137.27
137.86,137.36,137.86,136.87
137.31,136.29,137.31,135.96
136.16,136.86,136.94,135.38
136.84,136.49,137.51,136.49
136.46,136.61,136.79,135.75
137.17,138.20,138.35,136.84
138.53,138.86,139.18,138.49
138.50,137.48,138.58,137.42
136.46,139.75,140.48,136.34
140.18,140.82,141.32,139.96
140.94,140.49,141.58,140.00
140.88,141.51,141.81,140.88
141.54,142.07,142.47,141.41
143.58,143.14,145.94,142.99
143.91,143.18,143.91,142.66
143.00,141.08,143.00,140.85
141.76,145.57,145.96,141.13
146.73,145.11,146.77,144.98
144.40,142.61,145.06,142.56
143.66,142.95,143.97,142.70
144.25,143.90,144.28,143.22
144.82,142.41,144.82,142.05
140.99,141.59,142.39,140.13
141.88,140.87,141.96,138.13
139.85,138.61,140.28,138.33
139.99,139.51,140.46,139.48
140.90,141.61,141.76,140.70
142.73,141.94,142.73,141.10
141.97,143.34,143.64,141.97
143.88,142.95,143.88,142.68
143.22,142.44,143.22,141.67
142.12,142.09,142.61,141.65
142.41,141.12,142.41,140.93
140.86,140.14,140.91,138.95
139.80,140.72,141.05,139.80
141.41,140.44,141.75,140.15
139.93,138.29,139.93,137.90
137.52,137.36,137.90,136.75
138.02,138.96,138.97,136.35
139.50,139.30,139.72,138.60
139.08,138.96,139.34,137.86
139.48,139.98,140.94,139.48
140.11,139.88,140.76,139.24
140.61,140.41,141.08,140.03
141.32,141.99,142.82,141.02
142.21,140.28,142.23,139.55
140.02,139.51,140.18,138.44
140.27,140.29,140.87,139.95
139.60,139.65,140.11,138.86
138.62,138.80,138.96,136.86
138.90,138.78,139.63,138.57
138.67,139.39,139.44,138.60
139.29,141.63,141.68,138.82
141.39,142.26,143.24,141.39
141.53,141.01,141.81,140.34
139.94,137.06,140.29,136.99
135.72,134.38,136.27,134.37
133.03,128.69,133.03,96.02
130.05,127.89,134.26,127.82
131.67,131.50,131.67,127.91
132.75,134.08,134.52,131.71
133.62,133.86,134.01,132.82
133.34,132.24,134.66,132.00
129.77,128.86,130.74,128.39
130.14,130.92,130.92,128.77
131.37,131.39,133.08,131.04
130.08,130.21,130.86,129.29
132.20,133.40,133.48,131.67
134.86,132.48,134.86,132.33
132.25,132.53,133.45,132.20
132.03,133.66,133.66,131.94
133.75,133.43,134.02,133.04
133.83,134.75,135.14,133.27
134.92,135.38,135.43,134.42
135.38,136.42,137.88,135.27
135.00,134.37,136.03,134.04
135.05,134.67,135.86,133.30
133.26,133.47,133.82,132.78
133.66,134.32,134.88,133.09
133.39,131.92,133.54,130.95
132.90,127.90,132.92,127.27
127.16,121.92,127.38,120.65
122.10,121.95,123.60,120.71
123.16,123.88,124.42,122.78
124.09,123.68,124.25,122.31
122.50,125.61,125.62,121.53
126.69,126.72,127.71,125.66
126.70,123.91,126.72,123.00
124.36,124.97,124.98,122.75
124.61,124.27,124.63,123.11
124.37,125.75,126.09,124.19
125.75,127.00,127.10,125.65
126.38,127.14,129.42,126.38
127.65,125.83,128.27,125.36
124.45,126.51,126.55,122.72
126.89,127.86,128.52,126.88
127.39,128.89,129.14,127.35
129.06,128.85,130.09,128.19
129.29,126.00,129.29,123.33
124.68,117.98,124.68,116.02
118.44,121.45,121.70,118.44
121.16,122.03,122.20,120.76
121.82,123.43,123.68,121.82
123.16,124.84,125.06,120.89
124.84,125.13,126.02,124.39
124.29,124.24,125.47,124.22
124.40,126.04,126.28,124.40
125.76,125.31,125.81,124.23
125.48,125.00,125.94,123.87
124.83,126.04,126.17,124.14
125.53,126.36,126.41,124.53
126.05,125.56,126.05,124.45
125.29,126.30,126.45,125.29
126.65,122.93,126.65,122.88
122.26,120.91,122.71,120.88
120.69,120.89,122.02,119.92
120.68,122.45,122.49,120.68
122.77,123.18,124.19,122.05
123.39,124.85,124.95,122.92
122.25,119.54,122.25,119.26
120.07,122.36,122.59,120.07
121.94,123.09,124.11,121.94
122.40,123.84,123.92,122.39
123.84,123.84,124.34,123.76
123.97,124.46,125.10,123.92
124.61,123.15,124.61,123.08
123.63,126.12,126.24,123.63
126.16,125.39,127.20,125.21
125.72,121.96,125.72,121.54
122.46,124.19,124.49,122.46
124.02,122.54,124.16,122.08
121.80,122.58,122.92,121.24
122.11,121.94,123.80,121.61
122.00,123.10,123.70,121.78
121.78,121.82,122.99,121.54
121.75,120.73,122.24,119.25
121.61,122.24,122.78,121.52
122.87,122.98,123.62,121.62
123.17,123.16,124.22,122.94
122.90,122.06,123.24,122.04
122.77,124.05,124.05,122.47
124.39,124.08,124.68,122.99
124.63,125.88,125.96,124.63
125.60,125.44,125.92,125.24
125.00,124.89,125.09,124.05
125.46,126.37,126.57,125.38
126.21,125.40,126.64,125.22
125.06,124.35,125.52,124.35
122.49,123.54,123.55,121.85
123.83,124.17,125.05,123.75
122.52,122.75,123.92,121.87
121.00,119.99,121.68,119.64
120.41,118.61,120.97,118.43
119.52,117.89,119.99,117.00
118.64,118.79,120.68,117.15
118.59,114.46,119.02,113.60
114.81,116.11,116.81,113.87
113.35,114.31,114.41,111.97
115.40,114.43,116.37,113.51
112.95,115.03,116.00,110.32
115.13,114.53,116.65,113.92
115.84,116.25,116.75,115.15
115.75,114.83,116.25,114.69
115.12,116.02,116.27,114.12
115.91,114.54,116.45,113.90
115.49,111.98,115.72,111.60
112.25,115.68,115.69,112.25
115.12,116.62,117.09,115.10
115.58,114.58,115.64,114.29
115.14,113.26,115.14,111.28
112.95,113.70,114.19,112.34
113.32,110.76,113.51,110.38
109.61,107.10,109.75,105.80
106.08,108.13,109.20,105.56
108.83,109.90,111.29,108.61
107.93,107.43,108.81,107.18
108.32,108.48,108.59,107.10
108.65,110.63,110.66,108.10
111.11,113.04,113.27,110.80
113.13,112.61,113.85,112.38
112.22,112.30,112.73,111.28
113.24,115.26,115.55,113.21
114.89,115.24,115.71,114.72
114.22,115.39,115.47,113.29
115.69,116.51,116.71,115.41
116.72,117.54,118.49,116.72
117.29,115.81,117.76,115.81
116.23,117.64,117.76,115.83
117.66,117.99,118.06,116.91
117.81,119.59,119.60,117.45
119.15,118.88,119.75,118.64
117.63,119.29,119.94,117.63
118.82,117.17,118.82,117.07
117.66,117.79,117.91,116.86
118.36,117.66,119.29,116.95
118.39,121.08,121.08,118.37
120.47,120.78,121.31,120.13
119.93,118.55,120.00,118.37
118.34,119.27,119.71,118.19
118.98,117.71,119.04,116.14
117.84,120.24,120.68,117.66
119.92,119.75,120.67,118.98
119.08,120.50,120.86,118.90
120.42,120.22,121.28,120.05
119.57,119.69,120.15,118.61
119.95,119.81,120.40,119.30
119.73,122.17,122.26,119.73
122.55,122.39,123.27,122.14
122.32,121.98,122.60,121.80
121.45,122.97,123.04,120.84
123.02,122.97,123.36,122.40
122.16,120.73,122.16,120.61
120.66,122.52,122.55,120.66
121.69,121.53,122.72,120.81
122.31,121.20,122.68,120.79
121.55,120.24,121.74,120.10
120.43,121.62,121.63,120.29
122.32,123.33,123.61,122.29
123.39,123.72,124.06,123.04
123.40,123.74,123.90,122.13
123.52,124.47,124.53,123.37
125.00,125.05,125.80,124.43
125.19,126.87,127.48,124.91
126.88,126.63,127.43,126.30
126.84,128.17,128.23,126.84
128.11,127.29,128.34,126.75
127.90,128.94,128.96,127.73
128.94,128.86,129.11,127.85
128.25,127.94,130.21,127.73
126.99,126.27,127.07,124.79
126.51,126.43,126.71,125.49
125.28,125.82,126.54,124.87
125.06,124.70,125.76,124.30
124.69,124.48,125.25,124.20
124.18,124.33,125.05,123.48
124.20,125.18,125.50,124.03
125.65,125.88,125.94,124.73
125.95,124.47,126.23,124.41
124.61,121.84,124.61,121.15
121.53,121.73,122.35,121.19
121.48,123.20,123.24,121.48
122.78,122.36,123.76,121.88
122.10,122.46,123.22,121.67
121.54,121.86,123.07,120.71
122.30,122.91,123.18,122.21
122.65,122.17,122.89,122.10
122.32,123.76,124.10,122.32
124.40,125.05,125.39,124.32
125.04,124.26,125.17,123.90
124.97,124.89,125.53,124.69
125.12,125.34,125.58,124.80
124.93,126.32,126.53,124.81
125.57,128.31,128.31,125.57
128.03,127.47,128.06,127.02
127.57,128.77,129.06,127.41
128.83,128.87,129.29,128.62
128.74,130.54,130.74,128.74
130.21,130.15,130.65,129.67
128.99,128.18,129.20,127.80
127.53,126.51,128.41,126.45
126.12,126.70,126.90,125.92
127.06,126.32,127.59,126.22
125.55,126.71,126.78,125.18
126.85,125.91,127.27,125.51
126.74,127.35,128.26,126.74
127.60,127.24,127.60,126.52
127.38,127.28,128.62,127.21
128.55,128.74,128.76,127.95
124.62,125.55,126.71,123.91
124.70,122.28,124.70,121.62
123.40,124.27,124.54,123.27
125.43,126.89,127.04,125.28
126.92,127.37,127.37,126.17
127.61,127.14,127.73,126.63
126.75,126.12,126.75,125.37
125.61,127.22,127.67,125.61
127.35,126.32,128.28,125.77
126.87,128.44,128.59,126.44
128.81,128.43,129.37,128.39
129.08,128.80,129.08,128.54
129.30,129.80,129.83,129.18
130.37,129.23,130.69,129.19
129.71,129.21,130.10,129.05
129.35,129.59,129.77,128.81
129.39,128.61,129.41,127.63
129.07,129.90,130.29,129.07
129.46,131.02,131.72,129.46
130.58,132.51,132.81,130.58
132.29,130.76,132.29,130.65
130.52,130.49,130.69,129.58
129.81,128.66,129.82,128.17
128.15,128.93,129.27,128.00
127.72,128.52,128.84,127.67
128.69,127.16,128.86,127.09
127.32,125.76,127.61,125.32
125.49,126.76,126.99,125.40
126.68,126.10,126.68,125.88
126.57,127.28,127.60,126.57
127.39,126.42,127.52,126.30
126.51,126.18,126.87,126.06
126.21,125.85,126.43,125.63
126.11,125.85,126.43,125.35
125.69,126.28,126.66,125.34
126.39,126.52,126.82,126.37
126.21,125.49,126.21,125.28
125.58,124.62,125.58,123.98
124.41,125.29,125.68,124.25
124.67,124.86,124.96,124.06
124.74,125.17,125.50,124.74
125.45,125.38,125.89,125.35
125.26,123.83,125.70,123.81
123.65,122.44,123.65,122.27
122.50,121.99,122.96,121.28
122.10,123.01,123.35,121.99
122.93,123.44,123.54,122.91
123.24,122.93,123.24,122.17
122.96,122.08,123.10,121.73
122.08,123.69,123.69,122.08
123.65,123.03,123.65,122.59
122.92,123.98,124.16,122.84
123.74,124.20,124.29,123.54
123.34,122.28,123.34,122.28
121.70,123.70,123.87,121.65
122.71,121.93,122.71,121.27
121.74,120.89,121.86,120.55
120.71,121.80,122.00,120.17
121.39,123.07,123.29,121.39
123.37,122.84,124.05,122.68
123.61,122.25,123.61,122.06
122.48,123.71,123.82,122.25
124.21,125.02,125.12,124.21
124.76,124.23,125.27,124.22
123.56,122.95,123.78,122.72
122.89,123.82,123.84,122.88
123.98,124.34,124.38,123.04
124.10,122.86,124.29,122.53
123.26,124.02,124.43,122.15
123.65,122.49,123.65,122.10
122.73,122.53,123.03,121.70
122.88,122.77,123.28,122.56
122.33,122.22,122.57,121.77
122.39,121.88,122.47,121.22
122.32,123.43,123.53,122.32
123.04,121.08,123.04,120.66
121.10,120.14,121.21,119.95
119.99,120.42,120.59,119.27
120.83,120.06,121.05,120.04
119.90,119.44,119.94,119.22
120.94,122.89,123.25,120.94
122.81,123.01,123.44,122.03
122.85,123.27,123.52,122.85
122.43,122.72,122.80,121.93
123.05,122.68,123.27,122.57
122.56,122.07,123.17,121.94
121.77,119.89,121.77,119.55
119.76,117.99,119.76,117.82
117.57,116.15,117.90,115.63
116.52,117.24,117.24,116.52
117.21,115.07,117.33,114.14
114.65,115.70,116.66,114.65
115.70,113.76,116.73,113.59
113.88,114.55,115.42,113.84
116.21,118.30,118.64,116.21
117.33,119.66,120.01,117.33
113.00,117.82,118.26,111.40
118.73,120.09,120.29,118.50
120.34,119.35,120.35,118.75
120.05,123.06,123.29,120.05
123.23,123.82,124.05,122.53
123.47,123.50,123.86,123.39
123.76,124.75,124.83,123.54
124.83,123.87,124.83,123.81
124.22,124.63,124.93,124.06
124.83,124.91,125.27,124.31
124.45,126.02,126.02,124.45
126.30,126.38,126.55,126.20
126.00,125.25,126.03,124.95
125.80,127.34,127.66,125.80
127.74,126.54,127.74,126.43
126.68,127.46,127.76,126.68
127.12,127.05,128.38,127.01
127.44,126.87,127.44,125.99
