LRAD,LRAD Corporation - Common Stock,NASDAQ
1.73,1.72,1.76,1.72
1.72,1.77,1.79,1.72
1.74,1.66,1.78,1.64
1.69,1.70,1.70,1.68
1.71,1.66,1.71,1.66
1.66,1.74,1.75,1.66
1.77,1.67,1.77,1.67
1.70,1.75,1.75,1.66
1.75,1.75,1.76,1.71
1.78,1.77,1.80,1.67
1.79,1.75,1.79,1.68
1.83,1.76,1.83,1.72
1.77,1.74,1.77,1.71
1.73,1.71,1.75,1.70
1.70,1.72,1.82,1.65
1.72,1.72,1.73,1.71
1.71,1.73,1.75,1.68
1.90,1.71,1.90,1.65
1.72,1.69,1.72,1.68
1.67,1.65,1.72,1.65
1.65,1.71,1.75,1.65
1.69,1.65,1.71,1.61
1.65,1.62,1.66,1.61
1.64,1.66,1.66,1.64
1.64,1.66,1.68,1.64
1.65,1.65,1.68,1.65
1.67,1.66,1.68,1.65
