AMCN,AirMedia Group Inc - American Depositary Shares,NASDAQ
2.57,2.57,2.60,2.54
2.59,2.59,2.65,2.57
2.59,2.51,2.61,2.50
2.52,2.57,2.60,2.51
2.59,2.59,2.62,2.56
2.59,2.57,2.59,2.54
2.57,2.66,2.69,2.57
2.64,2.50,2.64,2.48
2.50,2.49,2.59,2.46
2.54,2.51,2.57,2.44
2.52,2.42,2.52,2.38
2.44,2.41,2.44,2.40
2.40,2.44,2.47,2.40
2.45,2.49,2.50,2.45
2.50,2.60,2.60,2.48
2.57,2.51,2.57,2.45
2.49,2.46,2.50,2.46
2.46,2.46,2.48,2.42
2.45,2.48,2.48,2.43
2.46,2.45,2.50,2.45
2.57,2.46,2.57,2.42
2.45,2.48,2.49,2.45
2.48,2.46,2.48,2.44
2.44,2.50,2.50,2.44
2.50,2.52,2.52,2.48
2.51,2.58,2.62,2.51
2.60,2.52,2.60,2.50
